[00:00] 投资品欢迎收听早晨财经速解读
[26:04] 其实最重要的是云端部门
[26:06] 393亿
[26:08] 年增幅有31%
[26:09] 其中Asia成长率
[26:11] 从前一季的40%
[26:12] 加速到43%
[26:14] 全年营收更是突破了1000亿美元
[26:16] 所以微软这次财报好不好
[26:18] 非常非常好
[26:19] 你说跟Google比较起来
[26:21] 云端营收的增长稍微差了一点点
[26:24] 不过微软本来在云端的成长
[26:26] 就体量已经比较大一点了
[26:28] 可是至少可以看到
[26:29] 微软这次也是调高了资本支出
[26:31] 来到410亿美元单季支出
[26:33] 年增幅有69%
[26:34] 自由现金流都还有196亿
[26:37] 虽然年减了23%
[26:38] 不过相对于Google特斯拉
[26:40] 自由现金流财报算是很不错了吧
[26:42] 所以在这样的效果底下
[26:44] 微软盘后股价
[26:45] 反而拥有一定程度的提振效果
[26:47] 反而是Meta
[26:48] Meta盘后就股价大跌了
[26:50] 第二季营收608亿
[26:52] 年增幅28%
[26:53] 净利下滑到158亿
[26:56] 同期去年是183亿
[26:58] 所以它代表的是
[26:59] 盈余其实在衰退
[27:01] 或者说成长幅度很明显趋缓了
[27:04] 主要拖累的成本是来自于哪里
[27:06] 一个是法律费用
[27:07] Meta现在全球都有诉讼
[27:09] 第二个就是裁员成本
[27:11] 你发了一次的遣散金
[27:12] 的确会提高相关的支出
[27:15] 最重要的事情就是现金流
[27:16] 的确也快要见底了
[27:19] 这一次只剩下85亿
[27:21] 年减幅有90%
[27:23] 所以其实你硬要讲
[27:25] 他们的自由现金流
[27:26] 都还比Google
[27:27] 特斯拉稍微好一点
[27:28] 不过市场的评价就是如此了
[27:30] 现在你如果无法告诉我
[27:32] 你到底钱花在刀口上
[27:34] 有多少营收回馈
[27:35] 市场的评价相对而言
[27:37] 都是比较谨慎一点的
[27:39] 其实回过头说
[27:40] 这些巨头所受到的承压
[27:42] 其实更多还是来自于利率市场
[27:44] 信用市场的压力
[27:46] 而不来自于财报的变化
[27:47] 那财报你难道希望这一季度
[27:50] 他AI营收回馈大爆发
[27:52] 然后钱都收回来吗
[27:53] 也不可能
[27:54] 那你觉得他资本支出
[27:55] 难道能够大幅减少吗
[27:57] 那你肯定会觉得是不是出问题了
[27:59] 所以不管怎么说
[28:00] 财报预期根本不会有
[28:02] 远远脱离原本预期的变化
[28:04] 真正的原因
[28:05] 其实就来自于信用市场
[28:06] CDS价格的创高
[28:07] 债券市场回过头来压股票市场
[28:10] 我认为这是最直观的解释了
[28:12] 好但你要了解的事情是
[28:13] 其实随着财报开出来
[28:15] 就代表着本季度财报
[28:17] 其实还是很明显的
[28:19] 标准的上行通道
[28:20] 标普500现在的建利润
[28:22] 大概是15.7%
[28:24] 已经创下本世纪的新高了
[28:26] 所以基本面还在上完
[28:28] 唯一的问题就是
[28:29] 市场从债券市场
[28:30] 重新回过头来压股市
[28:32] 而债券市场的担忧
[28:33] 就来自于资本支出
[28:35] 对于AI本厂生产力的提升
[28:38] 到底会有多高
[28:39] 好我们看台北股市
[28:40] 开盘小跌42点
[28:42] 收在4万点左右
[28:44] 持续多空角力
[28:46] 看一下卖压是否会因此扩大
[28:47] 这边费半跌比较重
[28:49] 不过周期投资就是这样子
[28:50] 我们就是右侧重步追高
[28:53] 左侧重步悲观
[28:55] 上一次左侧是什么时候
[28:56] 中东战事
[28:57] 二三月
[28:58] 那等同于你4月5月6月
[29:01] 现金水位都会很自然的提高
[29:03] 那我们又不在右侧上杠杆
[29:05] 所以资产情况会相对更健康
[29:07] 就既有部位
[29:08] 未实现损益
[29:10] 你会有减损
[29:12] 但是不会有被洗出场的风险
[29:13] 三个月
[29:15] 三个月也可以累积一些现金了
[29:17] 其实何况现在连二月也没有跌破
[29:20] 所以三个月
[29:21] 通常你
[29:22] 那几个月积的越久
[29:25] 你的量就越大
[29:27] 我说资金
[29:28] 所以根本没什么好担心的
[29:29] 有些网友会用我们直播人数来判断
[29:33] 其实我观察这么多年是有点相关
[29:36] 像我们平时线上大概2万多人
[29:38] 通常降到一字头就蛮悲观的
[29:41] 但通常发生的时候都不是大跌
[29:43] 通常是盘跌
[29:46] 然后量缩就会到1万多人
[29:48] 比较明显的指标
[29:50] 我觉得是聊天室
[29:51] 如果你讲个有的没的
[29:53] 聊天室突然信息一直刷
[29:55] 大多头没话说
[29:57] 要不然就是大多头的几点
[29:59] 那有时候讲完一个话
[30:01] 讲完一些有的没的
[30:03] 突然很冷清
[30:04] 还有人留一句
[30:06] 好笑吗
[30:07] 无聊
[30:08] 那就是有痛到了
[30:09] 两个指标
[30:10] 市场沉默比市场哀叫还要更悲观
[30:13] 另外一个是财富效应
[30:15] 就回来上班就是了
[30:17] 对
[30:17] 我们会讲财富效应
[30:19] 你股票市场
[30:20] 很多人从头到尾没有卖过股票
[30:21] 股市如果涨到五万点
[30:23] 财富效应是什么
[30:24] 你会先提前去订明年过年的机票
[30:27] 即便你没有卖股票
[30:29] 所以你也不算赚
[30:30] 那一样财富效应
[30:31] 股市跌到4万点跌到3万点
[30:33] 你也没有卖股票
[30:35] 你也不算亏
[30:36] 可是你已经先去领埃真实了
[30:39] 对不对
[30:39] 这就是真实的例子
[30:40] 所以财富效应会影响到市场的变化
[30:42] 我们看到最近关股互盘力度也很大
[30:44] 所以我们才讲说
[30:45] 其实这两届政府互盘力度
[30:49] 这不是包或扁
[30:50] 本来本届政府的关心就是
[30:53] 护盘的力道和频率
[30:55] 都会有所加强
[30:56] 为什么
[30:56] 要保住那个财富效应
[30:58] 他当然知道
[30:59] 股市涨涨跌跌很正常
[31:01] 跌到一定程度以后
[31:03] 你的消费行为就松缩了
[31:05] 会影响到
[31:06] 整体的消费情况和概念
[31:07] 所以另外一个财富效应的例子就是
[31:10] 本来六月退休的
[31:12] 七月回来上班就是了
[31:14] 刚才我才看到
[31:15] 双联很有名的烟山汤圆
[31:18] 大家还记得吗
[31:19] 在六月三十号的时候
[31:20] 当时有发文
[31:21] 狂喝
[31:23] 老板得偿所愿
[31:25] 国具股票创新高
[31:27] 财富自由
[31:28] 老板不想努力了
[31:29] 结束营业
[31:30] 闲散幽兰见南山
[31:33] 那60年老店
[31:34] 我吃过
[31:35] 其实真的蛮好吃的
[31:36] 当然了
[31:37] 后来他有补充说
[31:38] 只是因为现在大缺工
[31:40] 所以就顺势的结业
[31:42] 老板很想念你的味道
[31:44] 你回来
[31:46] 当烟山的老板回来上班的时候
[31:48] 差不多股市也足底了
[31:50] 给投资朋友做些参考
[31:52] 简单来讲
[31:52] 就是市场的情绪
[31:53] 来到这样的一个区间
[31:54] 台湾人的确
[31:56] 这一波受到的冲击
[31:58] 其实比韩国股市相对小得多
[32:00] 更重要的事情是
[32:01] 美国股市局三大指数的跌幅
[32:04] 相对于废半
[32:05] 其实也差蛮远的
[32:06] 看起来更像是
[32:07] 集中在过去涨价题材的下杀
[32:09] 那转头空
[32:10] 重新回到三月份
[32:12] 你会怎么做呢
[32:13] 这也给投资朋友做一些思考
[32:14] 也让大家了解我们的态度
[32:16] 我们今天聊的范围比较广
[32:17] 从一开始
[32:18] 在联准会的烈烈决策氛围当中
[32:20] 所释出的论调
[32:21] 看起来滑雪
[32:23] 那不比鲍尔还要割多少
[32:26] 这是第二个观察重点
[32:27] 那第二件事情
[32:28] 是由于现在已经减少了前瞻此影
[32:32] 代表着市场必须要从数据上
[32:35] 来压迫联准会做他们想要做的事情
[32:37] 如果信用利差无限制的扩大
[32:40] 债券市场持续受到承压
[32:43] 那么联准会有没有必要
[32:45] 开始要去考虑通膨
[32:47] 和债券市场的平衡
[32:48] 还是只注重于通膨
[32:50] 第二件事情就来自于
[32:51] 本轮短期内的去杠杆
[32:53] 很多人都说
[32:54] 那不够多
[32:55] 其实如果是从韩国股市
[32:57] 杠杆ETF的资金流出量
[32:59] 减少了四分之三
[33:00] 我觉得其实算蛮多的
[33:02] 第二是台股
[33:03] 台股的部分
[33:04] 因为维持率现在
[33:05] 要看证交所的公布数据
[33:07] 但是我们至少可以承认的事情是
[33:09] 应该是有通道
[33:10] 但是具体数据
[33:12] 我们在用不同的指标
[33:13] 来做交叉比对
[33:14] 让大家了解
[33:15] 到底本轮筹码洗得算不算干净
[33:17] 给投资朋友做些思考
[33:18] 就零四分
[33:19] 如果喜欢我们节目
[33:20] 记得帮我们订阅按赞加分享
[33:22] 如果喜欢我们节目
[33:23] 帮我们订阅按赞加分享
[33:23] 我们就明天早上八点半
[33:25] 早晨财经数学图再相见
[33:27] 祝各位投资朋友看盘顺利
[33:28] 操盘愉快
