[00:00] 投资品欢迎收听早晨财经速解读
[25:34] 那现在看起来到港股挂牌以后
[25:37] 有没有更进一步的拉升
[25:38] 记忆体浪潮也是如此
[25:40] 从我们过去所提到的
[25:42] 像是红星宇
[25:43] 江波龙
[25:44] 或者长兴科技
[25:45] 长江存储
[25:47] 武汉新兴
[25:48] 东兴半导体
[25:49] 新天下
[25:50] 大浦维电子
[25:50] 基本上陆续都在今年下半年到明年年初会陆续挂牌
[25:55] 那最标准就语速
[25:57] 语速的IPO
[25:58] 预估是每股价格150.8块人民币发行
[26:01] 4040万股
[26:02] 预估会募集61亿人民币
[26:05] 现在中国是全产业链的
[26:07] 你要IPO
[26:08] IPO速度就比你还快
[26:09] 反正现在中国股市表现也不错
[26:11] 之前的Kimi K3
[26:13] Moonshot
[26:14] 也准备要到香港挂牌了
[26:17] 估值上看500亿美元
[26:18] 预估第一轮估值
[26:20] 会做两轮估值
[26:21] 一方面是在今年
[26:23] 先做300亿美元的估值募资
[26:26] 另外一方面
[26:27] 在下半年到明年年初
[26:28] 应该就有机会
[26:30] 能够成功的挂上港交所
[26:32] 这就是我们看到
[26:33] 中国公司推行的速度
[26:35] 其实越来越快了
[26:36] 所以必须承认
[26:37] 因为我们知道以前美国
[26:39] 针对整个中国市场的看法
[26:41] 一直都是比较两极的
[26:42] 出发点都是对美国利益的最大化
[26:45] 对中鹰派的逻辑是什么
[26:47] 就我领先
[26:48] 那你连我的梯子都不能拿到
[26:51] 所以进行全面性的
[26:53] 晶片科技设备的封锁
[26:55] 那黄文轩代表的是鸽派
[26:57] 他就是我领先
[26:58] 但是我应该让全世界
[26:59] 尤其让中国习惯使用我们的梯子
[27:02] 中国有工程师
[27:04] 有资本
[27:04] 有市场
[27:04] 你也很难阻止他发展AI
[27:06] 我们不卖
[27:07] 短期的确让中国痛苦
[27:09] 可是我们反而让他们
[27:10] 在华为在生
[27:12] 中国生态软体
[27:13] 他有一个被迫成长的保护区
[27:15] 不如我们先把他的市场先拿下来
[27:18] 让他被迫使用我的生态销
[27:20] 即便他们自己有国家政策的补助
[27:22] 我们的产品这么便宜
[27:23] 这么好用
[27:24] 他们一样
[27:25] 也很难取舍了
[27:26] 最后被迫
[27:27] 可能还是要大量的采用
[27:28] 我们的生态系
[27:29] 所以从这两点来看
[27:31] 双方仍然在持续角力
[27:33] 可是真实的迹象是
[27:35] 现在中国政府似乎铁了心
[27:37] 不管你到底要不要出口给我
[27:39] 我一定要赶快成立自己的供应链
[27:41] 美中科技站从原本的制裁
[27:43] 双方都是确保自己不被断供
[27:47] 所以即便在成本上
[27:49] 可能很多美系的客户
[27:50] 美系的产品还是相对比较优质
[27:52] 我还是宁愿选择
[27:54] 我自己的供应链
[27:55] 这是中国政府自己强调的
[27:58] 所以有时候我们讲说
[27:59] 美国以为
[27:59] 不管是对中银牌
[28:01] 还是比较鸽牌
[28:02] 能够卡住中国晶片
[28:03] 其实最后
[28:04] 中国的方向已经确认了
[28:06] 美国限制高阶的AI晶片出口
[28:09] 很直觉就觉得
[28:10] 没有先进GPU
[28:11] 中国算力就会不足
[28:12] 那就靠电力来补
[28:13] 人家是这样想的
[28:15] 所以竞争最麻烦的地方
[28:16] 是你的限制本身
[28:18] 也可能会改变对手
[28:19] 你以为自己在削弱它
[28:20] 你有时候可能被迫
[28:22] 这几年你是逼它再进化
[28:24] 这也是没办法的事情
[28:25] 之前看读者文哉
[28:26] 最经典的一篇故事
[28:28] 一个男的到外地旅行
[28:31] 找点刺激
[28:32] 他计程车司机就跟他讲
[28:34] 市中心有一间教堂
[28:36] 每天晚上12点
[28:38] 都有一个修女在里面祈祷
[28:40] 你只要扮成耶稣
[28:41] 说你自己是主
[28:43] 他就会听你做任何事情
[28:45] 男的真的照做
[28:46] 当天午夜就穿着耶稣的装扮
[28:49] 走进教堂
[28:49] 你好 我是耶稣
[28:51] 主啊我愿意证明我的忠诚
[28:54] 男人就心想成功了嘛
[28:56] 就结束之后
[28:57] 他就很得意的脱掉耶稣装
[28:59] 哈哈你被骗了
[29:01] 我根本不是耶稣啊
[29:02] 那修女也把修女服脱掉
[29:04] 哈哈你也被骗了
[29:05] 我就是刚才那个计程车司机啊
[29:08] 所以有时候
[29:10] 你看美国以为自己扮成耶稣啊
[29:12] 骗到了中国
[29:13] 人家衣服一脱
[29:15] 你不给我晶片啊
[29:17] 我就被迫学会怎么少用晶片
[29:19] 你都觉得好像双方的动态
[29:21] 是对中鹰派或者对中鸽派
[29:23] 就会采取一个结果
[29:25] 没有
[29:25] 不管你怎么做
[29:26] 他已经想好了应变措施
[29:28] 这是一个双方博弈的过程
[29:30] 而且是动态博弈
[29:31] 你出一招我就出一招
[29:33] 我们都知道
[29:34] 不能够直接撕破脸
[29:35] 可是我们的长期利益的冲击
[29:38] 已经有了战略核心
[29:40] 这就是现在竞争
[29:41] 有时候最好预测的地方
[29:43] 但是也是最难预测的地方
[29:44] 你的策略不只会伤害对手
[29:47] 但是也会改造对手
[29:49] 如果中国可以无条件的
[29:51] 无限制的取得最新晶的GPU
[29:53] 难道有这么大的诱因
[29:55] 他会把每张晶片都用到极致
[29:57] 以后只买美国的供应链吗
[29:59] 也不会
[29:59] 相反对于中国全面的鹰派
[30:02] 难道就会让中国市场
[30:04] 全面的崩溃吗
[30:05] 也不会
[30:06] 他发展自己的供应链以后
[30:08] 有机会在第三方市场
[30:10] 跟美系企业有着一拼
[30:12] 这就是真实的现象
[30:13] 也给投资朋友做些参考了
[30:15] 台股小涨248点
[30:17] 时间原因稍微不太够
[30:19] 我们今天主要是跟投资品稿稍微聊一下
[30:21] 一方面在本轮挥达的5000亿美元的融资计划
[30:25] 它本质上并不是一个像单纯大众的融资计划
[30:30] 它是向华尔街来发明一个新的资产证券化产品
[30:34] 把资料中心进行新一轮抵押
[30:36] 所获取的资金
[30:37] 那么华尔街会把这些风险
[30:39] 逐步分摊到大量的散户和债权人身上
[30:42] 第一个游戏已经形成了
[30:44] 第二个游戏是各大半导体厂和巨头
[30:47] 看到这样的一个模式形成以后
[30:49] 即便股价提升效果有限
[30:51] 大概也很愿意采用这样一个模式
[30:54] 把本轮的AI游戏持续的扩大
[30:57] 到时候你就不得不参与这样的一个游戏了
[30:59] 可是你最后还是要了解自己的初衷
[31:01] 你想不想要参与这场游戏呢
[31:03] 你当然可以很努力的去研究本轮的债务游戏
[31:06] 到底现在它有没有反映在资财负债表身上
[31:08] 可是更重要的事情是
[31:10] 你的原则你相不相信AI会成功呢
[31:13] 正由于推达就是相信
[31:15] 我以后就会赚到钱了
[31:16] 那我现在钱有点不太够
[31:17] 你先借我吧
[31:19] 有这样的一个心态
[31:20] 那最后还是要了解自己的初衷
[31:22] 你认为AI生产力能不能有效提升
[31:24] 你是不是一个科技乐观论者呢
[31:26] 这是最大的区别
[31:27] 当然回过头说
[31:29] 科技巨头对于美国政府的影响也越来越大了
[31:32] 那这些鸽派都希望能够抢占中国市场
[31:35] 但是对他们来讲说
[31:37] 你要想看那球员兼惨判
[31:38] 你就是卖铲子的人
[31:40] 所以你好像也没办法直接定力计划
[31:42] 那到底白宫最后的态度为何呢
[31:44] 我们稍晚再来做一些追踪
[31:46] 可是你也清楚知道
[31:47] 白宫对中英派的政策
[31:49] 效果是越来越薄弱了
[31:52] 市场上很明显知道
[31:53] 不管你对他英还是对他哥
[31:55] 都没办法大幅的改变
[31:57] 目前中国政府的实质立场
[31:59] 给投资朋友多做一些观察
[32:00] 如果喜欢我们节目
[32:01] 记得帮我们订阅按赞加分享
[32:03] 我们就明天早上半半
[32:04] 早晨财经速写图再相见
[32:06] 祝各位投资朋友看完顺利
[32:07] 操盘愉快
