[00:00] 投资片欢迎收听早晨财经速解读
[25:14] 我们也看到
[25:15] 市场的交易结构
[25:16] 也做一个比较显著的改变
[25:18] 那就是女力的崛起
[25:20] 我们知道台湾房地产市场结构
[25:21] 这几年男性的生态量
[25:24] 其实下滑幅度是越来越快了
[25:26] 男性生态量在去年是50.6
[25:28] 女性已经从高到49.4了
[25:31] 几乎是占了一整半
[25:32] 尤其在台北 新北 台中
[25:35] 都会地区
[25:36] 女性已经超过了50%
[25:38] 也就是现在每两间房子
[25:39] 在都会地区
[25:40] 至少有一间都是女生来购买的
[25:43] 这必须我们过去讲
[25:45] 男生会背叛你
[25:47] 但是房子不会
[25:48] 尤其我们看到
[25:50] 在各大年龄层当中
[25:51] 现在女性购屋的房贷金额
[25:54] 大概已经平均来到
[25:55] 1000万元以上
[25:56] 创下历史新高
[25:57] 其中台北市的平均房贷
[25:59] 是1790万
[26:00] 新竹县是1221万
[26:03] 新北市是1166万
[26:05] 新竹市是1147万
[26:07] 这就是代表的
[26:08] 市场上这种分割趋势底下
[26:10] 很多女孩子她可能买房
[26:12] 以前可能是一房或者两房
[26:13] 但是现在其实房贷市场
[26:16] 已经稍微比较缓和一点了
[26:17] 已经比较好贷了另外一方面他可能也没有要跟另外一半相处的规划他就以自己为核心所以频数小一点一方两方也可以接受那贷款条件也越来越好了
[26:30] 这个时候
[26:30] 女性房贷的升级比重
[26:32] 在都会地区
[26:33] 大多数已经超越男性了
[26:35] 好的我们必须承认
[26:36] 最近不是才公布
[26:38] 7月份的出生人口
[26:41] 不是7000多人吗
[26:42] 通常你把很多条件
[26:45] 互相对比以后
[26:46] 会发现真正生育率比较低的
[26:49] 你说刚才跟社会生活环境压力都有关
[26:52] 但根本原因就是
[26:54] 通常女性经济地位越高
[26:55] 她就会越想要为自己的生活来做掌握
[26:58] 所以通常生育率就越低
[27:00] 所以的确
[27:01] 在这样的一个角度底下
[27:03] 台湾生育率低
[27:04] 她其实就可以理解
[27:05] 因为女性经济地位台湾高
[27:06] 她不需要依靠男生
[27:08] 以前那种长得很丑的
[27:11] 有些男生长得很丑
[27:12] 想要靠自己的经济地位
[27:15] 或者一些才华
[27:16] 幽默感
[27:17] 去追妹子的那种人
[27:19] 那优势正在快速的消退
[27:21] 为什么
[27:21] 因为女生
[27:22] 现在很多真的是经济地位
[27:23] 不止比你好
[27:25] 外表打扮也普遍比男生好看
[27:27] 平时还每天做皮拉提斯
[27:30] 练体能
[27:31] 体力都比你好
[27:32] 有时候甚至还比你好笑
[27:34] 幽默感还比你厉害
[27:36] 对我就说Jenny
[27:38] 不是
[27:38] 人家那么优秀
[27:39] Jenny很幽默的
[27:41] 虽然节目震惊了一点
[27:42] 他以前也常发一些笑话
[27:44] 那些笑话我到现在还不敢讲
[27:46] 实在太恐怖了
[27:48] 所以你看到
[27:50] 我们看到的市场的概况改变
[27:53] 它能不能形成台湾市场
[27:55] 新一波蛋黄区的
[27:56] 房地产买盘的助力
[27:57] 这值得观察
[27:58] 这可以解释为什么
[27:59] 因为女生很多不开车
[28:01] 也不喜欢骑车
[28:02] 所以很多都是要住蛋黄区的
[28:03] 就变成那种蛋黄区市场买盘
[28:06] 在全台各地
[28:07] 还是有比较显著的买盘支撑
[28:09] 那就是一个时代买盘的变化
[28:11] 那男生也是
[28:12] 男生心理的状态
[28:14] 也要稍微做调整
[28:15] 何必单恋一根花
[28:17] 一枝花
[28:18] 人家讲说
[28:19] 男生现在的心理状态
[28:21] 20岁
[28:22] 没什么成就
[28:23] 就不要耽误别人了吧
[28:24] 到30岁
[28:26] 工作这么忙
[28:27] 就不要耽误别人了吧
[28:28] 40岁
[28:29] 还没买房
[28:30] 就不要耽误别人了吧
[28:32] 45岁
[28:32] 父母还要照顾
[28:34] 就不要耽误别人了吧
[28:35] 50岁
[28:35] 房贷还没缴完
[28:36] 就不要耽误别人了吧
[28:37] 60岁
[28:38] 一生就这样子了
[28:39] 还是不要耽误别人了吧
[28:40] 70岁
[28:41] 年纪差好多
[28:42] 还是不要耽误别人呢
[28:44] 到80岁
[28:45] 他都已经住养老院了
[28:46] 下辈子再说吧
[28:47] 时代变了
[28:49] 你不用再强调
[28:50] 自己有多少才华
[28:51] 有多少幽默感
[28:53] 这男生也是一样
[28:54] 顾好自己就可以了
[28:56] 这没办法
[28:57] 时代的浪潮
[28:58] 那个罗兰是不是
[29:00] 就那个日本的男公关
[29:01] 收入最高的男公关
[29:03] 他有讲过
[29:04] 他说男生
[29:06] 如果你去要求AA
[29:08] 其实是很可耻的
[29:10] 因为他都是女生要付钱
[29:12] 他才肯跟女生出去的
[29:14] 所以增强者是从不讨论AA的
[29:17] 以后都让女方全包
[29:19] 这就是一个社会地位
[29:20] 经济地位的一个转变
[29:22] 看一下能否成为市场买卖的变化
[29:24] 但是在大环境不乐观的情况底下
[29:27] 现在看起来利率预期的升高
[29:29] 它就会对于其他产业形成抑制效果
[29:32] 这是值得观察的重点
[29:33] 好 九点钟
[29:33] 台股上涨626点
[29:35] 哇 已经4万6了
[29:36] 莫名其妙就涨到这样一个区间了
[29:38] 台股真的是每一轮都乖离回调
[29:41] 时间都来得更加短暂
[29:44] 最后我们再聊几分钟的中国市场好了
[29:47] 中国的通膨数据
[29:49] 这一次也公告出来是0.5%
[29:52] 3.5是中国的PPI物价指数
[29:57] 所以可以看得出来
[29:59] 生产者物价成本很高
[30:01] 可是内部的通膨压力
[30:03] 看起来还是没有太显著的增长
[30:06] 中国现在是大多数经济体当中
[30:09] 还保持在偏通缩格局的
[30:11] 那当然了
[30:12] 这一波大家更为关注的
[30:14] 是中国的长期跌价已经有多久了
[30:16] 我们把23年到整个25年年底
[30:18] 中国的商品与资产价格的跌幅来做统整
[30:22] 那跌最重的是离子
[30:23] 水利价格已经跌了31%
[30:26] 长城排红9跌了29%
[30:28] 比亚迪汽车平均跌价是2成7
[30:31] 房价跌27%
[30:32] 黄瓜跌18%
[30:34] 马铃薯跌17%
[30:36] 五粮乙白酒跌15%
[30:37] 牛肉跌14%
[30:39] 茄子价格跌14%
[30:41] 鸡蛋跌14%
[30:42] 西瓜跌9%
[30:43] 微波炉跌8%
[30:45] 所以你看那个跌价
[30:46] 它不是集中在房地产
[30:47] 它是一系列的物价水准
[30:49] 快速的收缩
[30:50] 车市就是一个非常标准的例子
[30:53] 其实从今年开始
[30:54] 我们看到中国的BNW
[30:56] 从入门款到旗舰款
[30:58] 普遍降幅都是超过一成
[31:00] 以电动车i7来看
[31:02] 售价是从189万台币
[31:05] 应该189万人民币
[31:07] 下滑到159万人民币
[31:09] 其他我们看到一系列
[31:11] 像7系列
[31:12] 7系列是从91万人民币下滑到80万
[31:15] 其他我们看到像是IX1
[31:18] 就是最小台的SUV
[31:20] 从29万人民币下滑到22万
[31:23] 新台币大概就100万
[31:25] 降幅是两层次
[31:26] 全面性的降价就代表着
[31:28] 连欧洲车厂被迫在中国市场的销售
[31:31] 都必须要有所松动
[31:33] 事实上德国车
[31:34] 今年在中国算是兵败如山倒
[31:36] 宾士CLA
[31:38] 今年上半年
[31:40] 你要知道
[31:40] 现在麦当劳联名款
[31:42] 全新纯电CLA
[31:44] 在中国还加入了AI语音系统
[31:46] 卖到22.9万人民币
[31:48] 比欧洲版本已经便宜了四成
[31:51] 结果上半年卖1000台
[31:53] 同款同价位的小米的速七
[31:56] 卖了8万台
[31:57] 所以整个欧洲车厂
[31:59] 不管是BMW还是宾士
[32:01] 奥迪一系列车厂
[32:03] 都受到了非常显著的压力
[32:05] 所以中国是少数仍然在持续输出同锁的
[32:08] 这种内卷化的迹象
[32:10] 压力就来得越来越大
[32:11] 其实我们从过去几年
[32:13] 电动车 太阳能到电商到AI
[32:17] 甚至是人型机器人
[32:19] 都是大量企业一起进场
[32:21] 然后透过不断的降价
[32:22] 不断的扩散
[32:23] 不断的融资
[32:24] 然后再淘汰 再竞争 再淘汰
[32:26] 中国最强的地方
[32:27] 就是可以把一个产业瞬间塞进
[32:30] 数十家 数百家公司
[32:31] 中国今年上半年500台新车款出来
[32:34] 你把所有欧系车厂加起来
[32:37] 有没有15台的车款做集体改革
[32:41] 这个新车款的推出
[32:44] 好像在台湾都不是特别明显
[32:46] 所以有时候我们这样讲
[32:47] 这种靠庞大市场工程师所进行的
[32:50] 资本残库筛选
[32:52] 问题就出在这里
[32:53] 就是大家聚在一起
[32:55] 这种通俗的力量
[32:56] 对于全球通膨
[32:57] 它是有一定的冲销作用的
[32:59] 压力很大
[33:00] 但这也说明了
[33:01] 内卷 竞争 淘汰
[33:03] 再内卷 再竞争 再淘汰的压力
[33:05] 在中国市场
[33:06] 其实压力真的是蛮大的
[33:07] 之前看到一对师生的对话
[33:12] 老师说
[33:13] 你们长大
[33:15] 只要做社会精英
[33:17] 同学就问
[33:18] 什么是精英
[33:19] 老师就说
[33:20] 精英就是把所有人聚在一起
[33:23] 过滤筛选
[33:25] 筛选过滤
[33:26] 过滤再筛选
[33:27] 然后最后选剩下来的
[33:29] 这时候就有个同学问
[33:30] 老师那不是人渣吗
[33:32] 所以我们讲说内卷最吊诡的地方
[33:35] 就是他的确为中国筛选出了世界级的企业
[33:39] 比亚迪的利润现在正在疯狂的往下掉
[33:42] 今年已经年减接近有三成左右
[33:44] 最后留下的公司
[33:46] 很有可能是世界顶级企业
[33:49] 但是利润率极低无比的企业
[33:51] 这是很神奇的事情
[33:53] 这个是中国制造业最可怕的地方
[33:55] 好我们今天主要跟投资朋友稍微分享
[33:57] 三大地区的通膨
[33:59] 美国台湾和中国
[34:01] 正在面临三种不同的物价问题
[34:03] 美国通膨正在降温
[34:04] 核心和服务价格的压力
[34:06] 正在逐步下滑
[34:07] 但是联准会的升息的必要性降低
[34:10] 不代表降息格局的打开
[34:12] 可能要维持一阵子
[34:14] 台湾刚好相仿
[34:15] 台湾是能源外食生产成本同步上升
[34:18] AI景气又好得不得了
[34:20] 股市财富效应在支撑
[34:21] 央行现在已经有人投票
[34:23] 他可能要升息了
[34:24] 可是问题在于
[34:25] 央行内部理事
[34:27] 还是意识到房地产市场的疲惫
[34:29] 传统产业的疲惫
[34:30] 如果这样子贸然升息
[34:32] 台湾已经有惯性的那种低利率的疫情
[34:35] 如果这样升息
[34:36] 可能会形成进步成压
[34:38] 也很尴尬
[34:39] 中国就走向比较极端了
[34:40] 几乎所有看得到的商品价格
[34:43] 全部都在跌价
[34:44] 这也是企业缺乏定价能力
[34:47] 内需疲弱和激烈的内卷所形成的结果
[34:50] 美国烦恼的是通膨降得够不够快
[34:52] 台湾烦恼的是通膨会不会重新归来
[34:56] 中国在烦恼
[34:57] 那怎么样让同盟归来
[34:58] 同样是物价
[34:59] 三个经济体
[35:00] 真实面对的是三种不同的疾病
[35:03] 也给投资朋友做一些参考
[35:04] 如果喜欢我们节目
[35:05] 记得帮我们订阅按赞加分享
[35:06] 我们就明天早上半点半
[35:07] 早晨财经宿舍图再相见
[35:09] 祝各位投资朋友看完顺利
[35:10] 茶饭愉快
