[00:00] 投资朋友欢迎收听早晨财经速解读
[24:44] 那韩国股市是属于激起的原因
[24:46] 涨幅已经高达100%了
[24:48] 所以不管怎么说
[24:49] 这件事情都意味着
[24:50] 也许接下来在造成什么样的利空冲击
[24:53] 它都不如AI本身的资本支出变化
[24:56] 来得更为重要
[24:57] 不管是川普突然跌倒
[25:00] 在预示撞到头
[25:01] 还是发生什么样的变故
[25:03] 它都不及四大CSPS的资本支出
[25:06] 这就是未来市场的主流共识
[25:08] 好回过头看美股股市四大指数表现
[25:10] 道琼指数上涨72点
[25:12] 0.14%
[25:13] 所以51564点
[25:15] 标普上涨80点
[25:16] 1.08%
[25:17] 所以7500点
[25:18] 纳指上涨496点
[25:20] 1.91%
[25:21] 则2万6千517点
[25:23] 费班上涨864点
[25:25] 6.42%
[25:26] 则1万4千341点
[25:28] 费班创下历史新高
[25:30] 重点是台积电AD
[25:31] 在礼拜四也是大涨了6.9%
[25:33] 创下历史新高
[25:35] 那现在外资针对台积电的目标价
[25:37] 陆续上调到3千500块
[25:39] Alyssia每次都调最高的
[25:41] 因为他要争自己的曝光度
[25:43] 里昂到3千030块
[25:45] 瑞银是接近有3千块
[25:47] 那当然看好台积电的几个原因
[25:49] 第一个是评价不算昂贵
[25:50] 本益比现在还在十年区间的中断
[25:53] 第二是台积电
[25:55] 互利爆发力的高速成长底下
[25:57] 具有垄断性的地位
[25:58] 今年它又跑输给大盘
[26:00] 拥有周期轮动的空间
[26:03] 当然我们回过头说
[26:04] 现在市场上很明显资金
[26:06] 还是集中在废办这一块
[26:08] 也是导致废办不断创高的原因
[26:10] 主要就是市场上已经盯上
[26:12] 到底谁在买单
[26:13] 无论是IPO并购
[26:14] 还是AI基础建设
[26:16] 市场的交易很明显
[26:18] 大量的转移到先能够收支票的人
[26:21] 现在有两种投资逻辑
[26:22] 一种叫收支票的
[26:24] 一种叫开支票的
[26:25] 开支票就是四大CSVS
[26:27] 收支票就台积电、辉达
[26:29] 然后南韩的海力士、三星
[26:31] 从股价层面也看得出来
[26:33] 今年七巨头跑出了大盘
[26:35] 这些事情就意味着
[26:37] 花钱的人其实是不太受到市场上重视的
[26:40] 但是赚钱的人
[26:41] 市场给予他的评价是很高的
[26:43] 尤其这一波又不是单纯的
[26:45] 消费性电子产品的升级
[26:47] 很多人会把它当成是
[26:49] 就好像电脑PC革命一样
[26:51] 以后每个人都有一台
[26:52] 这个只是一个比较
[26:53] 名目上2000年的理解来做对照
[26:56] 但是AI基础建设
[26:58] 现在是拥有大量的土壁
[27:00] 我还不确定终端装置长什么样子
[27:02] 可是现在基础建设的需求
[27:04] 已经排到2030年以后了
[27:06] 所以这对于市场而言
[27:07] 就让市场有更多的估值预期
[27:09] 它不会用人口数来判断
[27:12] 以后会有多少终端AI
[27:13] 而是先看现在AI基础建设要排多久
[27:16] 那我先投资那些
[27:17] 正在大量出货的半导体设备
[27:20] 所以我们看
[27:21] 肺瓣整体来说
[27:22] 过去14个月
[27:24] 肺瓣涨幅已经230%了
[27:27] 历史上也不过出现过两次
[27:28] 一个就98年到2000年
[27:30] 另外一次就现在
[27:31] 所以从这样的一个指标来看
[27:34] 你会觉得好像涨幅有点夸张
[27:36] 的确在这样效果底下
[27:38] 市场上给予的评价
[27:40] 它的确超乎了过往的逻辑
[27:42] 但就取决于
[27:43] 那你认不认为
[27:44] 它的EPS成长幅度
[27:45] 会来得这么快吗
[27:46] 举例来说你像是印财
[27:48] 股价营收比现在超过16倍
[27:50] 已经超过2000年网络泡沫的高点
[27:53] 另外一个我们看到像是美光
[27:55] 美光现在的股价营收比是21倍
[27:58] 这个就2000年网络泡沫
[28:00] 10倍以上的规模了
[28:01] 所以市场上它会有不同的认知
[28:04] 那你会觉得说现在估值偏高
[28:06] 是下车的一个理由
[28:07] 但我认为顶多是不要加码的理由
[28:10] 但是要不要下车
[28:11] 这完全取决于
[28:13] 你相信本部的AI革命
[28:14] 会不会到此为止呢
[28:16] 那我个人认为
[28:17] 只有算力过升的那一天
[28:19] 才会发生
[28:20] 比较大点一个估值修正
[28:21] 要不然现在就是外部性终结
[28:23] 估值适度的回调
[28:24] 其实有时候我们发现
[28:26] 这几年
[28:26] 你们发现投资最大风险
[28:28] 不是买贵了
[28:29] 都是太早下车
[28:30] 许多人希望自己卖在相对高点
[28:32] 等市场回档之后再低节
[28:34] 多赚几个百分点的价差
[28:36] 那有时候市场往往不会按照预设来运行
[28:39] 当你卖出以后
[28:40] 股价可能会继续上涨
[28:42] 原本期待的回档没有出现
[28:43] 这个时候
[28:44] 浪费资产的效率
[28:46] 也是一个很大压力
[28:47] 这叫什么
[28:48] 赚小钱赔大钱
[28:50] 赔的是资产暴涨的钱
[28:52] 要从机会成本角度来看
[28:54] 不代表你亏损才叫赔钱
[28:55] 你没赚到的大盘报酬
[28:58] 它也是赔掉的钱
[28:59] 这叫赚小钱赔大钱
[29:00] 像我阿公就很节俭
[29:02] 以前我们小时候
[29:03] 我很喜欢喝生活泡沫绿茶
[29:07] 就绿色的那一瓶铝箔包
[29:09] 超商都卖10块钱
[29:10] 每次我说要去买
[29:12] 我阿公都会特地走远一点
[29:13] 带我去买杂货店
[29:15] 只要8块
[29:16] 我阿公就教我理财
[29:18] 你不要小看这两块
[29:19] 每天省两块
[29:21] 五天之后你就可以买一瓶新的
[29:23] 一个月之后就可以买六瓶
[29:24] 一年就可以买72瓶
[29:26] 我那个时候货业良多
[29:28] 老一辈子果然就是会过日子
[29:31] 精打细算
[29:32] 后来当天晚上
[29:33] 我阿公打麻将
[29:35] 一下子就输了8000
[29:36] 赚小钱赔大钱
[29:39] 有时候我们赔的是资产暴涨的钱
[29:41] 因小失大
[29:42] 市场上最大的获利
[29:44] 往往来自于长期持有的优质资产
[29:46] 而并不是反复的去猜测短期的高低
[29:49] 所以一定要有一定的比例
[29:50] 核心部位参与其中
[29:52] 我们无法精准的预测每一次的波动
[29:54] 我们只能看回调的时候
[29:56] 能不能有加大扣款
[29:58] 扩大自己部位的空间
[29:59] 但是比起每一次都买在最低
[30:02] 更重要的是确保
[30:03] 你长期参与本轮AI的长期趋势之上
[30:07] 要不然有时候为了几%的利益
[30:09] 错掉了几百%的涨幅
[30:11] 给投资朋友做一个思考
[30:12] 台股上涨951点
[30:14] 收在47360点
[30:15] 好 创高
[30:16] 那我们就看接下来
[30:18] 行情走到这一步以后
[30:19] 台积电是不是休息太久了呢
[30:22] 它已经有一段时间
[30:24] 第一没有创高
[30:25] 第二有一段时间
[30:27] 市场的涨幅都在提它全值股了
[30:29] 那随着这一次外资目标价的调高
[30:31] 我们会如何来做新一轮的看待呢
[30:33] 今天我们主要从几个方向来做思考
[30:36] 第一个是伊朗战事
[30:37] 中东战事
[30:39] 在这一场谈判尾声当中
[30:40] 给予我们的启示为何
[30:42] 也许整场战事给我们最大的启示就是
[30:45] 它不是那么的重要
[30:46] 重点还是AI的资本支出
[30:48] 但是在AI资本支出的过程当中
[30:50] 很明显那些收支票的人
[30:53] 很明显在股价上的报酬
[30:55] 是跑赢了开支票的人
[30:57] 这也说明着市场上难道是一股脑的乐观吗
[31:00] 不一定
[31:01] 市场上很清楚
[31:02] 应该先买那些已经具有获利的企业
[31:05] 至于挖金矿的
[31:07] 再等他们看会挖到什么时候再说吧
[31:10] 这也许也是市场另外一种的精明
[31:12] 给投资朋友做一些思考
[31:13] 如果喜欢我们的节目
[31:14] 记得帮我们订阅按赞加分享
[31:15] 我们就明天早上半点半
[31:16] 早晨财经速解读
[31:18] 再相见
[31:18] 祝各位投资朋友开盘顺利
[31:19] 超盘愉快
