[00:00] 投资片欢迎收听早晨财经速解读
[26:09] 说明SpaceX
[26:10] 你也不要看它纯粹是一个火箭公司
[26:14] 其实它看起来营收结构
[26:16] 已经更类似于AI公司了
[26:18] 结合了算力
[26:19] 资料中心
[26:20] 和卫星通讯的新一代科技平台
[26:23] 当然这就代表着
[26:25] 现在根据2029年的企业价值估值
[26:28] 每股盈余一直估价到市场本益比
[26:33] 来做最低本益比做估算
[26:34] 每股估值大概是225美元
[26:37] 当然现在评价还是偏高
[26:38] 整体企业的价值
[26:40] 现在从IPO案来看
[26:42] 企业价值大概占76%
[26:45] 应该讲说AI的营收价值占76%
[26:48] 联网服务加上太空业务
[26:50] 可能现在也已经不到三成了
[26:52] 所以我们要开始把它视为一家单纯的AI公司
[26:56] 不管怎么说
[26:57] 现在就是大家都在持续投钱
[26:59] 这场游戏去更更也没办法停下来
[27:01] 但是市场会根据股价的高低
[27:03] 本益比的高低来自动给予评价
[27:06] 那Google也是如此
[27:08] 虽然Google财报高峰已经过了
[27:10] 可是Google没有停止公布好计划
[27:12] Google这一次又正式宣布了
[27:14] 会启动史上规模最大的
[27:16] AI基础建设融资计划
[27:18] 跟博通、阿波罗、摩根士坦利等金融机构来合作
[27:22] 预估会建立2000亿美元的AI融资架构
[27:26] 来协助Enthropy取得大量的TPU晶片
[27:29] 那整个架构
[27:30] 不再只是Google单方面投入资本
[27:32] 他把晶片 资料中心 私募信贷
[27:35] 还有租赁市场串联起来
[27:37] 把AI基础建设
[27:38] 现在变成了华尔街的
[27:40] 共同出资的总资产
[27:42] 那核心模式就这样子
[27:43] Google先设计
[27:45] 然后提供TPU
[27:46] 博通就负责采购晶片
[27:48] 并且提供部分的信用担保
[27:49] 再由阿波罗
[27:51] 或者一些私募信贷基金成立的公司
[27:53] 来购买设备
[27:54] 然后最后租赁给Enthope
[27:56] 首批交易就已经来到350亿美元了
[27:59] 涵盖100万颗的TPU
[28:00] 所以今年Google会更追加出售3.5GW的TPU
[28:05] 那博通的财报也暗示说
[28:07] 未来跟Google的采购可能有来到1281
[28:10] 所以整条资金链已经启动了
[28:12] 那Google看起来未来
[28:14] 你不要讲是未来一年了
[28:15] 未来五年看起来都没有任何回头的可能性
[28:18] 只能硬着头往下干
[28:20] 现在就是蒋委员长说的
[28:22] 如果AI竞赛一开
[28:25] 那就是巨头不分美中
[28:28] 公司不分大小
[28:30] 无论何人皆有加码投资之责任
[28:33] 皆因抱定投入一切资本之决心
[28:37] 是委员长说的
[28:38] 现在Google就这样干了
[28:40] 其实各大企业也是一样
[28:41] 你看不到任何一家资本支出
[28:43] 有任何松动下调的迹象
[28:45] 所以另外一个奖金是谁
[28:48] 蒋天仰
[28:49] 蒋天仰说做大事
[28:51] 有三个条件
[28:52] 第一钞票
[28:54] 第二钞票
[28:55] 第三还是钞票
[28:56] 所以现在就是投钱
[28:57] 搞钞票
[28:59] 印钞票
[28:59] 往下灌
[29:00] 当然SpaceX的股价
[29:02] 这一次持续破发以后
[29:04] 马斯克个人的身家
[29:06] 也跟我个人开始做拉近了
[29:09] 这一次他的财富大幅缩水
[29:11] 根据蓬勃的亿万富豪指数
[29:12] 个人身价当时从1.3兆美元的高点
[29:15] 现在已经下滑到6000亿了
[29:17] 一个多月就砍半6000亿
[29:20] 你看看
[29:21] 现在它的身价
[29:22] 已经接近我非常多了
[29:24] 大概已经缩短6000亿左右
[29:26] 累积跌幅来到50%
[29:28] 那当然了
[29:29] 本月份又有9.1亿股的
[29:32] 限售股即将解禁
[29:34] 股价会不会进一步的下修
[29:36] 来拉近跟我的距离
[29:37] 这是有可能的
[29:38] 可是最终你会发现
[29:39] 现在市场上很明显
[29:41] 上半年的叙事是卖铲子的
[29:43] 就跟IPO案一样
[29:44] 这次IPO案最大的受贿者是谁
[29:46] 当然是华尔街
[29:48] 摩根史坦利是SpaceX的首次公开
[29:51] 募股的主要承销商
[29:53] 他不止赚到了一亿美元的承销费
[29:55] 还透过管理企业员工的持股计划
[29:58] 把IPO诞生大量的新富客户
[30:01] 留在自家的财富平台
[30:02] 金融业现在赚翻了
[30:04] 营收直接创下历史新高了
[30:06] 所以上半年都是卖产值的
[30:09] 还有卖产值的金融服务的
[30:11] 受惠于AI硬体股龙井的
[30:13] 下半年我们看到在整个八月份
[30:16] 这些硬体股估值做了一个比较大的修正
[30:19] 资金开始重新回到这些
[30:21] 我们看到低本益比的
[30:23] 已经一整年没有涨的科技巨头
[30:25] 但是买它
[30:26] 真的是因为又开始看好它的资本支出吗
[30:29] 也许从头到尾没有太大关系
[30:30] 因为你便宜了
[30:32] 现在谁便宜
[30:33] 我就先买你
[30:34] 涨得贵的
[30:35] 再给我更好的量力财报
[30:37] 让你的本益比变便宜
[30:38] 我再来回收吧
[30:39] 这是唯一能够解释的
[30:41] 要不然
[30:42] 现在股价各国之间的分级程度
[30:44] 已经来到了过去五年来的最大
[30:46] 这给投资朋友多多的思考了
[30:48] 台股上涨1284点
[30:50] 收在44644点
[30:52] 收拾行李回家了
[30:54] 所以从这件事情就看得出来
[30:56] 美国股市
[30:58] 韩国股市
[30:59] 台北股市
[31:00] 在今年的风风雨雨
[31:01] 我还稍微问了一下
[31:03] 发现好像赚钱的人不是特别多
[31:05] 也许真的今年很多人都是选择
[31:07] 在5月6月才开始买股票
[31:09] 但你要了解
[31:10] 长期参与市场
[31:11] 即便短期被套牢
[31:13] 也不用过度担心
[31:14] 尤其你做资产配置的
[31:15] 要了解长期的趋势
[31:17] 右上角就在那里
[31:18] 那你能不能经历这些波动
[31:20] 不要死在波动
[31:21] 才是最为重要的
[31:22] 也给投资朋友作为一些参考
[31:24] 如果喜欢我们节目
[31:25] 记得帮我们订阅按赞加分享
[31:26] 我们就明天早上8点半
[31:27] 早晨财经速解读
[31:29] 再相见
[31:29] 祝各位投资朋友看盘顺利
[31:30] 操盘愉快
