[00:01] 投资编欢迎收听早晨财经速解读
[24:23] 当然对于短期财经链
[24:24] 没有任何影响
[24:24] 可是我们大概知道
[24:26] 马斯克的野心不止于此
[24:28] 事实上这次SPEX
[24:29] 即将纳入到全职体系以后
[24:31] 很快的它会预估成为
[24:33] 全球第七大的科技巨头
[24:35] 仅次于博通或者台积电
[24:37] 那就意味着全球很快的
[24:39] ETF就要被迫大量的买进
[24:41] SPECX的持股
[24:43] 现在XAI又并入到SPECX当中
[24:45] 未来是否有达成进一步垄断的效果
[24:48] 这个是值得大家来做特别留意的
[24:50] 我们知道SPECX现在的核心
[24:51] 好像就是火箭技术
[24:53] 可是你要想想看
[24:54] 它某种程度已经把太空
[24:56] 变成了一种基础建设的垄断了
[24:58] 我们过去全球的通讯逻辑
[25:00] 就是中华电信台哥大
[25:02] 花几十年去盖基地台
[25:04] 铺光线
[25:05] 然后政府就发执照
[25:07] Starlink出现以后
[25:08] 就第一次有人尝试着去跳过地面基础建设
[25:11] 从太空建立一个全球统一性的网络
[25:14] 我们以前都是三G转四G
[25:16] 四G转五G
[25:17] 那现在五G要转六G了
[25:18] 可是如果能够借由Starlink的帮助
[25:21] 那等同于未来的网络
[25:24] 不一定是依附在国家边界
[25:26] 它会依附在传统电信商手上
[25:28] 而藉由卫星火箭晶片AI的调度能力
[25:31] 那就变成了这家公司
[25:33] 它不只是从你的通讯系统
[25:35] 从它自己制造的晶片
[25:38] 到自己制造的电动车
[25:39] 自己制造的机器人
[25:41] 全部都打通了
[25:43] 所以整套估值
[25:44] 为什么上升幅度这么快
[25:45] 从天地一体化的网络
[25:48] 你看起来就开始有所组合了
[25:50] 当然最有可能的做法
[25:51] 不太可能最后基地台都消失
[25:53] 最有可能是偏远地区
[25:55] 收讯不良的全靠starlink
[25:57] 但是都会地区当然还是可以靠传统的基地台
[26:01] 但是不管怎么说他都迎来了一个新的契机就是了好我们回过头来看美国股市四大指数道中指数下跌313点0.63%收在49,596点
[26:11] 标普下跌28点
[26:13] 0.38%
[26:14] 收在7,337点
[26:16] 纳指下跌32点
[26:17] 0.13%
[26:18] 收在25,806点
[26:20] 非半下跌311点
[26:22] 2.72%
[26:23] 还是收在11,160点
[26:25] 其实你回过头来看
[26:27] 今年从三月底到四月初
[26:29] 各大指数表现还是很亮丽
[26:31] 韩国COSPI指数涨了48%
[26:34] 费办是7
[26:35] 台股32
[26:36] 日经23
[26:37] 纳指19
[26:38] 标普涨幅有12%
[26:40] 如果你把时间尺度稍微拉长一点
[26:42] 从2025年到现在为止
[26:44] 韩国股市涨幅212
[26:46] 费办122
[26:48] 台股涨了80%
[26:50] 其他像日经涨了57%
[26:52] 如果时间尺度再更远一点
[26:54] 我们拉长到疫情以来
[26:56] 你就会发现脱缰野马
[26:59] 整体而言
[27:00] 费办涨了543%
[27:02] 台股涨了264%
[27:04] 韩国股市涨了259%
[27:06] 所以如果是以五年尺度来看
[27:08] 台股的涨幅
[27:09] 其实就仅次于费办
[27:11] 那当然
[27:11] 那个人性弱点
[27:13] 买对抱不住
[27:14] 买错舍不得
[27:15] 其实很多人都曾经
[27:16] 持有过台积电
[27:17] 那很多人是持有
[27:18] 300块400块的台积电
[27:19] 500块大赚两成卖掉了
[27:22] 想不到后续的报酬
[27:24] 有如此大
[27:24] 当然了
[27:25] 现在情绪也推高很多
[27:27] 牛市有时候最危险的地方
[27:28] 是它会慢慢改变人的风险论知
[27:31] 因为资产涨太久了
[27:33] 就是你赚钱变得很容易
[27:35] 人就容易把获利误认成实力
[27:37] 把运气当成能力
[27:39] 原本只敢小买的人
[27:40] 最近就开始赶上杠杆了
[27:43] 原本只做投资的人
[27:44] 开始追逐刺激
[27:45] 那时间越长
[27:46] 牛市养出的就变成贪婪了
[27:50] 有时候我们讲说
[27:50] 牛市养出的是耐心
[27:51] 没有牛市养太久变贪婪
[27:54] 尤其长太快的话
[27:55] 最后你就是输给
[27:57] 以为自己永远不会输的自己
[27:59] 所以有时候我们讲说
[27:59] 时间反而变成了改变
[28:02] 风险偏好的最大杠杆
[28:04] 感觉越来越能够冲了
[28:06] 觉得本金越赚越多
[28:08] 所以杠杆越放越大
[28:09] 这反而不太好了
[28:10] 觉得适度加成杠杆就好了
[28:12] 之前常开玩笑
[28:13] 大一女孩子刚进学校
[28:17] 学长你不要这样
[28:19] 大二女生
[28:20] 学弟你不要这样子
[28:22] 大三女生
[28:23] 学弟你觉得我怎么样
[28:24] 到大四
[28:25] 学弟你不要跑
[28:26] 刚进市场的新手
[28:29] 通常都是稍微保守
[28:31] 波动很害怕
[28:32] 会担心
[28:33] 一开始买定存
[28:35] 买ETF
[28:36] 现在不太一样了
[28:37] 现在融资很正常
[28:38] 杠杆很正常
[28:39] 追题材没有什么问题
[28:40] 涨两成算小赔
[28:43] 四成算正常
[28:45] 六成才叫赚
[28:46] 到了最后
[28:47] 有些人现在不是在投资
[28:49] 你在追求刺激感
[28:51] 所以原本害怕波动的
[28:52] 现在变成害怕没有波动
[28:54] 我反而认为
[28:54] 这种情绪太过拉伸
[28:56] 自己反而会受伤
[28:57] 我们讲说
[28:57] 现在这种超疯狂的牛市
[29:00] 反而越考验一个人的自律
[29:02] 就是说
[29:02] 能够真正穿越景气循环的人
[29:05] 他都不是最激进的
[29:06] 都是能够保持适度自律的
[29:08] 你能够该休息的时候休息
[29:10] 市场最疯狂的时候
[29:11] 你还是能够守住自己的节奏
[29:13] 短期来看
[29:14] 自律好像在错过行情
[29:15] 那不是叫你卖股票
[29:17] 而是你不一定要
[29:18] 这个时间点放大杠杆
[29:19] 长期来看
[29:20] 自律也是在保护自己的未来
[29:22] 而且自律是能够换来自由
[29:24] 但很多人会怀疑
[29:25] 自律到底是通往自由的方法
[29:28] 还是另外一种形式的束缚
[29:29] 你开始控制饮食
[29:31] 限制开支
[29:32] 固定投资
[29:33] 遵守纪律的时候
[29:34] 你就少了很多想做想就做的快感
[29:37] 但是问题在于
[29:39] 如果你今天完全不自律
[29:40] 那你真的会得到自由吗
[29:42] 还是被欲望
[29:43] 被情绪
[29:43] 被债务
[29:44] 被短期刺激给牵着走呢
[29:46] 所以昨天我们提到奥德赛
[29:48] 真正长久的自由
[29:50] 往往来自于克制
[29:52] 那奥德赛里面
[29:53] 那个奥德修士
[29:54] 他能够成功的穿越赛联海域
[29:57] 不是因为他意志力很坚强
[29:59] 他知道他会被诱惑
[30:01] 他知道他会性饥渴
[30:02] 所以他把手给绑住了
[30:03] 然后把船员的耳朵都用蜡给封起来
[30:05] 你们不管听到我多性饥渴
[30:08] 你们都往前划
[30:09] 赶快带我离开这个海域
[30:11] 最后自律带来了他真正的自由
[30:15] 唐僧在女儿国那一关之所以经典
[30:18] 是因为妖魔鬼怪有多可怕吗
[30:21] 不是
[30:21] 是因为诱惑太真实
[30:23] 女药说
[30:24] 唐僧啊
[30:25] 你赶快来啊
[30:26] 你不要去印度取经了
[30:28] 来我家
[30:29] 我帮你取经
[30:30] 就荣华富贵
[30:31] 温柔感情
[30:33] 安稳人生
[30:34] 全部都摆在眼前
[30:35] 但唐僧最后还是选择离开
[30:36] 为什么
[30:37] 他知道人一旦沉迷于眼前的安逸
[30:39] 就容易忘记自己原本为什么要出发
[30:42] 投资也是如此
[30:43] 真正困难的
[30:44] 不是空头多头
[30:46] 是在牛市和暴力的诱惑当中
[30:48] 你能不能保持纪律
[30:50] 所以我不建议现在大家放大杠杆
[30:52] 我不介意现在这个位置去质押
[30:54] 我不介意这个时间
[30:55] 大家借由信贷
[30:57] 或者房屋抵押贷款来扩大杠杆
[30:59] 扩大杠杆
[31:00] 那应该是你资金稍微用尽
[31:03] 需要在低点加码的时候
[31:04] 你才能够维持自己的维持率
[31:06] 这种时间点加成杠杆
[31:08] 我反而认为比较健康
[31:09] 所以很多人也不是输在能力
[31:11] 输在中途当中
[31:13] 被短暂的快乐和贪婪带偏方向
[31:16] 你说没有
[31:17] 唐僧他不用自律也可以很自由
[31:20] 好像是这样子
[31:22] 自由本身就自由
[31:23] 为什么要自律才能够自由
[31:25] 可是你要扪心自问
[31:26] 你要的是唐僧自律的自由
[31:29] 还是加藤英自由
[31:31] 加藤英
[31:32] 但你以为加藤英不自律
[31:35] 唐僧五分钟就动不了
[31:37] 加藤英至少五十分钟
[31:38] 所以加藤英也是很自律的
[31:40] 自律才能够换来真正的代价
[31:43] OK 9点02分
[31:44] 台北股市小蝶231点
[31:46] 跟费办昨天一样做一些联动
[31:48] 最后几分钟
[31:49] 我们每个礼拜五
[31:50] 通常都会跟投资朋友
[31:51] 导读一本书
[31:52] 希望大家
[31:53] 可以从不同书籍当中
[31:55] 获取不同思维
[31:56] 我们的观点
[31:57] 看起来正确
[31:58] 但是有时候
[31:59] 可能有点偏误
[32:00] 所以大家要从不同的角度
[32:01] 来做一些吸收
[32:02] 今天介绍这本书
[32:03] 叫做
[32:04] 《一美元的全球经济之旅》
[32:07] 这本书的作者
[32:08] 叫做达尔西尼·大卫
[32:09] 他是09年就在Sky News
[32:12] 每日金融报道的主播
[32:14] 后续又担任了
[32:15] 各大广播媒体的顾问
[32:17] 以及BBC纽约华尔街报导的主播
[32:20] 后续他在BBC招揽的时候
[32:22] 他也担任了汇丰银行的内部经济学家
[32:25] 这是他第一本著作
[32:26] 可是写的科普很有趣
[32:27] 他把一个美元
[32:30] 就一美元当成一个全球经济的货币公路电影
[32:34] 你从一美元
[32:35] 你看他怎么从沃尔玛一路流进到中国工厂
[32:37] 然后到奈及利亚的油田
[32:39] 到印度的稻米市场
[32:41] 到中东站
[32:42] 到回到华尔街的金融体系
[32:44] 最后你会发现
[32:44] 我们每天买的便宜的商品
[32:46] 加的油
[32:47] 房价的上涨
[32:48] 股市泡沫都彼此联动
[32:50] 所以本书我觉得
[32:51] 它里头其实把非常多
[32:53] 市场上的概况
[32:55] 做一个清晰的梳理
[32:56] 让你理解
[32:57] 原来世界经济
[32:58] 根本就是一场
[32:59] 没有停过的股牌效应
[33:01] 这个全球化所影响经济
[33:03] 并没有因为关税战
[33:04] 而大幅化解
[33:05] 它只是变成一个
[33:06] 双轴逻辑而已
[33:07] 以中国作为供应链体系
[33:09] 还以美国作为供应链体系
[33:10] 但是钱仍然持续在流淌当中
[33:13] OK
[33:14] 这也给投资朋友做一些推荐
[33:15] 如果喜欢的话
[33:16] 欢迎直接把这本书给买回家
[33:17] 或者待会在我们影片结束之后
[33:20] 在底下留下你对于本书
[33:21] 或者本节目的看法
[33:23] 我们抽三本书送给我们的投资朋友
[33:26] 是商周都很大方
[33:27] 今天我们聊的范围比较广
[33:29] 就是说AI这场战争
[33:31] 很像过去的铁路
[33:32] 网络泡沫或者电力革命
[33:35] 那过程一定会有泡沫
[33:36] 那错误投资和企业淘汰
[33:38] 很多看似风光的公司
[33:40] 未来是有机会会消失
[33:41] 但真正决定胜负的
[33:43] 看起来就目前来看
[33:45] 大家担心最大的风险
[33:47] 不是投入太多
[33:48] 是什么都没做
[33:49] 所以全球正在进入一场
[33:52] 前所未见的AI基础建设的军备竞赛
[33:54] 从三星的市值突破一兆美元
[33:57] 记忆体进入到超级循环
[33:59] 台韩的AI联盟成型
[34:01] 到Google Meta OpenAI甲骨文
[34:03] 疯狂的盖资料中心
[34:04] 金融市场产业秩序的核心开始改变
[34:07] 到OpenAI马斯克之间的法律战
[34:09] 现在不只要处理估值的问题
[34:12] 要处理法律的问题
[34:13] 要处理公益的问题
[34:15] 要处理资本的冲突
[34:16] Meta对于AI代理人的野心
[34:18] SpecX
[34:19] 如何从火箭公司
[34:20] 尝试着在全球通讯基础设施
[34:23] 达成垄断
[34:24] 所以一系列我们看到的问题
[34:26] 都是市场上风险偏好
[34:28] 慢慢的改变
[34:29] 从理性投资变成追逐刺激
[34:32] 所以真正能够活到最后的人
[34:34] 大家了解
[34:35] 还是保有自律和敬畏感的人
[34:37] 这个投资朋友做些醒色
[34:38] 如果喜欢我们的节目
[34:39] 记得帮我们订阅按赞加分享
[34:40] 我们就下礼拜一早上八点半
[34:43] 早晨财经速递的路
[34:44] 再相见
[34:45] 祝各位投资朋友看完顺利
[34:46] 操盘愉快
