[00:01] 投资编欢迎收听早晨财经速解读
[25:32] 现在是22.3%
[25:34] 进口物价年增幅
[25:36] 以美元计价是17.2%
[25:37] 所以台湾的生产者成本已经爆掉了
[25:40] 你看成长两成
[25:42] 可是你看CPI
[25:43] CPI现在预估在5月份是2.2%
[25:47] 6月份可能稍微高一点
[25:48] 差了10倍
[25:49] 一个是22
[25:50] 一个是2%
[25:52] 这件事情就意味着
[25:54] 台湾现在的生产成本
[25:55] 都是来自于记忆体报价的上涨
[25:57] 它并没有实质反映到内部民间的消费
[26:00] 你说那难道内部体感温度压力不大吗
[26:03] 压力还是大的
[26:04] 尤其是外食费用
[26:05] 主要是缺人所造成的人力成本上升
[26:08] 今年台湾的外食成本持续攀升
[26:10] 像麦当劳
[26:11] 路易莎
[26:12] 胡须章
[26:13] 响兵集团
[26:14] 一系列的Buffet
[26:15] 陆续开始调升价格
[26:16] 鼎泰峰今年也调升
[26:17] 平均涨幅大概是5%
[26:19] 那现在问题就是来自于
[26:20] 由于外食费的涨幅
[26:22] 已经连续五年的时间
[26:24] 比CPI还要来得高
[26:26] 那台湾人有很多是外食族
[26:28] 压力就会来得更为
[26:29] 体感温度来得更为明显
[26:31] 即便其他有一些
[26:32] 不分3C电子产品有所添加
[26:34] 但是你没有换机
[26:36] 但是你每天都要吃东西
[26:37] 那你就会感觉着
[26:38] 压力来得越来越大
[26:39] 那当然各国都会有
[26:41] 各自便宜或者贵的东西
[26:42] 最近很多人在炒牛奶
[26:45] 那的确英国牛奶比台湾便宜
[26:47] 但是台湾劳工也比英国便宜
[26:50] 各个国家都有各自的优点
[26:52] 好像不能这样比
[26:53] 所以这说明明年基本薪资是一定要调高的
[26:57] 这种高强度的经济成长
[26:59] 我们现在基本上已经规避不了通膨了
[27:02] 你只能看薪资的涨幅
[27:04] 缺工的程度能不能让雇主调薪幅度加快
[27:07] 不应该去批判目前的物价
[27:09] 台湾物价在国际水准上已经不算特别高了
[27:12] 国际部分国家通膨已经完全失控了
[27:16] 我们现在的重点不是挡住通膨了
[27:18] 因为要跟国际的消费体量开始接轨
[27:20] 重点要开始大规模的提高薪资
[27:23] 至少我认为明年至少基本薪资要先超过日韩
[27:26] 没有什么太大问题
[27:27] 人均GDP都已经超越了
[27:29] 当然他也暗示着内部的转型压力来得越来越大
[27:32] 事实上我们过去跟投资朋友提到
[27:34] 台湾内部的经济转型
[27:36] 在过去几年其实已经有比较大的一个突破
[27:39] 基本上是由台积电为首
[27:41] 先带领的电子零组件
[27:43] 做集体性的大规模转型
[27:45] 这种转型的过程当中
[27:47] 由台积电来迁起客户
[27:49] 甚至传送适度的技术
[27:51] 来尝试让台积电本土供应商
[27:53] 跟外商做进一步的合作
[27:55] 从材料端
[27:56] 从矽晶元
[27:58] 环球金合金
[27:59] 台胜科
[28:00] 到气体
[28:00] 到化学品
[28:01] 到零组件
[28:02] 到设备
[28:03] 到风设
[28:03] 到产物
[28:04] 有没有发现
[28:05] 其实台积电是很愿意
[28:06] 带着这些台湾的小厂商
[28:07] 一起赴美国设厂
[28:08] 来赚取美国人的利益
[28:10] 我们过去也提过
[28:11] 现在基本上
[28:13] 由于内部又缺人
[28:14] 整体而言
[28:15] 赴美投资
[28:16] 赴日本投资
[28:17] 它已经是一个不可规避的现象
[28:19] 从环球金投了2400亿
[28:21] 到维影 伟创 鸿海
[28:23] 分别投了数百亿美元
[28:24] 陆续到达美国
[28:25] 金融业其实也是一样
[28:27] 你看今年金融业
[28:28] 它一样受惠于本轮的AI浪潮
[28:30] 金融三页今年前4月
[28:32] 合计税前盈余是5890亿
[28:35] 相对于去年同期暴增109%
[28:38] 银行成长反而没那么多
[28:40] 是证券期货暴增
[28:42] 因为大家都在炒股票
[28:43] 保险也暴增292%
[28:45] 所以人工智慧带动了出口成长
[28:48] 出口成长推升了企业获利
[28:49] 企业获利也带动了股市和金融资产的绩效
[28:53] 国营现在外币的放款余额也在冲高
[28:55] 为什么
[28:56] 企业都走出去了
[28:57] 当然我们的金融股也跟着走出去
[28:59] 走出去之后就放款给台湾人的企业
[29:03] 所以你可以看到
[29:04] 目前其实金融股在这一波的轮动
[29:07] 也让大家把更多的焦点放在海外市场
[29:10] 不管是从西雅图到矽谷
[29:12] 洛杉矶纽约
[29:13] 大量的金控都在出走
[29:15] 为什么你跟着走
[29:16] 那我也跟着走
[29:17] 所以我们看在近期
[29:18] 之前富邦有很长一段时间
[29:21] 进行金控市值的压制
[29:23] 领先国泰
[29:24] 但国泰最近又开始追上了
[29:26] 市场上我们很明显看到
[29:27] 这些金控集团
[29:28] 都在大规模的向外布局
[29:31] 最近我才看到
[29:32] 国泰金不是爆发高层冲突吗
[29:35] 昨天还上彭博
[29:37] 我想彭博也会报道这种
[29:38] 这算家族内斗
[29:40] 不是算家族内斗
[29:41] 这个算家族械斗
[29:43] 内部有一些风波
[29:46] 我发现八点档演的都是真的
[29:48] 这件事情让我对国泰印象特别好的
[29:52] 原来有钱人也会亲自打人
[29:55] 高端的商战
[29:57] 往往用最简单的方法
[30:00] 我现在对他们的印象越来越好了
[30:02] 给投资朋友做一些思考
[30:03] 当然整个金融股的一个市场热情
[30:07] 它也会带动其他产业开始做转型
[30:10] 你说又不是说产业都会因此而受惠
[30:12] 我们看房地产市场也做了大展望
[30:15] 现在黄翔建设出手
[30:17] 砸3.2亿元
[30:18] 买300张的国具
[30:20] 6月靠股票已经赚了1.58亿
[30:22] 这很明显
[30:23] 房地产赚不了钱
[30:25] 那就是股票赚
[30:26] 房东转股东
[30:28] 其实今年预售市场表现还不是特别好
[30:30] 即便现在房市不动产的贷款集中度
[30:34] 其实已经下滑很多了
[30:36] 但是房地产市场迟迟并没有好转
[30:38] 那怎么办呢
[30:39] 第一那就买股票
[30:41] 第二你看中共现在转型成为地产开发商
[30:44] 就做公共建设
[30:45] 全台湾不管是桃园集结
[30:48] 海水淡化厂
[30:49] 竹科园区
[30:50] 现在虽然住宅市场并不好
[30:54] 可是厂房非常好
[30:55] 我不盖住宅
[30:56] 我去盖厂房
[30:58] 去干厂办可以吧
[30:59] 所以我们看到很多房地产企业
[31:01] 有的像亚新集团到马来西亚
[31:04] 跟着台商一起出去去做饭店案
[31:06] 大陆建设到吉隆坡
[31:08] 做超高楼的建设
[31:10] 菲律宾有松岳建设
[31:12] 到苏比克湾取得工业厂房
[31:15] 还有饭店
[31:15] 日本的部分
[31:16] 很多人跟着台积电一起到熊本
[31:18] 像3D开发
[31:20] 金井林做出租宅
[31:21] 今年就已经动工了
[31:23] 维格汽车旅馆集团
[31:24] 这个是我是常客
[31:25] 上亿元在熊本买进了两块土地
[31:28] 预估要盖饭店
[31:30] 以后给工程师住
[31:31] 所以我们看到
[31:32] 在现在这个行情拉伸的过程当中
[31:36] 各个企业都尝试在进行转型
[31:38] 那我们也要想办法搭上本人的AI浪潮
[31:41] 我们当然对于社会要有一点批判
[31:43] 因为财富并不是每个人都受惠
[31:45] 可是你也看得出来
[31:46] 当财富无法受惠的时候
[31:48] 你也不能永远只等政府来救
[31:50] 自己要采取一些动作
[31:51] 好 台股上涨564点
[31:52] 收在46607点
[31:54] 我们今天主要分为几个方向来做探讨
[31:57] 聊的范围也比较广
[31:58] 一开始是来看流动性的问题
[32:01] 从金价 银价 比特币
[32:03] 债市 适度的承压
[32:05] 来换取中大型股票的翻楼
[32:07] 甚至连七巨头的股价都已经不太上涨了
[32:10] 都是要确保美光能够继续上涨
[32:12] 那第二个部分是来自于
[32:14] 在本轮的AI浪潮当中
[32:16] 它是否引起了适度过度杠杆的迹象
[32:19] 韩国市场是有一些
[32:20] 但台湾市场的部分
[32:22] 我们已经看到金管会似乎在提前进行控款
[32:25] 迟迟不愿意进行融资额度的放缓
[32:28] 某种程度而言
[32:29] 其实说明着还算是合理的状态
[32:31] 那重点在于出口的暴增
[32:34] 它已经为未来几年的买盘
[32:36] ETF的买盘基础
[32:38] 奠定了至少基本性的预估
[32:41] 所以你也不用太担心
[32:42] 那只会不会买到突然没钱了
[32:44] 等它出口往下掉的时候
[32:46] 你再担心这件事情吧
[32:47] 从这些讯息都看得出来
[32:49] 一个新的AI荣景已经逐步产生了
[32:51] 即便是AI的局外人
[32:53] 都尝试着想要到局内当中
[32:55] 有的跟着台积电就到日本去了
[32:57] 有的做房地产
[32:58] 有的做放贷业务
[33:00] 但不管如何
[33:00] 我们讲的AI
[33:01] 讲的并不是说
[33:03] 你一定要买他股票怎么样
[33:05] 而是你要想想看
[33:06] 这个AI拉升的过程当中
[33:08] 有哪些生意
[33:09] 是你可以去了解的
[33:11] 这件事情非常重要
[33:12] 也给投资朋友多做一些思考
[33:14] 如果喜欢我们节目
[33:15] 记得帮我们订阅按赞加分享
[33:16] 我们就明天早上半点半
[33:17] 早晨财经速写图再相见
[33:19] 祝各位投资朋友看完顺利
[33:20] 超买一块
