[00:00] 投资朋友欢迎收听早晨财经速解读
[25:03] 在2022年
[25:03] 就已经来到160万
[25:04] 然后慢慢的走下坡了
[25:06] 可是机器人
[25:07] 在2020年
[25:07] 也不过20万台
[25:08] 现在已经100万了
[25:10] 我们预估在今年到后年
[25:12] 亚马逊的机器人
[25:13] 就会比亚马逊的
[25:14] 员工人数
[25:15] 还要来得多了
[25:16] 这就是我们看到
[25:17] 一整代技术的突破
[25:19] 而这些都是黄仁勋希望看到的
[25:21] 可以不要我自己研发机器人
[25:24] 但是我只要研发相关的平台
[25:26] 甚至免费让你做使用
[25:28] 让整条技术
[25:29] 演进的速度更快一点
[25:31] 你们的运算量就更大了
[25:33] 所以某种程度而言
[25:34] 就跟做餐厅的逻辑一样
[25:36] 一定有几样菜
[25:38] 一定要免费
[25:39] 让大家觉得很划算
[25:40] 等到市场完全打开以后
[25:42] 他才能够卖更多的餐子
[25:44] 我们看到道琼公益指数上涨
[25:46] 46点
[25:46] 0.09%
[25:47] 所以51078点
[25:49] 标普上涨19点
[25:50] 0.26%
[25:51] 所以7599点
[25:53] 纳指上涨114点
[25:54] 0.42%
[25:55] 所以27086点
[25:57] 费判上涨136点
[25:59] 1.06%
[26:00] 所以12965点
[26:03] 现在整个台湾市场
[26:05] 一样气势如虹
[26:08] 华西街现在买的
[26:09] 比华尔街还要来得多
[26:11] 你看台积电AD
[26:11] 最近大涨4.1%
[26:13] 最近大家有没有发现
[26:14] 美国的台积电AD
[26:16] 以前都是比台湾股票
[26:18] 享有更高的估值溢价
[26:19] 可是这段时间一直在缩减
[26:22] 什么意思
[26:23] 现在华西街买的比华尔街还要来得多
[26:26] 台湾本土资金大量的爆发以后
[26:28] 把台积电现货硬是给推上去了
[26:30] 美国人都没买这么多
[26:32] 这代表推动台积电股价上涨的阻力
[26:35] 台湾投资人已经变成重要推手了
[26:37] 今年外资还是进卖超台积电
[26:39] 结果台湾投资人每天
[26:41] 生机复体
[26:42] 伏机灭秧
[26:43] 不为市场卖压
[26:45] 就一路拉高到现在
[26:46] 所以外资
[26:47] 2020年持股是八成
[26:49] 外资现在持股还是很多
[26:51] 七成
[26:51] 这说明外资就一直在抛货
[26:53] 台湾人就一直在接回来
[26:55] 照这个速度
[26:56] 2100年
[26:58] 台积金就完全属于
[27:01] 不能讲2100年
[27:02] 五年降10%
[27:04] 那接下来大概14年
[27:06] 应该14个五年
[27:08] 差不多了
[27:09] 70年以后
[27:10] 台积金就完全本土化了
[27:13] 所以我们看到这个时代
[27:14] 台湾投资人特别明显
[27:16] 大家都搭上了这条AI列车
[27:19] 最近网友才传给我
[27:20] 讲说女孩子
[27:22] 以前喜欢一个人
[27:24] 现在喜欢机器人
[27:26] 以前喜欢SK2
[27:28] 现在喜欢SK海力士
[27:30] 以前喜欢进口美妆
[27:32] 现在喜欢先进风装
[27:35] 以前喜欢美瞳
[27:37] 现在喜欢美光
[27:39] 男孩子也是
[27:40] 以前喜欢劳力士
[27:41] 现在喜欢海力士
[27:43] 以前喜欢主动给意见
[27:45] 现在喜欢被动元件
[27:47] 以前喜欢听蔡依林
[27:49] 现在每天看0050
[27:51] 以前喜欢5566
[27:53] 现在喜欢0056
[27:55] 以前喜欢看星星
[27:57] 现在只想炒星星
[27:59] 以前喜欢逛大创
[28:01] 现在疯狂追群创
[28:02] 以前喜欢BBQ
[28:04] 现在只做BBU
[28:06] 以前天天讲God damn it
[28:08] 现在喜欢讲台积电
[28:11] 以前喜欢跟女朋友吃仙科
[28:16] 现在天天追嫁联发科
[28:18] 以前喜欢看颜值
[28:20] 现在喜欢看估值
[28:22] 以前喜欢追女孩
[28:24] 现在喜欢追持股
[28:25] 以前怕老婆插手机
[28:27] 现在怕老婆插对账单
[28:29] 所以我们看
[28:30] 以前看鬼片被吓到发抖
[28:32] 现在做空被断头抬走
[28:35] 很明显市场的聚焦
[28:37] 开始对于这个时代
[28:38] 有一个新的逻辑
[28:39] 台积电溢价
[28:42] 可以被台湾人的现货价格
[28:44] 买到溢价掉下来
[28:45] 这也不可思议
[28:46] 这件事情都说明着
[28:48] 台湾本地的投资热潮
[28:50] 它的信心程度
[28:51] 很明显
[28:52] 有一群人
[28:53] 他把台积电视为
[28:56] 成为
[28:57] 我们讲说
[28:58] 对于下一个时代
[28:59] 红利的重要投射
[29:01] 台湾人正在压住一场国运
[29:03] 相信自己
[29:04] 只要AI继续成长
[29:06] 台积电就会带领着上下供应链
[29:08] 把下一个时代的红利全部给赚光
[29:11] 那这个时候就取决于
[29:13] 其实跟巴菲特讲的
[29:14] 行情能够走到现在
[29:16] 跟你相不相信自己的社会
[29:20] 相信自己的经济体有莫大关系
[29:22] 巴菲特讲了老半天
[29:23] 买股票就是赌国运
[29:25] 没有股市
[29:26] 没有这种三代牛格局
[29:28] 它如何有如此亮丽的表现
[29:29] 其实我们回过头说
[29:31] 现在新市场
[29:33] 整体表现已经大幅的超越美股了
[29:35] 可是真正背后的推手
[29:37] 我们从相对报酬来看
[29:39] 把台积电给扣掉
[29:40] 把三星给扣掉
[29:42] 把SK海力士给扣掉
[29:43] 超额报酬就几乎完全消失了
[29:46] 这件事情就意味着
[29:47] 其实新市场也没有多好
[29:49] 主要就是因为台湾市场
[29:51] 韩国市场在赚
[29:52] 当然我们还是要老大哥带头的
[29:55] 辉达带着我们出去一起打群架
[29:57] HBN三雄我们看到在过去不到一年时间
[30:00] 大幅度的成长
[30:01] 现在辉达市值五兆
[30:04] 这个五兆规模也很大
[30:06] 大概是把台积电加博通
[30:07] 加三星加美光将超维
[30:10] 加SK海力士
[30:11] 再加艾斯姆加英特尔
[30:13] 全部加起来
[30:14] 大概才一个挥打的铁量
[30:15] 所以我们讲说
[30:16] 之前的赵元燕
[30:17] 如果我们把它以市值来进行比例分配的话
[30:21] 那图片的话大概就会长这样
[30:22] 黄仁勋仍然是最大咖的
[30:24] 但是重点是
[30:26] 他愿意带着我们这些小型机
[30:28] 向外的出走
[30:29] 向外的获取更大的报酬回馈
[30:32] 这件事情其实非常重要的
[30:34] 行情一路走到现在
[30:35] 台湾有运气的地方
[30:37] 但台湾有不靠运气的地方
[30:39] 那就是台湾人一直以来
[30:41] 都擅长打群架
[30:42] 这种在AI的协作系统
[30:44] 是目前台湾能够走出去的重要关键
[30:47] 那我们就跟着这些人
[30:48] 他们怎么打群架
[30:50] 我们就投资他们去打群架
[30:52] 好不好
[30:52] 就零一分
[30:53] 台股上涨450点
[30:54] 收在45788点
[30:56] 持续走高
[30:57] 如果喜欢我们节目的话
[30:58] 也记得帮我们订阅
[30:59] 按赞加分享
[31:00] 也来宣传一下
[31:01] 我们礼拜六有财经号角
[31:02] 第三届的听语会
[31:03] 欢迎大家可以来踊跃参加
[31:05] 那我们今天主要是跟投资朋友梳理
[31:07] 这一次在黄伦勋的演讲当中
[31:10] 以及接下来computax
[31:11] 大家所聚焦的
[31:12] 不管是AIPC AI手机
[31:14] 大家都要看看
[31:15] 黄伦勋是不是想要改变这个
[31:17] 看起来已经类似于存量市场的市场
[31:21] 把它转化成增量市场
[31:23] 就是能不能由于这一次的号角响起
[31:26] 来吹起大家有换机槽的意愿
[31:28] 这个我认为是很挑战的
[31:30] 可是根本而言
[31:31] 你要让AI物理时代
[31:32] 有做大突破
[31:33] 一样自驾车机器人
[31:36] 只有这两个市场
[31:37] 变成显著的增量市场
[31:39] 市场上才能够有
[31:40] 更进一步的生产力提升
[31:42] 谢谢投资朋友多多参考
[31:43] 如果喜欢我们的节目
[31:44] 记得帮我们订阅按赞加分享
[31:46] 我们就明天早上半点半
[31:47] 早晨财经速解图再相见
[31:49] 祝各位投资朋友
[31:50] 看盘顺利
[31:50] 操盘愉快
