[00:00] 投资片欢迎收听早晨财经速解读
[25:32] 通常这种短剧
[25:33] 每集大概一到三分钟
[25:35] 前三秒就要抓住注意力
[25:37] 然后拆分成50到90几
[25:39] 大量的广告
[25:40] 营收回归就能够归来
[25:41] 美国市场现在也正在蓬勃发展
[25:44] 预计总体规模已经接近90亿美元
[25:46] 在单年度
[25:47] 所以这种AI的显著爆发
[25:49] 在各行各业
[25:50] 包括之前我们所提到的
[25:52] 美国有一家垃圾车公司
[25:54] 处理的智慧垃圾车平台
[25:56] 就借由AI的一个帮助
[25:58] 进行自行分类
[25:59] 流程自动化
[26:00] 可以换来4亿美元的成本的准结
[26:04] 其他AI法律公司
[26:05] 我们看到新一轮的融资计划
[26:07] 都在显著攀升
[26:08] 那当然另外一个是AI的音乐
[26:11] 这个叫SUNA
[26:12] 我稍微用过
[26:13] 其实蛮好用的
[26:13] 它是你只要输入几句的提示词
[26:16] 它就可以生产
[26:17] 包含旋律编曲
[26:19] 或者人声的完整歌曲
[26:21] 付费用户还能够训练自己的声音
[26:23] 现在已经有一亿人左右
[26:25] 使用这个SUNA
[26:26] 大家可以去用用看
[26:27] 月费大概你花几百块
[26:29] 它真的可以做一首歌
[26:31] 而且现在其实我对于AI歌曲的接受度
[26:34] 其实越来越高了
[26:35] 因为有时候我想要听
[26:36] 必须承认偷偷用
[26:38] 就是我想要听
[26:39] 比如说周杰伦唱费玉清的歌
[26:43] 我想要听蔡依林唱其他女演员的歌
[26:47] 因为喜欢你的声调
[26:49] 但是我喜欢另外一首歌的旋律
[26:50] 有时候就互相搭配
[26:51] 还真的蛮好听的
[26:53] 所以这个就是一种
[26:54] AI的生产力的爆发
[26:55] 和AI的实质外溢效果
[26:57] 包括我们过去所提到
[26:58] 因为现在在图像生成
[27:00] 或者影片生成
[27:01] 其实中国的豆包
[27:03] 目前在全球市场
[27:05] 还是有所领先的
[27:06] 另外一个就是C-Dance
[27:07] 就是字节跳动
[27:08] 在影音生成部分
[27:10] 其实都有非常显著的发展
[27:12] 最近我们小编才推荐我
[27:14] 好几个影音生成的AI
[27:16] 然后我还看了几个AI的短剧
[27:18] 其实真的蛮好看的
[27:20] 像这个短剧叫做
[27:21] 我的狗外送养我
[27:23] 送外卖养我
[27:25] 我一开始看到
[27:26] 我觉得那很离谱
[27:27] 应该是搞笑的
[27:28] 稍微看了一下
[27:29] 很感动
[27:31] 热泪盈眶
[27:32] 这是一部热血剧
[27:34] 热度已经有
[27:35] 现在有2500万
[27:37] 以前拍烂片的风险
[27:39] 就成本太高
[27:40] 现在成本那么低
[27:41] 就算拍烂片又怎么样
[27:42] 狗血剧都能够工业化的量产
[27:45] 最近还看了另外一个
[27:47] 是叫做
[27:48] 全谋主母惹不起
[27:51] 看起来都很像AI
[27:53] 当然他本身就是AI可是有很多那种重生 复仇 霸总全全谋一些题材的固定剧情模板啊一集只有几分钟啊角色一致情绪到位啊
[28:04] 有时候可以吸引非常多观众预期
[28:06] 他就一直打巴掌打巴掌
[28:07] 看得我好兴奋啊
[28:09] 看一下画面
[28:09] 真好看真好看
[28:20] 好所以不管怎么说了
[28:21] 时间不太够了
[28:22] 但我们今天主要是跟投资朋友稍微分享
[28:24] 这个AI发展到这个地步以后
[28:26] 我们当然要清楚知道
[28:27] 在工作在抉择
[28:29] 在营收回馈层面
[28:30] 大家都会有不同的理解
[28:32] 尤其我们作为创作者
[28:34] 创作者叫做什么
[28:36] 有些人会说
[28:37] 创作者其实是没有垃圾时间的
[28:40] 就是就算你发呆
[28:41] 你本身都是在引发新一轮的创意
[28:43] 普通人
[28:44] 会习惯把时间切成不同的格子
[28:47] 有工作时间
[28:48] 有你的休息时间
[28:49] 有耍废垃圾时间
[28:51] 那一旦在做感觉没有用的事情时候
[28:54] 很多时候就觉得自己时间被浪费了
[28:56] 可是你要知道
[28:57] 生命中经历的一切都是素材
[28:59] 有时候不管是我们排队时
[29:01] 堵车的时候
[29:03] 失眠翻来覆去的时候
[29:05] 你这个时候
[29:06] 你看过的很多东西
[29:08] 藉由AI的联想
[29:09] 发现很多你想要想的一个观念
[29:12] 你总觉得不好描述
[29:14] 你跟AI
[29:15] 你AI你不一定是好好打字问他说
[29:18] 我想要写一篇怎么样的稿子
[29:20] 你可以帮助我根据论述一论述二论述三
[29:23] 形成一整条文章的贯彻吗
[29:26] 贯通这几个思维
[29:28] 不是这么麻烦的
[29:30] 大部分我们跟AI的使用时间
[29:32] 都是怎么样
[29:32] 我都是拿去GPT或者Gimini
[29:35] 然后就语音对话
[29:36] 是这样的
[29:37] 最近想要讲一个男女之间情谊的对话
[29:42] 想要结合目前的时事
[29:44] 可是又觉得硬套科技巨头
[29:47] 目前的债务好像有点压力
[29:48] 要不然你帮我想一个好了
[29:50] 最好要有一点边界感的
[29:53] 也不要太冒犯人的
[29:54] 我常常就是这样跟AI讲话
[29:56] 就是你给他很破碎
[29:58] 很零碎的讯息
[29:59] 最后有时候就有联想
[30:00] 所以我现在AI不离身的
[30:02] 洗澡的时候不会
[30:03] 大部分时候
[30:04] 想到一个东西
[30:05] 就跟AI聊聊天
[30:06] 看能不能引发一些联想
[30:08] 你生活就不会被白白浪费
[30:10] 到时候你看过的书
[30:12] 你走过的路
[30:13] 你爬过的山
[30:15] 躺过的河
[30:16] 跌过的坑
[30:18] 经过的事
[30:19] 都是你的经历
[30:20] 你流过的泪
[30:21] 你喝过的酒
[30:23] 你熬过的夜
[30:24] 你爱过的床
[30:26] 你睡过的人
[30:27] 都是故事
[30:28] 不是
[30:29] 爱过的人睡过的床
[30:30] 所以你发现
[30:32] 有了AI的帮助以后
[30:33] 有时候那个思维联想
[30:35] 程度来得越来越高
[30:36] 9202本
[30:36] 台股上涨306点
[30:38] 收在46331点
[30:40] 今天我们推荐一本书
[30:42] 每个礼拜五
[30:42] 我们都会跟投资朋友
[30:43] 导读一本书
[30:44] 希望大家可以从
[30:45] 不同的数据当中
[30:46] 获取不同思维
[30:47] 我们也只是提供一种观点
[30:49] 今天介绍这本书
[30:50] 叫做高新赛道
[30:52] 高新赛道这本书
[30:54] 是某部写的
[30:56] 科技工作奖的主持人
[30:58] 大家应该对他很熟悉了
[30:59] 最近他好像越来越瘦了
[31:01] 我感觉状态非常不错
[31:03] 如果他再写一本
[31:05] 简直赛道
[31:07] 我一定也会买
[31:09] 这本书要推荐给投资朋友
[31:10] 当然
[31:11] 因为他长期都在针对职场
[31:13] 来发表相关的意见和看法
[31:15] 其实他的观念
[31:16] 一直以来都是一样的
[31:18] 职场跟投资很像
[31:19] 选错标的
[31:20] 你在努力加码也不一定有用
[31:22] 很多人都觉得努力就会有回报
[31:24] 但有时候进入社会才发现
[31:26] 每天工作10小时
[31:28] 有人年薪80万
[31:29] 有人年薪800万
[31:31] 而且差距未必是厚质努力的10倍
[31:34] 而是两个人完全站在不同的产业
[31:36] 台湾就很明显
[31:38] 其实很多就算是中后段的私立大学
[31:42] 只要你是工程科系
[31:44] 电子科系毕业的
[31:45] 薪水未必很差
[31:47] 因为市场真的非常缺工
[31:48] 那一样的嘛
[31:49] 我们念文组的
[31:51] 当然知道市场的就业情况
[31:52] 有时候必须承认
[31:54] 比如说出版业
[31:55] 做一些文职的工作
[31:57] 行政工作
[31:58] 是真的稍微比较辛苦一点
[31:59] 所以要如何把
[32:01] 不管是职场的一个选择
[32:03] 投资的选择
[32:05] 拿来做联想
[32:06] 拿来做更进一步的思维
[32:08] 其实非常重要的
[32:09] 很大一部分
[32:10] 大家会往科技业
[32:11] 往高利润公司
[32:12] 往高薪资来做移动
[32:14] 可是我们要清楚知道
[32:15] 也不是每个人都能够进Google
[32:17] 也不是每个人都可以进微软
[32:19] 要如何在有限的资源当中
[32:21] 选择最好的条件
[32:22] 是很重要的
[32:23] 其实工作选择是这样子的
[32:25] 这是我自己的感想
[32:26] 工作环境本来就这样子
[32:28] 就本土企业的
[32:29] 像我们那一届是这样
[32:31] 就会羡慕外商
[32:32] 然后进了外商之后
[32:33] 就开始羡慕别家外商
[32:35] 大公司的人嫌官僚
[32:36] 小公司的人又羡慕大公司的资源
[32:39] 传产的羡慕科技业
[32:41] 选科技业的又嫌公司厂压力很大
[32:43] 原因很简单
[32:44] 因为你自己的公司
[32:45] 你看到的是完整版
[32:46] 你知道你的主管有多难搞
[32:48] 你的流程有多荒谬
[32:49] 制度有多少漏洞
[32:50] 别人的公司
[32:51] 我们看到通常都是精华版
[32:53] 只看到薪水福利品牌
[32:55] 或者漂亮的办公室
[32:57] 这跟住五星级饭店的
[32:59] 他会嫌早餐怎么都一样
[33:01] 那我去住
[33:02] 所以员工对于别的公司抱怨很正常
[33:04] 有时候我们在做职场探听的时候
[33:06] 有时候也不一定要
[33:08] 完全听那家公司的员工
[33:09] 他八成都是抱怨的
[33:11] 我大学室友就这样子
[33:12] 我大学室友一个在荷兰菲利普
[33:14] 一个在台积电中科厂
[33:16] 一个在美光
[33:17] 后来好像转去爱斯摩
[33:18] 反正都在林口了
[33:19] 台积电的哥们
[33:21] 我说不错啊
[33:23] 好羡慕你
[33:24] 他说哪有累死了
[33:25] 而且工作也很难提起太大的兴趣
[33:28] 不如出国好了
[33:29] 出国的那个朋友
[33:31] 他说哪有
[33:31] 我们这里税那么高
[33:34] 根本存不了钱
[33:35] 人生地不熟
[33:36] 很辛苦的
[33:37] 我还宁愿回台湾
[33:39] 早些年在林口买个房
[33:40] 现在在林口工作多爽啊
[33:42] 生活机能又好
[33:43] 美光那个也嫌
[33:45] 不过美光那个是
[33:46] 从大学我们就大概知道
[33:48] 美光不是很吸引人
[33:50] 从职业规划来看
[33:52] 但不重要
[33:53] 重点是
[33:54] 他说不如去做网红
[33:56] 我一起提
[33:56] 你不知道做网红多累
[33:59] 每天要早起卖屁股
[34:02] 还要掩盖自己的真性情
[34:04] 像我那么正经正直的人
[34:06] 还要在这边假装诸葛
[34:08] 很辛苦的
[34:09] 大家都在闲自己的工作
[34:11] 所以每个人都会有不同的思维
[34:14] 有时候我们在做职业探听的时候
[34:16] 就跟买房一样
[34:18] 你去问住信义区的人
[34:21] 信义区怎么样
[34:22] 太贵太贵
[34:23] 你问林口
[34:24] 林口怎么样
[34:24] 太贵太贵
[34:25] 青浦怎么样
[34:26] 青浦涨太高了不行
[34:27] 每个人都把嫌自己的地区不够好
[34:30] 就有这样的感觉
[34:31] 也不用特别羡慕
[34:33] 很多人羡慕律师
[34:35] 律师这几年也很竞争
[34:37] 人家说去当医生
[34:38] 小心人家给你一颗心
[34:40] 还把你以前的料爆出来
[34:42] 那跟医师没有关系
[34:44] 那医师没有关系
[34:45] 但对啊
[34:45] 所以你不要去羡慕别人
[34:47] 要做一个宏观的评估
[34:48] 这本书就会让你做好宏观的评估
[34:50] 你说我会很羡慕
[34:52] 现在台厂的工程师
[34:54] 其实工程师压力也蛮大的
[34:56] 对不对
[34:56] 那你说我们几个同学
[34:59] 那最近才几岁去执法
[35:02] 我们很羡慕
[35:04] 才几岁就已经存到执法的钱了
[35:07] 不像我法系性还在往后退
[35:09] 我羡慕郭董吗
[35:11] 当然不羡慕
[35:12] 打个小白球
[35:13] 还要被这么多人开玩笑
[35:14] 所以不要永远羡慕别人
[35:16] 要公允的评价
[35:17] 好不好
[35:17] 给投资朋友做些观察
[35:18] 所以对了
[35:20] 这本书我不能聊太多
[35:21] 因为这本书其实聊得很快速
[35:24] 可能读快一点
[35:26] 半小时到一个小时
[35:27] 是能够读得完的
[35:28] 它是很适合工作书
[35:30] 捷运上翻一翻
[35:32] 你就有很多观念
[35:33] 能够互相贯通
[35:35] 其实判断一家公司好不好
[35:37] 判断一间股票好不好
[35:39] 真的没办法用这样的一个方式
[35:41] 你必须用全局
[35:42] 要有一定性的规则准则去检验
[35:45] 不过这也说明了
[35:47] 如果AI真的大爆发以后
[35:49] 到底人最后工作的意义在哪里呢
[35:52] 游戏真正有价值的地方
[35:54] 并不是它的结果
[35:56] 是你愿意为自己增加困难
[35:58] 然后享受克服它的过程
[36:00] 跑马拉松
[36:01] 也不是为了最快达到终点
[36:02] 不然搭车就好了
[36:04] 你去钓鱼
[36:06] 那也不是为了有效率的抓鱼
[36:08] 你用网子不是更快
[36:09] 所以重点是
[36:10] 人在游戏里头
[36:12] 有时候我们会刻意放弃效率
[36:13] 换取专注技巧判断和挑战
[36:16] 当AI时代来临之后
[36:17] 这个工作会如何影响到
[36:19] 我们周遭的变化和思想
[36:22] 我觉得是一个值得探讨的问题
[36:24] 那这本书先推荐给我们的投资朋友
[36:26] 欢迎大家把这本书给买回家
[36:27] 那出版社也很大方
[36:29] 会出出两本书
[36:30] 送给我们的投资朋友
[36:31] 大家可以先买一本
[36:32] 那等你拿到这本书以后
[36:33] 再把它分享给你喜欢的人
[36:35] 给投资朋友做一些参考
[36:36] 我们今天聊的范围很广
[36:37] 从一开始的AI投资涌动级
[36:40] 到CTS价格的持续走高
[36:43] 以及交易量的暴增
[36:44] 说明在本轮的上涨行情过程当中
[36:47] 大家对于AI的担忧和迟疑陆续出现
[36:49] 可是AI的确它已经形成外溢效果
[36:52] 大量的新创公司的成立
[36:53] 第一至少资料中心盖完
[36:55] 第一批有一堆人抢着要用它的算力
[36:58] 第二批AI能否形成进一步的外溢效益
[37:01] 压低我们的成本
[37:02] 创造更高的获利
[37:04] 看起来其实是有点蠢蠢欲动的
[37:06] 我们要从实业来做更进一步的观察
[37:09] 如果喜欢我们的节目
[37:09] 记得帮我们订阅按赞加分享
[37:11] 我们就下礼拜一
[37:12] 早上八点半
[37:13] 早晨财经速解读再相见
[37:15] 祝各位投资朋友看板顺利
[37:17] 操盘愉快
