[00:00] 投资朋友欢迎收听早晨财经速解读
[25:39] 那要看情况
[25:40] 你们两个是不是有嫌隙
[25:41] 全部人都一起订
[25:43] 而且大家都知道你没订
[25:45] 还不通知你
[25:46] 那八成就是霸凌这个就是就业内部结构的一个顺势调整这个都是我们看到其实不管是美国有选举台湾有选举在一系列选前所采取的动作
[25:57] 至少都是让国家整体的经营效率层面来得越好
[26:01] 那当然也要挑有成果的方向持续的做推送
[26:04] 日本也是如此
[26:05] 日本最近的失业率比台湾低
[26:08] 5月份2.5%
[26:10] 日本也几乎完全达成了充分就业
[26:13] 甚至日本的外籍移工人数
[26:16] 正式突破了400万人
[26:18] 在本月份来到412万
[26:20] 那当然15到64岁
[26:22] 生产年龄人口持续减少的趋势
[26:24] 导致日本对外的招募人才
[26:27] 比例来得越来越高
[26:28] 那你说那日本失业率
[26:30] 比台湾越来越低
[26:31] 那日本经济是不是越来越好
[26:32] 当然没有
[26:33] 我们讲过日本的经济条件
[26:35] 还是比较艰辛的
[26:36] 来自于内部的高通膨
[26:37] 日本的实质性质
[26:38] 已经三个时期
[26:40] 从泡沫时期到安倍时期
[26:42] 到现在的通膨时期
[26:43] 都还在负增长
[26:44] 今年是稍微转好一点点
[26:47] 可是真实我们看到
[26:48] 内部的薪资成长
[26:50] 不像台湾
[26:51] 台湾实质薪资是完全翻证
[26:52] 日本还在边缘上下
[26:54] 持续产生极大的压力
[26:56] 包括我们也知道
[26:57] 根据OECD INF的官方统计资料
[27:00] 台湾成年人的平均财富
[27:02] 现在是31.2万美元
[27:04] 全球排行第15名
[27:05] 已经比日本的20.5万
[27:07] 还有南韩的25万来得高
[27:09] 如果是从财富中位数
[27:10] 我们就只看中位数
[27:12] 中位数台湾是11.49万美元
[27:14] 同样比新加坡日本南韩都来得高
[27:17] 这日本这么疲惫
[27:19] 我相信也不是那个工作能力多差
[27:22] 导致的结果
[27:23] 那日元真的贬太重了
[27:25] 导致对外的购买力急速的缩窄
[27:28] 所以在一系列的冲突底下
[27:30] 你就发现这种贬值造成的购买力的收缩
[27:33] 影响力还是比较大
[27:35] 所以日本虽然失业率是比较低
[27:36] 但我觉得日本人从宏观数据公允来看
[27:41] 过得是比较辛苦一点的
[27:43] 我举一个比较直观的例子
[27:44] 你看上个月的新闻
[27:46] 头版头条
[27:47] 当时日本的AV女优
[27:49] 叫藤石武
[27:50] 当时在24年出道
[27:52] 在今年6月份就来台湾
[27:55] 她是以观光名义来台
[27:56] 却遭到检察官查获于印钞集团
[28:00] 合法从事非法交易
[28:02] 这很明显
[28:02] 那就是内部消费的疲惫
[28:05] 或者内部赚到的日元
[28:07] 相对于台币的强势
[28:09] 台币现在都1比5了
[28:10] 当然是赚台币比较划算
[28:12] 单次交易价格新台币三万五千块
[28:16] 你会看到有台湾人到日本去做泡泡浴吗
[28:19] 这就是差距
[28:20] 现在都是出来台湾赚钱
[28:23] 出来首尔赚钱
[28:24] 我们看到的实质迹象就是如此
[28:26] 事实上日本警方近期也是大力的取缔丰俗产业之后
[28:30] 导致大量的
[28:31] 不管是一公开的女优
[28:34] 还是泡泡浴小姐
[28:35] 大量的外流
[28:36] 现在原本集中在特定商圈的情色按摩店
[28:40] 都已经开始转进到住宅区的经营
[28:42] 形成东军
[28:43] 不管是幕黑区还是中幕黑
[28:45] 高级住宅
[28:46] 出现了一系列的违法的按摩点
[28:48] 那日本警方也是进行大力的打击
[28:51] 我们也知道高市政策
[28:52] 对于内部的整治
[28:53] 还是比较强硬一点的
[28:54] 那部分店家
[28:55] 他是以私人按摩
[28:56] 放松服务等名义来做登记
[28:58] 但是日本警方越抓越严
[29:02] 这也导致的向外来工作
[29:04] 赚取外汇收入的可能性
[29:06] 来得越来越高
[29:06] 这就是我们观察到的实质迹象
[29:08] 所以虽然台美日
[29:12] 大家的失业率都低得有点离谱
[29:13] 可是内部都有一些压力
[29:15] 美国内部我们也知道
[29:16] 失职购买力的上升压力越来越大
[29:18] 台湾的部分
[29:19] 有内部不管是过去的
[29:21] 社会争议的问题
[29:23] 产业发展不均的问题
[29:24] 日本也是如此
[29:26] 日元的贬值
[29:26] 对于内部购买力的伤害会有多大
[29:29] 这件事情都意味着
[29:31] 一系列的政策内部的改革
[29:33] 刚好今天是台北成人展
[29:36] 众星云集
[29:37] 其实我们已经比较少去这种成人展了
[29:42] 成人展都是AV女优
[29:44] 要不然就是大尺度的co-serve
[29:46] 一些亲密互动
[29:47] 我们财经节目
[29:49] 我们都去真正的成人展了
[29:51] 真正的成人展是房贷
[29:54] 车贷
[29:55] 咖啡
[29:56] 水电费
[29:57] 健康检查表
[29:58] 好不好
[29:58] 我们要去看真正的成人展
[30:01] 好像在南港
[30:02] 不管怎么说
[30:03] 就零个分
[30:04] 好台股我们看一下
[30:05] 台股下跌808点
[30:07] 昨天费办点那么重
[30:08] 他也好像也还好
[30:10] 台股真的很强
[30:11] 我们如果细看
[30:12] 整体而言
[30:13] 看一下市场概况
[30:15] 来跟投资朋友做一些细节留意
[30:17] 葡萄牙2比1了
[30:19] 不错
[30:21] 9点02分
[30:22] 我今天结尾要聊什么
[30:24] 我想起来了
[30:24] 礼拜五我们都要跟投资朋友
[30:26] 导读一本书
[30:27] 今天导读的这本书
[30:28] 叫做未来一千天
[30:30] 这本书的作者是罗胖
[30:32] 罗正宇
[30:33] 当然他并不是说的
[30:35] 观点都是他的
[30:36] 他是采访了37位专家
[30:39] 来了解说
[30:40] 我们是如何在未来的1000天
[30:42] 也就是不到三年的时间当中
[30:44] 来迎来AI领域的显著改革
[30:48] 其实罗胖的书写起来
[30:49] 一直都是非常轻松的
[30:51] 那我们看到有一天
[30:53] 你可能早上醒来
[30:54] 你发现你的信箱已经完全被整理好
[30:56] 哪些比较紧急
[30:58] 哪些比较不紧急
[30:59] 那这1000天
[31:01] 我们至少知道在大圆模型
[31:03] 已经产生了重大的影响和转折
[31:05] 还有改变
[31:06] 在AI的成长过程当中
[31:09] 其实我们知道
[31:10] 它已经对于整个生态
[31:12] 造成了比较大的影响
[31:13] 我看最近对于媒体业的影响就很大
[31:15] 像最近不管是BBC
[31:17] 还是华盛顿邮报
[31:19] 陆续都在进行
[31:20] 大规模的资本准结和裁员
[31:22] 华盛顿已经裁员超过300人
[31:24] BBC超过2000人
[31:26] 这说明着
[31:27] 以前我们都觉得
[31:29] AI是直接取代教稿
[31:31] 排版或者内容整理
[31:33] 但现在我们看到
[31:34] 媒体模式正在重塑
[31:36] 很多的新闻网站
[31:37] 我们以前靠Google的搜寻
[31:40] 带来流量
[31:40] 或者网页的点击
[31:41] 现在零点击的压力越来越大了
[31:44] 你想想看
[31:44] 很多人现在看新闻
[31:45] 真的不是点到彭博的网站
[31:48] 点到金融时报的网站里面看
[31:49] 它是问却的GBT
[31:51] 请你帮我整理
[31:53] 2026年7月3号礼拜五
[31:55] 早上6点到早上9点之间
[31:58] 最重要的头盘新闻
[31:59] 整理给我
[32:00] 附上连结
[32:01] 有必要的话
[32:02] 必须具体有数据上的一个佐证
[32:05] 来确保这则新闻的真伪
[32:07] 这个GBT
[32:09] Gymna就自动帮你整理出来了
[32:11] 而且都是实时的
[32:12] 这件事情对于
[32:14] 零点击冲击的压力就很大了
[32:17] 大量提供内容产量的人
[32:19] 结果点击率没有留在自己的平台
[32:21] 这个是我们看到一个新AI的时代
[32:24] 在这个AI的时代
[32:25] 它会有所冲击
[32:26] 也会对于个人
[32:28] 有学习方式的改变
[32:29] 有工作方式的改变
[32:30] 这本书他就访问了
[32:32] 包括过去我们常看到李孝来
[32:34] 万维刚
[32:35] 这些人
[32:36] 他们对于未来AI时代的看法
[32:38] 给投资朋友做一些参考
[32:39] 就零五分了
[32:40] 我们今天聊得很广
[32:42] 就跟日本网站一样
[32:44] 什么人都有
[32:45] 什么国家都谈
[32:46] 什么事件也来做一些追踪
[32:48] 主要跟投资朋友分享
[32:50] 第一
[32:50] 在当前的市况底下
[32:52] 首先
[32:53] 是在川普选前倒数过程当中
[32:56] 对于台积电议题的表态
[32:57] 大家不用过度的担心
[32:58] 但是也要了解说
[33:00] 美国内部
[33:01] 虽然失业率还是偏低
[33:02] 但是已经引起了一系列
[33:04] 在内部政策上的一些对峙
[33:07] 那这些对峙是不太适合
[33:09] 拿来中期选举之前过度宣传的
[33:11] 那对于台湾市场而言也是如此
[33:13] 失业率几乎达成充分就业了
[33:16] 但我们也知道
[33:17] 其实大家对于中央的评价
[33:19] 其实还是比较严谨一点的
[33:21] 这也说明着
[33:22] 一定要有一些政策上的推波助力
[33:25] 不管是加薪潮
[33:27] 不管是内部反霸凌法的一些
[33:29] 争议的一个转折
[33:30] 治安法的一些转折
[33:31] 都是一个重要关卡的方向
[33:33] 那日本政府也是如此
[33:34] 也给投资朋友多做一些参考了
[33:36] 希望大家可以从这些事件
[33:38] 还有本书当中
[33:39] 获取更进一步的思维
[33:40] 了解一个新时代的到来
[33:42] 整个国家
[33:43] 大到国家
[33:45] 到政府
[33:45] 小到个人
[33:46] 都必须随时做出改变
[33:48] 这也给投资朋友多做一些思考
[33:49] 如果大家喜欢这本书
[33:50] 我们也请出版社
[33:52] 送两本书给我们的投资朋友
[33:54] 欢迎大家在我们直播结束之后
[33:57] 在底下留言
[33:58] 留言你想要抽书
[33:59] 留下你对于本节目
[34:00] 和本书的一些想法
[34:02] 我们送两本书给投资朋友
[34:03] 或者大家就直接把这本书给买回家
[34:05] 好好的阅读里头
[34:07] 不同学者专家的意见
[34:09] 你会获得非常多的信息
[34:11] 你不要看这本书很厚
[34:13] 它每个篇章节很短很短
[34:15] 你其实一个章节就可以了解一个概念
[34:18] 这种书读起来是反而最轻松的
[34:20] 给投资朋友做一些参考
[34:21] 如果喜欢我们节目
[34:21] 就帮我们订阅按赞加分享
[34:23] 我们就礼拜一早上半一半
[34:24] 找纯财经数学读再相见
[34:26] 祝各位投资朋友
[34:26] 看完顺利
[34:27] 操盘愉快
