[00:00] 投资品欢迎收听早晨财经速解读
[25:36] 那就是在新任的苹果执行长
[25:39] CEO底下
[25:40] 如何做出推陈出行
[25:42] 那第二个角度
[25:43] 是苹果如何持续的控制成本
[25:46] 而不被中国市场给冲击
[25:47] 我们知道
[25:48] 其实从2000年前后
[25:50] 当时贾博士就已经很清楚
[25:52] 苹果回美国制造的路走不通了
[25:54] 现在苹果都没有回美国制造
[25:56] 只是部分供应链回去
[25:57] 但是组装基本上在美国市场
[26:01] 量能非常非常的低
[26:02] 那重点观察的几个角度
[26:04] 就是中国科技的出口
[26:06] 这段时间的逆势崛起以后
[26:08] 我们知道对于整个美系供应链
[26:11] 形成的影响已经相对来得大
[26:13] 品牌的冲击力度导致苹果的股价
[26:16] 开始落后给其他旗具头
[26:17] 我们知道中国科技的出口
[26:19] 一直到现在为止还在暴冲
[26:21] 即便在关税战的影响底下
[26:23] 我们举几个例子来说
[26:24] 根据当前市况变化
[26:26] 整体而言
[26:27] 整个中国出口年增幅
[26:29] 仍然维持20%到30%左右的速度
[26:32] 其实只是比台湾稍微慢一点
[26:35] 但是体量仍然在持续的增长当中
[26:37] 另外一方面
[26:38] 传统劳动力市场
[26:40] 比如说家具 纺织 玩具
[26:42] 出口反而在下滑
[26:43] 但是电动车 机电设备 智慧装置
[26:46] 反而持续在创高
[26:47] 我们举几个例子来说
[26:49] 张图表示中国的捷径科技出口
[26:51] 像是太阳能板
[26:53] 像是除能技术
[26:55] 超级电池等等
[26:56] 目前正在以非常惊人的速度
[26:58] 快速的扩展
[26:59] 所以现在新能源的大爆发
[27:02] 今年三月份
[27:03] 不管是中国的锂电池
[27:05] 中国的太阳能电池
[27:06] 中国的电动车
[27:08] 全部出口量创下历史新高
[27:10] 电动车甚至占上
[27:12] 38万辆的一个高位
[27:14] 这样的一个效果底下
[27:16] 等同于一个新的市况即将来临
[27:19] 就中国这几年的确
[27:20] 整体出口走向
[27:21] 已经不是靠单纯玩具
[27:23] 或者基础用物料来做支撑
[27:25] 而是靠新的科技
[27:27] 来支撑住当前的营收规模
[27:29] 我们举例来说
[27:30] 张图表
[27:31] 我们从区域分化来看
[27:32] 全球来看
[27:34] 不管是压缩空气储能
[27:36] 还是各类型的储能
[27:38] 或者是离电池等等
[27:40] 中国目前仍然具有
[27:42] 接近80%到90%的市占
[27:44] 即便川普在国防供应链的要求底下
[27:47] 要求跟各国进行系统性的合作
[27:50] 尝试的要打造飞红供应链
[27:52] 但预估到2036年
[27:54] 占比可能连一成都不到
[27:56] 90%整个太阳能技术
[27:58] 仍然是中国的天下
[28:00] 甚至我们看到在最近
[28:01] 西方车厂已经反向的去学习中国
[28:04] 最近不管是Volkswagen
[28:06] Toyota或者BMW
[28:07] 已经全面采用中国本地的
[28:09] 技术和供应链
[28:10] 推动在中国为中国的产品开发模式
[28:13] 基本上就是在中国所制造的
[28:16] Toyota BMW或者福士
[28:18] 基本上以电动车来看
[28:20] 是完全采用过去比亚迪的技术
[28:22] 吉利的技术
[28:24] 甚至是小米的技术
[28:25] 外资车厂的市占率
[28:27] 已经从疫情时的64%
[28:29] 现在只剩下32%了
[28:31] 那西方车厂采取这样的一个做法
[28:33] 它是有它的挑战的
[28:34] 一方面要学习苹果特斯拉
[28:37] 就如果我完全跟中国断开差距
[28:39] 你就完全失去进入中国市场的空间
[28:42] 那不一定有利
[28:42] 但是如果学习苹果和特斯拉
[28:44] 高端的最终技术
[28:46] 或者组装品牌形象
[28:48] 仍然在我手中
[28:49] 但是我学苹果
[28:50] 我学特斯拉
[28:51] 我在当地雇用大量的员工
[28:53] 甚至现在电动车
[28:55] 中国技术领先
[28:56] 我还能够拉升一点
[28:58] 中国技术回来
[28:59] 用这样的一个效果
[29:00] 尝试着去做推升
[29:02] 这是我们看到的真实迹象
[29:04] 林德时代
[29:05] 事实上在本周
[29:06] 才发布新消息
[29:07] 最近公布了1500公里
[29:10] 续航6分钟的快充
[29:12] 新电动车电池
[29:14] 单次充电续航
[29:15] 居然可以高达1500公里
[29:17] 明显超越上一代1000公里的水准
[29:19] 同时间公司也快速的升级快充技术
[29:23] 新版电池预估是可以从6分钟以内
[29:26] 10%的电量充到接近满电
[29:29] 大幅缩短充电时间
[29:30] 所以我们看到那么多外资车厂
[29:32] 选择开始在中国持续扩厂
[29:35] 正常来讲要脱钩
[29:36] 但选择持续扩厂
[29:38] 根本目的就来自于
[29:39] 以前是人家要什么技术
[29:41] 现在你要开始结合他的技术
[29:44] 在自己的车款当中
[29:45] 才可以形成进一步技术能力的提升
[29:48] 那当然了
[29:49] 试矿一系列的冲击以后
[29:51] 大家总会担心
[29:52] 那未来的终局为何呢
[29:54] 我自己的观察结果是这样子
[29:55] 就长期以来
[29:56] 我们过去总会觉得产业好像有高低阶之分
[30:00] 比如半导体
[30:02] 飞机
[30:03] 高阶制造
[30:04] 那运动服饰等等
[30:06] 变低阶
[30:07] 那车子可能过去来看
[30:09] 已经逐步淡化
[30:10] 变成相对低阶产品
[30:12] 但真实逻辑来看
[30:13] 你会发现
[30:15] 以前鲁迅有一句名言
[30:17] 那句话是说
[30:19] 中国人从来不怕灾难
[30:22] 不管是多大的灾难
[30:23] 只要大家一起倒霉就行
[30:25] 灾难过后
[30:26] 庆幸自己读过去
[30:27] 嘲笑别人离去
[30:28] 那当然很讽刺
[30:29] 搞不好华人都这样
[30:30] 那讲的就是
[30:31] 当这个市况
[30:33] 一个产业
[30:34] 一旦被中国公司给主导以后
[30:36] 它基本上
[30:37] 是有能力进行产业升级的
[30:39] 但是
[30:40] 在政治上的胜利
[30:42] 不等同于商业上的胜利
[30:44] 我们举几个例子来说
[30:45] 最标准就京东方
[30:47] 中国的面板龙头京东方
[30:49] 之前是把三星踢出去了
[30:51] 把LG踢出去了
[30:52] 那更不用讲最早的
[30:54] 友大群创了
[30:55] 现在它仍然是全球最大的
[30:57] 一金面板供应商
[30:59] 这无疑是一场胜利
[31:00] 可是到目前为止
[31:02] 整体京东方的累积投入资本支出
[31:06] 开市已经超过5000亿人民币
[31:08] 一年赚不到500亿
[31:10] 分红连100亿都不到
[31:12] 所以这件事情就意味着
[31:13] 面板价格高
[31:15] 并获利并扩产
[31:17] 就会马上面临产能过剩
[31:19] 所以中国很多产业都变这样
[31:21] 你想想看面板是一个光电产业是不是
[31:24] 电动车产业是不是
[31:25] 它最后一定会取得政治上的成功
[31:28] 它的市占率会持续扩大
[31:30] 可是你看它财报
[31:31] 比亚迪怎么赚那么少
[31:33] 这就是真实的迹象
[31:34] 所以我们才讲说
[31:35] 一旦一个产业在中国企业的
[31:37] 持续拉升底下被超越以后
[31:39] 那基本上
[31:40] 这项产业大概就已经
[31:42] 变成了红海市场了
[31:44] 那任何产业都是如此
[31:45] 所以你说终有一天
[31:47] 有没有可能再封测
[31:48] 有没有可能再IC设计
[31:50] 甚至有没有可能再半导体制成
[31:52] 中国做了重大突破
[31:54] 至少把三星给拉下来
[31:56] 把英特尔给拉下来
[31:57] 有可能
[31:57] 但是等它一拉下来
[31:59] 真正受灾的并不是它自己
[32:01] 全球大概那个产业
[32:03] 都进入了红海市场
[32:04] 这就是一个不得不的迹象
[32:06] 那好处是什么
[32:06] 唯一好处就是
[32:08] 那至少在帮助全球输出通缩嘛
[32:11] 当一件产业
[32:12] 马上进入到产能过剩
[32:14] 很快的就会进入到通缩化
[32:16] 刚好冲销了中东战士啊
[32:18] 是不是啊
[32:18] 好不管怎么说
[32:19] 我们今天聊范围比较广
[32:20] 全球市场啊
[32:21] 从单一叙事
[32:22] 变成三条力量
[32:24] 在同时拉扯
[32:25] 彼此抵消
[32:25] 又彼此放大
[32:26] 中东战是让川普的阻挡下
[32:28] 变成了延长
[32:29] 但是无法解决的状态
[32:31] 风险没有消失啊
[32:32] 只是被摊平成时间成本
[32:35] 那连总会在人事和政治风格当中啊
[32:38] 或许这种偏向行动派的潜在接班人
[32:42] 他未来的利率和流动性的决策
[32:43] 会更难预测
[32:44] 可是至少可以看得出来
[32:46] 他对于市场AI通输的信心
[32:50] 还有对于资产负债表改革的决心
[32:52] 那中国的部分
[32:53] 全球现在需求转落的背景底下
[32:56] 他一边又持续的输出通输
[32:57] 一边又透过新能源
[32:59] 高端制造输出产能和技术
[33:01] 把竞争从成本优势
[33:03] 升级成结构的优势
[33:05] 那三件事情发生以后
[33:06] 一方面通膨因此正在推升
[33:09] 可是另外一个国家
[33:11] 在疯狂的输出通缩
[33:12] 联准会受到了过去川普的干预
[33:16] 央行的独立性受到极大挑战
[33:18] 可是沃许的表态
[33:19] 从公债之力的反应
[33:21] 似乎又看得出来
[33:22] 他是有原则的人
[33:23] 双方就在这样的一个效果底下
[33:25] 持续性的冲销
[33:26] 所以不用过度的乐观
[33:28] 当然也不用过度的悲观
[33:30] 从这样的一个角度来说
[33:31] 你会发现
[33:32] 这个世界就是一个动态的平衡
[33:34] 好像不会如我们想象中
[33:36] 一场中东战事
[33:37] 把全球经济搞垮
[33:38] 但是呢
[33:39] 也不会因为中国的通缩输出
[33:42] 就导致我们的物价变得多便宜
[33:43] 这就是一个真实的市场现象
[33:46] 好台北股市上涨201点
[33:48] 摔3万7806点
[33:49] 不管怎么样
[33:50] 台股就是不会跌嘛
[33:52] OK
[33:52] 给投资朋友做一些观察
[33:53] 如果喜欢我们节目
[33:54] 记得帮我们订阅按赞加分享
[33:55] 我们就明天早上半半
[33:56] 早晨财经速写读
[33:57] 再相见
[33:58] 祝各位投资朋友开玩顺利
[33:59] 成本愉快
