[00:00] 投资编欢迎收听早晨财经速解读
[24:32] 这是很重要的
[24:33] 我觉得回过头看投资史
[24:35] 巴菲特最关键
[24:36] 也最被低估的能力
[24:38] 其实并不是选股技巧
[24:40] 是他至少知道自己不该碰什么
[24:42] 这是值得我们学习的
[24:43] 2000年网络泡沫最疯的时候
[24:45] 他选择不碰科技股
[24:46] 因为他看不懂商业模式
[24:48] 和长期互成合
[24:49] 所以当时被市场嘲笑
[24:50] 可是放到今天逻辑他对于AI的态度也没有改变始终如一AI在高速变动商业模式还没有完全稳定巴菲特只讲自己投资的能力圈范围本质就是在用
[25:02] 避免用不确定性去换取短期暴走
[25:04] 所以我觉得一个人真正厉害的地方
[25:06] 就是他能不能坚持
[25:07] 沉浸在自己的专业里头
[25:09] 把一件事情做到极致
[25:11] 而且日复一日的在细节当中
[25:13] 维持高度的纪律以及敬业
[25:16] 这种人他也不会追求短期的热点
[25:19] 他会持续的打磨核心能力
[25:21] 我觉得这样的一个人
[25:23] 反而是最敬业
[25:24] 最值得让人敬仰的
[25:26] 即便投资报酬
[25:26] 这几年不是特别亮丽
[25:28] 之前网络上不是讲说
[25:30] 有一个英文老师
[25:31] 上课上到一半心脏剧痛
[25:34] 直接倒下
[25:35] 全班慌成一团
[25:37] 赶快把老师送到医院
[25:39] 救了一阵子
[25:40] 老师最后挂着
[25:41] 氧气鼻刀管被推出来
[25:44] 学生很紧张
[25:45] 拉着他的手问
[25:46] 是不是很严重
[25:48] 医生怎么说
[25:49] 老师深吸一口气
[25:52] Doctor
[25:53] 很敬业
[25:55] 所以一个人真正厉害的地方
[25:57] 往往不是会多少东西
[25:59] 他能不能长期的沉浸在自己的专业里头
[26:02] 把一件事情做到极致
[26:04] 在细节当中
[26:05] 维持高度的敬业和纪律
[26:08] 这给投资朋友做些思考
[26:10] 所以没有谁对谁错
[26:12] 而是我们都在这个时代当中
[26:14] 选择符合自己的投资逻辑
[26:16] 回过头看美国股市表现
[26:18] 道琼指数
[26:19] 下跌152.0.3%
[26:22] 则在49,499点
[26:24] 标普上涨21.0.29%
[26:26] 则在7230点
[26:28] 创下历史新高
[26:29] 那萨克指数上涨222.0.89%
[26:32] 则在25,114点历史新高
[26:34] 费办上涨91.0.87%
[26:38] 则在10,595点
[26:39] 其实以四大指数来看
[26:41] 目前仍然在持续突破新高
[26:43] 高档怪力还是有点压力大
[26:45] 回过头看
[26:46] 整体而言
[26:47] 今年以来各大资产绩效暴躁
[26:49] 仍然处于正值
[26:50] 涨最多的还是DBC
[26:51] 大众资产涨幅有37.8%
[26:54] 其他像是可转债
[26:56] 小型股中型股
[26:57] 整体涨幅还是有10到14%
[26:59] 那唯一收跌的是比特币
[27:01] 那现在长天级国债
[27:03] 由于通膨的压力升温
[27:05] 稍微小跌0.3%
[27:07] 整体而言
[27:08] 今年大多数资产
[27:09] 都还是一个正报酬
[27:10] 刚才我们讲到
[27:11] 作为一个周期投资者
[27:13] 其实你大概可以了解
[27:15] 整个巴菲特指标的概念
[27:16] 它其实某种程度是反映
[27:18] 景气循环的高低
[27:19] 也就是通常压力比较大
[27:21] 每三到四年的
[27:22] 过程循环的时候
[27:23] 巴菲特指标
[27:24] 就会做一些估值回撤
[27:26] 只不过这几年
[27:27] 由于海量货币宽松的原因
[27:29] 它回撤的幅度稍微变小了
[27:31] 我们以美国OECD
[27:33] 领先指标来看
[27:34] 有些指标
[27:35] 刚才看的不只是本益比
[27:36] 其实很好的
[27:37] 你就可以估出
[27:38] 整个周期的方向
[27:39] 你看它是不是
[27:40] 在100以下的时候
[27:42] 通常就是一个
[27:43] 循环的调节点
[27:45] 或者说库存循环的调整期
[27:47] 像2022年
[27:48] 2020年
[27:50] 2018年
[27:51] 2015到16年
[27:52] 11年到12年欧债危机
[27:54] 08年金融海啸
[27:56] 2000年到02年
[27:58] 其实这段时间
[27:58] 你会发现
[27:59] 股市的周期有高低
[28:01] 它不只是有巴菲特指标
[28:03] 可以帮你判定
[28:04] 有本益比
[28:05] 有前瞻本益比
[28:06] 有PEG
[28:08] 本益成长比
[28:09] 有OECD领先指标
[28:11] 有景气对色信号等
[28:12] 其实有很多指标
[28:13] 都可以帮助你判断
[28:15] 高低位阶的变化
[28:16] 所以我们才讲说
[28:17] 投资是这样子
[28:18] 作为周期投资者
[28:20] 你会担心
[28:21] 一方面是害怕自己赚少
[28:22] 一方面又怕自己吐出获利
[28:24] 那本质就是你对于周期信心的把握不足
[28:27] 怕被看得更长
[28:28] 那我们用三到四年的尺度来看待
[28:30] 其实就会有高有低
[28:32] 本来这个市场就是这样
[28:34] 担心烦恼永远都会存在的
[28:36] 一开始是烦恼自己没买
[28:37] 后来买了债券
[28:39] 烦恼追不上高股息
[28:40] 买了高股息
[28:41] 又烦恼自己追不上全职型
[28:43] 买了全职型又烦恼
[28:45] 自己为什么不干脆买台积电
[28:46] 买了台积电
[28:47] 又烦恼自己没有买主动行
[28:49] 你永远都会有烦恼
[28:51] 看空的后悔做空
[28:52] 空手的后悔没买
[28:54] 有买的后悔没买够
[28:55] 买够的后悔没all in
[28:57] all in的后悔没信贷
[28:58] 信贷的后悔没去借高利贷
[29:00] 人生永远都在后悔
[29:02] 你
[29:02] 我跟你讲
[29:03] 不管现在有赚钱赚的多赚的少的
[29:05] 由于现在大家的绩效都非常漂亮
[29:08] 每个人现在都在烦恼
[29:09] 你不要看
[29:10] 浩哥每天开开心心直播
[29:13] 每次在左侧买
[29:15] 好像压力都没这么大
[29:16] 现在不用睡公园
[29:18] 我也是有烦恼的
[29:19] 什么烦恼
[29:21] 分叉
[29:22] 但我们要讲的事情是
[29:24] 人生本来就是在这样的一个
[29:27] 周期循环当中
[29:28] 不断的挺进到现在
[29:29] 它有很多值得我们去观察的方向
[29:32] 也有值得我们去显示的地方
[29:34] 但是回过头说
[29:36] 现在2026年
[29:37] 少年股神跟老八各凹20年
[29:42] 最后谁会赢
[29:43] 一定是少年股神赢
[29:44] 为什么
[29:45] 因为老爸岁数增长寿命有限
[29:48] 时间是站在我们这边的
[29:50] 所以也许并不是AI
[29:52] 并不是比特币
[29:53] 并不是一个特定主线
[29:54] 而是你活得越长
[29:56] 你就是胜利的赢家
[29:58] 这就是巴菲特
[29:59] 他活那么长
[30:00] 给予我们的启示
[30:01] 他如果无法活那么长
[30:02] 他有机会熬成古神吗
[30:04] 大家想想看
[30:05] 司马懿生于公元179年
[30:08] 死于公元251年
[30:10] 他活了73岁
[30:12] 这个世界上很多时候
[30:13] 人与人之间的比较
[30:15] 一方面当然比谁有钱
[30:16] 但是另外一方面
[30:18] 他是比谁活得久
[30:19] 三国时期
[30:21] 为什么司马懿
[30:21] 我们讲说是最后的赢家
[30:23] 就因为他活得长
[30:24] 曹操死了
[30:26] 他活着
[30:27] 曹操的儿子曹丕死了
[30:29] 他也活着
[30:29] 曹操的孙子曹锐死了
[30:31] 他也还活着
[30:32] 所以一个人的毕生成就
[30:34] 理论上是由努力
[30:35] 由你的命运来决定的
[30:37] 但现实当中
[30:38] 你到底离这个理论有多近
[30:41] 取决于你的体力决定
[30:43] 一个人体力差
[30:44] 他就容易筋疲力竭
[30:47] 他就没有足够的意志力
[30:49] 专注力来处理
[30:50] 他本能够解决的事情
[30:51] 你看这次老八受访
[30:53] 那个脑袋还转得
[30:54] 跟年轻人一样快
[30:55] 所以有时候我们讲说
[30:57] 身体对于事业
[30:59] 对于钱财的追求来说
[31:01] 它是最重要的一个本钱
[31:03] 你看我们每天早上直播
[31:05] 那说明前天晚上就要睡好
[31:07] 你要睡好
[31:08] 就不能够熬夜
[31:09] 就不能够晚睡
[31:11] 就不能够晚上宅歌宅舞
[31:14] 甚至不能剧烈运动
[31:16] 要不然早上就会太累
[31:18] 就没有精神直播了
[31:19] 所以我都是白天做
[31:20] 我都跑步了
[31:22] 9点02分
[31:23] 来不及聊下面股票市场概况了
[31:26] 我们今天聊范围很广
[31:27] 我们主要是从当前的市场周期
[31:30] 资金的轮动来看待
[31:31] 这波涨幅也并不是那么均衡式的上涨
[31:34] 所以有心理的落差很正常
[31:36] 因为似乎涨幅是高度集中在部分少数全职股
[31:40] 由废办来带头冲
[31:41] 从中长期而言
[31:43] 它有好的也有坏的方式来进行调整
[31:45] 坏的就是涨高的直接回跌
[31:48] 那没涨的后来跟上
[31:50] 但是也有从周期轮动的角度来做观察
[31:54] 那就是借由股价在高位盘整
[31:56] 让获利缓步的追上
[31:58] 回过头说
[31:59] 巴菲特所做的做法
[32:00] 现金为王
[32:01] 它其实算是短债为王
[32:03] 不代表说它现金就是纯现金
[32:06] 被通膨给稀释
[32:06] 它至少有短债作为实质的保护
[32:09] 可是回过头来说
[32:10] 现在到底纯价值投资
[32:13] 是否适用于
[32:14] 25年到26年的AI行情呢
[32:16] 尤其当它的理论为人所知
[32:19] 我预判的预判
[32:20] 我接受泡沫意愿的幅度
[32:22] 变大的时候
[32:23] 我们要用什么样的一个角度
[32:24] 来看待这个事件呢
[32:25] 唯一确定不会变的就是
[32:27] 大盘永远都摆在哪里
[32:29] 如果害怕自己输给大盘
[32:31] 不如先持有大盘
[32:33] 再从大盘的周期当中
[32:35] 寻找超越大盘的机会
[32:36] 这也许是最简单的方式了
[32:38] 台股上涨991点
[32:40] 刷39916点
[32:42] 零发科又涨停了
[32:43] 不管怎么说
[32:44] 整体行情走到现在的位阶
[32:46] 至少我们知道
[32:48] 有些指标
[32:49] 有些数据
[32:50] 似乎已经不能套用现在了
[32:52] 可是有更多指标
[32:53] 更多数据来暗示着
[32:55] AI这项爆发力
[32:56] 似乎蠢蠢欲动
[32:58] 怎么会巴菲特指标
[32:59] 在创高的同时
[33:00] 所有七巨头的前瞻本一笔
[33:03] 居然低于过去五年均值呢
[33:05] 这给投资朋友多多去思考了
[33:07] 如果喜欢我们节目
[33:07] 记得帮我们订阅
[33:08] 按赞加分享
[33:09] 我们就明天早上8点半
[33:10] 早晨财经速解读
[33:12] 再相见
[33:12] 祝各位投资朋友看板顺利
[33:14] 操盘愉快
