[00:00] 投资朋友欢迎收听早晨财经速解读
[25:47] 从订票阶段就整合航空公司
[25:49] 到机场饭店观光资源
[25:51] 那台湾现在也开始重新考虑
[25:53] 中东模式
[25:54] 推动48小时或者96小时的过境签证
[25:58] 结合可能桃园或者台北的城市品牌
[26:01] 旅游产品
[26:02] 把过境人流转化成观光效益
[26:04] 事实上我们要知道
[26:05] 上个礼拜大家才知道
[26:07] 行政部会已经正式成立了观光国家队
[26:10] 观光国家队就是成立台湾观光研训院
[26:13] 这个研训院是台湾的观光重要智库
[26:16] 会往2030年台湾观光造园产业目标来做推进
[26:21] 它有四点重要工作
[26:23] 第一个是了解到底业者地方和国际旅客的需求为何
[26:28] 第二是打造完整的目的供应链
[26:30] 第三是强化服务和数据分析
[26:33] 第四是推动步步有观光
[26:35] 全民挺观光
[26:36] 整合大型的赛事
[26:38] 展览会议等跨部会的资源
[26:40] 现在还在招人
[26:41] 工作机会还有一个
[26:43] 刚才去看了一下一例影视
[26:44] 所以从这些数据都看得出来
[26:46] 钱真多
[26:47] 其实台湾还是有一点吸引人的地方
[26:50] 我们知道像这几年
[26:52] 其实人流成长最多的观光客
[26:55] 已经不是日本
[26:55] 是韩国
[26:56] 从去年开始
[26:58] 韩国人就很喜欢来台湾比如说当时的New Jeans不是就來台湾吗然后播了很多照片这些照片叫做台湾感性就是有一种既怀旧又温暖又有人情味
[27:09] 自然不做作
[27:11] 又有一种忧伤感的镜头美学
[27:15] 你看New Jeans这张照片
[27:17] 不是啊
[27:17] 这就我老家
[27:18] 这我老爸家后面
[27:19] 冷气机就挂在那边
[27:21] 然后地上叶子也没有人扫
[27:24] 在那边待五分钟拍照是可以
[27:27] 待15分钟
[27:28] 你就被钉满头包了
[27:30] 对啊
[27:30] 这叫台湾感性
[27:31] 这叫台湾感性
[27:32] 那当然了
[27:33] 我们都会有滤镜
[27:34] 我们去东南亚
[27:35] 也会有东南亚感性
[27:36] 我们去欧洲
[27:37] 也会有欧洲感性
[27:38] 去林森北
[27:39] 也会有林森北性感
[27:41] 不是感性
[27:41] 都是滤镜
[27:43] 所以这很正常
[27:44] 另外一个是Yuna
[27:45] 之前也是韩国的人气女团Yuna
[27:48] 她也是在台湾
[27:49] 你看台湾的人行道很特别
[27:51] 就画一条绿色的
[27:53] 脚还伸出去
[27:54] 脚伸出去可能会被撞到
[27:55] 就台湾有一种怀旧风
[27:57] 这也OK
[27:58] 但是我们讲说
[27:59] 现在在未来AI的时代
[28:01] 有时候我们讲说
[28:02] 现在为什么要多观光
[28:04] 其实是有道理的
[28:05] 凯文凯利以前讲过
[28:06] AI大爆发以后
[28:08] 我们未来去衡量
[28:10] 人的财富差距的标准
[28:12] 不一定是看你银行里有多少钱
[28:15] 而是这个人使用活人服务的时间
[28:18] 台湾的活人服务就很好
[28:20] 你提到趁现在
[28:21] 去很多那种好的餐馆服务
[28:24] 以后可能都没有
[28:25] 因为好的餐馆以后都是机器人
[28:27] 你感受不到那个温度
[28:29] 以后都是机器人帮你洗头
[28:30] 但是现在还有
[28:32] 你去花个几百块
[28:33] 你还可以有人帮你洗头
[28:34] 服务你
[28:36] 台湾其实服务业还算是不错的
[28:38] 你到日本
[28:38] 那已经很多是尼泊尔人了
[28:40] 所以未来的超级富豪
[28:42] 我们在想说
[28:43] 他也不会自己去每天用AI
[28:46] 他一定是叫旁边的助手
[28:48] 特助去使用AI做什么事情
[28:50] 那可能以后真正的财富是谁
[28:53] 不是我有五千万
[28:54] 我有五亿
[28:55] 我有五个运动教练
[28:57] 我有两个按摩师
[28:59] 以后比的是这个
[29:00] 所以我们才讲说
[29:01] 新的AI时代来临
[29:03] 现在我们有时候
[29:04] 为了要规避以后
[29:05] 丧失人的服务的体验感
[29:08] 我们现在应该要多体验
[29:09] 好像也没错
[29:10] 应该是趁人力成本
[29:13] 相对廉价的时候
[29:14] 尽量的玩
[29:15] 以后富豪
[29:16] 就是大概叫身边的人
[29:17] 用AI去做什么事情
[29:18] 我们现在
[29:19] 现在就是要享受
[29:21] 人还在的时候
[29:22] 多多去好的餐馆
[29:24] 让他服务你
[29:25] 去洗洗头
[29:26] 按按头
[29:27] 我是说越式洗头
[29:29] 享受帝王般的享受
[29:31] 以后只有机器人帮你干这件事情
[29:34] 但是你要想想看
[29:35] AI时代的大爆发
[29:37] 现在国旅好像也不是一个坏的选择
[29:40] 这是我的看法
[29:41] 就01分
[29:42] 本来再聊一下房地产市场概况
[29:44] 不过这就稍微再聊
[29:46] 再过几天
[29:47] 我们再跟投资朋友做些叙述好了
[29:49] 今天我们主要是跟投资朋友
[29:50] 稍微理解一下
[29:51] 从美国经济市场的概况
[29:54] 再回过头看
[29:55] 整个中国的AI竞争
[29:56] 它会不会真的
[29:57] 如同很多投资朋友所提出的
[29:59] 这几周有好多人说
[30:01] Kimi K3推出了
[30:02] 用起来
[30:03] 虽然好像有时候会有点累格
[30:05] 不过的确好像在分数上
[30:06] 是有所拉伸的
[30:07] 没错
[30:08] 但它影响的
[30:09] 还是属于非美市场的
[30:11] 一些消费性客服领域
[30:12] 本质上
[30:13] 有可能两套系统是同步茁壮的
[30:16] 因为它是一个增量市场
[30:17] 第二件事情就台湾
[30:19] 处于本轮供应链的高峰
[30:21] 享受本轮的高峰
[30:22] 但是一旦台湾随着本轮的AI浪潮
[30:25] 进入到全面开发国家
[30:27] 社会经济体的过程当中
[30:29] 我们也要了解
[30:30] 有些产业的轮替会跟着改变
[30:32] 台湾的消费水准会快速的提升
[30:34] 人将会是最为成本最高的一个重要成本
[30:38] 这给投资朋友做些思考了
[30:39] 好台北股市上涨356点
[30:41] 收在44753点
[30:43] 每个礼拜五
[30:44] 我们都会跟投资朋友导读一本书
[30:46] 今天导读这本书叫做
[30:48] 张夏准的十二堂经济学思辨课
[30:51] 他是一位韩国人
[30:53] 那这位韩国先生呢
[30:55] 他是伦敦大学的亚非学院的经济学教授
[30:58] 这是这几年来经济学界
[31:00] 最激励人心的思想家
[31:02] 那本书当中
[31:04] 当然他就是做一些简单的
[31:06] 不管是经济学的基本主张
[31:08] 你看完这本书之后
[31:10] 你就会了解自己是属于哪一样的学派
[31:12] 谁会因此而得利
[31:14] 谁会付出代价
[31:15] 因为经济学
[31:15] 我以前是读西洋经济思想史的
[31:18] 西洋经济思想史的历史还不超过300年
[31:21] 所以其实蛮清楚可以理解
[31:23] 你自己是属于什么样的派系
[31:24] 到底是政府干预性的凯因斯主义
[31:27] 还是标准的货币政策
[31:29] 还是古典学派呢
[31:31] 到时候跟投资朋友
[31:32] 我们做更深入的探讨
[31:33] 来分享一下我的看法
[31:35] 那本书当中
[31:36] 其实最重要就是了解经济学的一种渠道
[31:39] 有时候我们最早
[31:40] 读一些心理学经济学的书
[31:42] 有一阵子我很喜欢读历史方面的书
[31:45] 你都会了解
[31:46] 每个领域当中都会有一些人
[31:48] 是真正明白他自己在讲什么的
[31:51] 这不容易
[31:51] 如果你遇到这样的人
[31:53] 应该会很喜欢
[31:54] 我们通常会把学问分成两种
[31:57] 一种是我们讲说物理学
[32:00] 或者说化学天文学相关的基础
[32:04] 另外一种是经济学
[32:06] 就物理学他研究的是
[32:08] 没有人的世界的学问
[32:10] 经济学他研究的是
[32:11] 有人的世界里面的规律
[32:14] 那有人跟没有人有什么区别呢
[32:16] 人也是一个问题
[32:17] 它当然也符合物理学的定律
[32:19] 但有一个重要的特性
[32:21] 就是人会有反应
[32:22] 它会形成对策
[32:24] 形成博弈
[32:24] 比如说路边
[32:26] 有一张一千块的钞票
[32:28] 从物理学角度来看
[32:30] 没有风没有雨
[32:31] 你会预测它永远停在那里
[32:33] 但从经济学角度来看
[32:35] 过五秒就会消失
[32:36] 因为被我捡走
[32:37] 为什么
[32:37] 因为人的因素考虑在其中
[32:40] 所以我们在讲说
[32:41] 纯物理学
[32:42] 跟经济学研究的层面不太一样
[32:45] 有的人了解的是社会
[32:47] 你要用经济学的思维
[32:49] 你不能用简单物理学的方式来判断
[32:51] 所以有些人
[32:52] 在面对这样的一个规律过程当中
[32:55] 才了解说
[32:56] 有时候我们才讲说
[32:57] 市场上在不同的框架
[33:00] 为什么要学习经济学
[33:01] 因为你要了解是
[33:03] 这个社会不是一成不变的
[33:05] 你要随时推估他人的反应
[33:07] 我觉得本书当中
[33:08] 就把这一点阐述得非常好
[33:10] 人就是由于有四条约束
[33:13] 所以导致了现在
[33:14] 我们看到经济学的极大发展
[33:16] 第一个就是东西不够
[33:17] 第二个是生命有限
[33:19] 第三个是相互依赖
[33:21] 最后是需要协调
[33:23] 经济学就是在资源不够
[33:25] 生命有限
[33:26] 大家又互相依赖
[33:28] 而且被迫要进行博弈
[33:29] 互相交换的过程当中
[33:31] 采取了一系列的经济理论
[33:33] 最后需求定律就出来了
[33:35] 利息理论就是对于未来资本的透支
[33:38] 制度理论
[33:39] 也就是到底要采用什么样的一个制度框架来规范经济
[33:43] 共产主义好还是资本主义
[33:44] 最后是宏观理论
[33:46] ISALM模型
[33:48] 让我们了解说
[33:49] 在不同的框架
[33:50] 不同的工序平衡当中
[33:51] 我们会得出什么样的财政刺激效果
[33:54] 经济学就是围绕着人的规律的反应
[33:57] 所做出的理论
[33:59] 我觉得本书当中
[34:00] 其实了解的非常清楚
[34:02] 有时候我们在经济学当中
[34:03] 就是总以为好像都水平比较了
[34:06] 这个增加那个减少
[34:07] 但都少了那个时间尺度的问题
[34:09] 最标准的例子是朝三暮四
[34:11] 猴子早上给三颗
[34:13] 下午给四颗就很不爽
[34:15] 结果早上给四颗
[34:17] 晚上给三颗果子
[34:18] 就变得开心了
[34:19] 其实一样没变
[34:20] 其实猴子是聪明的
[34:22] 为什么
[34:22] 因为时间有成本
[34:24] 假设中午主人出去吃饭死了呢
[34:28] 那我是不是早上拿四颗比较好
[34:30] 所以如果你是要下午给我
[34:33] 你就不能给我四颗
[34:34] 你要给我五颗六颗
[34:36] 这就是利息理论
[34:37] 时间本身也是一种成本
[34:40] OK
[34:40] 所以这是经济学给投资朋友做一些观察
[34:42] 那当然如果投资朋友有兴趣
[34:43] 商桌也很大方
[34:45] 会抽出两本书送给我们的投资朋友
[34:47] 大家可以在我们影片底下留言
[34:49] 留下对于本节目
[34:50] 或者对于本书的想法
[34:51] 我们等礼拜一会抽出两本书
[34:54] 送给我们的投资朋友
[34:55] 也欢迎大家直接把这本书给买回家
[34:57] OK
[34:58] 那给投资朋友做一些参考
[34:59] 今天主要是把大家的疑问
[35:01] 做一次性的整理
[35:02] 也来聊聊看台湾内部的内生经济表现
[35:05] 其实并没有我们想象中来得差
[35:07] 台湾真的迎来了
[35:08] 百年一遇的大浪潮
[35:10] 上一次在1980年的产业升级
[35:13] 让台湾成功的进入
[35:16] 到算是已开发国家
[35:18] 现在我们做新一轮的AI突破以后
[35:22] 它会带领我们到哪里去呢
[35:24] 这很难说
[35:25] 但是人肯定是未来
[35:28] 所有资产当中最贵的一环
[35:30] 尤其在AI时代
[35:31] 也给投资朋友多多一些思考
[35:33] 也祝大家旅途愉快
[35:34] 多多观光吧
[35:36] 支持一下国旅
[35:37] 毕竟
[35:38] 算了算了随便你
[35:39] 你要不要支持随便你
[35:41] 但重点来自于
[35:42] 不要否认目前台湾内部的经济情况
[35:45] 这每个人消费选择不太一样
[35:46] 但是你要了解说
[35:48] 真实的数据
[35:49] 似乎已经反映在各大零售业
[35:51] 各大观光业
[35:52] 各大财报当中
[35:53] 这是我们不能否认的
[35:55] 给投资朋友作为一些参考
[35:56] 如果喜欢我们的节目
[35:56] 记得帮我们订阅按赞加分享
[35:58] 我们就下礼拜一早上八点半
[36:00] 早晨财经四点多
[36:01] 再相见
[36:02] 祝各位投资朋友看完顺利
[36:03] 上班愉快
