[00:00] 投资片欢迎收听早晨财经速解读
[25:40] 股价长期来看
[25:41] 这几个月也还是在上涨
[25:43] 可是本益比并没有出现泡沫迹象
[25:45] 我们举例来说
[25:46] 根据当前的费办本益比
[25:49] 以及台湾证券交易所
[25:51] 半导体指数本益比来做观察
[25:54] 本轮台股回调幅度
[25:55] 是不是特别大了
[25:56] 但是你看费办的
[25:58] 整体本益比回调幅度
[25:59] 它基本已经突破了
[26:01] 去年4月份关税战的水准了
[26:03] 没有啊
[26:05] 费办刚才那个股价涨成那样
[26:07] 怎么会本益比回调这么快呢
[26:09] 因为他的获利拉伸速度
[26:11] 比股价拉伸速度快嘛
[26:13] 你要知道费办
[26:14] 我们仔细观察
[26:15] 他是在今年2月3月
[26:18] 见高点以后
[26:18] 他就一个月的持续下行
[26:20] 那等到3月4月出来
[26:22] 费办的EPS预估值出来以后
[26:25] 基本上就对于当前的股价
[26:27] 即便再上升
[26:28] 只要获利值上升的更快
[26:30] 本益比就依然在下调的过程
[26:32] 这就导致了
[26:33] 你不要觉得他股价创高了
[26:34] 很危险
[26:35] 他只是乖离稍微拉高
[26:37] 他当然要休息
[26:38] 可是他的本益比
[26:39] 看起来跟去年4月份
[26:41] 关税战差不多
[26:42] 你再把汇达本益比拿过头来看
[26:45] 会发现现在的本益比
[26:47] 前瞻本益比
[26:48] 如果是以今年年底
[26:49] 今年年底很好估
[26:50] 汇达出货量跟台积电
[26:52] 基本上高度联动
[26:53] 应该已经回到
[26:55] 接近21倍左右了
[26:56] 这个水位也比去年4月份来的低
[26:59] 比2023年来的低
[27:01] 比2022年来的低
[27:02] 怎么会现在的股价这么高
[27:05] 辉达的本益比
[27:06] 辉达的基期比
[27:07] 过去三年都还来得便宜呢
[27:08] 要么就是我们对于EPS
[27:10] 有重大的理解错误
[27:12] 接下来就要戴维斯双击
[27:14] 我应该讲戴维斯双杀
[27:15] 接下来就是股价先跌下来
[27:18] 应该讲说EPS准备下滑
[27:20] 然后股价跟着跌下来
[27:21] 循环的联动
[27:22] 但是我们清楚知道
[27:23] 除非星际智能计划
[27:26] 28年29年的计划
[27:27] 瞬间停摆了
[27:29] 要不然要怎么让它的EPS下滑呢
[27:31] 这个有时候就是
[27:32] 我们相对抱持乐观的原因
[27:34] 就是大框架
[27:35] 你对于AI有了乐观
[27:36] 那你对于股价有乐观的时候
[27:38] 就是积极偏低的时候
[27:39] 难道我们不知道
[27:40] 今年挥拿的营收吗
[27:41] EPS早就已经确认好了
[27:43] 所以这个时候
[27:44] 即便是左侧
[27:45] 三月份下跌
[27:46] 为什么就没有相对来的
[27:47] 这么怕呢
[27:48] 这个叫什么
[27:49] 这叫左侧街刀
[27:50] 终于听见下雨的声音
[27:55] 于是我被
[27:56] 我的世界被吵醒
[27:58] 吵醒起来买股票
[28:00] 但是不同声音不一样
[28:02] 如果是全面乐观
[28:03] 你看到本一笔创高的声音
[28:05] 那就要谨慎
[28:07] 那tombo5.q箱里面讲的
[28:09] 那是什么声音
[28:11] 畜生的声音
[28:13] 畜生不要吵
[28:14] 你要分清楚
[28:16] 什么是下雨的声音
[28:17] 什么是畜生的声音
[28:19] 用高低积极来做最后的判断
[28:21] 9点钟了
[28:21] 台北股市小跌223点
[28:24] 收在36912点
[28:26] 整体台股仍然在创高的路上
[28:29] 那今天礼拜五好久没有导读书籍了
[28:32] 今天跟投资朋友导读的书籍
[28:34] 叫做你不该看到的金融真相
[28:38] 这本书的作者乔许布朗
[28:40] 他是瑞托尔兹财富公司的共同创办人兼执行长
[28:44] 那这家公司超过40亿美元的资产管理
[28:47] 他也曾经担任财新
[28:49] 富比士和华尔街日报的专栏作家
[28:52] 那本书当中其实描述了非常多
[28:55] 对于金融体制的这种货币幻觉
[28:58] 其实最近的AI行情
[29:00] 他也稍微聊到了
[29:01] 所以你不该看到的金融真相
[29:04] 他现在让你看到了
[29:05] 对不对
[29:05] 那本书当中
[29:06] 他其实用非常原理的方式来描述
[29:09] 我们市场的价格
[29:10] 通常是由基本面所驱动
[29:12] 那经济繁荣时会伴随着市场狂欢
[29:15] 股灾时会等到稳定之后进场
[29:17] 好像最安全
[29:18] 专业人士能够用复杂的策略跑赢市场
[29:21] 但这些尝试
[29:22] 可能往往是亏钱的起点
[29:24] 为什么呢
[29:25] 因为从不同的角度而言
[29:28] 你会有不同的投资思维
[29:29] 我们举一个最直观的
[29:31] 为什么我们讲说
[29:33] 大部分基金经理人
[29:35] 机构经理人
[29:35] 他必须永远都是要在高位的时候
[29:38] 大量买进股票
[29:39] 最后往往会让整体共同基金
[29:42] 它的绩效最后可能大多数人
[29:44] 还是趋于大盘
[29:45] 原因很简单
[29:46] 通常你什么时候愿意
[29:48] 多申购几张基金
[29:50] 或者扩大你的ETF部位
[29:52] 你赚多一点钱的时候
[29:53] 你什么时候多赚一点钱
[29:55] 行情好的时候
[29:56] 你什么时候行情好
[29:58] 公司获利上升的时候
[29:59] 所以每一次
[30:00] 你愿意大笔的去申购基金
[30:03] 通常就是景气很好的时候
[30:05] 公司发鼓励给你的时候
[30:06] 通常就是景气繁荣期的时候
[30:09] 通常就是景气信号灯
[30:10] 红灯的时候
[30:11] 每一次你把钱给他
[30:13] 这个时候就算这些经纪经理人
[30:15] 他很清楚
[30:16] 不能够在这么高位
[30:18] 压这么大的部位
[30:19] 可是很抱歉
[30:20] 基金除非是私募基金
[30:22] 大部分都有持股限制
[30:24] 至少要70%以上的持股
[30:26] 就被迫一定要在高位买入
[30:28] 等到股价杀下来以后
[30:29] 为什么这个时候
[30:30] 钱就没进来了
[30:32] 正常来讲
[30:32] 基金经理人这个时候
[30:33] 更希望钱可以进来
[30:34] 可以大抄底
[30:35] 让整体基金绩效
[30:37] 表现得更好看
[30:38] 但很抱歉
[30:39] 这时候申购的人就变少了
[30:41] 因为在景气信号灯蓝灯的时候
[30:43] 景气就不好了
[30:44] 就没有钱申购了
[30:45] 它就是一个很自然的周期现象
[30:47] 所以这本书
[30:48] 它是用你不该看到的金融真相
[30:51] 来告诉你
[30:51] 真实的金融真相为何
[30:53] 里头它是一段一段写的
[30:55] 任何一个章节拿出来看
[30:57] 其实都会相当清晰
[30:58] 尤其这一次他把第一章节
[31:02] 就描述成投资AI
[31:03] 成为了唯一生存之道
[31:05] 来描述这个市场的风险在哪里
[31:07] 这什么意思
[31:08] 就是你现在不管
[31:09] 你想不想参与AI
[31:11] 你相不相信AI
[31:12] 你的投资
[31:13] 你的退休金
[31:15] 其实都已经压在了AI
[31:16] 包括国防基金
[31:18] 包括退休金
[31:19] 然后退劳保
[31:20] 很大程度都建立在
[31:22] 本轮的AI行情身上
[31:23] 你已经跟AI做一系列的捆绑了
[31:26] 这本书也推荐给投资朋友
[31:28] 让我们可以更清晰的了解这个市场
[31:30] 好就零三分
[31:31] 如果喜欢我们的节目
[31:32] 记得帮我们订阅按赞加分享
[31:33] 我们就下礼拜一早上八点半
[31:35] 早晨财经世界图再相见
[31:37] 祝各位投资朋友看盘顺利
[31:38] 上班愉快
