[00:00] 投资朋友欢迎收听早晨财经速解读
[26:02] 做到一定程度的投资和扩产以后
[26:06] 基本上大家已经几乎已经选定
[26:09] 台湾就是最终主端的发货地
[26:11] 这件事情本身而言
[26:13] 就为台湾争取到了
[26:14] 5年到10年的时间
[26:16] 反正不管怎么样
[26:17] 你们的货想要出
[26:18] 一定得运到台湾来
[26:20] 当然行情走到这边
[26:21] 大家也会发现投资研究久了
[26:24] 很多人会觉得自己在预测未来
[26:25] 其实也是见证历史的轮回而已
[26:28] 你想想看20世纪后半段的时候
[26:31] 日本是亚洲制造业的代名词
[26:34] 全球都在研究日本模式
[26:36] 以前最经典的例子就是
[26:38] 为什么日本车卖得特别好
[26:40] 一个当然是省油
[26:41] 效能比较好
[26:43] 妥善率高
[26:43] 但是当时一个极大的突破
[26:46] 就是日本人是日本车
[26:48] 第一个在车子上
[26:49] 放杯子的置物架的车子
[26:54] 就是大家都
[26:54] 一个圆形的杯形框架
[26:58] 如何让消费者的体验程度来到最为舒服
[27:01] 包括日本的电梯
[27:03] 那个声音很愉悦
[27:04] 或者说不是愉悦
[27:05] 就是说关的时候
[27:08] 不会有那个机械金属的摩擦声等等
[27:11] 大家都在研究日本模式
[27:12] 到21世纪以后焦点又转向韩国
[27:15] 到三星到现代到SK海力士
[27:18] 韩国怎么会做成亚洲金氏雀
[27:21] 任何产业面它都有所触碰
[27:23] 而且达成了产业的跃升
[27:25] 到现在全球的AI供应链
[27:27] 核心又重新落回到台湾身上
[27:30] 从晶圆代工到先进封装到AI伺服器
[27:34] 世界之间再次集中在新的赢家
[27:36] 好像不用做品牌
[27:38] 不用让人家
[27:39] 让所有的2C的消费者记忆犹新
[27:42] 也能够走出自己的一条路
[27:44] 每个时代都以为眼前的霸主会永远强大
[27:48] 回过头看才发现
[27:49] 原来没有永远的主角
[27:51] 只有不断变化的时代需求
[27:53] 更有趣的事情是
[27:54] 每一次交棒的原因也不太相同
[27:56] 日本是输在泡沫和人口
[27:58] 韩国是赢在记忆体和全球化
[28:01] 台湾是搭上了AI的基建浪潮
[28:03] 没有人能够在20年前
[28:05] 准确预测到今天的局面
[28:07] 就好像我们大概今天也很难想象
[28:09] 20年后谁会接棒
[28:11] 也许是印度
[28:12] 也许还是台日韩
[28:13] 也许是东南亚
[28:14] 也许回流美国
[28:15] 甚至是现在还瞧不起眼的新兴产业
[28:18] 当看到这些兴衰的更替
[28:20] 我们才会理解
[28:21] 市场最大的规律
[28:22] 其实是不断的变化
[28:24] 强盛和衰落
[28:25] 繁荣和低谷
[28:26] 领先和落后
[28:28] 它都只是历史长河的一个阶段
[28:30] 所以我们以前常讲
[28:32] 讲说一开始交易
[28:33] 刚开始以为是在研究金融
[28:36] 深入之后
[28:37] 发现自己是在研究经济
[28:39] 再深入发现
[28:40] 原来我们是在研究政治
[28:42] 再走下去
[28:43] 原来是研究历史
[28:45] 然后就变成研究哲学
[28:47] 原来我们研究的是人性
[28:49] 理解了人性
[28:50] 去寻找背后的规律
[28:52] 看见了规律
[28:53] 又去寻找他的因果
[28:54] 因果当中看到了轮回
[28:56] 轮回当中感受到了无常
[28:58] 无常当中
[28:59] 原来一切皆空
[29:01] 阿弥陀佛
[29:02] 所以我们讲说
[29:03] 投资人最大的启示
[29:05] 就是不要压住谁永远第一
[29:07] 持续关注资本市场
[29:09] 人才和技术
[29:10] 其实你会发现
[29:11] 即便产业在台热汗当中
[29:13] 不断的轮替
[29:14] 可是最终技术的终端的授予权
[29:17] 在哪里呢
[29:18] 其实从过去50年的半导体历史当中
[29:21] 一直有一只无形的手在控制着你
[29:24] 它背后的专利权
[29:25] 授权
[29:26] 产业的轮廓
[29:27] 以及它要不要针对日本
[29:29] 开打日本半导体贸易战
[29:31] 对日本半导体课征200%的关税
[29:34] 它要不要对于中国半导体
[29:36] 采取科技禁令呢
[29:37] 那只无形的手
[29:39] 某种程度奠定着
[29:40] 50年来它一直都是霸卒
[29:42] 所以这是资产配置必定的一环
[29:44] 至于在台日韩当中
[29:46] 台湾无疑
[29:47] 现在已经成为人均GDP产值最高的
[29:49] 内部体制也正在快速的转捩
[29:51] 但是我们不能够跟大家保证
[29:53] 这个领先是10年
[29:54] 20年
[29:55] 50年
[29:56] 还是100年
[29:57] 你只知道周期会不断的轮替
[29:59] 看好科技趋势
[30:00] 拥抱大盘
[30:02] 也许是另外一种方式
[30:03] 给投资朋友多一些思考
[30:05] 好 台股下跌636点
[30:07] 收在45173点
[30:09] 持续于高位震荡
[30:10] 给投资朋友多一些参考
[30:11] 我们今天主要是跟投资朋友稍微梳理
[30:13] 在美国的AI行情带动底下
[30:16] 杠杆的加成来到一定极致以后
[30:18] 会做适度修正
[30:19] 只不过现在不管是看多
[30:21] 看空者
[30:22] 大家都还在放大杠杆
[30:23] 第二步是看到台日韩
[30:25] 三国之间的竞争和周期的轮替
[30:28] 大家都选择了对于自己有利的方向
[30:30] 但是时代就是这样子
[30:31] 变来变去
[30:32] 我们完全无法预料到
[30:34] 20年后会发生什么样的事情
[30:35] 我们只知道
[30:36] 科技会让人类的生产力不断的提升
[30:39] 这三个国家的竞争
[30:41] 三个社会的竞争
[30:42] 真的很难说
[30:43] 最后谁能够在10年之后脱颖而出
[30:45] 可是背后的大boss
[30:48] 至少这50年来没有什么太大的改变
[30:50] 给投资朋友多多去思考
[30:52] 如果喜欢我们的节目
[30:52] 记得帮我们订阅按赞加分享
[30:54] 我们就明天早上八点半
[30:55] 早晨财经速写读
[30:56] 再相见
[30:57] 祝各位投资朋友
[30:58] 看完顺利
[30:58] 操盘愉快
