[00:00] 投资朋友欢迎收听早晨财经速解读
[25:21] 这是我的想法
[25:22] 所以你说废判撑那么高
[25:23] 不正是那种
[25:24] 觉得你钱不一定收得回来
[25:26] 所以我先投资那些
[25:28] 正在卖产值
[25:29] 立即能够收到钱的企业
[25:30] 所以我觉得
[25:31] 我个人的看法是
[25:33] 目前并没有真实市场心理情绪
[25:35] 贪婪的泡沫
[25:36] 大家都是觉得
[25:37] 不一定能够成
[25:38] 不一定能够成
[25:39] 所以我就是对于你
[25:41] 高估值的保持高估值
[25:42] 但是我不太愿意做追加
[25:43] 我只愿意买那些
[25:44] 马上把钱给赚回来的
[25:46] 你像SpaceX
[25:47] 它的透支就很远
[25:49] SpaceX已经连续七个交易日下跌
[25:52] 这跌幅真重
[25:53] 累积其进跌了两成一
[25:55] 我们从高点这样跌下来
[25:57] 那也是腰斩
[25:58] 这种从刚挂牌到破发
[26:01] 下压的幅度
[26:02] 从本来人球第六大企业
[26:05] 现在跌到第八大企业
[26:07] 这一波修正的核心问题
[26:08] 当然不只是火箭计划
[26:10] 更重要的是
[26:11] 接下来SpaceX的卫星网路
[26:13] 和人工智慧的业务
[26:15] 一度进度延迟
[26:17] 那未来的营收和成长速度
[26:18] 也可能会因此而往下掉
[26:20] 相较之下
[26:21] 你看Meta7月份以来
[26:23] 已经上涨接近14%
[26:25] 受惠于新一代的人工智慧
[26:27] 和云端的运算布局
[26:28] 似乎你只要告诉市场
[26:30] 我现在是很精准的在花钱
[26:32] 你不用特别紧张
[26:33] 那市场上
[26:34] 反而给予你的估值评价
[26:36] 就比较能够有机会能够回来
[26:38] 当然了
[26:39] 更大的问题
[26:40] 我觉得还是来自于债市
[26:41] 因为我们知道
[26:42] SpaceX过去
[26:44] 在IPO没多久就发行了250亿美元的债券
[26:48] 结果信用利差快速的扩大
[26:50] 几乎等同于垃圾贷等级
[26:52] 股价刚IPO市场极度欢迎
[26:56] 结果债券市场发行了一个垃圾债
[26:59] 当然再次就会回过头来影响到股市的表现
[27:03] 所以市场评估AI投资周期会不会有重要转向
[27:06] 大概有几点
[27:07] 第一就是云端巨头
[27:08] 砸了那么多钱在AI上
[27:10] 现金流何时会吃紧
[27:12] 吃紧有没有被迫要收手的地步
[27:15] 收手不是不投了
[27:15] 会是投的幅度会要求来得更加精准
[27:19] 那大家就会稍微紧缩
[27:21] 那半导体容紧
[27:22] 当然就没办法一路向上
[27:23] 第二就记忆体价格太贵了
[27:25] 贵到会拖累成本
[27:27] 那就被迫要缩减AI支出
[27:28] 如果100亿
[27:31] 一面之后1亿是记忆体成本
[27:32] 但是现在100亿
[27:33] 一面有80亿都是记忆体成本
[27:35] 那怎么盖下去
[27:36] 那第三当然就是原物料价格的外溢效果
[27:39] 央行转为趋于强硬
[27:41] 那么接下来的融资计划
[27:42] 就有可能会稍微延后
[27:44] 所以IPO现在价格算是破发了
[27:46] 可是AI真正的泡沫考验
[27:48] 我个人的看法是
[27:50] AI概念股最近的回档
[27:52] 第一时间通常会认为是
[27:54] 是不是上礼拜
[27:56] 那个中国AI模型Kimi
[27:57] 或者财报疑虑所导致的冲击
[27:59] 但我觉得
[28:00] 它是两个更深层的问题
[28:02] 第一个就是杠杆的退潮
[28:03] 从韩国股市杠杆ETF
[28:05] 引发了断头
[28:07] 美国的期权伽马保护
[28:08] 正在消失
[28:09] 到融资追缴
[28:11] 引发更多的多杀多
[28:12] 它其实都是市场
[28:13] 正在主动的去降低风险
[28:15] 所以当资产价格
[28:16] 长期依赖杠杆推升的时候
[28:18] 价格下跌
[28:19] 它也不是因为基本面突然恶化
[28:20] 它只是融资收缩
[28:22] 放大了市场恐慌形成连锁性埋扬
[28:24] 第二就是刚才聊到的问题
[28:26] 大家真正关注的是
[28:28] 企业什么时候能够
[28:29] 把AI投资真正赚回来
[28:31] 科技巨头投了数兆美元
[28:33] 在建设AI
[28:34] 自由现金流越来越吃紧
[28:36] 那只越来越依赖发债之意
[28:39] 那很抱歉啊
[28:40] 现在通膨原油价格又开始反弹了
[28:43] 社长会担心啊
[28:44] 所以在这样效果底下
[28:45] 等同于啊
[28:46] 两个角度
[28:46] 一个是杠杆的影响
[28:48] 第二个是对于发债过程
[28:50] 来的更加省思啊
[28:52] 有时候我们讲说
[28:53] 先解决杠杆问题
[28:55] 然后再证明回本能力
[28:57] 它就是呼应本轮下跌
[28:59] 解决本场下跌最好的方式
[29:01] 我个人的看法是如此啊
[29:03] 最典型经典的故事嘛
[29:05] 那么女生去看医生
[29:07] 医生
[29:08] 我一直放屁
[29:09] 但完全不臭
[29:10] 也没声音
[29:11] 我竟然已经放了20个
[29:13] 你应该都没发现吧
[29:14] 那医生赶快开药给他
[29:15] 一周之后
[29:16] 女生就回来大骂
[29:18] 你给我什么药
[29:19] 我还是一直放屁
[29:20] 但现在臭到爆
[29:21] 医生说
[29:22] 你鼻塞治好了
[29:23] 接下来我们要治重听
[29:25] 这个经典故事
[29:27] 就跟我们现在看到的AI一样
[29:29] 现在不是AI不行了
[29:31] 竞争变激烈
[29:32] 真正的病因
[29:33] 并不是这些
[29:34] 医生现在不会急着
[29:35] 要处理放屁
[29:36] 先治好鼻塞再治重厅
[29:39] 市场也一样
[29:40] 你要第一步要解决的
[29:42] 就是先把杠杆给压下来
[29:44] 让市场回到一个理性的估值
[29:46] 然后现在就靠企业财报季了
[29:49] 来证明自己的回本能力了
[29:51] 未来几天就是美国股市在财报季
[29:53] 我们一方面要看
[29:54] 他们的资本支出
[29:55] 有没有继续增长
[29:56] 这是拖动我们费办
[29:58] 拖动我们卖产值企业
[30:00] 台厂能够持续向上的关键
[30:02] 可是更重要的事情是
[30:03] 那你的本怎么收回来呢
[30:06] 能不能推出更有效的产品呢
[30:08] 今天也给投资朋友多多一些思考
[30:10] 台北股市上涨686点
[30:13] 我们主要跟投资朋友稍微梳理
[30:15] 从原油价格的变迁
[30:16] 到股票市场的分歧
[30:18] 到市场杠杆的削减
[30:20] 到最后你会发现
[30:21] 只要能够解决回本问题
[30:23] 这件事情本人的下跌
[30:25] 它是很好治的
[30:26] 重点就是财报级的变化
[30:28] 如果喜欢我们的节目
[30:29] 记得帮我们订阅按赞加分享
[30:30] 我们在明天早上八点半
[30:31] 找成财经数据图再相见
[30:33] 祝各位投资朋友看完顺利
[30:34] 操盘愉快
