[00:00] 投資朋友歡迎收聽早晨財經速解讀
[24:53] 最重要的是AWS的未履约订单
[24:56] 已经从高到4960亿
[24:59] 这显示亚马逊很多的AI资料中心
[25:02] 它不是题材
[25:03] 它已经有大量的企业需求
[25:06] 亚马逊其实一直都是云端巨头
[25:08] 这一次包括Anthropy投资
[25:10] 再来的534亿的税前收益基本上都可以看得出来它的营收回馈幅度非常快尤其亚马逊过去有个惯性我们过去提过他每次碰到年线都谈每一次碰到上升趋势线
[25:21] 从97年以来的上升通道
[25:23] 没有一次真正跌破过
[25:25] 那现在碰到年线
[25:26] 果然第一根大谈已经正式出现
[25:28] OK
[25:29] 所以我们看这些财报
[25:30] 因为巨头的财报稍微
[25:33] 至少有一半已经公布了
[25:34] 过去几年你会发现
[25:36] 只要宣布提高资本支出
[25:38] 市场就愿意给巨头更高的评价
[25:40] 因为代表强心布局AI
[25:42] 扩大市占率
[25:43] 但现在市率矿已经改变了
[25:45] 投资人不再看单纯花多少钱
[25:47] 都在看钱花的值不值得
[25:49] 高资本支出
[25:50] 已经成为了市场的共识
[25:52] 这一波的下节
[25:53] 可能也跟这波资本支出
[25:55] 没有那么大的相关
[25:56] 可能更多是反映杠杆的去化
[25:58] 可是你至少看得出来
[25:59] 这些巨头的股价波动
[26:01] 市场是非常非常谨慎在看待的
[26:03] 连一毛钱给你高估都不愿意
[26:06] 所以AI竞争就变成
[26:07] 从比谁盖得更多
[26:09] 变成谁用的更有效率
[26:11] 同样一笔钱
[26:13] 谁能够创造更多的效率
[26:15] 就可以从七巨头
[26:16] 八巨头当中
[26:17] 获得更多的资本评价
[26:19] 你过去讲有一对新婚夫妻
[26:21] 太太欲望比较高
[26:24] 每天都要
[26:25] 老公觉得压力很大
[26:27] 完蛋
[26:27] 再这样子搞下去
[26:29] 一定残废
[26:30] 老婆这样子好了
[26:32] 从现在开始我要收费
[26:34] 这样子我才比较有保障
[26:36] 阳台的话就一次一千
[26:38] 厨房就一次两千
[26:41] 浴室的话就一次四千
[26:43] 卧室的话就一次一万
[26:46] 老婆恶话不说
[26:48] 直接拿一万块
[26:49] 老公你看
[26:50] 好吧
[26:51] 那我们卧房见
[26:52] 老婆说等一下
[26:54] 是阳台
[26:56] 十次
[26:57] 所以有时候我们用同样的一笔钱
[27:02] 谁能够创造更多的效率
[27:04] 谁就能够获得更多
[27:06] 现在资本市场的高评价
[27:08] 过去我们只要看到巨头提高资本支出
[27:10] 就愿意给他更高的估值
[27:12] 但很抱歉
[27:13] 现在肯定高资本支出已经不再是利多
[27:16] 投资人最关注的就是同样一笔资本支出
[27:19] 你究竟能不能创造更多的算力
[27:22] 更多的AI服务
[27:23] 带来更高的营收和现金流
[27:24] 不是花更多钱
[27:26] 是把同样的一笔钱用的更有效率
[27:29] 看得出来市场对于这些巨头的评价
[27:32] 已经有了显著的改变
[27:33] 好8点59分
[27:35] 最后我们来跟投资朋友来观察一下
[27:38] 没有股市失控
[27:40] 还没开盘
[27:40] 59分而已
[27:41] 我的错觉
[27:43] 以前这种下跌
[27:45] 因为这次集结
[27:46] 部分个股跌幅蛮大的
[27:48] 大盘跌幅还好
[27:50] 但是科技股
[27:50] 晶片股跌幅也蛮重的
[27:52] 通常以前这种下跌
[27:53] 大家都会找战犯
[27:55] 因为以前我们常被人家
[27:57] 戏称死多头
[27:58] 其实我还是针对左侧
[28:00] 我们针对周期投资
[28:01] 我认为我也不算死多头
[28:03] 但由于我是科技乐观论者
[28:04] 我基本也不否认
[28:06] 算半个死多头
[28:08] 通常我们是空头战犯
[28:10] 比如说关税战爆发
[28:11] 美伊战事
[28:12] 总是要有一些情绪出口
[28:14] 这次我不知道是不是
[28:16] 因为我们观众素质变高了
[28:19] 还是大家真的都不追高
[28:20] 都是三月份买股票
[28:22] 所以都没受伤
[28:23] 感觉好像聊天室的气氛
[28:25] 还蛮不错的
[28:26] 该不会这个节目
[28:28] 没有人在听财经
[28:29] 我们是正直的财经节目
[28:33] 坐着正
[28:34] 车才开得直
[28:35] 没人听财经
[28:36] 那我们来导读一下书好了
[28:38] 每个礼拜
[28:38] 我们都会跟投资朋友导读一本书
[28:40] 今天导读的这本书叫做
[28:42] 马斯克宝典
[28:44] 马斯克宝典这本书
[28:46] 从颠覆矽谷到打造太空帝国
[28:49] 这本书当然不是他写的
[28:50] 这本书是美国著名的作家
[28:54] Podcast主持人艾瑞克乔根森
[28:56] 他基本上长期部落格就已经写了
[28:59] 好多年了
[29:00] 应该有十年以上了
[29:01] 也娱乐了全球超过百万名读者
[29:04] 那里头他的代表就是什么
[29:06] 就是纳瓦尔包点
[29:07] 他的全球读者有突破百万
[29:09] 那这一次他是用不同角度
[29:11] 来看待马斯克真正学习的地方
[29:14] 当然不是学习他如何成为世界首富
[29:16] 而是他的所有作为
[29:18] 始终推动着人类文明的延续和繁荣
[29:21] 先看台股
[29:22] 台股上涨2583点
[29:24] 就在42517点
[29:26] 这样一想好像资本支出调太高
[29:29] 太多梦想
[29:29] 好像股价也不适合涨太多
[29:32] 所以如何一步一步的脚踏实地的
[29:35] 让他的梦想能够逐步实现呢
[29:37] 你想想看从他创办Pebble
[29:39] 到特斯拉到SpaceX
[29:41] 他其实在做的事情
[29:43] 都是不断的去挑战那些
[29:45] 被外界认为不可能完成的目标
[29:47] 甚至同时在电动车
[29:49] 和民间太空产业
[29:50] 创造历史性的突破
[29:51] 那作者就用这些案例
[29:54] 希望读者可以理解
[29:55] 伟大的创业家
[29:56] 肯定不是单纯追求财富
[29:59] 他是先找到一个
[30:01] 值得投入一生的问题
[30:03] 再透过极致的执行力
[30:05] 将理想变成现实
[30:07] 所以全球最有价值的企业
[30:09] 现在大部分
[30:09] 都是由工程
[30:11] 由科技
[30:12] 由创新来驱动
[30:13] 创造者正在取代传统
[30:16] 依赖权力
[30:17] 获得资源
[30:18] 累积财富的人
[30:19] 成为推动世界
[30:20] 前进的核心动力
[30:21] 我们过去跟投资朋友提过
[30:23] 马斯克
[30:24] 大概人生有重要的三个拼图
[30:26] 一个是马斯克的童年
[30:28] 他的童年
[30:29] 这是他的说法
[30:30] 说马斯克小说很喜欢阅读
[30:31] 周末一天可以读两三本书
[30:34] 那马斯克的看法就是
[30:35] 他读完任何东西都能够记忆深刻
[30:38] 甚至连大英百科全书都能够轻松记住
[30:41] 很多人说他是天才
[30:43] 他的概念是
[30:44] 他只读自己有兴趣的书
[30:46] 就每一本书他都是有兴趣
[30:48] 他才记得下来
[30:49] 这是第一个前提
[30:50] 那第二个就是
[30:51] 马斯克的童年当然也很不幸
[30:53] 因为他喜欢阅读
[30:54] 但是小的时候他不善于与人交谈
[30:57] 有时候按字面意思去理解别人的对话
[30:59] 那有时候就会造成一些冲突
[31:01] 那马斯克年纪最小
[31:03] 个头在学校是最矮的
[31:05] 也不太会交朋友
[31:06] 所以他常常讲说
[31:07] 小时候在学校里会被霸凌
[31:09] 被殴打嘛
[31:10] 然后有一次头还被打肿了
[31:12] 打到那个他还要做矫正手术
[31:14] 修复鼻子里面的组织啊等等
[31:17] 那这些性格啊
[31:18] 都影响到他未来的势质变化
[31:20] 包括他跟他父亲的关系都是如此啊
[31:23] 所以我们才讲说
[31:24] 这个行情走到这个地步
[31:26] 你要了解说
[31:27] 每个人啊
[31:28] 能够成长到现在的位阶
[31:30] 成长成现在的成就
[31:32] 他始终会经历过
[31:34] 不能说是磨难
[31:35] 而是每个人的个人经验不同
[31:37] 塑造成现在的一个个性
[31:39] 那如何从不同的书籍
[31:40] 不同的案例
[31:41] 去了解这个人
[31:42] 他是如何带领着
[31:44] 全球现在有更进一步的梦
[31:46] 虽然现在好像
[31:46] 你太高的梦想
[31:48] 好像国家会跌
[31:49] 但是没有这个人的梦想
[31:51] 我们要怎么挺进这个世界呢
[31:53] 没有他的特斯拉
[31:55] 我们现在怎么会
[31:56] 对于电动车的
[31:57] 接受意愿程度来得这么高呢
[31:59] 没有他对于未来机器人
[32:01] 叙事的梦想
[32:02] 我们的AI挺进幅度
[32:03] 可以来得这么快吗
[32:04] 所以本书我也推荐给投资朋友
[32:07] 如果大家有兴趣的话
[32:08] 也可以把这本书买回家
[32:09] 好不好
[32:10] 那我们也一样
[32:11] 出版社很大方
[32:11] 会抽出两本书
[32:13] 送给我们的投资朋友
[32:14] 如果大家有兴趣
[32:14] 欢迎在我们直播结束之后
[32:16] 在底下留言
[32:17] 留下你对于本节目
[32:19] 对于本书的想法
[32:20] 我们等礼拜一
[32:21] 就请小编抽出两本书
[32:23] 送给我们的投资朋友
[32:25] 好 台股一样
[32:26] 说在42,622点左右
[32:29] 我们今天主要跟投资朋友分享
[32:31] 两大层面
[32:32] 一大层面当然是
[32:33] 杠杆去化的程度表现为何
[32:36] 这在韩股
[32:36] 这在美国股市都有
[32:38] 台湾其实融资清洗
[32:40] 也不能说不干净
[32:41] 但是至少已经碰到130了
[32:43] 从民间融资维持率
[32:45] 但是第二件事情
[32:46] 有些人他是一辈子洗不掉的
[32:48] 包括存股租
[32:49] 包括他可能开启质押
[32:52] 可是购买ETF的方式
[32:53] 包括购买重大全职股
[32:55] 你要把它洗掉
[32:56] 我认为是有点困难的
[32:58] 那当然第二个部分
[32:59] 还是来自于
[33:00] 可是市场的评价也正在改变
[33:02] 所以在现在反弹的过程当中
[33:04] 你选择减码似乎也是对的
[33:07] 你选择持续在低乖离的
[33:10] 或者低基期的股票
[33:11] 进行加码也是对的
[33:13] 差别就在于股票
[33:14] 但是如果是从整个大盘权重来看
[33:16] 那我们的态度一直以来
[33:18] 都是很明显的
[33:19] 但是对于个股
[33:19] 的确有些个股
[33:21] 这是要回到历史新高
[33:23] 有点难度了
[33:24] 但是台积电会不会创立率新高
[33:26] 一定会
[33:26] 所以这就是各自的选择了
[33:28] 也给投资朋友做些参考
[33:30] 就零四分
[33:30] 如果喜欢我们节目
[33:31] 记得帮我们订阅按赞加分享
[33:33] 我们就明天早上
[33:34] 礼拜一早上八点半
[33:35] 早晨财经速写图再相见
[33:37] 祝各位投资朋友
[33:38] 看盘顺利
[33:39] 操盘愉快
