[00:00] 投资朋友欢迎收听早晨财经速解读
[24:58] 印尼是580次
[24:59] 南韩是零次
[25:01] 所以你可以完全理解
[25:02] 南韩对于核能相对没有这么担忧的原因
[25:05] 就没地震
[25:07] 所以在这样效果底下
[25:08] 我们看全球的核能发电
[25:10] 开始陆续回到一个上行规模
[25:13] 现在全球建最多的
[25:14] 很明显还是中国
[25:15] 有32座核电厂正在建制
[25:19] 俄国是7座
[25:20] 印度是6座
[25:21] 现在美国市场压力也很大原因在于美国现在即便已经放松监管但是还没有具体的核能反应炉正在兴建当中现在最主流的新一代核电
[25:32] 就正式已经商用的是AP1000
[25:35] 它的核心逻辑
[25:36] 是用简化系统
[25:38] 加上被动安全来降低风险
[25:40] 整个发电流程
[25:41] 如果我们细看
[25:41] 它感觉很直观
[25:43] 就反应炉产生热
[25:44] 然后把高压水送到蒸汽产生器
[25:47] 再用蒸汽去推动涡轮发电
[25:49] 再用冷凝回水来循环
[25:51] 但关键并不是流程
[25:52] 是安全设计
[25:53] 相对于辅导事件比较起来
[25:56] 已经采取很大改变
[25:57] AP1000的最大改变就是
[25:59] 它已经不再完全依赖外部电力
[26:01] 或者复杂机械
[26:02] 它用重力
[26:03] 自然的对流和压力差来散热
[26:05] 比如说上方的水箱
[26:07] 它可以在过热的时候
[26:08] 自动灌水降温
[26:09] 外部的空气自然对流会带走热量
[26:12] 甚至在停机的情况底下
[26:13] 也能够维持冷却
[26:14] 也就是说
[26:15] 现在AP1000最大的问题就是
[26:17] 要解决那个辅导之后
[26:20] 最核心的问题
[26:21] 如果一切都失效了
[26:22] 人都跑了
[26:23] 都坐直升机跑走了
[26:25] 反映如他能不能自己安全下来呢
[26:27] 这个就是目前新一代核能的竞争
[26:30] 我们离SMR有一段距离
[26:32] 离核融合有一段距离
[26:33] 那如何主导一个趋势
[26:35] 就是发生意外的时候
[26:36] 他可以自己把自己降温下来
[26:39] 这是安全机制
[26:40] 看待市场新一波的接受条件
[26:42] 当然我们回过头来看
[26:44] 俄罗斯的能源转型
[26:45] 目前基本上也遇到极大的难关
[26:48] 欧洲这几年
[26:49] 当然在核能态度上有比较大的转变
[26:52] 可是即便对于俄罗斯的石油和天然气依赖正在降低
[26:56] 那现在另一个问题来了
[26:57] 欧洲对于俄罗斯提供的浓缩钥
[27:01] 仍然具有高度依赖
[27:02] 即便乌俄战是已经打了四年
[27:04] 俄罗斯还是供应了欧洲有接近四分之一左右的核燃料
[27:08] 那可以理解为什么法国政府有时候态度就比较模棱两可一点
[27:12] 那法国是欧洲核能大国
[27:15] 结果核燃料有四分之一还是来自于俄罗斯
[27:18] 关键不只是价格便宜
[27:19] 是替代供应不足
[27:21] 加上政策缺乏明确方向
[27:23] 所以在这样效果底下
[27:24] 俄罗斯在欧洲的
[27:26] 核燃料的相对供给
[27:28] 跟中国在稀土市场的影响力
[27:31] 其实差不多
[27:32] 所以如果我们实际观察会发现
[27:35] 现在虽然欧洲各国
[27:36] 还在表面制裁俄罗斯
[27:38] 但实际不管是对于
[27:40] 部分天然气
[27:41] 还是对于浓缩钥的依赖
[27:43] 其实都还是存在的
[27:45] 那法国当然是现在
[27:47] 欧洲核能发展的龙头
[27:49] 但是欧洲的能源转型
[27:51] 现在还是遇到
[27:52] 比较大的一个分裂
[27:53] 因为法国现在有57座
[27:55] 而且在今年已经拍板
[27:57] 还要再建6座
[27:58] 来降低针对化石燃料的依赖
[28:00] 在2035年以前
[28:01] 预估要把化石燃料
[28:03] 降低到30%
[28:04] 那台湾是80%
[28:05] 所以也就代表着
[28:07] 接下来可能会进一步
[28:09] 把核能这条路径
[28:10] 来得更为稳确
[28:11] 可是欧洲在气候政策上
[28:13] 还是有一点区分
[28:14] 比如说
[28:15] 有些欧洲国家是认为
[28:16] 可能是可以进一步发展的
[28:18] 但有些人呢
[28:19] 认为风电和太阳能
[28:21] 才是应该推行的方向
[28:23] 可是呢
[28:23] 现在美国又要求欧洲增加LNG
[28:25] 所以化石燃料
[28:26] 好像短期内也无法下滑
[28:28] 欧洲市场跟亚洲市场都差不多
[28:30] 大家都在能源政策当中
[28:32] 持续的摇摆
[28:33] 压力非常大
[28:34] 好我们回过头来看
[28:35] 没有股市在礼拜五下跌443点
[28:38] 0.96%
[28:39] 收在45,677点
[28:42] 标普下跌100点
[28:43] 1.51%
[28:44] 收在6,506点
[28:46] 纳指下跌443.2.01%
[28:48] 在21647点
[28:50] 非半下跌192.2.45%
[28:52] 收在7670点
[28:54] 市场很明显
[28:55] 去AI化效果比较大
[28:57] 标普和纳指跌幅比较重一点
[28:59] 如果我们细看
[29:00] 其实从当前各大板块
[29:03] 涨幅最多当然是能源板块
[29:05] 涨了32.7%
[29:06] 其他像是必须消费类品
[29:08] 公用事业
[29:08] 工业和原物料
[29:09] 偏防御的产业
[29:11] 还是正报仇
[29:12] 标普现在是一半收涨
[29:14] 一半下跌
[29:15] 下跌的那就很明显了
[29:17] 比如说像SPY XLK XLV
[29:20] 或者消费性电子产品
[29:22] 金融股反而跌最重的
[29:24] 很多私人信贷股
[29:25] 目前也遭受到极大的卖压
[29:27] 所以这种全面性的下跌模式
[29:30] 大家最为担心
[29:31] 就是现在美国股市
[29:33] 至少科技股当中
[29:34] 下跌有顺应着
[29:36] 防御性能源股的上涨
[29:39] 但是从全资产来看的话
[29:41] 现在全球已经有60%资产收跌了
[29:45] 如果我们把那个涨幅
[29:46] 不到1%的给剔除
[29:47] 全球只剩下三项资产还在上涨
[29:50] 一个是大宗资产
[29:51] 一个是黄金
[29:52] 一个是科转债
[29:53] 其他几乎都在下跌了
[29:55] 所以我们才讲说
[29:55] 这次大家比较担心的
[29:57] 并不是股市的下跌
[29:58] 而是不只是股债双杀
[30:00] 黄金也跟着下杀
[30:02] 特别股所有资产都在往下跌
[30:05] 那这就成为投资人的
[30:06] 成本投资的谬误
[30:08] 就是我们过去讲说
[30:10] 那个沉默成本的部分
[30:11] 就是已经跌了这么多
[30:12] 不甘心卖
[30:13] 但是逻辑又反过来
[30:15] 如果你当时是依据基本面
[30:17] 和长期价值买进的时候
[30:18] 短期波动好像就不应该动摇
[30:20] 可是现在所有资产都在跌
[30:21] 又很紧张
[30:22] 所以我觉得
[30:23] 我们还是要回过头来看
[30:24] 你当时买进的理由
[30:26] 到底有没有改变
[30:26] 你当时因为AI买进了
[30:28] 现在是因为AI泡沫破灭了吗
[30:30] 因为AI没办法提升生产力了吗
[30:32] 如果是这样子
[30:33] 你再卖出吗
[30:34] 如果不是
[30:34] 那你就要了解
[30:35] 它只是一个外部性冲突
[30:37] 一样的
[30:38] 如果你是因为外部性冲突而买入
[30:40] 那外部性冲突看起来更加恶化
[30:42] 那你当然会做相对应的调整
[30:44] 所以最重要的还是来自于
[30:45] 投资人的沉默成本
[30:47] 很多人抱着部位
[30:48] 也不一定是因为他有价值
[30:50] 而是因为叠了这么多不甘心卖
[30:52] 那同样的
[30:53] 如果你是因为基本面
[30:54] 和长期投资来买进
[30:56] 那短期波动就不应该动摇
[30:58] 那男的说
[30:59] 我们还是离婚吧
[31:01] 女的吓了一跳
[31:02] 男的说我们在一起五年了
[31:04] 第一年我阿嬷没了
[31:06] 隔年我阿公没了
[31:08] 第三年我舅舅没了
[31:09] 第四年我舅妈没了
[31:11] 第五年我姑姑刚走
[31:14] 女生说那只是巧合
[31:15] 你不要太迷信
[31:17] 男的说我们家都要团灭了
[31:20] 女的说可是如果真的离了
[31:22] 他们不就白死了吗
[31:24] 沉默成本的谬误
[31:27] 就是一档股票买了很久
[31:29] 耗了很多钱
[31:29] 耗了很多心力
[31:30] 结果你去判断它未来还有没有价值
[31:32] 而是一直想着
[31:35] 我都撑这么久了
[31:36] 卖掉前面是不是很白
[31:37] 你如果卖掉的原因
[31:41] 或者买入的原因
[31:42] 跟你一开始卖出
[31:44] 跟买进的原因不同
[31:45] 它就会形成相当大的误判
[31:47] 所以我还是觉得
[31:48] 大家应该要回过头来看
[31:50] 你当时的买进原因
[31:51] 到底有没有出现剧烈改变
[31:53] 如果你不是因为
[31:54] 地缘政治的原因去买入的话
[31:56] 那你最好要了解
[31:57] 你买进的原因
[31:58] 才是你最后卖出的理由
[32:00] 所以我们到时候
[32:00] 3月28号礼拜六晚上8点钟
[32:02] 26年财经号角第二阶级金融会
[32:05] 我们到时候
[32:05] 再来跟投资朋友推演一下
[32:07] 我个人针对本市回涨的看法
[32:09] 我们到底要把它视为一种
[32:11] 危机爆发的前戏
[32:13] 还是要是一个
[32:14] 充满着史诗级的机会
[32:17] 来做观察呢
[32:18] 来跟投资朋友做一些思考了
[32:19] 当然了后续股市问题
[32:21] 因为今天时间因索就零四分了
[32:23] 我们再来跟投资朋友做一些追踪
[32:24] 我们今天主要聊的几个方向
[32:26] 一方面是来观察
[32:28] 当前的中东地缘冲突
[32:30] 时间线开始来到礼拜二
[32:32] 礼拜二到底会发生什么事情呢
[32:34] 很难说
[32:34] 但它是一个时间线的情绪对凸口
[32:37] 第二是我们看到全球能源结构
[32:41] 在这段时间出现了剧烈的转变
[32:43] 亚洲能源经济体的转变
[32:45] 某种程度也是呼应着当前的新变局
[32:48] 可是这新变局也不要想得太短
[32:50] 好像是在为了因应中东
[32:52] 而是因应AI
[32:53] 那就代表着有些领导人
[32:55] 开始以更长远的格局
[32:57] 来看待长期的发展局势
[32:59] 以及降低针对中东的依赖
[33:01] 最后美国股市
[33:02] 美国债券黄金什么都在折
[33:05] 什么都在跌
[33:06] 这是市场上最为担心的
[33:07] 如果具有再平衡的作用
[33:09] 那大家还会想说
[33:10] 哪里有机会
[33:11] 可是什么都在跌
[33:12] 恐慌情绪就会快速的放大
[33:14] 但是这也是标准的
[33:16] 由通膨所担忧的熊市所引起的
[33:19] 正常的熊市需求偏弱
[33:21] 通膨跟着下滑
[33:22] 那避险资产会因此而上涨
[33:24] 现在避险资产风险资产
[33:26] 全部都在下跌
[33:27] 就代表着市场现在变成了
[33:30] 处处是机会
[33:31] 可是不知道哪一个更便宜
[33:33] 那我们后续再跟投资朋友
[33:34] 做进一步追踪
[33:35] 台股下跌900点
[33:36] 刷32575点
[33:38] 已经盘很久了
[33:40] 我们重点还是要观察
[33:41] 纳斯达克和标普的情况
[33:43] 美国股市的情势
[33:45] 远远比台股还要来得更加危急
[33:47] 也给投资朋友做一些思考
[33:48] 如果喜欢我们节目
[33:49] 记得帮我们订阅按赞加分享
[33:50] 我们就明天早上半点半
[33:52] 早晨财经4点多再相见
[33:53] 祝各位投资朋友看盘顺利
[33:55] 超盘愉快
