[00:00] 投资品欢迎收听早晨财经速解读
[24:44] 但是你在贫富差距扩大的同时
[24:47] 还侵蚀掉我的购买力
[24:49] 那我就要用选票来做回应了
[24:51] 我们举例来说
[24:52] 在美国现在最上层的1%的人
[24:55] 大概握有31.9%的美国总财富
[24:57] 如果加上接下来的9%
[24:59] 前10%的美国人
[25:01] 大概吃掉了美国68%的财富
[25:04] 而最底层的50%的人
[25:06] 大概只有分到美国总财富的2.5%
[25:09] 那过去都是能够接受就接受了
[25:11] 后面那50%
[25:12] 就是你要让我的日子过得去
[25:13] 我就算了
[25:14] 可是现在就不一样了
[25:16] 因为这种通膨的拉伸
[25:18] 它会使得中期选举压力越来越大
[25:20] 所以我们要看一下
[25:21] 是否会有新一波的经济刺激政策
[25:23] 在中期选举前陆续的推出
[25:25] 否则我们要清楚知道
[25:26] 市场上的压力
[25:28] 它可能会陆续的传导到
[25:30] 当前川普的政策氛围那AI的资料中心新建潮就有必要立即停止以防跟民间来争点所以我们讲说川普现在最大的挑战你说中东问题嘛
[25:42] 是美中之间的合约嘛
[25:44] 那最重要的是要赶快把那个体感的购买力做有效提升
[25:48] 大家在短时间内赶快去挽回这些人的信心
[25:51] 你要知道现在是消费在透支
[25:53] 心智追不上财富分配的恶化
[25:55] 那中期选举前的每个月
[25:57] 他都是跟选民的信心来做拉扯
[26:00] 所以我觉得
[26:01] 可能要在很短的时间内
[26:03] 要赶快出入一些具体的政策
[26:04] 来挽回这些人的信心
[26:06] 不管民调的弱势
[26:08] 很容易在选举时
[26:10] 就被放大成实际席次的流失
[26:12] 那到时候又要被弹劾
[26:14] 压力也很大
[26:14] 所以要赶快挽回这些人的信心
[26:16] 所以现在他每天都在白宫
[26:18] 唱周杰伦的歌
[26:19] 这感觉已经不对
[26:22] 我努力再挽回
[26:23] 要挽回
[26:24] 要赶快挽回
[26:25] 浩哥这天心情不错
[26:27] 还不错
[26:29] 还不错
[26:30] 就是分叉难过了一点
[26:31] 刚才我们有提到
[26:33] 说这一波
[26:33] 为什么我们讲说
[26:34] 如果再这样子下去
[26:36] 可能AI资料中心的建制计划
[26:38] 就要受到白宫的制停
[26:41] 或者白宫的喊停
[26:42] 我们看科技扩张
[26:44] 撞上农村反弹之后
[26:45] 所形成的副作用
[26:47] 现在美国大量的资料中心
[26:48] 正在往缺水最严重的地方
[26:51] 来做集中
[26:51] 像亚利桑那
[26:52] 德州
[26:53] 这些本来就高度缺水的区域
[26:55] 现在变成了AI基础建设的重镇
[26:57] 像伊利诺州
[26:58] 形成了一个大型剧弱
[27:00] 资料中心现在又是一个极度耗电耗水的产业
[27:02] 那水是要用来冷却伺服器嘛
[27:05] 那这些新建计划很多都是落在极高水压力区
[27:09] 跟农业跟民生用水来进行抢电
[27:11] 再看一下美国的用电成长
[27:13] 那几乎就是被资料中心硬给拉上去
[27:15] 整体而言大概翻了四倍到五倍
[27:18] 预估到2030年
[27:19] 这也意味着电网能源投资电价结构
[27:22] 已经陆续反映在各州
[27:24] 所以现在变成一种效果
[27:25] 在美国农民现在变得越来越稀缺
[27:28] 农地也越来越稀缺
[27:30] 那2000年以来
[27:31] 各区的农地价格几乎全面上涨
[27:34] 除非就跟龙潭一样
[27:37] 就是以后大家都不要种地了
[27:39] 也不要种茶了
[27:40] 那以后就卖给资料中心
[27:42] 现在太平洋沿岸的玉米袋
[27:44] 接近每英亩1万美元的水准
[27:47] 即便是相对过去比较落后的东南部
[27:50] 现在美国的农价都开始疯狂上涨了
[27:53] 到处都是资料中心的新建造
[27:55] 所以这一系列形成的副作用
[27:57] 正在涌现当中
[27:59] 时间不太够了
[28:00] 我们最后再聊一下
[28:01] 东亚地区的PNI好了
[28:03] 刚才聊到美国的PNI
[28:05] 它的库存拉升
[28:06] 很明显是数据的转好
[28:08] 其实是对于通膨的担忧
[28:10] 台湾呢
[28:11] 台湾最新所公布的PNI数据
[28:13] 这一次就非常非常亮丽
[28:15] 来到60了
[28:17] 这个高强度增长
[28:19] 整体而言
[28:20] 创下四年半以来的
[28:22] 最快的扩张幅度
[28:23] 表面上景气还是非常强
[28:24] 当然我们要知道
[28:26] 企业现在也有一些提前拉货效果
[28:29] 所以备的货稍微多一点
[28:30] 也把数据给提高
[28:31] 那第二呢
[28:32] 是当前第一季出口强劲
[28:34] 所以对于第二季
[28:35] 开始有进一步的乐观
[28:37] 甚至会第三季来做准备
[28:39] 包括现在记忆体报价上涨等等
[28:41] 都有提前库存的提前备货
[28:43] 那最后就是
[28:44] 目前半导体和电子零组件
[28:46] 还在提高报价
[28:47] 所以总体价值仍然在持续提升过程当中
[28:51] 其实我们看这次
[28:52] 不管是欧元区台湾或者南韩
[28:55] PNI数据已经连续几个月
[28:57] 上升通道完全打开了
[28:59] 这些也就代表着
[29:00] 全球的制造业
[29:01] 陆续进入到复苏格局
[29:03] 只不过大家都是由AI
[29:04] 作为单一带动的一个拉抬对象
[29:07] 稍晚我们再来跟投资朋友聊
[29:09] 台湾现在所面临的挑战
[29:11] 跟美国一样
[29:12] 是否有两极化的冲击呢
[29:14] 毕竟我们知道
[29:15] 台湾在最新公布的
[29:17] 整体贫富差距指数
[29:19] 我们根据安联的数据
[29:20] 来做一系列统战
[29:22] 来看一下
[29:22] 很明显
[29:23] 台湾目前财富累积的速度加快以后
[29:26] 贫富差距
[29:27] 金银系数已经来到0.6了
[29:29] 那0.6是什么样的一个位阶呢
[29:31] 比日本高了
[29:32] 日本是0.54
[29:33] 南韩是0.57
[29:35] 所以台湾现在的贫富差距
[29:37] 看起来是比日本和南韩来得高的
[29:40] 那你很正常吗
[29:41] 台湾南京GDP已经超过日韩了
[29:43] 你说心智没有超过
[29:44] 所以我们讲这个有贫富差距的问题
[29:46] 但是你的老板肯定比日本老板
[29:50] 韩国老板有钱
[29:51] 你要对自己的老板有信心
[29:53] 但个体而言跟美国一样
[29:55] 落差开始逐步的涌现
[29:57] 甚至我们看一下
[29:58] 传统制造业的部分
[29:59] 真实来看
[30:00] 的确目前制造景气灯号
[30:02] 大概还在绿灯到黄蓝灯左右
[30:05] 持续的游走
[30:06] 景气灯号都已经红灯多久了
[30:08] 制造业怎么会那么差
[30:09] 台湾不就靠制造业吗
[30:10] 没有
[30:10] 台湾是靠AI科技业
[30:13] 制造业传统产业
[30:14] 这个本身还在缓步的复苏过程当中
[30:17] 没有像去年中旬这么惨
[30:19] 去年的关税战争快死人了
[30:20] 可是现在呢
[30:21] 在一个缓步的复苏之路
[30:23] 一样内需消费耐久才也是如此
[30:26] 4月份整体新车市场的买气还是偏弱
[30:29] 单月挂牌量3.1万辆
[30:31] 年减还是有4.5%
[30:33] 说明消费动能
[30:34] 虽然现在关税战已经来到尾声
[30:36] 但是也没有这么高强度的回补意愿
[30:39] 所以在这样的一个效果底下
[30:41] 它就形成了台湾的新一轮半导体格局
[30:44] 我们看最近科技业的爆发
[30:45] 个人所得税的比例
[30:47] 最近大家开始报税了
[30:48] 越来越小了
[30:49] 台湾现在个人所得税
[30:51] 只有占25%
[30:52] 公司已经占30%了
[30:54] 消费占29%
[30:55] 财产15%
[30:57] 那你对照其他国家
[30:58] 你就看得出来
[30:59] 你像丹麦美国
[31:00] 基本上都是个人所得税为主
[31:03] 台湾的个人所得税
[31:05] 你作为小虾米
[31:07] 你缴的税都比公司缴的少了
[31:09] 所以这就代表着
[31:10] 公司体量正在快速的扩大
[31:13] 那过去我们也讲过
[31:14] 台湾的税收结构
[31:15] 比较鲜明的特点是
[31:16] 高度的偏向直接税
[31:18] 70.8%
[31:20] 不只是首次突破七成
[31:22] 也明显高于日本韩国英国法国
[31:24] 等主要经济体
[31:25] 直接税跟间接税的区别在于
[31:28] 直接税是直接对于纳税人课税
[31:30] 像所得房屋地价
[31:31] 那这算是一种
[31:32] 跟个人或者企业财力直接挂钩
[31:35] 那间接税呢
[31:36] 是透过交易和消费的间接课税
[31:38] 实际负担可以转嫁给别人
[31:40] 像营业税或者关税
[31:42] 所以从租税理论来看
[31:44] 直接税是无法直接转嫁的
[31:46] 所以政府可以
[31:47] 直接针对所得和利润来课税
[31:49] 有利于调节失误分配
[31:50] 相对的间接税
[31:51] 可以转嫁到价格当中
[31:53] 征收的效率比较高
[31:54] 台湾的现在结构很明显
[31:56] 它就更为偏向于公平导向
[31:59] 就是谁赚最多钱谁付
[32:00] 公司赚最多公司付
[32:01] 一般人没什么钱
[32:02] 皮肤差距扩大就不克了
[32:04] 所以代价就是
[32:05] 这种税之后对于景气循环
[32:07] 就非常敏感了
[32:08] AI好税收大增
[32:09] AI不好税收就大减
[32:11] 所以我们看到
[32:13] 整个台湾的财政结构
[32:14] 也开始跟国际经济高度联动了
[32:17] 你当然问我
[32:18] 说浩哥喜欢直接税还是间接税
[32:20] 我是比较不喜欢直接税了
[32:23] 因为我比较闷骚
[32:24] 有时候直接税
[32:26] 没感情的我真的没办法
[32:29] 好歹要有前戏
[32:30] 但也不是不行
[32:32] 你看美国人
[32:32] 直接税的比例有九成
[32:34] 我好像也可以接受
[32:35] 不是
[32:35] 好9点04分
[32:37] 台股上涨89点
[32:38] 收在40794点
[32:40] 我们今天聊的范围比较广
[32:42] 本质上油价代表的是风险正在累积
[32:45] 但是PNI讯号
[32:47] 它的成长动能
[32:48] 就开始反映这种油价累积的虚胖
[32:50] 油价越高
[32:52] 经济数据越好
[32:53] 可是PNI的数据越好
[32:55] 不是因为我们的消费动能成长多快
[32:58] 是因为企业怕得要命
[33:00] 怕你又要涨价
[33:01] 先多买点货
[33:02] 多买点货数据变好了
[33:04] 好那再来呢
[33:05] 是台湾和美国的PNI
[33:06] 目前维持在一个均衡的成长过程当中
[33:09] 可是内部的计划现象
[33:11] 又变得更为显著了
[33:13] 美国在中期选举的民调或者压力
[33:15] 应该很快就可以涌现
[33:16] 这种内部的反扑
[33:18] 台湾市场也是如此
[33:19] 所以我们看到税收差距的弱化
[33:21] 传产复苏的乏力
[33:23] 还有吉尼系数
[33:24] 相对于日韩看起来更为严重了
[33:26] 这都是我们面临一个新的AI时代
[33:28] 被迫所面临的挑战
[33:30] 所以我们今天聊的范围的确比较广
[33:32] 从油价
[33:32] 从美国
[33:33] 从台湾的数据来做交叉比对
[33:35] 你会发现
[33:36] 这就是一个新的时代
[33:37] 这个新的时代
[33:38] 有些人还尝试的在本业里头
[33:41] 尝试的做突破
[33:42] 能不能跟上AI
[33:43] 有些人
[33:44] 直接用股市的方式参与AI了
[33:47] 我有个500万
[33:48] 到底是开经咖啡厅
[33:50] 来做做我的退休生意好
[33:52] 还是我干脆就投资台积电就好了
[33:54] 这是一个重大的分歧
[33:55] 一旦思维一转变
[33:57] 整个社会的结构环境
[33:59] 也跟着转变了
[34:00] 给投资朋友做些思考
[34:01] 如果喜欢我们节目
[34:02] 记得帮我们订阅按赞加分享
[34:03] 我们在明天早上8点半
[34:04] 早晨财经速写图
[34:06] 再相见
[34:06] 祝各位投资朋友看盘顺利
[34:07] 上班愉快
