[00:00] 欢迎收听谷爱,我是星梦宫,本集节目由Sally赞助
[18:26] 可能就甚至会把部位
[18:28] 加到更高的一个状态
[18:29] 那只是要买东西
[18:30] 还是要去以油价
[18:32] 作为一个最主要的考量
[18:33] 那同时我心中
[18:34] 比较担心的一个点是
[18:36] 反正总之就是
[18:36] 伊朗的Supreme Leader
[18:38] 给人家轰掉之后呢
[18:39] 然后他们现在
[18:40] 就是所谓的
[18:41] 由专家会议选出来的
[18:43] Leader呢
[18:43] 竟然是他的儿子
[18:45] 所以我那时候就跟
[18:46] 自己身边的朋友讲说
[18:47] 不知道怎么
[18:48] 我觉得王子复仇
[18:49] 是蛮恐怖的一件事情
[18:50] 特别是那时候炸掉的
[18:52] 不只是他爸
[18:53] 还有他的一些家人
[18:54] 所以他会很快的
[18:56] 就对美国投降吗
[18:57] 或者说他会
[18:58] 不知道
[18:59] 就是决定要跟你和谈吗
[19:00] 我自己的心中的想法
[19:02] 是觉得没有这么乐观
[19:03] 我觉得没有这么乐观
[19:05] 所以其实你会发现
[19:06] 这些东西都影响到
[19:07] 自己礼拜一的判断
[19:08] 因为本来在礼拜六节目
[19:09] 还很兴致高昂的
[19:10] 跟大家说礼拜一要减失
[19:12] 只是说发生这些事情之后
[19:13] 老实讲发生的太快
[19:14] 太多资讯要处理
[19:15] 所以导致梁静茹给的勇气
[19:18] 就少掉一半
[19:19] 所以就没有做到
[19:20] 自己预想的一个做法
[19:21] 但不一定
[19:21] 搞不好一个月之后
[19:22] 抵达更低
[19:23] 你就说还好
[19:26] 选了这个王子出来
[19:27] 可能是蛮有问题的事情
[19:30] 然后川普也在第一时间就发文表示说
[19:32] 这个结果他不喜欢
[19:33] 所以他们要再去加强轰炸
[19:34] 然后他们的战争部长还提说
[19:36] 礼拜二要炸一个大的
[19:37] 所以反正总之就是说
[19:39] 现在在当地的一些变化
[19:41] 那个可能不是说外人可以第一时间知道
[19:44] 很多人可能还是要透过一些外电的报道
[19:46] 然后才会去在市场里面去做一些反应
[19:48] 还是觉得说要维持一定程度的警觉
[19:51] 只是理论上掉下来的地方要勇敢捡
[19:53] 因为我看到这些指标之后
[19:54] 反而是有点怕怕的
[19:56] 所以可能就再且战且走吧
[19:58] 我们稍微来看一下
[19:59] 一下盘面上的一些族群
[20:01] 目前我们是有注意到说
[20:02] 记忆体的表现非常好
[20:03] 然后市场上是有一些八卦在传的
[20:05] 我在讲说美光的毛利率
[20:08] 是准备要再去撞一个新高
[20:10] 而且这个新高是高于市场forecast
[20:12] 可能70几%
[20:12] 就比这个数字再更高
[20:14] 有听到这样子的一个说法
[20:16] 然后再来就是说
[20:17] 在台系这边也是有出现说
[20:19] 第一次的涨价
[20:19] 下一个Q预计是有一个50%的涨幅
[20:22] 其实我们本来我们收到的情报是
[20:24] D5的涨幅是持续
[20:25] 只是D4开始要有一点收敛
[20:27] 这个前阵子市场上
[20:28] 大家也在喘
[20:29] 只是下了解到一个状态
[20:31] 是说不一定
[20:32] 因为像这个
[20:32] 就沉入我们上集
[20:34] 在节目跟大家讲到的
[20:35] 这个机体的市场
[20:36] 其实是一个很紧绷的状态
[20:37] 所以其实每个人
[20:39] 都还在把草撤风向
[20:40] 那他的状态会有点像是说
[20:42] 反正今天可能有人涨价
[20:42] 他就会先跟着涨
[20:43] 他发现说OK
[20:44] 他就跟着动
[20:45] 只是我们要比较
[20:46] 可能稍微有一点警觉的是
[20:48] 我们不知道在这个环节里面
[20:49] 有多少人在囤货的
[20:50] 因为你知道每次的涨价
[20:52] 其实就是一定有人在囤货
[20:53] 所以可能后面就是会产生一些
[20:55] overbooking的状态
[20:55] 这到底什么时候发生
[20:56] 没有人知道
[20:57] 其实我自己在台湾的记忆体股
[20:59] 是已经基本上没有什么持股的存在
[21:01] 所以我就是纯粹的去分享一下
[21:03] 在产业上的一些状态
[21:04] 反正就有了解到说一些
[21:05] 记忆体的大厂
[21:07] 可能会开出一个极为吓人的毛利率
[21:09] 然后再来就是
[21:10] 在涨价方面应该都会持续的进行中
[21:13] 当然这个数字
[21:14] 可能每个人报出来的不太一样
[21:15] 但应该都还是持续的维持一个涨幅
[21:18] 然后再来就在LPU这边
[21:19] 有一些新的更新
[21:21] 那现在应该算是蛮确定
[21:22] 当然不敢讲百分之百
[21:24] 这都是市场的rumor
[21:25] 就是总之是说
[21:25] 反正NVIDIA他们就是有去
[21:27] 弄了一个这个LPU的solution
[21:29] 因为已经开始在
[21:30] supply chain上面有看到了
[21:31] 不管是在进入代工厂
[21:32] 或者是说在后段的组装厂
[21:34] 甚至已经开始开出一些
[21:35] 我觉得那不是官方的focus
[21:36] 但反正就是有些人在喊说
[21:37] 可能有个几百Rex
[21:38] 那可能会再往上加
[21:40] 那这个应该说
[21:41] 目前还是有蛮多的争论
[21:43] 因为其实在过去
[21:43] 我们跟大家介绍过CPX
[21:45] 那也是前阵子听朋友讲
[21:46] 来知道说其实CPX的放量并没有像
[21:48] 本来市场预想的会持有很大的量
[21:51] 他说在采用方面其实还没有到非常的热烈
[21:54] 跟一开始估的只有一定程度的差距
[21:56] 但没有关系
[21:56] 我们相信这个数字都会慢慢的上去
[21:58] 只有说市场如果预期打太满的话
[22:00] 那可能就是在股价这边会有一些震荡的产生
[22:03] 那LPU下蛮多人相信说
[22:05] 就是他在GTC上面可能要跟大家介绍的东西
[22:08] 那其实这个LPU
[22:09] Grok他们本来就已经是有在搞了
[22:12] 其实已经推到V3去了
[22:13] 然后过去是在三星这一边
[22:15] 只是接下来它在V4这边
[22:16] 我们过去跟大家聊到说
[22:17] 如果真的是端LPU出来的话
[22:19] 它比较偏向是三星的一个题材
[22:20] 然后如果是有大量的SRAM的话
[22:22] 可能在前段会有一个上修的可能性
[22:25] 我们refer都是比较偏向三星
[22:27] 只是下来了解V4应该有机会
[22:29] 也是会在台积电那边去做生产
[22:31] 所以有点像说这种余量情节的感觉
[22:34] 蛮多层面都是
[22:35] 不管是在我们知道Tesla的AI晶片
[22:39] 也是目前在创意跟台积电这边
[22:42] 或者说在三星那边都有去搞
[22:44] 到底最后降落谁家
[22:45] 其实大家心中可能多少有一些谱
[22:47] 只是我自己还是觉得
[22:49] 可能就是会有一些那种mixture的存在
[22:51] 就是可能两边都会有一些东西
[22:53] 那ER到底在这个LPU第四代
[22:55] 我们也是传说可能在台积电这里
[22:58] 他会是走一个N3再搭配Cross R的一个做法
[23:01] 虽然用Cross R这个是大家还蛮意外的
[23:04] 因为其实后面好像蛮多东西
[23:05] 都是从S跟R都转去L了
[23:07] 那他也是要去用R的一个solution
[23:09] 那这个东西呢
[23:10] 他在后段应该也是台系的一个
[23:13] 封装跟这个组装厂
[23:15] 所以其实已经有
[23:16] 稍微看到一些轮廓出来
[23:17] 所以市场人士
[23:18] 有蛮多就在猜说
[23:19] 是会端LPU出来
[23:20] 那LPU本来
[23:21] 平常是一个韩国的题材
[23:22] 那直下看起来就
[23:23] 有机会它又变成是一个
[23:24] 台湾的题材
[23:25] 所以目前呢
[23:26] 其实大家都是
[23:27] 心中有一个很大的问号
[23:29] 就是GTC到底是一个出货日
[23:31] 还是是一个要起喷的日子
[23:33] 我自己比较不喜欢
[23:35] 去把股票
[23:36] 我跟你说思维是零和
[23:37] 好像说一定要在某个地方
[23:38] 就决胜死
[23:39] 其实以我的角度看
[23:40] 我会觉得说
[23:41] 以NVIDIA的估值来讲
[23:43] 他是一个AI的绝对leader
[23:44] 然后他现在trade在一个4P
[23:46] 就是算真的很便宜的位置
[23:48] 所以我是觉得就算
[23:50] 可能GTC可能出一些东西
[23:51] 然后市场不喜欢要杀他
[23:53] 我猜下面的肉应该也不会太多吧
[23:55] 除非说AI有出什么大问题
[23:56] 不然他不是一个那种绝生死的地方
[23:59] 只是说台积电意外的
[24:00] 本来在市场人士的预期是说
[24:02] 这是三星的肉
[24:03] 然后现在又变成是台积电
[24:04] 会不会在台系的相关的供应链
[24:06] 你就会开始注意到说
[24:07] 可能在GTC
[24:08] 如果他真的端出LPU的话
[24:10] 然后就一堆东西就告诉你说
[24:11] 它是LPU概念股
[24:13] 它是LPU的组装封装之类的
[24:15] 那有可能就在带一波风潮了
[24:17] 所以我自己的想象是
[24:18] 我觉得这个东西
[24:19] 你要去推动NVIDIA的话
[24:21] 效果应该不会太大
[24:22] 因为前面已经有CPX
[24:24] 有Pre-File什么的
[24:24] 没有东西
[24:25] 那都注意到说
[24:26] 其实就是持续的横盘
[24:28] 它并没有太多新的变化产生
[24:29] 而且这个东西
[24:30] 理论上它不会放到太大的一个量
[24:32] 所以应该对NVIDIA本体影响是不大
[24:35] 可是对一些小的供应链来讲
[24:37] 如果说可以去称道
[24:38] 所以的LPU
[24:39] 即便它不一定有
[24:40] 那有可能就可以带一波了
[24:41] 所以目前可能对这个事件的评价
[24:43] 会比较偏向这样子去猜
[24:45] 那市场上的持股的话呢
[24:47] 开始走入一个那种分化的局面
[24:49] 其实依我自己的观察
[24:51] 不然说像我现在看自己的持股的话
[24:52] 我也比较喜欢
[24:53] 用了3月2号的那一天
[24:55] 作为一个benchmark
[24:57] 就是说你现在的价格
[24:58] 如果在3月2号的附近
[25:00] 或甚至是新高的话
[25:01] 那你就是化为是强势股
[25:02] 也就是说如果我要去加码的话
[25:04] 资金会优先往这个方向去打
[25:05] 那如果说你今天是在这个之下的话
[25:07] 那可能就是我杀肉的一个对象
[25:09] 或者说可能过去就算我没有杀肉的
[25:11] 可是你突然往那个方向去靠的话
[25:12] 就变成是我要杀肉的一个方向
[25:14] 所以目前可能以这个盘面的状态来讲
[25:17] 我自己会比较倾向去挑那些强势的东西
[25:20] 特别是当震荡放大之后
[25:23] 你又开始去洗掉一些那种没有信仰的人
[25:25] 他们开始跳车
[25:26] 或者说有些即便他是可能车上的主力
[25:29] 他突然间不玩了
[25:30] 他觉得这地方恐怖
[25:31] 他开始去捡
[25:31] 其实这些人决定要下车
[25:34] 都会去把这个形态做得不好看
[25:35] 然后搭配大盘的位阶
[25:36] 我们不敢想说这是绝对的最高点
[25:39] 可是问题就是其实相较于美股来讲亚股真的涨很多所以我会觉得说你真的要继续往前冲的东西我才会选择继续持有跟加码那如果说你开始要软掉可能也会变成是我提款的一个对象
[25:51] 所以大概是这样去看待它
[25:52] 那接下来几天
[25:53] 我觉得最主要看点
[25:55] 还是在于说伊朗战争这边
[25:56] 它的那个不确定性
[25:57] 从一开始我们认为说
[25:59] 如果斩首掉
[26:00] 应该不确定性就米平掉一半
[26:02] 那只是现在多了一个王子
[26:04] 然后外加呢
[26:04] 他们决定要去四周到处乱炸人
[26:07] 然后以及可能随时再给你一个
[26:10] sucker punch的一个状况之下
[26:11] 我还是觉得说
[26:12] 可能要维持一点警觉
[26:14] 所以就算我现在有很好的机会
[26:16] 就算说可能自己的一些持股
[26:18] 喷出去
[26:18] 以往的做法就是说
[26:20] 你有喷出去
[26:20] 我就会一直加一直加
[26:21] 甚至去上杠
[26:22] 我现在应该就是会拒绝
[26:23] 去上任何的杠
[26:24] 我会随时维持一个
[26:26] 大概15到20%以上的现金
[26:28] 这个对我来讲
[26:29] 就算是很保守的做法
[26:30] 如果说你是更保守的
[26:31] 可能就再稍微再抓多一点
[26:33] 然后去预防
[26:34] 就是各式各样
[26:34] 可能像礼拜一这样的
[26:36] 跳楼事件再跑出来
[26:37] 你要知道说
[26:38] 其实在礼拜一以前
[26:39] 或者说上个礼拜以前
[26:40] 是没有多少人会相信说
[26:41] 台股会这样子崩的
[26:42] 那时候是每个人都在我们的
[26:44] 这个讨论区都在问股票
[26:46] 然后每个人都觉得说
[26:47] 很丰盛要赶快冲
[26:48] 可是你知道
[26:49] 你看一杀的时候
[26:50] 其实是可以杀到你措手不及
[26:52] 所以你没有提早准备好的
[26:53] 真的你就没有机会
[26:54] 你就没有弹药去做这一些尝试
[26:56] 那整体来看
[26:57] 目前没有在产业方面
[26:59] 或者说趋势方面注意到
[27:00] 那种就是要整体扭转的一个倾向
[27:03] 那包含市场上面
[27:04] 比较担心的Oracle
[27:05] 其实我觉得他开拓的成绩也还OK
[27:07] 所以目前整体来说
[27:09] 我不觉得有注意到
[27:11] 特别大的警讯
[27:11] 有些人讲说
[27:12] 这会不会是像
[27:13] 2022一开始一样
[27:14] 大家可能本来觉得没事
[27:16] 然后后来有事
[27:17] 我还是得讲
[27:18] 就是我们去做投资教育的
[27:19] 我知道有些人喜欢当预言家
[27:21] 只是我自己或说
[27:22] 身边我注意到
[27:23] 比较成功的人士
[27:24] 其实没有人喜欢当预言家
[27:25] 绝大多数人
[27:26] 我们都没有办法去预测未来
[27:27] 我们不是什么白龙王
[27:28] 我们也不是什么有的没有的
[27:29] 所以我们都只能够
[27:30] 见招猜招
[27:31] 反正就是慢慢的
[27:32] 去做一些调整
[27:33] 然后希望把一些伤害
[27:34] 降到比较低的状态
[27:35] 所以我觉得如果是要去复制2022的话
[27:38] 那应该首先
[27:39] 我觉得那个油价要再继续往上冲
[27:41] 然后再来就是冲到可能某个程度
[27:43] 需求被破坏掉
[27:44] 开始有一些下单的减缓
[27:46] 或者说美国消费的减缓
[27:47] 那可能就会是我们真的
[27:48] 比较担心的一个局面
[27:49] 在那之前可能就是
[27:51] 反正先截断截走
[27:52] 稍微的观察一下
[27:53] 差不多是最近的一些想法
[27:55] 简单跟大家分享一下
[27:56] 好那接下来我们来进入Q&A的部分
[27:57] 第一位Kevin Chang
[27:59] 孟公好
[27:59] 我2026的目标就是要成功留言
[28:01] 我成功啦
[28:02] 我好开心啊
[28:03] 我从2020疫情听到现在
[28:04] 现在儿子都四岁了
[28:06] 谢谢你充满智慧的分享
[28:07] 造福众生
[28:08] 那祝福孟公一家平安健康快乐
[28:10] 最近我们在帮儿子取英文的名字
[28:12] 候选人有太太提议的
[28:14] Kianu
[28:14] 挂号基努里维的基努
[28:16] 发音为Kianu
[28:17] 那意为三中的微风
[28:19] 那以及Morris
[28:21] 又是直接用中文名的罗马拼音
[28:23] 孟公会怎么选呢
[28:24] 我们的儿子很可爱
[28:25] 很体贴
[28:25] 偶尔调皮一下
[28:26] 我很爱吸儿子的味道
[28:28] 那最后帮大家复习一下
[28:29] 而认成底的
[28:30] Slow dancing in a burning room
[28:34] By John Mayer Ass
[28:35] 我也超喜欢这首歌
[28:36] 超级喜欢
[28:36] 而且他有一首在
[28:37] Los Angeles的
[28:38] Life
[28:39] 那个是很赞的一场
[28:41] 我觉得那一场的所有歌
[28:43] 都表现得非常非常好听
[28:45] 那在英文名字的话呢
[28:47] 我还是那个老建议啦
[28:48] 因为像我自己的英文名字
[28:50] 就是以前都是乱取嘛
[28:51] 学校老师取什么
[28:52] 或什么
[28:52] 我们都有跟大家分享过
[28:53] 只是后来
[28:54] 像我自己孩子的取名呢
[28:55] 我觉得是有受到
[28:56] 就是我岳母的男朋友的影响
[28:58] 因为他就说
[28:59] 你的名字就应该只有一个
[29:00] 就是你为什么会有这么多的名字
[29:02] 那所以呢
[29:02] 像诺亚就是Noah
[29:04] 诺亚
[29:04] 那Killian
[29:05] 奇安
[29:06] 所以就是
[29:08] 我会尽量让他的名字
[29:09] 跟他的
[29:10] 就是可能中英之间
[29:12] 是没有隔阂的
[29:13] 就是不会说什么
[29:14] 你可能英文
[29:15] 是完全另外一个东西
[29:16] 你可能叫什么
[29:17] 孟汉
[29:18] 然后你的英文名字
[29:19] 叫什么
[29:19] Stephanie
[29:20] 干啥小
[29:21] 就这个差太远了
[29:23] 但我知道很多人想做
[29:23] 没有要去dis各位的意思
[29:25] 但是我的观念
[29:26] 就是觉得说
[29:27] 我被那个人说服
[29:28] 就名字只有一个
[29:29] 所以他的名字里面有什么
[29:30] 就像说他有一个莫
[29:31] 但你就叫他Morris
[29:33] 那就没有问题
[29:33] 如果他有一个鸡
[29:35] 什么什么
[29:36] 张鸡呀之类的
[29:37] 那叫Keanu
[29:38] 没问题啊
[29:39] 就是我觉得非常大
[29:40] 所以会往这个方向去挑
[29:41] 如果说你没有要像我这样的逻辑
[29:43] 只是单纯用这两个名字去选的话
[29:45] 我会建议你选Morris
[29:46] 因为Morris是一个好名字
[29:48] 而且像我们炒股都知道说
[29:49] Morris Chan
[29:50] 讚
[29:50] 大家都爱Morris Chan
[29:51] Fucking Semiconductor
[29:53] My Boy
[29:53] 之类的
[29:54] 可是你娶Keanu的话
[29:55] 就不知道
[29:56] 他心中压力感很大
[29:57] 因为Keanu
[29:58] 就大家想说
[29:58] 你有长得不像Keanu
[30:00] 没有我相信你儿子一定很帅很可爱
[30:01] 这我意思说
[30:01] 就是怎么讲
[30:02] 你取一個超級帥
[30:03] 大家都已經知道
[30:04] 這個Kiano
[30:04] 就是那個Kiano Reeves
[30:06] 那就會讓他
[30:07] 可能心中壓力會比較大一點
[30:09] 所以我會覺得說
[30:10] Morris是一個
[30:10] 比較好的名字
[30:12] 下面一位
[30:12] 巨角龍
[30:14] 夢裡尋他千百度
[30:15] 功成名就謝夢宮
[30:17] 這什麼
[30:17] 這什麼甲組的
[30:19] 給我寫一堆
[30:21] 我惡性仰南在樹
[30:22] 愛慕知情熱秋冬
[30:24] 泥蛙雙飛女兒紅
[30:26] 鴨鴨學雨似秋口
[30:27] 一家六口Colorful
[30:29] 他一定覺得自己很酷
[30:30] 可是这个超gay的一个做法
[30:32] 他说等一下
[30:33] 我桌上水打翻了
[30:34] 好事好事
[30:35] 如果我是女的
[30:37] 我就直接走出去
[30:38] 我留下你一个人
[30:39] 戴着套子坐在床边
[30:40] 下面一位
[30:40] 张化悠闲小鸡农
[30:43] 留言密码测试
[30:44] 孟东大您好
[30:44] 感谢您节目上
[30:46] 传授的观念跟想法
[30:47] 小弟收获良多
[30:48] 小弟很常跟女友Vanny
[30:50] 分享您的节目
[30:51] 像剪破衣服当乞丐
[30:52] 跟阿兹海默的阿嬷女友
[30:54] 都很喜欢
[30:55] 那想请您用肌肉们来声音
[30:57] 祝4月15号生日的
[30:58] Vanny老师生日快乐
[31:00] 展覽跟論文都會順利的加油
[31:02] 其實阿茲海默那個我也蠻喜歡的
[31:04] 阿茲海默那個我記得是
[31:06] 他取一個很北蘭的ID
[31:07] 然後下面直接講說他奶奶的阿茲海默
[31:10] 就下面是講很難過的事情
[31:11] 然後上面取一個超幹的ID
[31:13] 那個反差太大我真的受不了
[31:15] 下面一位PJ
[31:16] 雖然想問作為當時怎麼意識到自己槓桿不能夠開那麼大的
[31:19] 有鑒於抄底的時間都抓得不錯
[31:21] 因此近五年的抄底時間開的槓桿越來越大
[31:24] 那我說四倍槓桿都還不能夠滿足自己
[31:26] 我是不是生病了
[31:26] 可以順便請來大家推薦一款諾亞愛玩的遊戲嗎
[31:29] 绝对就是Astro Bot
[31:31] 那再来讲说
[31:32] 我觉得这样讲
[31:34] 四倍气已经很大了
[31:35] 你大概就是
[31:36] 烙赛格一两次之后
[31:37] 你就会明白
[31:38] 其实杠杆是不要开到这么大
[31:39] 因为怎么讲
[31:41] 就是说很多的学习
[31:42] 都是在你痛过之后才学会
[31:44] 那人生很有趣的一点是
[31:46] 当你这件事情学不好
[31:48] 他就会一直用同样的东西来虐你
[31:50] 就虐到你知道说
[31:52] 为什么可能你后来发现说
[31:53] 在市场上活很久的人
[31:54] 他们普遍的杠杆都没有太大
[31:56] 就是因为他们可能年轻的时候
[31:57] 都曾经大过
[31:58] 然后就是受过一些伤害
[32:00] 所以我还是不会建议
[32:01] 有太大的干扰
[32:02] 但像你讲的
[32:03] 你每次超级都成功
[32:04] 你搞不好就天选之人
[32:06] 你就继续做下去就对了
[32:07] 我也不是要怎么酸你
[32:09] 或是害你
[32:09] 我是觉得没有问题就不要修
[32:11] 只是我建议不要这样
[32:12] 可是你这么会做
[32:14] 你应该就要继续这样做下去
[32:15] 搞不好你就是成功的极端值
[32:17] 我们是相信极端值存在的
[32:19] 我们不会鼓励大家成为极端值
[32:20] 可是我们是相信说
[32:21] 如果你是有天分的
[32:22] 你就要继续做下去
[32:23] 不然那些奥运选手怎么样出来的
[32:24] 每个跟他妈妈说要留兵
[32:26] 妈妈都说溜达小
[32:27] 干嘛台湾没有逼
[32:28] 你要溜达小
[32:29] 你就不可能成为那些奥运选手
[32:31] 那很多时候真的超乎你的想象
[32:33] 下面一位
[32:33] Trista
[32:34] MK您好
[32:35] 第一次留言希望可以被念叨
[32:37] 想问MK大大幕前最快乐的事情是什么呢
[32:39] 有打算进修吗
[32:40] 还是努力在赚钱
[32:42] 祝福大家都能够平安快乐健康赚大钱
[32:44] 让我研究所顺利毕业论文都能够写出来
[32:47] 我应该是不会有任何进修的考量
[32:49] 因为完全没有任何的需求
[32:51] 那再讲说努力的赚钱绝对是
[32:53] 我觉得努力赚钱还是一个非常重要
[32:55] 而且我可以在里面
[32:56] 获得很多成就感
[32:57] 跟快乐的东西
[32:58] 那在最快乐的事情
[32:59] 我觉得就是陪孩子吧
[33:00] 虽然我可能已经讲到
[33:01] 有些人会觉得很俗套
[33:02] 妈这个家伙
[33:03] 以前讲话怎么很冲
[33:04] 现在都变成是
[33:05] 整天在爸爸亲
[33:06] 可是
[33:07] 我只能够说
[33:08] 我就是把我可能觉得
[33:09] 最好的东西
[33:09] 分享给大家吧
[33:10] 我现在就真的觉得
[33:11] 最好的东西就是小孩子
[33:12] 所以怎么讲都是小孩子
[33:13] 那对了
[33:14] 有些人可能觉得说
[33:15] 无聊
[33:16] 你以前比较酷
[33:16] 那可能没有办法
[33:17] 就是说我已经进入到
[33:18] 一个不同的阶段
[33:19] 但我真的觉得
[33:19] 孩子是一个
[33:20] 非常好的东西
[33:21] 孩子让我
[33:22] 不只是重新的去
[33:24] 活过自己的童年
[33:26] 我觉得也让我变成一个更好的人
[33:27] 大概这样
[33:28] 下面一位
[33:28] J312233335星
[33:31] 好谢谢
[33:31] 下面一位
[33:32] Ethan Lin
[33:33] 有病就要看Ethan
[33:34] 追好洗袜啦
[33:35] 小岛秀夫见面会上的幸运捏软吧
[33:38] 我记得这位兄弟
[33:38] 你的太太在志邦那一位吧
[33:40] 这位兄弟我一定记得你
[33:42] Ethan
[33:42] 他说分享个故事
[33:44] 小学的时候
[33:46] 老师问大家喜欢什么动物
[33:47] 我说鼹鼠
[33:48] 那老师说
[33:49] 我就是什么都会一点
[33:51] 却什么都不精
[33:52] 就像鼹鼠一样
[33:53] 长大之后
[33:53] 觉得自己好像真的是这样
[33:54] 有点废
[33:55] 请问主委最喜欢什么动物
[33:56] 那另外如果人生就像RPG
[33:58] 那我觉得我就是
[34:00] 利民体制魅武
[34:02] 运三
[34:02] 运气都用在那一天了
[34:04] 那请问主委觉得
[34:05] 你的能力点数是怎么样配的呢
[34:07] 我觉得你是魅力9
[34:09] 智力9
[34:09] 力量9
[34:10] 体力5
[34:11] 敏捷5
[34:12] 爱你
[34:12] 这个太抬举啊
[34:14] 只是我觉得
[34:14] 我还是希望我自己的力量
[34:15] 跟敏捷可以点高一点
[34:17] 那智力的话
[34:18] 我觉得不用太高
[34:18] 因为我发现说
[34:19] 就是那种男教很大的人
[34:20] 可能智力都不会太高
[34:21] 智力太高的人懒猫一般比较小一点
[34:23] 我还是就是我喜欢比较大的懒猫
[34:24] 我也不知道要讲什么
[34:25] 那前面的话
[34:27] 我会喜欢什么样的一个动物
[34:29] 我以前最喜欢的是那个文象蛙
[34:33] 文象蛙不是真的存在的动物
[34:35] 可是我真的很喜欢这一只宝可梦
[34:37] 那如果说是现实世界的动物的话
[34:39] 我觉得像是狗狗吧
[34:41] 但是其实养秋口之前我是不喜欢狗的
[34:43] 这个老听众应该知道
[34:44] 可是后来就是
[34:45] 我觉得我被狗给感化了
[34:47] 我现在是蛮喜欢狗狗的
[34:49] 然后再来讲说
[34:49] 它什么都会一点
[34:51] 然后什么都不经
[34:51] 这就是我也跟听众分享过很多次
[34:54] 你应该也听过这个故事吧
[34:55] 就是我以前小时候
[34:56] 跟朋友玩谈的时候
[34:56] 朋友都会讲
[34:57] 你为什么都不要专心
[34:58] 念一个乐器就好
[34:59] 没有办法
[34:59] 我真的没有办法
[35:00] 我就觉得
[35:00] 每个我都要回一点
[35:01] 然后后来意外的发现
[35:03] 我们这种人
[35:03] 好像在所谓的AI时代
[35:05] 是很可以适应的
[35:07] 就是我们对每个东西都有兴趣
[35:08] 同时对每个东西可能就是说
[35:10] 我可以做到60到70分
[35:12] 我不是那种专家学者
[35:13] 可以做到90分100分
[35:14] 我做不到
[35:15] 我可以做60分70分
[35:15] 可是因为
[35:16] 我就是说
[35:17] 每个东西都至少有一点观念
[35:18] 所以我很容易把一些点点连成线
[35:20] 然后来做股票
[35:20] 我觉得真的就是刚刚好
[35:22] 所以不一定
[35:23] 很多时候是这样
[35:23] 天生我才必有用
[35:24] 然后也是有一些时间的问题
[35:26] 就是你可能在对的时间出现
[35:28] 你的天分
[35:30] 或者说你的个性就可以帮助到你
[35:31] 有时候你就是生错时代
[35:32] 所以很难说
[35:33] 这件事情都非常难说
[35:34] 或者说现在大家都在跟你讲说
[35:35] 绝对不要去当马农
[35:37] 可是你知道
[35:37] 其实几年前大家都想要当马农
[35:39] 那会不会几年之后就发现说
[35:40] 其实马农还是一个非常好的工作
[35:42] 所以很多时候
[35:43] 不要去追逐这些市场上
[35:45] 所谓的最hit的
[35:46] 最热门的东西
[35:47] 你应该是专注在
[35:48] 你的个性怎么样
[35:49] 就把这个个性发挥到一个极限
[35:51] 这是我现在的一个想法
[35:52] 那我也觉得那一天
[35:53] 遇到这位兄弟是非常的开心
[35:56] 那这位兄弟真的非常的幸运
[35:57] 因为他那一天呢
[35:58] 他有抽到
[35:59] 反正小岛秀夫带了他的那个美术
[36:01] 那我竟然可以忘记
[36:02] 人家美术叫什么名字
[36:03] 反正也是一个非常厉害的大师
[36:05] 然后他抽了四五本笔记本吧
[36:08] 那四五本笔记本
[36:09] 里面有一本
[36:10] 他有亲自手绘的东西
[36:12] 然后给这位兄弟抽到
[36:13] 所以他真的是极度的幸运
[36:15] 然后他有一个非常漂亮的老婆跟孩子们
[36:18] 下面一位5269
[36:20] 谷癌癌大你好
[36:21] 我是刚入股市的快乐宝贝
[36:23] 想问一下融资余额
[36:24] 现在是用相对数字来看
[36:25] 还是你以前说的3300以上就要注意了
[36:27] 拽大全家平安健康喜乐
[36:30] 这位新入股市的朋友问的问题倒是挺好的
[36:34] 就是你现在绝对不可以用一些那种绝对数字来看
[36:37] 因为其实台股都是变高了
[36:38] 所以尽量都还是用百分比来看会比较准
[36:41] 因为你怎么讲
[36:42] 说点数都变高了
[36:43] 那融资的余额当然也会变高
[36:44] 因为股票有都变贵了嘛
[36:45] 就要一大堆千金股
[36:47] 所以我觉得用百分比来看
[36:49] 会是比较准的
[36:50] 那以前会有那样的一个指标
[36:51] 是因为可能以前的盘
[36:52] 都停在那样的一个位置
[36:53] 或许后面我们会去公布
[36:54] 一些新的公定价
[36:55] 但一般公定价不是牛寒的
[36:57] 一般公定价就是
[36:58] 我随便举例
[36:59] 像前阵子这样子摔
[37:00] 如果再连续几根下去
[37:02] 就会摔到有人断头
[37:03] 然后断头的位置在哪
[37:04] 那以后那就会是新的公定价
[37:06] 你可以这样去抓
[37:07] 那对刚刚上面他想说
[37:09] 我需要点数怎么样分配
[37:10] 我有回答
[37:11] 忘记了
[37:12] 下面一位
[37:12] PJ五星吹捧留言测试XIII
[37:17] MK大先前曾聊过喜欢女秀联
[37:20] 抱歉是福利联的倦勇氛围
[37:22] 对打打杀杀的情节
[37:24] 有点异性蓝衫
[37:25] 似乎想通
[37:26] 目前的节目也是朝这个风格发展
[37:28] 花更多时间跟大家分享家庭
[37:30] 生活这些倦勇的话题
[37:31] 打打杀杀股票市场
[37:32] 仿佛已经是MK大渐渐淡出的沙场
[37:35] 那是否考虑把节目名称改成
[37:38] 做多的邪梦宫
[37:39] 好呼应福利连这部神作
[37:42] 很多时候这样
