[00:00] 欢迎收听谷爱,我是星梦宫,本集节目由Sally赞助
[20:49] 整个大环境之下
[20:51] 然后他选择直接去接受
[20:54] 这些厂商的涨价
[20:55] 然后并且他还扩大经营
[20:57] 他趁这个时间
[20:58] 他要去拉市占
[20:59] 所以他可能在一些产品线上
[21:00] 即便他的记忆体是实质增级
[21:03] 可是他并没有去涨价
[21:04] 所以这当然某个程度上
[21:05] 会去牺牲掉他自己的一些毛利
[21:07] 可是换来什么
[21:08] 就换来一个更漂亮的市占
[21:09] 所以是非常高几率可以看到
[21:12] 我们前面有提到说
[21:13] 目前大家对于全年的手机的预估量
[21:15] 是下修大概是20%左右的一个出货量
[21:18] 那你可能可以注意到说
[21:19] 苹果他不会是什么负20%的一两一二
[21:22] 他可能是零或者甚至是增长
[21:24] 或是说小衰退一点点
[21:26] 但总之就是说
[21:27] 它会比它的P2都来得好
[21:28] 那这边去做一个假设
[21:30] 就如果说三星这边
[21:31] 也是维持类似的状态
[21:33] 因为可能自己
[21:33] 是有办法去取得一些货源的
[21:36] 在价格的控制谈心也比较好的话
[21:37] 那相对的就是说
[21:39] 中国的手机厂会遭受到无情的打击
[21:41] 我们已经有看到一些厂商
[21:43] 他们下销的数字超恐怖
[21:44] 是大概来到了-40%左右
[21:46] 就他预计今年卖手机的数量
[21:48] 是去年的-40%的量
[21:50] 这个是非常非常恐怖的一个数字
[21:52] 那其实仔细想想是蛮有道理的
[21:54] 就像朋友跟我分享说
[21:55] 如果你苹果跟三星都不掉的话
[21:57] 这个就六成四战就跑去了
[21:58] 剩下四成四战的人
[22:00] 你们要去叠掉总四战的20%
[22:03] 你们可能就要叠掉40%
[22:04] 或甚至是50%
[22:05] 所以中细手机可能就会去遭受到一些打击
[22:08] 所以在这阵子就如果说
[22:10] 你有注意到一些components原件
[22:12] 它可能是for那些
[22:14] 比较平价的消费级应用的话
[22:16] 我觉得它是属于相对危险的
[22:18] 特别是像这种砍单潮
[22:20] 已经是逐渐的出现
[22:21] 其实严格上来说
[22:23] 它不是一个新的消息
[22:24] 因为早在去年就已经知道说
[22:26] 今年的手机是不会太好了
[22:27] 只是就是今年是你正式的看到很多砍单槽的出现
[22:31] 所以如果说就像我手上假设有持有这些东西
[22:34] 它持续在破底的话
[22:36] 我就不会去赌说它底在哪了
[22:38] 那个底可能就是在不知道超级远的地方之类的
[22:41] 我是有机会的
[22:42] 但往另外一个角度去看的话
[22:44] 可能大家未来的一两年终于可以期待
[22:47] 就是可能所谓的消费性手机
[22:50] 或是一些有的没有东西的复苏
[22:51] 因为他们正经历一个
[22:53] 可能是在过去几年来
[22:54] 最大的一个打击
[22:56] 一般在很大的打击之后
[22:58] 后来要慢慢的去把市场
[22:59] 拿回来的一个过程之中
[23:00] 你就知道他可能会连年都开出
[23:02] 一些蛮不错的一样的
[23:03] 但那些东西可能是等到
[23:05] 不知道就是两年后之后的一个故事
[23:08] 至少就现在先把它记在心里
[23:11] 就知道说未来有一天
[23:11] 可能可以回来做这些东西
[23:12] 可是现在你要去做这些东西的话
[23:14] 有点像说螳臂挡车
[23:16] 就是有机会会出事情
[23:18] 会出问题
[23:19] 所以这边稍微的
[23:20] 跟大家简单的带一下
[23:21] 那目前在Maple市场这边
[23:23] 比较强势的都还是属于像是
[23:26] 这个光通啊
[23:28] 然后或者是CPU的一个类股
[23:29] 那我们上节目跟大家稍微的聊一下
[23:31] 为什么在Agentic AI的时代
[23:33] 会用到很多的CPU
[23:34] 那立刻就引来一些产业圈朋友的feedback
[23:36] 那他们的说法是说
[23:37] 没错就是像你讲的这样子
[23:39] 那只是CPU这边
[23:40] 像我自己本来预设的一个涨幅是
[23:42] 可能我认为啦
[23:43] 就AMD有可能可以去涨个
[23:45] 15% 20%之类的
[23:46] 那后来就有产业的朋友跟我讲说
[23:48] 其实没有涨这么多
[23:49] 他蛮客气的
[23:50] 确实是CPU目前已经有看到一个缺口的出现
[23:52] 只是他们的涨价的幅度
[23:54] 没有像大家想象的
[23:55] 如果说真的是在Agentic AI时代
[23:57] 用到很多的话可能会涨很多
[23:58] 它并没有涨这么多
[23:59] 但我们还是期待说
[24:00] 后面会有往这个方向去发展的一个可能性
[24:03] 除了大家都知道的这些
[24:05] 类似是大众会去使用的
[24:08] X86或者是Unbase的CPU之外
[24:11] 可能也可以去注意一些
[24:13] 像ASIC厂商
[24:14] 他们其实蛮多也是有在推行自己的CPU
[24:16] 所以过去可能大家在看他的ASIC XPU
[24:19] 可能類似是去做聊天機器人對話
[24:23] 會用到類GPU這樣子一個運算東西
[24:25] 它可能就會拉回去在CPU這一邊
[24:27] 所以像一些CSP
[24:28] 他們自己本身也是有一些Custom made的CPU
[24:31] 我覺得也可以稍微看一下
[24:32] 以Google來講的話就是Accident系列
[24:34] 如果是到AWS就是Graviton
[24:36] 如果說今天是Microsoft的話就是Cobalt
[24:39] 可能大家過去在討論的都是AI Accelerator ASIC
[24:43] 只是現在可能就是會把一些目光放回去在CPU這一邊
[24:46] 只是當然我覺得這一邊可能比較tricky
[24:49] 是在美股你可以很明确的识别说哪些是CPU族群可是在台股的话其实蛮多CPU族群跟所谓的ASIC或者说GPU他们算是混在一起的就是说他的客户层里面就是包含了这些东西
[25:00] 所以如果你要额外去拉出
[25:02] 就所谓的CPU比较高纯度的东西
[25:04] 我觉得就会相对比较难一点
[25:05] 但确实是一个可以努力的方向
[25:07] 就是我们已经看到
[25:08] 这样的一个产业趋势
[25:10] 接着就是等待
[25:11] 更多新闻的一个发酵
[25:13] 或者是说
[25:13] 实际上大量订单的贡献之后
[25:15] 去做一个确认
[25:16] 那你就可以去锁定
[25:20] 我自己在接下来的一些策略规划
[25:23] 那接着我们同时也有看到一些资料去显示说
[25:26] 在未来一阵子可能会是属于比较缺料的东西
[25:30] 目前我们看到记忆体还是维持缺料的一个状态
[25:32] 虽然现在可能大家看到说
[25:33] 记忆体蛮多股票是已经进入休息了
[25:35] 那可是在产业的层面呢
[25:37] 就还是在非常缺货的一个情形之下
[25:39] 那同时在被动元件我们有注意到说
[25:41] 像是谭电荣或者是像是驴电荣
[25:43] 都还是持续的维持在一个缺货紧俏的一个状态
[25:48] 所以或许也是在后面可以注意
[25:49] 有机会发挥的一个题目
[25:51] 其实在被动元件这边
[25:52] 我们或许在过去的集数
[25:54] 有跟大家提过
[25:55] 理论上它其实就是隔个几年
[25:57] 会有一个循环出来
[25:58] 被动元件在未来的某一天
[26:00] 也会有它的循环的大潮出现
[26:03] 只是我们不确定是哪一天
[26:04] 或许也是可以趁
[26:06] 就是可能每一波的泰罗流强里面
[26:08] 去注意一下
[26:08] 相关的股票有没有集体的转强
[26:10] 只要有集体的转强
[26:11] 那就是有机会会成为新的一波族群
[26:13] 那再来到强调
[26:14] 就是说现在在台股这边
[26:15] 比较难识别的原因是因为
[26:16] 就是每个东西都很强
[26:18] 那今天早上听到一个
[26:19] 朋友的说法很有趣
[26:20] 他说台湾的GDP是加8%
[26:22] 那些亚股
[26:24] 韩国人他们都没有加这么多
[26:25] 他们股票也这么强
[26:26] 我们是加8%
[26:27] 所以我们应该是可以喷得比他更多
[26:29] 所以对或许合理的解释
[26:30] 为什么台股会这么猛的一个原因
[26:32] 因为最终还是脱离不了
[26:33] 总经相关的一些影响
[26:35] 所以目前看起来就是
[26:37] 可能都还是维持在一个
[26:38] 相对健康的状态
[26:40] 那由于说每个东西都在喷
[26:42] 所以好像你也不一定要
[26:43] 刻意的在这种时间去找说
[26:45] 有什么样的主权可以做
[26:46] 反而是美股比较需要
[26:47] 美股我自己是很认真去找
[26:49] 所以才发现说
[26:50] CPU感觉转强可以
[26:51] 或是前阵子
[26:52] Marvel好像比其他东西都来得强
[26:54] 就是你只能够去买强的
[26:55] 不然你去买那些破底的东西
[26:57] 有的时候你又不知道说
[26:57] 你到底要摊到什么时候
[26:59] 那个底有可能是会
[27:00] 超乎你的想象
[27:01] 但当然在这一根的
[27:03] 一个美股大绿棒之后
[27:04] 可能有些事情就会去改变
[27:05] 那一样就是
[27:06] 如果你有抓到一整包的东西
[27:07] 他们是一起转强的话
[27:09] 那可能就是下一波的一个主流
[27:11] 那可能到今天晚上之后
[27:12] 或是在礼拜六的节目
[27:13] 我再跟大家分享说
[27:14] 可能我们在这一波
[27:15] 有注意到什么样
[27:16] 新的资金轮动的东西出来
[27:17] 大概这样
[27:18] 那先跟大家聊这边
[27:19] 叫我们进入Q&A部分
[27:20] 第一位5269
[27:21] 想问孟公断
[27:22] 我跟孟公一样
[27:23] 学很多很杂
[27:24] 想问现在你觉得
[27:25] 要专进一个项目
[27:26] 还是要多方策略
[27:27] 然后往一个方向去做结合
[27:29] 感谢孟公
[27:30] 祝福你们全家平安
[27:32] 快乐健康
[27:32] 其实我并不是
[27:33] 刻意想要去培养
[27:34] 什么多元兴趣
[27:35] 或是搞一堆东西
[27:36] 我是真的三分钟热度
[27:37] 我是真的脑袋构造
[27:38] 就是我很难专心在一个
[27:40] 重复性很高的东西上面
[27:42] 所以我会一直去接触
[27:43] 各种有的没有的东西
[27:44] 但是我自己的一个
[27:45] 小小的人生体验是
[27:47] 你会发现说
[27:48] 你不会去浪费任何一个时间
[27:49] 就是你去学的各种东西
[27:51] 或甚至是当下看起来有点废
[27:53] 好像你也不知道
[27:54] 这个东西可不可以运用在你的工作
[27:55] 都会在某一天的时候
[27:56] 突然间搞不好是某个心法之类的
[27:59] 然后他就会可能在
[28:00] 另外一个完全不相关的东西
[28:03] 遇到问题的时候
[28:04] 突然跳出来说
[28:04] 我或许可以往这个方向去
[28:06] 试看看之类的
[28:08] 我觉得说像以前在
[28:09] 当培训机师的时候
[28:10] 那时候我们就是有很多的checklist
[28:11] 你要去按照步骤
[28:13] 然后去确保说
[28:14] 有些你就是不能够出错的东西
[28:16] 它就是不能够出错
[28:17] 所以你要一个一个对
[28:18] 就即便你知道说
[28:19] 你可能也都背起来了
[28:20] 那已经是memory item什么
[28:21] 可是你不管
[28:22] 你就是要那个checklist拿出来之类
[28:23] 所以像这样子的东西
[28:24] 它某个程度上
[28:25] 在后面也影响到了你的一些判断
[28:27] 所以我会觉得
[28:28] 反正如果说你目前没有一个东西
[28:30] 你是特别想要去
[28:31] 整个头洗下去专精的话
[28:33] 那你多碰一点东西
[28:34] 反正就是让你的人生好玩
[28:36] 这没有什么太大问题
[28:37] 我觉得我们这边的人
[28:38] 很多人是过于的去讲究
[28:40] 一个东西有没有用
[28:41] 可不可以赚钱
[28:42] 但其实很多可以赚钱的东西
[28:45] 都是一开始看起来
[28:46] 可能觉得是没有用的东西
[28:48] 但我们这样觉得
[28:48] 下面一位
[28:49] 梦宫您好
[28:51] 我是一位职业高尔夫选手
[28:53] 常常压力大的时候
[28:54] 会想起您说的话
[28:55] 让我有更多的动力坚持
[28:57] 那也希望有一天您开始打高尔夫
[28:59] 那另外去年搬家到林口
[29:01] 那希望可以早日升林口
[29:03] 早日升林口遇到您本人
[29:06] 这什么意思
[29:07] 早日生子
[29:08] 然后林口遇到您本人
[29:10] 这样嘛
[29:10] 那祝福大家
[29:11] 股票赚钱
[29:12] 也祝福您全家
[29:13] 身体健康
[29:14] 小孩都平安长大
[29:15] 非常感谢
[29:15] 那对林口好像是一个
[29:17] 很适合打高尔夫球的地方
[29:19] 好像是有不止一个球场吧
[29:21] 印象中
[29:22] 因为我对高尔夫球不熟
[29:22] 我只知道有一个球场里面有餐厅
[29:24] 我曾经去里面吃过饭
[29:25] 那除此之外
[29:26] 对高尔夫球是比较不熟悉
[29:28] 可能未来有一天会吧
[29:29] 现在也不敢太挟持
[29:30] 说那个东西什么
[29:31] 因为你要那边
[29:33] 怎么慢慢来浪费一整天
[29:34] 要晒太阳
[29:35] 我现在不敢讲什么
[29:36] 因为有些东西
[29:37] 我根本无法想象
[29:37] 我几年前根本想不到
[29:38] 说怎么会跑去打泰拳
[29:40] 会跑去打网球
[29:42] 然后打得很高兴
[29:42] 那个都无法想象
[29:43] 所以尽量不要乱帮自己立flag
[29:45] 但对
[29:46] 希望有一天
[29:46] 搞不好在球场上遇到
[29:48] 下面一位
[29:48] Jan村玉
[29:50] 孟公你好
[29:51] 我跟女友都是好爱
[29:52] 宝都非常喜欢你的节目
[29:53] 有去踩点你介绍过的水上人家
[29:55] 跟神桌上你的名字合照
[29:57] 那最近去了一趟京都
[29:59] 还发现满街都是
[30:00] 爱心加MK的计程车
[30:02] 看来孟公是人见人爱
[30:03] 我女友说
[30:04] 等我瘦到62公斤才要嫁给我
[30:06] 想请孟公用安哥可爱的声音
[30:08] 说不是安哥爱不会讲话
[30:09] 台南陈小姐快点嫁给他吧
[30:12] 那祝孟公全家一切平安
[30:13] 对啊就直接嫁就好
[30:14] 还不然还要等62公斤
[30:15] 等个屁啊直接嫁
[30:16] 下面一位
[30:17] 跑得快先生
[30:18] 嗨某公
[30:19] 有个有点危险的问题
[30:20] 是关于杠杆的
[30:22] 那过去好多奇数都有分享
[30:23] 自身在大盘大跌K棒的时候
[30:25] 吸反射就是会降杠杆
[30:26] 那因此反推杠杆的正确使用时机
[30:29] 是需要去考量大盘的状态
[30:31] 由于没有人能够去预测隔天
[30:33] 或是未来大盘开高开低
[30:35] 在不明朗的状态
[30:36] 要怎么知道当下的时间点
[30:38] 应该要上一点杠呢
[30:39] 关好已知赚钱时才有资格
[30:41] 开杠放大获利
[30:42] 个人会非常小心的使用
[30:43] 那蒙公除了已经赚钱的部位下
[30:46] 是怎么结合看大盘的样子
[30:48] 从而判断是否开杠呢
[30:50] 真心爱您
[30:51] 其实这个真的是有一点
[30:53] 那种感觉的味道在
[30:54] 因为有时候你自己认为说
[30:56] 现在安全的可以开杠
[30:57] 然后接着出一个大根的把你杀爆
[30:59] 你还是得降杠
[31:00] 或者是像你的观察也蛮到位的
[31:02] 对绝大多数状况
[31:03] 我们会去配合大盘去做使用
[31:05] 可是有时候也不一定
[31:06] 就像说当大盘都走得好好的
[31:07] 个股都走得好好的
[31:08] 然后就你在杠的那个东西
[31:10] 在那边狂跌
[31:10] 在这种时候
[31:11] 你其实也是会去把那个东西的杠杆给降低
[31:14] 所以我觉得大盘只能够算是
[31:16] 我们的一种辅助
[31:17] 严格上来说是这样子
[31:19] 你可以用其他的东西也去作为辅助
[31:21] 像现在我就觉得说
[31:22] 油价我也会稍微看一下
[31:23] 或者说波动率我也稍微看一下
[31:25] 但最终的一个核心段
[31:27] 是要回归到杠杆一般来说
[31:29] 都是在有赚钱的时候才会去加
[31:31] 那当然我知道可能在
[31:33] 过去的这个多头行情
[31:34] 会有很多人跟你讲说
[31:35] 在跌下来的时候
[31:36] 他也是勇敢的杠啊
[31:37] 然后接着他就又赚翻了什么的
[31:39] OK就是你当然都可以去相信
[31:41] 各式各样的一个说法
[31:42] 那只是在我们自己的考量
[31:43] 我们都会去把风险放在地位啦
[31:45] 所以如果我今天
[31:46] 已经是在亏损的状况之下
[31:48] 我是不可能去在亏损的部位上面
[31:50] 去加杠杆
[31:51] 除非说我真的是极度有信心的
[31:53] 那种极少数个案
[31:55] 就是你这个地方已经赔钱了
[31:56] 可是你还是double down
[31:58] 再加更多之类的
[31:59] 但很少见
[32:00] 绝大多数的状况都是
[32:01] 一个东西已经有在赚钱的
[32:02] 你才会去做加码
[32:04] 所以它有点那种动能的味道在里面
[32:06] 其实我觉得像这样子的一个思维框架
[32:08] 也是用在自己的生活中的很多部分
[32:10] 甚至我发现说
[32:11] 像我母亲小时候去培养我们
[32:13] 学一些才艺的时候也都这样子
[32:15] 她让小朋友去学一点才艺
[32:16] 可是我妈算蛮狠的
[32:18] 就是她知道说
[32:19] 像可能我姐姐学某个东西学不好
[32:21] 就不让你学了
[32:22] 那儿子呢
[32:22] 钢琴学得好
[32:23] 那就是让你可以持续的加码去学习
[32:25] 我觉得有点像这样子的一个味道
[32:27] 所以难怪我妈可能也蛮会搞股票
[32:29] 那个道理有点像
[32:30] 就是你只有在已经有获利的时候
[32:33] 你才会去灌溉它
[32:34] 其实也跟Peter Lynch的逻辑是一样的
[32:37] 当然如果说今天大盘
[32:38] 开始出现一个比较巨大的波动
[32:40] 为什么很多时候我们在
[32:41] 这种时候会把杠杆降低
[32:42] 其实它有一些学历的依据去支撑
[32:45] 像有些人会去讲说
[32:46] 就是凯利公司或什么有的没有的东西
[32:48] 但我自己的概念是这样
[32:49] 就是每次波动放很大的时候
[32:51] 如果你去使用杠杆的话
[32:52] 它其实会让你
[32:53] 第一个你的心性就会扛不住
[32:55] 你就会开始发现说
[32:56] 你可能今天突然间暴赚
[32:58] 明天又突然间暴赔
[32:59] 那到后来你会甚至
[33:00] 开始出现一些莫名其妙的操作
[33:01] 乱砍乱追之类的
[33:03] 那所以会选择说
[33:04] 把杠杆降低的主因是因为
[33:06] 你知道说当你杠杆
[33:06] 今天降到了一定的水位之下
[33:08] 或甚至是没有杠杆之后呢
[33:10] 那今天就算突然间出一个
[33:12] 很极端的案例
[33:14] 可能像是去年的4月
[33:15] 或者说可能不知道
[33:17] 2018那时候贸易战或什么的
[33:18] 直接整个崩烂的一个状况之下
[33:20] 你最烂最烂
[33:22] 你就还是拿着股票嘛
[33:23] 你还是可以拿配息就过生活嘛
[33:25] 就算你真的是
[33:26] 你都不处理
[33:27] 你这样放着都不会太糟
[33:29] 你只要知道你买的东西
[33:29] 不是什么太糟糕的东西就好
[33:31] 可是如果你今天是
[33:32] 有开杠杆的状况之下
[33:33] 当你出现一些很大的回调的时候
[33:35] 有时候不是说你自己要不要调
[33:37] 就算你扛得住
[33:38] 人家也是要把你的部位断头
[33:40] 所以我们不希望自己的部位
[33:41] 可能在低档给人家砍掉
[33:42] 你当然在波动放大的时候
[33:44] 你就尽量的去把自己的杠杆给降低
[33:46] 所以他是有这样的一个思维在背后
[33:49] 当然这是我们自己的做法
[33:50] 或者说我跟我身边
[33:51] 其实蛮多人都是这样的一个逻辑
[33:53] 但当然有些人他不一样
[33:54] 那你就可以去選擇你自己的方式
[33:56] 下面一位
[33:57] 滷肉飯好吃戰士
[33:59] 那AIDA你好
[33:59] 想請教菜雞問題請AIDA解惑
[34:02] 要怎麼知道現在這一支股票
[34:04] 當下在吵什麼故事
[34:05] 那個人除了法說會隔天有辦法判斷
[34:08] 市場是對於這個股票的看法之外
[34:09] 其他時間都難以判斷當下的漲跌
[34:11] 是在吵什麼故事
[34:12] 那像前幾集AIDA有分享CPU的故事
[34:15] 光是從股價只知道漲跌
[34:16] 而市場上
[34:17] 各種消息的有早就在那
[34:19] 或是新跑出來的
[34:20] 小作為你也不知道是自己第幾手來看到
[34:22] 那想聽AIDA怎麼樣
[34:23] 将这件事情做好的许愿详细分享爱您
[34:26] 其实这件事情呢
[34:27] 到现在都还没有办法做得很好
[34:29] 我举一个还蛮有趣的例子
[34:31] 那先强调这张股票
[34:33] 我自己本身手上是没有的
[34:34] 那有一张股票叫中探针
[34:36] 那过去呢
[34:37] 反正就是有一次
[34:38] 跟一些身边的朋友在讨论的时候
[34:40] 然后他们有些人买很多
[34:41] 他们就说他们在买一个故事
[34:42] 叫做POGO PIN
[34:43] 那其实我是没有听过
[34:45] 什么叫做POGO PIN
[34:46] 弹簧针这种东西
[34:47] 然后他们就找了一个图片给我看
[34:49] 然后就跟我讲说
[34:49] 这个就是POGO PIN
[34:50] 我说那这东西是干嘛的
[34:52] 他们说这个东西其实很便宜
[34:53] 但他就可以拿来固定伺服器
[34:54] 因为像以前某散热厂
[34:56] 就曾经有一个悲剧
[34:57] 就那个东西推出来的时候
[34:58] 可能就不小心
[34:59] 把里面的东西撞坏掉
[35:00] 还是什么的
[35:00] 那所以呢
[35:01] 现在就是有这个东西之后
[35:02] 他就可以把伺服器给固定好
[35:03] 那他用的量很大
[35:05] 他可能会下到什么千万颗
[35:06] 亿颗或什么的
[35:07] 然后其实我心中想说
[35:08] 他炒这个题材
[35:09] 看起来也太鸟了吧
[35:11] 我心中想说也太鸟了吧
[35:12] 就后来就从一个
[35:13] 炎掉的朋友那一边得知
[35:16] 但也是我现在市场上面
[35:17] 听到八卦
[35:18] 就说他们也在推这一支
[35:19] 我就说你们真的是在推
[35:20] 那个什么弹簧针吗
[35:22] 那个东西到底是啥小
[35:23] 然后他们就贴图片给我看
[35:24] 然后就说
[35:25] 他们在推这个东西
[35:27] 那个东西是什么
[35:28] 那个东西就是Kyber
[35:28] 就是NVIDIA的下一个结构
[35:30] 叫Kyber
[35:31] 那在Kyber
[35:32] 他们有一些Connector上面
[35:33] 会有很多的针
[35:34] 很多的PIN
[35:34] 他们在推这个PIN
[35:35] 这个PIN就是由这一家所出的
[35:37] 所以在这个案例上就知道说
[35:39] 你看A这些人
[35:40] 他们是认为是那个Pogo Pin
[35:42] 那确实中探针也有做那个Pogo Pin
[35:44] 那B这些人是认为说
[35:46] 不是那个东西
[35:47] 是在涨说Connector里面的这一种PIN
[35:50] 它是在Kyber里面要去专用的
[35:52] 所以你就发现说
[35:53] 两边的人其实叙事是完全不一样
[35:55] 他们看的东西是不一样
[35:56] 可是两边的人
[35:57] 因为在你看中探针碰的这样
[35:59] 两边的人都觉得说
[36:00] 他们是对的
[36:00] 对吧
[36:01] 我买这个故事
[36:02] 真的就上涨
[36:03] 不就市场在买单我吗
[36:04] 所以我们有时候会一个
[36:05] 蛮有趣的说法
[36:07] 叫做一哥上涨各自表述
[36:08] 一个东西上涨
[36:09] 你去看一些那种散户讨论区
[36:11] 就会注意到
[36:12] 每个人都讲不一样的
[36:13] 因为筹码涨
[36:14] 因为什么
[36:14] 这个月营收好了
[36:16] 或因为什么
[36:16] 可是等到后来有一天
[36:18] 或许你各位有机会
[36:19] 可以去成为一些股票的主力
[36:21] 就是可能在过去的20天60天
[36:24] 你是买最多的人
[36:25] 那因为你买最多
[36:26] 所以代表你会影响到
[36:27] 这个股价的走势
[36:28] 那你自己也知道说
[36:29] 你是因为什么理由才买的
[36:31] 然后去促进
[36:31] 因为你的买进
[36:33] 而导致的这个走势的方向
[36:34] 那可是你会注意到说
[36:35] 在讨论区人家讲的东西
[36:36] 其实跟你买进的理由
[36:37] 是一点关系都没有的
[36:38] 可是我最后面也知道说
[36:40] so what
[36:40] 就是我们一个股票
[36:42] 本来就是会有各种理由
[36:43] 大家进来
[36:44] 总之就是说
[36:44] 我们在做的事情
[36:46] 其实都是某个程度上
[36:47] 去反映在市场里面的供需
[36:50] 你可能是因为基本面
[36:51] 你可能是因为Pogo Pin
[36:52] 你可能是因为Kyberac
[36:54] 要用到的这种Connector Pin
[36:55] 我不管你的理由是什么
[36:56] 反正总之就是
[36:57] 你们都要买东西
[36:58] 所以在供需方面
[36:59] 目前就供不应求
[37:01] 所以股价就在往上推
[37:02] 所以其实到底是什么故事
[37:04] 不重要
[37:04] 我这样讲
[37:05] 虽然会有些人觉得很矛盾
[37:07] 或什么的
[37:07] 为什么你还是要去看
[37:08] 一些基本面的故事
[37:09] 因为有这些基本面的故事
[37:11] 某个程度上你是说
[37:12] 进可供退可守
[37:13] 如果说你完全都在看技术面的话
[37:15] 那很多时候你会注意到
[37:16] 你追突破
[37:17] 然后你很快就被洗掉因为你不知道自己买的东西撒小所以你只能够看线图去做当你知道了其他的一些线索之后你可能就会知道我这个线索可能某个程度上会让某些人当CPU的话题开始出来的时候
[37:29] 他们会选择来买这个东西
[37:31] 那就等于说
[37:31] 我后面就有人来帮我抬轿了
[37:33] 我当然就可以去买这个故事
[37:35] 所以它重要
[37:36] 但它也不是绝对的重要
[37:37] 因为每个人其实看的东西都不太一样
[37:40] 再随便举一个例子
[37:41] 为什么我自己会跑去买了一些Marvel
[37:43] 虽然可能看到这个NVIDIA的路股
[37:46] 那时候我就很坦白跟大家讲说
[37:48] 我不是买这个故事
[37:49] 但后面大家会看到的是
[37:51] 反正就是某ASIC
[37:52] 那可能要找他来设计晶片
[37:54] 那这个可能还没有上过新闻
[37:56] 可是我就知道说
[37:57] 上新闻之后
[37:58] 你们可能就会冲进来买
[37:58] 那这时候我要干嘛
[37:59] 我就是说
[38:00] 如果你转落就丢掉
[38:01] 或者说如果真的一瞬间喷太多
[38:03] 我也丢一点给你
[38:03] 因为我就是比你早去布局
[38:05] 我知道你们看到这个东西
[38:06] 可能会冲进来
[38:07] 所以我其实有点像是说
[38:09] 就是凯因斯的空中楼阁理论
[38:12] 简单来讲说
[38:13] 题材对我们来讲是一种
[38:15] 我知道说当你看到这个东西
[38:16] 你可能会进来
[38:18] 那只是当然这故事有很多种
[38:20] 有时候也是歪打正着
[38:21] 其实我买的时候并不是这个故事
[38:23] 就像说我最早在买Invidia 2018的时候
[38:25] 我根本看不到AI的东西
[38:27] 可是你后来就是很名正言顺的
[38:30] 因为AI所以你继续持有
[38:31] 甚至去加码
[38:32] 然后去换更多的部位
[38:33] 所以故事这种东西呢
[38:35] 我觉得它重要
[38:36] 可是它也不是绝对的一切
[38:37] 那蛮多人在股市里面都喜欢问绝对的一切
[38:40] 那这我们讲过很多次了
[38:41] 就股票里面没有什么东西叫做绝对
[38:43] 那希望用上面的例子
[38:44] 你就可以去理解说
[38:45] 有时候就算是一个美丽的误会
[38:48] 然后大家搞错
[38:48] 那还是有机会可以让你赚到钱
[38:51] 所以你不用去追求到
[38:52] 你要非常的精准或什么的
[38:54] 因为如果你真的是非常的精准
[38:56] 你觉得赚到钱的话
[38:57] 那是不是每个在产业圈的人士
[38:59] 都该赚到翻调
[39:00] 因为他最懂
[39:00] 可是为什么他可能
[39:02] 不一定可以赚到翻调
[39:03] 所以这个要去稍微的揣摩思考一下
[39:05] 有时候还是要回归
[39:06] 就是这个技术现行的一些表现
[39:08] 一个东西到底强不强势
[39:10] 有没有人要买或什么的
[39:10] 这个其实是蛮重要的
[39:11] 下面一位
[39:12] 川川终于放过自己
[39:14] 上一集听到孟公说
[39:15] 打售售针可能会信誉下降
[39:17] 好像也没差
[39:18] 反正都剩两个了
[39:19] 我吃饭才喷出来
[39:20] Lisa听到会不会有点伤心
[39:21] 目前市场主流的光通讯有好几块
[39:24] 上游累金
[39:25] 雷射晶片
[39:26] TSP
[39:26] CPU
[39:27] 制程设备
[39:28] AOI
[39:29] 成品测试
[39:30] 甚至线材跟连接器
[39:31] 孟公怎么看
[39:32] 最看好哪一块的爆发力
[39:34] 累金跟雷射晶片
[39:36] 我算是没有做到
[39:38] 但应该要买
[39:39] 我认为应该要买
[39:40] 我是有买到
[39:41] 可能是比较偏基板的那一块
[39:43] 在美股就有做到这个
[39:44] 那再来CPU自成设备
[39:46] 算是我自己比较重仓的东西
[39:48] AOI的话是
[39:49] 有一些那种7系列的
[39:50] 可能相关的设备的
[39:53] 我自己本身也是买了不少
[39:55] 那再来线材跟连接器的话
[39:57] 就比较少一点
[39:58] 因为如果你今天要去讨论
[40:00] 其实很多人会把它混在一起
[40:00] 就是说细光子的
[40:02] 这些Transceiver跟Receiver
[40:04] 跟CPU其实是有点不太一样的
[40:06] 一个还是Pluggable的
[40:08] 那另外一个是
[40:09] 直接把它封装进去晶片里面
[40:10] 所以是有差的
[40:12] 那我知道其实在台股
[40:13] 蛮多人会去选择
[40:14] 买那些线材跟连接器
[40:15] 那只是
[40:15] 那个是我pass掉的东西
[40:17] 当然其实某程度上
[40:18] 也会有点懊悔
[40:19] 因为那其实也碰很多
[40:20] 但你不可能市场的
[40:21] 每个东西都抓到
[40:22] 所以我自己去做压住的话
[40:24] 是可能最上游的那些东西
[40:26] 然后再来CPU自成设备跟AOI
[40:27] 这个是我自己在看的
[40:29] 下面一位
[40:29] Vanus Spirit
[40:31] 最近跟兄弟迷上了绝地战兵2
[40:33] 一款用枪支武力散播民主的
[40:36] 北岸游戏
[40:36] 推荐给孟公
[40:37] 太太3月30号生日
[40:38] 希望可以收到你的祝福
[40:40] 明明生日快乐新婚快乐
[40:42] 未来一起加油
[40:43] 这款以前有玩过
