[00:00] 欢迎收听谷爱,我是星梦宫,本集节目由Sally赞助
[20:22] 就是之后去观察一些公立人间
[20:23] 你注意到他们的财报
[20:24] 或者说营收字节
[20:25] 有这样的一个情形
[20:26] 就代表说
[20:27] 他一定是开始进入一些涨价的循环
[20:30] 然后不然就是说
[20:31] 他的驾动率就开始拉满
[20:32] 因为驾动率对于这些厂商来讲
[20:33] 是非常关键的一个指标
[20:35] 当今天有办法
[20:36] 把他的产线放满的话
[20:38] 你会注意到
[20:38] 他毛利的数字会跳得很快
[20:40] 然后他获利的数字
[20:40] 也会跟着跳得很快
[20:41] 所以目前在这些
[20:43] AI相关的关键零组件上
[20:45] 我们都是持续注意到
[20:47] 一个涨价的趋势
[20:48] 甚至一些比较老梗的题材
[20:49] 他们都还是持续的维持
[20:52] 有在做涨价
[20:53] 所以非常的恐怖
[20:55] 至于在光通方面
[20:56] 因为在上集的QA
[20:58] 有听众朋友稍微问一下
[21:00] 他讲说
[21:00] 以光通的角度来讲
[21:02] 我觉得它比较大的一个催化剂
[21:04] 可能会落在
[21:06] 就像是当初把它喊下去的
[21:08] Semi Analysis
[21:08] 他们现在发了一个ETF
[21:10] 那这ETF里面
[21:11] 有选到一些光通的元件
[21:12] 就是有机会会透过这些
[21:14] 比较偏向资金行情的东西
[21:16] 去再一次的把它jump start
[21:17] 那只是如果说
[21:18] 我们真的要去评论它的话
[21:19] 我会认为
[21:20] 我自己实在不想介入
[21:21] 但我认为说
[21:22] 它会有几个看点
[21:23] 那我在周末的时候
[21:25] 稍微的运召
[21:26] 就台风没事在家
[21:27] 就把整个租区拉出来看
[21:28] 其实我注意到说
[21:29] Scythe
[21:30] 就是那个
[21:30] Sea Confortronics
[21:32] 细光
[21:32] 然后跟所谓的
[21:34] 这个IMP
[21:35] 零化音的
[21:36] 雷射相关的标的
[21:38] 你注意到他们蛮多
[21:40] 都是比较偏向一个
[21:41] 软掉的情形
[21:41] 当然过去也是涨很多
[21:43] 所以有可能
[21:44] 它是一个短期的现象
[21:45] 但我自己有注意到说
[21:47] Wide and Slow
[21:48] 这方面的一些股票
[21:50] 它其实在最近是稍微的转强
[21:52] 然后搭配其实在周末
[21:53] 有跟一些朋友稍微的聊天一下
[21:55] 有可能
[21:56] 就是如果说光通在后面
[21:57] 我还是觉得光通
[21:58] 它要去做一些进攻跟突破的话
[22:00] 大盘应该是要在新高的位置
[22:02] 因为他们是属于那些
[22:03] 非常高估值的东西
[22:04] 高估值的东西有一个特性
[22:06] 就是市场的行情一定要很好
[22:08] 然后大家才会去推这些东西
[22:10] 只是你可以注意到
[22:11] 他们里面也产生一些
[22:12] 肋骨轮动的情形
[22:14] 就是以前可能最热门的那些光通
[22:16] 比较偏向是那种Scythe
[22:17] 或者说零化银相关的雷射等
[22:20] 这些标的
[22:21] 他们的现行走得比较弱一点
[22:23] 可是如果你今天是Wide and Slow
[22:25] 也就是说Vixel
[22:26] 然后跟AOC
[22:27] 然后或者是甚至到Micro LED
[22:29] 它其实算是一个相对远的故事
[22:32] 但他们的股价
[22:34] 你会注意到说比前者还要来得稍微的硬一点
[22:37] 所以有可能在光通的这个族群里面
[22:39] 他们本身也发生了一种那种肋骨轮动的感觉
[22:42] 那这个让我想到一个东西
[22:44] 就大家还记不记得
[22:45] 前面有一个辩论是说光进铜退
[22:49] 最早是说光跑太快
[22:51] 然后所以铜很好
[22:52] 然后后来炒一阵子之后
[22:53] 大家变成在讲说光进铜退
[22:55] 所以当时在市场上
[22:57] 所有铜相关的标的全部被杀烂
[22:59] 那像美股的话
[23:00] 我自己的持股
[23:01] 当时Credo跟Stratalabs都跌到烂掉
[23:04] 那就有很多人就拿这个股价出来
[23:06] 说故事就说你看吧
[23:07] 所以铜相关的东西是没有任何机会
[23:10] 其实他们也没有到百分之百是铜
[23:12] 他们只是跟铜的联想性比较高
[23:14] 我觉得真正的铜概念股是Amphenol
[23:16] 只是不然我那时候
[23:17] 大家都把这两支也硬算进去
[23:19] 就是那种很高纯度的铜概念股
[23:21] 可是如果你现在回头看一下
[23:23] Credo跟SR Labs
[23:24] 你就注意到
[23:25] 全部都是在新高的位置
[23:26] 而且是在涨蛮多的
[23:28] 只是在市场就是说
[23:30] 租群轮动
[23:31] 或者说资金的取向改变的状况之下
[23:34] 你可以注意到
[23:35] 他们要去sell某个东西的时候
[23:37] 是可以把它当狗在卖的
[23:38] 因为过去可能也是涨得多
[23:40] 所以他卖下来的时候
[23:40] 也都卖得很狠
[23:41] 甚至会出现一些那种破底的情形
[23:43] 那所以因为有蛮多人都在问光
[23:46] 所以就让我很好奇
[23:47] 去看一下其他光的情形
[23:48] 我就注意到说
[23:49] 它某个程度上
[23:50] 它的一个narrative
[23:52] 会从本来
[23:53] 就是大家是在聚焦在narrow and fast
[23:56] 什么叫narrow and fast呢
[23:57] 就是说反正在这个细光的应用上面
[23:59] 因为细本身不会发光
[24:01] 所以他就要放一个零化银的镭射
[24:02] 去做打光
[24:03] 可是如果说今天要把频宽变大
[24:06] 要去做迭代的时候
[24:07] 他等于每次都要去重新设计一下
[24:08] 上面的这个元件
[24:09] 那就代表说他花很多钱
[24:11] 那做法怎么样
[24:12] 它就在一个小小的空间之内
[24:14] 然后可以做到非常快速
[24:15] 所以在这个原件的提升方面
[24:16] 就会去投入巨资
[24:18] 它会是一个指数化的成本的提升
[24:21] 那现在在市场上开始在讨论一个新的做法
[24:23] 在讲说就是slow but wide
[24:28] wide and slow
[24:29] 就是narrow and fast
[24:30] 然后跟wide and slow
[24:31] 那wide and slow的话
[24:33] 就是透过Vixel的方式
[24:34] 那Vixel大家已经知道
[24:35] 它在消费线已经行之多年了
[24:37] 它就是一个比较相对便宜的一个原件
[24:39] 如果它的速率没有办法达到怎么办
[24:42] 它就代表说就是多打几层上去
[24:44] 就多打几层上去
[24:45] 可能透过
[24:46] 不管你是用那种Fiber Ray Unit
[24:47] 或者说一些这种透镜的方式
[24:51] 把光收敛起来
[24:52] 就是说那个瓶颈会变在那边
[24:53] 这样子的话
[24:54] 我就不用去花这么大的成本
[24:56] 我还是可以去达到光传输的一个效果
[24:58] 就是开始蛮多人去讨论这样子一个话题
[25:01] 它就让我想到光跟桶的一个议题
[25:04] 就是我们节目一直在论调都是
[25:05] 它应该是并行的
[25:07] 就是說可能在IMREC裡面
[25:09] 銅還是一個非常好的解方
[25:11] 到現在也證實了
[25:12] 如果你今天是要去跑到scale out
[25:14] 或者說scale across的話
[25:16] 那可能就會去用一些光的解方
[25:17] 因為銅是沒有辦法跑這麼遠的
[25:19] 它會出現一些訊號的快速下降
[25:21] 一樣的道理就是
[25:23] 你今天如果去討論narrow and fast的話
[25:25] 那它可能是一個
[25:26] 你假設要把訊號打比較遠的話
[25:28] 會用這樣一個解方
[25:29] 如果你今天是在討論說slow and wide的話
[25:31] 它可能是在scale up scale in
[25:34] 這部分可能會用到這樣子一個解方
[25:36] 但我們不能夠了解的是
[25:38] 市場會不會因為這樣子
[25:40] 就是大家可能注意到一個新的故事
[25:41] 然後就瘋狂的去sell舊的名字
[25:44] 導致說就是大家注意到說
[25:46] 傳統大家很喜歡的一些光的類股
[25:48] 它是轉落的
[25:48] 只是這邊就是跟大家分享說
[25:50] 因為我稍微去看一下這個主題
[25:51] 我很久沒有看了
[25:52] 我稍微看一下我就注意到說
[25:53] 其實光裡面有些是相對強的
[25:55] 相對強的東西
[25:56] 其實都跟Slow and Wide的一個solution
[26:00] 是比較接近的
[26:01] 當然Slow and Wide的solution
[26:03] 有些像Micro LED什麼
[26:04] 那可能是2030以後的東西
[26:06] 就超級遠就甚至比CPU還遠的東西
[26:09] 可是就是市場是喜歡這些東西
[26:11] 就他們是撐在上面
[26:13] 反而是現在開始已經出現有放量
[26:15] 然後狀況越來越好的矽光大家在賣他們所以我自己的結論就是因為我注意到蠻多人在問我就稍微去看一下要强调就我自己家是没有把相关的资金跟注意力投入就是有点像说
[26:28] 听众服务
[26:29] 大家一直在问
[26:29] 我就稍微看一下
[26:30] 我觉得它应该是
[26:31] 在内部产生的
[26:32] 某种程度的
[26:33] 像那时候的
[26:34] 光劲同推的一个论述
[26:35] 就是你在理性上
[26:37] 你知道说Syph
[26:38] 它还是可以用
[26:39] 它跟Wide and Slow
[26:41] 它是不会有什么冲突的
[26:43] 因为它应用的场域不一样
[26:44] 但市场有时候
[26:45] 不一定这样子想
[26:46] 当大家在疯狂的炒光的议题的时候
[26:48] 他们就是把铜相关的东西
[26:50] 即便他也不是很纯血的铜
[26:52] 就狂卖
[26:53] 所以有时候你会发现市场会做这种很白痴的事情
[26:55] 然后就会导致说一些标的
[26:57] 特别是那种估值高的
[26:58] 就会遭受到蛮大的一个打击
[26:59] 跟这个可能是有关系
[27:01] 我自己是会觉得
[27:03] 我看了一下
[27:04] 我认为这个故事也是蛮有趣的
[27:05] 会在后面
[27:06] 当然你还是会再一次加入光的阵营
[27:09] 去选光的股票
[27:10] 只是我会觉得这个东西应该会等到
[27:13] 虽然我感觉有机会是蛮快的
[27:14] 因为像大盘
[27:15] 虽然大家觉得很震荡
[27:16] 盘面不好
[27:17] 但不管你去看纳斯达克
[27:18] 或是你看台湾的家园指数
[27:20] 距离新高老实讲都不远
[27:22] 真的都不远
[27:23] 如果说新高上去
[27:25] 然后回踩
[27:26] 或甚至是不回踩
[27:27] 如果说我回踩的话
[27:28] 撑住又再继续往上
[27:29] 再一次的去
[27:30] 持续往新高攻的话
[27:32] 有可能资金就会跑回去
[27:34] 这一些比较偏向是高估值的一个东西
[27:36] 但在那之前的话
[27:37] 我觉得就自己或身边的一些朋友
[27:39] 其实目前大家在锁定的
[27:41] 各种标定都是比较偏向
[27:43] 在短期內會注意到
[27:44] 營收跟獲利跑上去的東西
[27:45] 就大家都往這個地方塞
[27:47] 那記憶體倒是一個例外
[27:49] 因為記憶體雖然它也是
[27:50] 就是營收跟獲利真的很好
[27:52] 但可能是比較擁擠一點
[27:53] 所以其實一些那種中大資
[27:55] 我感覺大家已經沒有特別偏好
[27:57] 要把錢往這邊塞
[27:58] 大家是塞就是那種記憶體之後的
[28:00] 那些各種元件
[28:01] 就是準備要開營收獲利的
[28:03] 然後大家比較喜歡這個
[28:04] 有可能就是等到
[28:05] 假設盤面的狀況變得很好
[28:06] Sentiment變好
[28:07] 大家不再這麼悲觀的時候
[28:08] 就再一次的會往那些高估值的東西前進
[28:11] 那只是往高估值的东西前进
[28:13] 也要去注意说
[28:14] 里面有一些子分类
[28:15] 就是说虽然他们严格上来说
[28:17] 包一包都是光
[28:18] 只是如果说你把这一包的光
[28:20] 去做一些拆分的话
[28:21] 你会注意到
[28:22] 好像表现的没那么好的
[28:23] 就是Narrow and Fast那一块
[28:25] 就是过去最香的这块的东西
[28:27] 反而是没有那么好
[28:28] 大家在卖这个
[28:29] 然后去转一些
[28:30] 就是更未来更梦的东西
[28:31] 还蛮有趣的
[28:32] 就是它是一种那种
[28:33] 多重层次的判断
[28:34] 那只是因为自己有观察到
[28:36] 这样的一个现象
[28:37] 也稍微在节目
[28:38] 抛砖引玉分享一下
[28:39] 因为这个东西还太新太潮
[28:41] 所以有時候我也蠻有趣的
[28:42] 就是在那邊跟大家哈啦啦了一下之後
[28:45] 然後就會收到很多聽眾feedback
[28:47] 就幫我去更加的完整整個輪廓是怎麼樣
[28:50] 所以大概講一下自己的一些想法
[28:51] 好 大家知不知道今天我們今天要進入Q&A的部分
[28:54] 地位 葛屁 Hi MK
[28:55] 這次泳裝的造型都好好看
[28:57] 蠻喜歡灰姑娘這次的切換模式設計
[29:00] 快關快打 賽連還是灰姑娘
[29:04] 這個蠻難選的 應該是灰姑娘
[29:05] 但是灰姑娘還沒有出這個造型之前
[29:07] 應該是會選賽連
[29:09] 下面一位 徐滿 喵喵喵汪汪
[29:10] 我们亦当年
[29:11] 老公好
[29:12] 想到听众日后在网络上说
[29:14] 秋狗干你娘
[29:15] 剪破衣服当乞丐
[29:16] 路上乱叫
[29:16] 干在墙上
[29:17] 快乐宝贝
[29:18] 梦共我老公的时候
[29:19] 那时候的小孩
[29:19] 会不会不知道在说什么的
[29:21] 那另外10K跑得完
[29:23] 非在如我
[29:24] 第一位21K
[29:25] 都可以两小时半前跑完的
[29:27] 那最后祝暑假跟小孩相处愉快
[29:29] 爱您
[29:29] 对
[29:30] 希望可以顺利的玩赛
[29:32] 那下面一位Eric Wang
[29:33] 诸位知道为什么坏人要戴眼镜吗
[29:36] 因为他们有恶势力
[29:37] 两分
[29:39] 下面一位Jack Chang
[29:40] 好像太严格了
[29:41] 四分好了
[29:42] Jack Chang
[29:43] 梦宫早安
[29:44] 本来有问题想问MK的建议
[29:46] 但马上就想到
[29:47] 你会怎么回的
[29:48] 妈的臭娘炮
[29:49] 不要那边问东问西的
[29:50] 先去做就对了
[29:51] 所以小弟决定先搞个灰头土脸
[29:53] 还有问题再来问你
[29:55] 另外想问
[29:56] 功率现在都不用导线架改用衣架了吗
[29:58] 九月去法国交换完要当兵了
[30:01] 麻烦MK说个当兵时遇到天兵的故事
[30:04] 祝您全家平安健康
[30:05] 台风注意安全爱你
[30:07] 希望你交换顺利
[30:09] 那也希望你當兵愉快
[30:11] 然後再來講說
[30:11] 當兵遇到天兵的故事
[30:14] 以前就是我們在做散訊的時候
[30:16] 反正他要懲罰你
[30:17] 就會叫你交互蹲跳
[30:19] 那一般交互蹲跳
[30:20] 就是整個班一起
[30:22] 就大家都要一起在那邊交互蹲跳
[30:23] 所以呢
[30:24] 我們最討厭的就是
[30:25] 他今天可能講說
[30:26] 來這個騎蹲下交蹲跳20下
[30:28] 然後20下要叫你數嘛
[30:30] 大家就1 2
[30:31] 然後20
[30:32] 然後每次就有人21
[30:33] 我不知道在哪里
[30:34] 在他媽哪里來的快樂寶貝
[30:35] 跟他媽低能兒
[30:36] 每次都會有人
[30:37] 額外再多數出去
[30:39] 然后就变成全部人要重新跳
[30:40] 所以我当兵最讨厌的
[30:41] 就是这一连
[30:42] 数字都不会数的人
[30:43] 然后再来讲说
[30:44] 前面说
[30:45] 对不要问都问其先做
[30:47] 对没错
[30:48] 这个是我一向鼓励的
[30:49] 因为我发现
[30:50] 很多人都是停留在
[30:51] 清谈的部分
[30:52] 就是他都是在问问题
[30:53] 他永远都在问问题
[30:54] 像之前有一阵子
[30:55] 不是有很多人在QA
[30:56] 整天在问
[30:57] 然后就被我吐槽说
[30:58] 一看就是你根本没有下场去做
[31:00] 你整天问
[31:01] 你问了半天
[31:01] 老实讲你下场去
[31:03] 你会产生更多新的问题
[31:05] 所以不如你一开始就先下场去
[31:06] 你先把部位控小什么的
[31:08] 反正你都先用最低曝險的方式
[31:10] 不管是工作或是生活
[31:11] 不管是投資或是什麼
[31:12] 有的沒有的都是一樣的道理
[31:13] 你先做之後
[31:14] 你會有很多新的想法
[31:15] 那些只會打嘴炮的人
[31:17] 你知道嗎
[31:17] 一輩子都停留在打嘴炮的地方
[31:18] 然後再講說
[31:19] 是不是都不用導線價改用衣價
[31:22] 對我知道最近的導線價的表現
[31:24] 沒那麼好
[31:24] 就像是我會看到Telegram
[31:25] 有一些群友會抱怨說
[31:27] 為什麼美國的IDM都不太漲
[31:29] 實際上他們真的都是很缺
[31:31] 這有點類似說
[31:32] 那時候我不是也在節目
[31:33] 整天抱怨說
[31:33] 為什麼日本跟美國的變動人家在動
[31:35] 然後台灣的不會動
[31:36] 结果台湾的不动还好
[31:38] 一动不得了
[31:39] 一动就是直接射到烂掉
[31:41] 只是那时候就是会呈现说
[31:43] 市场有一些lag的情形
[31:44] 其实在我们现在看来会觉得
[31:46] 不管是被动元件
[31:48] 或是公寓元件
[31:48] 他们都走在一条蛮好的路上
[31:51] 只是有时候你没有办法去解释说
[31:53] 为什么有时候可能落干时间内
[31:56] A市场好B市场不好
[31:57] 然后之后又再相反过来
[31:58] 我们不确定
[31:59] 股票现在有点类似说
[32:01] 大家都在抢资金
[32:02] 就是市场上能够买的股市太多了
[32:05] 你怎么样说服大家来买
[32:06] 或是说大家怎么样会想买
[32:07] 会去做出一个资金的取向
[32:09] 所以会导致说
[32:11] 特别是其他市场Sentiment
[32:12] 慢慢在转差的状况之下
[32:14] 有些它其实也是好东西
[32:15] 但它就是好像没有人要进去买
[32:18] 或说没有人进去炒它
[32:19] 一样的那种感觉
[32:20] 那你说导现价的话
[32:21] 一样我们不去评论股价相关
[32:23] 我们单纯讲说在产业YS
[32:25] 其实最近是有了解到
[32:26] 有蛮多导现价
[32:27] 它的Lead Time又再一次的往上拉
[32:29] 然后甚至有些涨价的情形
[32:30] 那有些朋友跟我讲说
[32:31] 他不知道涨价涨多少
[32:32] 就去问另外一个source
[32:34] 那我稍微的拼湊出来
[32:35] 虽然他们涨价会跟着
[32:36] 国际的同价报价去跑
[32:38] 可是整体来说
[32:38] 大概是有涨10到20%左右的一个数字
[32:42] 然后再来就是lead time的话
[32:43] 一些比较精英的厂商
[32:45] 甚至是从本来3到4个月
[32:46] 跑到7到8个月左右
[32:48] 所以它是一个非常缺的环节
[32:50] 那为什么会找这一块呢
[32:51] 因为身边的朋友
[32:52] 他们是产业专的
[32:54] 他们在找封装的source的时候
[32:56] 因为现在封装厂
[32:57] 大家都知道都很满
[32:58] 也就是我们跟大家讲说
[32:59] 其实封装是后面
[33:00] 蛮多人在注意的题材
[33:01] 因为他们真的都很满
[33:02] 但他們可能去做轉場
[33:04] 要發現說我在A廠這邊下
[33:06] 我要等超久
[33:06] 我轉去B
[33:07] 轉去B之後發現出事情
[33:09] 為什麼
[33:09] 因為B雖然它有封裝的產能
[33:10] 可是它沒有導線架
[33:12] 出事了
[33:13] 這個導線架買不到
[33:14] 所以目前在我們的角度看
[33:16] 就是整體的被動元件
[33:18] 或說功率元件
[33:18] 都有類似的一些情形
[33:20] 在某些特殊的環節
[33:21] 其實是特別的卡
[33:22] 因為這些特殊的環節特別卡
[33:24] 所以導致說要外溢到其他的東西去
[33:26] 至於這些東西其實加起來
[33:28] 它可能是實際檔標的
[33:30] 哪些環節比較會漲
[33:32] 是不是最缺的一定最漲
[33:33] 有時候不一定怎樣
[33:34] 那市場有一個資金取向的問題
[33:36] 所以很多時候大家可能會站在某一隻標的
[33:38] 在問說奇怪現在是怎樣子
[33:40] 大家不要光通訊了嗎
[33:41] 其實不是大家不要光通訊
[33:43] 大家可能不要的是你手上的光通訊
[33:45] 因為我自己去檢查一下
[33:46] 像我剛剛前面聊光
[33:47] 他還是有些東西在右上角
[33:49] 他只是還沒突破
[33:50] 他至少在右上角
[33:50] 他至少沒有掉下來
[33:51] 所以大家要去觀察一下
[33:53] 就如果說你是很在意短線變化
[33:55] 就坦白講你是來炒股票
[33:57] 你是來投機的
[33:58] 你不是在投資
[33:59] 你基本面沒研究螺絲
[34:00] 你去研究基本面只是为了去安抚自己
[34:03] 说下跌的时候
[34:04] 我再加持投资
[34:05] 如果你是这类人的话
[34:06] 其实你更该注意说市场资金是怎么样跑
[34:08] 因为有时候钱没有在这
[34:09] 他要回来他需要a while
[34:11] 他要等一下
[34:12] 那当然如果你是愿意用投资心态去等的
[34:15] 你的那种产业也都研究好的话
[34:16] 你反而是不用太担心
[34:18] 最后发现说很多人是他是投机的心态
[34:20] 然后可是他整天又在问基本面的问题
[34:21] 因为如果你是投机的心态的话
[34:23] 他有时候那跟基本面不一定有关系
[34:25] 那只是说资金没有跑到那而已
[34:26] 那这边投机的范围
[34:28] 只要不想承认自己是投机
[34:30] 导线价在基本面的角度来看
[34:32] 怎么样就缺
[34:33] 就好
[34:34] 这个绝对是没有问题的
[34:35] 那只是对
[34:36] 很明显市场资金
[34:37] 因为我自己手上
[34:39] 有去观察一些
[34:39] 导线价相关的标点
[34:41] 他们比较偏向是横盘
[34:42] 也不说没涨就横盘
[34:43] 就前面涨过
[34:44] 现在在休息
[34:44] 大概这样
[34:45] 那下面一位李大头
[34:46] 直男巧虎大大
[34:48] 您好
[34:48] 上次有说到资讯太多
[34:50] 会有太多杂音
[34:51] 请问只听您一个podcast
[34:53] 这样是可行的吗
[34:54] 过后认真
[34:54] 还是有什么资讯来源
[34:56] 可以参考呢
[34:56] 谢谢大家分享人生
[34:57] 让我们一起体验这个世界
[34:58] 祝全家平平安安
[34:59] 开车只有绿灯
[35:00] 感恩
[35:00] 我没有办法去回答你这样子的问题
[35:04] 那我用我自己的角度
[35:05] 来跟大家分享
[35:06] 我自己本身
[35:07] 现在是比较没有在听什么Podcast
[35:09] 特别是什么投资Podcast
[35:10] 那绝对是不可能去听的
[35:11] 也不是说我不喜欢大家
[35:12] 或是什么我觉得人家烂或什么
[35:13] 你就单纯是没有时间
[35:15] 那当然那可能是说
[35:17] 在我现在这个状态
[35:18] 这种东西对我来讲帮助不大
[35:20] 所以我没有时间
[35:20] 那对于一些可能菜逼吧来说
[35:22] 他可能多听多看
[35:23] 都还是会有帮助
[35:24] 那只是杂讯这个东西
[35:26] 是真的很值得去注意
[35:27] 就是资讯这种东西
[35:29] 特别是你在股票上经营的越久
[35:31] 你会发现
[35:32] 你与其有所谓的100条线
[35:34] 然后这100条线都是杂讯
[35:36] 你不如有两条超级纯的
[35:37] 可能在某个Design House
[35:39] 或是在某个Fab的线
[35:40] 你这两条线就可以做股票
[35:42] 你根本不需要100个
[35:43] 我又听说谁说什么
[35:44] 我又听说谁说什么
[35:45] 一开始我还不懂股票
[35:46] 所以我又搞一堆群组
[35:47] 跟一堆朋友
[35:48] 要不要加
[35:49] 你就稍微加一下
[35:49] 最后发现说
[35:50] 就绝大多数真的都是杂讯
[35:51] 所以你就会扮演
[35:53] 你只听
[35:54] 你也很少说的那个角色
[35:55] 那是真的是有那些
[35:57] 你自己会慢慢有机会去识别到
[35:59] 就很类似说
[36:00] 不知道跟交友一样吧
[36:01] 久了之后你会知道说
[36:02] 哪些朋友他来找你的时候
[36:04] 一般就是真的有很好玩的东西
[36:05] 哪些朋友来找你都是有破事
[36:07] 你久了你一定会慢慢的懂得
[36:08] 然后你才会去主动输出给那些
[36:10] 就是你知道是比较有内容
[36:12] 或者说实际上是对市场驱动
[36:14] 有帮助的这些人
[36:15] 那这也不是说什么
[36:16] 我们去帮朋友排高低
[36:17] 就单纯说
[36:18] 因为每个人的时间是有限的
[36:19] 你一天就是
[36:20] 你扣掉睡觉陪小朋友什么的
[36:22] 你就是这样的时间
[36:23] 当你可能累积的资讯源越来越多
[36:26] 你势必要去做一些泰罗流强
[36:28] 或是去把某些不需要的东西砍掉
[36:30] 因为你不这样做的话
[36:31] 你就不用休息了
[36:32] 所以他是有点类似说
[36:34] 我觉得当你今天reach limit
[36:35] 你已经达到上限
[36:37] 你开始发现你有跟我一样的困扰
[36:38] 就是你知道太多
[36:39] 对你是没有帮助的
[36:40] 你就会主动去砍他了
[36:42] 当然你可以提早去识别这些事情
[36:44] 都是更好的
[36:45] 兄弟我也charming
[36:46] 唱诗班不唱歌都在聊股票
[36:48] 五星吹蓬蓬公家你好
[36:50] 小弟想留言说
[36:51] 您有没有往自己脸上贴金
[36:54] 您真的是我的贵人
[36:56] 您没有往自己脸上贴金
[36:58] 我想说你妈
[36:58] 你问我往自己脸上贴金啥小
[37:00] 你这是我的贵人
[37:01] 长期收听节目
[37:02] 建立我买大盘
[37:03] 并持续待在市场的观念
[37:05] 这两年体会富力
[37:06] 让财富增长
[37:07] 您的日常分享
[37:08] 也增添很多生活的乐趣
[37:10] 祝全家平安健康
[37:11] 尼基一抽入魂
[37:12] 笑男
[37:13] 这个尼基一抽入魂很重要
[37:15] 那笑男发展顺利
[37:17] 最后用诺娜的语音包住
[37:18] 唱诗般的老友们
[37:20] 要保持健康
[37:20] 一起唱到老哟
[37:22] 以及7月22号生日的
[37:23] 天母牡丹美玄生日快乐哟
[37:26] 身体健康
[37:28] 早日投入喜欢的工作
[37:29] 要幸福快乐哟
[37:30] 祝这些朋友都可以幸福快乐
[37:33] 你们是不是一群
[37:33] 那种五六十路的
[37:34] 感觉应该是
[37:35] 你知道为什么吗
[37:36] 因为第一个
[37:37] 他ID叫Charming
[37:37] 没有那种二三十岁会叫Charming
[37:39] 会叫Charming
[37:40] 除非你名字叫什么
[37:40] 查明之类的
[37:41] 不然会叫自己那种
[37:42] Prince Charming
[37:43] 这个应该是五六十岁大叔
[37:45] 只是他讲话还很年轻
[37:46] 这个蛮有趣的
[37:47] 那再来就是
[37:47] 他的朋友叫天母牡丹
[37:49] 小夏不是應該要叫什麼
[37:50] 天母周子瑜嗎
[37:52] 天母大力帕
[37:53] 天母牡丹
[37:54] 像什麼苗栗千牛花
[37:56] 大雅杜鵑花之類
[37:58] 就是
[37:58] 你們應該是年紀蠻大的
[38:00] 就是不小心透露年齡了
[38:02] 那希望你們都可以
[38:03] 快樂健康
[38:05] 引法族快樂
[38:06] 引法族膝蓋要顧好
[38:08] 我不知道講什麼
[38:09] 下面一位
[38:10] 波波愛上夢工
[38:11] 夢工去感恩
[38:11] 小弟在台中已經繞遍
[38:13] 西屯跟七旗各大全聯
[38:15] 就是找不到夢幻酒單
[38:17] 上他五支酒
[38:18] 那这样我是不是一个不及格的矮保
[38:20] 那恳请台中区的矮保分享
[38:22] 哪里买得到
[38:23] 谢谢爱宁
[38:23] 你上次又忘记说为爱宁
[38:25] 好为爱宁
[38:26] 好那后来是有听说
[38:27] 就是我推的几款
[38:29] 他是只有在全联的S店才有
[38:31] 虽然这听起来超怪
[38:32] 什么S店跟非S店
[38:34] 对这个取名字的人很有想法
[38:36] 以前应该也是业路走很多
[38:37] 但反正总之就是
[38:39] 全联有一些店
[38:40] 他们有相对高单价的东西
[38:42] 那为什么我也知道这件事情呢
[38:43] 因为其实有关的量饭店
[38:45] 跟有关的酒商
[38:47] 他们后来都有想要来找我合作
[38:49] 或者说表达他们的谢意
[38:50] 那当然我都是拒绝了
[38:52] 未来有机会可以
[38:53] 只是这阵子是绝对是不要的
[38:55] 因为会让我的推荐就走掉了
[38:57] 就大家不希望说
[38:58] 你的推荐是一个商业的结果
[39:00] 除了我们开头的广告以外
[39:01] 那其实我们节目聊的东西
[39:02] 都一定是非常发自内心
[39:04] 真诚的一些想法
[39:05] You might like it or not
[39:07] 但是至少那一定都是
[39:08] 我当下真实的想法
[39:10] 我觉得这个是很可贵的
[39:11] 反正总之就是因为
[39:11] 这些人有跟我讲
[39:12] 所以我才知道说
[39:13] 原来我分S店跟非S店
[39:15] 我还吐槽了一下
[39:16] 我说妈怎么会叫S店这么奇怪的一个
[39:18] 就是有些台湾人会想歪的东西
[39:21] 但反正总之呢
[39:22] 这些S店它才会有一些品相
[39:25] 所以导致说有蛮多听众反映说
[39:26] 跑去一些地方买不到
[39:27] 因为你没有进去S店你去错店了大概是这样子但总之呢你不用刻意的去找啦我觉得因为那就有点类似说像搞不好未来有照来大家会出题目给我你不可以喝看看
[39:39] 那一的可口可乐
[39:39] 我就稍微去讲一下
[39:41] 你有机会遇到的时候
[39:42] 你把它买回家
[39:43] 那就是一个很深刻的体验
[39:45] 但不用特地跑去找
[39:46] 真的不用
[39:46] 那大家有点太疯狂了
[39:48] 就导致
[39:49] 因为后来才知道说
[39:51] 其中一个酒
[39:53] 然后他的代理商
[39:54] 就是我认识的酒商老板
[39:56] 然后那个老板
[39:57] 有跟我说谢谢
[39:57] 然后大概跟我透露一下
[39:59] 那个销量的状态
[40:00] 这个蛮变态的
[40:01] 我不知道
[40:01] 你们大家真的是非常的疯狂
[40:03] 反正就是有路过看到就好
[40:04] 这种不用特别跑去找
[40:05] 那就是一个
[40:06] 好玩有趣的那种
[40:09] 随机性的推荐
[40:10] 大概这样
[40:10] 下面一位Steven
[40:11] 太常跳过
[40:12] 当然他讲说他有点迷茫
[40:14] 我们念一下
[40:15] 可是真的留太长了
[40:17] 我稍微简单看一下
[40:18] OK他前面讲说非常感谢
[40:20] 然后不管是彰化小黄油股市
