[00:00] 欢迎收听谷爱,我是孟公
[19:13] 可能偏向二三線的東西
[19:15] 這就是大家自己要去思考
[19:16] 那一樣因為這個東西
[19:17] 已經是整個拉出去了
[19:18] 所以我們只是去follow up
[19:20] 像CPU我們會持續的去follow up
[19:21] 去講一下
[19:22] 那我覺得一般人最好
[19:23] 就是把自己的手綁起來
[19:24] 就是這樣不要再噴出表態段
[19:26] 就除非你是會玩的
[19:27] 那這段時間其實很好操作
[19:29] 但是加速器可能不一定會
[19:30] 所以他就會買了
[19:31] 然后接着就会看到回答
[19:32] 他就说
[19:33] 为什么他会跌
[19:34] 怎么跌了
[19:35] 你不是说很好
[19:36] 这种人就
[19:37] 他们其实理论上
[19:38] 是会被社会给淘汰掉
[19:39] 只是我还是会不想看到
[19:41] 就是有些
[19:41] 他可能他本来也是快乐好听众
[19:43] 只是他就坐不住了
[19:45] 看最近盘这样
[19:45] 就要找东西追
[19:46] 然后就受伤
[19:47] 可能最后面就因为这样
[19:48] 还会讨厌我之类
[19:49] 但你要知道
[19:50] 其实我们都是带状的在cover
[19:51] 所以尽量自己要小心
[19:53] 我觉得这个盘面
[19:54] 特别是
[19:55] 以台美股来讲
[19:56] 真的是长得很恐怖
[19:57] 就这边你要在
[19:58] 可能前面没有部位的状况之下
[20:00] 再去新增部位
[20:01] 是我都是会害怕
[20:02] 我每次新买东西
[20:02] 我都觉得
[20:03] 我真的要买在这个地方吗
[20:04] 所以就稍微小心一点
[20:06] 那你说什么时候可以买
[20:07] 我也不晓得
[20:08] 我自己会觉得说
[20:09] 你给我一些像样的回答之后
[20:11] 我会比较踏实
[20:12] 那如果没有的话
[20:13] 那就是我的东西
[20:14] 一定是要持续加码上去
[20:15] 就是我不会再
[20:15] 可能莫名其妙还在横盘
[20:17] 或者说小拉回的时候
[20:18] 去加大部位
[20:19] 因为你不知道说
[20:20] 如果后面真的大盘回一个大
[20:21] 都会发生什么事情
[20:22] 所以是自己要小心
[20:23] 那上集有跟大家稍微的聊一下
[20:25] 就是我们对Legacy的一些看法
[20:27] 那后来就经过各地的地方听众非常感恩
[20:30] 就是不管是笔电业的啊
[20:32] 手机业的或是金银人代工的
[20:35] 其实蛮多都有来给我们一些feedback
[20:37] 那我稍微的把大家的想法撮合之后呢
[20:40] 那跟大家再一次的报告
[20:42] 那基本上就是跟我自己的猜想是一样
[20:44] 就它比较偏向是一个补库存的行为
[20:47] 那是有注意到说像有些朋友有提到说
[20:50] 在一些国际的笔电大厂
[20:52] 他们开出来的Forecast的数字是很漂亮
[20:54] 他们也真的拉了很多的货
[20:55] 那只是呢就知道说中端的表现不一定好
[20:58] 或是会分化
[20:59] 好像苹果系的大家就觉得说应该是还蛮不错的
[21:02] 安卓系的或是一些可能比较低价比店
[21:05] 大家就会觉得说那个表现的状况就是不会太好
[21:08] 那为什么现在会拉货呢
[21:09] 最主要原因还是因为各个零组件都在涨价
[21:12] 那因为涨价的关系
[21:13] 大家不希望说我后买然后当他们冤大头嘛
[21:16] 所以大家都赶快去做强买
[21:18] 然后现在我们又看到说
[21:19] 就像是德州仪器啊
[21:21] 然后或是甚至后面罗姆都有机会跑出来涨价
[21:24] 朋友跟我分享说一般罗姆呢
[21:25] 他都是跑最慢的
[21:26] 但如果他都涨价的话
[21:27] 就是稳的
[21:28] 就是大家都会一直去做涨价
[21:29] 那功率半导体的一些美系欧系的大厂
[21:33] 然后在过去一阵子
[21:34] 我们都持续的去收到一些
[21:35] 这个涨价信
[21:37] 那就我们的判断
[21:39] 就是我们之前跟大家分享说
[21:40] 就是如果我们今天去观察涨价的话
[21:42] 我们要先把它拆分成两种
[21:43] 一种是在成本端的涨价
[21:46] 讲一讲就是说
[21:47] 因为现在成本太高了
[21:48] 他用的料或者说
[21:50] 他的上游给他的价格
[21:51] 都持续的去做调涨
[21:52] 他不去涨价的话
[21:54] 他自己就要BBQ了
[21:55] 所以他就会跟客户就发一个信说
[21:57] 不好意思我真的一定要动
[21:58] 我不动的话
[21:59] 那我们自己也会出状况
[22:00] 这个我们把它称为是成本驱动的一个涨价
[22:02] 那成本驱动的涨价的话
[22:05] 除非他自己本身
[22:06] 好像有些厂商
[22:07] 他是生产驴电容的
[22:09] 然后他同时他的
[22:10] 这个子公司就是在做驴脖的
[22:12] 那这个就会变成说
[22:13] 他有一定程度的优势
[22:15] 因为他自己有
[22:16] 所以这个价格可以调整的
[22:18] 可能比较漂亮一点
[22:19] 他的毛利数字也可以做的比较好看一点
[22:20] 但如果说他自己本身
[22:22] 也是要去跟别人买料的话
[22:24] 那这种成本传导的
[22:25] 不一定对这些公司会有利
[22:27] 它不一定会是一个有利的
[22:29] 那需求传导的话
[22:30] 就会是比较重要的
[22:32] 跟我们要去观察的
[22:33] 就是到底是不是有一个
[22:34] demand存在
[22:35] 然后导致说
[22:36] 现在是供不应求
[22:37] 所以价格要往上跑
[22:39] 那legacy的东西呢
[22:40] 我觉得要去稍微的拆分一下
[22:42] 就是以
[22:42] 就来说称收制程的话
[22:43] 零电我自己是真的不太熟悉
[22:45] 但世界先进是因为
[22:45] 它有很多台积电的授权
[22:47] 一些特殊制程的授权
[22:48] 或什么的
[22:48] 所以世界先进这边
[22:50] 特别是他们自己在法术会
[22:51] 就有跟大家讲说
[22:52] 这个是
[22:52] 它产能是被包走的
[22:55] 在新加坡的新厂
[22:56] 是直接整个被包掉
[22:57] 所以这我们觉得没有问题
[22:58] 这个就是demand去驱动的
[23:00] 但一些那种ice design
[23:02] 或者说一些
[23:03] 所谓的传统的什么DDIC
[23:05] 一些legacy
[23:06] 大家可能在过去
[23:08] 比较不会去注意的
[23:09] 因为他们是偏泛消费性的
[23:10] 我们目前观察
[23:11] 我们认为是一个成本导致的现象
[23:14] 就是因为它的成本上升
[23:15] 所以要只好去跟客户涨价
[23:17] 对我们都希望说
[23:18] 消费的春宴回来
[23:20] 那只是按照过去一阵子
[23:22] 就是各路听众的feedback
[23:23] 看起来消费的春宴
[23:25] 还是没有出现
[23:27] 然后它是属于一个
[23:28] 比较分化的局面
[23:30] 有些好有些不好
[23:31] 所以比较难用我们惯用的手法
[23:33] 就是直接一包包起来
[23:35] 然后都上去打
[23:36] 自干一个ETF之类
[23:37] 我们就没有办法这样去做
[23:38] 所以确实是如我那时候的猜测
[23:41] 因为一开始我是猜测
[23:42] 然后现在有听众feedback之后
[23:43] 就算是知道一个全貌了
[23:45] 那时候的猜测是觉得说
[23:46] 应该就只是可能
[23:48] 市场的机器也高了
[23:49] 然后大家就去找一些
[23:50] 便宜的东西拉一下
[23:52] 所以应该就比较偏向是这样子一个剧本
[23:55] 所以它比较偏向是Tier 2
[23:56] 或是Tier 3的一个
[23:57] 就假设我今天真的要去找东西找不到
[23:59] 才会往这个方向去找
[24:00] 那最近也注意到像那个
[24:02] 常务股汉堂它开了它的财报数字
[24:05] 那我觉得常务应该是
[24:07] 对蛮多人来讲是一个
[24:08] 令人很失望的股票
[24:09] 它在过去曾经非常的强大
[24:10] 蛮多人都在上面赚过钱
[24:12] 那只是在过去的一阵子
[24:13] 常务的表现就没有这么好
[24:15] 只有一些可能像盛惠这种表现特
[24:17] 因为盛惠它可能做的是
[24:18] 比较偏向是ODM的厂房之类的
[24:22] 大家把它称为是non-TSMC
[24:24] 因为你是做TSMC的
[24:25] 大家可能不喜欢
[24:26] 因为市场有个说法说
[24:27] 你做TSMC的
[24:28] 你的毛利的数字就会比较低
[24:29] 你被TSMC压价格
[24:31] 只是蛮有趣的是说
[24:32] 汉堂开出来的
[24:33] Q1的毛利数字是好的
[24:34] 大家都预期说
[24:35] 它应该会继续往下走
[24:36] 结果它没有往下走
[24:37] 但我自己看看股价
[24:38] 好像也没有上去的意思
[24:39] 所以就是一个有趣的观察
[24:41] 市场中其实真的还是有
[24:43] 蛮多这类型的东西
[24:44] 或者说我们自己的
[24:45] 圈子股王台积电之类的
[24:47] 它的财务数字
[24:48] 或者说成长性都很好
[24:49] 但是其實市場沒有意願要把它交易去一個更高的估值
[24:53] 其實只要有這些東西持續的存在在我自己的心中就比較不會這麼害怕我就會知道說今天我們大家可能都是去買一些很貴的高估值的東西動能嘛衝衝衝可是如果說今天正在進入防守性的話
[25:05] 我可以立刻找到哪些是屬於防守性的東西
[25:07] 他可能已經交易在他4PR是10倍了
[25:09] 那10倍的東西很難輸啦
[25:11] 還是有機會輸啦
[25:12] 這輸的機率就會變成低啊
[25:13] 那這個可能就會變成是我們退守的一個地方
[25:15] 所以呢
[25:16] 現在可能蠻多人都會開始去找一個
[25:18] 角兔的第二窟跟第三窟啦
[25:20] 因為一開始大家都動能衝來衝去嘛
[25:22] 大家在過去的表現都很好
[25:23] 可是当盘面开始出现一些震荡
[25:26] 然后一些走势开始分化
[25:27] 像过去很强的一些IC Design
[25:29] 然后最近开始集体转落之后
[25:31] 散热在转落
[25:32] 当然注意到很多族群都在转落的时候
[25:34] 有可能就是一些修正要产生的前兆
[25:37] 这个其实我们在前几天的盘中
[25:40] 就有跟朋友聊到
[25:41] 因为过去真的是
[25:42] 就讲一个比较难听的
[25:43] 你只要在市场里面去下大单
[25:45] 就一堆人会追
[25:45] 你只要下大单就有人跟着追
[25:48] 你也不知道发生什么事
[25:48] 反正就好像每天你去下单就会赚钱
[25:50] 那只是在大概一两天前
[25:52] 我们自己身边朋友
[25:53] 然后不然像我自己都
[25:53] 我们在分享的时候都说
[25:54] 你也这样觉得吗
[25:55] 我也这样觉得
[25:56] 就开始有些东西是
[25:57] 就要说你觉得这个地方位置很好
[25:59] 理论上这边买下去
[26:00] 应该大家就会冲了
[26:01] 可是竟然没有冲
[26:02] 就开始有一些细微的变化
[26:04] 那我们不喜欢去做
[26:06] 这个摸头抄底的行为
[26:07] 只是这个就是一个
[26:08] 对我们来讲是小警讯的东西
[26:09] 那当你注意到市场中的强势族群
[26:12] 现在还是蛮多的
[26:13] 只是可能开始有在浓缩了
[26:15] 一直缩缩缩的话
[26:16] 那就是有机会
[26:17] 后面要brace for impact
[26:18] 就是可能会有一些回荡的产生
[26:20] 那只是当然
[26:20] 还是要回到
[26:21] 刚刚最前面讲一个那个button line
[26:23] 大前提就是
[26:23] 其实他回答对于绝大多数来讲
[26:26] 应该也是觉得没差
[26:26] 因为真的是喷太远了
[26:27] 所以不知道再看吧
[26:29] 我自己的想法会觉得说
[26:30] 可能今年都还是有机会
[26:31] 一直这样子多下去
[26:33] 就即便你看前面涨这么多了
[26:34] 可是都还是有机会
[26:36] 在每个拉回之后
[26:37] 就会再产生新的机会
[26:38] 因为毕竟还是找得到一些
[26:39] 成长性极好
[26:40] 或者说价格正在疯狂的涨价
[26:42] 或甚至是交易在很便宜估值的东西
[26:45] 所以只要这些东西存在的话
[26:47] 我对盘面都不会是太悲观
[26:48] 就即便可能今天这个盘面
[26:49] 会吓到一些人
[26:50] 但成功说那是吓到
[26:51] 可能就是前面你买三点的
[26:53] 你会吓到
[26:53] 那其他人就只是
[26:54] 可能会稍微的思考一下
[26:56] 这边我们是要去调部位
[26:57] 还是这样
[26:57] 可是我发现说调部位的人
[26:58] 是很少
[26:59] 那可能心态都跟我是蛮类似的
[27:01] 就是我们已经找好一些
[27:01] 那种古阿康了
[27:02] 就如果我今天出之前的话
[27:04] 老子就要躲进去古阿康里面
[27:05] 那接着再看后面怎么样
[27:07] 再去把一些部位给补回来
[27:08] 所以大概是用这样的心态
[27:09] 去做一个面对
[27:10] 那至于说去访中国
[27:12] 然后有没有带上老黄
[27:13] 或什么的
[27:14] 这个最近当然
[27:15] 你在新闻里面
[27:16] 看到很多这样子的讨论
[27:17] 那身边朋友
[27:17] 我发现去讨论这个
[27:18] 比较少一点
[27:19] 就是大家就会很调侃的讲
[27:20] 要说老黄本来没有被邀请
[27:22] 然后老黄现在要上飞机了
[27:23] 他如果有上飞机
[27:24] 就是理论上
[27:25] 就是只有好消息
[27:25] 应该不会说什么上飞机
[27:27] 然后要洗他脸
[27:27] 一个不好的消息
[27:28] 但就算是一些好消息
[27:30] 就算是真的有谈出一些东西
[27:32] 你说这个会不会是市场的
[27:33] 一个新一波的catalyst
[27:34] 我觉得以下的位置
[27:35] 应该很难有东西
[27:36] 再把它你知道再撞上去
[27:38] 就真的会觉得会
[27:39] 以心态来讲
[27:40] 不会想要再太冲
[27:41] 特别是前几天
[27:42] 开始去点一些东西
[27:43] 发现说
[27:43] 有一点那种点不动的状态产生
[27:45] 所以稍微再注意一下
[27:46] 其实我觉得蛮多人心态
[27:47] 也是相当痴汉
[27:48] 就是说
[27:49] 现在大家都已经是赚蛮多了
[27:51] 有些东西你获利砍出来
[27:52] 你也想再找东西接
[27:53] 只是说可能
[27:54] 大家也不想当第一枪
[27:56] 就等它掉下来
[27:57] 看到什么地方
[27:57] 然后再来去买
[27:58] 但至少就是你要有一个蓝图
[28:01] 你要知道说
[28:01] 可能哪些东西是有成长性
[28:03] 哪些东西是在涨价的
[28:04] 这还蛮重要
[28:04] 然后我们会持续在节目
[28:05] 跟大家分享
[28:06] 向他看到的一些产业的状态
[28:08] 那可能在过去的一段时间
[28:09] 会开始发现说
[28:11] 可能我们就要说
[28:12] CPU或者说被动元件的话题
[28:14] 开始会重复
[28:15] 那当然没有办法
[28:16] 因为就是市场强势的成绩
[28:17] 我们就是看强势的东西
[28:19] 那只是我们每次会尽量的
[28:20] 去加最新的一些update
[28:22] 就是说当然像这一集
[28:23] 很好大家都知道
[28:24] 可是它一定会有一些细节的变化
[28:26] 就是一些新的扩散
[28:28] 一些新的价格
[28:28] 或者说每个季度的签约的
[28:31] 合约价格什么的
[28:32] 那个都会尽量在节目里面
[28:34] 去跟大家去做update
[28:35] 然后协助大家去做一些判断
[28:36] 大概是这样
[28:37] 好那这些人
[28:38] 在我们家进入今天的部分
[28:39] 地位利
[28:39] 二宝爸再次留言
[28:41] 孟公好
[28:41] 发现上次留错了
[28:42] 后面的不是妈祖
[28:43] 是观音大
[28:44] 最近妈祖出群的话题太多了
[28:46] 不过相信留错都会保佑的
[28:47] 那另外一只想问
[28:48] 捏软联盟是物理上的吗
[28:50] 我被二宝至少
[28:51] 两宝至少捏到三次
[28:53] 孟公有经验吗
[28:54] 不是啊
[28:54] 拜托把你的睾丸收起来好不好
[28:56] 我觉得不太可能
[28:57] 被小朋友捏到睾丸
[28:59] 你说被踩到撞到
[29:00] 很常见
[29:01] 特別是像我們家的男嬰
[29:03] 兩個都是動作很大
[29:04] 男生真的是比較不細緻
[29:06] 他們會突然間跟你
[29:07] 不知道說他是什麼
[29:08] 假赫人花之類的
[29:09] 然後假赫假赫衝過來
[29:11] 他真的是直接頭垂
[29:12] 或者說他直接跳到你身上
[29:14] 當然一沒弄好
[29:15] 就可能會踩到你
[29:16] 也不要說蛋
[29:17] 踩到其他地方
[29:18] 踩到肚子什麼也都超級痛的
[29:19] 所以踩到撞到有機會
[29:21] 但是手直接過去抓一把的話
[29:23] 你一定是平常掛在外面
[29:25] 我建議你就好好把它收起來
[29:27] 下面一位
[29:27] 最近一直拉肚子
[29:29] 嗨猛工
[29:29] 想跟你请教有关小作文的疑惑
[29:31] 听听你的看法
[29:32] 一直以来炒股的时候
[29:33] 网络上总会有各种小作文的出现
[29:34] 虽然自己有认真做基本面研究
[29:36] 但小作文的存在
[29:37] 我不太确定要视为谣言还是事实
[29:39] 关好判断谣言或事实之后
[29:41] 再判断已反映或是未反映
[29:43] 如果可以的话
[29:44] 方便用近期的散热族群来说明吗
[29:45] 那通常这种换设计
[29:47] 不太可能是某一个瞬间
[29:49] 公司的产品就全面更换
[29:50] 而是有一段时间的发酵
[29:51] 那为什么散热这阵子杀得最严重
[29:53] 我自己是没买散热相关的
[29:55] 但觉得这个案例很赞爱您
[29:57] 其实最近市场上的小作文
[29:59] 有感的变少
[30:00] 我不确定是小作文的作家都赚到
[30:04] 不知道就是什么盆满钵满
[30:05] 然后消失了
[30:06] 还是大家突然不写了
[30:07] 但是以前很常看到小作文
[30:10] 你知道前面还有吟诗作对
[30:11] 给你妈的四元局剧之类的
[30:13] 那只是现在
[30:14] 我不知道大家有没有感觉
[30:16] 就一样在做交易的各位朋友们
[30:17] 你们有没有发现说
[30:18] 最近的作文有变少
[30:19] 我体感是有变少了
[30:21] 那你讲的这些我觉得有分
[30:22] 就是说小作文跟消息不一样
[30:24] 消息的话可能是就是一小段
[30:27] 那小作文是他们会去做一些诠释
[30:29] 然后可能会去掰出一些东西
[30:31] 那要怎么样去识别说哪个是真实假
[30:33] 其实那个都是需要一些多方crosscheck
[30:35] 有些可能觉得我们自己非常熟悉的
[30:37] 你也认识公司派的
[30:38] 你立刻又知道答案
[30:39] 那这个也很难讲
[30:42] 就觉得说有时候我知道答案是什么
[30:43] 那我自己在车上
[30:44] 我发现你们在乱吹
[30:46] 我不会因为说你们在乱吹
[30:47] 我就把东西卖掉
[30:48] 我也觉得说你们要乱吹是不是
[30:49] 那你们也最好就乱买
[30:51] 然后把它推上去
[30:51] 我觉得很爽
[30:53] 所以我甚至不会想去纠正你
[30:54] 我会觉得说
[30:54] 没关系你们就这样想吧
[30:56] 那当然
[30:57] 有些比较偏向那种正义使者的
[30:59] 或是一些看空的
[31:00] 他们就很喜欢去找一些小作文
[31:01] 然后帮忙改作业
[31:02] 这个乱写或什么的
[31:04] 那只是呢
[31:05] 我自己的看法是这样
[31:06] 我觉得小作文
[31:07] 你可以把它视为说
[31:08] 就是市场中的一种声音
[31:10] 它只要不是瞎掰的一些数字就好
[31:12] 它可以有自己的想象嘛
[31:13] 就像是不知道
[31:14] 就一样是看同一家公司
[31:15] 联发科台积电这么大家的
[31:17] 全台湾大家都会讨论的公司
[31:18] 每个人的看法都不太一样
[31:20] 有些人觉得说
[31:21] 可能觉得说台积电
[31:22] 什么1000块就是高点
[31:23] 就下到2000
[31:24] 你觉得下2000是不是高点
[31:25] 一定有一堆人跟你讲说是高点
[31:26] 会不会花了3000之类的
[31:28] 那MediaTek也是
[31:29] 就是大家应该都想
[31:30] 都不敢想过去会这样的涨停
[31:31] 那这其实都会有很多
[31:32] 看法上的不同
[31:33] 那如果把这些看法都写出来的话
[31:35] 是不是某个程度上
[31:36] 都会变成是一些小作文
[31:37] 所以很难去做界定
[31:39] 我觉得正规的小作文
[31:40] 还是那种会在前面放
[31:42] 什么四言绝句
[31:43] 然后接着里面会开始
[31:44] 乱引一些数字
[31:45] 然后接着会说什么
[31:46] 这个毛利大概多少
[31:48] 然后称出来EPS多少
[31:49] EPS一定喊超级高
[31:50] 这个就比较偏向是小作文
[31:52] 那近期真的比较少
[31:53] 所以像那个散热
[31:53] 它比较不是小作文的形式
[31:56] 它比较像是消息的形式
[31:57] 然后现在在X上面
[31:58] 其实你注意到很多X的账号
[31:59] 我都怀疑说
[32:00] 那是不是台湾人反串
[32:01] 那假装自己是韩国人
[32:02] 假装自己是日本人
[32:03] 因为他们太贴台湾的新闻了
[32:06] 就是他们过度的去关心台湾的新闻
[32:08] 当然台湾是AI的中心
[32:10] 这个绝对是没有错的
[32:11] 我们是很重要的一个supply chain
[32:13] 那只是有一些就是怎么说
[32:15] 我们市场知道说
[32:17] 大家现在在弄的一些
[32:18] 像前面在弄载板的时候
[32:19] 就有一些那种日本的账号
[32:20] 整天就在也在那边贴载板
[32:22] 我想说这会不会是新的小作文的形式
[32:24] 就是把它变成是
[32:25] 假装自己是阿兜仔之类
[32:27] 其实我们已经知道
[32:27] 就像说有些人会在中国的论坛写
[32:30] 有些人会在什么同学会写
[32:31] 其实真的熟的都会知道
[32:33] 背后是谁
[32:34] 只是大家可能看破
[32:35] 没有说破而已
[32:36] 然后甚至会把这个
[32:37] 当成某种指标来做一个操作
[32:39] 那所以呢
[32:40] 以这个散热的事件来讲
[32:41] 当然你讲的是没有错
[32:43] 那就是一个产品呢
[32:45] 其实不会随便就去做更换
[32:47] 那只是当然有时候会遇到一些
[32:49] 可能像以前有遇到什么破片啊
[32:52] 然后说什么光照重新设计啊
[32:54] 那个真的就是
[32:55] 真的刚好出事情了
[32:56] 所以必须要去做一些调整
[32:57] 那只是会不会在
[32:59] 就叫做量产的前夕
[33:00] 然后把一些人
[33:01] 直接整个都提出去
[33:02] 其实这个几率是偏低啦
[33:04] 但实际上在
[33:05] 过去的这个散热传闻呢
[33:07] 他算是传的还蛮开的
[33:09] 然后大家也都会去做考究
[33:11] 那个其实也不是从什么单一source
[33:13] 就像说可能什么TSM
[33:14] 或者说NVIDIA跑出来
[33:15] 那个散热厂商自己也知道
[33:16] 所以就是各地的东西
[33:18] 大家对一对之后
[33:18] 就大概知道有这样子的一个
[33:20] 轮廓的产生
[33:21] 所以他并不是用小作文的方式
[33:23] 去传递的
[33:24] 然后再来还有一点很重要的
[33:26] 也是之前产业大哥有提醒过我的
[33:27] 就是说就像说像NV
[33:29] 他在推一些产品的时候
[33:31] 他其实是有两条路线
[33:32] 一条就是说我去做研发
[33:35] 我会不停的研发新的东西
[33:36] 像之前的什么co-op
[33:38] 或者说可能多放几个袋之类的
[33:40] 做大片一点什么的
[33:42] 那个其实都是持续的会在做研发
[33:44] 就是它模拟着去推
[33:45] 那另外一条线就是量产
[33:47] 那我可能今天研发到
[33:49] 就像说先用一个meter来讲的话
[33:51] 是1到100
[33:52] 我研发到80分到90分
[33:54] 我可能可以赶得上
[33:55] 在这一次的量产出的话
[33:56] 那我就会开始试着
[33:57] 在这一次的量产去推这个东西
[33:59] 要是后来出事情的话
[34:00] 其实也不代表这个研发的东西
[34:01] 就会不见
[34:02] 它只是可能会在下一代
[34:03] 或是之后的一些产品用上
[34:04] 那这个在过去
[34:05] 我们已经看过很多次了
[34:06] 所以很多時候你聽到人家講說什麼
[34:08] 地炎啊或什麼的
[34:09] 你就知道說那個真的就叫做地炎了
[34:10] 也就可能當然股價會殺一波大的
[34:12] 你心裡會不舒服什麼
[34:13] 只是那個後面該發生的還是會發生
[34:15] 因為一些那種產品的路徑跟road map或什麼的
[34:17] 沒有一些致命的錯誤的話
[34:19] 他是不會去輕易的修改的
[34:21] 他最多就只是說
[34:22] 我這一代的量產我跟不上
[34:23] 我就下一代
[34:24] 所以你現在要改掉一些設計
[34:25] 有可能在下一代又會再跑出來
[34:27] 到時候大家又風猛的把他追回來
[34:28] 大家都長這個樣子
[34:30] 好下面為困堡
[34:31] 緩緩飄落的風也像思念
[34:36] 為何晚會要趕在冬天來之前
[34:41] 後面太長了
[34:42] 不是啊
[34:42] 別再叫我唱歌了
[34:44] 他說沒有想說啥就來打招呼的
[34:46] 這集標題可以放這個嗎
[34:48] 他寫腳踏車愛您
[34:50] 腳踏車最近又動了是不是
[34:51] 我跟你講我去年有坐過一波腳踏車
[34:53] 然後被殺爆
[34:54] 我再也不敢再買這個腳踏車了
[34:56] 去年也有做那個紡織
[34:58] 紡織腳踏車其實都有做過
[35:00] 現在回頭看就覺得說
[35:01] 那時候為什麼要做那東西
[35:02] 我只能夠跟你講
[35:02] 有時候市場不好的時候
[35:03] 你就找東西做
[35:04] 什麼工具機什麼全部都會找來弄
[35:05] 但你現在就是很單純
[35:06] 反正就全部都搞那個科技零組件
[35:08] 然後OK
[35:09] 待會就放那個腳踏車
[35:10] 下面一位
[35:11] 純水英子
[35:12] 安安夢工大哥
[35:13] 你之後會不會因為你兒子跑去
[35:15] 刺了一個寶可夢的圖啊
[35:17] 我還記得你已經有一個
[35:18] Shock Do Do了耶
[35:20] 我女兒現在很喜歡
[35:21] 佩佩豬跟Shock Do Do
[35:22] 我都沒有勇氣去刺
[35:23] 不愧是猛攻我大哥啊
[35:25] 還有可以幫我用川普的雲包
[35:26] 跟這些賣夢仔的老闆說
[35:28] Go fuck yourself
[35:30] 那謝謝您
[35:31] 祝全家平安健康快樂順心愛您
[35:34] 不知道
[35:35] 那时候真的是一时冲动
[35:37] 其实我很多时候
[35:37] 会做一些冲动的行为
[35:39] 那确实是像
[35:40] 我的心理医师
[35:41] 之前跟我讲的
[35:41] 他就说
[35:42] 还好你小时候
[35:43] 没有遇到真的太坏的人
[35:44] 不然如果人家拿一些东西
[35:46] 说要不要试试看
[35:47] 是不是没种
[35:47] 干你就试了
[35:48] 老实讲真的是这样
[35:49] 你自己听我节目也知道
[35:51] 我很常受人家影响
[35:52] 人家跟我讲什么
[35:53] 好啊试看看
[35:54] 就好奇
[35:55] 好奇心太高
[35:55] 就会这样子
[35:56] 我还蛮喜欢我自己
[35:58] 那个baby shark的刺青
[35:59] 只是当然
[35:59] 安哥会不会之后
[36:00] 再叫我去
[36:01] 其实他们没有叫我去
[36:03] 那时候我就是看
[36:03] 我大儿子很喜欢baby shark
[36:04] 所以我就去搞了一个baby shark
[36:05] 那非常有用
[36:06] 有用了几个月
[36:07] 那后来他就喜欢robocop poly
[36:10] 那后来就当然有些朋友跟我讲说
[36:12] 你要不要也去吃一个robocop poly
[36:13] 我觉得不要啦
[36:14] 我再搞下去
[36:15] 我就跟那ashren一样
[36:16] 就手上一堆有的没有的东西
[36:17] 这个要看气氛
[36:19] 气氛对的时候
[36:19] 什么都有可能会放在自己的身上
[36:21] 下面一位李大头
[36:22] 谢谢老大让我们好节目
[36:23] 可以收听爱你我也爱你
[36:24] 下面一位周杰伦搁浅
[36:26] 不是啊
[36:27] 我们这边真的一大堆老人家
[36:28] 怎么这么多周杰伦粉
[36:30] 怎么这么多人跟我一样
[36:31] 都很喜欢周杰伦
[36:32] 他写说我只能永远读着对白
[36:36] 以后就唱一句就好
[36:38] 因为真的太多
[36:38] 这就觉得太多
[36:39] 就请你当作我已不在
[36:41] 梦宫Chica
[36:42] 上次听你说要去阿利康特买房子
[36:45] 后来没有下文
[36:45] 我这边有一群朋友
[36:46] 已经准备要去那边看房了
[36:48] 另外在最近拉G盘之下
[36:49] 我已经把手上的中小型都解码不少
[36:52] 不过光通讯跟先进制程设备
[36:54] 还是非常看好
[36:55] 像是智茂 宏静 应能 君豪 惠特
[36:57] 虽然有解码
[36:58] 但还是会持续的留着
[36:59] 另外CPU socket的佳泽跟新唐
[37:01] 也会继续加码
[37:02] 这个一定是
[37:03] 我不知道
[37:04] 我就感觉一定是专业在搞股票
[37:06] 这些东西全部都是
[37:07] 就是身边一些很会搞的人
[37:09] 手上会有的东西
[37:10] 那其实之前跟大家讲的
[37:12] 没有盖你
[37:12] 就是你真的有办法
[37:13] 去看一个人的portfolio
[37:14] 就大概知道他的一个状态
[37:16] 那整天在买拐股的
[37:17] 如果你的都是那种超拐
[37:19] 最拐的
[37:20] 代表说你可能是一个炒股大师
[37:21] 可是你都是那种
[37:22] 各路有的没有东西拼凑起来
[37:24] 你一定是乱听牌的然后像这位就是他一定是在搞交易的而且他有逻辑CPUU socket的話加者這個確實啊就是我們那時候講說CPU的一個外溢題材那新唐的話最好笑新唐的話就是
[37:35] 可能兩年前的節目就有跟大家說
[37:37] 那時候要做進去Google跟微軟
[37:38] 然後大家把一樣的故事再拿出來炒
[37:40] 然後這次就上去了
[37:41] 所以呢這個MCU的業績改善
[37:43] 確實是蠻重要
[37:43] 那當然現在有些人說NV也要進去
[37:45] 或什麼的
[37:46] 然後再來前面的宏敬硬能
[37:47] 其實這都不是一般散戶會買的股票
[37:49] 自貿
[37:50] 因為一般人根本沒有辦法check到這些東西
[37:54] 惠特的話導致很多散戶喜歡
[37:56] 之前在搞CPU好像什麼巨量轉移的時候
[37:58] 很多人喜歡
[37:58] 只是現在可能在玩別的故事去了
[38:00] 所以這位兄弟應該是我們的同業
[38:03] 確實像我自己也是把一些部位
[38:05] 都放到台積跟發哥去
[38:07] 就在過去一陣子都有去做這樣子一個調整
[38:10] 只是當然最近的中小
[38:11] 因為像可能被動元件
[38:13] 或是一些怎麼講比較拐的東西
[38:16] 我們就不要刻意把它拿出來提了
[38:18] 他們還是蠻強的
[38:20] 所以我確實還是有去做一些調整
[38:22] 因為我本來以為中小要直接死掉
