[00:00] 欢迎收听谷爱,我是孟公
[19:35] 外资如果没有到的话
[19:36] 就有机会去一波上去
[19:37] 但是外资还到
[19:38] 所以不太确定
[19:39] 可能要看一下
[19:40] 后面是怎么样去做发展
[19:41] 接着来讨论一下两则
[19:43] 我觉得蛮重要的新闻
[19:44] 首先一个就是
[19:45] OpenAI跟力讯精密要去做
[19:48] 原生AI消费设备
[19:50] 这其实就是一个smartphone
[19:51] 只是这个smartphone
[19:52] 下来可能大家会想说
[19:53] 既然他没有要去用app
[19:56] 他可能把app是藏在
[19:57] 他的agent的任务列后面
[19:59] 会不会他后面有一个新的名字之类的
[20:01] 但这个东西其实在我的角度来看
[20:03] 一样我们其实是AI多
[20:05] 但有时候我们没有办法
[20:07] 很无聊的去尬捶
[20:08] 就是没有办法说所有的AI东西
[20:10] 太厉害了
[20:11] 谁又要失业了
[20:12] 什么iPhone要被取代了
[20:13] 其实要去取代iPhone
[20:15] 没有这么简单的
[20:15] 我觉得他可能去挑战一架Pixel Phone
[20:17] 或者去挑战一架Samsung
[20:19] 还有机会
[20:19] 但iPhone其实没有这么简单去做挑战
[20:22] 然后特别是其实前面有AI PIN
[20:23] 而且AI PIN那时候我们是认为说
[20:25] 就是有机会看一下这些Early Adapter
[20:27] 有没有可能有些那种
[20:29] 非常热衷科技的人会大买之类的
[20:31] 然后最后面整个AI PIN是BBQ
[20:33] 那最主要当然有些人会怪说
[20:35] 是那个评测的
[20:36] 然后把它讲的太坏或什么
[20:37] 但我认为是这样
[20:38] 就算评测的讲好话
[20:39] 那大家去试用就发现说
[20:40] 这个东西走得太前面
[20:41] 所以他假设晚个几年出生
[20:43] 或许会有他的一个机会
[20:45] 那一样就是手机这个载体呢
[20:47] 我自己会认为说
[20:48] 他现在已经发展到
[20:49] 但我现在讲这个
[20:50] 可能会听起来有点老人臭
[20:51] 就像那时候可能我爸爸也觉得说
[20:53] 什么黑莓机是最好的手机之类的
[20:55] 不知道
[20:56] 就是未来的科技可能都有很多的变化
[20:58] 但我认为一下手机本身
[20:59] 特别是我们的使用习惯绑在上面
[21:01] 你说如果你在我的iPhone上面
[21:04] 然后你给我一个GENETIC AI的interface
[21:07] 然后让我可以去滋用APP
[21:08] 就其实像iPhone
[21:09] 它已经有去买这些功能了
[21:10] 还不能够用而已
[21:11] 它可以去让你选说
[21:12] 哪一些APP
[21:13] 你要让大家可以
[21:13] 让他的AI去读之类的
[21:15] 我会觉得说
[21:16] 这个我接受度也比较高一点
[21:17] 因为我还是要去用APP
[21:18] 我还是要去使用
[21:19] 我的券商下单
[21:20] LINE
[21:20] 或是什么Facebook
[21:21] 或是我要逛X
[21:22] 或什么的
[21:23] 我们的习惯是很铁的
[21:25] 就已经是绑在那一边
[21:26] 可能也有机会
[21:27] 我们是要被时代淘汰的一群人
[21:28] 搞不好新的年轻人
[21:29] 没有问题之类的
[21:30] 所以这个一直对我来讲
[21:31] 都是一个大宅文
[21:32] 但我会觉得说
[21:34] 特别是前面有AI PIN的例子之后
[21:36] 如果说有一个产品
[21:37] 他会告诉你
[21:38] 他直接要颠覆大家的想象
[21:40] 那他蛮高机会
[21:42] 就是会受到阴头痛击
[21:44] 所以对于这件事情
[21:45] 我本身是站在
[21:47] 就是比较中性的一个角度
[21:48] 那当然供应链这边
[21:49] 已经有很多人去挖了
[21:50] 就是在说他的
[21:51] 那一个手机的chip
[21:53] 是由高通跟MediaTek去购印
[21:55] 那我稍微去
[21:56] 问一下身边的朋友
[21:57] 他们讲说一颗是120美元
[21:59] 那当然其实很快
[22:00] 就有小作文传出来
[22:01] 就是去写说
[22:02] 那高通如果说
[22:03] 可以供几颗
[22:04] 或是MediaTek可以供几颗
[22:05] 去乘以120美元的话
[22:07] 那就是有多少钱
[22:08] 然后他们给的数字是震天架响
[22:10] 但我是不认为说
[22:12] 这个手机或者说不知道
[22:13] 某一种装置
[22:15] Smart Device
[22:16] 然后它可以去取代手机
[22:17] 然后获得一个巨大的成功
[22:19] 我也觉得说比较困难一点
[22:21] 最主要就是
[22:21] 因为从我们家自己的
[22:23] 手机使用体验上
[22:24] 我们还是习惯于去用APP
[22:25] 然后如果强调
[22:26] 其实你现在要去用AI
[22:27] 你在你的手机上就可以用到了
[22:29] 所以你会特地想要去买一支手机
[22:31] 然后来做他跟你promise
[22:33] 就是他可能有一个Agentic Workflow
[22:35] 把他在上面之类的
[22:36] 因为这个可能等到他手机推出来的时候
[22:37] 虽然他有这个功能是很酷的或什么的
[22:40] 但我相信很快你在其他的竞品手机
[22:42] 不管是中系或者说美系的手机
[22:44] 韩系的手机
[22:45] 他们也会立刻的跟上
[22:46] 就这是一个血海战场
[22:48] 所以我不认为说他的那个数字会很高
[22:50] 但也稍微的分享一下
[22:51] 因为市场上有人已经在帮这个东西去做定价
[22:54] 去假设说他可以卖个什么几千万台
[22:55] 然后一颗120美元
[22:57] 所以贡献可能EPS营收多少
[22:59] 但总之就是先看看就好
[23:01] 然後再來就是因為他的夥伴是力訊
[23:02] 這個力訊嚴格上來說
[23:04] 他跟鴻海比起來那個等級還是有差
[23:06] 所以那個品質要直接去挑戰到iPhone
[23:09] 我覺得是比較困難
[23:10] 應該可以把它視為是
[23:11] Next Pixel Phone或者說Next Samsung
[23:13] 還有一點點的可能性
[23:15] 這是我的一個小小心得跟大家分享一下
[23:18] 那再來就是在聊一下
[23:20] Meta去簽了一個Multi-Billion Dollar Agreement
[23:22] With AWS for Large-scale Graviton-5 Deployment
[23:25] 那這個東西我們在前面的
[23:27] 忘記是兩個月前有跟大家聊到
[23:29] 那時候在AWS的一個製股東西裡面
[23:32] Andy Jassy是有提到說
[23:34] 目前Graviton的狀態是供不應求
[23:37] 他們自己要用都不夠
[23:39] 然後一堆客戶跟他說要包下他的全部Graviton
[23:42] 所以目前CPU的狀況還是非常的火熱
[23:45] 特別是Meta
[23:46] 它其實在CPU的部署是非常的激進的
[23:50] 它的Multibillion Dollar
[23:51] 我們不知道是多少錢
[23:52] 所以我們只能夠去用一個簡單的推算
[23:54] 他說他要Tens of Millions的Graviton Core
[23:56] 每個Graviton它有192個Core
[23:59] 所以你去用1000万Cores去推的话
[24:01] 去除一下192
[24:03] 就会得出说大概是52K颗晶片左右
[24:06] 那这只是Tens of Million
[24:08] 就搞不好它后面还有更多的Cores的需求
[24:11] 那就就会拉到很高
[24:12] 那我们目前确实还是看到说
[24:14] 在市场里面CPU是非常的火热
[24:17] 所以在台系的一些CPU相关的Supply Chain
[24:20] 全部都动起来
[24:21] 那蛮有趣的是一些消费级的CPU Chain也动起来
[24:25] 这个我觉得它是有点像是在赌
[24:27] 类似说那时候记忆体
[24:30] 那时候我们给大家分享说
[24:31] 一个蛮大胆的假设
[24:32] 那现在看起来是
[24:33] 市场有些人去买单这个
[24:34] 我自己是没有买单
[24:35] 但有些人去买单这个
[24:36] 那时候我们的说法是说
[24:37] 因为在记忆体涨的时候
[24:39] 就理论上大家都知道
[24:40] 最缺的东西是什么
[24:40] 是HBM
[24:42] 这个是在DRAN的方面
[24:43] 然后在SSD这边
[24:45] 在NAND的方面
[24:46] 最缺的东西是ESSD
[24:48] 企业级使用的
[24:49] 结果在若干的时间范围内
[24:52] 其实大家注意到说
[24:52] 很多的标股是产生在
[24:54] 可能一般人没有想象到的地方
[24:55] 就是所謂的被排擠的地方
[24:57] 結果是在DRAM的漲價是非常的猛烈
[25:00] 特別是像D3 D4的漲價
[25:02] 或甚至像是Nord的漲價
[25:04] 再來在NAND這邊
[25:05] 你看MLC NAND的漲價然後或者是CSSD就是消費級的漲價是非常兇的所以有机会就大家要去读这个剧本那这个我们在聊Intel的一个电话会议的时候
[25:16] 有跟大家聊到
[25:17] 就是说Intel它已经有在它的会议里面
[25:20] 有明白的表示说
[25:21] 总之就是他们要把它的产能输出给
[25:24] 就是以这个伺服器为主
[25:26] 所以有机会就是在消费级这边
[25:28] 会产生一些排挤的现象
[25:29] 那只是以目前终端的角度看
[25:32] 在消费级这边的需求是不太行的
[25:34] 我不太确定
[25:35] 就是说整个行情是不太好
[25:37] 消费性的状态是不好
[25:38] 那这样子这个排挤的需求
[25:40] 有没有把它走得很高
[25:41] 我们就没有办法这么的肯定了
[25:43] 因为其实在机体这边
[25:45] 还是有一点点的差距
[25:47] 就来说像这个DDR3 DDR4
[25:49] 它其实是用在一些
[25:50] Server产品里面的
[25:51] 它其实还是伺服器规格的东西
[25:54] 那所以它可能就会产生
[25:55] 一个排挤的效应
[25:56] 那只是说
[25:57] 如果说今天CPU产品
[25:58] 一条是Server的
[25:59] 然后一条是Consumer的
[26:01] 那你说Server这边占掉很多
[26:03] 那Consumer这边有办法
[26:04] 像第三第四这样子去屌喷
[26:06] 我自己会觉得就应该还好
[26:09] 但市场看起来只有蛮多资金
[26:10] 跑去买单这个故事
[26:11] 所以也简单的跟大家分享一下
[26:13] 总之就是CPU的状态很好
[26:15] 所以大家就会开始去想象说
[26:16] 那我可以买什么东西
[26:17] 除了这个玉山家
[26:19] 就蛮多人家手上都会买
[26:20] 你如果你要买CPU的话
[26:21] 可能就Intel ARM然后跟AMD
[26:23] 蛮多人开始去往其他的
[26:25] 就是CPU related的一些元件
[26:27] 或者是说可能觉得说
[26:30] 跟AMD是长期的CPU伙伴的一些对象
[26:32] 往这边去灌
[26:33] 那这里呢
[26:34] 我自己是比较保守一点
[26:35] 那一样
[26:36] 我有时候看保守东西
[26:37] 说不定后来是最烹的东西
[26:38] 就类似说记忆体
[26:39] 其实我本身是只有吃到
[26:40] 那个鱼头那一段
[26:41] 那后面就是没有吃到
[26:43] 但我没有观察什么
[26:44] 还是会跟大家稍微的分享一下
[26:45] 大概这样
[26:46] 所以接下来我们就来进入Q的部分
[26:47] 第一位PJ
[26:49] 五星狂吹留言测试XXV
[26:51] 最近MK除了网球慢跑有持续吗
[26:53] 能不能分享一下
[26:54] 这两项运动入手的装备
[26:55] MK有没有听过一种户外活动
[26:57] 叫做攀树
[26:58] 在树上看风景是蛮特别的体验
[27:01] 有机会可以试试看
[27:02] 那你这样一讲的话
[27:03] 我们苗栗的小孩
[27:04] 每个人都有去体验过
[27:05] 这个户外攀树的运动
[27:07] 就整天都在爬树啊
[27:08] 那当然长大之后
[27:09] 就比较少去做这样子的东西
[27:11] 然后再讲说慢跑不持续
[27:12] 没有因为就是
[27:13] 蛮专心的在打网球
[27:14] 那现在运动的频率
[27:16] 跟用量的其实都还蛮大的
[27:18] 所以真的是没有
[27:19] 额外的体力跟时间
[27:20] 在做其他的事情
[27:21] 那再讲说入手的装备
[27:23] 我就是买一个Wilson的球拍
[27:25] 然后跟一双网球鞋
[27:27] 那我本来都是穿自己的鞋子
[27:28] 然后后来教练跟我讲说
[27:29] 还是要穿网球鞋
[27:30] 可能在不管是红土
[27:32] 或是硬地上面会比较好跑
[27:34] 那我觉得网球鞋它蛮特别
[27:35] 就是可能不知道
[27:36] 我平常是比较少穿运动鞋
[27:38] 那它这个鞋子就是你穿进去
[27:39] 会觉得你整只脚被包紧紧的感觉
[27:41] 那所以在运动方面
[27:43] 可能是真的比较适合
[27:44] 所以网球装备其实还蛮简单
[27:46] 它可能比较困难的是场地的问题
[27:48] 那下面一位Sandy Pan
[27:50] 54年前我出生的第三天
[27:53] 因为肠道阻塞在台大儿科动手术
[27:56] 当时是小儿科权威
[27:57] 陈秋江医师指导
[27:59] 虽然没有机会
[28:00] 亲自向陈医师道谢
[28:02] 永远感谢他
[28:03] 父亲曾说
[28:04] 当时他走进医院时
[28:05] 两手空空
[28:06] 满心担忧医药费
[28:07] 他一生勤奋工作
[28:08] 全心守护家庭
[28:10] 如同你听到诺雅呼唤你回家
[28:12] 拒绝在外应酬
[28:13] 那如今父亲已经85岁
[28:15] 失智7年
[28:16] 即便忘了大部分的人
[28:17] 却唯独认得我
[28:18] 身为主要照顾者
[28:19] 虽然难过
[28:20] 但能够在这个时刻陪伴他
[28:22] 我觉得非常的值得
[28:23] 是那一份父爱最好的报答
[28:24] 听到你为安哥煎熬
[28:26] 我想这就是当年我父亲的心情
[28:28] 想要告诉你这份爱是不会消失的
[28:31] 你的孩子长大之后
[28:32] 一定能够感受到这份长久且深沉的守护
[28:35] 拿下看着父亲老得像个孩子
[28:38] 我才领悟到人生最幸福的事情
[28:39] 其实很简单
[28:40] 吃得下睡得着
[28:41] 拉得了笑得出来
[28:42] 祝孟公家全家平安幸福
[28:45] 这个留言看不出来
[28:46] 是一位五十几岁的资深美少女写的
[28:49] 用词都还感觉蛮年轻的
[28:51] 那希望您的父亲可以寒衣弄孙
[28:54] 快乐的度过他的晚年
[28:57] 也希望他平安健康
[28:59] 那希望你们每天都快乐幸福
[29:01] 下面一位
[29:01] 好想用棒棒抽展爷的屁烟
[29:05] 海大好
[29:06] 我是两个半月前去东京吃入路的那个男子
[29:10] 先东被你转发的当下
[29:11] 我直接早卸在裤子里
[29:12] 拉面真的很好吃
[29:14] 然后在这边想要推荐林佑恒和他妈妈
[29:16] 上瑞君阿姨出版的书
[29:18] 家有中学生的解忧之书
[29:21] 是一本分享家长跟青少年孩子
[29:23] 沟通与成长经验的书
[29:25] 说不定诺尔跟安哥长大之后
[29:26] 还大概可以看看这一本书
[29:28] 此外因为在日本玩太感
[29:30] 忘记买礼物送林佑亨
[29:31] 希望可以送给他这一则留言
[29:33] 最后希望美乐迪可以用川普练腿力
[29:36] 截着神音
[29:36] 这没有办法
[29:37] 领风康复活力阿普
[29:40] OK
[29:40] 送给他的朋友
[29:42] 下面一位
[29:42] 七七went
[29:43] 西香金葵香金葵香金葵
[29:46] 下面一位
[29:46] Charver Chen
[29:47] 五星吹捧
[29:48] 主动型的ETF的镜头是台积电
[29:50] 孟公大大好想请教个问题
[29:52] 巴菲特的实验早就证明了
[29:54] 主动型基金长期很难打不过大盘
[29:57] 但最近摇池金母这类主动型ETF
[30:00] 还是红到发紫
[30:01] 想问MK大既然现在规定放宽
[30:03] 他老人家是不是只要无脑多买一点台积电
[30:05] 就可以撑住绩效
[30:06] 如果是这样
[30:07] 那跟我们散户自己报警台积
[30:09] 或者是大盘有什么差别
[30:10] 主动型的ETF在台股这种特殊的市场里面
[30:13] 真的能够打败巴菲特的魔咒吗
[30:15] 那祝全家平安健康
[30:17] 节目持续位居榜首
[30:19] 好那非常感谢这位兄弟
[30:22] 那首先呢
[30:23] 就巴菲特赌注就是那个十年之约啦
[30:25] 反正就是去跟这些基金们对赌嘛
[30:28] 十年之后看有谁有办法打赢大盘
[30:30] 那就连他自己可能抓弱干点
[30:32] 他自己都是没有办法打赢大盘
[30:33] 那大盘确实是一个非常可敬的对手啦
[30:36] 那老实说以台股的状态来讲
[30:38] 像今年非常红的是主动型ETF嘛
[30:41] 那不知道大家有没有印象
[30:42] 这个一两年前呢
[30:44] 是高股息ETF
[30:45] 那时候真的就是无脑买高股息ETF
[30:47] 就会喷
[30:47] 然后成分股也都会喷
[30:48] 那再往前的话呢
[30:49] 不知道大家还记不记得ARKK
[30:51] 那我讲这个当然不是要去dis腰吃金木
[30:53] 因为腰吃金木的选股我自己都非常喜欢
[30:55] 那个像是我自己会喜欢的选股
[30:57] 那只能够说就是反正很多时候就是江山带有财人出了
[31:01] 我们当然希望说腰吃金木可以旺个十年
[31:03] 然后击败巴菲特的这个赌约之类的
[31:05] 但实际上按照过往的经验
[31:07] 就是你要长期的赢大盘
[31:09] 真的是一个很不容易的事情
[31:10] 那你说要不要我们就自己跑去买这个大盘
[31:14] 或是台积电去
[31:15] 为什么要买这个东西
[31:16] 那你是这样子觉得你就可以这样子做
[31:17] 那你如果觉得说
[31:19] 你自己是眼明手快的
[31:20] 现在这个主动型ETF
[31:21] 你可以靠一下你就去
[31:22] 那突然间高股息
[31:24] 现在很红的时候
[31:24] 你可以靠一下你就去
[31:25] 有些人认为自己眼明手快是可以的
[31:27] 那只是老样子
[31:28] 我在我这边呢
[31:29] 都只会推荐大家去走
[31:30] 最朴实物华的0050跟00608
[31:33] 跟VOOVTI
[31:34] 这个是我一向对
[31:35] 就是绝大多数可能
[31:37] 没有花太多心力在市场
[31:39] 或是说呢
[31:39] 其实已经花很多心力
[31:41] 然后发现自己干不赢大盘的
[31:42] 我都是推荐你去
[31:43] 买这样简单的产品
[31:44] 我觉得这个是我自己
[31:45] 比较喜欢的中心思想
[31:47] 小杨梦工哥好
[31:49] 想请问有关维持率的建议
[31:51] 因为明年要交屋
[31:52] 不是很想要卖股票
[31:54] 我的部位是0050加00713
[31:56] 请问配一点713拉高维持率
[31:59] 这个想法是对的吗
[32:00] 想抓大盘回档35%
[32:02] 是否太危险呢
[32:03] 超爱你
[32:03] 在我这个角度
[32:05] 我会觉得怎么说偏
[32:07] 因为你是把钱压进去
[32:09] 然后接着可能有一段时间
[32:11] 你薪水的钱或是其他的收入
[32:13] 不一定有机会进去
[32:14] 去把维持率拉起来
[32:16] 以现在的位置往下回挡三十几趴
[32:19] 有没有可能
[32:19] 我觉得几率偏低
[32:21] 但是是有机会发生事情
[32:23] 而且并不会说什么是很罕见
[32:25] 或是很难看到的
[32:26] 所以在我这个角度会觉得
[32:28] 这个还是比较冒险一点
[32:30] 但如果说你是有稳定的金流
[32:32] 你是还是有工作的
[32:33] 你是随时可以有办法去降杠
[32:35] 或者说你发现可能矛头不对
[32:37] 你有机会自己会先提早去做自我了断的
[32:40] 可能还OK
[32:41] 简单来讲就是我的认知是
[32:43] 如果你今天要开杠杆的话
[32:44] 你就是势必要去设某一种停损
[32:46] 就是你杠杆开下去
[32:47] 不然说像是加码之后
[32:49] 你开始开杠
[32:49] 那你就一定要带获利回家
[32:51] 那反之呢
[32:52] 如果说你开始用杠去凹的话
[32:53] 那凹到某个程度
[32:54] 你一定要认输
[32:54] 因为你不认输的话
[32:55] 这个市场终于会让你认输
[32:57] 这个是就是过往
[32:59] 我们的经验就是这样子
[33:00] 那虽然以现在的角度
[33:01] 特别是最近应该很多人看到说
[33:03] 有蛮多晴天收散的案例
[33:05] 就是一些券商已经告诉你说
[33:06] 他已经不让你去押股票
[33:07] 或是到期没有办法续约
[33:09] 你就知道说
[33:10] 每个人都在借钱买股票
[33:11] 那等到行情反转的时候
[33:12] 是有机会会蛮可怕的
[33:14] 虽然以目前的角度
[33:16] 我们还没有立刻注意到这些风险
[33:18] 好但大盘这种东西呢
[33:20] 很多时候我们也只能够边走边看
[33:21] 你没有办法事前去做预测
[33:22] 任何想要事前去做预测的
[33:24] 我都会觉得他们是神棍
[33:25] 所以还是要边走边看
[33:26] 但是你设的这个门槛呢
[33:28] 其实是有机会碰到的
[33:29] 你是要有心理准备
[33:30] 下面一位
[33:31] G
[33:31] I don't know
[33:32] 我是好几几年前
[33:33] 以前佩服你让小孩玩
[33:36] 宝可梦卡牌的听众
[33:37] 想问最近诺海有抽到什么好料吗
[33:39] 宝可梦卡牌可以比NFT有价值
[33:41] 是很多人都万万没有想到的吧
[33:43] 那来推荐一下最新的Kane West专辑
[33:46] Bully真的是顶中顶
[33:47] 让您的耳朵舒服一下
[33:49] 爱宁非常感谢你的推荐
[33:50] 宝可梦卡牌
[33:52] 目前我是没有让他去做收集
[33:54] 虽然他有时候
[33:55] 就是带他去卡牌店开卡包的时候
[33:56] 他会看到说墙面上
[33:57] 就人家会丢出一些
[33:58] 可能比较稀有的卡片要卖
[33:59] 那他就会跟我讲要买那个东西
[34:01] 那其实我心中会纠结一下
[34:03] 因为那个卡片可能是几百块上千块
[34:05] 可是我知道说他拿回来
[34:06] 他一样会在上面贴贴纸
[34:07] 或者说直接乱塞之类的
[34:08] 我也没有办法教他说
[34:09] 这个你不要乱弄
[34:10] 不要折到什么的
[34:11] 所以就是在自己的能力允许范围内
[34:13] 还是会去买一些
[34:14] 他真的非常喜欢的卡片
[34:15] 其他都让他自己做开卡包
[34:17] 目前小朋友他对于
[34:19] 卡牌里面的各种强度
[34:21] 或者是说稀有度
[34:23] 他还并不是这么了解
[34:24] 他就是喜欢说颜色缤纷的
[34:26] 可爱的跟帅的
[34:27] 所以规则什么他都不知道
[34:29] 我是觉得目前跟他一起去看
[34:31] 这些宝可梦的
[34:32] 不管是卡牌或是图件
[34:34] 一些影片
[34:35] 其实都非常开心
[34:36] 就是我们小时候喜欢的东西
[34:38] 然后到现在
[34:38] 他都还是喜欢
[34:39] 然后甚至是
[34:40] 其实我们小时候的宝可梦
[34:41] 就那几只
[34:42] 大家都非常熟悉
[34:43] 玉三家
[34:44] 皮卡丘什么的
[34:45] 长大之后
[34:46] 现在有很多的宝可梦
[34:47] 可是他喜欢的
[34:48] 还是玉三家跟皮卡丘
[34:49] 所以就会觉得
[34:50] 真的有像是
[34:51] 你自己小时候
[34:52] 跟你儿子的小时候
[34:53] 有去做连结
[34:54] 这个是蛮有趣的一个体验
[34:55] 那下面一位DJ
[34:57] 谢谢MK大总是无私的分享
[35:00] 跟散发正能量给这个社会
[35:02] 3月20号小弟
[35:03] 即将迎来我的第一个小孩
[35:04] 是一个女宝
[35:05] 所有捏软阵线的朋友
[35:06] 我都respect
[35:07] 大家辛苦了
[35:08] 那谢谢老婆辛苦生下女儿
[35:10] 俗话说
[35:11] 好的朋友可以拉你一把
[35:12] 好的老婆可以拉你几把
[35:13] 那
[35:14] 我很幸运能够遇见你
[35:17] 那帮我用猛男声音
[35:18] 少余谢谢你
[35:19] 一起加油当女儿最坚强的后盾
[35:22] 谢谢MK大优质的节目
[35:23] 祝您全家平安健康喜乐
[35:25] 那也希望你们的宝贝女儿
[35:26] 可以顺利健康的长大
[35:28] 那也希望她一切平安
[35:29] 下面一位
[35:29] 戏骨Andy
[35:30] 梦工格安
[35:31] 想问如果你现在只有
[35:33] 3000万台币的本金
[35:34] 你会有不同的投资方式吗
[35:36] 你会设定怎么样的目标
[35:37] 花多久的时间累积到资金吗
[35:38] 那另外请孟公用川普的云包
[35:40] 那祝我生完二儿子
[35:42] 没有多久的老婆
[35:43] 加州戏谷Andrea
[35:45] Stay young, stay healthy
[35:48] 那早日恢复窈窕好身材
[35:51] 这个案例比较难去做假设
[35:54] 但是我刚好自己手上有一个新开的账号
[35:58] 然后那个账号呢
[35:59] 年初大概就是只有一千万台币在那边
[36:02] 那我自己在那个账号
[36:03] 就是有时候你会这样
[36:04] 我觉得那是一个相对值
[36:05] 就像最近有听到一些朋友分享说
[36:07] 一些市场的大哥
[36:08] 可能开了一个股期的账号
[36:09] 然后短短一段时间
[36:10] 就翻到很高的一个倍数
[36:12] 那另外一个人就在旁边
[36:13] 他也不是吐槽
[36:14] 他就补充一句讲说
[36:15] 废话如果我背后有个几十亿
[36:17] 百亿在那边
[36:17] 我也敢乱玩
[36:18] 我也敢去读文大
[36:19] 然后有这样的一个倍数
[36:20] 但这个真的是真的
[36:21] 所以很多时候你会发现说
[36:22] 就是有钱人家的小孩
[36:23] 为什么做什么都比较会
[36:24] 其实不一定是说
[36:26] 他受到很好的教育
[36:27] 或是什么有的没有的
[36:28] 而是他没有后顾之忧
[36:29] 所以你知道说
[36:30] 你今天出事情
[36:31] 就可以补钱的话
[36:32] 你的心态真的会差很多
[36:33] 像那个只有1000万的账号
[36:34] 就今年的绩效
[36:35] 是我做的账号里面最好的
[36:36] 因为不管是怎么样的
[36:38] 去质押或是融资
[36:39] 我觉得我都操作的蛮淡然的
[36:41] 就知道说
[36:42] 反正如果今天BBQ的话
[36:44] 那好像也不会怎么样
[36:45] 就去做一些实验
[36:46] 所以如果资金比较小的话
[36:47] 以我自己的案例
[36:48] 我觉得资金小
[36:49] 我就势必会去
[36:51] 使用比较大的一个杠杆
[36:52] 当然我虽然在节目
[36:54] 是长期跟大家反推
[36:56] 就是说你不要用太多的杠杆
[36:57] 那最主要原因是因为
[36:58] 我们的听众现在接触到的是
[36:59] 不确定的多数人
[37:01] 就我不知道到底有谁
[37:02] 就像说如果全部都是在搞股票
[37:04] 每个都是交易式的
[37:04] 我怎么可能在那边跟你耳提面
[37:06] 说不要弄杠杆
[37:07] 融资尽量少用一点
[37:08] 不要质押那什么股息
[37:09] 我一定是跟你讨论说
[37:10] 哪一边融资利率最便宜
[37:11] 我去干哪一个
[37:12] 但问题就是我们听众有
[37:14] 这个不确定的多数人
[37:16] 那不特定多数人
[37:17] 所以我没有办法去跟大家推荐一些
[37:20] 就是可能会有一些风险的事情
[37:21] 那特别是我自己也看过
[37:22] 身边一些朋友
[37:23] 当他去使用杠杆
[37:24] 一般這種是比較菜雞一點
[37:26] 就像使用槓桿這種就最終它績效就變很爛
[37:28] 它扛不住那個心理壓力
[37:30] 所以簡單來講
[37:31] 以我自己來講我認為我是扛得住
[37:33] 所以我就會去使用蠻多的一個槓桿
[37:35] 當今天錢可能變大的時候
[37:36] 這個槓桿的比例就會變小
[37:38] 怎麼樣去衡量說
[37:39] 所以的錢變大怎麼樣
[37:40] 就當你開始發現說
[37:41] 你出貨沒有辦法在一次的五檔或者說兩次的五檔出掉的話這個不會你就塞不下所以既然塞不下的話你就没有必要去透支自己的信用去借更多钱来压嘛因为你会完全卡住出不掉所以这还是要看
[37:52] 你的部位是怎么样去做设计
[37:53] 那如果说你今天
[37:54] 是非常分散的一个做法的话
[37:56] 那可能也不会遇到类似的问题
[37:57] 下面一位
[37:58] 狼若回头不是报恩
[37:59] 就是兵狼滩过头
[38:01] 五星吹捧主委
[38:02] 那最近郭忠和抹粉事件很有感
[38:06] 药师提到的
[38:07] Methyloxelon交叉污染逻辑
[38:11] 完全是专业的展现
[38:12] 却被当成是刁难
[38:13] 以及社公司想要快速解决这个纠纷
[38:16] 要药师跟病人道歉
[38:17] 跟凯凯案的社公司
[38:19] 有点类似的心态
[38:20] 请问主委怎么看这种
[38:21] 我花钱就是大爷的医疗报名文化
[38:23] 完全不知道这个事件
[38:25] 所以不知道要如何去做评论
[38:27] 我觉得像他这个世道
[38:29] 有一点很好的事
[38:30] 就是传播速度是非常快的
[38:32] 所以一般来讲
[38:33] 就算有一件事情
[38:34] 你看得出来是集体翻船
[38:36] 就是那种名字未开
[38:37] 然后大家在那边乱喷
[38:38] 可是一段时间之后
[38:39] 如果有一些专业人士出来
[38:40] 邀请呐喊的话
[38:42] 其实大家都会去收敛
[38:43] 回原本的一个位置
[38:44] 就类似说很多时候
[38:45] 就是当一个案情
[38:45] 根本就没有公布的时候
[38:46] 大家跑去霸凌
[38:47] 所谓的嫌疑犯
[38:48] 然后最后面发现弄错
[38:49] 全部就立刻跑去删文或什么的
[38:51] 所以我觉得这个时代的资讯
[38:52] 是很快的
[38:53] 所以如果有时候
[38:54] 你遇到一些逆风的事情
[38:55] 只要你知道自己站得住脚的话
[38:56] 你要做的只是忍耐
[38:57] 然后大家这样
[38:58] 下面一位
[38:58] 哈姆泰朗有歌词
[39:00] 所以留言比较长
[39:01] 我老妈都说自己是超级好海宝
[39:04] 嗨嗨梦工去嘎
[39:05] 不知道你是否记得
[39:10] 我记得
[39:11] 他说虽然他比较希望
[39:13] 你叫他自身美少女
[39:14] 他觉得你唱歌很好听
[39:15] 希望你可以唱周董的夜曲
[39:17] 不知道
[39:17] 最近会不会唱太多
[39:18] 一群是血的蚂蚁
[39:20] 被附若所吸
[39:21] 引我面无标签
[39:22] 你后面的歌词太长
[39:23] 直接跳过
[39:24] 以及我老妈
[39:25] 希望你能够建议
[39:27] 他怎么从快乐宝贝
[39:28] 变成自身美少女
[39:30] 让他有个努力的方向
[39:31] 他说他已经是作尿派了
[39:33] 我看这个人没救了
[39:34] 不知道
[39:35] 女生一般都做着
[39:35] 女生要站的话
[39:36] 不知道哪一个
[39:37] 类似漏斗的东西
[39:38] 之前有看到
[39:38] 那种网络梗图有拍出来
[39:39] 那我还是觉得
[39:41] 就是如果你自己有病逝感
[39:42] 知道自己有可能是快乐宝贝
[39:44] 不然说像我自己有时候
[39:45] 就觉得我好像在做一些
[39:46] 快乐宝贝的行为
