[00:00] 欢迎收听赵华一谷货载第1119集
[23:09] 他同样也是具备细电容的题材
[23:11] 那股价因为经过修正了
[23:13] 所以他明天要出关
[23:15] 我觉得大家就可以去观察一下
[23:16] 他如果上去的话
[23:18] 那可能这个另外一档
[23:20] 也是黄董的股票
[23:21] 爱普
[23:23] 对这波修正也修正蛮凶的
[23:25] 对
[23:25] 我觉得也可以一并来
[23:27] 做一个多方的看待
[23:28] 所以我觉得这个就是第一个
[23:30] 你可以从所谓的相关族群当中
[23:32] 找到双题材
[23:33] 能够搭上现在热门题材的
[23:35] 我觉得就可以做一个
[23:36] 比较强势的看法
[23:38] 那甚至像刚刚提到的
[23:39] 比方说联军就是IC风策
[23:42] 那当然主要做矽光子嘛
[23:43] 但你发现到最近很多风策股票
[23:45] 他如果搭上一些新题材的衍生的话
[23:48] 他其实股价都会比本身只做那种本业
[23:51] 认认真真在耕耘本业的公司来的更好
[23:54] 大家给他比较高的本益比
[23:55] 比方今天盘面上
[23:56] 你看到SPAC是题材的同心电
[23:58] 同样也是这个IC封测族群
[24:01] 但因为他是主要可能有部分的营收比重
[24:04] 来自于这个相关的新链计划
[24:07] 所以这个就让他今天股价
[24:09] 算是在封测股里面表现的还不错
[24:11] 那之前像迅兴KY像联军是细光子题材
[24:14] 那现在看起来迅兴KY也被细光子拖累下来了
[24:17] 对 它连军阶反而很强
[24:19] 对 那你看之前的
[24:21] 立成啊 南茂啊 福茂科啊
[24:24] 这些我觉得都是因为
[24:25] 既重新转强之后
[24:26] 有重新一波的一个涨势
[24:27] 所以我觉得你从这样的一个方向
[24:29] 去延伸的话
[24:30] 你都可以找到相对还不错的一个标的
[24:32] 甚至我们会说
[24:33] 接下来你可以关注的是什么
[24:35] 就是Space的挂牌
[24:37] 那对于整个台湾相关供应链
[24:40] 我觉得都有一些想象的空间
[24:41] 今天晚上在达人秀
[24:43] 我们会讲到相关的题材内容
[24:45] 那只是说
[24:45] 答案秀里面没有跟大家分享股票
[24:47] 我们就在这个
[24:48] 这个podcast跟大家做一个分享啦
[24:51] 也就是说
[24:52] 在这个太阳人当中
[24:55] 我觉得有一档股票也蛮有趣的
[24:56] 叫做硕和
[24:58] 硕和
[24:58] 其实你好像蛮青睐硕和的
[25:01] 讲过他蛮多次的
[25:02] 对
[25:02] 因为我觉得他这家公司
[25:04] 是非常多的题材
[25:05] 多元化题材
[25:06] 那比较有趣的是刚刚提到
[25:08] 他上个礼拜
[25:09] 我硕和召开了股东会
[25:11] 股东会提到
[25:12] 今年为什么他第一季赚了2.97元
[25:14] 是因为他的太阳能本业导电银江的关系
[25:18] 因为银价大涨
[25:19] 所以让他整个开始转亏为盈
[25:22] 搭配他有一个子公司叫硕通
[25:24] 那硕通他本身做的是AI伺服器的散热材料
[25:27] 跟整体的一个所谓的散热的解决方案
[25:30] 所以就比照可能类似所谓的奇鸿等等的
[25:33] 但没有那么高阶
[25:34] 但是他贡献了所谓的硕和国硕
[25:37] 非常多的一个营收来源
[25:39] 那市场去乐观预估说
[25:41] 可能硕通应该是这个月要挂牌
[25:43] 那挂牌有人估他可能就是500块到1000块的股价
[25:47] 所以有一个想象空间
[25:48] 那我觉得让我比较意外一点是
[25:51] 这个硕和在礼拜五上礼拜五股东会提到
[25:54] 他们现在所谓的导电银江
[25:56] 大概有四成是供给被动元件
[26:00] 所以电感电容
[26:02] 对都是银江的题材嘛
[26:05] 所以就变成说他也搭上被动元件的题材
[26:08] 又有所谓的AI散热题材
[26:10] 而且他们过去在跟鸿海合作
[26:13] 有一些所谓电池的附集材料
[26:15] 搭配第三代半导体
[26:17] 好像所有的热门题材他都有
[26:19] 所以我觉得这个当然是
[26:21] 大家可以留意到的一些相关标的那只是说塑合股性也不好所以你也不用特别去做一個琢磨而跟大家講就是說你可以從當中某一些公司去尋找有沒有搭上熱門題材
[26:33] 現在可能就本業獲利也還不錯的
[26:36] 我覺得都是在你可能不敢追那種
[26:38] 盤面上最強勢的豬區
[26:39] 也許去撿一下這種邊角料
[26:42] 好像聽起來不太好
[26:43] 撿一下這種可能就是別人在吃肉的時候
[26:46] 你最好可以喝到湯
[26:47] 不會錯過這種主流題材太多的一個差距
[26:50] 我觉得也是一个不错的选择
[26:52] 你最近还有在参加那个吗
[26:54] 擂台赛吗
[26:55] 有啊
[26:55] 因为我刚才就想说
[26:56] 看一下硕和的状况
[26:58] 其实硕和四五月营收
[27:00] 已经蛮明显的有大幅年增了
[27:02] 然后里面就有一条新闻
[27:04] 我不晓得大家的APP有没有
[27:05] 我是用国泰树精灵
[27:07] 台北股市林汉伟冒号
[27:09] 布局低基期族群攻守兼备
[27:12] 然后我就赶快点击去看
[27:14] 摩尔头顾分析师林汉伟
[27:15] 新一轮的选股挑入了硕和
[27:17] 好那时候挑也不错啊
[27:20] 很抗点啊
[27:22] 对这一波的洗洗刷没有洗
[27:23] 就是塑盒还好也有洗
[27:25] 但是没有到幅度非常的剧烈
[27:27] 我觉得还蛮好笑的
[27:28] 然后我就看
[27:29] 原来你还在参加
[27:30] 工商时报的那个擂台赛
[27:32] 还有快要比完了
[27:33] 快要比完了吗
[27:34] 应该剩下三个礼拜了
[27:35] 到底去比那个的
[27:36] 你觉得为什么会想比啊
[27:38] 其实那个应该都是
[27:39] 就是报纸
[27:41] 他会去询问每家头部
[27:43] 有没有要参赛
[27:44] 对
[27:44] 那我们就是被指派的选手
[27:46] 对所以就是因为我们头部比较大
[27:50] 可能就会每一季都指派一些人去参加
[27:52] 那就是反正参加比赛比较有趣的
[27:55] 就是说我们会去选一些
[27:57] 可能比较看好下礼拜的潜力族群
[27:59] 那刚刚提到像Sword
[28:01] 我就说它其实就是Space的一个太阳能题材
[28:04] 所以你可以看到我们讲说Space的挂牌
[28:07] 我觉得对盘面上的一些资金的挪移
[28:10] 也有一定的一个效果
[28:11] 那讲这件事情之前
[28:13] 当然也要跟大家描述一下Space的一个挂牌的一个行情
[28:16] 這邊也是想請教你
[28:18] 因為禮拜五掛牌
[28:19] 我想大家都在看
[28:20] 對不對
[28:20] 台灣的話配額到非常少
[28:22] 我跟這個做付委託的朋友有聊
[28:24] 他說就國泰證券有拿到6000股
[28:27] 大部分的證券商
[28:29] 都沒有拿到付委託的名額
[28:30] 當然有一些人
[28:31] 可能透過海外的平台
[28:32] 有參與到一些掛牌前的名額
[28:35] 好總之掛牌了
[28:37] 那掛牌就衝上去嘛
[28:38] 我記得最高170幾美元
[28:40] 收盤160幾美元對不對
[28:41] 可是當天有個很奇妙的現象
[28:43] 当然SpaceX本身吸金非常的庞大
[28:47] 然后其他的跟太空相关的
[28:50] 反而是重挫
[28:51] 对是资金排挤效应吗
[28:53] 那今天盘面上其实说实话
[28:56] 星链概念没有表现得非常的好
[28:58] 对你刚刚虽然提到同心电
[29:00] 或是说像硕和
[29:02] 可是像我们比较会想到华通
[29:04] 耀华其实都没有表现起机
[29:07] 对所以你觉得要怎么去评估呢
[29:09] 现在到底是刚刚好没有涨
[29:12] 反而酝酿了下一波的涨
[29:13] 还是真的要利多有点促进
[29:16] 我觉得当然第一个
[29:17] 大家最直观的感受
[29:19] 就是Space好了之后
[29:20] 反而美股相关的一些
[29:22] 所谓太空相关科技的股票
[29:24] 都虽然重挫
[29:25] 别烂
[29:26] 那其实他们重挫原因在于说
[29:27] 如果大家去看那些个股
[29:28] 其实它在挂牌前一天
[29:30] 很多股价都涨十几二十趴
[29:32] 所以我觉得有一点点
[29:33] 就是类似所谓的利多促进
[29:35] 大家可能今年整年在卡位
[29:38] 就等Space挂牌
[29:39] 一挂牌就要卖股票
[29:40] 那我觉得这一点
[29:41] 其实投资人台湾投资人应该也感同身受
[29:44] 因为台湾跟所谓的低国卫星最直接相关
[29:47] 应该是00910
[29:48] 低金的太空科技的ETF
[29:51] 那大家如果去注意到
[29:53] 礼拜五这一档00910
[29:55] 它是涨了10将近11.5%
[29:58] 那今天是跌了大概将近7个百分点
[30:02] 而且还有拉尾盘上来
[30:03] 那就在于说
[30:04] 因为它的成本股都是我们讲的
[30:06] 可能是跟太空卫星有关的
[30:08] 那在礼拜四的收盘是涨了十几二十%
[30:11] 所以当天如果你是因为要压Space挂牌而去买00910的
[30:16] 其实今天会觉得蛮痛的
[30:18] 那但是我们跟大家讲
[30:19] 第一个如果是你是00910的持有者的话
[30:22] 也不用太过于担心
[30:23] 因为他未来就是因为Space挂牌之后
[30:26] 他一定会存在他第一大成本股
[30:28] 所以你买他等于还是去买Space
[30:30] 对没有太大问题
[30:32] 但从这样的现象可以看到
[30:34] 为什么今天台股相关的低轨卫星供应链股价比较弱
[30:37] 我觉得也是因为你想想看
[30:39] 今年低轨卫星
[30:39] 大家从1月份
[30:40] 从去年10月份涨到现在
[30:42] 很多人就在等今天
[30:43] 等今天挂牌之后
[30:45] 要先做获利了结的动作
[30:47] 所以这个卖压出来
[30:48] 当然也是有一定的一个逻辑存在
[30:51] 那第二件事情
[30:52] 就是它几个重点指标股
[30:53] 第一个申达科
[30:54] 这股价还蛮弱的
[30:56] 对
[30:56] 那我觉得也是因为
[30:57] 整个盘面上资金排挤的效应
[30:59] 因为热点通通都在
[31:01] 我们刚刚讲的涨价升级的题材
[31:03] 所以对于太空卫星
[31:05] 这题材的感觉
[31:05] 就会有点
[31:06] 如果我有办法去买
[31:08] 美股的SpaceX
[31:09] 我干嘛来买台湾的供应链
[31:11] 但我觉得这个其实
[31:13] 就另外一个角度来讲的话
[31:15] 其实我觉得供应链的优点在于说
[31:17] 如果SpaceX好的话
[31:18] 它未来业绩或台湾订单会同步的成长
[31:21] 所以你反过来想
[31:22] 就是说SpaceX
[31:23] 毕竟它在美股的交易也不是那么方便
[31:25] 所以你反而是手上有这些台湾供应链的股票
[31:28] 你可能就忍耐一下
[31:30] 因为如果未来SpaceX股价再往上冲到
[31:32] 像170到200
[31:34] 甚至到250
[31:35] 那台湾的供应链
[31:36] 我觉得当然有机会水涨船高
[31:38] 那另外一檔大概很关心是华通
[31:40] 那华通他本来在上个礼拜
[31:42] 表现还不错
[31:43] 我觉得盘中大概涨了将近快要三四个百分点
[31:46] 可是他好像杀尾盘嘛
[31:46] 对后来尾盘杀下来
[31:48] 那杀下来是因为
[31:49] 他下午大概三点就公告了
[31:51] 他们要发了一个宪争
[31:53] 那宪争的这个宪争价格
[31:55] 就好像206块
[31:56] 所以就会变成说
[31:57] 有一个很大的套利空间
[31:59] 所以他就是有一点点
[32:01] 就盘中就是有人先知道
[32:02] 就可能先做了一些套利的交易
[32:05] 那今天我觉得就是有这样的一个筹码面
[32:07] 而导致他股价的续叠
[32:08] 那要跟大家讲的滑通
[32:10] 第一个他的现增的发行的张数
[32:13] 大概是4.2万股
[32:15] 4.2万张啦
[32:16] 所以我觉得占他股本并没有很大
[32:18] 所以我觉得这个所谓的
[32:19] 短线套利的一个卖压
[32:21] 应该不是非常重
[32:23] 但对大家的信心冲击
[32:24] 应该还蛮大的
[32:25] 所以我觉得这些
[32:26] 所谓的低轨未现的股票
[32:27] 可能短线来讲
[32:28] 如果回到相对的重要均线支撑
[32:30] 你只要看到这个礼拜
[32:32] SpaceX的一个挂牌之后
[32:34] 继续往上走高的话
[32:35] 我觉得你不用杀低
[32:37] 甚至说如果以Space
[32:38] 它目前的一个上市之后的资金规划
[32:41] 大家都在等7月7号那一天
[32:43] 就7月7号那一天
[32:45] 整个所谓纳达克100
[32:46] 要正式纳入它的成分股
[32:48] 所以大家去追踪一下
[32:49] 它的一个近来可能要买进的
[32:52] 这个新增的资本
[32:53] 大概有400亿的美元
[32:55] 那占它现在发行在外面流通股数
[32:58] 大概是一半以上
[32:58] 所以大家会觉得说
[33:00] 这段时间一直到它这个7月7号
[33:02] 正式纳入到纳达克100指数之后
[33:04] 可能股价都还不推升的一个空间
[33:07] 所以才会跟大家讲
[33:08] 低轨卫星的股票
[33:09] 你就可以比较偏向多方来思考
[33:11] 反而趁着现在拉回的时候
[33:13] 你可以逢低去布局
[33:15] 那布局它但重点就在于说
[33:17] Space是不能够下跌的
[33:18] 如果开始大跌的话
[33:20] 但你这样的一个操作
[33:21] 就会有一定的风险
[33:22] 但我觉得整体上来看的话
[33:23] 目前大家对于马斯克的溢价
[33:26] 还是有非常大的一个想象空间
[33:28] 所以Space的一个挂牌
[33:30] 如果去创新高的话
[33:32] 第一个台湾低轨卫星
[33:33] 低位階的我覺得可以佈局
[33:34] 第二個他未來的想像空間
[33:37] 目前你看到Space那個招股書
[33:39] 200多頁
[33:40] 那講了一個重點內容
[33:42] 就是說他覺得未來的星辰大海
[33:44] 人類一定不能夠錯過
[33:46] 這樣的一個太空探索的一個時間
[33:47] 所以他不是用一般的公司
[33:49] 來去描述他們自己公司
[33:51] 他反而是說
[33:52] 我們未來在整個一個
[33:54] 希望這個外星人如果來到台灣
[33:57] 來到地球的時候
[33:59] 他可以發現到
[34:00] 这个地球的科技
[34:03] 有它的一个价值存在
[34:04] 所以你会发现到
[34:05] 马斯克从头到尾
[34:07] 他都认为说
[34:08] 有外星人的存在
[34:09] 那我今天其实去看那个访谈
[34:11] 就Space这个挂牌之后
[34:13] 有蛮多媒体去采访
[34:14] 他的一个新建的发射基地
[34:17] 那新建发射基地那边
[34:18] 居然有一个火星大使馆
[34:20] 对我觉得非常有趣
[34:22] 就是他们当初就在那边
[34:23] 就设立一个火星大使馆
[34:24] 认为说未来只要
[34:26] 人类到火星去殖民的时候
[34:28] 火星也会派大使来到台湾
[34:30] 来到这个地球注点
[34:32] 那我觉得这个就是一个
[34:33] 还蛮有趣的一个现象
[34:35] 所以整体上来看
[34:36] 我觉得Space的挂牌
[34:37] 它会让台股会有一个新的题材出来
[34:40] 就是说大家在于
[34:42] 不会只关注所谓的AI供应链
[34:44] 而是对整个太空科技
[34:46] 有更大的想象空间
[34:47] 那这个也就是马斯克个人魅力的所在
[34:50] 所以刚刚提到
[34:50] 不管是在太空算力中心
[34:52] 所谓的相关的
[34:53] 这个AI的一个
[34:56] 未来的太空的算力中心
[34:58] 所带动的
[34:59] 不管是在相關的零組件
[35:01] 或說所謂散熱題材
[35:03] 太陽能題材
[35:04] 我覺得目前來看
[35:05] 在盤面上
[35:06] 也都有慢慢蠢動的一個跡象
[35:08] 比方剛剛講的太陽能
[35:09] 除了塑合以外
[35:10] 你看最近的元金
[35:12] 聯合再生
[35:13] 甚至說中美金
[35:14] 甚至說昌和
[35:15] 這些我覺得相關的太陽能股票
[35:17] 也有慢慢越來越多
[35:19] 轉強的一個態勢
[35:20] 那散熱股票我覺得很重要
[35:22] 因為我去看了
[35:23] 這個Space的招股書
[35:24] 他說如果未來在
[35:25] 所謂的AI的算力中心
[35:28] 要发射到太空的话
[35:30] 它的散热片预计一个太空卫星
[35:33] 大概要差不多四到六个网球场
[35:36] 那么大的一个散热片
[35:37] 所以这个会代表
[35:38] 它会占整个AI的一个
[35:40] 所谓的太空算术中心
[35:42] 太空卫星非常重的一个成本比重
[35:45] 所以对于这个
[35:46] 如果真的马斯克讲的
[35:48] 2027年的年底到2028年要发射的话
[35:51] 那相关有打入到
[35:53] 太空卫星散热题材的股票
[35:55] 反而就有一些新的想象空间
[35:57] 那刚好台股现在的散热股
[35:59] 位阶都有多回到
[36:00] 比较合理的一个位置点
[36:01] 我觉得如果以这个
[36:03] 想象空间来看的话
[36:04] 大概他们本有的业绩
[36:05] 我觉得可以做一个
[36:06] 比较偏向布局的角度去思考
[36:09] 比方说像奇鸿啊
[36:11] 像双鸿啊
[36:12] 像建策 建准
[36:13] 甚至以胜KY
[36:14] 这些都是有被点名到
[36:16] 有机会打入到
[36:17] 太空算力中心的一个
[36:19] 散热片的一个厂商
[36:20] 那我觉得目前的位阶都不算高
[36:22] 也是大家在整个盘面上
[36:24] 可以特别留意的标的
[36:25] 好 当然这些公司啊
[36:27] 如果有双提才会更好
[36:29] 为什么这么讲
[36:29] 刚刚我才发现
[36:31] 我太忽略申达科了
[36:32] 申达科根本就今天的重灾户
[36:34] 而且是这段时间的重灾户
[36:37] 他是从五月底
[36:39] 创新高2200
[36:41] 然后就
[36:42] 我觉得他是率先有代表
[36:44] 低轨卫星有点先利多实现
[36:46] 的一家公司
[36:47] 就赶在SpaceX挂牌前
[36:49] 他就开始先做下修
[36:51] 他还蛮典型的
[36:52] 因为台股的大哥实在是要看他
[36:54] 因为我刚刚只看了
[36:55] 要滑滑通企机
[36:56] 我忘了大哥
[36:57] 大哥好苦啊
[36:58] 大哥破记线
[36:59] 但是呢
[37:01] 如果什么叫双题材
[37:02] 就是这些公司
[37:03] 他们除了自己本身的
[37:04] 低轨卫星业务之外
[37:05] 可能像奇迹
[37:06] 它还有其他的
[37:07] 网通产品
[37:08] 对不对
[37:08] 华通还有其他的
[37:09] 板材产品
[37:10] 但是哪个就比较蠢
[37:11] 所以是哪个
[37:12] 这次的受创就比较重
[37:14] 就比较有利多实现的味道
[37:16] 所以呢
[37:16] 我要讲的是
[37:17] 太空这个事情啊
[37:19] 它也非常吃
[37:20] 大家要不要认同
[37:21] 因为低轨卫星的数量
[37:23] 真的越来越多
[37:25] 我觉得低轨卫星
[37:26] 需要台湾供应链
[37:27] 然后大家业绩会成长
[37:29] 是毋庸置疑的
[37:30] 就等于是
[37:31] 当时讲到
[37:32] 这类型上太空
[37:33] 它可能是一个题材
[37:34] 可是如果你回到
[37:35] 低轨卫星的本身业务
[37:37] 我想这些点名到的公司
[37:39] 他们的业绩都会成长
[37:40] 所以它并不是一个
[37:41] 空穴来风只有梦的东西
[37:43] 可是如果你要
[37:44] 因为你今天本一笔提高
[37:46] 一定是上太空
[37:47] 或刚刚讲到的外星人
[37:48] 最近还看到
[37:49] 就是有很像地球的行星
[37:52] 之前叫克普勒452B
[37:53] 那最近的叫克普勒22B
[37:55] 就他们是可能
[37:57] 像地球的条件一样
[37:58] 例如说附近都有一颗太阳
[38:00] 而且那个太阳的温度
[38:01] 离它的距离
[38:02] 会是一个比较适中的
[38:03] 可能有水有空气
[38:05] 就是他们有发现这样的行星
[38:07] 可是都离我们超过
[38:09] 例如说600光年以上
[38:10] 也就是即使你用光速的太空船
[38:13] 你都没有办法
[38:14] 在人类的有生之年达到
[38:16] 那就只能等外星人来找我们
[38:18] 我小时候很喜欢天文
[38:20] 小时候我唯一
[38:21] 就是暑假的时候要参加什么营
[38:23] 我唯一会抱的就是天文营
[38:25] 我真的很喜欢这种东西
[38:26] 可是它能不能实现成为商机
[38:29] 它可能就会需要很多的想象力
[38:31] 需要像马斯克这样的人
[38:33] 来出来告诉你
[38:34] 世界上是需要马斯克这样的人的
[38:36] 因为如果没有今天幻想到
[38:39] 我们想象不到的未来
[38:40] 我们就不容易进步
[38:42] 所以是需要这样的人的
[38:43] 可是回到投资上面
[38:44] 大家可能就要有点心理准备
[38:46] 你可能是基础在低轨卫星的本业上
[38:49] 而去加了一个太空梦
[38:51] 这个太空梦什么时候会实践不知道
[38:53] 就像机器人好了
[38:55] 机器人我们可能至少会先立足在
[38:57] 这种所谓的工厂用的啦
[39:00] 送餐的啦
[39:01] 有一些工业用的东西上面
[39:04] 再去想象未来家家户户都有一个人型机器人
[39:08] 我觉得都是有一个立足的基准点
[39:10] 而这个立足的基准点
[39:11] 有时候在题材被放大的时候
[39:13] 本一笔就会突然拉得很高
[39:14] 可是消封的时候
[39:16] 可能自己要评估一下
[39:17] 他可能就是先从他们有低轨卫星
[39:20] 或是他们有其他的可以想象的题材
[39:23] 会比较安全
[39:24] 我自己是看低軌衛星這個族群是有這樣的一個影子在裡面
[39:29] 對所以剛剛超好說的雙題材很重要
[39:32] 剛剛提到散熱股票
[39:33] 但第一個就是所謂的他們AISV本身就已經供應非常好的業績了那只是最近比較弱也是在說可能大家擔心從建設會不會接下來所謂的Value Beam在做這樣的一個換代之間
[39:46] 他們可能營收的表現會暫時的一個比較偏弱勢
[39:50] 所以看到最近的奇鴻雙鴻比較強還是在高利
[39:53] 但是其他大部分股票也都出現一個比較悶盤的一個情況
[39:57] 我們才會講說
[39:58] 如果他能夠搭上一些新的想像性的題材的話
[40:01] 自然會有一些想像空間
[40:03] 所以如果你要买太空题材
[40:05] 那我觉得就回归到
[40:06] 你对马斯克的信仰高不高
[40:09] 那不管说你直接买SpaceX
[40:11] 还是说你相信马斯克的执行力
[40:13] 未来一定会把相关的
[40:14] AI的算力中心发射到太空去
[40:17] 那在美国的主流媒体讲说
[40:20] 马斯克常常会开那种空投支票
[40:22] 就是在于说
[40:23] 因为他的时间观念
[40:25] 跟我们的时间观念不太一样
[40:27] 毕竟是火星人嘛
[40:28] 对
[40:29] 他就说他们有一个
[40:30] 就是所谓的马斯克自己的时间
[40:33] 他跟你讲三年
[40:34] 他的三年可能跟我们的三年
[40:35] 是不一样的时间
[40:36] 你可以说他是空投支票
[40:38] 也可以说他的时间跟我们不一样
[40:39] 对但他未来都会达成
[40:41] 会努力的
[40:41] 对所以你可以看到
[40:42] 他从特斯拉所承诺的一些事情
[40:44] 到现在我觉得陆续都实现了
[40:46] 所以以目前他的规划
[40:48] 我还是认为
[40:49] 已经有国外的研调机构
[40:51] 认真去算
[40:52] 现在所在地面建太空
[40:54] 算力中心
[40:56] 跟太空发射算力中心的成本
[40:58] 落差大概多少
[40:59] 目前来看主流大概说
[41:00] 大概是两倍到三倍之间
[41:03] 就是射到太空会比较贵
[41:04] 大概要贵两倍到三倍
[41:06] 但会随着接下来
[41:07] 可能在所谓新建的一个发射成本
[41:10] 搭配一些所谓相关的零组件
[41:12] 或说技术的成熟
[41:13] 未来有机会变成一比一
[41:15] 那可能这个太空商业中心
[41:17] 就是未来可能五年之内
[41:19] 你会看到的一些题材
[41:20] 那你现在要用多少资金
[41:21] 去等待五年题材
[41:22] 我觉得就见仁见智
[41:24] 所以目前来看
[41:25] 我觉得就回归到
[41:26] 如果你是想要看到
[41:28] 马上有业绩成长
[41:29] 那当然寻找类似所谓新链计划
[41:32] 实际上有低轨卫星题材
[41:33] 他们比较看到业绩
[41:34] 但确定是在说
[41:35] 因为之前已经涨过一波了
[41:37] 所以本益比较高
[41:38] 那如果说你相信的是
[41:40] 未来太空设计题材的话
[41:41] 你当然可以去寻找一些
[41:43] 所谓的一个
[41:44] 可能它是双题材的加持
[41:45] 像散热股票
[41:46] 甚至像太阳能股票
[41:48] 太阳能股票
[41:48] 我觉得大家可以留意到的是
[41:50] 目前的研调机构也开始发现了
[41:53] 今年的声音现象会是一个超级声音
[41:55] 所以已经很多人在特别警告
[41:59] 今年大概从7月份到10月份
[42:01] 亚洲会是一个非常严重的酷暑
[42:04] 所以对于相关的用电的题材
[42:08] 我觉得其实你现在也可以
[42:09] 优先去做一个观察
[42:12] 所以不管是重电
[42:13] 太阳能
[42:13] 风电
[42:14] 甚至说水力的一个部分
[42:16] 我觉得也都是大家可以关注的
[42:18] 也许他们本来就是有一个
[42:19] 天气气候题材
[42:20] 那搭配上
[42:21] 如果有一个太空相关的想象空间的话
[42:23] 我觉得也是一个大家可以参考的
[42:25] 那这些都是比较偏向低位阶的
[42:27] 具备想象空间
[42:29] 但业绩还没有很好的一个公司
[42:31] 所以我觉得操作这种股票的话
[42:33] 可能就还是要搭配技术线型
[42:35] 去做一个顺势的操作
[42:36] 好这个有转机性的公司
[42:40] 我还蛮佩服汉维哥的
[42:42] 例如说他刚才讲到太阳能能
[42:44] 记忆体的话
[42:45] 因为我必须承认
[42:46] 记忆体获利真的很好
[42:47] 但是记忆体的区间
[42:49] 我比较掌握不了
[42:50] 所以我觉得这个交给汉维哥
[42:52] 那转机型的
[42:53] 我觉得是交给汉维哥
[42:54] 对因为像太阳能这一种的
[42:56] 其实太阳能的公司
[42:57] 力拼转型非常多次了
[42:59] 我觉得除了像硕和
[43:01] 因为我觉得硕和他去年也有倒霉过
[43:03] 他去年其实也有打消
[43:05] 应该是库存的问题
[43:06] 第二季认列了六块的亏损
[43:08] 去年上半年大概认了大概八块多
[43:10] 可是他以前是自由生
[43:12] 他以前是太阳能的景气
[43:14] 不管是怎么样
[43:14] 他其实都是赚钱的
[43:16] 那他去年就比较倒霉一点
[43:17] 但是打消之后
[43:18] 至少他四五月的营收业绩也有起来
[43:20] 就是以转接性来看
[43:21] 我会比较吃
[43:22] 他营收比较明确起来的
[43:24] 对那那这块因为我比较抓不到
[43:26] 所以我觉得就会交给汉伟哥来跟大家分享
[43:29] 可以试试看
[43:30] 这些位阶一定相对都比较低一点点
[43:32] 那还有最近在盘面上
[43:34] 我可能比较吃得下去的
[43:36] 例如说像设备股
[43:37] 其实设备股就是业绩非常明确的
[43:39] 所以我觉得设备股
[43:40] 其实对我来说是一个比较好抓的
[43:42] 就只要他今天集体有出现一个很奇怪
[43:45] 你也说不出什么原因下跌
[43:46] 或者是因为他的入账时间
[43:48] 因为他们可能会有一些
[43:50] 例如记底才入账
[43:51] 你就突然为什么营收掉那么多
[43:53] 没入账
[43:54] 然后掉下去
[43:55] 反而比较好抓
[43:56] 尤其是厂屋工程类的
[43:58] 厂屋工程类的
[43:59] 为什么大家会对他们
[44:00] 有一点点时好时坏
[44:02] 是因为会觉得
[44:03] 一开始就长厂屋工程
[44:05] 之后不是说机器要进去吗
[44:07] 最后不是特化股要大量的运用吗
[44:09] 可是因为现在盖厂的需求
[44:11] 真的实在是很强
[44:13] 就不止台积电
[44:14] 因为现在AI都赚钱了
[44:16] 所以不止台积电
[44:17] 各种的厂屋
[44:19] 就是记忆体也要扩厂
[44:20] 对不对
[44:21] 成熟制成也要扩厂
[44:22] 什么都要扩厂
[44:23] 所以他们的工程
[44:25] 真的变得非常繁忙
[44:26] 我觉得他们的好光景
[44:27] 真的可以延续蛮久的
[44:29] 所以我比较喜欢做
[44:30] 常务工程
[44:31] 如果有跌下来的时候
[44:32] 我会觉得比较踏实
[44:33] 所以我会说
[44:34] 每个人可能都要去思考
[44:36] 自己在这一段的行情里面
[44:38] 到底可以赚到什么样的钱
[44:40] 为什么刚好会忽略到申达克
[44:41] 就是因为我一直觉得
[44:43] 如果今天太空的事情
[44:45] 随着SpaceX挂牌
[44:47] 当然就像是买特斯拉一样
[44:49] 其实我有很多朋友买特斯拉
[44:51] 根本就不管他在涨跌什么
[44:52] 因为马斯克的梦很远
[44:55] 所以你既然买他的梦
[44:56] 你可能就是放在那里
[44:58] 对
[44:58] 随波飘浮
[45:00] 那SpaceX未来会怎么样
[45:02] 我不知道
[45:03] 当然如果他今天从170
[45:04] 涨到350了
[45:05] 那我想我们台湾的低谷
[45:07] 异性干净股
[45:07] 一定也会再涨
[45:09] 可是我会觉得
[45:10] 因为那个梦的成分
[45:11] 真的有点高
[45:12] 所以我自己个人
[45:13] 是没有非常偏好这个族群
[45:15] 对啊
[45:16] 所以马斯克股票
[45:17] 就是大家叫他马教主
[45:18] 你要相信他
[45:19] 对就是放在那里
[45:20] 对才会有办法抱下去
[45:21] 那还是跟大家讲
[45:23] 其实刚刚赵华讲的一些
[45:25] 常务工程或半导体设备股票
[45:26] 说真的你如果没有长期追踪
[45:28] 很容易错过它
[45:29] 像今天雅祥创造历史新高
[45:31] 我是今天盘中看到
[45:32] 还有帆轩
[45:33] 对帆轩
[45:34] 然后汉堂
[45:35] 胜辉
[45:35] 这些股价就是你一段时间没有看它
[45:38] 一回头回来看
[45:39] 就是历史新高了
[45:41] 所以我觉得这些所谓的具备
[45:42] 可能就是长期稳定的订单的股票
[45:45] 说真的你是需要一点时间
[45:47] 去蹲点它
[45:48] 买一些股票
[45:49] 那等到它转强的时候
[45:50] 你才会发现
[45:51] 才不会像我们这样
[45:52] 盘面上都会看那些热门族群
[45:54] 结果一回头
[45:54] 哇这些已经你觉得该买的时候没有买到
[45:58] 后面就只能够看它一直上去了
[46:00] 那另外也跟大家讲一下
[46:01] 其实今天我觉得盘面上也要关心另外一个族群
[46:05] 也就是说现在其实大家可以注意到
