[00:00] 歡迎收聽趙華與古惑仔第1013集1013
[22:10] 然後整個2025年
[22:12] 說實話都沒有群創的份
[22:13] 是最近才有他的份
[22:15] 對所以到底怎麼想
[22:17] 或是漲上來他會覺得要賣嗎
[22:19] 我想是不會
[22:19] 如果他當初看轉型
[22:21] 看了那麼長的話
[22:22] 對好
[22:22] 所以回到這些低價股
[22:24] 一定都有他上漲的原因
[22:26] 可是他上漲的原因
[22:27] 可能你要用長線的角度來看
[22:30] 還是短線因為資金跑來了
[22:31] 我也順手做一下的角度來看
[22:33] 我覺得自己要思考的很清楚
[22:35] 因為你看把八位數的錢放在上面
[22:37] 現在是賺錢的
[22:38] 如果他沒有賣的話
[22:39] 但是這多久
[22:40] 而且你根本不知道
[22:41] 這一波是漲哪一條
[22:42] 因為獲利還沒起來
[22:44] 對而且你看這種東西就像當初
[22:46] 我覺得記憶體也是一個很標準的
[22:48] 他在還沒有起漲之前
[22:49] 其實大家對於這種故事
[22:51] 都是半信半疑
[22:52] 而且你會猶豫
[22:52] 說真的假設有八位數的資金
[22:55] 你看到PCB在漲
[22:56] 你看到記憶體在漲
[22:57] 你難免會覺得心癢癢的
[22:59] 好像要先把資金放到上面
[23:01] 然後等你看到面板股漲上來
[23:03] 其實也就這兩個禮拜的事情而已
[23:05] 然後你又要再去追
[23:07] 你會覺得
[23:07] 我當初十幾塊錢看的
[23:09] 為什麼我現在要用二十幾塊錢去買
[23:11] 所以這個東西
[23:12] 真的就是在交易上面的難題
[23:14] 我也看過很多的大哥大戶
[23:16] 他們也面臨到同樣的狀況
[23:18] 所以這個絕對不是說什麼
[23:20] 散戶會遇到大戶就不會遇到
[23:21] 這個是所有人
[23:22] 包含我們自己都會遇到的狀況
[23:24] 那到底要怎麼做
[23:25] 其實真的就像剛剛趙華講的
[23:27] 每天都要來幫大家追蹤
[23:29] 到底市場上面的一些
[23:30] 新的資訊新的變化
[23:32] 原因是因為這一些
[23:33] 新的資訊跟變化
[23:34] 它代表的是市場上面的共識
[23:36] 那到底跟基本面
[23:37] 脫鉤脫得多遠
[23:39] 或者是它有沒有符合
[23:40] 基本面的產業邏輯
[23:41] 我覺得那個是我們
[23:42] 另外要再去做討論
[23:43] 可是市場上面的共識
[23:45] 我們就講了
[23:46] 股價短期就是投票機
[23:47] 當今天市場上面的共識
[23:49] 已經形成
[23:50] 那你大牛也會飛天
[23:52] 而且我覺得現在的臺股
[23:53] 有一個很特別的特徵
[23:55] 也提醒投資朋友要留意
[23:57] 就是你要看臺積電
[23:59] 漲到這個位置
[23:59] 然後還有包含了
[24:01] 記憶體漲到這個位置
[24:02] 所以代表臺灣股市的
[24:04] 整個市值大膨脹以後
[24:06] 有大量的資金
[24:07] 都卡在了我們的股市裡面
[24:09] 那現在只要這些
[24:11] 我們說的右上角
[24:12] 或者這種市值很大的公司
[24:14] 他們一旦開始休息
[24:16] 震盪拉回
[24:16] 資金一出來以後
[24:18] 那個量體到底有多大
[24:20] 這些量體跑到
[24:21] 其他還沒有漲的股票上面
[24:22] 我覺得那個威力會非常驚人
[24:25] 所以我對現在
[24:26] 特別是今年的行情
[24:28] 我們不要說什麼全年
[24:29] 我們就說至少到第一季
[24:31] 到過年前
[24:31] 我個人真的是很樂觀
[24:34] 因為這個量體太大
[24:35] 真的太大了
[24:36] 而且法人根本就還沒有進來
[24:37] 所以當散戶的資金開始進來
[24:40] 以及我們剛剛講的
[24:41] 你本身在股市裡面的錢
[24:42] 就是這麼多
[24:43] 我們現在要做的
[24:45] 其實真的就是在
[24:46] 2026年那些產業趨勢
[24:48] 明確的地方里面
[24:49] 去看我們的資金要怎麼配置
[24:51] 因為說真的
[24:52] 那個八位數的資金
[24:53] 你要單押群創
[24:54] 這件事情我自己是絕對做不到
[24:56] 我必須承認我絕對做不到
[24:57] 所以在目前來講的話
[25:00] 大家一定會想說
[25:01] 我到底還能買什麼
[25:02] 這是在這一個禮拜裡面
[25:05] 我被問最多的問題
[25:06] 那到底還能買什麼
[25:07] 我現在也沒辦法告訴你
[25:09] 但我可以跟大家講的就是
[25:10] 包含了我們剛才分享的
[25:12] 你說面板有沒有機會
[25:13] 短線動能
[25:14] 你就混水摸魚個一兩根
[25:16] OK
[25:16] 然後你說PCB
[25:18] 我是很看好的
[25:19] 然後再來我們剛才講的散熱
[25:20] 那臺積電
[25:21] 我們昨天在達人秀
[25:22] 也跟大家分享過
[25:23] 我覺得今年的題材也很多
[25:25] 那還記得上次跟趙華
[25:27] 聊到的滑井店
[25:28] 我覺得
[25:29] 哦滑井店
[25:30] 我才是想哭的那個好不好
[25:33] 你不要擺那個表情
[25:34] 我才是想哭的
[25:34] 對我沒買到
[25:36] 我那天明明是跟你講
[25:38] 然後還跟艾倫講
[25:39] 兩個我都很公平
[25:39] 都有講
[25:40] 兩個都不理我
[25:41] 不是我們不是不理
[25:42] 你還跟我說很好很棒
[25:44] 很棒啊隔天就漲上去
[25:45] 我沒辦法
[25:46] 那個七八
[25:46] 我真的是有點買不下去
[25:48] 可是後面就是目送他一路上去
[25:50] 所以當時的位階真的低
[25:52] 而且我們講的是
[25:53] 華錦店的股市跟他的基本面
[25:55] 那我覺得在目前現階段
[25:57] 還是有很多這型別的公司
[25:59] 他就是股價好像沒什麼動
[26:01] 沒什麼量能
[26:02] 但是臺積電
[26:03] 他的這個供應鏈
[26:04] 能不能擴散出去
[26:05] 而且你機器人黃仁勳
[26:07] 講了這麼多的一些story
[26:09] 這些題材都能夠帶動
[26:11] 臺股很多的族群
[26:12] 所以點名很多的股票
[26:14] 在這邊亂撒是沒有意義的
[26:16] 我更比較prefer
[26:18] 我比較傾向的
[26:19] 應該是讓大家知道
[26:20] 哪一些產業是你值得去做留意
[26:22] 因為我有看到很多
[26:24] 一部分不要說很多
[26:24] 一部分的投資朋友
[26:26] 他們就會去問說
[26:27] 有什麼股票
[26:28] 它其實現在股價位階很低
[26:30] 然後這幾年其實獲利也很穩定
[26:32] 可是為什麼不漲
[26:33] 是不是現在要趕快進去蹲
[26:34] 我一直強調
[26:36] 我自己要做的是那些高成長性的
[26:39] 然後產業是持續在向上的
[26:42] 或許現在看起來好像已經在右上角
[26:45] 可是說真的
[26:46] 你那些不會漲的股票
[26:47] 它就是不動
[26:48] 市場資金不青睞
[26:49] 那有的時候也是鼓勵投資朋友
[26:51] 你例如說我們就舉南亞科
[26:53] 你40塊錢沒買到
[26:54] 他今天漲到80塊
[26:56] 很多人其實是不敢進去的
[26:57] 可是你要想的是
[26:59] 股價未來他能夠漲到哪裡
[27:01] 你過去不是買在最低點才會賺錢
[27:04] 你80塊錢在進場的南亞科
[27:06] 他一樣能夠漲到240
[27:07] 可是中間的洗刷震盪
[27:10] 你到底抱不抱得住
[27:11] 這就是取決於你對於這個產業
[27:13] 你有沒有足夠的認知跟信仰
[27:15] 這個是更偏向心理層面
[27:17] 但是其實說真的
[27:19] 到底哪些產業會漲
[27:20] 即便投資朋友
[27:22] 你不對於產業
[27:23] 沒那麼的熟悉
[27:24] 你光是看每天股價
[27:25] 到底漲哪些東西
[27:26] 你也知道哪些產業
[27:28] 一定是大家市場有共識
[27:29] 那我會鼓勵大家
[27:31] 儘可能的往這個地方去找
[27:33] 去尋找
[27:34] 不要去硬追那種
[27:35] 漲7% 8%的股票
[27:36] 雖然這樣做
[27:37] 你會買不到滑景店
[27:38] 但是呢
[27:39] 你在其他的操作上面
[27:40] 我覺得至少先求安全
[27:42] 然後我們才會講說
[27:43] 進可供退可守的方式
[27:44] 所以在接下來的
[27:46] 這段時間裡面
[27:46] 我應該還是會用
[27:47] 同樣的邏輯
[27:48] 來幫大家找出一些基本面
[27:51] 真的是不錯
[27:51] 或者產業有成長性的這些公司
[27:54] 然後位階也不要太高那我覺得呢大家只要有把這些口袋名單收起來那你趁著震盪的過程裡面呢就可以去尋找上車的機會好因為最近漲的跟這個消費性
[28:06] 說實話是有點關係的
[28:08] 面板難免就是有消費性的體質在裡面
[28:10] 不要幻想它會有非常大的AI的體悟
[28:13] 那當然個別公司的轉型
[28:15] 是個別公司的轉型
[28:16] 那昨天有一個比較消費性的代表
[28:18] 是聯電的漲停板
[28:20] 其實聯電這家公司很有趣
[28:22] 聯電在2025年
[28:25] 其實就有一些比較好的利多訊息
[28:26] 我傳出來過
[28:27] 例如說他其實有可能搶得一些三星電子的單
[28:31] 是在蘋果的訂單上面
[28:32] 事實上我記得去年媒體也寫過
[28:35] 在我們知道這些訊息之後
[28:36] 也覺得這個對聯電應該是一個不錯的利多
[28:39] 那大概漲了不到一成吧
[28:42] 可能就好像39到42這個range
[28:45] 但你說他有沒有很弱
[28:47] 也沒有
[28:47] 而聯電很有趣
[28:48] 聯電是外資非常喜歡借券放空的標的
[28:52] 很多年哦
[28:54] 大量的
[28:55] 然後呢
[28:56] 昨天漲一根的時候
[28:57] 我就有外資朋友很直白的說
[28:59] 哇這個2303跟3034
[29:02] 今天嘎到我們法人了
[29:03] 3334是聯勇
[29:05] 聯電聯勇這一組是
[29:07] 外資非常喜歡放空的
[29:09] 因為就是覺得產業沒有大的成長性嘛
[29:12] 對
[29:12] 那當然昨天因為聯電漲停
[29:14] 聯勇也有這個面板驅動IC的想象空間
[29:16] 所以也大漲
[29:17] 不過今天連有跌回來
[29:19] 聯電也看得出來
[29:20] 可能是隔日衝的節奏
[29:21] 所以今天也大量的衝出
[29:23] 那聯電這邊的話
[29:25] 到底2026年的成熟製程
[29:26] 會不會漲價
[29:27] 至少以目前我們掌握到的是
[29:29] 中芯國際雖然有喊漲價了
[29:32] 但聯電這邊在今年
[29:33] 目前是沒有這樣的動作
[29:35] 但沒有
[29:37] 因為他覺得今年說實話
[29:38] 沒有到什麼漲價的條件
[29:41] 這確實啊
[29:42] 你說二奈米三奈米
[29:43] 大家搶著下
[29:44] 這個漲價的條件很具足嘛
[29:46] 消費新電子又不好
[29:48] 對
[29:48] 所以你說現在漲價
[29:49] 就感覺上真的有點困難
[29:52] 可是它對於這個
[29:53] 有從三星電子
[29:54] 搶到這個訂單啦
[29:56] 以及有一些新產品的
[29:57] 想法在開發
[29:58] 以及還有
[29:58] 昨天有個小作文
[29:59] 就是臺積電
[30:00] 有沒有可能把
[30:01] 這個55奈米啊
[30:02] 90奈米那邊的
[30:04] 承受制程
[30:04] 慢慢的釋放出來
[30:06] 然後給聯電
[30:07] 或是其他的
[30:08] 例如說世界先進
[30:09] 這兩天也很強
[30:10] 對
[30:10] 那這個事情
[30:11] 有一半有可能會是真的
[30:13] 也許不是今年
[30:14] 對
[30:15] 因為不太可能
[30:16] 現在才在講嘛
[30:17] 你不可能一年開始了
[30:19] 你才在講
[30:19] 今年會接到人家的產能
[30:20] 這個機率不高
[30:21] 除非人家出事
[30:22] 華姐你今天就有點建立在
[30:25] 有人出呆子的事情上
[30:27] 就是臨時有人
[30:28] 供貨出問題了這樣子
[30:30] 但是你說像這種
[30:32] 大型的金源公司
[30:33] 你說
[30:33] 我現在都已經
[30:35] 2020年1月了
[30:36] 你突然告訴我
[30:37] 臺電有產能不做
[30:38] 今年很多片要給我
[30:39] 不太可能
[30:40] 那明年就不一定了
[30:42] 明年不一定
[30:42] 那所以我覺得這些事情
[30:44] 都會是一個
[30:45] 像群創轉型一樣
[30:46] 它是一個長天期下面的效應
[30:48] 所以才會造成說
[30:50] 如果它在擊漲
[30:50] 你沒有介入就算了
[30:52] 但如果你在蹲點
[30:53] 而你覺得這樣資金
[30:54] 並不會沒有效率的話
[30:55] 他們各自都有一些各自的計劃
[30:58] 我覺得是可以看的
[30:59] 那像聯勇我也必須講
[31:01] 據瞭解它今年要成長
[31:03] 也是很困難
[31:04] 可是你說
[31:05] 到底還要不要那麼用力的放空它
[31:07] 或是那麼用力的看衰它
[31:09] 我倒也覺得不至於吧
[31:10] 是不是去年前三季
[31:12] 也賺了超過兩個股本
[31:13] 加上第四季
[31:14] 去年可能25、6塊的EPS
[31:16] 那今年就算持平25、6塊的EPS好了
[31:19] 那有必要這個時候
[31:21] 什麼用力做空它嗎
[31:22] 我覺得好像
[31:23] 我自己個人是覺得
[31:25] 必要性不高
[31:26] 那如果它能夠在今年
[31:28] 有什麼樣的表現的話
[31:29] 稍微好一點
[31:30] 可能市場都會覺得是一個驚喜
[31:33] 那當然今年大家很期待
[31:34] 例如蘋果的摺疊機
[31:36] 這樣的一個想法
[31:37] 不過今年的手機市場
[31:39] 會面臨到記憶體的考驗
[31:40] 這個是事實
[31:42] 因為去年蘋果
[31:43] 其實有跟凱霞
[31:44] 有談了一個好的合約
[31:45] 拿到便宜的錢
[31:46] 所以害得凱霞股價
[31:47] 在記憶體噴的時候
[31:48] 它噴不起來
[31:49] 被人家吃了一個長約的豆腐
[31:51] 但今年好像就比較沒有
[31:53] 所以今年各個消費性產品
[31:55] 到底會因為記憶體影響到多嚴重
[31:58] 會不會他因此要去削減
[32:00] 其他相關零元件的利潤
[32:03] 其實有聽到業界在討論
[32:04] 我覺得這個也是
[32:06] 我會持續觀察的狀況
[32:07] 因為剛剛講到記憶體的問題
[32:10] 其實記憶體當然手上有的很爽
[32:13] 那你要用記憶體的那些廠商
[32:16] 特別是代工廠
[32:17] 我是覺得蠻苦哈哈的
[32:18] 因為記憶體漲價是事實
[32:20] 是已經現在發生的事實
[32:22] 那你今天一臺筆電
[32:24] 原本你可能去年是三萬塊錢
[32:26] 你現在記憶體一條
[32:27] 可能從三千變六千
[32:28] 或六千變九千
[32:29] 你真的筆電把這個價格加上去
[32:32] 我覺得消費者
[32:34] 其實對這些價格的變動很敏感
[32:35] 所以你今天沒有辦法
[32:38] 在售價上面大幅度的去做漲價的話
[32:41] 就是你不能完全轉嫁給消費者
[32:42] 你必然的羊毛出在羊身上
[32:44] 你一定要從其他零元件
[32:45] 去把成本給平滑掉
[32:48] 所以這也呼應了
[32:49] 為什麼聯電說
[32:50] 今年其實漲價的空間
[32:52] 沒這麼大
[32:52] 又是因為它的那種
[32:54] 供需的狀況
[32:55] 產業的供需狀況
[32:56] 就跟記憶體不同
[32:57] 所以如果現在聯電
[32:58] 看到中芯國際漲了
[32:59] 所以說
[33:00] 那我也要跟著漲價
[33:01] 第一個反應
[33:02] 市場一定先掉單
[33:03] 你只要敢漲
[33:04] 我一定就先掉單
[33:05] 我幹嘛沒事要去買貴的
[33:06] 那同樣的
[33:07] 你其他的零元件
[33:08] 在我們說的消費性電子上面
[33:11] 也會面臨到一樣的問題
[33:12] 所以剛剛在錄這一個podcast之前
[33:16] 有跟趙華聊了一下
[33:17] 其實聯勇今年沒有成長的這件事情
[33:20] 我聽到我有一點點小意外
[33:22] 我是有跟看X3G的資深研究員聊過
[33:27] 但是會不會連電體系我也聊過
[33:31] 兩邊對照都是這個想法
[33:33] 等於從產業端和研究端
[33:37] 聽到的共識目前是如此
[33:39] 可是畢竟現在才一月
[33:40] 那現在因為面臨很多的考驗
[33:42] 好像剛剛講到記憶體的問題
[33:44] 也是從產業端傳回來的
[33:45] 那如果這個考驗
[33:47] 在下半年能疏解或什麼
[33:49] 它就會有一個不一樣的風景
[33:50] 這個是目前
[33:51] 我們都先看到考驗
[33:52] 就像順豐的時候
[33:53] 你會先看到很多好訊息
[33:54] 可是沒想到
[33:55] 突然來個黑天鵝
[33:56] 把你打一巴掌
[33:56] 用翅膀扇你
[33:59] 那現在這些
[34:00] 本來在逆風的公司
[34:02] 他看到的確實也是比較辛苦的
[34:04] 那可能反過來
[34:05] 如果例如說像記憶體的狀況
[34:07] 能夠緩解或什麼的話
[34:08] 某些產業的倒黴
[34:09] 就會另外一個產業的快樂
[34:11] 對
[34:11] 所以我只能這樣講說
[34:13] 那至少目前以持平的角度來看
[34:15] 它股價跌到這裡
[34:16] 對
[34:16] 就是確實
[34:17] 因為股價位階很低
[34:18] 所以我才會有
[34:19] 剛好關注到這一個
[34:21] 聯勇這間公司
[34:22] 那我就
[34:23] 你看我們都同時在看
[34:24] 真的就是大家會有那個直覺
[34:26] 那我覺得目前這個story
[34:27] 我是buying的
[34:28] 但後續就是我會去做觀察
[34:30] 那重點就是
[34:31] 其實臺股到了這個位階
[34:33] 那你三萬點
[34:34] 大家會擔心的就是
[34:36] 是不是已經沒有股票可以做
[34:37] 可是說真的
[34:38] 有很多這種右下角
[34:40] 而且是有一定程度
[34:41] 基本面的公司
[34:42] 可能過去幾年
[34:43] 因為他跟AI比較沒關
[34:44] 或者是他跟現在
[34:45] 比較熱門的題材沒關
[34:46] 所以他就一直趴在那邊
[34:48] 但我也要給大家一個觀念
[34:50] 這些公司他不會坐以待斃
[34:51] 應該說是好的公司
[34:53] 積極的公司
[34:54] 他不會坐以待斃
[34:55] 你看到了臺股上市櫃公司
[34:57] 因為AI而大幅度的成長
[34:59] 難道這些原本沒有AI的公司
[35:02] 他就不做了嗎
[35:03] 他必然的一定會去想辦法
[35:05] 有往這一個
[35:06] 最有成長性的地方去靠攏
[35:07] 所以我要講的是
[35:09] 臺股的這種活力跟生機
[35:11] 它絕對不會只停留在
[35:12] 現在大家看到的
[35:13] 原本一些可能
[35:14] 大家原本不認為
[35:16] 它有做AI的公司
[35:17] 但是可能在今年
[35:19] 因為它過去這兩年
[35:20] 它在努力
[35:20] 它在轉型
[35:21] 或者它想要試著切入
[35:22] 你在今年會有一些好的
[35:24] 或者是新的產品出來
[35:26] 它就變成了
[35:27] AI相關的供應鏈
[35:28] 那你股價是不是
[35:29] 就有非常大的想象空間
[35:31] 所以我才會強調
[35:32] 你現在的臺股
[35:33] 依然是可用之兵很多
[35:35] 但是現在做功課的難度
[35:37] 真的是越來越高
[35:38] 因為對於產業
[35:39] 如果今天是大家都知道的訊息
[35:42] 其實大部分都已經
[35:43] press in在股價上面
[35:45] 那股價如果還會繼續漲
[35:46] 通常都是呢
[35:48] 我們對於產業
[35:49] 你有更深入的研究
[35:51] 你才能夠理解
[35:52] 它現在在漲什麼
[35:53] 而不是我們現在表面
[35:54] 上面看到新聞
[35:55] 因為漲價
[35:56] 因為缺貨
[35:57] 所以它就漲
[35:58] 我覺得不是這個邏輯
[35:59] 所以等於是在接下來的話
[36:01] 會越來越考驗
[36:02] 投資朋友在做功課
[36:03] 這項上面的能力
[36:04] 特別是2026年
[36:06] 這個我還是要特別強調
[36:08] 就是那種閉著眼睛
[36:10] 然後你隨便設飛鏢亂買
[36:12] 股價就會漲的這種狀況
[36:14] 至少在現階段
[36:15] 我覺得它會發生的機率是比較低
[36:18] 那你就是做好功課
[36:20] 做好準備
[36:21] 那等待時機出現來臨的時候
[36:23] 那你就勇敢出手
[36:24] 我覺得在農曆年前
[36:26] 應該都還有賺紅包的機會
[36:27] 好 今天很謝謝小明同學
[36:29] 我這幾天也是很有趣
[36:31] 因為我看到地位界漲上來
[36:33] 有去思考說
[36:34] 他們到底跌夠了沒
[36:35] 我覺得可以先這樣看
[36:36] 就像我剛剛舉的例子
[36:38] 不管是從聯勇
[36:39] 或者說看到生技股的寶瑞
[36:41] 我也會希望寶瑞這型別的公司
[36:43] 離開他們倒黴的國家
[36:45] 對
[36:45] 這個它是生技裡面的好公司
[36:47] 對
[36:48] 那所以新藥股我不宜評論
[36:50] 我必須講
[36:51] 有時候希望我在表什麼
[36:52] 實在是我沒有無力
[36:53] 我真的無力評論
[36:54] 我也必須跟大家就坦白依告
[36:56] 好那也很謝謝這段時間
[36:59] 有還蠻多觀眾朋友
[37:00] 聽眾朋友會留言給我
[37:02] 說非常喜歡這個節目什麼的
[37:04] 這些都讓我覺得
[37:05] 敏感五內
[37:06] 好
[37:07] 那我們今天就先跟
[37:08] 這個骨後仔的聽眾朋友們
[37:10] 說拜拜咯
[37:10] 各位聽眾朋友
[37:11] 大家拜拜
