[00:00] 欢迎收听赵华仪古货载第1154集
[23:05] 其实川普在讲的时候
[23:06] 他有反应
[23:06] 他的反应绝对不会比三月来的严重
[23:09] 那三月油价涨到120
[23:11] 那自此之后
[23:13] 其实油价就像是一个VIX指标一样
[23:15] 他没有再过高啊
[23:16] 他有上来
[23:17] 有上来我们会紧张
[23:19] 可是没有过高
[23:20] 所以如果这些利空
[23:21] 能够在前一阵子
[23:22] 算是得到一个
[23:23] 有效的舒缓的话
[23:25] 接下来不能说
[23:26] 盘面上又万里无语
[23:27] 没有那么厉害的
[23:28] 时不时干扰一下
[23:29] 我们就利用
[23:30] 他在干扰的时候
[23:31] 再度的确认
[23:32] 订单会来
[23:34] 好不好
[23:34] 订单
[23:35] 资本只是花了这么多了
[23:37] 订单会来
[23:39] 然后我们哪一些是跌到
[23:40] 平衡了
[23:41] 他已经修正了五成
[23:43] 他已经腰斩了
[23:45] 可是他订单会来
[23:46] 他只是delay
[23:46] 他可能营收比市场预期少个10% 20%
[23:49] 对不对
[23:50] 像CTO也许是一个
[23:51] 还有像我在看细光子
[23:54] 他的故事可能比较不一样
[23:55] 是因为像刘明光学
[23:56] 他很具体的讲出
[23:58] 因为林华英的缺货
[23:59] 所以现在供需缺口已经高达30%
[24:02] 他也需要跟林华英相关的厂商
[24:05] 签长期的合约
[24:07] 这些都会是细光子跌了这么多之后
[24:10] 我觉得很实质的产业力多
[24:13] 因为上一次打下来是
[24:15] 那一家烟调机构
[24:17] 对不对
[24:18] 他就讲说
[24:18] 西瓜子2028层的量产
[24:20] 然后市场气氛又刚好比较不好
[24:21] 他们又涨到本益比100倍
[24:23] 不杀你杀谁
[24:24] 可是现在如果有产业界的大公司
[24:27] 出来背书这个事情
[24:28] 已经有缺口了
[24:29] 他们可能就会比较像宅版
[24:31] 有缺口的情况下
[24:33] 慢慢的本益比重新被市场认同之后
[24:36] 恢复上涨
[24:37] 所以我觉得这个族群
[24:38] 在这两天相对很强
[24:40] 又落底过
[24:41] 我个人是会再找机会
[24:43] 去切入
[24:44] 大家也知道在叠的过程中
[24:45] 我一直觉得
[24:45] 这个高本益比公司
[24:48] 我们没有办法判断
[24:49] 但是我觉得
[24:49] 现在有众多的条件有聚集
[24:52] 这是我在盘面上
[24:53] 如果用比较积极的观察
[24:55] 我是看矽光子
[24:56] 其实这么多主流族群
[24:58] 我个人是觉得
[24:59] 对台股来说
[25:00] 有两个族群是特别重要
[25:02] 一个就是
[25:03] 刚刚赵华提到的矽光子
[25:05] 或CPU这个族群
[25:06] 因为大家都知道
[25:07] 这个族群很多个股的本益比
[25:10] 是上百倍的
[25:11] 也就是它是高本益比族群
[25:13] 的代表
[25:13] 如果最高本益比的个股
[25:16] 都能够从正雄风
[25:18] 往上挺进
[25:19] 能够飙涨的话
[25:21] 那代表什么
[25:21] 现在的所谓估值的修正
[25:25] 确实已经告一个段落
[25:26] 也代表市场的信心
[25:28] 也正在恢复当中
[25:30] 所以你可以看到
[25:31] 最高本益比的CPU
[25:32] 涨了之后
[25:33] 看起来也是相当高本益比的
[25:35] 就低轨卫星
[25:37] 森达科也在涨了
[25:39] 这个真的要复活一下
[25:40] 好惨
[25:41] 所以这种本益比
[25:42] 如果高的
[25:43] 如果没办法涨
[25:44] 我觉得代表就是
[25:45] 市场的信心还是脆弱的
[25:47] 那再来呢
[25:48] 我认为第二个
[25:49] 也是非常重要的族群
[25:51] 就是记忆体
[25:52] 因为记忆体刚好形成对比
[25:54] 它就是呢
[25:54] 全世界现在看到
[25:55] 最低本益比的族群
[25:57] 大家都说
[25:59] 他们已经不是景气循环股了
[26:01] 是AI重要的战略资源
[26:03] 要缺到2028或2030年
[26:05] 那你到底敢不敢
[26:06] 用本益比来看它
[26:08] 那如果敢的话
[26:08] 给几倍呢
[26:10] 当然呢
[26:11] 美光或海力士
[26:12] 或南亚科
[26:13] 这些呢
[26:14] 大家很熟悉的
[26:15] 记忆体的龙头厂
[26:16] 剩下呢
[26:17] 五倍不到的本益比
[26:18] 那真的是太便宜了
[26:20] 那大家想看
[26:21] 这么多涨价产业
[26:22] 我们客观来说
[26:23] 谁的毛利率
[26:25] 有比记忆体高
[26:25] 不论是被动元件
[26:27] 实营元件
[26:28] 功率元件
[26:29] 细金元宅版
[26:30] 都没有人比
[26:31] 记忆体的毛利率高
[26:32] 谁的前七个月的
[26:35] 营收的YOY年增率
[26:36] 有比记忆体高
[26:37] 大家都是算%数的
[26:39] 记忆体都在论倍数的
[26:40] 所以呢
[26:41] 如果这个五倍的记忆体不涨
[26:43] 其实其他的涨价概念股
[26:45] 我只能说
[26:46] 硬要涨多一点
[26:47] 有一点尴尬
[26:49] 那个角色会很尴尬
[26:50] 所以记忆体也给大家底气
[26:53] 我认为就是细光子能够决定
[26:55] 台股的天花板到哪里
[26:57] 记忆体将会决定台股的地板在哪里
[27:00] 所以这个就是很重要
[27:02] 最高本益比跟最低本益比要往上涨
[27:04] 不过也让大家猜一猜
[27:06] 这么多涨价族群跟相关的
[27:09] 算是有代表性的指标股
[27:11] 全世界现在
[27:13] 姿态最高是哪一档
[27:15] 你想猜吗
[27:15] 全世界吗
[27:16] 全世界
[27:17] 我会猜得出来吗
[27:20] 对
[27:20] 真的吗
[27:21] 嗯
[27:21] 等一下
[27:25] 其实在台湾
[27:26] 在台国
[27:26] 在台湾吗
[27:27] 在台股
[27:28] 那这样我反而难猜
[27:29] 因为我本来想说
[27:30] 那我就猜CPO的
[27:31] 我就会猜刘明这种的
[27:33] 对
[27:33] 我宣布答案
[27:34] 好你宣布请
[27:35] 其实是南亚科
[27:36] 南亚科
[27:37] 你说记忆体里面的
[27:39] 本益比最高的是南亚科
[27:40] 姿态最高
[27:41] 因为它只要再涨7%
[27:44] 再涨7%
[27:46] 它股价要创历史新高
[27:47] 所有的涨价产业
[27:49] 国内国外一起看的话
[27:51] 那这合不合理呢
[27:53] 大家就思考一下
[27:54] 我算了一下
[27:55] 美光如果要涨回历史高点
[27:57] 要涨39%
[27:58] 那海力士
[27:59] 那海力士我们拿ADR来看
[28:01] 因为比较没有去杠杆子
[28:02] 这个问题
[28:03] 它要涨回高点
[28:04] 也要涨25%
[28:05] 但是南亚科只差7%创历史高
[28:09] 你说强这是强
[28:10] 但是我从另外一个角度来思考
[28:12] 我会觉得好像有点不太讲武德了
[28:17] 不太合理了
[28:19] 因为再怎么论高成长
[28:21] 再怎么论高毛利率
[28:22] 或者说在AI时代的重要性
[28:24] 说实在话
[28:25] 南亚科还是没有办法比上美光游戏海力士
[28:29] 所以我会强调就是
[28:32] 我们台股这波反弹不是在走这一路
[28:35] 所以有些个股如果他跑太快的时候
[28:37] 我个人角度会觉得
[28:40] 你反而要停看厅踩一下刹车
[28:42] 不要太急着去做追假了
[28:44] 因为如果美光还一直没有跟上来
[28:47] 南亚科呢
[28:47] 真的冲到历史高峰的话
[28:49] 我觉得这个反而是有点冲过头了
[28:52] 好
[28:53] 刚刚我一直以为是要比本益比最高的
[28:56] 害我好慌乱
[28:57] 但是说实话
[28:58] 如果位阶最高的
[28:59] 我可能一时之间也没有办法猜出来是南亚科
[29:02] 好
[29:02] 这个事情就跟以前啊
[29:04] 我们台股在领涨
[29:05] 有没有
[29:05] 然后就是美股
[29:06] 比我们弱很多的时候
[29:07] 我们就会有点小担心
[29:09] 就常会举例说
[29:10] 我们就可能是一直在台北
[29:12] 因为股票北上
[29:14] 所以往上
[29:15] 南下
[29:15] 这不是南北
[29:16] 整个我自己屏东人
[29:17] 没有这个地域性的差别
[29:19] 只是南下跟北上
[29:20] 可是奇怪
[29:21] 美股都在南下
[29:22] 台股自己在北上
[29:24] 它终究会要回来汇合
[29:26] 只是希望汇合的地方在新竹
[29:29] 这一次差点到嘉义
[29:30] 其实我觉得大概到台中
[29:31] 好像就停了
[29:32] 到半年线就停了
[29:34] 没有到屏东
[29:35] 屏东可能就五年线了
[29:37] 所以刚刚讲的这个意思是
[29:39] 当其他像可以做到高阶HBM的美光
[29:43] 或海力士三星等等的位阶
[29:45] 都比南亚科来的低的时候
[29:47] 它就要再平衡
[29:48] 那最好是他们来跟我们
[29:50] 我们先缓缓等他们
[29:51] 还有就像记忆体里面
[29:53] 大家都可能觉得颗粒厂是最稳的
[29:56] 其实模组厂的本益比也都非常的低
[29:58] 因为大家都只觉得
[29:59] 你就要变成是高价库存了
[30:02] 你没有买到足够的料
[30:03] 但是相形之下
[30:04] 他们也变成获利
[30:05] 跟本益比极度不对等的状况
[30:07] 那最近模组厂
[30:09] 也有一点点想要力争上游的味道
[30:11] 也可以观察
[30:12] 所以像宅版大厂
[30:14] 日本的龙头
[30:15] 易斐店
[30:16] 以比达呢
[30:16] 因为上修裁测
[30:17] 今天呢
[30:18] 狂飙
[30:19] 狂飙大概涨了25%左右
[30:21] 但是
[30:22] 有没有发现
[30:22] 今天台湾的几档宅版股票
[30:24] 好像开高
[30:26] 冲高之后
[30:27] 在高档陆续都有一些卖压出现了
[30:29] 为什么呢
[30:30] 因为看起来有些人呢
[30:31] 就趁這個利多去做調整最主要原因就是呢EBITDA今天大漲之後呢是讓它回季線线但是我们已经找它个几天先上季线我们在版很厉害的对我们先上季线了
[30:43] 所以我觉得这个
[30:44] 还是有一个全球族群
[30:46] 轮动或比价的伦理
[30:48] 不能投资不讲武德
[30:50] 所以也必须
[30:52] 帮国巨说一句话
[30:54] 很多人画了他的圣诞树
[30:56] 但我一画画了四颗
[30:58] 我发现其实像春田制造所
[31:00] 太阳优电三星电机
[31:02] 这些日韩的被动原先大厂
[31:04] 不论论跌幅或者是修正的位阶
[31:07] 他们也都是圣诞树
[31:09] 其实大家是差不多的
[31:10] 所以我们不知道到底
[31:12] 国际后面有没有
[31:13] 幕后黑手偷偷的大卖股票
[31:17] 但是其实修正是全球一致的
[31:19] 不是说国际个人的一个灾难
[31:22] 所以这边看起来
[31:23] 同样反攻到这里之后
[31:25] 要续强也是要看
[31:26] 包括春田或三星电机
[31:28] 能不能继续往前冲
[31:30] 我也不知道该不该说
[31:32] 因为国具的事情
[31:33] 我必须讲
[31:33] 就股价来说
[31:34] 这不是国具自己的事
[31:36] 也不是这家公司
[31:37] 曾经在2018年
[31:38] 让大家吓到的事
[31:40] 它就跟国际大厂的走势
[31:42] 没有什么不一样
[31:43] 别人也是圣诞树
[31:45] 太阳诱电也是圣诞树
[31:47] 那大家会聊到国具
[31:49] 当然不外乎第一次
[31:50] 有一些悲伤的记忆
[31:52] 我跟你讲
[31:52] 再过五年十年
[31:53] 三星海力士这一次的去杠杆
[31:55] 一样会是韩国人的一个记忆
[31:57] 当之后又发生了
[31:58] 机体循环向上
[32:00] 三星海力士在涨的时候
[32:01] 他们老一辈
[32:01] 可能就会说
[32:02] 我跟你讲
[32:03] 不要一碰那个杠杆商品
[32:04] 当年哦
[32:04] 这样子
[32:05] 对
[32:05] 但是
[32:07] 平心而论
[32:08] 以股价来说是这样
[32:09] 那前一阵子
[32:10] 大家有小小的抱怨
[32:12] 是讲说
[32:13] 国际开法说
[32:14] 公布半年报
[32:15] 对不对
[32:15] 为什么董事长陈泰明
[32:16] 不自己出来说
[32:17] 有人说
[32:18] 你干嘛怪陈泰明
[32:19] 又不能说什么
[32:21] 他拿到为你的股价负责
[32:22] 买卖是自负
[32:23] 但是我必须想
[32:23] 像我们自己
[32:24] 以前在跑公司
[32:25] 在这种重要的半年报法说
[32:27] 相关关键人
[32:29] 出来讲一下是应该的
[32:31] 你说会者家会缺席台积电的法说吗
[32:33] 不会啦
[32:34] 龙头型的厂商
[32:35] 事实上在开法说会
[32:37] 当然股东会是一定要出来的
[32:39] 因为是面对真正的股东嘛
[32:41] 对不对
[32:41] 但法说会说实话
[32:43] 如果他只是这个一季
[32:44] 或是半年才开一次的
[32:46] 真的老板还是应该出来
[32:47] 跟大家分享一下
[32:49] 那当然风平浪静的时候
[32:51] 也大家没感觉
[32:51] 特别是在这一种
[32:53] 我有买他的股票
[32:55] 或者是这个市场
[32:56] 都已经跌到烂掉腰斩了
[32:58] 如果能够出来讲一下
[32:59] 说AI的趋势啊
[33:00] 产业的前景啊
[33:01] 涨价的风潮啊
[33:03] 没有什么改变也好
[33:04] 不是说出来就说
[33:05] 买我们家股票
[33:06] 不是这个意思
[33:07] 我觉得这个我还是
[33:08] 会想要聊一下
[33:10] 因为这些都是综合啦
[33:12] 我们在看一家公司的时候
[33:13] 的综合评分
[33:14] 我印象比较深的是
[33:16] 这个顺达这家公司
[33:18] 99楼
[33:18] 好像20
[33:19] 对不起
[33:20] 我有点忘了
[33:21] 大家可以查一下
[33:22] 以前顺达是一间
[33:23] 在100块上下的公司
[33:25] 然后每年都配息5块钱
[33:27] 那后来他之前就有讲说
[33:28] 他在股东会有承诺
[33:30] 说以后五块钱会是一个保底
[33:32] 就是会固定配五块
[33:34] 结果有一年呢
[33:35] 他的获利不如预期
[33:36] 所以股价开始跌
[33:37] 我记得好像跌到八十
[33:39] 对
[33:39] 然后呢老板就在
[33:41] 一次的法说会出来说
[33:42] 至少会承诺
[33:44] 以前讲的五块还是照发
[33:46] 那个时候我就觉得
[33:47] 这句话哦
[33:48] 不能拯救这间公司的
[33:50] 也许不能拯救股价
[33:51] 也许不能拯救当年度的EPS
[33:53] 可是那就是一个
[33:54] 请大家放心
[33:56] 对
[33:56] 我说到的是
[33:57] 我现在可能面临一些逆风
[33:59] 可是我说到的事情
[33:59] 我会做到
[34:00] 这件事情就给我
[34:01] 很深的印象
[34:02] 所以记得那么好几年了
[34:05] 综合评量每一家公司
[34:07] 它的老板的形象
[34:09] 它的态度
[34:09] 是不是会影响呢
[34:10] 我觉得多多少少是会的啦
[34:12] 这个就是资本市场的
[34:14] 公关处理
[34:15] 老板带头做是最好的
[34:18] 因为他是在公开市场了嘛
[34:20] 有的老板说我不要挂牌
[34:21] 我就是不要公开市场拿到钱
[34:24] 我干嘛跟大家交代
[34:25] 我财报爱怎样就怎样
[34:26] 可是不好意思
[34:27] 在公开市场
[34:28] 又是产业的龙头型了
[34:29] 我觉得还是有一点点
[34:31] 这样的所谓的社会责任也好
[34:32] 责任跟义务
[34:33] 对对对
[34:33] 还是跟大家多分享一下
[34:35] 我觉得会让大家比较放心
[34:36] 但如果只是旧事润世
[34:38] 股价就是跟国外的大厂
[34:40] 是一样的
[34:40] 没有特别奇怪
[34:41] 这边讲的是整个位阶
[34:43] 那好
[34:43] 那AMD和我们的细机员龙头
[34:46] 环球金发生什么事呢
[34:48] 两位都是女战神啊
[34:49] 对不对
[34:49] 一个苏妈
[34:50] 一个我们的秀兰
[34:51] 秀兰姐
[34:52] 秀兰是四点
[34:54] 好不好
[34:54] 起床从台北通勤到新竹
[34:57] 每天every day
[34:58] 真的是很厉害
[35:00] 奉献给职场的一个女强人
[35:02] 非常佩服
[35:03] 像拜访过她的人非常佩服
[35:04] 那她的专场也是诟病
[35:06] 不过诟病这件事情
[35:07] 在环球金上面
[35:08] 就是最近有一点点
[35:10] 这个风波来源
[35:11] 之前也是嘛
[35:11] 就是她要诟病德国市创
[35:13] 后来没成功
[35:14] 环球金当时从900
[35:16] 跌到300
[35:17] 然后这一次呢
[35:19] 又是因为她第二季有认裂
[35:20] 所谓市创的投资价值损失
[35:23] 还有她有认市创的一些
[35:25] 公司债的投资价值损失
[35:28] 造成的这个业外评价损失
[35:31] 那后来两家都是昨天晚上
[35:33] 一个是财报开出来的电话会议
[35:35] 一个是实体法说
[35:36] 那AMD感觉上就是对于未来的展望
[35:39] 没有达到华尔街的预期
[35:41] 那环球金就是讲
[35:44] 全年小幅成长货持平
[35:46] 现在市场好像有点没有办法接受
[35:49] 不够积极这件事情
[35:51] 对因为毕竟就是经过了前一段时间
[35:55] 这个股价的风风雨雨
[35:56] 那现在大家呢
[35:57] 在看数字上面呢
[35:59] 其实都需要呢
[36:00] 更精准
[36:01] 更有把握
[36:02] 当然也要呢
[36:03] 更好
[36:04] 所以呢
[36:04] 其实AMD呢
[36:05] 财报很好
[36:06] 那财策也很强
[36:07] 可是问题是呢
[36:08] 华尔街的预期是更强的
[36:10] 同时呢
[36:11] 公司也提到
[36:12] 就是在明年呢
[36:13] 预计在这个
[36:14] AI资料中心的营收成长
[36:16] 要翻倍
[36:16] 但问题是呢
[36:17] 他对于呢
[36:18] 比如说他的产品的规划
[36:20] 或者说产品的价格的策略
[36:22] 等等的细项
[36:23] 因为没有呢
[36:24] 沟通的更清楚
[36:25] 所以变成是说好像会解读成
[36:27] 你感觉画了一个要成长一倍的愿景
[36:31] 有这个大饼
[36:32] 可是你要怎么做
[36:34] 大家不太清楚
[36:35] 所以变成是说刚好股价
[36:37] 因为也不算低档
[36:39] 所以盘后的卖压就会特别的沉重一点
[36:42] 这个就代表
[36:43] 其实未来真的在跟资本市场沟通当中
[36:46] 我觉得现在就是需要有更多更多具体的证据
[36:50] 然后才能够去挽救投资人的信任
[36:53] 那至于说像环球金这个部分来讲的话
[36:56] 因为毕竟大家对于就是他的先前
[36:59] 因为这个国外的厂房火灾的事情
[37:01] 火灾对对对抱歉忘了讲
[37:03] 还是会有一些疑虑
[37:05] 虽然说现在产能利用率没有全满
[37:07] 所以呢这个冲击应该是在可控范围内
[37:10] 因为你可以透过呢
[37:11] 国际上面不同的厂区的产能来做调度
[37:14] 这是一个弹性规划
[37:16] 可是问题是在于对于营收的一个影响
[37:19] 势必还是存在
[37:20] 那到底这个影响的一个幅度是如何
[37:22] 再加上就是说
[37:24] 现在对于细金源产业
[37:27] 未来的一个涨价的空间上面呢
[37:29] 似乎也有不同法人机构的看法
[37:31] 有比较正向的
[37:32] 就是符合先前大家认为的
[37:34] 现货价要涨
[37:35] 然后呢合约价反正就继续的
[37:37] 环球经济去找客户来谈
[37:39] 更多的长约
[37:40] 来确保未来的营收跟获利的成长能见度
[37:44] 但是像大摩证券呢
[37:45] 出了一个报告
[37:46] 把目标价呢
[37:47] 就是定在900元
[37:49] 那看起来是不太给力的
[37:50] 那关键就是他认为
[37:52] 现在可能客户接受涨价的空间是有限的
[37:55] 那尤其像环球金
[37:56] 因为它本来就是比较
[37:58] 是偏重在长约的
[37:59] 所以是不是这个受惠于所谓的涨价循环
[38:03] 它的挹注上面的动能
[38:05] 没有原先预计的那么乐观呢
[38:07] 这个部分是打上问号的
[38:09] 所以看起来就是市场法人
[38:11] 对它整体的法说上面
[38:13] 是比较有一些不同的看法存在的
[38:16] 不过我觉得至少
[38:17] 如果相较于之前
[38:18] 可能涨到1600元的高点来看的话
[38:21] 这里的800多元的股价
[38:23] 我觉得算是相对低档了
[38:25] 那低档的话呢
[38:26] 我觉得不管是好坏消息
[38:28] 应该差不多一天到两天
[38:30] 消化一下应该就会过去
[38:32] 好
[38:33] 因为谢金元
[38:34] 我俩是做过很彻底的分享的
[38:36] 环游金就是一个习惯签长约的
[38:39] 导致也可能在涨价的初期
[38:41] 他比较没有办法去调整他的合约
[38:44] 那中间能不能调
[38:45] 当然就看一下涨价的情形
[38:47] 万年不调就有点压力
[38:49] 但对他的客户来说
[38:50] 当然客户就觉得得到保障了
[38:52] 就可以拿到比较便宜的原料等等的
[38:54] 各有好处
[38:55] 景气不好的时候
[38:56] 长约也是一个很好的保护
[38:57] 就像这一次
[38:58] 刘明光也跟所谓的AXT
[38:59] 就林化英的一些材料供给厂商
[39:02] 也是签长约
[39:03] 可是市场就非常非常非常正面看待
[39:05] 因为现在需要的是这种信心
[39:07] 因为大家会觉得
[39:08] 这事情能做出来的厂商
[39:10] 好像不是那么多
[39:10] 是不是真的是叫光镜同退
[39:12] 还是光同并进还在炒
[39:13] 到底用哪一个规格还在炒的阶段
[39:16] 有人愿意签长约就很重要
[39:17] 我还记得那时候被动元件
[39:19] 跟大家分享
[39:20] 也是我有听到厂商
[39:21] 跟台达店签长约这件事情
[39:23] 所以长约一开始
[39:24] 有人要签的时候是好事
[39:26] 但是到后面久了
[39:28] 长约也可能是
[39:29] 绑住涨价的一个紧箍咒
[39:31] 这个见仁见智
[39:32] 真的是见仁见智
[39:34] 没有绝对的好跟坏
[39:35] 只是它会产生在特性上面
[39:38] 这个大家也理解一下
[39:40] 就像如果今天台股又是面临到
[39:42] 全面在下跌修正
[39:44] 那环球金可能在它的EPS上
[39:46] 也许反而是受伤小的
[39:48] 合金可能就是受伤大的
[39:49] 会搞到亏损的
[39:50] 所以这些就是在不同环境下
[39:53] 每一家公司的策略
[39:55] 好那今天也谢谢微良
[39:57] 前面反而是讲了比较多
[39:59] 可能想法心态观念
[40:01] 后面还是就产业面上来跟大家聊
[40:03] 那当然这一次上来
[40:05] V转不能说零几率
[40:08] 但是以前的回忆是
[40:10] 你要立刻V
[40:11] 在这一次可能跌幅比较重
[40:13] 以中小型股来说
[40:14] 应该是不至于这么样的快
[40:16] 以及刚刚提到
[40:17] 我们在第三季
[40:18] 这些杂音是不是都消化掉
[40:20] 九月联准会如果
[40:21] 还是有升息的杂音
[40:22] 是不是都不反应
[40:23] 我觉得多多少少才是会反应
[40:24] 所以一样是谨记着
[40:26] 在下跌的过程中
[40:27] 在你喜欢的产品下跌中
[40:30] 你喜欢的股票下跌中
[40:31] 你对它抱持着
[40:32] 是什么样的操作策略跟态度
[40:35] 我觉得这个才会是接下来
[40:37] 我觉得最认真面对的一件事情
[40:39] 是
[40:40] 好那就跟我们的
[40:41] 股后仔朋友说拜拜咯
[40:43] 拜拜
[40:47] by bwd6
