[00:00] 欢迎收听赵华语古货载第1086集
[26:07] 赌赌看
[26:08] 看有没有给我猜中
[26:10] 这个傅旭哥的长短线是原本的部位长线
[26:15] 对对对
[26:15] 短线赌一下财报
[26:17] 是同一档
[26:17] 这也蛮有趣的
[26:18] 这也很有意思
[26:19] 我大概多买个五张
[26:21] 我现在有三十几张
[26:22] 我多买个五张
[26:23] 那假如出来四块
[26:25] 涨个三四趴
[26:26] 我可能就跑了
[26:27] 那就一个小确幸
[26:29] 因为说实在我们做存股也蛮无聊的
[26:32] 总是要找些乐子
[26:34] 我就从每一季财报找一些乐子
[26:38] 说实在假如看错了
[26:41] 假如譬如说开出来是三以下
[26:43] 也无伤大雅
[26:45] 第一个它这种
[26:47] 跌个三趴好了
[26:49] 损失个可能一两万就算了
[26:54] 也没什么
[26:55] 就好像在买乐透一样
[26:58] 但是我觉得胜率比乐透高很多
[27:03] 所以你做这样的记报套利
[27:06] 你要很清楚你的定位
[27:08] 不对猜错了就要认了
[27:11] 猜对了也要马上走
[27:14] 但是你的长线还是不变
[27:16] 长线的部位不变
[27:18] 他这样讲的时候
[27:20] 富士哥这样讲的时候
[27:21] 我就想到
[27:22] 我会用什么东西做长短线
[27:24] 其实是台积电
[27:25] 当然这样不是很好
[27:26] 今天还会晚上
[27:27] 有一个来宾是云翔哥
[27:29] 跟富逊哥同台
[27:30] 也是一样
[27:31] 怎么讲呢
[27:32] 就是说
[27:33] 我不晓得大家在礼拜一
[27:36] 去买台积电的想法是什么
[27:38] 是不是就是因为
[27:40] 这个所谓的金管会
[27:42] 要调高基金的上限
[27:43] 或什么的
[27:44] 我才有这样的因素
[27:46] 对我来说
[27:47] 这就是个短线
[27:48] 不是说看坏台积电
[27:50] 因为长线部位
[27:52] 一定要有台积电
[27:53] 昨天吧
[27:55] 对不对
[27:55] 跟大家讲
[27:56] 不管你是用台积电本人
[27:57] 或是零股
[27:58] 或是你买了0052
[27:59] 或者是其实有一些半导体的ETF
[28:02] 它台积电本来就已经持有30%以上的
[28:05] 这些东西都帮你已经持有台积电了
[28:08] 而且我觉得某种程度
[28:10] 有那么大量台积电的市值型或什么的
[28:12] 他们都应该是比较核心的持股了
[28:15] 核心的ETF这样
[28:16] 可是你就会遇到说
[28:19] 台积电在法说会前
[28:21] 感觉大家很期待会涨
[28:22] 这时候不要小做
[28:23] 或者是我之前
[28:24] 有在我自己的脸书上有公布
[28:26] 三月的时候站云密布
[28:28] 大家不都很担心吗
[28:29] 可是你看到一期字头的台积电
[28:31] 你就会忍不住说
[28:32] 它真的很便宜
[28:33] 所以那时候我就甚至用
[28:35] 所谓的小台积期货
[28:37] 一个小台积期货
[28:38] 表彰一百股的台积电
[28:40] 压力不大
[28:41] 真的压力不大
[28:42] 我借两三万块钱就可以做了
[28:44] 然后去抄个底
[28:45] 抄个底
[28:46] 那它可能谈到一千九百多
[28:48] 就把它卖掉
[28:49] 那当时也会有观众
[28:51] 看我这样做
[28:52] 就留言说
[28:53] 不要啦
[28:54] 你就抱着它等除息
[28:55] 我说我还有部位啊
[28:57] 我的长线部位会等出息
[28:58] 可是短线上
[28:59] 就像刚刚傅旭哥讲的嘛
[29:01] 你知道他现在有点超跌了
[29:03] 那你知道他现在短谈了
[29:05] 或者是说像昨天
[29:06] 我就觉得
[29:07] 如果你礼拜五就买了
[29:08] 昨天短做一趟
[29:09] 也是可以的
[29:10] 可是我
[29:11] 就是因为我个人真的不觉得
[29:13] 就是你需要
[29:15] 觉得全世界都会买台积电
[29:17] 就是在这两天
[29:18] 我不觉得会因为这个政策
[29:20] 搞成这样子
[29:21] 好
[29:21] 长线台积电绝对是看好
[29:23] 因为他的财报很透明
[29:24] 他的法说展望也讲得很透明
[29:26] 他跟市场的气氛也会高度的相关
[29:29] 但短线上就可以做一些这样的小操作
[29:32] 让你的生活多一点小乐趣
[29:33] 我觉得是可以的
[29:34] 这边也跟大家分享一下
[29:36] 我可能会这样做就是台积电
[29:38] OK那我再讲一档
[29:41] 好再讲一档
[29:41] 这一档等要再多等几天
[29:44] 但他不是第一季财报
[29:47] 因为他第一季的获利都出来了
[29:49] 就是群一证
[29:50] 因为证券股每个月都要公布获利
[29:53] 因为他第一季出来就赚30亿
[29:55] EPS1.7
[29:57] 这大家都知道了
[29:58] 然后他为什么有空间
[30:01] 第一个
[30:02] 4月份的台股
[30:05] 涨了20几%
[30:07] 4月还没
[30:09] 还有一两天才结束
[30:11] 4月份台股涨了20几%
[30:14] 成交量
[30:16] 又比1月的时候要大
[30:19] 大家记不记得
[30:20] 1月的时候
[30:21] 群力证统一证
[30:23] 或是什么其他的什么
[30:25] 拉力拉扎证券公司都大赚了
[30:27] 因为一月台股也很旺
[30:29] 不但成交量大
[30:32] 而且那个大家个股都
[30:34] 都那个都活蹦乱跳
[30:36] 那四月份也有类似这种情况
[30:38] 但是四月份动荡
[30:40] 比较动荡一点
[30:41] OK
[30:41] 那这样的情况
[30:44] 你又可以期待说
[30:45] 他四月份获利
[30:47] 可能有机会
[30:49] 或比较大的概率
[30:52] 会不错
[30:53] 那我是自己设定这样的标准
[30:56] 我觉得他假如四月份
[30:58] 全力证单季获利
[31:00] 能够十亿以上
[31:02] 十亿
[31:03] 十亿就八十分
[31:06] 八十分
[31:07] 那假如能够
[31:10] 比如说六亿
[31:12] 大概是六十分
[31:13] 大概是这样
[31:15] 那第二个套利的空间在于说
[31:17] 最近台股不是成交量很大吗
[31:21] 很强吗
[31:22] 我告诉你
[31:23] 统一证已经涨上去了
[31:26] 因为成交量对他们毕竟还是一个很大的助力
[31:29] 本来统一证跟群一证
[31:30] 就是在那边生死恋
[31:34] 他假如28
[31:36] 我就28.1
[31:37] 他28
[31:38] 他29
[31:39] 我就29.2
[31:41] 就是股价好像生死恋
[31:44] 就会这样交缠在一起
[31:46] 然后群议政公布他的鼓励政策之后
[31:49] 股价有点一蹶不振
[31:52] 不论说一蹶不振
[31:53] 就是涨不动
[31:54] 但是群议政
[31:55] 统议政却一直涨一直涨
[31:57] 现在涨到35、6块了
[31:59] 创了好几年的新高
[32:01] 群议政还是趴在那边
[32:03] 为什么呢
[32:04] 他被外资一直卖
[32:05] 每天就卖五六千张
[32:06] 五六千张卖了十几天
[32:08] 我相信我研判可能有一些外资法人
[32:12] 他们本来买群益证的主要的动机
[32:16] 是要领股利的
[32:18] 你现在不配股利给我
[32:20] 你想用现金来折算
[32:22] 你的股利才一点多
[32:23] 他不要
[32:24] 所以他就
[32:25] 他跟我的策略不符合
[32:27] 他就一直卖一直卖
[32:28] 导致群益证这四月份都没涨
[32:32] 然后我觉得假如获利出来
[32:35] 跟统一证差不多
[32:36] 他第一季的获利已经高于统一证了
[32:39] 那我就觉得
[32:41] 他有补涨的空间
[32:43] 那这个也是
[32:45] 我是设定短线的
[32:47] 因为我群力证
[32:48] 我长线部位
[32:49] 大概已经一百六十几张了
[32:51] 多买个十张
[32:53] 就是
[32:53] 有点像在签牌一样这样
[32:57] 看对不对压力都不大
[33:00] 压力都不大
[33:01] 对的话就可能赚个几千块
[33:03] 错的话赔个几千块
[33:05] 也没什么大不了
[33:06] 因为我现在不晓得
[33:09] 金周看里面的气氛
[33:11] 我刚才听富士哥在讲的时候
[33:12] 就突然很怀念
[33:13] 因为我跟富士哥都待过金周
[33:15] 他现在还在
[33:16] 我是有待过
[33:17] 但我们没有刚好同时间在
[33:19] 但是我以前觉得
[33:21] 讨论股票最热烈的地方
[33:23] 叫做采讯
[33:24] 对对对
[33:25] 真的是全部的人都在讨论股票所以那时候刚出社会的我第一份工作就在采讯的感受就是这是正常的反而是后来我到了其他像月刊型的月刊型的他比较注重是
[33:38] 长线一个月才出一本
[33:39] 所以那时候大家都着重的
[33:41] 比较算是新法
[33:42] 策略长线投资等等的
[33:45] 未来的展望这一型的
[33:47] 就没有那么热烈了
[33:48] 但是每次看到傅旭哥
[33:49] 然后就会想到当年在这个
[33:51] 因为彩讯金头看
[33:52] 以前曾经在同一个办公室
[33:54] 以前
[33:54] 然后那个热烈的情况
[33:57] 这样子
[33:58] 所以
[33:58] 好
[33:59] 那这边的话
[34:00] 也大家参考
[34:01] 因为新产跟群一
[34:03] 真的是富俱哥
[34:03] 已经追踪非常久的股票
[34:06] 而且目前
[34:07] 也视为准备退休生活中
[34:10] 只要他的体质不改变
[34:11] 就会是他的核心持股
[34:13] 那股利也是很重要的
[34:15] 因为以后你没有工作了
[34:17] 你当然是要靠
[34:18] 所谓的被动现金流入
[34:19] 那现在还不需要
[34:21] 现金流入的朋友
[34:22] 自然可以在股票市场里面
[34:23] 不用这么重视股息
[34:24] 但是等你要规划退休的时候
[34:27] 也要去思考这一块
[34:28] 就是退休后
[34:29] 你的钱从哪里来
[34:30] 所以傅旭歌书这本书
[34:32] 也有去跟大家分享
[34:34] 它是非常有恒心的
[34:36] 从14年前
[34:38] 14年前
[34:39] 我42岁的时候
[34:40] 开始做存股这件事
[34:42] 2012年
[34:42] 然后即使这三年两年
[34:45] 都是AI的狂潮
[34:46] 其实傅旭歌
[34:47] 有时候会看一些股票
[34:48] 他也不见得
[34:49] 全然跟AI没有关系
[34:51] 就像刚刚讲到的
[34:52] 权益正统一
[34:53] 这些的好了
[34:54] 他们跟AI有没有关系
[34:55] 他的关系就是在于
[34:57] 大家疯狂进入到股市之后
[34:59] 的交易量
[35:00] 以及他们的自营部
[35:01] 也会来操作相关的股票
[35:03] 也会赚钱
[35:04] 所以他也是间接等于
[35:06] 买了一些会操作的金融高手
[35:08] 在帮他赚钱
[35:10] 而他们又相对比较有本事
[35:13] 因为他们算是大刑罚人
[35:14] 所以纯这样的公司
[35:16] 也跟纯ETF
[35:18] 我觉得也是有类似的
[35:19] 异曲同工之妙
[35:21] 我觉得这是大家可以参考的
[35:23] 那今天我们有讲过
[35:24] 60级档的公司涨停板
[35:26] 有一些聚集在
[35:27] 例如说被动元件
[35:29] 对不对
[35:29] 被动元件应该这个
[35:31] Varubing
[35:32] 这个说要用量大增
[35:34] 其实这个故事
[35:35] 都差不了太多
[35:37] 被动元件
[35:38] 有没有涨价升级题材
[35:39] 其实是有的
[35:40] 只是被动元件的涨价
[35:42] 还不如像之前
[35:43] 可能PCB或记忆体的
[35:45] 涨价的幅度这么大
[35:47] 所以今天在涨
[35:48] 我觉得也是有一点点
[35:49] 在盘面涨到4万点
[35:51] 之后大家轮流来找题材股
[35:53] 我觉得变动文件还不错
[35:55] 之前有跟大家分享是
[35:56] 他没有涨那么凶
[35:58] 可是他的本益比
[35:59] 和他的位阶相对比较合理
[36:01] 所以今天又展开了补涨
[36:03] 还有像记忆体
[36:04] 我们这两天也有聊到
[36:06] 记忆体就是一个
[36:07] 他的获利跟市场上面的筹码
[36:10] 跟市场上面的展望
[36:12] 达到平衡的时候就会涨
[36:14] 今天记忆体也算蛮整齐的
[36:15] 因为昨天下午旺红开了法说会
[36:17] 其实法说会的内容
[36:19] 我想不管哪一家开发说
[36:21] 都不外乎几件事
[36:23] 第一个
[36:23] 其实旺宏第一季赚
[36:25] 好像0.9
[36:26] 并没有很多
[36:27] 我看到的时候也想说
[36:28] 有点失望
[36:29] 他真的是所有的记忆体里面
[36:31] 你看看人家那些
[36:34] 什么宇瞻 威刚
[36:35] 都赚到烂掉模组
[36:37] 然后就算是南雅科
[36:39] 华盲店也都赚翻
[36:40] 因为南雅科第一季
[36:41] 我记得就赚8块多
[36:42] 对啊
[36:44] 那你旺宏赚9毛
[36:45] 但是不外乎
[36:46] 大家可能对于第一季赚多少
[36:48] 也许会惊艳
[36:49] 可是更在意是你讲
[36:51] 接下来的情况
[36:51] 那一定是讲
[36:53] 我们现有的产品线
[36:54] 下半年会继续涨价
[36:55] 然后第二是
[36:56] 我们现有的产品线
[36:57] 没有什么新的竞争者进来
[36:59] 就是没有大的
[37:00] 他有讲到有一些小的
[37:02] 可能会进来
[37:03] 因为实在是供不应求
[37:04] 然后第三
[37:05] 就是当然会讲到说
[37:07] 还有做哪一些
[37:08] 比较新的产品
[37:09] 往新的产品进入
[37:10] 总之我想机铁厂商
[37:12] 不外乎都是讲这些
[37:13] 就是好啦
[37:14] 而且下半年会涨
[37:15] 年底会涨
[37:16] 明年还是看好等等
[37:18] 诸如此类的
[37:19] 那总之对我来说很简单
[37:21] 因为他们不可能说不好
[37:22] 说不好真的就完蛋了
[37:23] 所以只要去看
[37:25] 他们的形态就好了
[37:26] 那旺宏今天的掌听班
[37:27] 我觉得还是有
[37:28] 他的指标意义的
[37:29] 包括他有带动到相关的
[37:31] 像今天威刚也掌听班
[37:32] 这些都是我蛮喜欢观察的
[37:34] 因为记忆体里面
[37:35] 有一档叫宇瞻
[37:36] 他是率先创历史新高
[37:38] 所以那时候有提醒大家说
[37:39] 虽然我个人并不是
[37:41] 很擅长操作记忆体
[37:42] 但是记忆体这一波
[37:43] 只要有人创新高
[37:44] 那就代表市场上
[37:46] 对这个地方的火种
[37:47] 是没有熄灭的哦
[37:48] 所以今天机体在反攻的时候
[37:50] 我觉得大家有兴趣的朋友
[37:51] 你喜欢业绩好的
[37:53] 其实我觉得模组场
[37:54] 还是一个首选
[37:55] 因为他们业绩真的会好到爆炸
[37:57] 然后你喜欢有独占性的
[37:59] 我觉得颗粒厂
[37:59] 因为虽然他们的筹码比较乱
[38:01] 像南亚科
[38:02] 这个一直迟迟无法站上
[38:04] 他的国际私募家
[38:05] 但今天有站上
[38:06] 可是我觉得啦
[38:08] 只要我讲的形态上面
[38:10] 大家都转强的时候
[38:11] 自然这个族群
[38:12] 我觉得还是有戏可以看的
[38:14] 那今天还有一个第二位
[38:15] 接转强就是机器人
[38:16] 不好意思我就帮傅旭哥讲一下
[38:18] 因为这些都不是他的菜
[38:19] 没关系
[38:20] 基本上都不是他的菜
[38:21] 我也来多学习一下
[38:22] 没有没有没有
[38:23] 今天还有一个地位接转强的机器人
[38:25] 那我觉得机器人跟机体有个地方有点像
[38:27] 就是他一直都在地位接
[38:29] 然后可是呢
[38:30] 应该说
[38:31] 机体是大涨过后的休息
[38:34] 但是有领头羊
[38:35] 就是雨瞻跑出来
[38:36] 那机器人是一直
[38:38] 长期都一直没有办法回到市场上最热的地方
[38:41] 可是有一档公司
[38:42] 应该说两档
[38:43] 一档高价叫做新代
[38:45] 这个我们的听众应该都认识
[38:47] 两千多块钱
[38:48] 今天涨停半
[38:49] 然后另外一档叫大银维系统
[38:52] 他就是比较转亏为银
[38:54] 然后比较活泼
[38:56] 然后像上银集团
[38:57] 就是他有这些身份的代表
[38:58] 他们这两档
[39:00] 窜出来创历史新高的时候
[39:02] 就代表市场上
[39:03] 对于机器人这个题材
[39:04] 并没有遗忘
[39:06] 所以今天就其他的也跟涨的话
[39:09] 我自己觉得市场上
[39:11] 现在钱这么的多
[39:13] 这个题材是一定不可能被忽略的
[39:16] 所以我觉得这边是提供给大家
[39:17] 第一位街转强的一些参考指标方向
[39:21] 这就是因为今天富一哥负责讲价值的部分
[39:24] 我就负责讲一下盘面上热点的部分
[39:27] 给大家做说明这样子
[39:29] 好那最后呢
[39:31] 还是来分享听众的这个私讯
[39:34] 这边还是跟大家提醒
[39:36] 就是私讯我的话
[39:38] 就是我的脸书Facebook李兆华
[39:40] 还有就是我的IG我都会收到
[39:42] 只是IG有时候会被归类到陌生讯息
[39:44] 而脸书的话
[39:45] 必须按下追踪才能传讯息给我
[39:47] 那这位朋友
[39:48] 因为您也留得很长
[39:50] 我就很简单的跟我们空中的听众
[39:53] 分享一下你的做法
[39:54] 因为你现在也是
[39:55] 从一套过去的流程赔钱什么的
[39:58] 变成稳定赚钱了
[40:00] 是一个古灵20年的工程师
[40:02] 他说能够遇到
[40:04] 教导自己学习的人都是贵人
[40:06] 那前面我就略
[40:07] 因为他有听了我们一系列的教学节目
[40:10] 其实早期
[40:11] 我在这个理财达人秀的频道里面
[40:14] 有做了免费教学
[40:16] 不晓得大家还没有印象
[40:17] 朱老师的标股在现等
[40:18] 小哥的歌友筹
[40:19] 必报股余的存股debug等等的
[40:21] 当时我真的也是存着
[40:23] 我自己在学
[40:24] 也让大家跟着一起学的心情
[40:26] 做了那一个系列
[40:27] 所以为什么我
[40:28] 称理财达人秀叫做
[40:30] 最佛心
[40:31] 幽默的财经节目
[40:33] 我取这个slogan
[40:34] 一开始人家就笑
[40:35] 就是我同学还笑
[40:36] 说佛心幽默
[40:37] 会跟我开玩笑
[40:37] 可是我真的觉得
[40:38] 做那一系列非常的佛心
[40:40] 那他说个性本来是爱玩短线的
[40:43] 全正期或当冲样样来
[40:44] 那十几年来是赚少赔多
[40:47] 那也历经过买房结婚生子
[40:49] 也警觉到
[40:51] 因为太太是没有上班的
[40:52] 照顾小孩
[40:53] 那就想说
[40:54] 因为工程师可能收入不错
[40:55] 但是投资啊
[40:57] 不能变成生活的负担业
[40:59] 是不是
[41:00] 不要变成
[41:01] 我刚才讲说薪水如果不够
[41:03] 投资来凑嘛
[41:04] 但是不要反而变成薪水很好
[41:06] 就投资是在那边反而赔钱啊
[41:08] 然后他说运气很好
[41:09] 赵华尔节目吸引我
[41:10] 就建立起一道完整的投资概念
[41:13] 好 这边他也称赞了
[41:14] 非常多我们的达人
[41:15] 我也先略我们都有看到
[41:17] 也会分享给达人
[41:18] 他说真正累积财富体悟到
[41:21] 长枪配短刀
[41:23] 长线配短线
[41:24] 是不是刚刚我跟夫妻哥
[41:25] 讲的内容呢
[41:26] 好 以前热爱短线
[41:28] 觉得长线赚太慢
[41:30] 导致过度交易
[41:31] 为了交易而交易
[41:32] 患得患失
[41:33] 无法战胜心魔
[41:35] 方法总是改了又改
[41:37] 却还是改不好
[41:38] 所以呢
[41:39] 他发现还是要长线
[41:40] 长线不但能保护大部分的资金
[41:43] 就还能安心的交易短线
[41:45] 不会换得换失
[41:46] 对是不是
[41:47] 我们刚刚讲了
[41:48] 夫妻哥讲他的新产长线
[41:50] 可是短线赌一下财报公布
[41:52] 我台一店长线
[41:53] 可是短线赌一下市场的气氛
[41:55] 现在很突然
[41:57] 大家很积极之类的
[41:58] 那长线他有配置0050
[42:00] 985A 991A 830
[42:02] 9815 988A
[42:04] 其实算偏积极一点
[42:07] 那25%的个股期
[42:09] 跟我一样用个股期
[42:11] 开杠杆玩一玩
[42:12] 那还有就是定期定额
[42:14] 不定期不定额
[42:16] 那也会用技术分析
[42:18] 作为进出核心
[42:19] 那也会用筹码
[42:20] 或是量价关系
[42:21] 来操作个股期
[42:22] 总之就是它短线
[42:24] 有短线的方法
[42:25] 那长线自然是用价值
[42:26] 或者是说相信ETF
[42:28] 可以长线累积的方式来做
[42:30] 好 她说呢
[42:31] 这样子多空都不寂寞
[42:34] 三年前执行这样的交易模式
[42:36] 至今长短线不但
[42:38] 就是已经停止亏损了
[42:40] 甚至累积翻倍的获利
[42:43] 存到钱了
[42:44] 又满足短线进出的快感
[42:47] 找到适合自己的投资策略
[42:49] 真的好让人开心
[42:50] 去年安全度过
[42:53] 这个对等关税的下杀
[42:55] 还能大获利
[42:55] 就已经想要写这篇文章
[42:57] 感谢我了
[42:57] 但觉得可能只是运气好吧
[43:00] 想要再多测试一年
[43:02] 没想到今年到现在为止
[43:04] 一样没有让自己失望
[43:05] 这个去年的120万
[43:08] 短线加长线投资资金
[43:10] 现在是200多万了
[43:11] 让我更坚定能够执行下去
[43:13] 所以就很谢谢赵华跟达人们
[43:17] 然后后面有问了一个
[43:18] 要订阅我什么付费的内容
[43:21] 这个我在私讯回您
[43:22] 但是我觉得是这样子
[43:24] 就是成股总编
[43:26] 有成股总编的电子报
[43:28] 对不对
[43:28] 里面可能会比较偏价值投资
[43:31] 那我跟阿格力有一个podcast
[43:33] 我们是叫做有求必应
[43:34] 就是都会回答
[43:36] 就是大家如果什么资产配置
[43:38] 或是这档ETF好不好
[43:39] 或甚至是有人问
[43:40] 这个股票该不该卖
[43:41] 说实话那边叫做有求必应
[43:43] 就是让大家花少少的钱
[43:45] 可以在那边得到完整的回答
[43:46] 这也是蛮不错
[43:48] 对于有很多疑问
[43:49] 想要一直问的朋友
[43:51] 我觉得那边是一个很好的原地
[43:52] 那当然另外一个
[43:54] 还有一个叫中大胆周报
[43:55] 就是中大胆中国中中总
[43:57] 他会去每一个礼拜
[43:59] 找出他喜欢的个股标的
[44:00] 他可能就会跟所谓的选个股
[44:03] 这件事情比较有关系
[44:05] 我觉得都不错
[44:06] 都不错
[44:07] 都推荐
[44:08] 那有这方面需求的朋友
[44:10] 可能私讯来
[44:11] 我也会用私讯再回您
[44:13] 那今天很谢谢富旭哥
[44:15] 谢谢
[44:15] 也希望大家也支持一下
[44:17] 富旭哥的新书
[44:18] 我有稍微看了一下
[44:20] 因为我帮忙写序
[44:21] 就是他对于稳定自己的投资
[44:24] 心性这件事情
[44:26] 会有很大的帮助
[44:27] 对
[44:27] 是是还有选股
[44:29] 有些选股的心法
[44:31] 好
[44:32] 那我们今天的谷后仔就到这边了
[44:34] 跟各位投资朋友说拜拜了
[44:35] 拜拜
