[00:00] 歡迎收聽趙華語古貨載第1017集
[22:07] 往上再去做攻擊
[22:08] 跟放量的
[22:09] 也就代表的是
[22:10] 其實市場在解讀這些訊息
[22:12] 那大家
[22:13] 也不是這麼的理性
[22:15] 那資金的動能
[22:16] 我也覺得很神奇
[22:17] 因為這些股票
[22:18] 也不是什麼小股票
[22:19] 那居然會被這些
[22:21] 我們如果真的去深入研究產業
[22:23] 你會發現
[22:24] 不這麼正確的資訊
[22:25] 居然會影響股價
[22:27] 這個讓我會蠻錯愕
[22:29] 可是就像我們剛才講的
[22:30] 你這些訊息會影響股價
[22:32] 但我們已經知道它是錯的
[22:33] 那是不是反而就是一個佈局的機會
[22:36] 沒錯啊
[22:36] 反過來看是如此
[22:37] 對
[22:37] 所以等於是在現階段
[22:39] 你看前面的PCB
[22:40] 今天我覺得也很強
[22:41] 因為像榮科嘛
[22:42] 榮科漲停板
[22:43] 那你說金居再關
[22:45] 那當然還是有漲幅
[22:47] 也就是資金
[22:48] 它會從過去
[22:49] 原本沒漲的
[22:50] 它會一直去做輪動
[22:51] 今天被動元件最明顯
[22:53] 因為前面就沒動嘛
[22:54] 然後大家
[22:55] 就像你剛剛講的
[22:56] 跟AI
[22:56] 比較沾不上
[22:58] 那麼純的關係
[23:00] 但是也有在漲價了
[23:01] 對它是有在漲價
[23:02] 那當然的
[23:03] 資金前面漲完了
[23:04] 其他東西
[23:04] 它就回過頭來漲
[23:05] 這些被動元件
[23:07] 那PCB前面也休息了
[23:08] 然後各種利空
[23:09] 沒有把它打下去
[23:11] 那資金一樣再回來
[23:13] 那像是波線部
[23:14] 我覺得近期會比較弱勢
[23:15] 像富橋跟臺波
[23:16] 其中一個最主要的原因
[23:18] 當然還是因為法人
[23:19] 外資跟投信
[23:20] 其實都站在賣方
[23:21] 所以你在操作這些股票上面
[23:23] 除了去理解
[23:24] 它產業的基本面以外
[23:25] 其實籌碼也是現階段
[23:28] 特別是你說那些
[23:29] 原本的強勢股
[23:30] 它是一個很重要的觀察指標
[23:31] 因為這些大型的股票
[23:33] 或者是強勢的股票
[23:34] 法人的眼睛也會盯在上面
[23:36] 所以法人的動向
[23:37] 他有買有賣
[23:38] 這種東西都是真金白銀
[23:40] 那你要去做這種操作
[23:42] 不管你要做價差也好
[23:43] 至於是長期存股
[23:45] 我覺得這個位置上面
[23:46] 講存股好像就有點奇怪
[23:47] 因為你存股一定是要講
[23:49] 那種有價值的低位階的
[23:51] 可是如果以這種短線上面
[23:52] 觀察到的產業動能
[23:54] 那我會覺得記憶體
[23:55] 目前沒有什麼太大的問題
[23:56] 那受到記憶體漲價受害股
[23:59] 我也有看到券商在調降平等
[24:01] 像華碩就有被調降
[24:03] 那最主要原因
[24:04] 當然是因為記憶體真的很貴
[24:06] 那廠商不會做賠錢生意
[24:08] 所以他的
[24:09] 我們先不管他價格
[24:10] 到底定價會怎麼變
[24:11] 至少我能確定的是
[24:12] 它的銷量應該要掉
[24:14] 如果它價格上去
[24:14] 它銷量就要掉
[24:15] 或者它的營收
[24:17] 淨利就要跟著往下掉
[24:18] 那這個件事情
[24:19] 至少在今年上半年
[24:21] 看起來已經是既成事實
[24:23] 所以你都知道
[24:24] 這個地方沒有那麼的好
[24:25] 那或許就是一個
[24:26] 可以先避開的
[24:27] 那當然我們就繼續
[24:29] 再往下衍生
[24:29] CPO低軌衛星
[24:31] 甚至今天電力股
[24:32] 你說華晨高價的漲上去
[24:34] 低價的像什麼大同
[24:36] 之前沒漲的也都開始漲
[24:37] 之前還在嫌華晨的股性差
[24:39] 但今天就還蠻幹脆的
[24:41] 就直接往上拉上去
[24:43] 中心店股性才差
[24:44] 中心店股性真的是很差
[24:47] 但是今天也有
[24:48] 其實中心店的本益比
[24:50] 搞不好現在是電力股裡面最合理的
[24:51] 對沒錯
[24:52] 因為你如果去看本益比的話
[24:54] 華晨其實算蠻貴的
[24:55] 可是中心店是真的蠻算有吸引力
[24:59] 就是股性不好
[25:00] 對他的重點是股性不好
[25:02] 那我們要講的就是你會發現
[25:03] 股價他到底會不會漲
[25:05] 有的時候到底跟他便不便宜
[25:07] 是兩碼子
[25:08] 是你要把它分開來看
[25:09] 所以在操作上面
[25:10] 我們分享的是產業上的資訊
[25:12] 以及這間公司
[25:13] 他們的利多是在哪裡
[25:15] 或者未來的展望是在哪裡
[25:17] 那我們分享這些資訊
[25:18] 是方便大家呢
[25:20] 用最短的時間
[25:20] 去掌握市場資金的流向
[25:23] 因為我覺得在股市裡面
[25:24] 資訊不對稱是很明顯的
[25:27] 我知道你不知道的事情
[25:28] 我才能賺到你賺不到的錢
[25:30] 因此呢
[25:31] 我會在這邊
[25:32] 會跟投資朋友講說
[25:33] 那其實你想要怎麼操作
[25:35] 各種方法白白種都沒關係
[25:37] 那重點就是呢
[25:38] 其實你在做這些策略之前
[25:40] 或許多聽聽看說
[25:43] 在整個產業上面
[25:44] 到底如果以分析的角度來講
[25:48] 是怎麼去做解讀
[25:49] 那我覺得也算是
[25:50] 給自己多了一層防護罩
[25:52] 避免在亂流之中
[25:53] 然後還不知道自己在做什麼
[25:55] 到底是該停利還是該停損
[25:57] 好那我常常講
[25:58] 因為個股有個股的魅力
[25:59] 我常常說很多人也知道
[26:01] 我可能沒有辦法超越大盤
[26:03] 或是我選的股票
[26:04] 波動大的時候心情很不好
[26:05] 但是就是會覺得
[26:06] 你看今天就一根漲停板
[26:09] 或者六七趴
[26:09] 突然冒上來的感受很好
[26:11] 但如果在個股上面
[26:12] 覺得壓力比較大的朋友
[26:14] 我還是覺得ETF是不錯的工具
[26:16] 因為現在三位先點嘛
[26:18] 對不對
[26:18] 那但是也有人講了
[26:19] 去年不是說什麼
[26:21] 主動式ETF的狀況很厲害嗎
[26:23] 那今年以來
[26:24] 其實主動式ETF就面臨到一些洗牌
[26:27] 為什麼
[26:28] 因為剛剛有講了
[26:30] 現在有點類似是那種中低價位的股票
[26:32] 在大漲特漲
[26:33] 可是高價位的股票
[26:34] 有沒有受到點壓力
[26:35] 有的
[26:36] 而最主要的核心
[26:37] 就是在這一次
[26:38] 黃瑞鑫有提到
[26:39] 不管是從散熱
[26:40] 未來在機櫃外
[26:41] 是不是還需要
[26:42] 一冷散熱的幫忙
[26:43] 以及剛剛講到
[26:44] 這個Lubin的體系機櫃
[26:46] 好像一開啟
[26:46] 好像沒有線
[26:47] 沒有線
[26:48] 是不是就不需要用到
[26:50] 冒連KY的線
[26:51] 等等的這些傳聞
[26:52] 因為說實話
[26:53] 這種事情
[26:54] 要去跑產業
[26:55] 非常認真的人
[26:56] 才會比較清楚
[26:58] 技術的門檻
[26:59] 就像那天婉婷來
[27:00] 她就很生氣
[27:01] 對於臺光店的小作文
[27:02] 因為她就是PCB女王
[27:04] 她就說
[27:04] 他覺得那個小作文
[27:06] 最厲害的一點是
[27:07] 有想到一塊板子
[27:08] 會從M9變M7
[27:09] 他說這塊板子
[27:11] 自始至終到目前為止
[27:12] 就是M7
[27:13] 對
[27:14] 他說那你
[27:14] 這個人就厲害了嘛
[27:15] 這個人就知道
[27:16] 明明就知道是這樣
[27:18] 才能寫出這個小作文來
[27:19] 對對對
[27:20] 然後他就很生氣這樣子
[27:22] 說難道外資是瞎子嗎
[27:23] 這怎麼可能
[27:24] 隨便一個小作文
[27:25] 就把外資的報告
[27:26] 整個推翻
[27:27] 諸如此類的
[27:28] 但這些都讓在2025年
[27:31] 大漲過的同博基板
[27:32] 對不對
[27:33] 剛剛講到的散熱類股
[27:34] 連線線材
[27:36] 甚至像CPU
[27:37] 他們都面臨到短線上的一些壓力
[27:40] 那還有另外一個高價族群是華軌
[27:42] 像川湖
[27:43] 那川湖他就是有受到
[27:45] 從所謂的唯一供應商
[27:47] 變成別人也要來這個second tier
[27:50] 就第二供應商
[27:51] 第三供應商可能會被採用
[27:52] 他有面臨到這樣的競爭
[27:54] 所以川湖也比較多
[27:55] 所以去年在這些
[27:56] 因為大家知道法人資金
[27:58] 就喜歡買那種散戶買不起的公司
[28:00] 一路從三四百塊拱到一千三一千四
[28:03] 散戶不會玩這個
[28:05] 法人玩得很高興
[28:06] 可是現在的風就變了
[28:08] 所以才會聽到
[28:09] 大家怎麼那麼熱烈的討論
[28:10] 漲1000塊的股票
[28:11] 你怎麼討論
[28:11] 對
[28:12] 雖然後面大家也開始
[28:14] 有點要跟要跟
[28:14] 知道可以買零股
[28:15] 可是漲2 30塊股票
[28:17] 大家才能討論
[28:18] 對
[28:19] 好那像這樣的風潮下
[28:20] 這些過去吃高價股的
[28:22] 主動式ETF
[28:23] 就會有一點壓力
[28:25] 大家很喜歡講00981A
[28:27] 那我們有做過一個排名
[28:29] 其實今年以來的主動式ETF
[28:30] 目前漲幅第一名的是985A
[28:33] 這個也跟大家分享過
[28:34] 它的目標就是打敗0050
[28:36] 它是0050的動能版
[28:38] 對
[28:38] 這個有跟大家分享
[28:39] 所以它臺積電比重就不會那麼高
[28:41] 而是會去多配一些
[28:43] 也是市值前50大
[28:44] 大家覺得有潛力的
[28:45] 那目前它就變成第一名了
[28:47] 因為再怎麼樣
[28:48] 它也是有臺積電比較高的比重
[28:50] 跟別的ETF比起來
[28:51] 然後再加上它可能也有買到
[28:53] 像剛剛講的南亞科什麼
[28:54] 它就可以先買了嘛
[28:55] 好
[28:56] 所以它在今年的表現是好的哦
[28:58] 好
[28:58] 那今年的高股息的ETF
[29:00] 其實也有一些表現也跑上來了
[29:03] 就是風水輪流轉
[29:04] 對
[29:05] 那剛剛講到981A
[29:06] 它有什麼呢
[29:07] 例如說
[29:07] 它就有很多的奇鴻它就有很多的志邦它就有很多的微影其實大家可以自己去上網他們因為是主動式ETF每天都有公佈持股所以你就會知道前一陣子微影不是重擔嗎
[29:20] 因為他第四季的財報
[29:22] 看起來毛利率的狀況不理想
[29:25] 大家就很擔心
[29:27] 是不是你有認列什麼東西在裡面
[29:29] 為什麼會這樣
[29:30] 還是你有學習曲線的問題
[29:31] 到底為什麼
[29:32] 雖然整年賺了250幾塊的EPS
[29:35] 大家還是不放過他
[29:36] 不放過他的其一
[29:38] 他只是因為財報
[29:39] 就會出現有人不要了
[29:40] 可是其二是什麼
[29:41] 有的人就會覺得
[29:43] 像這些主動式ETF
[29:44] 或是甚至被動式ETF好了
[29:46] 如果真的有他的
[29:47] 可能就會覺得
[29:48] 好像狀況不是很理想
[29:49] 那要換股的
[29:50] 或是我本來就每天可以換股的
[29:52] 我也把它賣一賣
[29:54] 他就會造成一個
[29:55] 籌碼人才人的疊加效應
[29:56] 不是他真的那麼爛
[29:58] 而是他現在在籌碼上
[29:59] 就比較弱勢
[30:00] 那這樣人才人也會造成
[30:02] 說像981這樣的公司
[30:03] 剛剛唸了
[30:04] 他那麼多的高價股
[30:05] 都在人才人的情況下
[30:07] 他就會稍微比較不利
[30:08] 但是我也必須講
[30:09] ETF這種事情
[30:11] 就不是比一個禮拜
[30:12] 或是比十天的嘛
[30:13] 對
[30:14] 那他現在就比較衰
[30:15] 他去年不是好了
[30:16] 大半年嘛
[30:17] 發行來都很爽
[30:18] 那接下來就要看
[30:19] 經理人應變的方法了
[30:22] 例如他之前為了突破
[30:23] 這個臺積電上限的限制
[30:25] 就跑去買0052跟0050等等
[30:26] 現在就是看
[30:27] 現在就是在考驗
[30:28] 經理人到底在三萬一千點
[30:31] 誰還能讓我的
[30:32] 主動式ETF績效往前跑
[30:34] 這個產品很新
[30:36] 所以我們必須觀察下去
[30:37] 對
[30:38] 我覺得手上持有的朋友
[30:40] 也要理解你買的是一個
[30:41] 在績效報酬和波動度上面
[30:44] 難免都會比較劇烈的一個商品
[30:47] 對
[30:48] 所以你如果真的對他有興趣
[30:50] 你就要時時注意經理人
[30:51] 到底每天在換什麼股票
[30:52] 以及給他一點點的時間
[30:54] 例如一個月
[30:55] 兩個月一季
[30:56] 來檢驗他是不是
[30:57] 依舊保持好的績效表現
[30:59] 我認同趙華剛剛講的
[31:01] 特別是你說在績效的比較
[31:03] 絕對不是一個禮拜這件事情
[31:05] 那我覺得我們自己的工作
[31:07] 也有面臨到同樣的考驗
[31:09] 那就是你說三萬點
[31:11] 三萬一千點
[31:12] 我們要怎麼樣
[31:13] 還能夠創造出一些新的績效
[31:16] 這個問題也是我最近
[31:18] 每天自己在跟團隊開會的時候
[31:21] 都會問的
[31:22] 那到底現在要選什麼股票嗎
[31:23] 那我覺得至少在現階段
[31:26] 現在的行情
[31:27] 因為中小型股輪動很快
[31:28] 我覺得操作上的難度
[31:30] 其實並不高
[31:31] 我必須講
[31:32] 其實真的並不高
[31:33] 因為就是你選的股票
[31:35] 很容易就會拉出一段
[31:37] 跟你的成本很快速的拉開
[31:38] 可是相對的
[31:39] 我們也會擔心說
[31:40] 你指數在這個位階上
[31:41] 我們的這個風險報酬比
[31:43] 到底要怎麼去衡量跟拿捏
[31:45] 可是我還是自始至終
[31:47] 那個核心價值觀
[31:48] 我就是去堅持
[31:49] 做一些對的事情
[31:50] 我產業研究要做
[31:51] 所以你看到任何的
[31:52] 利空訊息小作文
[31:53] 什麼PCB
[31:54] 然後散熱
[31:56] 這個東西我們就要去考究
[31:58] 去看看他到底講的東西
[31:59] 是哪裡是對的
[32:00] 哪裡是錯的
[32:01] 他覺得不可能全錯
[32:02] 因為全錯的東西
[32:03] 人家不會信
[32:04] 它一定裡面有些是真的
[32:05] 然後裡面有些是假的
[32:06] 可是這種最麻煩
[32:07] 所以我們要去判斷
[32:08] 到底哪些是真哪些是假
[32:10] 然後把這些資訊
[32:11] 不管是分享出來也好
[32:13] 或者是我們就利用
[32:14] 這些資訊的落差
[32:15] 來去做交易
[32:16] 但以現階段來講
[32:18] 我覺得這種故事會越來越多
[32:20] 因為你位階越來越高
[32:21] 這些市場上面的資訊
[32:23] 大家傳遞的速度
[32:25] 就會越來越快
[32:26] 就像可能你的美妝團隊
[32:29] 以前他不會傳這些資訊
[32:30] 不會跟其他人傳
[32:31] 可是因為他現在有了
[32:32] 他看到什麼資訊
[32:33] 你看這個什麼什麼
[32:35] 然後就把它傳出去了
[32:36] 所以當資訊傳遞的速度變快以後
[32:38] 市場對於這些利多或利空的訊息
[32:40] 反應就會很大
[32:41] 甚至是over是過度的
[32:43] 那我們至少啦
[32:45] 心裡面自己的那個操作策略
[32:47] 你要把它拿定
[32:48] 就是你要把它拿定拿好
[32:49] 你不要就是飄來飄去
[32:51] 然後一下做這個一下做那個
[32:52] 只要能夠持續的用
[32:55] 我們一直認同的方式
[32:56] 那在現在的行情
[32:58] 我覺得對於
[32:59] 不管是蠱惑仔的聽眾
[33:00] 還是對於達仁秀的觀眾來說
[33:02] 我們提供的這些資訊
[33:03] 至少在現階段的行情裡面
[33:06] 我個人覺得幫助很大
[33:07] 因為我自己也會
[33:09] 看大家在買什麼
[33:10] 那隻要呢
[33:11] 我們知道了這一個市場的情緒
[33:13] 跟資金往哪裡走
[33:14] 這些資訊
[33:15] 我是蠻鼓勵大家都可以拿來用
[33:17] 然後試著在農曆年前
[33:19] 再想辦法把自己的紅包
[33:20] 賺得越大越好
[33:22] 好
[33:22] 也許也不見得是越大越好
[33:25] 安全下裝也是一個想法
[33:27] 畢竟長假
[33:28] 我覺得長假大家難免會擔心
[33:30] 美國市場會不會發生什麼問題
[33:31] 因為我記得歷年農曆年的長假
[33:34] 美國多少都還是有一些狀況
[33:36] 累積了9天10天的能量
[33:38] 有時候是大跌
[33:39] 有時候是大漲
[33:40] 所以我記得也有那種
[33:41] 一開盤第一天就爆噴的
[33:43] 也是有這樣的情形
[33:44] 那我覺得很多事情
[33:45] 就是事先準備好
[33:47] 對不對
[33:47] 很多ETF
[33:49] 它都各自有它的代表意義
[33:51] 例如說喜歡臺積電的朋友
[33:53] 之前有講0052的分拆
[33:55] 就是一個很好的機會
[33:56] 因為都漲到了
[33:57] 好像之前240 50塊錢了
[33:59] 一張二幾萬
[34:00] 大家真的買不下去的時候
[34:01] 他分拆了一拆七
[34:03] 那後來變三十幾塊
[34:04] 那喜歡臺積電的朋友
[34:05] 因為他持有臺積電的佔比
[34:07] 就高達七十一二趴以上
[34:09] 那就是一個很好的
[34:10] 小臺積的代替品嘛
[34:12] 那喜歡市值的就不用說了
[34:14] 這個0050分拆後
[34:15] 他的規模就長得更大了
[34:17] 因為受益人變得更多了
[34:18] 容易入手了
[34:19] 那剛剛講到像主動式的
[34:21] 市值增長型的ETF
[34:22] 985A這類的商品
[34:24] 我覺得他也是在改良
[34:26] 就是被動式商品定期
[34:27] 才能換股
[34:28] 換到一些大家不喜歡股的
[34:29] 一些問題
[34:30] 我覺得商品真的很多
[34:32] 那大家喜歡的981A
[34:33] 現在可能比較落後
[34:34] 可是不妨給統一的經理人
[34:36] 一些些機會
[34:37] 看看到底接下來怎麼樣
[34:38] 那富邦的982A也跟大家講過
[34:41] 他把資本利得拿來做一個配息
[34:44] 那這個好處是
[34:45] 他幫大家在所謂比較高檔的時候
[34:48] 固定做一些挺利
[34:49] 這個可以這樣想
[34:51] 因為他是用資本利得為主來配的
[34:53] 所以他也不會有什麼
[34:54] 二代健保的太大的壓力
[34:56] 所以各家有他各家自己的特色
[34:59] 對
[35:00] 那如果您是要從被動轉到主動
[35:02] 我覺得有一個很重要的因素是
[35:04] 你要相信經理人的操作邏輯跟策略
[35:08] 你就要很相信咯
[35:10] 因為他不會告訴你
[35:11] 我今天寫出來的這個指數是長怎樣
[35:14] 例如說我這個就是臺灣錢50大
[35:17] 反正就是市值越大我就買越多
[35:19] 聽起來有時候很笨對不對
[35:21] 可是聽起來有時候你什麼都不做也會比較好
[35:24] 被動其實就是在訴求這件事情
[35:26] 你什麼都不做
[35:27] 我聽天由命
[35:28] 也不是啦
[35:29] 就是我把規則寫好之後
[35:31] 我照著規則走
[35:32] 就你很難免就會踩到一些大掌的東西
[35:35] 其實我也沒料到
[35:36] 可是你可能也會踩到一些
[35:37] 就是爛草莓
[35:39] 對可是因為我有50檔
[35:41] 甚至我100檔
[35:42] 那踩到一個兩個就算了
[35:43] 對所以他就是訴求一個
[35:45] 最大的效益的平均化在裡面
[35:48] 這樣子
[35:49] 那如果你喜歡看到主動的績效好
[35:52] 那就要理解績效好的東西
[35:53] 他就波動度難免就會大
[35:55] 對所以這邊大家可以試著選擇
[35:58] 那很多人笑說
[35:59] 去年投高股息的人
[36:00] 怎樣怎樣
[36:00] 也不用這麼想
[36:01] 因為你要知道
[36:03] 自己有沒有領股息的要求
[36:05] 那真的是一個
[36:06] 我後來
[36:07] 像我最近有跟一些
[36:09] 持有比較股息型商品
[36:10] 或債息型商品聊
[36:11] 他說至少在波動的時候
[36:13] 你會覺得我的息
[36:15] 就是有進來
[36:15] 對那我每個月
[36:17] 就是知道我會領到這筆息
[36:18] 或是每一季
[36:19] 我會領到這個息
[36:20] 我就會覺得
[36:20] 就算賬面上有點虧
[36:22] 我的心情也還是比較安穩
[36:24] 不會像買股票的時候
[36:25] 我賬面虧了
[36:26] 我又沒有息做支撐的時候
[36:27] 壓力就很大
[36:28] 所以我們也知道
[36:30] 總體績效一定是
[36:31] 主動式或者市值型
[36:33] 會超越高股息
[36:34] 長期來說
[36:35] 可是心靈上到底
[36:38] 怎麼樣去覺得對自己最好
[36:40] 這個是無法用任何的
[36:42] 評估來幫大家做的
[36:44] 因為每一個人的
[36:45] 個體性差異太大了
[36:46] 這個就是一樣
[36:48] 你投資組合的選擇
[36:49] 我們就講了
[36:50] 因為最近好像網路上
[36:51] 吵架吵很兇
[36:52] 我知道你在講什麼
[36:53] 但反正這個個人選擇
[36:55] 我們不用去參與這種東西
[36:57] 反正你只要做自己舒服的動作
[36:59] 就是我們以前常講的
[37:01] 你今天買股票
[37:02] 或者你今天做了什麼樣的投資組合
[37:04] 搞到你晚上睡不著覺
[37:05] 代表這一定有問題
[37:06] 你一定要去做調整
[37:07] 主動式也好
[37:09] 被動式也好
[37:10] 那高股息也好
[37:11] 他們一定都會在某些時刻點
[37:13] 他們是在對的風口上
[37:14] 那我覺得反正你就看你的需求
[37:17] 是想要讓資產呢
[37:18] 有比較你願意承擔比較大的波動
[37:19] 然後讓他有高速的成長
[37:21] 還是呢
[37:22] 你現階段是需要一些穩定的
[37:24] 每一定的時間
[37:25] 你就要有一定的現金流進來
[37:27] 這個就是適不適合的問題
[37:29] 而沒有什麼叫做最好
[37:31] 所以如果你今天真的很穩健
[37:33] 我說真的你全部都買
[37:34] 我也覺得沒差
[37:35] 但是你如果今天是想要去做
[37:36] 個股上面的配置
[37:37] 那你一定就要用另一套方法
[37:40] 那ETF有ETF的玩法
[37:41] 高股息有高股息的存法
[37:43] 所以等於是大家就是去各取所需
[37:46] 那當然現階段股市很熱
[37:48] 大家還是會想要多聽一點
[37:49] 關於個股或產業上面的資訊
[37:51] 我覺得就是這種花開堪責
[37:54] 直取者
[37:54] 末代無花空折之
[37:56] 等於就是在
[37:57] 現在行情熱的時候
[37:59] 鼓勵大家
[38:00] 好好的把握在現在的行情
[38:02] 不要等到行情沒了
[38:03] 才姍姍來遲
[38:04] 好
[38:04] 今天謝謝小明同學
[38:06] 然後我們倆有時候都比較囉嗦
[38:08] 我們倆一一人
[38:09] 就是會在那邊
[38:10] 對
[38:10] 講東講西配置什麼的
[38:12] 沒錯沒錯
[38:13] 對
[38:13] 但是如果大家
[38:14] 我也常講
[38:15] 像樓下那樣
[38:16] 說
[38:16] 哎呀我早上看一個老師
[38:18] 去跟一下
[38:19] 其實在這種氛圍裡
[38:20] 也沒什麼不行啦
[38:21] 但是聽我們頻道的朋友
[38:23] 就要知道
[38:23] 這樣玩
[38:24] 那你至少知道停順
[38:26] 要抓
[38:26] 好不好
[38:27] 聽我們頻道的至少是如此
[38:29] 好
[38:29] 那我們就等著明天
[38:31] 有一些重要的事情
[38:32] 包臺店的法說會
[38:33] 我們來看看這一次
[38:34] 能不能顛覆歷史
[38:35] 就是講得好
[38:36] 還能更好咯
[38:38] 那如果
[38:39] 總之我們現在手上的東西
[38:40] 已經配好了
[38:41] 長上去不用擔心
[38:42] 疊下來更不用擔心
[38:44] 因為疊下來
[38:45] 你就有撿更多
[38:46] 你想要東西的機會了
[38:48] 好
[38:48] 那就跟我們的國貨仔朋友
[38:49] 說拜拜吧
[38:50] 大家拜拜
[38:51] 拜拜
[38:56] by bwd6
