[00:00] 歡迎收聽趙華宜股貨載第1035集
[22:11] 你真的要抱他們過年
[22:13] 唯一的優勢就在於說
[22:14] 他們已經跌無可跌
[22:15] 我覺得不會差到哪裡去
[22:16] 但農曆年後
[22:18] 會不會有一個比較波段性的漲勢
[22:20] 我覺得這是大家要考量的
[22:21] 所以一個很簡單的方法
[22:22] 你同樣可以透過ETL去取代它
[22:25] 也就是說
[22:26] 同時擁有廣達
[22:27] 鴻海偉創
[22:28] 應該可能是高五型ETF
[22:30] 或是子型ETF
[22:31] 那你覺得
[22:32] 也許他們要等比較久
[22:34] 你不妨把部分的資金
[22:36] 趁他們反彈的時候
[22:37] 去做部分減碼
[22:38] 你換到這個
[22:39] 含有他們的ETF升上去
[22:41] 你就不會錯過
[22:42] 去反彈的時候
[22:43] ETF也有它
[22:44] 那其他股票漲比較多的話
[22:46] 你的心裡面感受就會比較好
[22:48] 我覺得這是在這兩天當中
[22:50] 大家可以做一些選擇
[22:51] 跟調整的時間點
[22:53] 好 因為漢偉的那個EMBA論文是寫ETF
[22:56] 剛好你來
[22:58] 我覺得也可以再跟大家聊聊ETF
[23:00] 因為我上禮拜應該講了相當的多
[23:03] 就是我也很贊成說
[23:05] 在個股選擇上有困難
[23:07] 有痛苦
[23:08] 以及在報股上面
[23:10] 一下漲的時候你覺得你報對了
[23:11] 跌的時候你就覺得你報錯了
[23:13] 朋友們
[23:14] 用ETF幫你
[23:15] 幫你的忙
[23:16] 真的很適合
[23:17] 因為它好像你去看賽馬
[23:19] 雖然我不太贊成看動物比賽
[23:21] 講什麼呢
[23:22] 賽跑好了
[23:22] 人
[23:23] 對
[23:24] 你可以在觀眾席上看他們跑
[23:26] 那你也知道
[23:27] 過去的績效
[23:28] 也就是他過去的戰績
[23:29] 有誰是比較厲害的
[23:31] 對不對
[23:31] 那基本上人都是這樣
[23:33] 過去戰績厲害的
[23:33] 你難免對他
[23:34] 這個興趣就會比較高
[23:36] 但不一定每一次都是他贏
[23:38] 但他贏的勝率或贏面
[23:39] 肯定跟他過去累積的身體素質
[23:41] 和他的這個
[23:43] 拿到的本錢
[23:45] 和他選股的經驗等等的
[23:47] 一定會比較有關係
[23:48] 所以選這個過去績效好的
[23:49] 也沒有錯
[23:50] 那你也可以選黑馬
[23:51] 對不對
[23:52] 就想說
[23:52] 這個雖然是年輕人
[23:54] 沒看過的面孔
[23:56] 可是搞不好會跑得不錯
[23:57] 因為他提供給你看起來
[23:58] 他種種的條件也很好
[23:59] 諸如此類
[24:00] 你只要當觀眾
[24:02] 你是最快樂的
[24:03] 因為說實話
[24:04] 我也遇過有人傳訊息跟我說
[24:06] 他並不是很相信投信的操作
[24:09] 他認為投信可能會
[24:10] 拉自己的股票
[24:11] 中保私囊
[24:12] 我說那你會不信任所有的股票
[24:14] 因為所有的股票
[24:15] 如果沒人做
[24:16] 那它就會變成一潭死水
[24:18] 沒人理
[24:19] 那至少投信拿了大家的錢
[24:21] 你說是不是拿到的錢就不在意
[24:23] 就我認識的蠻多經理人來說
[24:25] 我不覺得
[24:25] 我不覺得
[24:26] 因為他們掛上他們的名字
[24:28] 那他們就會在這個賽道上
[24:30] 赤裸裸的給大家看
[24:32] 尤其如果他幫忙做的這一檔
[24:34] 不管是ETF或是基金
[24:36] 是公司比較招牌的東西
[24:37] 那我覺得更不可能
[24:39] 因為他會受到非常多的公平所以他會在這種壓力之下我沒有看過哪一個經理人是真的很隨意就是已經是朋友的人也知道他們並沒有很隨意的看待這些績效我覺得這個就
[24:50] 大可不用這麼樣的操心
[24:52] 當然以前在過去的歷史中
[24:54] 有很多
[24:54] 也發生過有一些投信
[24:56] 有一些操守的問題
[24:57] 但我覺得以整體
[24:58] 這麼多檔的基金跟ETF來說
[25:01] 我覺得那個不算是
[25:02] 非常的大的比例
[25:03] 好 這邊可能有點講遠了
[25:05] 再講回來ETF
[25:07] 像這邊的話
[25:08] 我也順便
[25:09] 藉由最近因為比較多人傳訊息給我
[25:12] 我也藉由念一些訊息
[25:13] 來跟大家做探討跟分享
[25:15] 像這一位他是2023年認識到理財達人秀
[25:19] 然後他就講到說
[25:21] 先看的是朱老師的標股在現等
[25:23] 其實很多人會用技術現行做入門
[25:26] 我覺得是很合理的
[25:27] 因為大家對於產業的訊息
[25:28] 或是像那種財務報表要立刻理解
[25:30] 我覺得有困難
[25:31] 可是線圖感覺上就是比較一個
[25:33] 大家基本觀念要建立起來是比較簡單的
[25:36] 那因為朱老師當初也是這樣講
[25:38] 他說他不像我們
[25:39] 可以去跑產業
[25:40] 所以後來他選擇
[25:41] 讓他賺諸多錢的
[25:42] 還是非常的信仰
[25:43] 信徒這件事情
[25:45] 好
[25:45] 然後那也有聽Podcast
[25:47] 然後也有去訂這個
[25:48] 中大膽週報
[25:49] 然後他要謝謝一個東西
[25:50] 這個東西我覺得蠻有趣
[25:52] 是2024年
[25:52] 我有拍了一個
[25:54] 趙華買房記
[25:55] 在我的YouTube
[25:56] 那一集真的得到
[25:58] 非常多的迴響
[25:59] 那我也必須講
[26:00] 為什麼會拍那一集
[26:01] 我自己心裡面的想法
[26:03] 完全不是跟建商合作
[26:05] 雖然建商是我同學
[26:06] 就是我自發性的拍
[26:08] 是因為我想要紀念一下
[26:10] 我這個從屏東上來
[26:11] 曾經一貧如洗
[26:13] 連大學
[26:14] 這個一天只敢花一百塊
[26:16] 住在一個月房租
[26:18] 只要三千塊錢
[26:20] 為什麼
[26:20] 因為它是一個浴室改裝的小房子
[26:23] 連這個衣櫃都沒有辦法放在裡面
[26:25] 只能放一個單人的席子的
[26:27] 一個小房間
[26:28] 從這樣子開始
[26:30] 然後到我可以去買新一區的房子
[26:32] 那當然
[26:33] 大概99.9%的留言
[26:36] 都是非常正向
[26:37] 我記得可能已經有七八百則留言
[26:39] 當然也有很少數的留言
[26:41] 而且看得出來可能
[26:43] 他就會說幹嘛炫耀什麼的
[26:46] 其實沒有什麼好炫耀
[26:47] 其實買得起心血房子
[26:49] 沒有什麼好炫耀
[26:49] 我身邊每一個達人都比我有錢
[26:51] 但是我只是想要
[26:53] 藉由拍那一集的買房記
[26:55] 跟大家聊說
[26:55] 我是可以從零
[26:57] 而且我沒有什麼很了不起
[26:59] 我不像那些少年股神
[27:01] 很了不起的
[27:01] 可以幾個億衝來衝去
[27:03] 但也慢慢累積出往自己的夢想
[27:06] 而且這中間還包含了
[27:07] 因為我曾經養過
[27:09] 非常多的流浪貓
[27:10] 所以曾經把錢
[27:11] 全部大量的花在
[27:12] 就是貓的醫療費用上面
[27:14] 可是後面我還是累積起來
[27:16] 為什麼
[27:16] 因為你唯有有更足的底氣
[27:19] 你才能做更多
[27:20] 你想做的事
[27:21] 幫更多你想幫的人事物
[27:23] 我覺得這個事情
[27:24] 給我人生中很大的啟發
[27:25] 好那這位朋友又講遠了
[27:27] 就是因為我看到那一集
[27:28] 他就覺得
[27:29] 他也要有目標的去存
[27:31] 要領股息
[27:32] 所以他是存
[27:33] 債息型的ETF
[27:34] 還有高股息型的ETF
[27:35] 然後他也買了
[27:36] 人生第一間的中古透天
[27:38] 給家人更舒適的生活品質
[27:41] 那這邊的話
[27:42] 還有選0052
[27:43] 我們講的小臺積電
[27:44] 00922
[27:45] 這個應該是國泰的臺灣領袖
[27:47] 範氏執行
[27:48] 00923
[27:49] 這也是範氏執行
[27:50] 是這個群裔的ESG低碳
[27:51] 然後大迭就加碼
[27:53] 然後也有
[27:54] 明漢鞋底的崔華
[27:55] 他買的車是特斯拉
[27:57] 還有林漢為老師
[28:00] 因為在下有講到你
[28:01] 還有有
[28:02] 對
[28:02] 在股破載分享
[28:04] 本益比還低的華通
[28:06] 所以在個股上他有買到華通
[28:08] 還有婉婷
[28:09] 提到載板是起漲第一年
[28:11] 所以也有去做新星
[28:13] 這樣一下來年終的加碼
[28:16] 非常滿意
[28:16] 報酬率很驚人
[28:18] 專注本業時會發現
[28:19] 投資可以這麼不慌不忙
[28:21] 當然他可能
[28:22] 很多人點名完
[28:23] 就會很害怕說
[28:24] 會不會很多人沒點名到
[28:26] 所以還要點名凱哥
[28:27] 韋泰小苗夫婿哥等等的
[28:29] 簡單的唸完
[28:31] 所以很多人會覺得
[28:34] 我買再息型的ETF
[28:35] 或是高股息ETF
[28:37] 在過去一年好像是傻子一樣
[28:39] 因為臺股很熱
[28:40] 可是你看像這位朋友
[28:41] 他很簡單
[28:43] 他有做了配置
[28:44] 例如說他有買了這個是領襲的
[28:46] 他就不慌不忙
[28:47] 他就用這個領襲
[28:48] 可是另外一方面
[28:49] 他也會去買帝國衛星
[28:51] 然後載板
[28:52] 然後他也買0052
[28:53] 就是算是買臺積電
[28:54] 對對
[28:55] 然後買市值
[28:56] 所以經過這樣的配置之後
[28:58] 你的眼睛可能就不會只看在
[29:00] 他只有領襲
[29:01] 根本沒有架叉
[29:02] 就覺得很怨嘆
[29:03] 對
[29:04] 那個他配置完
[29:05] 他有其他的
[29:06] 是有報酬率的
[29:07] 甚至是標股
[29:07] 整個人感受就會不一樣
[29:09] 我覺得這就是
[29:10] 一直在跟大家訴求說
[29:11] 你一定要趁這一波
[29:12] 因為帶大漲大跌
[29:14] 格外的考驗人性
[29:15] 去思考你的配置上面
[29:17] 到底什麼東西是你要的
[29:18] 什麼東西是你不要的
[29:19] 對
[29:20] 所以我覺得
[29:20] 其實剛聽這一位
[29:22] 這個分享的啦
[29:23] 當然蠻軟的
[29:24] 那重點在於什麼
[29:26] 我覺得其實他應該
[29:27] 有一點做得還蠻好的
[29:29] 就是說他聽到什麼樣的一個配置
[29:31] 還有實際上去做
[29:32] 那有一個目標去做一個努力
[29:34] 所以我覺得
[29:35] 其實也分享我自己的案例
[29:36] 其實我以前在上一個金控的時候
[29:40] 一開始入行
[29:41] 說真的我對理財沒什麼觀念
[29:43] 雖然說看很多東西
[29:44] 但那時候喜歡做奇貨
[29:46] 所以那個波動很大
[29:47] 但有時候大賺有時候大賠
[29:49] 後來發現到這樣不行
[29:50] 我後來又做一個事情
[29:52] 就是因為我們那個公司
[29:53] 有所謂的員工認股
[29:55] 我就固定每個月撥款去認股
[29:57] 所以任股任任任任任到最後
[30:00] 就剛好嘛
[30:00] 因為前個是金控公司
[30:02] 在任的時候
[30:03] 其實那時候金融股非常低迷
[30:04] 我記得那時候股價
[30:06] 大概都是七八塊錢
[30:07] 然後到我大概2020年離職的時候
[30:11] 因為我已經大概存了將近快十年
[30:12] 所以我記得我離職的時候
[30:14] 大概有將近快要一百多張的
[30:16] 他那家公司的股票
[30:18] 那剛好金融海嘯之後
[30:20] 到2020年這個commit 19之後
[30:22] 金融股開始大漲
[30:23] 然後那個股價就漲到
[30:25] 大概二十幾塊
[30:26] 來到這個波段高
[30:28] 那時候就覺得
[30:28] 我那時候這樣子堅持去做
[30:30] 就是所有的投資理財
[30:32] 配置也好
[30:33] 你第一個事情是要先有目標
[30:35] 先去做
[30:36] 然後再來就是說
[30:37] 再做一個所謂資金的分散
[30:38] 你對你的產業
[30:40] 對你堅持的
[30:41] 看好的東西
[30:42] 持續做一個加碼
[30:43] 就可以累積到
[30:44] 你可能想要達到的目標
[30:45] 所以當然我那個
[30:47] 後來當然把那個
[30:48] 金控股票都賣掉了
[30:49] 因為後來覺得
[30:50] 有更好的機會存在
[30:52] 但是會跟大家講
[30:53] 就是說當你一開始
[30:54] 不知道怎麼做的時候
[30:55] 我覺得第一件事情
[30:56] 不要想太多
[30:57] 先選擇一個
[30:58] 你信任的商品
[30:59] 投進去
[31:00] 那開始累積之後
[31:01] 你慢慢就會有方向出來
[31:03] 有方向出來之後
[31:04] 你可以慢慢去學
[31:05] 每一個達人
[31:06] 他的配置方法
[31:07] 基礎面也好
[31:08] 基本面也好
[31:09] 或是乖乖的
[31:10] 去買ETF配置
[31:11] 我覺得其實先做
[31:13] 然後再設定好目標
[31:14] 再做調整
[31:15] 其實長期累積下來
[31:16] 應該都有不錯的表現
[31:17] 對啊
[31:18] 因為現在說實話
[31:19] 剩兩個焦熱風光
[31:20] 我們在一直聊產業
[31:22] 其實大家應該
[31:23] 也聽得都乏了
[31:24] 我們看法沒有改變
[31:26] 剛剛那位留言的朋友
[31:28] 其實也講出我們看好的
[31:31] 例如說今年就是有馬斯克的CBSX
[31:33] 甚至把這個XAI已經並起來了
[31:36] 地表最大的IPO案
[31:38] 說真的只要美股沒有出大亂子
[31:42] 我想這個圍繞在馬斯克的太空計劃
[31:44] AI計劃都會是上半年的顯學
[31:47] 這個是越靠近掛牌
[31:49] 大家越會講
[31:50] 那另外的話
[31:51] 像剛剛如果非常深入產業的話
[31:54] PCB
[31:55] 這個載板元年
[31:56] 但大家也要去思考
[31:57] 因為載板的錦縮新星
[31:59] 都已經創歷史新高了
[32:00] 可是獲利其實還沒有回到
[32:02] 這個歷史新高
[32:03] 那到底股價跟獲利之間的
[32:05] 這個主人與狗會怎麼跑
[32:08] 我覺得大家要思考一下
[32:09] 那記憶體已經也講爛掉了
[32:11] 上禮拜五
[32:12] 這個美光和SanDisk
[32:13] 又恢復上漲之後
[32:15] 似乎市場又對風險資產
[32:17] 開始有了信心
[32:18] 所以我們今天的記憶體
[32:19] 華邦電也是漲停
[32:20] 對不對
[32:20] 那這個老話一句
[32:22] 就是報價看起來
[32:24] 現在DDR4看起來
[32:25] 有點漲不太動
[32:26] 是真的
[32:27] 我覺得這個要留意
[32:28] 這個非常現實
[32:29] 但是如果以股價面來說
[32:31] 至少這個美廠韓廠
[32:33] 都還在往上走的路上
[32:34] 所以我們就是
[32:35] 一直在大幅震盪起
[32:37] 說要考驗大家的信仰
[32:38] 但是我確實也聽到
[32:39] 非常多人分享
[32:40] 是之前一直看一直看
[32:41] 結果覺得說
[32:43] 好像管他的跌進來
[32:44] 一定會賺一點的時候
[32:45] 偏偏他就連跌兩天
[32:47] 偏偏連跌兩天
[32:49] 漲一天又跌一天
[32:50] 所以後面進來的朋友
[32:52] 想要在機體賺到錢
[32:53] 你會發現
[32:54] 哇那個信仰值要開到極大化
[32:56] 假如您手上是比較低位階
[32:58] 就已經買了機體
[32:59] 可能上面這片洗刷
[33:00] 你覺得還好
[33:01] 就跟我的宅辦一樣嘛
[33:02] 上面洗刷會有點不舒服
[33:04] 可是還好
[33:04] 可是最後才加入的朋友
[33:06] 不能說現在叫做不會漲了
[33:09] 或是說每天都會這樣了
[33:10] 可是你心裡面的素質
[33:12] 就要開到非常大
[33:13] 所以我才會講
[33:14] 最近這段時間
[33:15] 我覺得很好
[33:16] 因為我們要放長假了
[33:17] 我覺得會更加考驗大家
[33:18] 到底你現在知不知道
[33:20] 你在做什麼的這件事情
[33:22] 那像這一位
[33:23] 還有一位
[33:24] 有兩個小朋友的爸爸
[33:25] 來跟我們分享
[33:26] 他說因為小時候
[33:27] 爸爸就在車上
[33:29] 放這個股市聖經
[33:31] 買股票
[33:32] 爆股票
[33:34] 不要賣
[33:34] 他說
[33:35] 他是這樣的年代成長上來的
[33:38] 那他後來他說
[33:38] 他也買過40塊的臺積電
[33:41] 可是嫌慢
[33:41] 所以後來就開始做一些投機
[33:44] 但是最後呢
[33:45] 是大賠小賺
[33:46] 然後當兵回來呢
[33:48] 拿了工作的第一桶金
[33:50] 加大融資
[33:51] 結果20年間破產了兩次
[33:53] 我覺得我很佩服
[33:55] 其實破產超過一次的人
[33:56] 小哥也破產好像三次吧
[33:58] 其實這些人我覺得就大破大立
[34:01] 但是要確定呢
[34:02] 大立的可能比較少
[34:03] 那幸好這一位
[34:05] 他後來就漸漸找到自己的方式
[34:08] 他說去年有無意間聽到
[34:09] 這個古破仔的podcast
[34:11] 也看理財大人秀
[34:12] 還有艾倫說
[34:13] 然後他有說
[34:14] 看艾倫每天兩點的直播
[34:17] 突然毛色頓開
[34:19] 所以艾倫要收錢
[34:20] 他毛色頓開
[34:21] 他說接觸才半年多
[34:23] 資產成長12倍
[34:25] 等一下
[34:25] 我好像沒有因為做這個節目
[34:27] 資產成長12倍
[34:29] 開玩笑的
[34:30] 還有艾倫說他也沒有
[34:31] 他說所以謝謝
[34:33] 就是艾倫還有我
[34:34] 還有理財答應秀的各位答人們
[34:36] 當然我想包括
[34:37] 坐在旁邊的漢
[34:38] 我也有買凱歌的電子書
[34:40] 然後他說
[34:41] 其實他很喜歡我
[34:42] 和各位答人一直說教
[34:44] 第一次當說教女
[34:47] 有人喜歡嗎
[34:48] 他說因為講操作心法跟態度
[34:50] 反而標的是我關心的其次
[34:52] 那遵循這樣的教導
[34:54] 買股票有轉折時
[34:55] 也不再心慌失措
[34:57] 反而能用更輕鬆的姿態去思考
[35:00] 現在的位階是不是要加碼買進
[35:02] 對我想這也是一個很棒
[35:04] 才半年多可以有這樣的想法
[35:06] 也是蠻厲害的
[35:07] 對啊
[35:07] 所以代表他可能經歷很多
[35:09] 就找到一個賺錢的方法
[35:11] 那也跟大家講
[35:12] 就是說其實剛剛聊到很多ETF
[35:14] 那跟大家說的是
[35:16] 因為這兩年真的臺股
[35:18] 我覺得那種績效
[35:19] 有點是成熟在成長
[35:21] 所以我覺得還是要回歸到
[35:23] 如果未來回到那種
[35:24] 所謂均值迴歸
[35:26] 大部分來講
[35:27] 市值型ETF
[35:28] 可能一年就是5到7%
[35:29] 那相關就算主動型的經營人
[35:33] 他其實一年要創造那種
[35:35] 20% 30%的績效都非常好
[35:37] 但我覺得現在可能大家都是
[35:38] 直接把它加兩倍三倍去看
[35:41] 所以我覺得可能
[35:42] 大家在投這些ETF的時候
[35:43] 要先有一個心理準備
[35:45] 如果說遇到一個行情迴盪的時候
[35:48] 他們也會有回到過去弄可能計較比較頻頻的時候
[35:51] 所以不要說好像我們都在推ETF
[35:54] 然後你就覺得這時間沒買ETF
[35:56] 人家去年買可以賺一倍
[35:57] 我也要跟著賺一倍
[35:58] 我覺得對很多投資人來講
[36:00] 可能要先把這件事情
[36:01] 要先有心裡面的一個準備
[36:03] 像剛剛那位分享
[36:04] 就是他經歷過這麼多的一些所謂的挫折之後
[36:08] 那現在找到自己的方法
[36:10] 去年能夠賺到12倍
[36:11] 那個很難
[36:12] 因為就算你買到機體好了
[36:15] 頂多是五六倍
[36:16] 所以可能有開槓杆
[36:17] 對那我覺得這個就代表說
[36:19] 其實回到今年
[36:21] 我們會跟大家講
[36:22] 如果以今年來講
[36:24] 你要再創造這麼好的報酬的話
[36:26] 我覺得還是要看到
[36:28] 未來比較能夠成長的產業
[36:30] 所以我們剛剛有說
[36:31] 要跟大家講今年的馬年投資數
[36:33] 好那我們還是來跟大家分享
[36:36] 就是Horse投資數
[36:38] 去年他是講Snake投資數
[36:42] OK那我們來簡單的講一下
[36:45] 晚上的理財單秀
[36:46] 也會有那一個完整的圖表
[36:48] 可以給大家看
[36:49] 對因為很有趣啊
[36:50] 去年我們特別做那個00168
[36:53] 對然後那一天的節目
[36:55] 我記得下面很多人留言
[36:56] 可以去哪邊申購
[36:58] 因為我們做的很像
[36:59] 當初人家ETF做的一個格式
[37:02] 所以今年我覺得就進化了因為今年到馬年那去年所謂的SNACK幫大家複習一下就是SNAKE代表什麼低軌衛星太空然後NVIDIA到AI助理
[37:14] 到相關的這個電力
[37:16] 還有所謂的一個自駕車
[37:20] 有沒有準
[37:20] 你自己說
[37:21] 我去
[37:22] 我特別去做過一次
[37:23] 我把那個00168的
[37:26] 時長成分股
[37:27] 去做整年的績效統計
[37:29] 算出來它一年的績效
[37:31] 大概是56.868
[37:34] 超越0052
[37:36] 已經是在四值型ETF裡面
[37:39] 排名最厲害的
[37:41] 只輸給黃金跟白銀而已
[37:43] 這裡面我剛剛聽完
[37:44] 大概就是自駕車概念
[37:46] 還沒有大方一彩
[37:47] 對不對
[37:48] 其他應該都
[37:49] AI Agent也沒有
[37:50] 也沒有大漲
[37:51] 因為裡面包含了機器人
[37:53] AI引進都很大漲
[37:55] 所以我幫大家整理出來
[37:56] 就是我那個0068選股當中
[37:58] 前三名第一名就是聖達克
[38:00] 漲了兩倍
[38:01] 第二名是臺達電漲了183%
[38:04] 第三名是茂聯KY漲了110%
[38:07] 111%
[38:08] 那比較拉扯的是臺灣青瑞
[38:10] 跌了大概20%
[38:12] 還有富盛應用
[38:13] 飛天車我們講的太早
[38:14] 這家股價大概跌了大概10個百分點左右
[38:17] 那AI眼鏡我們那時候選的代表股是彩玉
[38:20] 大概跌了8%左右
[38:22] 所以統計下來
[38:24] 因為這些所謂強勢股真的漲太多了
[38:26] 所以績效若以市場平均去算
[38:28] 它是臺灣ETF之最
[38:31] 所以那時候跟大家講
[38:32] 如果投信要來收權
[38:34] 記得要趕快來收權我們的指數
[38:36] 我覺得這份名單
[38:37] 因為它是在去年的年初就講了
[38:40] 還沒有對等關稅
[38:41] 所以已經歷經過對等關稅的洗禮
[38:44] 這個是其一
[38:45] 那其二是
[38:46] 這也就是代表
[38:47] 為什麼要組成一個ETF
[38:49] 大家的持股
[38:50] 如果說實話
[38:51] 你買個股要那麼分散
[38:53] 你的財力不夠的話
[38:54] 也可以去思考
[38:55] 有沒有哪一家的ETF裡面
[38:57] 包含的成分股
[38:58] 或是兩三檔組起來
[38:59] 有這樣的一個各個產業
[39:01] 有容納進來的
[39:02] 因為你會看到
[39:03] 我們也不會知道第一名是聲達科
[39:05] 我們其實也是傻眼
[39:06] 就當初在組這個的時候
[39:08] 可能我們心目中的第一名
[39:09] 都不是聲達科
[39:10] 但是它就是會有產業跑出來
[39:12] 而且跑得讓你非常的驚訝
[39:14] 然後也會有那種
[39:15] 哎呀不然靠機器人
[39:16] 可是後來因為在對等關稅的時候
[39:18] 這個工具機相關的產業是課稅重的
[39:21] 所以整個就死翹翹了
[39:22] 然後還有就是匯率的關係
[39:24] 所以他們的那個重災
[39:26] 其實超乎我們當初的想象
[39:28] 要不然本來也會覺得
[39:29] 機器人是顯學
[39:30] 所以每一年會有這樣的一個
[39:32] 你可預知不可預知的
[39:34] 都在裡面的時候
[39:35] 才會去訴求說
[39:36] 你要不就打包很多各方面的股票
[39:38] 要不然你就買ETF幫你打包
[39:40] 其實最簡單
[39:41] 對 所以我覺得分散還是比較重要
[39:43] 因為產業每一個季度
[39:45] 輪動的主流出行都不太一樣
[39:46] 所以剛剛跟大家講
[39:48] 就是去年的Snake
[39:49] 最少交出不錯的成績
[39:50] 那今年的Hoss
[39:52] 馬的一個英文單字
[39:54] 我覺得也可以跟大家非常產業
[39:56] 各股大家自己做參考
[39:57] 晚上答案就會有
[39:58] 我覺得今年可以看
[40:00] 所謂的高速傳輸
[40:00] high speed
[40:01] 那我覺得high speed的部分
[40:03] 但今年應該重點在矽光子
[40:05] 所以矽光子的相關個股
[40:07] 你看到光盛 聯亞等等的族群
[40:09] 今年應該會有一個不錯的表現
[40:12] 所以大致上來講
[40:13] 我覺得矽光子在所謂的H開頭
[40:15] 應該是今年的代表產業
[40:17] 那當然同樣
[40:18] 年初漲那麼多
[40:19] 到年底會不會還是他們獨領風
[40:20] 你知道我覺得不一定
[40:21] 但整體上這個所謂的方向
[40:23] 它會有擴散的效應
[40:25] 所以光盛啊
[40:26] 然後聯亞 波羅威上去之後
[40:28] 也許你就可以看到
[40:29] H比較低位階的
[40:30] 什麼重達KY啊
[40:32] 這些的
[40:32] 可能他們位階比較低
[40:33] 那甚至說
[40:34] 有沒有冒出來的
[40:36] 比方說像
[40:36] 可能大家提到
[40:37] 聯發科也切入了啊
[40:38] 大力光也切入了啊
[40:40] 所以我覺得
[40:40] 這個族群的擴散
[40:41] 是大家可以留意到的
[40:43] 那這個HOS當中的O
[40:45] 我今年選的代表是
[40:47] 這個OutSpace
[40:48] 就是外太空
[40:49] 哎呦
[40:50] 哎呦你願意湊得起來
[40:52] 你不要
[40:53] 我想了很久
[40:54] 一年就準備這一次而已
[40:56] 他也真的很用心
[40:57] 我必須講就是他有看起來是冷麵
[41:01] 但是其實是有臺灣人諧音梗的意志力在裡面
[41:05] 我記得我第一年來是金融年的ETF
[41:08] 全部都選融
[41:09] 其實技巧也很好
[41:10] 對那時候覺得很好笑
[41:12] 有什麼龍德造船
[41:15] 然後很多銀件股
[41:17] 剛好那一年是銀件股的大年
[41:18] 但是油馬的好像在罵人
[41:22] 油馬的股票好像很少
[41:26] 對除非有馬字編的也算進來的話
[41:29] 今年代表性就是馬斯克
[41:31] 馬年就聽馬斯克
[41:33] 所以OutSpace就是所謂的馬斯克概念股
[41:36] 所以當然我覺得所謂的太空專業中心
[41:39] 現在其實看到盤面上很多都在發酵
[41:41] 那我覺得這些股票當中
[41:43] 應該也還有那種能夠貫穿整年的大題材
[41:46] 因為森達克放下豪雨了
[41:48] 他是所謂的低軌衛星當中的臺積電
[41:51] 那股價要追上臺積電
[41:53] 那目前看起來還有空間
[41:54] 所以你看到這個所謂的申達科
[41:56] 那也可以要今年相關的低軌衛星
[41:59] 發射的數量創造率是新高
[42:01] 所以華通啊
[42:03] 然後啟基啊
[42:05] 這些我覺得其實能夠接到訂單的
[42:06] 能見度都非常高
[42:07] 也都大家可以留意到
[42:08] 那擴散出去所謂的太陽能啊
[42:12] 然後相關的所謂的PA
[42:14] 這種所謂的文貌等等的族群來得光電
[42:17] 我覺得也都是這個族群當中
[42:19] 今年可以持續做一個關注的
[42:21] 那再來就是所謂的這個R
[42:23] 也就是所謂的機器人
[42:25] 巨生智慧機器人這一塊
[42:27] 我覺得今年其實應該
[42:28] 機器人會有比較明顯的反轉
[42:30] 所以大家知道
[42:31] 你可以看到今年的機器人
[42:32] 很多都已經上來了
[42:33] 像上銀
[42:34] 股價也慢慢跌高上來
[42:36] 那股王現在是新代
[42:38] 不知不覺已經快到1200塊了
[42:40] 對啊
[42:40] 我新代已經賣掉了
[42:42] 但是新代也是
[42:42] 我長期有跟大家分享的
[42:44] 而且那時候跟臺灣金銳在PK嘛
[42:46] 但新代我也沒有賣得極度漂亮
[42:48] 我記得好像800多900多
[42:50] 當時破千我沒賣
[42:51] 後來不是下來嗎
[42:52] 下來我覺得他可能要一段時間了
[42:55] 因為新代的話
[42:55] 中國大陸生意做的比較多
[42:57] 所以後來我就把它賣掉
[42:58] 但也一千二了
[42:59] 所以我覺得
[43:00] 太厲害了
[43:00] 今年的機器人族群
[43:02] 應該他會像
[43:03] 去年的西光子一樣
[43:05] 就是題材搭配
[43:06] 開始有業績的出來
[43:07] 所以應該爆發力很強
[43:09] 但因為他們是這種
[43:10] 爆發力很強的族群
[43:11] 所以如果以資金的配置
[43:13] 就是如果我是ETF經營人
[43:15] 我配的選中會比較少
[43:17] 因為他們就是屬於暴擊型的
[43:19] 你可能遇到一檔兩檔
[43:20] 那種可能漲一倍兩倍的股票
[43:22] 但你壓多的話會覺得很痛苦
[43:25] 因為常常會洗洗刷
[43:26] 那再來就是S
[43:28] 我會選擇所謂堆疊式的記憶體
[43:30] 那今年的HBM所帶動的
[43:33] 可能上半年你可以看到
[43:34] DDR3 DDR4的一個漲價
[43:36] 到下半年會放緩
[43:37] 但下半年相關堆疊式的HBM
[43:40] 從HBM3 HBM4到HBF
[43:43] 也就是所謂的NetFlash的堆疊
[43:45] 我覺得都是今年相關在
[43:47] HOS當中這個裡面的一個顯學
[43:50] 所以記憶族群
[43:51] 我覺得今年還是有整年的機會
[43:53] 但是它可能不是由去年
[43:55] 漲最多的南亞克華榜鏈發動
[43:57] 而是你要去看到類似群聯
[43:59] 類似可能類似宜鼎這種的
[44:00] 有具備技術實力
[44:02] 在AI的成長當中
[44:04] 有特別利基型的一些相關的個股
[44:07] 我覺得今年可以特別留意
[44:08] 那最後在E
[44:09] 也就是所謂energy
[44:10] 那這相關的
[44:12] 既然電力就是算力嘛
[44:14] 所以相關的電力
[44:15] 相關的干預股臺達電啊
[44:17] 華晨啊
[44:18] 重電的股票
[44:19] 電源供應器的股票
[44:20] 甚至三二股票
[44:21] 我覺得這些都是基礎建設能夠受惠的
