[00:00] 歡迎收聽趙華宇股貨載第1028集
[21:06] 就會有實質的一個利多
[21:08] 股價就點火到他們邊
[21:09] 那你說你知道
[21:10] 他們的利多
[21:11] 知道他們的新藥
[21:12] 知道他們的一個
[21:12] 相關經驗營收會成長
[21:14] 都知道
[21:15] 但輪到他的時候
[21:16] 你不一定會在車上
[21:17] 所以我覺得迴歸到
[21:18] 就是說
[21:18] 大家從這個大方向去看
[21:20] 就是說你現在真的是
[21:22] 我覺得是要比較偏向要
[21:24] 藉機用人去看你手上持股的產業
[21:26] 到底你真的覺得說
[21:28] 我未來的一個月兩個月之內
[21:30] 都沒有輪到他的機會
[21:31] 那你就換股
[21:32] 那如果說你真的覺得
[21:33] 我就明明看到
[21:34] 比方說剛剛提到
[21:35] 電力在漲
[21:36] 我現在剛好是華晨中心店
[21:37] 我手上可能比較多
[21:39] 那就等他發動就好了
[21:40] 因為一定會輪到他
[21:41] 所以我們會從整個所謂的
[21:43] 最近的一些所謂
[21:45] 美股的科技巨頭的一個財報
[21:47] 來回來看臺股
[21:48] 就比方說你看到今天的矽光是很強
[21:50] 那矽光很強的原因
[21:51] 但第一個
[21:52] 微軟它的新的
[21:54] DeXic晶片
[21:55] 要大量採用光通嘛
[21:57] 等於西光子
[21:57] 連續三天都有利多訊息
[21:59] 對
[22:00] 最新的就是微軟的
[22:01] 財報公佈的時候
[22:02] 順便又幫西光子一把
[22:04] 對
[22:04] 然後再來就是什麼
[22:05] 昨天那個Meta
[22:06] 跟康寧簽了一個
[22:08] 大概好像是
[22:08] 60億美元
[22:09] 60億美元的大單
[22:10] 要大量採用
[22:11] 康寧的光纖
[22:13] 對
[22:13] 那康寧財報
[22:14] 其實也是普普啦
[22:15] 但是股價
[22:16] 也一樣不錯的表現
[22:17] 所以你會發現到
[22:18] 這些科技大廠
[22:19] 重量級
[22:20] 你在佈局光通的時候
[22:22] 光通訊 光盛就連續三天的漲停板
[22:25] 對 兒立斯亞講一個3000
[22:27] 說實話以前兒立斯亞因為他
[22:29] 我覺得他第一次紅就是喊臺積電上1000
[22:32] 那臺積電好像三四百還是兩三百喔應該三四百吧 印象裡那大家沒有聽過這家外資因為大家還是覺得就是應該聽高盛的大摩小摩美林這些的然後什麼啊
[22:42] 為了博眼球這樣
[22:43] 可是現在變超夯的
[22:45] 連發科連發科
[22:46] 就立刻一根漲停
[22:47] 喊光盛光盛
[22:48] 你第三天漲停
[22:49] 當然有別的加成因素
[22:50] 一起進來
[22:51] 對啊
[22:52] 所以我就說這個市場
[22:53] 其實現在是不能夠
[22:55] 用你的常理去看
[22:57] 股價的一個表現
[22:58] 真的你說光盛
[22:59] 連續三天
[23:00] 這麼高價股票
[23:01] 能夠跳過長一板
[23:02] 代表籌碼被鎖得很好嘛
[23:03] 那大家也不會去高價股裡面
[23:05] 特意去放空這種股票
[23:06] 所以我覺得就是代表說
[23:08] 其實現在第一個啦
[23:09] 你還是可以從國際的一個方向
[23:12] 因為你說真的
[23:12] 主力要去點火某一個族群
[23:14] 要鎖某一個族群
[23:15] 他不會去鎖一個
[23:16] 國際都是利空的族群
[23:18] 所以你可以從這種大方向裡面去等
[23:20] 等說你看矽光子
[23:21] 其實蠻多人等了一整個月
[23:23] 才等到這三天的一個大漲
[23:25] 其實前面這1月1號到這個禮拜之前
[23:29] 有矽光子的人都很悶
[23:31] 對啊
[23:31] 尤其像那時候
[23:32] 大家都知道
[23:33] 我特別會follow光盛嘛
[23:34] 光盛其實被處置的時候
[23:36] 到初關其實跌了20%
[23:37] 我想到那時間
[23:38] 大家就會覺得
[23:39] 你看吧
[23:40] 這個產業
[23:40] 它本來本益比就很高啊
[23:42] 可能沒了
[23:42] 可是我一直跟大家分享的是
[23:44] 我一直都認為西光子絕對有
[23:46] 可它適合的就是
[23:47] 你要理解它波動性的投資人
[23:49] 對
[23:49] 但因為我說它有
[23:51] 我覺得有一些價值型投資
[23:53] 說實話
[23:53] 你講話可以很有底氣
[23:54] 是你看它的本益比啊
[23:56] 就只有12倍
[23:57] 你看它光是領那個配息
[23:59] 可能就有5%
[24:00] 這些就叫做底氣
[24:01] 可是矽光子的底氣
[24:02] 對我來說就是
[24:03] 我非常相信它的前景
[24:05] 以及老大哥就是臺積電
[24:06] 揮打甚至現在微軟或者博通
[24:09] 其實它的大哥實在太多了
[24:11] 然後全部的人都告訴你
[24:12] 他們就是要做光通訊相關的
[24:14] 然後要往矽光子邁進
[24:15] 所以臺灣的這些廠商
[24:17] 一定是有在這個前景下
[24:19] 一定會大漲的
[24:20] 對可是它的波動之大
[24:21] 大家就要去評估
[24:22] 到底是能不能適應
[24:24] 那當然光盛
[24:25] 你說連續三根
[24:26] 你就順勢
[24:26] 如果你手上真的還有
[24:27] 就是順勢啊
[24:28] 它又還沒有揮蕩
[24:29] 誰知道誰又點一個火
[24:31] 因為最近三天都連續點火啊
[24:34] 但是這些點火
[24:35] 我覺得帶給我們最重要的意義就是
[24:37] 大廠都肯定的告訴你
[24:39] 他要做這件事
[24:40] 而我們臺灣的廠商
[24:41] 都跟這些大廠有所謂的來往合作
[24:45] 對那就沒有問題了嘛
[24:47] 對不對
[24:47] 這接下來就是你自己評估
[24:49] 要不要忍耐他的波動
[24:50] 對啊
[24:50] 所以我說其實大家會有這種的感覺
[24:53] 就是formal感覺
[24:54] 為什麼這個利多題材
[24:55] 光盛就漲特別多
[24:57] 然後我手上的西瓜子就不漲
[24:58] 我覺得其實也不要這樣去比較
[25:00] 其實迴歸到現在
[25:01] 你會發現到
[25:02] 你如果是守穩一檔股票
[25:04] 你不要羨慕別人
[25:05] 別人可以賺一倍
[25:06] 那我賺30%
[25:07] 其實如果你能夠守穩這個產業
[25:09] 你賺到30%已經很好了
[25:11] 所以你可以看到
[25:12] 比方說我們講記憶體好了
[25:14] 記憶體當然最近很熱
[25:15] 你說真的
[25:17] 你說細光子的力度
[25:18] 有記憶體的力度多嗎
[25:19] 其實沒有
[25:20] 因為昨天你看西節的財報
[25:22] 西節股價一天可以漲20%
[25:24] 那個費辦像什麼科西倫這些的
[25:27] 漲幅都沒有這個細節多啊
[25:29] 但你看今天的基體也是一樣
[25:31] 衝高就回落
[25:32] 那也代表說什麼
[25:33] 第一個你一定要反映到股價未切嘛
[25:35] 畢竟基體都漲了快要半年了
[25:37] 所以你這時候再多的利多
[25:39] 大家會去回想到
[25:40] 哎你看這個今天的三星海力士啊
[25:43] 財報也是利多啊
[25:44] 但海力士在盤中最多大概漲三四趴
[25:48] 那臺灣的華邦電納爾科
[25:50] 一開盤就漲了半根停盤以上
[25:52] 大家就覺得這個其實有一點點
[25:54] 我們臺灣是有點超漲
[25:55] 所以我覺得這個就代表說
[25:56] 其實在整體上來看
[25:58] 各個題材
[25:59] 我覺得都有機會
[26:00] 輪動到
[26:00] 就比方說
[26:01] 你看到最近的記憶裡面
[26:03] 這個禮拜
[26:05] 有法說會的是
[26:06] 旺宏跟歷程
[26:07] 兩個是同一天
[26:08] 但歷程開完之後
[26:10] 就有點回蕩
[26:11] 旺宏開完之後
[26:12] 你會覺得
[26:13] 好像成績還沒有說
[26:14] 大幅的開出
[26:15] 但是就繼續噴漲
[26:17] 然後我也有問
[26:18] 其他大人
[26:18] 其他大人說
[26:19] 沒有因為歷程先拉了
[26:20] 我說不是
[26:20] 歷程先拉了
[26:21] 旺宏難道沒有拉嗎
[26:23] 但是我覺得
[26:24] 我稍微可以解答這個問題
[26:25] 因為現在就是
[26:26] 股性活潑的
[26:27] 他有可能就是
[26:28] 剛剛講的
[26:28] 你不要太較真
[26:29] 他現在就是走一個
[26:31] 股性活潑
[26:31] 對
[26:32] 歷程說說他股性
[26:33] 就是比較溫和
[26:34] 因為他就是有體質
[26:35] 有時候有體質的
[26:36] 反而比較吃虧
[26:37] 可是有體質不是不會漲
[26:38] 歷程其實也確實
[26:39] 漲了算不少
[26:40] 就像之前我們講
[26:41] PCB裡面滑通
[26:42] 怎麼都不漲
[26:43] 滑通怎麼都不漲
[26:43] 本一筆最低就滑通
[26:45] 結果就噴了
[26:46] 對
[26:47] 所以你說不準的
[26:48] 對
[26:48] 所以其實剛剛趙老許的
[26:50] 例子就很好
[26:51] 現在我覺得
[26:52] 其實大家就是
[26:52] 你都已經到這時間點了
[26:54] 臺股在歷史新高
[26:55] 我說真的你在三星兩億
[26:57] 一直在換族群換股票
[26:58] 我覺得不是一件好事情
[27:00] 如果你真的已經抱這樣股票很久了
[27:02] 我覺得都有輪到他發光發熱的一天
[27:05] 那像剛剛提到的
[27:06] 為什麼去舉歷程跟旺宏為例
[27:08] 如果單看法車會內容
[27:10] 你會覺得旺宏也沒講得很好啊
[27:12] 連續四季連去年第一四季
[27:15] 機體的開始出現轉虧危言的時候
[27:17] 他都沒有辦法轉虧危言
[27:18] 那理論上來講
[27:19] 股價應該要比較明顯的拉回
[27:21] 但市場扣住哪一點
[27:22] 就扣除他所謂的這個
[27:24] 相關的North Flash的一個重要的零元件
[27:27] 大廠不做了
[27:28] 所以現在他變獨家公益
[27:29] 這個利多提才讓他股價連續拉漲
[27:32] 到今天連基底大震盪
[27:34] 大震盪的時候
[27:35] 他都能夠屬於漲零板
[27:36] 那你看歷程
[27:37] 一樣跟你講
[27:38] 我三綠三生
[27:39] 我基底缺貨
[27:40] 我接下來會調漲風策的價格
[27:42] 甚至都還提到
[27:43] 我有FOPLPO
[27:45] 這個東西對他股價來講
[27:47] 反而是有點利多不早
[27:49] 所以我覺得就回歸到
[27:50] 第一個
[27:50] 如果是旺紅的投資人
[27:52] 第一件事情
[27:53] 你看我說真的
[27:55] 我認識好多
[27:55] 長期投資旺紅的人
[27:57] 沒有想到旺紅
[27:58] 居然有一天
[27:59] 可以快到100塊
[28:00] 他們是長期套牢現在
[28:01] 所以很多人
[28:02] 早就對旺紅失望
[28:03] 早就砍在低點
[28:04] 所以他籌碼相對比較乾淨
[28:06] 這邊不會有存股
[28:08] 處在旺紅高漲的時候
[28:09] 賣股票
[28:09] 但歷程反過來
[28:11] 優質的公司
[28:12] 只要股價不合理
[28:13] 就會有像趙華這樣子
[28:15] 長期存股
[28:16] 會覺得
[28:16] 我這個股票賺一倍了
[28:17] 我該出了
[28:18] 我該會了解了
[28:19] 所以我覺得這本身
[28:21] 公司的體質的差別
[28:22] 就決定到
[28:23] 他們股價波動的差別
[28:24] 你買旺宏
[28:25] 本來就是比較投機型的
[28:27] 所以自然就會有高風險
[28:28] 高報酬
[28:29] 你買立成
[28:30] 就是比較穩健型的
[28:31] 所以你不要期待
[28:32] 他每天就是像旺宏一樣
[28:33] 瘋不瘋的
[28:34] 給你漲個漲鈴板
[28:35] 給你看
[28:36] 我覺得這是一個
[28:37] 股票上面
[28:37] 不同的投資的選擇
[28:39] 那你也不用勉強自己說
[28:40] 那這樣看起來
[28:41] 我應該把立成賣掉
[28:42] 去買旺宏
[28:43] 你會抱不住
[28:44] 所以我覺得就回歸到
[28:46] 就是說你可以看到
[28:47] 我覺得現在
[28:47] 其實你從各個產業來看
[28:49] 我會跟大家講
[28:50] 多頭輪動都還在
[28:52] 但是就是說
[28:53] 在選股上面
[28:54] 在報股上面
[28:55] 尤其現在是已經進入到
[28:57] 我覺得有點類似北風北
[28:58] 感覺到大家已經
[29:00] 陸陸續續準備關賬了
[29:02] 有人開始股票要賣掉
[29:03] 準備去過年了
[29:04] 所以這時候你在操作上面
[29:06] 我覺得你要就是
[29:07] 那我不然就沒有賺到
[29:08] 但我不要換來換去
[29:10] 不然如果你真的要去做短線的話
[29:12] 你可能就是當充格式充
[29:14] 當天有賺或隔天有賺
[29:15] 我就剩下9天嘛
[29:16] 你就賺個小錢
[29:18] 做一個落袋為安
[29:19] 做一個現金的這種
[29:20] 滾動的方式就好了
[29:22] 因為我覺得目前來看
[29:23] 說真的佈局時間
[29:25] 也不能佈局太久
[29:26] 就比方像剛講細光子
[29:27] 你看光盛連山跟掌心板
[29:29] 聯亞衝到快要1000塊
[29:31] 那你現在去買細光子股票
[29:33] 如果大家去看那個儲市網
[29:34] 細光子股票有好多
[29:36] 都已經進入到儲市的危險階段
[29:38] 又被警示了又快要了
[29:40] 可能最快兩個交易日
[29:41] 最快什麼三個交易日
[29:43] 真的很恐怖
[29:44] 對
[29:44] 然後你追進去之後
[29:45] 兩天被處置
[29:46] 主力在處置前一天
[29:48] 把它到貨出來
[29:48] 那你就變成
[29:49] 你只能做一天的交易
[29:51] 那這時候
[29:51] 你要不要把你的資金
[29:52] 去壓到熱門題材上面
[29:54] 我覺得就見仁見智
[29:55] 如果你是覺得
[29:56] 你是短線高手
[29:57] 你題材掌握度很好的話
[29:58] 我覺得都可以做
[29:59] 就比方說你看到
[30:00] 剛剛提到美股財報
[30:01] 聯動下來的
[30:02] 從記憶體
[30:03] 記憶體我覺得
[30:04] 接下來都還有
[30:05] 因為明天還有什麼
[30:06] 明天還有Sandisk
[30:07] 跟西部資料的一個財報
[30:09] 那從西節
[30:11] 到今天的三星海力士
[30:13] 到明天的SendDisk跟西部資料
[30:16] 他們財報一定都會優於市場預期
[30:18] 目前來看方向很明確
[30:20] 但你會發現到季節股票為什麼
[30:22] 昨天西節財報的利多
[30:25] 很多漲停板所住的
[30:27] 今天這個三星還是的財報更大利多
[30:30] 但股價都開高走低
[30:31] 就是因為同樣一個利多題材
[30:33] 用了三天大家也會疲乏
[30:35] 然後季節股票也是一樣
[30:38] 南亞科它很有可能也在下禮拜
[30:41] 再這樣漲下去會被關
[30:42] 又要被關
[30:43] 對那滑板店還好
[30:44] 但是像實權
[30:45] 像威剛
[30:46] 最近很強的
[30:47] 都是有這樣的問題存在
[30:48] 甚至像最近的秦亞
[30:50] 連拉斯跟掌頂板的
[30:52] 他們就可能要在牢裡面
[30:54] 過農曆年
[30:55] 對不對
[30:55] 所以我說這個就是因為
[30:57] 第一個農曆年的春節時間長
[30:59] 然後又有這種
[31:00] 處置的交易的關係
[31:01] 所以就會變成說
[31:02] 這種題材只能夠做短
[31:04] 所以我也會跟大家講
[31:05] 季節股票現在能不能做
[31:06] 可以做
[31:07] 但是你要留意到的是說
[31:09] 畢竟他們有處置的問題
[31:11] 再來就是說
[31:11] 利多反映到現在
[31:13] 到底這個價格是不是已經充分反映完
[31:15] 他們漲價的利多
[31:16] 我覺得已經沒有人知道了
[31:18] 那現在就變成說籌碼戰跟阻力的心態
[31:20] 那你會發現到最近這個
[31:22] 剛從前面講到現在的
[31:25] 從所謂的臺股的目標價
[31:26] 黃金的目標價
[31:28] 機體的目標價
[31:29] 所有的法人的預估都被現在股價超越了
[31:32] 所以我覺得代表說
[31:33] 現在臺股真的有點漲得太快
[31:35] 所以漲得太快的時候
[31:36] 你就要注意到高檔震盪的風險
[31:39] 一定會像今天一樣
[31:40] 你覺得今天好像
[31:41] 往上衝到33000
[31:43] 然後盤中跌到32500多點
[31:46] 好像沒有什麼感覺
[31:47] 感覺還好
[31:48] 但是我覺得未來這幾天
[31:50] 其實這種狀況會越來越多
[31:51] 那我覺得大家應該關注的
[31:53] 就是說像剛剛提到的
[31:54] 這些題材
[31:55] 只要國際上的指標大廠
[31:57] 沒有轉落之前
[31:58] 都有輪動往上的機會
[32:00] 但是你操作節奏就要越快
[32:02] 越短越好
[32:03] 我突然剛剛有感觸
[32:05] 就是我在聽漢文哥聊
[32:06] 就是大家也知道漢文哥的職業
[32:08] 對不對
[32:09] 是這個頭顧老師
[32:10] 就是也有在所謂
[32:12] 帶會員操作的
[32:13] 可是你會發現
[32:14] 跟我長期跟他相處以來
[32:17] 他其實非常關心
[32:18] 就是到底這個東西
[32:20] 它長得道理
[32:21] 或者是說像現在
[32:22] 是一個沒有道理的盤
[32:23] 可是能不能讓大家
[32:24] 是比較安穩的
[32:26] 我覺得他的心事
[32:27] 就是很正派的
[32:29] 在想這件事情
[32:30] 所以他比較不會像
[32:31] 有一些因為沒有來上
[32:34] 我必須形容
[32:35] 他很永遠都會講說
[32:36] 你看我買這檔
[32:37] 就是漲停漲停漲停
[32:38] 然後怎麼樣
[32:38] 然後就是加我就對了
[32:40] 我就會怎麼怎麼
[32:40] 我覺得漢瑋哥
[32:41] 他不是走這個路數
[32:43] 然後我為什麼會這麼說呢
[32:45] 是因為最近我真的
[32:46] 收到非常非常多的訊息
[32:47] 那我覺得一方面
[32:48] 如果你真的需要
[32:49] 有人很及時的帶你
[32:50] 當然我覺得
[32:51] 我不會反對大家說什麼
[32:53] 我們加投過會員什麼的
[32:54] 可是也要理解說
[32:55] 你可能要理解
[32:56] 這個老師的個性是什麼
[32:58] 像我覺得漢瑋哥
[32:59] 就很在意大家的安全性
[33:01] 或者他自己良心上
[33:02] 覺得推這個東西
[33:03] 有沒有邏輯
[33:04] 有時候比較道理
[33:05] 有時候是邏輯
[33:06] 例如說資金熱潮來了
[33:07] 大家評價都無限上綱
[33:09] 這個就也是個邏輯啊
[33:10] 可是你說這個事情
[33:11] 是不是很有道理
[33:12] 他長這樣沒有道理
[33:14] 但沒有道理就是有種道理啊
[33:15] 因為現在所有事情都不講道理
[33:17] 有點繞口令
[33:19] 然後如果大家真的很想要
[33:21] 跟趙華討論
[33:22] 所謂私人的利物資產配置
[33:24] 像我剛剛一邊講
[33:25] 一邊看到又有人傳訊息
[33:27] 說那我配這些
[33:27] 你說要買ETF
[33:28] 那我配這些好不好
[33:29] 好那我必須講
[33:31] 我跟阿格力有一個podcast
[33:33] 對叫做趙華與阿格力之有求必應
[33:35] 那個Pocket我們叫有求必應
[33:37] 因為它也是一個要做付費訂閱的
[33:39] 但是金額很小
[33:41] 就是390塊錢
[33:42] 那那個地方說實話
[33:43] 每一個來問問題的幾乎
[33:45] 我想回復率是95%
[33:48] 所以有非常多人會把他們家庭裡面我們現在家庭要幫小孩買什麼或者我要賣掉房子做這個我要帶理財型房再買這幾隻好不好或者是我買了什麼什麼套牢了現在報酬率是多少多少我改買別的好不好像這型別的問題
[34:02] 說實話
[34:02] 他需要比較認真的跟你做答覆
[34:04] 沒有辦法在
[34:05] 古貨仔JM一個大的
[34:08] 然後那麼公開的平臺
[34:10] 一個一個去針對你們私人的問題
[34:12] 做答覆
[34:13] 那說實話
[34:14] 有這樣需求的人
[34:15] 我也很建議大家去訂閱
[34:16] 就是趙華牙格力那個頻道
[34:18] 那個頻道我們有專門開欄目
[34:20] 就是回答問題
[34:21] 對
[34:22] 就是回答問題
[34:23] 而且回答得很詳細
[34:24] 因為有時候你問我說
[34:26] 那趙懷你看好這產業嗎
[34:27] 這不是一個三言兩語
[34:29] 就可以講的
[34:30] 甚至我會有點覺得
[34:31] 我不是每天都在講
[34:32] 我看好什麼嗎
[34:33] 就像最近有人問我說
[34:34] 你還看好矽光子嗎
[34:35] 我就說
[34:36] 你到底有沒有在聽我的podcast
[34:38] 對
[34:38] 對
[34:39] 我就覺得說
[34:40] 到底為什麼還問這個
[34:41] 那因為我剛才聽
[34:42] 浩遠哥分享這麼多
[34:43] 我會覺得每一次他來
[34:44] 為什麼他來的時候
[34:46] 我們的集數排名
[34:47] 都非常的前面
[34:48] 就是因為他很真誠的
[34:50] 跟大家分享
[34:50] 現在產業上的變化
[34:52] 還包括他對總經
[34:53] 原物料商品等等
[34:55] 所有很全面性的一個解讀
[34:58] 但是你說當我們這麼全面性
[35:00] 像我的個性也是
[35:01] 我們絕對不會是那種
[35:02] 什麼標股我都有
[35:03] 然後現在既然都長了望虹
[35:05] 你就做望虹
[35:06] 你都不要理歷程
[35:07] 我必須講像我來說
[35:08] 假如我比較喜歡歷程
[35:10] 那他就爆股過年
[35:11] 我覺得沒有問題
[35:12] 對
[35:12] 可是假如我現在手上
[35:13] 有的是望虹
[35:14] 你說我要不要爆股過年
[35:15] 我覺得這個事情
[35:16] 我就必須要考量
[35:17] 可是也可以啊
[35:18] 你也可以過年前
[35:19] 你就會把比較投機的賣掉
[35:21] 這些每一個股票
[35:22] 本來就有它的股性
[35:23] 剛剛講到現在北風北
[35:25] 不是說股市已經到北風北
[35:26] 是已經離長假
[35:27] 北風北了嘛
[35:29] 那有的人對長假無感
[35:30] 有的人對長假很在意
[35:32] 有的人對於今天漲跌
[35:34] 就很在意了
[35:35] 那你確實就要去思考
[35:36] 你現在在佈局上的想法
[35:38] 那因為總而言之
[35:38] 言而總之
[35:39] 我跟浩遠哥都覺得
[35:40] 目前第一
[35:41] 以總經來說
[35:42] 雖然有些很
[35:43] 有點畸形的狀況跑出來了
[35:45] 就是例如說黃金漲那麼多
[35:47] 它是有點畸形的
[35:48] 然後很多沒有體質的公司
[35:51] 就演算法術會跟你講的
[35:52] 你覺得也還好
[35:53] 也是狂噴
[35:54] 這些比較畸形的事情
[35:56] 它就是現在市場的現狀
[35:58] 所以它目前看起來
[36:00] 還沒有崩盤的可能
[36:01] 但是不能說就不會崩盤以後
[36:04] 因為市場永遠是往右上角
[36:06] 可是這個20年來
[36:07] 中間好幾次
[36:08] 它都有比較大幅的迴盪
[36:10] 這個是其一
[36:11] 不要現在是一直往右上的時候
[36:13] 大家就覺得
[36:14] 就是好像萬里無雲
[36:16] 但是你要說現在馬上
[36:17] 我剛才有看到什麼問題
[36:18] 有的財報已經爆雷了什麼
[36:20] 也沒有這樣的狀況
[36:21] 所以我們就順勢而為
[36:23] 可是在順勢而為的時候
[36:24] 真的不要忘記自己的方寸
[36:27] 跟自己能夠怎麼樣
[36:29] 承受的風險的狀況
[36:30] 其實把東西配好
[36:31] 你要想想看以前黃金
[36:33] 我們說黃金大概配個10%吧
[36:35] 因為它就是在你的避險部位裡面
[36:36] 那你現在恨不得這個10%
[36:38] 是你的90%
[36:39] 可是如果你連那10%都沒有配呢
[36:41] 你連邊都沾不上啊
[36:43] 所以你把很多事情配置好之後
[36:45] 你不是希望我能拿到最大報酬率
[36:47] 而是當其中有一個發揮效果的時候
[36:49] 你就可以把這條路走得非常的長
[36:52] 我覺得這才是重點
[36:53] 對所以我其實
[36:54] 因為我有投資黃金
[36:55] 買黃金ETF
[36:56] 其實發現到跟一些美股ETF比起來
[36:58] 其實它雖然說佔我的資金
[37:00] 也差不多不到10%到5%左右
[37:02] 但它累積下來的報酬
[37:04] 可能超過很多檔的ETF的一個總報酬
[37:06] 所以我會跟大家講說
[37:08] 資金配置的重要性
[37:09] 那當然剛剛提到
[37:10] 既然臺股是多頭
[37:12] 其實我覺得現在能夠解決
[37:13] 大家比較好的一個狀況
[37:15] 要不要選擇報股過年
[37:16] 要準備多少的資金
[37:18] 我們會講說
[37:19] 以我們過去的操作的慣性
[37:20] 就是說我們在做期貨
[37:22] 很重視資金的控管
[37:24] 那會跟大家講
[37:25] 就是說什麼樣的情況裡面
[37:27] 你報股過年比較舒服
[37:28] 就是你對這行情的認知
[37:30] 比方說最簡單的方式
[37:32] 你認為說在這個
[37:34] 農曆風關的九個交易期間
[37:36] 國際股市會繼續創新高的
[37:38] 你的這個認為你的勝率有九成
[37:41] 那OK你就報九成的股票過年
[37:43] 那如果說你認為
[37:44] 我有一半的部分是不確定的
[37:46] 那很簡單啊
[37:47] 你就報五成的股票
[37:48] 過年嘛
[37:49] 你過完年之後
[37:50] 遇到大跌
[37:50] 我有五成的現金可以買
[37:52] 所以現在其實
[37:53] 選股不是問題
[37:54] 而是說
[37:54] 大家要怎麼樣去配置
[37:55] 你的資金的比重
[37:56] 那也不是說
[37:57] 所有產業通通配一遍
[37:58] 所有產業通通配一遍
[37:59] 你就買0050
[38:00] 跟主動型ETF就好了
[38:02] 我也蠻訴求這件事情的
[38:04] 對
[38:04] 就是你會知道
[38:05] 個股漲停板的魅力
[38:07] 真是無法擋
[38:07] 很爽很高興
[38:09] 然後ETF很難
[38:10] 會看到什麼漲停板
[38:11] 也會有
[38:11] 但真的超級稀少
[38:13] 但你ETF
[38:14] 如果是選到對的
[38:15] 你就會享受一個長時間
[38:17] 他幫你累積報酬的好處
[38:18] 對啊
[38:19] 因為他一定會幫你追到熱門族群
[38:21] 因為他幫你拼績效
[38:22] 所以你就不會出外
[38:23] 你看最近最強的
[38:24] 比方說群聯
[38:25] 這些ETF都有他
[38:27] 你看最近上來的
[38:28] 像這個細光子的股票
[38:30] 最近什麼波羅威
[38:31] 華星光
[38:32] 主動型ETF在追他
[38:33] 所以我說
[38:34] 這個是一個配置的方法
[38:35] 就是說
[38:36] 如果你說什麼強股
[38:37] 你都要
[38:37] 那你就買主動型ETF
[38:39] 那如果說
[38:40] 你產業的部分
[38:41] 你就選你覺得你信任的
[38:43] 像趙華喜歡西光子
[38:44] 那我喜歡機器人
[38:45] 我可能機器人我就配多一點
[38:47] 機器人我也有
[38:48] 對啊
[38:51] 所以我覺得這就是一個方法
[38:52] 你可以看你自己覺得
[38:54] 我的勝率有多少
[38:55] 不用聽別人說
[38:56] 因為你要自己認同
[38:58] 這個所謂的勝率
[38:59] 去配置一定的資金比重
[39:01] 你過年才不會患得患失
[39:02] 我們最怕一件事情就是說
[39:04] 我明明覺得有可能過年會跌
[39:06] 我心裡面會害怕
[39:07] 但我剛好股票壓了九成
[39:09] 那你過年我覺得
[39:11] 你什麼年夜飯
[39:12] 然後去走村
[39:14] 你完全都沒有心情
[39:15] 你會盯著美股去看
[39:16] 所以這時間點
[39:18] 其實當然還有九天
[39:19] 我覺得其實臺股的輪動機會
[39:21] 都還很多
[39:22] 因為這九天雖然有主力關賬
[39:24] 但題材的熱度也還在
[39:25] 你看今天什麼
[39:26] 鋼鐵股
[39:28] 原油股票
[39:29] 軍工股票
[39:30] 生技股票
[39:31] 機械股票
[39:32] 但我們不要一點一點會講太久
[39:34] 但是他們都各有發動的機會
[39:36] 所以我覺得其實這個時間點
[39:38] 蹲點
[39:38] 加上你的資金的配置
[39:40] 然後選擇一個
[39:41] 你可以好過年的一個資金配置的方法
[39:44] 是我覺得是比較好的一個做法
[39:46] 因為講到鋼鐵
[39:47] 就中鋼昨天有位元組這個財報
[39:50] 就虧損了
[39:51] 去年虧損了
[39:52] 大家覺得好慘
[39:53] 而且有一些可能比較瞭解鋼鐵狀況的
[39:55] 就講說
[39:56] 以前中鋼會想辦法
[39:57] 就照顧中下游
[39:59] 會給比較好的一個盤價
[40:00] 但因為後來中國的房地產垮了
[40:03] 所以中國的鋼鐵真的是一個請銷
[40:04] 超低盤價的一個狀況
[40:07] 中鋼就敵不過了
[40:08] 所以就虧損了
[40:10] 但看完這新聞
[40:11] 覺得有點淒涼的時候
[40:12] 今天中央就大漲了
[40:14] 有什麼道理嗎
[40:15] 好吧
[40:16] 你也可以說痞疾太來
[40:17] 你也可以說利空出盡
[40:19] 你也可以說像速化也一樣
[40:20] 速化其實雖然最近報價
[40:22] 是有微幅的上調了
[40:23] 可是在前一陣子
[40:24] 它有一段時間
[40:25] 也曾經有臺數是突然大漲
[40:27] 也沒有就是跌身
[40:29] 然後開始反彈
[40:30] 當然伴隨著
[40:31] 如果接下來報價
[40:32] 有比較能夠回穩
[40:33] 因為最近中國股市也蠻熱的
[40:35] 就成交量也很大
[40:37] 那中國除了發展機器人
[40:38] 因為我們很久沒有講中國
[40:41] 其實偶爾會點到
[40:42] 那一直都很淡淡的提到說
[40:44] 原物料漲不起來
[40:45] 跟中國的內需有很大的關係
[40:47] 但是呢
[40:47] 這件事情會不會是永遠是如此
[40:49] 我們也倒不覺得永遠是如此
[40:52] 所以我們現在也在看
[40:54] 中國他後來
[40:55] 把那種所謂的基礎建設
[40:57] 可能有很大的一塊
[40:58] 就導向去做科技創新
[41:00] 我覺得這是比較對的
[41:01] 就是發展AI模型
[41:02] 發展機器人
[41:03] 我覺得他們要有這種
[41:05] 比較創新型的產業
[41:06] 來帶領他們的內需
[41:08] 做復甦的時候
[41:09] 那相較於之下
[41:10] 我們的傳產優勢反而就會更有機會
[41:12] 我覺得是在觀察這件事情
[41:14] 但是你說短線上
[41:15] 只能視為是一個利空出來
