[00:00] 欢迎收听赵怀古惑仔第1142集
[23:18] 所以我自己是会
[23:19] 比较留现金的人
[23:21] 那留现金的好处就是说
[23:23] 以今天我整理完股票之后
[23:24] 刚刚有讲
[23:25] 我还是会去加码ETF
[23:27] 不管您是要加码市值
[23:29] 或者大家最近
[23:30] 有点唾弃主动式
[23:31] 必须讲
[23:31] 最近大家蛮唾弃主动式的
[23:33] 觉得说
[23:34] 主动还不是一样
[23:35] 因为这些股票
[23:36] 就是因为主动式买了
[23:37] 所以砍出来
[23:37] 对
[23:38] 主动式的或是所谓的基金
[23:41] 主动操盘式的基金
[23:42] 它都有这样的问题
[23:44] 就是在上涨的时候
[23:46] 你会觉得它涨得好快好棒
[23:47] 下跌的时候
[23:48] 因为大家可能会去加码ETF
[23:51] 所以它拿到钱
[23:52] 它不是一定非要不可全数买到市场上
[23:55] 它还是有不了现金的权利
[23:57] 可是在绩效的压力下
[23:58] 还是大部分的投信会选择就进去买吧
[24:01] 抄底也好
[24:03] 或是跟你拼了
[24:04] 长期抗战也好
[24:05] 或者是像今天盘面上谁厉害
[24:07] 矽晶圆很厉害
[24:08] maybe你就可以看到盘后
[24:10] 他们可能钱就
[24:11] 集中到环球星去了
[24:12] 就是有可能这样做
[24:14] 但我个人还是觉得
[24:16] 无论如何
[24:17] 它就是一家分散式的基金
[24:20] 它分散
[24:21] 它就有帮你规避风险
[24:23] 它分散
[24:24] 不管它帮你抄底
[24:25] 或是把钱放到避风港上面
[24:27] 我们就相信它的决断
[24:29] 以长期来说
[24:31] 不容易输
[24:32] 尤其是你自己也在做
[24:34] 分散的布局
[24:35] 自己去摊平了你的平均成本的时候
[24:38] 我觉得这个才是最实在的一件事情
[24:41] 个股我真的不敢讲
[24:43] 我不敢讲说
[24:44] 今天国巨铁底明天就打开
[24:45] 我今天还跟威良说
[24:47] 这个想抄底也不敢抄
[24:48] 因为威良有讲
[24:49] 国巨不是有解职押的这个事情吗
[24:52] 大家印象最深的就是当年长龙海运
[24:55] 在最高档的时候有董娘解职
[24:58] 解职之后
[24:59] 然后呢
[25:00] 其交所有个股期提高两倍保证金之后
[25:03] 那档股票就一去不回头
[25:05] 后来董娘到底有没有大卖
[25:08] 我们已经不知道了
[25:09] 国际解职这件事情
[25:11] 不是上礼拜的事
[25:12] 威良有贴给我看
[25:13] 他说是五月就已经解了
[25:16] 可见的五月公司的人
[25:17] 就希望自己可以比较灵活
[25:19] 但是只要遇到恐慌的时候
[25:21] 这件事情就被放得很大
[25:23] 对
[25:23] 其实解职只是代表
[25:26] 就是说大股东
[25:27] 可能不需要再去跟银行借钱
[25:30] 到底背后真实的想法考量
[25:33] 我们外人真的不得而知
[25:34] 纯粹是因为呢
[25:35] 他个人暂时没有资金需求
[25:37] 还是真的有下一步
[25:39] 他想要卖股票这个动作
[25:41] 那我觉得与其呢
[25:42] 我们就是瞎猜
[25:43] 倒不如呢
[25:44] 只要紧盯什么
[25:45] 因为毕竟呢
[25:46] 解职和后续的申报转让
[25:49] 卖出持股
[25:50] 他不是画上等号的
[25:52] 他其实是一个独立的两个动作只是说真的要卖出股票之前他必须要一定要先经过解职对所以早在5月28号到6月4号
[26:03] 就是现在新闻媒体在探讨的
[26:06] 就是国际的大股东
[26:07] 也就是所谓的城市传承公司
[26:10] 他其实是在5月底到6月初就已经解职了
[26:14] 到目前为止来看
[26:16] 他都没有进一步去做实际上的公开申报转让
[26:20] 如果真的大股东要卖股票
[26:22] 他是必须要公开申报转让的
[26:24] 那既然媒体也都报道了
[26:26] 那我觉得也好啦
[26:28] 可能就给大股东一点压力
[26:30] 现在看你敢不敢卖
[26:31] 全市场都在盯着你了
[26:33] 跌到这样了
[26:34] 还在卖
[26:35] 那我反而会比较
[26:36] 有一点怀疑
[26:37] 这里是不是就是有一点
[26:39] 就是空方可能把这个
[26:41] 有点算旧文
[26:42] 旧的新闻旧的事件
[26:44] 挖出来
[26:45] 反而变成是在这个
[26:47] 刚过去的这个周末
[26:49] 在社群平台上
[26:51] 好像炸锅的一条被动元件的重磅新闻
[26:54] 就目前当然实际上状况就是
[26:56] 不管是国巨或华新科
[26:58] 或和生堂等等这些被动元件
[27:01] 他们的融资维持率确实都偏低
[27:03] 尤其像华新科非常的低
[27:05] 所以当然现阶段来说
[27:07] 就是进入到那种加速赶底的
[27:10] 我觉得惨状
[27:11] 这个当然目前如果你是现股持有的话
[27:15] 也只能暂时忍耐一下
[27:17] 对如果是现股持有
[27:18] 您觉得他因为现在是融资断头
[27:20] 加上华兴科
[27:21] 还被搞到20分钟分盘
[27:23] 国际也要注意
[27:23] 国际如果明后天再跌
[27:25] 国际也可能会跌到20分钟分盘
[27:28] 那逃生出口就会变得相对比较窄
[27:31] 但现股的好处就是
[27:32] 大不了就等吧
[27:34] 是不是
[27:35] 大家看你套在哪里
[27:36] 如果说对于亏损有压力
[27:38] 刚才还是讲
[27:39] 适度的减压
[27:40] 卖出一小部分也好
[27:42] 很多人都说
[27:43] 我现在砍会不会砍在呆骨
[27:45] 对不对
[27:45] 就是之前前一段时间
[27:47] 我常常收到大家的分享
[27:49] 是赵豪我好难过
[27:50] 为什么都没有信心爆股
[27:51] 就导致我才赚一点
[27:53] 就卖飞了
[27:53] 好难过什么的
[27:54] 现在不是
[27:55] 现在回来的都是
[27:57] 那怎么办
[27:58] 已经开始被套了
[27:59] 怎么办
[27:59] 现在砍会不会刚好
[28:00] 砍在最低点
[28:01] 这两件事情都没有答案
[28:04] 就是您是不是卖飞
[28:06] 一定是事后才知道
[28:08] 有时候很侥幸的
[28:09] 卖完就跌
[28:10] 就觉得自己很帅
[28:12] 可是那是侥幸
[28:14] 对不对
[28:14] 那同样的
[28:16] 现在你要思考的
[28:17] 其实不管卖飞
[28:18] 或是你现在要不要减压
[28:20] 思考都同样一件事
[28:21] 就是你的心境
[28:23] 如果你会晚上觉得很难受
[28:25] 很害怕隔天的开盘
[28:27] 或在盘中像热锅上的蚂蚁
[28:29] 工作都做不下去
[28:30] 那两件事情
[28:31] 不管你今天是想要卖飞
[28:32] 不是
[28:33] 今天你想要卖
[28:34] 有可能卖飞
[28:35] 或者是你很怕卖到阿呆股
[28:37] 但无论如何
[28:38] 我觉得你要换一点现金回来
[28:39] 这是我个人的肺腑之言
[28:42] 因为都是事后才知道
[28:43] 你有可能今天换现金
[28:45] 明天继续跌
[28:46] 你就会很庆幸说
[28:47] 虽然你赔20%卖
[28:49] 可是到了明天赔25%
[28:50] 到后天赔30%的时候
[28:51] 你会又谢谢自己
[28:53] 但我觉得都不是说
[28:55] 自己的预测多厉害
[28:56] 而是你的对策
[28:57] 我觉得这一次
[28:58] 实在是一个很好验证的时候
[29:00] 又有人跟我说
[29:01] 过去三个月听到你在那边
[29:03] 一直讲资产配置
[29:04] 然后要不要减压
[29:06] 我都觉得好像没必要
[29:07] 听不懂你在说什么
[29:08] 现在突然觉得很有必要
[29:10] 那也OK
[29:10] 因为现在台股还在42,000
[29:12] 刚刚讲算这是一个指数的陷阱
[29:15] 很多个股不是
[29:16] 但我觉得第一
[29:17] 你要不要去思考
[29:18] 如果个股让你觉得非常的担心
[29:20] 适度的换一点现金
[29:22] 去投入在市值
[29:25] 或是投入在一些ETF
[29:27] 是比较分散布局的上面
[29:29] 是不是一个好的方向
[29:30] 那另外第二
[29:32] 那你的个股到底
[29:34] 你现在制定的策略是什么
[29:35] 我觉得真的是可以很认真
[29:37] 很认真的去思考这件事情
[29:39] 那我觉得我自己个人还是一样
[29:42] 因为基本面的状况是好的
[29:43] 我觉得当今天融资福儿
[29:45] 这些洗一洗之后
[29:47] 上礼拜五上市减了274亿
[29:49] 上柜减了100多亿
[29:51] 177亿吧
[29:52] 算不算够呢
[29:54] 事实上也有达人统计过
[29:56] 上市可能要减到500亿
[29:58] 才算是比较沉淀
[29:59] 那我们再看一下今天好了
[30:01] 也许今天还会再减一些
[30:03] 个股上面的融资
[30:04] 如果总体有再降下来的话
[30:06] 韩国那边也止稳
[30:08] 美股费办也止稳的话
[30:10] 那事情就没有那么的糟糕
[30:12] 我觉得还是就可以
[30:13] 重新的回到基本面的上面
[30:16] 那刚刚讲了
[30:17] 你就会发现
[30:18] ETF会帮你做第一波的极限风
[30:20] 因为投息要有绩效
[30:21] 对
[30:22] 然后你的个股
[30:23] 如果你有选对
[30:24] 或是你有坚持住的
[30:25] 会做第二波的反弹
[30:26] 我觉得这边的话
[30:27] 你的体感温度就会相对好起来
[30:30] 所以刚刚讲的
[30:31] 还有一些像是止跌讯号的部分
[30:32] 我觉得大家可以看
[30:33] 因为今天虽然有很多股票
[30:34] 杀下来没有量
[30:36] 还是没有量
[30:37] 我们还是比较喜欢那种
[30:38] 杀下来包一根大量的
[30:40] 那个比较容易是止跌讯号
[30:42] 那今天或说上礼拜五
[30:44] 我觉得比较大的问题还是
[30:45] 怎么沙都比较没有量
[30:46] 这就需要可能还要反复测试一下
[30:49] 其实刚才聊到减仓就能够减压
[30:53] 所以如果说要卖出一些股票来换现金
[30:57] 有时候我会问客户问投资人说
[31:00] 你应该要优先考虑卖出
[31:02] 你现在账面上赚钱的还是赔钱的
[31:05] 其实这是一个陷阱题
[31:07] 其实如果你会想要回答我
[31:10] 我应该要卖掉赔钱的
[31:12] 留住赚钱的
[31:13] 基本上呢
[31:14] 这答案还不错
[31:15] 因为呢
[31:16] 已经初步有就是
[31:17] 我应该要
[31:18] 太弱流强
[31:19] 这样的观念
[31:20] 而不是呢
[31:21] 把这个赚钱的金积物砍掉
[31:23] 然后留下一些烂摊子
[31:25] 初步来讲
[31:25] 这是一个好的答案
[31:27] 不过更精准来说
[31:28] 其实该不该卖
[31:30] 我个人认为
[31:30] 跟成本没有关
[31:32] 对
[31:33] 所以其实应该要能够
[31:34] 再升华到另外一个境界
[31:36] 就是
[31:36] 对
[31:37] 这个时候
[31:38] 不是去考虑
[31:39] 你当初每一档个股的成本在哪里
[31:41] 因为成本就绑住了
[31:43] 你的损益的想法
[31:44] 才会进一步去影响到
[31:46] 你去做决定
[31:47] 事实上应该是考虑
[31:49] 股票的一个后事
[31:50] 所以我觉得通常在暴跌过后
[31:53] 我自己会去做的第一件事情
[31:55] 是先确认
[31:56] 这些个股到目前为止
[31:58] 至少上半年的成绩单
[32:00] 它是不是成长
[32:01] 然后它是不是能够符合
[32:03] 或优于原本法人的预期
[32:05] 一般来说如果能够成长
[32:08] 而且优于法人预期的话
[32:10] 通常你在上半年
[32:12] 应该至少会看到两次三次
[32:14] 法人针对呢
[32:15] 这个营运的平等
[32:16] EPS目标价会有些上修
[32:19] 那代表这公司基本面
[32:21] 基本上是还不错的
[32:23] 没有什么太大问题
[32:24] 所以这种股票就比较值得持有
[32:26] 那反过来讲
[32:27] 如果呢明明在同一个族群
[32:28] 不管是他叫做被动元件
[32:30] 或他叫做记忆体
[32:31] 他叫做实行元件
[32:32] 搞了半天呢
[32:34] 就是都没有法人关爱他
[32:35] 一篇报告都没有
[32:36] 那近一个月呢
[32:37] 一篇新闻都没有
[32:38] 然后看上半年的成绩单
[32:40] 好像呢也是差强人意
[32:42] 甚至是Hilalai不太好看
[32:44] 那这种时候呢
[32:45] 其实真的就应该要果断跟他说分手了
[32:48] 因为这个可能代表上半年是因为呢
[32:50] 蹭着题材的热度
[32:51] 跟着呢大哥们一起上去的
[32:54] 那现在其实看起来呢
[32:55] 就比较没有下档的支撑跟保护
[32:58] 那第二个我其实会去考虑的就是呢
[33:02] 这个时候是应该要选择
[33:05] 续报波动度比较低的股票
[33:07] 还是波动度比较高的股票
[33:09] 那这个就会去牵涉到中心思想了
[33:14] 如果我们认为
[33:15] 现在是空头来临了
[33:17] 空头来临了
[33:18] 那正确做法应该是要降
[33:20] 整体的账户的波动度
[33:22] 就所谓的高Beta要换到低Beta
[33:24] 你的波动度会降低
[33:25] 那你可以想象成
[33:26] 可能主动式经理
[33:28] 他会买进更多的电信三雄
[33:30] 但是如果你认为这只是
[33:32] 常多里面的一个中期的修正调整
[33:36] 那可能就会呢
[33:37] 让自己的持股呢
[33:39] 反而是续报一些高波动度的
[33:41] 甚或是把呢
[33:42] 这段时间可能比较抗跌
[33:44] 波动比较低的股票
[33:46] 把它变成是一个
[33:47] 接下来我要反攻的筹码
[33:49] 那我这样讲
[33:50] 也许大家觉得笼统
[33:51] 我就举两个最近的例子
[33:53] 上个礼拜五呢
[33:54] 我有个客户问我
[33:55] 可不可以去买台积电
[33:56] 那我刚才讲
[33:57] 确实这个法说会的
[33:58] 所谓这个利多不涨
[34:00] 跌下来
[34:01] 它是有投资价值的
[34:03] 但是因为资金是有限的
[34:05] 你买了台积电
[34:05] 你可能就没有钱
[34:07] 去买其他当下一大堆
[34:09] 杀到跌停板的股票
[34:11] 那我觉得将来如果要反攻上去
[34:13] 不管是说CCL的龙头
[34:16] 载板的龙头
[34:16] 或其他的这个次产业的龙头
[34:18] 这些股票虽然礼拜五跌停板
[34:21] 但是接下来我觉得
[34:22] 它的涨幅肯定会赢过台积电
[34:24] 所以呢
[34:25] 倒不如把资金先留着去买进
[34:28] 将来波动更大的
[34:29] 而且这些都是呢
[34:30] 基本面非常强劲的个股
[34:32] 那第二个例子是
[34:33] 最近另外有一个客户呢
[34:36] 跟我讨论
[34:36] 他是不是应该把鸿海卖掉
[34:39] 做一些减码
[34:40] 不是出清
[34:41] 然后去换到其他的个股
[34:42] 那这个部分
[34:43] 我就非常赞同他
[34:44] 因为我说鸿海的波动度是低
[34:46] 他在年限附近
[34:47] 他绝对可以抗跌
[34:48] 他也有他的投资价值
[34:49] 可是当鸿海去跟其他个股比的时候
[34:52] 我觉得同样的
[34:53] 在接下来迎接反攻的过程里面
[34:55] 我也认为鸿海的涨幅会相对落后
[34:58] 所以我觉得其实投资
[35:00] 当然真的是没有标准答案
[35:01] 可能我的分析
[35:02] 或者我的想法
[35:03] 到最后来印证
[35:04] 也不一定会是对
[35:05] 不过呢
[35:06] 这本来就是一连串的
[35:07] 比较跟选择
[35:09] 当你只有看鸿海
[35:10] 当你只有看台积电的时候
[35:12] 我觉得他当然可以买
[35:13] 他当然有价值
[35:14] 可是当我资金有限的时候
[35:16] 我希望在这个时间点
[35:17] 因为呢
[35:18] 就是跌深之后
[35:20] 谁会反弹更有力道
[35:21] 那我可能呢
[35:22] 就会优先
[35:23] 把其他个股的顺位
[35:25] 再往前移动
[35:26] 跌深之后反弹更有力道
[35:28] 他一定就是一个
[35:29] 高波动的股票啦
[35:30] 对不对
[35:31] 就是不外乎
[35:32] 当然我刚刚讲
[35:34] 被动现在有它困入了
[35:35] 这个筹码螺旋
[35:37] 就是因为有停损买家的问题
[35:40] 但其他的呢
[35:41] 像刚刚讲到
[35:41] 像今天细金园
[35:42] 像台胜科还涨停半
[35:44] 细金园这个
[35:45] 威良也是专家
[35:46] 有特别讲到环球金场约
[35:48] 合金这个短约灵活
[35:50] 台胜科两个都有等等的
[35:52] 但今天涨停了台胜科
[35:53] 合金相对
[35:54] 我觉得它上面的散户筹码
[35:55] 有比较多
[35:56] 因为它的价格比较低一点
[35:58] 就像刚刚威良跟我讲说
[35:59] 可能他听到的身边的人
[36:01] 他去吃个东西
[36:02] 旁边都有人问他的
[36:03] 不是问国巨
[36:04] 是问群创
[36:05] 因为群创可能
[36:06] 大家人手一张容易入手
[36:08] 那群创也跌不少
[36:10] 前面到了80块
[36:12] 左右跌下来到50块
[36:13] 今天一度看到四字头
[36:15] 也是蛮惨烈的
[36:16] 所以群创确实也很多人问
[36:18] 但如果跌下来
[36:19] 我觉得群创可能
[36:21] 大家要留意的一件小事情是
[36:22] 他也蛮吃所谓势头的
[36:24] 因为他的股本还是不小
[36:25] 他虽然有减资过
[36:27] 我们有建议他们最好再减资
[36:29] 那他吃的又是
[36:31] 跟台积电这个所谓的
[36:32] 封装制成的合作嘛
[36:34] 对不对
[36:34] 那台积电虽然资本支出
[36:36] 在法术会中有调高
[36:37] 可是可以看得出来
[36:38] 整体市场也许是因为气氛不好
[36:41] 所以整体的设备股
[36:43] 它并没有真的说
[36:45] 吃到这个资本支出调高的红利
[36:47] 而大涨
[36:48] 因此像以获利来说
[36:50] 群创的获利自然
[36:51] 比起其他的设备股来说
[36:53] 还是有差
[36:54] 因为本业还是在面板上
[36:55] 它的波动肯定就会大哦
[36:57] 我觉得这件事情大家要理解
[36:59] 虽然我常常讲说
[37:00] 杀下来我自己最喜欢看的
[37:02] 就是设备股
[37:03] 其实我非常喜欢
[37:04] 设备股是重挫的情况
[37:06] 因为设备股的EPS
[37:07] 实在太确定了
[37:08] 每一笔也都不高
[37:09] 可是像群创就很两极了
[37:10] 例如说群创
[37:11] 我知道有很多人的持股成本
[37:13] 应该是不高
[37:13] 例如二几块
[37:14] 二几块你可能还可以等等看
[37:16] 对不对
[37:16] 可是如果你的持股是四五十块
[37:18] 现在压力就开始大了
[37:19] 因为不但获利没了
[37:21] 甚至面临亏损
[37:22] 那我觉得就要去跟
[37:23] 刚刚威朗讲的一样
[37:24] 你到底对于群创发展
[37:26] 所谓的不管是玻璃基板
[37:27] 或山珠型封装的信念
[37:29] 在不在
[37:30] 如果在
[37:31] 应该是在50块以下
[37:33] 你还是要陆续补
[37:34] 应该是这样的想法
[37:35] 对不对
[37:36] 如果不在
[37:37] 你可能就会需要思考
[37:39] 它的营运成绩
[37:41] 目前是不太可能
[37:43] 在基本面上有大幅要升的
[37:45] 它比较属于题材的信念跟趋势
[37:49] 那你就要去思考
[37:50] 你有没有办法抱得住
[37:51] 这样的股票
[37:52] 我觉得就拿群创来举例
[37:53] 像群创在我的持股组合里
[37:56] 也有的
[37:56] 大家也知道群创
[37:57] 我应该是买的比较早的
[37:59] 我都会觉得
[37:59] 哇塞
[38:00] 这个吐的不少
[38:01] 但目前我是不会
[38:02] 做任何动作
[38:03] 对于群创来说
[38:04] 我会把它放着
[38:05] 这是今天我在
[38:06] 做个股筛选的时候
[38:08] 我没有去动它
[38:09] 那今天
[38:10] 我觉得刚刚魏朗讲的时候
[38:11] 我也汗颜了一下
[38:12] 因为我今天在清理
[38:13] 我的持股
[38:14] 在去做一个减压的时候
[38:16] 我比较没有去
[38:17] 大量的思考
[38:18] 这一档
[38:19] 是不是非常有前景
[38:21] 那一档
[38:22] 是不是完全没有前景
[38:23] 但我有分
[38:24] 这一档我比较熟
[38:26] 就像刚刚讲的设备
[38:28] 我完全不会动
[38:28] 就是我的手上的设备
[38:30] 我完全不会动
[38:31] 风策股我也几乎都没有动
[38:33] 可是我可能会把之前
[38:34] 有人跟我说
[38:35] 机器人可能会接棒
[38:36] 什么机器人
[38:37] 我有稍微把它清出去
[38:39] 还有就是我手上
[38:40] 还剩下零星的被动元件
[38:42] 像之前我跟大家讲
[38:43] 国际线上店卖飞之后
[38:45] 台庆科我是减损了
[38:46] 账面获利卖掉
[38:47] 今天我把凯美也卖掉了
[38:48] 因为我觉得凯美
[38:50] 它联动国际集团
[38:51] 我觉得那个很难虽然它还是赚钱但真的是几乎突到快要成本附近了所以今天开门我也卖掉因此我手上就几乎没有被动元件其实几乎没有被动元件我也是有点慌呢
[39:01] 跟着他相处了大半年
[39:03] 对不对
[39:04] 现在手上几乎没有了
[39:06] 但是我就是觉得
[39:07] 有点复杂之下
[39:08] 我玩软的情况
[39:09] 我觉得先避难啊
[39:10] 这个部分我是这样想的
[39:12] 那我还
[39:13] 我刚刚讲了
[39:13] 我坚持住的
[39:14] 可能就是我觉得EPS好的
[39:16] 那至于有些零零星星
[39:17] 听名牌的
[39:18] 也许他EPS好的
[39:19] 可是我没有特别对意解释
[39:20] 我只想说把钱先换回来
[39:22] 其实即便同一个族群
[39:25] 现在细金园好像也蛮分歧的
[39:27] 尤其今天很明显的对比
[39:29] 台胜科是涨停板
[39:31] 核金是在跌停板
[39:33] 环球金一时一时也小涨作收
[39:35] 其实这个最主要都是在反映
[39:37] 现阶段就是筹码在做比较跟调整
[39:41] 现在个股在短线上面的发挥跟表现
[39:44] 其实都暂时不是跟基本面有关
[39:47] 而是在反映它的筹码面
[39:48] 因为以细金元的台胜科
[39:51] 合金环球金这三档来做比较的话
[39:53] 台胜科最明显就是
[39:55] 他的股本本来就是三者里面最小的
[39:58] 所以他的整个总流通在外的张数
[40:00] 本来就少
[40:01] 再加上他后面有两个大股东
[40:03] 一个台数一个日本的桑口
[40:05] 两者合计就持股加起来高达69%
[40:09] 所以他能够在外流通的
[40:11] 真的是极为有限
[40:12] 那最近台数集团势头又比较猛
[40:14] 所以呢今天就先做反攻
[40:16] 那至于说环球金
[40:18] 因为他的母公司是中美金
[40:19] 那中美金就持有
[40:20] 他将近48%的股权
[40:21] 所以他也有呢
[40:23] 某种程度上呢
[40:24] 相对筹码比较集中的
[40:25] 那合金这个时候
[40:26] 就比较劣势了
[40:27] 因为刚才提到
[40:28] 他价格呢是最亲民
[40:29] 所以筹码最容易乱
[40:30] 而且股本在三者之中
[40:32] 又是最大的
[40:33] 不过就如果将来股价修正
[40:36] 调整完
[40:36] 筹码沉淀完毕之后
[40:38] 回归到去反应基本面
[40:39] 我想还是一样的一个逻辑
[40:41] 就是我们看到涨价产业里面
[40:43] 其实未来如果一两年
[40:44] 持续要看好报价上涨的话
[40:48] 比重越低
[40:48] 现货比重越高的
[40:49] 就会越得利
[40:50] 那细金元当中就是合金
[40:52] 那如果以宅版来讲的话
[40:53] 就是8046南电
[40:55] 这就是为什么
[40:56] 最近高盛出了一个
[40:57] 新的研究报告
[40:58] 针对宅版的三雄里面
[41:00] 给予这个2027到2028年的
[41:03] EPS预估值
[41:04] 南电是明显的跳高一截
[41:06] 而且目标价也是最高的
[41:08] 这跟过去
[41:09] 法人圈普遍认为说
[41:10] 南电可能跟新兴
[41:11] 会在伯仲之间
[41:12] 有点拉开来
[41:13] 关键原因就在于
[41:14] 新兴的长约比重是最大的
[41:17] 所以涨价当中
[41:18] 它的售费是比较慢的
[41:20] 比较没那么明显
[41:21] 不过它的AI的产品比重是最高的
[41:24] 但南电就是现货比重最大
[41:26] 合约比重最少
[41:27] 所以一旦要论所谓营收
[41:29] 或者毛利率的那种提升的动能来讲的话
[41:32] 南电确实是比较突出的
[41:34] 另外想顺带一提
[41:35] 造华所认识的群创的投资人
[41:38] 都是比较厉害高手
[41:39] 你认识都二十几块
[41:40] 我在菜市场跟美食街遇到
[41:42] 问我的都是套牢在六十几跟七十几
[41:44] 所以我刚才特别去看一下
[41:46] 真的
[41:47] 他的总股东人数
[41:49] 或者是十张以下的
[41:50] 小散户的持股
[41:51] 确实都是增加在六七十以上的
[41:54] 好哦
[41:55] 所以你认识的都是高手
[41:58] 不是啦
[41:59] 因为群众很早就讲了
[42:00] 对啊
[42:01] 所以我会觉得四五十
[42:02] 已经对我来说
[42:03] 已经有点是后面才买上来的
[42:05] 我可能比较没有想到
[42:07] 是六七十大家才那么踊跃
[42:08] 这个现象可能也反映出
[42:10] 为什么大家会在这一波的回荡
[42:12] 感受那么的糟
[42:14] 对
[42:15] 因为可能真的就是后面的
[42:18] 20%才追上去的
[42:19] 就涨到后面20%才追上去的
[42:21] 我也不可讳言
[42:23] 就像那时候我国际卖飞的时候
[42:25] 是卖在900出头吧
[42:26] 还是870
[42:28] 大家可以可能听一下
[42:29] 我之前怕可以忘了哪一集
[42:31] 后来它到1200的时候
[42:35] 我真的内心有一种很翻腾的感觉
[42:38] 就是它如果下来我一定要接
[42:39] 我觉得搞不好很多
[42:41] 接这个群创在60块的人
[42:43] 搞不好都下来才接的也不一定
[42:45] 因为他后来破一千的时候
[42:47] 我真的有一个冲动
[42:48] 他破一千了
[42:49] 是不是可以试试
[42:49] 随便买一点
[42:50] 即使这个位置
[42:51] 比我卖出去的还高
[42:52] 但那个人
[42:53] 那时候有一个人
[42:54] 有稍微打醒我
[42:55] 那个人就叫做杨云祥
[42:57] 他就跟我说
[42:58] 国际破一千是形态转差
[43:00] 叫我不要碰
[43:00] 我觉得很有趣
[43:02] 就是会有不同的看法
[43:05] 很多人觉得
[43:06] 好不容易修正了
[43:07] 是一个可以接的时候
[43:08] 但是也有人觉得说
[43:10] 你顺势做上去的时候
[43:11] 反而你在回档的时候
[43:13] 不要急
[43:13] 你一定要看到他直稳
[43:15] 不过他后来几乎是一个
[43:17] 没有直稳的状况
[43:18] 要不然我可能
[43:20] 也会接900多块的国具
[43:22] 我不去讲
[43:22] 就是很引诱人
[43:24] 我可以理解
[43:25] 有时候我就是一个散户
[43:26] 所以我可以理解那种感觉
[43:28] 就前面没有买到
[43:30] 然后回档了
[43:30] 赶快去接
[43:31] 没想到回这么深
[43:32] 所以在那边套牢的人
[43:34] 就会非常的多
[43:35] 因为我自己也曾经是
[43:36] 有动过这样的念头
[43:38] 其实我觉得
[43:39] 如果是以基本面跟技术面
[43:43] 两派的一个主要的观点来看的话
[43:46] 基本面比较能够让你
[43:48] 真正赚到非常大的波段
[43:50] 甚至就是翻好几倍的行情
[43:52] 因为那个是非常考验
[43:53] 你对未来的一个获利前景的信仰
[43:56] 信心到底有多强烈
[43:58] 那技术面是不会让你受到
[44:00] 很大很大的伤害
[44:01] 因为通常如果你技术面来讲
[44:04] 很容易很多标股上去的时候
[44:06] 动不动已经觉得这个乖离太大了
[44:09] 或者是他早在高涨
[44:10] 已经爆量又爆量又爆量
[44:11] 周转都已经过热了
[44:13] 那很多指标可能都已经呢
[44:15] 在高档已经都出现了
[44:17] 可能背离的现象讯号等等
[44:19] 但是呢
[44:20] 一下来说
[44:20] 如果坚守技术面的人
[44:23] 他可能在这个风控的部分
[44:25] 因为形态转差了
[44:26] 因为脉讯出现了
[44:27] 那至少就是说
[44:28] 可能就不会受了大伤害
[44:30] 所以我觉得
[44:30] 这两者之间
[44:32] 确实是要找一个
[44:33] 蛮困难的平衡点
[44:34] 是的
[44:35] 你要赚大钱
[44:36] 基本面的功夫要强
[44:38] 是的
[44:38] 但是你要不受到大伤害的时候
[44:40] 在风控部分
[44:41] 希望呢尽量多仰赖一下技术面的辅助
[44:44] 没错
[44:46] 或者是刚刚讲到的
[44:47] 就是比较分散布局的部分
[44:49] 分散布局的缺点
[44:50] 就是你不会赚到最好的获利
[44:52] 对
[44:53] 但是优点就是
[44:55] 当大家在很痛苦
[44:57] 有获利回吐或大跌的时候
[44:59] 你也会觉得相对安心
[45:01] 这个在上个礼拜五又跟大家分享
[45:03] 或是其实也不是只有上礼拜五
[45:04] 说实话很多人会讲说
[45:07] 开始猜我的笑容了
[45:09] 真的开始有了
[45:10] 上礼拜我不是跟我一样
[45:11] 有po一张照片放在我的脸书吗
[45:14] 那下面就很多人说
[45:14] 你还笑得出来
[45:15] 代表还会跌
[45:16] 怎么还在笑什么的
[45:18] 那后来到了我另外一边
[45:19] 我的YouTube频道
[45:21] 我礼拜天有上片
[45:22] 就有人说
[45:23] 你的笑容怎么看起来僵僵的
[45:25] 是不是你也被套牢了
[45:26] 开始研究我的笑容了
[45:28] 但是我必须讲
[45:29] 我们不是这两天才进股票市场的
[45:32] 对不对
[45:33] 所以我们在怎么样往前推
[45:35] 也看过所谓的金融海啸
[45:38] 对不对
[45:38] 也看过欧债风暴哦
[45:41] 然后也在COVID-19的时候
[45:43] 大家不要一直记得
[45:44] 疫情的时候一起红利
[45:45] 其实疫情刚开始是先杀的
[45:46] 杀得屁滚尿流好不好
[45:48] 对啊
[45:49] 疫情一开始是先杀下去
[45:51] 因为世纪黑死病
[45:53] 大家都下呆
[45:54] 后面才有所谓疫情红利
[45:56] 然后展开一个大多头
[45:57] 好 二屋站
[45:58] 那一年
[45:59] 虽然现在6000点听起来还好
[46:01] 那一年跌6000点很多啊
[46:03] 从18000点跌到12000点
[46:04] 很多哦
[46:05] 所以2022年空头年
[46:07] 我们也过了嘛
[46:08] 对不对
[46:09] 然后还有就是
[46:10] 前面那个所谓的美伊站
[46:12] 台股修正到两万
