[00:00] 欢迎收听赵华谀古惑仔第1058集
[23:53] 所以我很头痛
[23:53] 就是上去
[23:54] 有点离开我的认知范畴
[23:56] 对
[23:56] 然后我还是锁定光森
[23:57] 很好
[23:58] 所以我跟赵华
[24:00] 其实英雄锁眷略同
[24:01] 是
[24:01] 但我想讲一个结论就好
[24:03] 好
[24:03] 就如果你是务实派的
[24:05] 对
[24:05] 就是很多那种恨天高
[24:06] 你买不下去
[24:07] 是
[24:07] 像我们身高196嘛
[24:09] 对啊
[24:09] 我们也不需要穿恨天高嘛
[24:11] 我就务实一点
[24:13] 我就夜冷善乐嘛
[24:14] 是
[24:14] 那我找那个齐鸿
[24:15] 赚七十几块啊
[24:17] 业绩很好啊
[24:18] 那回来修正
[24:19] 一千二
[24:20] 一千三
[24:21] 其实也就打一个双底
[24:22] 等一下
[24:22] 其实现在很难
[24:23] 我知道一千九
[24:25] 但我讲
[24:26] 其实就上个月的事情
[24:27] 对啦
[24:28] 非常确定
[24:28] 一月的时候
[24:29] 就打到一千二
[24:30] 一千三
[24:30] 一千二一千三
[24:31] 就前低没破
[24:32] 然后一千五就说
[24:33] 这边区间可能
[24:34] 大家画个线
[24:35] 没过
[24:36] 一过就一千九
[24:37] 对
[24:37] 但我要讲的是
[24:38] 我喜欢的可能就比较偏
[24:40] 有本益比或EPS
[24:42] 那如果你很喜欢
[24:43] 老师我没关你这
[24:45] 我就是冲动派的
[24:46] 我就是幻想派的
[24:47] 那你就买旺宏
[24:48] 那你有可能
[24:49] 对啊
[24:50] 你有可能就会手上还有上全
[24:53] 甚至波若微
[24:55] 就越腰的
[24:56] 就越没有你越有
[24:57] 那我就建议说
[24:58] 你是这一种的
[24:59] 你就自己停损停利设好
[25:01] 例如说你五日线
[25:02] 十日线要做停利
[25:03] 那你回到月线季线
[25:04] 甚至因为本益比比较高
[25:06] 腰斩你再来买嘛
[25:08] 那我觉得这件事情就没有对错
[25:10] 所以很简单
[25:12] 茂联一定是有业绩
[25:13] 而且呢
[25:14] 在整个Rubin有用
[25:15] 所以它业绩会爆发
[25:17] 就是scale in
[25:18] 或者scale up里面
[25:19] 我做规格的提升
[25:21] 那柜跟柜之间
[25:23] 例如说出柜跟出柜之间
[25:25] 不是机柜跟机柜之间
[25:26] 柜到你家
[25:28] 就是说fever to the house
[25:30] 这种光纤道服的
[25:31] 也不用争论
[25:32] 因为呢
[25:33] 同线就有一个物理限制
[25:35] 例如说25公尺
[25:36] 我们那天才问我家研究员
[25:38] 到底是40公尺还是25公尺
[25:40] 但是我要确定的就是说
[25:42] 如果机柜到你家
[25:43] 那种中华电信
[25:44] 怎么可能不是光纤
[25:45] 早就没有cable了
[25:47] 就是一定要光纤
[25:48] 所以光纤是大未来
[25:50] 一个很大的梦
[25:51] 这个东西如果有人buy in
[25:53] 它的确你用明年的本益比
[25:56] 它有可能会做出实现的
[25:58] 一个爆发的获利
[25:59] 所以很多人就说
[26:00] 看CPU看ABF
[26:02] 你其实要用2027年
[26:04] 我觉得也没有什么大问题
[26:05] 因为我们制造的重镇在台湾
[26:08] 全世界的资金
[26:09] 或者是整个AI的供应链
[26:11] 都在关注台湾
[26:12] 那我们台湾的GDP也在上调
[26:14] 所以我觉得你也不用说
[26:16] 好像很执着说用到2027
[26:18] 对长那边要不要用到2037
[26:20] 没有我们物质
[26:21] 我看一两年
[26:22] 但我会觉得说
[26:23] 你就是你喜欢买有EPS的
[26:25] 你就看铜
[26:27] 你喜欢做梦的
[26:28] 你就看光
[26:29] 但我只能说光铜并进
[26:31] 是我目前确认到的
[26:32] 机柜之间可能要用光
[26:35] 然后机柜以内scale up
[26:37] 就是规格提升就用铜
[26:39] 大概是这个概念
[26:40] 我觉得很有趣的是
[26:42] 就是这一波
[26:43] 让我又见识到一件事情
[26:44] 我当然很开心
[26:45] 是说一直跟大家强调
[26:46] 前一波回档
[26:47] 要把握机会的原因
[26:48] 是因为现在是
[26:49] 景气多头上行的回档
[26:51] 我们是多头回档
[26:52] 找买点
[26:53] 不是景气坏掉了
[26:55] 产业坏掉了
[26:56] 是这个空头
[26:57] 我们要找避险
[26:58] 这是不一样的
[26:59] 是的
[26:59] 每次队长
[27:00] 虽然久久再来一次
[27:02] 但他每次都给我很多的信心
[27:04] 因为他看产业
[27:05] 看产业是大家真的
[27:06] 比较不容易学起来的
[27:08] 所以这边既然队长来
[27:09] 也跟大家讲
[27:10] 队长都有开课
[27:11] 有想要去听这场课的
[27:13] 网路搜寻一下
[27:14] 应该都蛮多资讯的
[27:15] 所以我们要对自己台湾的产业有信心
[27:18] 觉得有趣的是什么
[27:19] 好像什么事情都跟台湾都正面表列
[27:22] 第一
[27:22] 其实GTC大会开展会大的股价还好
[27:25] 可是你却看到我们的这些中小型股
[27:27] 活蹦乱跳
[27:28] 我们完全就是在AI资本支出
[27:31] 前一阵子
[27:32] 这个美股的科技大厂公布资本支出
[27:34] 一大拖拉库的资本支出
[27:36] 市场不买单
[27:37] 市场觉得
[27:38] 你还要再花这么多钱
[27:39] 你根本不会回收了
[27:41] 然后后来因为陆续
[27:44] 连甲骨文本人都缴出了
[27:46] 比预期好的财报
[27:48] 跟未来的前景预测
[27:49] 所以市场才想说
[27:51] 如果当初镇央的中心
[27:53] 那个债券被人家怀疑
[27:55] 要从投资等级降频
[27:56] 会不会还不出来
[27:57] 会不会倒闭
[27:58] 想成这个德性的甲骨文
[28:00] 他依旧缴出了
[28:01] 亮丽的成绩单
[28:02] 就代表这件事情
[28:03] 台厂受惠资本支出
[28:05] 是真的真的无庸置疑
[28:07] 这是第一点
[28:09] 然后第二点是
[28:10] 不管发生什么事
[28:11] 好像最终落怀
[28:12] 都跟台厂有好的关系
[28:13] 刚刚前面先讲了
[28:14] 这个台积电订单接不完
[28:17] 外溢
[28:17] 然后让一点给三星
[28:19] 三星瑕疵多
[28:20] 外溢
[28:20] 因为我们要帮忙检测
[28:22] 光筒炒了半天
[28:24] 前一阵子我也讲说
[28:25] 博通说2028年
[28:27] 可能都不会用到CPU
[28:28] 还是用筒
[28:29] CPU就有点昏倒
[28:31] 但没有昏倒很久
[28:32] 然后等回答
[28:33] 回答说
[28:34] 这个光筒要并进
[28:36] 没错
[28:36] 醒了
[28:37] 好像第一天有点压力
[28:38] 昨天有点压力
[28:39] 昨天觉得说我不要
[28:40] 我就是要光
[28:41] 今天又醒了
[28:42] 就想没有关系
[28:43] 这样我光好
[28:44] 我铜也好
[28:46] 光铜并进
[28:47] 不是
[28:47] 都给我们讲就好了
[28:49] 也没有
[28:50] 这务实一点
[28:51] 就是说现在接单
[28:52] 跟以后的技术突破
[28:54] 我讲一个最后
[28:55] 就是说像光
[28:56] 热 积电
[28:58] 这种物理的突破
[28:59] 都是要台厂跟回答
[29:01] 携手并进
[29:01] 因为外国人比较
[29:03] 软体比较强
[29:04] 你看YouTube
[29:05] Google
[29:06] 佐伯克他们
[29:07] 可是真正要突破
[29:08] 這種物理極限
[29:09] 哇 檢測要做三層
[29:11] 晶圓內的
[29:12] 然後呢 這個機櫃
[29:13] 你看台達電把大牛變黑嘛這個我要做800V熱 光 積 電這些物理極限能夠突破的捨我其誰給台灣按一個讚好 然後散熱
[29:24] 有微通道蓋板要建設
[29:26] 感到爛了 對啊
[29:27] 齊紅雙紅
[29:28] 然後甚至前一陣子我們有講說
[29:30] 見準怎麼躺地上
[29:31] 去年營收獲利創新高
[29:33] 我也有藝人喔
[29:34] 不要忘記我喔
[29:36] 也開始動
[29:37] 所以真的
[29:38] 我覺得台廠在AI這一波的風潮裡面
[29:40] 我們要對我們自己的股票很有信心
[29:42] 但是有一個族群
[29:43] 今天刚刚没有Rei
[29:44] 今天来考考我们队长
[29:46] 因为不管PCB
[29:47] 记忆体大家记得一件事情
[29:48] 记忆体会在挟持着
[29:50] 不管是券商的看好
[29:52] 或者是他们的
[29:53] 例如魔术场
[29:54] 缴出那么好的成绩单
[29:55] 在这样的情况下
[29:57] 目前看起来是多方胜
[29:59] 因为我们有讲过
[30:00] DDR4有点涨不动
[30:01] 可是现在看起来
[30:02] 不管怎样多方胜
[30:03] 因为缴出好成绩
[30:04] 以券商愿意加持未来
[30:06] 所以这个东西涨价题材
[30:08] PCB涨价题材
[30:10] 有回涨
[30:11] 记得真的后面都还会涨上去
[30:13] 但是有一个东西叫被动元件
[30:15] 昨天春田再度发了涨价函
[30:18] 发了涨价函
[30:19] 华新科跟国剧涨停板
[30:21] 结果今天就没了
[30:24] 这题太难了
[30:25] 这一题真的很难
[30:27] 因为每一次
[30:28] 我听早盘昨天就在讲
[30:29] 华新科跟国剧上来
[30:31] 这次要不要信
[30:32] 然后达人要来讲被动元件
[30:35] 要让他讲吗
[30:36] 会不会就一日行情
[30:37] 晚上我做节目也同样的困境
[30:39] 我说到底会不会
[30:41] 今天就一日行情
[30:43] 至少以今天来说
[30:44] 我来说
[30:44] 我觉得这一题是有点难
[30:47] 但我们从根本来看
[30:49] 就是说化石人
[30:51] 化石人就是说
[30:52] 决定整体产业
[30:55] 最大宗的产品是谁
[30:57] 比重有多高来决定
[30:59] 所以很简单
[31:01] 早期记忆体的化石人
[31:03] 就是PCNB手机
[31:05] 我苹果手机
[31:08] 每一个搭载的都是什么
[31:10] 512G
[31:11] Gigabit
[31:12] 所以消费型电子
[31:14] 主宰了记忆体
[31:16] 三年一个循环
[31:17] 四年一个循环
[31:18] 因为我东西变贵了
[31:20] 我就买的变少了
[31:21] 或者像你看
[31:22] 20COVID的时候
[31:23] 我们PCNB买到爆
[31:25] 那2022年就跌6000点
[31:27] 因为库存太多
[31:29] 同样的
[31:30] 被动元件的化石人
[31:32] 现在还有一大部分
[31:34] 例如说有三层是车
[31:36] 车子没有太好
[31:37] 有大概三层四层
[31:39] 是消费型电子
[31:41] 那整个伺服器
[31:44] 我们连一般伺服器
[31:45] 跟AI伺服器都一起来算
[31:47] 占整个被动元件
[31:50] 整个派
[31:51] 也就是说它这个整个
[31:52] 产业营收的比重
[31:54] 还不够高
[31:56] 所以我们就讲
[31:57] 记忆体以前可能占两成
[31:59] 现在要到四成
[32:00] 所有记忆体
[32:02] 我们就以一百颗
[32:03] 全世界做一百颗出来
[32:04] 有四颗要被CSP抢走
[32:06] 你看高阶制程台积电
[32:08] 做出来的三奈米
[32:09] 可能要有100颗里面
[32:11] 有七八颗都要被高阶的抢走
[32:14] 灰打啦
[32:15] ESIC他们抢走
[32:15] 但是被动元件可能不到四成
[32:19] 可能只有两成多
[32:21] 所以这个东西
[32:22] 它会放一个烟火
[32:23] 我也没有说它不会涨价
[32:25] 可是你反而应该要去看
[32:27] 例如说米罗塔
[32:28] 春田制造所
[32:30] 太阳诱电
[32:31] 甚至台湾
[32:31] 我觉得可能只有国巨跟华星科
[32:34] 对
[32:34] 那再来就是看那个
[32:36] 一般伺服器比重最高的那一档
[32:38] 那我觉得
[32:39] 谁啊谁
[32:40] 我有点忘记名字
[32:41] 太久没看被动元件
[32:42] 我等一下帮你查出来
[32:43] 好我们再留言
[32:44] 我们再请小编帮我们留上去
[32:46] 但是我只能说呢
[32:47] 被动元件大概就那两三档
[32:49] 你不能说
[32:51] 这个什么东西也要涨价
[32:53] 涨价有分
[32:54] 涨产品别
[32:56] 涨一点点
[32:57] 然后有分
[32:57] 涨很久
[32:58] 涨好几个季度
[33:00] 这些事情一定要分清楚
[33:01] 被动元件的涨价
[33:03] 可能是久久一次
[33:04] 跟记忆体的涨价是
[33:07] 每次都在涨
[33:08] 然后每次都涨很久
[33:10] 这是完全不一样的逻辑
[33:11] 你是讲预帮吗
[33:12] 预帮完全正确
[33:13] 就高价的
[33:14] 因为他真的获利很好
[33:15] 他是比较多伺服器
[33:16] 真的要猜中队长
[33:18] 真的也是够了解他
[33:19] 产业真的够深度
[33:20] 没有我够了解队长
[33:21] 美貌与才智并重
[33:22] 我在旁边就是心灵感应
[33:24] 队长想要讲什么
[33:25] 我感觉被弄一天
[33:26] 太久没看了
[33:27] 但这个
[33:27] 你看吧
[33:28] 你是不是觉得这点很难
[33:29] 我是能解的
[33:30] 我真的觉得
[33:31] 你们就要理解
[33:33] 我好苦
[33:34] 不要这样子
[33:34] 也是苦
[33:36] 帮助大家想问的
[33:37] 因为大家就想说
[33:38] 涨价我就来冲
[33:39] 对不对
[33:40] 看到滑就买
[33:42] 不是不能这样子
[33:43] 有分
[33:44] 什么均滑造滑
[33:45] 不一样
[33:46] 所以我会觉得被动元件
[33:48] 它其实长线还是好
[33:50] 但是看那几只大的
[33:51] 然后现象最近也在长
[33:53] MCU也在涨
[33:55] 成熟制成也在涨
[33:56] 我会觉得硬体的外溢效果
[33:58] 跟我们常常理财答案秀
[34:00] 去年有讲过
[34:01] 叫半导体的通膨
[34:02] 这件事情是在发生的
[34:04] 但是大家只要记住一件事情
[34:06] 涨价是涨很久
[34:08] 还是很久涨一次
[34:09] 每次都涨
[34:10] 还是偶尔涨
[34:11] 那涨什么品项
[34:12] 把这件事情往下看
[34:14] 往深入去看
[34:15] 我相信一情天下无难事
[34:17] 所以最后聊聊巴菲特讲过的
[34:20] 上帝跟巴菲特一样
[34:21] 巴菲特说上帝跟股市一样
[34:23] 上帝会帮助愿意自己帮助的人
[34:26] 可是股市不会原谅自暴自弃的人
[34:30] 上帝会原谅自暴自弃的人
[34:32] 股市不会
[34:32] 就是我觉得涨价我就冲
[34:34] 台积电买不到就买联电
[34:37] 联电买不到再什么
[34:39] 双鸿买不到买双邦
[34:40] 我觉得这都是错的
[34:41] 你要自己帮助自己
[34:42] 然后多看我们节目
[34:44] 然后把自己变强
[34:46] 然后困难就会变弱
[34:48] 大概是这样
[34:48] 我也呼应一下
[34:50] 最后队长讲的话
[34:51] 我觉得听众朋友
[34:52] 是真的很可爱
[34:54] 因为最近这几集
[34:55] 我想大家应该都知道
[34:56] 我跟不同的来宾都有分享
[34:58] 如果这一波的涨势上来
[35:00] 有那么多的中小热门股在涨
[35:02] 你一定又开始重新有FOMO的感觉
[35:04] 那不外乎就是如何处理掉
[35:08] 您手上真的是弱势
[35:10] 跟AI占卜上边的股票
[35:12] 部分挪移到
[35:13] 不管你要不要做热门题材股
[35:16] 或者是我们有讨论
[35:17] 这个主动式的ETF真的好猛
[35:19] 他帮你抓标股
[35:21] 如果你真的好喜欢这个价值股高股息
[35:25] 夫婿哥也讲了
[35:25] 你可能个股抓不准
[35:27] 你还是可以着量的布局
[35:29] 在高股息的ETF
[35:30] 不要觉得人家是阿斗
[35:31] 因为你自己抱的那些也是阿斗嘛
[35:33] 讲白了就是这样
[35:35] 结果此话一出
[35:36] 连续几集这样讲
[35:37] 就每天都有人私讯我
[35:39] 每天的私讯都还是同样的
[35:41] 赵华 李小姐都有
[35:44] 请问我手上有什么什么股票
[35:46] 哇这个账面套了
[35:48] 十几万几十万都有
[35:49] 我到底该怎么办
[35:51] 我该怎么办
[35:51] 那我后来都是跟队长
[35:53] 讲了一句一样的话
[35:55] 因为有人讲股票是什么
[35:56] 有人没有嘛
[35:57] 不管有没有讲
[35:58] 我都会回一句说
[35:59] 其实我没有办法回答你
[36:00] 你的股票会不会回到你买的价钱
[36:03] 可能会可能不会
[36:04] 可是重点在哪里
[36:05] 重点在你自己不确定
[36:07] 你自己没把握
[36:09] 你自己当初在买的时候
[36:10] 有人跟我说他是看朱老师的
[36:12] 有人跟我说他听了傅旭哥讲
[36:14] OK两个门派截然不同
[36:16] 你听朱老师的事实上破线
[36:18] 你就应该走了
[36:19] 不应该套牢
[36:20] 那套牢你反弹也应该走了
[36:22] 就不用纠结了
[36:23] 那显然你听不进去
[36:24] 你听到傅旭哥的
[36:25] 傅旭哥会把他看的觉得
[36:27] 原来获利不如预期
[36:29] 他不是真的价值股砍掉
[36:30] 换到他觉得还是价值股
[36:32] 或者是仰赖高息ETF
[36:34] 因为他要现金流
[36:35] 所以如果你听的这些达人
[36:37] 或是听了队长
[36:38] 产业的变化
[36:39] 这个是稍微在进阶
[36:40] 那你就要去follow
[36:43] 这个产业的变化
[36:43] 有没有问题
[36:44] 下跌时要知道
[36:45] 大跌只是过程
[36:46] 挫折只是过程
[36:47] 那这些你如果都学不起来
[36:51] 那怎么样
[36:51] 那其实你是动起来
[36:53] 改变你的配置习惯
[36:55] 动起来
[36:56] 你不适合那么多的个股
[36:57] 动起来
[36:58] 你不要在那边
[36:59] 觉得你的个股
[37:00] 会因为问东问西
[37:01] 它就会回到原点
[37:02] 没有人可以告诉你会不会
[37:04] 你可以做的就是
[37:06] 有把握的你留着
[37:07] 没把握的钱换出来
[37:09] 去做配置
[37:10] 对
[37:10] 你要去买一点点
[37:12] 不formal的AI股
[37:13] 或是你要配在
[37:13] 让你觉得
[37:14] 真的是领袭的高息股
[37:15] 还是你要放在
[37:17] 所谓的主动CTF
[37:18] 帮你去跑
[37:19] 或者是你就直接买大盘
[37:20] 你就直接买台积点都好
[37:22] 你就不要坐在那里
[37:24] 说怎么办
[37:26] 怎么办
[37:26] 动起来
[37:27] 配置起来
[37:28] 這樣子在自暴自棄在股市裡面
[37:30] 真的是股市沒有辦法會給你好的結果
[37:34] 是的
[37:35] 好又再囉嗦了一次
[37:36] 不會我覺得這種心靈雞湯很需要
[37:38] 對因為大家很可愛
[37:40] 真的是很可愛
[37:41] 就是我越講啊
[37:42] 這種訊息越多
[37:44] 把他們全部調出來了
[37:45] 不是
[37:46] 然後昨天還有一個人
[37:47] 我回他之後他就回我說
[37:49] 哇原來你真的會回
[37:51] 什麼啦
[37:53] 你們下錯標嘛
[37:54] 什麼李小姐
[37:55] 我都直接又問女神
[37:57] 我都直接打女神
[37:58] 别别别
[37:59] 就会回
[38:00] 赵华是很亲民
[38:02] 而且他很常回
[38:03] 我自己也觉得
[38:04] 这一点他做的比我好太多
[38:06] 但是我最后真的会跟大家讲
[38:07] 不管你秀出来说
[38:09] 我哪一档股票套牢多少钱
[38:10] 其实我的答案就是
[38:11] 所以呢
[38:12] 你自己觉得会不会回来
[38:14] 所以呢
[38:14] 当初你买进的原因
[38:15] 现在还在不在
[38:16] 这些不是我能告诉你的
[38:18] 我真的没有办法打包票
[38:20] 说他会回来
[38:21] 我觉得教他们配置已经很棒了
[38:23] 是
[38:23] 好
[38:24] 然后所以今天队长也来
[38:25] 也是强调
[38:26] 队长这个产业的研究非常深厚
[38:29] 有一个在外商投信的朋友
[38:31] 有问我说
[38:31] 他想要上产业课
[38:33] 要不要去上队长的
[38:34] 欢迎欢迎
[38:35] 我就跟他讲一句说
[38:36] 你去
[38:36] 但是我觉得
[38:37] 你最后还是会依赖队长
[38:39] 报牌给你
[38:41] 不要这么说
[38:42] 我们趁这个机会
[38:43] 抱歉一下
[38:44] 我们的FB都没再回了
[38:45] 我真的汗眼
[38:47] 赵华真很棒
[38:48] 不会啦
[38:48] 如果大家真的有兴趣的话
[38:50] 就去上上课
[38:51] 队长会回你
[38:51] 谢谢大家
[38:53] 那我们今天古厚仔就到这边了
[38:56] 也跟各位听众说拜拜了
[38:57] 拜拜
