[00:00] 欢迎收听赵华谊股货载第1159集
[24:01] 没有那么快
[24:02] 所以因为资金有限的考量之下
[24:04] 所以这一波是先选择去加码和生堂
[24:07] 那道理其实主要就是在
[24:09] 筹码的集中与否这个差异
[24:12] 因为和生堂就是在先前
[24:14] 它遭到20分钟的分盘处置的时候
[24:16] 有一段大概从600多块以下
[24:19] 它开始进入到连续的跳空跌停
[24:21] 崩跌无量
[24:22] 但是现在反弹上来
[24:24] 它就相对回到那个位阶
[24:26] 是比较快速也比较容易
[24:27] 不过大概675以上或700以上开始
[24:31] 它也要面临就是
[24:32] 真正套牢压力的考验了
[24:34] 所以接下来
[24:35] 在合成堂短线已经
[24:37] 联标涨零之后
[24:38] 我觉得大家也要去观察
[24:40] 它会不会开始就是直涨
[24:42] 那直涨之后
[24:43] 对整个被动元件
[24:44] 到底是带来比较正面的效应
[24:47] 就是把资金分散出来
[24:48] 轮到其他的第二梯队
[24:50] 第三梯队
[24:50] 还是会变成说
[24:51] 龙头也涨不动了
[24:53] 其他大家就比信心更了
[24:54] 这个其实就先不要预测立场
[24:56] 去做观察就可以了
[24:58] 好
[24:59] 那当然很多人也是想要知道
[25:01] 像记忆体的部分
[25:02] 今天也算是一个涨跌互见
[25:05] 因为接下来MSCI要重新的换股
[25:08] 有可能记忆体就会有人被选进去了
[25:10] 因为我们的分盘交易制度
[25:12] 其实那个时候干扰的不只是
[25:15] 这一波下跌
[25:16] 大户一直在喊说
[25:17] 手上的股票无量卖不掉
[25:19] 它也影响到
[25:21] 例如说大型资金
[25:22] 它要把你纳入它成分股的时候
[25:23] 例如南雅科黄帮店
[25:25] 它在被分盘
[25:26] 20分钟分盘
[25:28] 所以换股可能就会想说
[25:29] 换不进来
[25:30] 还记得0050那时候
[25:31] 纳入南雅科的时候
[25:32] 就遇过这个问题
[25:33] 因为他在分盘
[25:34] 所以零领域买不起
[25:35] 就只好延后生效
[25:38] 那这一次MAC要换股
[25:40] 就有可能南雅科会被换进去了
[25:43] 所以这几天筹码看得出来
[25:44] 外资跟投信是还蛮青睐南雅科的
[25:47] 但今天南雅科黄帮店
[25:49] 都是处于一个比较开高走低的状况
[25:50] 反而是利基店逆势涨停
[25:52] 刚刚威良偷偷告诉我
[25:54] 他觉得利基店会逆势涨停的原因
[25:56] 那旺宏也还不错
[25:57] 甚至模组本来比较弱的
[25:59] 但现在群联看起来也还不错
[26:01] 所以记忆体今天是有点涨连互见之外
[26:05] 这段时间以来
[26:06] 其实台股的记忆体
[26:08] 反而在全世界来说是厉害的
[26:12] 你怎么看这样的现象
[26:13] 我觉得就是说
[26:16] 记忆体当然是一个
[26:18] 在这波跌升之后
[26:20] 跌出了很好的身价
[26:22] 因为确实如果要论毛利率
[26:25] 他们是很高的
[26:26] 论营收的成长率
[26:27] 他们也很高
[26:28] 但偏偏本益比可以说是
[26:31] 放眼各大涨价组织里面最低的
[26:34] 所以当然是叠出了一个
[26:35] 很好的投资价值
[26:37] 只不过整个V转上来之后
[26:39] 南亚科是率先创历史新高
[26:41] 那这一波南亚科
[26:44] 我觉得在最后这几天的反应
[26:46] 应该就是提早再反应
[26:48] MSCI的季度调整
[26:50] 因为在明天的清晨就会生效
[26:53] 就会宣布
[26:55] 那月底才会生效
[26:56] 所以看起来这几天外资的买盘
[26:59] 是有连续的进场
[27:00] 看起来应该是有人
[27:02] 透过可能精密的计算
[27:05] 认为有相当高的几率
[27:06] 所以已经在先做卡位吃豆腐了
[27:09] 那当然因为既然明天早上起床
[27:12] 就会知道最后的答案
[27:14] 所以看起来会不会今天就是
[27:16] 创高之后就有人开始先获利了解了
[27:18] 开了第一枪
[27:19] 那就变成说
[27:20] 大家就争先恐后的迈出了
[27:22] 那毕竟因为如果以南亚科
[27:24] 固然在国内来讲
[27:26] 它是一个非常高获利的公司
[27:28] 可是在记忆体族群
[27:30] 如果真的我们放在全球来比的话
[27:32] 其实论毛利率
[27:35] 或者论整个成长性的话
[27:37] 还是比不上HBM为主的
[27:40] 海力士 三星 美光
[27:42] 所以当南亚科股价的位阶
[27:45] 已经是率先来到历史高峰
[27:47] 那我会觉得这个地方
[27:49] 也确实应该要适可而止
[27:51] 或许它将来在休息或拉回过后
[27:54] 可以再涨
[27:55] 但是我觉得在股价的伦理上呢
[27:58] 要先等一下海力士
[28:00] 或等一下美光
[28:01] 会比较合理一点
[28:02] 对
[28:03] 所以现在看起来呢
[28:04] 我不知道是不是市场的资金呢
[28:06] 也是往这个方向来留意跟思考
[28:08] 因为如果我们讲
[28:09] 就是记忆体呢
[28:10] 现在选股的大方向
[28:12] 应该就是制造厂
[28:15] 由于模组厂
[28:16] 那制造厂呢
[28:17] 就会把范围缩小到南亚科
[28:19] 华邦电
[28:20] 旺宏跟力积电
[28:22] 对
[28:22] 那再从呢
[28:23] 制造厂里面再去比较
[28:24] 位阶来看的话呢
[28:25] 相对比较低
[28:27] 就是旺宏跟利基电
[28:29] 那尤其就是利基电
[28:31] 是
[28:31] 所以呢
[28:32] 今天看起来
[28:33] 利基电似乎就是在
[28:34] 启动落后补涨的效应了
[28:36] 那这个
[28:37] 当然刚刚前面私下聊到是说
[28:40] 我刚刚问的赵华一个问题
[28:42] 就是
[28:42] 如果说过市的话
[28:45] 持有股票会怎么来课税
[28:47] 是按照就是过市
[28:49] 过市当时的这个
[28:51] 当天的收盘价
[28:52] 我说实话
[28:54] 我真的那时候没想过这个事情
[28:56] 所以是按照过世当天的收盘价
[28:58] 来算遗产税
[28:59] 对
[29:00] 所以说
[29:02] 假如就是说
[29:04] 站在节税的考量上面
[29:06] 就是说
[29:07] 我不是指利基店而已
[29:09] 就是说以前有碰过一些大户
[29:11] 在处理这个身后事的时候
[29:13] 因为如果是意外
[29:14] 你没有办法知道时间
[29:15] 但是如果是因为身体的病因
[29:18] 通常就是
[29:20] 长辈也会这样子
[29:22] 就是可能会提前一段时间
[29:24] 会开始去跟会计师讨论这些相关的事情
[29:27] 那有时候整个家族或投资公司
[29:29] 控股公司
[29:30] 可能会在股价上面会希望说
[29:32] 稍微压抑一下
[29:33] 不要涨太快
[29:34] 那这样来讲的话呢
[29:36] 在完成继承了之后
[29:37] 那这个遗产税可能
[29:39] 对于越高持股来讲的话
[29:40] 它结税的效益会越大
[29:42] 对所以我觉得利基电
[29:44] 为什么先前有点落后
[29:46] 本身是不是跟这个有关
[29:48] 这个可能是一个可以去多思考方向
[29:51] 但无论如何呢
[29:52] 我想因为黄董之前提到过
[29:54] 未来台湾没有百元以下的
[29:57] 半导体制造厂了
[29:58] 那这个隐含就是
[30:00] 可能呢
[30:01] 立机电将来以后
[30:02] 会不会也回到
[30:03] 在三位数以上
[30:05] 那再来就是说
[30:06] 他也提到下半年
[30:08] 因为毛利率呢
[30:09] 会持续的往上
[30:10] 季季高
[30:11] 然后明年呢
[30:12] 毛利率应该就会
[30:13] 来到40%以上
[30:14] 所以这样来看的话呢
[30:16] 如果就毛利率的成长幅度
[30:18] 空间来看的话
[30:19] 毕竟这个
[30:21] 南亚克的毛率
[30:22] 已经冲到了快要80%了
[30:23] 对
[30:24] 所以再往上呢
[30:25] 要再增加
[30:26] 相对难度比较高
[30:27] 可是对于利基电来说
[30:29] 第一季毛率10%
[30:30] 第二季28%
[30:31] 那如果再往40%来走
[30:33] 将来甚至可以往50%
[30:35] 或更高来走的话
[30:36] 那它其实潜在的
[30:38] 所谓的momentum动能
[30:39] 会比较有亮点
[30:41] 好
[30:41] 刚刚那个当然就是
[30:42] 纯属小讨论啦
[30:43] 不止利基电的状态
[30:46] 各个
[30:46] 因为我们陆陆续续这几年
[30:48] 也是有听到
[30:49] 有一些创办人的离开
[30:50] 我每次会有点
[30:51] 就吃惊这样子
[30:52] 才会当做一个小尝试
[30:55] 小知识来听好了
[30:57] 因为毕竟地基链股本也很大
[30:59] 可能股价是不是能够操控
[31:00] 也不知道
[31:01] 不过无论如何
[31:04] 大家一定也会希望
[31:05] 手上有的朋友
[31:06] 未来的走势是往上的
[31:08] 那我们常常讲一件事情
[31:09] 其实一两天的走势
[31:11] 我们说不准
[31:11] 可是一个波段
[31:13] 或者是当这个产业
[31:15] 它掉下来的时候
[31:16] 股价掉下来的时候
[31:18] 它到底能不能
[31:19] 让你勇敢承接
[31:20] 这个倒是可以在对策上面
[31:22] 我们可以分析得很清楚
[31:23] 对
[31:24] 就像我常常跟大家分享说
[31:27] 机体我个人真的
[31:28] 相对来说比较不擅长
[31:30] 可是你说它的势头起来的时候
[31:32] 我倒是蛮认同
[31:34] 因为他们已经有
[31:34] 非常强力的基本面做底气了
[31:37] 那我也可以理解
[31:38] 颗粒厂绝对是在这一波景气
[31:41] 来来回回
[31:42] 只要报价维持在高档
[31:43] 即使它的增速没有像之前那么快照理来说颗粒厂的获利还是一个高个高原,或是节节高升的状态,但模组厂我们也常常讨论一件事嘛,它就非常取决于它要怎么卖它的库存,
[31:55] 它的库存可能会因为它没有囤购,
[31:58] 或者是它要省着卖等等的,
[32:00] 出现营收你没有办法那么好掌握,
[32:03] 以及毛利率没有办法那么好掌握,
[32:05] 这也是市场对于模组厂可能相对之下,
[32:08] 就会比较含蓄,
[32:09] 但我必须讲哦,
[32:10] 假如今天是一个大多头的气势回来了,
[32:13] 那就不管上中下游可能都会涨
[32:15] 确实
[32:16] 对
[32:16] 然后呢
[32:17] 颗粒是会告诉你
[32:18] 他们之前已经涨很多了
[32:20] 可能之后有陆续几家创历史新高
[32:22] 啊摩托厂太委屈了啦
[32:24] 所以当气势起来的时候
[32:26] 就会变成
[32:27] 越落后的可能也会涨越多
[32:30] 但因为目前我们叫温水区
[32:31] 温水区它就会有强弱分明
[32:33] 所以这个时候想要赚到钱
[32:35] 有一些大户
[32:36] 或是甚至主动型ETF的经营人
[32:38] 他可能选择就是短进短出
[32:40] 对
[32:41] 所以我觉得跟随他们的话
[32:42] 我们也要清楚我们在干嘛
[32:44] 例如说你是希望
[32:45] 你很看好的这个产业
[32:47] 现在有一个底气
[32:48] 把它拉上来
[32:49] 你不是为了拉上来就要卖
[32:50] 那我觉得你就在旁边
[32:52] 欣喜地看着有人帮你拉这样
[32:54] 但如果你是觉得
[32:56] 我希望再赚一两根
[32:57] 我要赶快就是做解套
[33:00] 或者是什么的
[33:00] 那你就要知道自己是手脚快
[33:02] 然后千万不要就是重蹈覆辙
[33:05] 就是上一次
[33:06] 例如说有人觉得他抱过一座山
[33:08] 那这一次上来我有获利
[33:10] 我要先出去吗
[33:11] 我觉得你也可以像刚刚
[33:12] 魏良讲的一样
[33:13] 我也常常分享
[33:14] 就算你只有一张
[33:15] 你先卖一百股也可以
[33:17] 真的
[33:18] 就是你先卖一百股
[33:19] 两百股
[33:20] 你还是留下八百股
[33:22] 九百股自己再观察
[33:23] 也可以
[33:24] 或是你卖一半
[33:25] 你不一定是说
[33:26] 你一定要全卖
[33:28] 才能证明
[33:29] 你是压到最高点
[33:30] 或是最低点
[33:31] 所以我觉得分批卖出
[33:32] 也是一个好的想法
[33:34] 那同样的
[33:35] 在往下跌的过程中
[33:36] 赵华喜欢选择
[33:37] 就是分批买进
[33:38] 或多或少买一点
[33:40] 或多或少买一点
[33:41] 那底线是什么
[33:42] 底线就是台股不见了
[33:44] 台股没有了
[33:45] 如果你能够分批买到台股没有了
[33:48] 你也
[33:48] 你也
[33:49] 没有大家都没了
[33:50] 对不对
[33:51] 买到没有的前一颗
[33:52] 可能性太低了吗
[33:53] 那我觉得那在接的时候就不会这么害怕
[33:56] 我觉得这也是
[33:57] 昨天在尾巴的时候跟拉拉聊到说
[33:59] 即使大家可能手上有很多的股票
[34:02] 还有ETF
[34:03] 可是你会发现
[34:04] 不管到怎样
[34:05] 最后你能够抱最多部位最大
[34:09] 然后安稳成长的
[34:11] 一定就是你不是天天会想要去关照他的那一些东西
[34:15] 你天天会去关照他的
[34:17] 你提心吊胆的
[34:18] 你今天恨不得有全世界的人来帮你拉你解套的
[34:22] 那往往就是你不会赚到钱的东西
[34:25] 后来就一个很可爱的听众
[34:27] 应该也算观众
[34:28] 因为我们昨天有影片版
[34:29] 他就留一个超长的留言给我
[34:32] 我想要在空中跟大家分享他的留言
[34:35] 无关对错
[34:36] 我觉得他是一个心境
[34:37] 大家也可以思考一下
[34:38] 他说这个朋友叫鱿鱼
[34:40] 很可爱
[34:41] 大家也可以去赵华爱伦说的
[34:43] YouTube频道
[34:44] 可以亲自看他的文字
[34:45] 因为我就简单讲一下
[34:46] 他说呢
[34:47] 最后我们讲个股的论点
[34:50] 我整个打中他
[34:51] 他说每天想盯的个股
[34:53] 真的买不多
[34:55] 就算赚翻倍也还好
[34:57] 因为图的是一个爽度
[34:59] 反而像ETF
[35:01] 还有举例像
[35:02] 他是有买00935
[35:03] 他说就敢重压大钱
[35:05] 他说重点是
[35:07] 回头来看
[35:08] 在个股花的时间超级多
[35:10] 其实这段我蛮感动的
[35:12] 他说每天下班
[35:13] 晚上八点坐在星巴克
[35:15] 就开始看
[35:15] 营收 产业细节
[35:17] 各大脸书 各大翠
[35:19] 财经KOL 财经台
[35:20] 理财达人秀 超前部署
[35:22] 统一投股YT 这是婉婷
[35:23] 风传媒 Podcast
[35:25] 股癌 小朋友学投资 股货仔
[35:27] 到十二点
[35:29] 可以追踪一下微量
[35:30] 股市权威
[35:31] 外资报告
[35:33] 还有全英文的
[35:34] 要不是我用一些AI工具
[35:37] 我可能还要搞到凌晨一点
[35:38] 就算抓到对的个股
[35:40] 我投的钱也不敢太多
[35:42] 赚了之后还要烦恼
[35:44] 那现在是减码吗
[35:46] 还是加码呢
[35:47] 他说重点是又不是稳赢的
[35:50] 那跌的时候也要想
[35:51] 我要摊平呢
[35:53] 还是停损呢
[35:54] 然后他就觉得
[35:55] 做了这么多的事情
[35:56] 变成无限轮回定义
[35:59] 他说就算你卖掉
[36:00] 你还要烦哦
[36:01] 要不要买回来嘞
[36:03] 他说要烦的事情真的太多了
[36:05] 他说如果隔天开盘
[36:08] 国际盘烂
[36:09] 台股也跟着烂
[36:10] 那我昨天晚上整晚的研究
[36:12] 似乎也没用了
[36:14] 例如他有讲光通讯
[36:15] 花了很久搞通细节了
[36:18] 联亚也爆了
[36:19] 但是却是爆过了一座山
[36:22] 卖出时没什么赚
[36:24] 研究个叉叉
[36:25] 就是他就说
[36:27] 所以他说
[36:28] 对于昨天我们聊到
[36:29] 追个股很累的发言
[36:31] 是整个大共鸣
[36:32] 早上六点都还要上班
[36:33] 整个星巴克剩下我一个人了
[36:35] 好可怜
[36:35] 回头打开账户
[36:37] 赚最多的
[36:38] 就是我没有花太多心力的
[36:41] 刚刚讲935
[36:42] 他还有举例991 981
[36:43] 所以他是一个算比较积极型的
[36:45] 喜欢科技跟主动性的
[36:47] 还有台积电
[36:48] 还有曾经抓到的星星跟宏镜
[36:51] 所以他说很有心有戚戚焉
[36:53] 但是这就是个股的魅力
[36:55] 再怎么说
[36:56] 大家还是希望看到自己的个股
[36:58] 有翻倍再翻倍
[36:59] 但是可以一部分的钱玩个股
[37:02] 大部分的钱就放在
[37:03] 你可以放心的资产上面
[37:05] 我觉得这就是一个平衡
[37:06] 其实当然就是
[37:08] 赚钱
[37:09] 尤其我们讲的是赚真正的金额
[37:12] 不是%报酬率来讲的话
[37:14] 我觉得那个关键
[37:15] 真的跟你的投资部位是有关的
[37:18] 所以其实毕竟获利就是等于
[37:20] P乘上Q
[37:21] 这P指的就是股价报酬率
[37:24] 很多人其实就是当然
[37:25] 寻寻觅觅在找标股
[37:27] 或许能够涨了一倍两倍
[37:30] 但是能不能真正的赚到一桶金
[37:34] 或者是翻转财富
[37:35] 会跟这个Q有更大的关系
[37:37] 那这个Q呢
[37:38] 就持股的部位张数
[37:40] 真的是必须要
[37:41] 够大够集中
[37:42] 对那这个其实是有前提的
[37:45] 并不是说
[37:45] 那投资就变成说
[37:47] 大家来比谁
[37:48] 是比较尬死比较胆识
[37:49] 并不是
[37:49] 而是在于说
[37:51] 对于所买进的标的
[37:53] 是不是三思后行
[37:55] 那有一定的进出规划
[37:57] 然后也有深入的了解
[37:59] 有熟悉度
[38:00] 有把握度
[38:01] 那唯有做到这些
[38:03] 那才敢放大
[38:04] 所以有时候
[38:04] 我也是跟投资朋友聊到
[38:06] 就是
[38:06] 我发现台湾大部分
[38:09] 如果有买卖房地产的人
[38:11] 不论是当初是为自住
[38:13] 后来换屋
[38:14] 还是纯粹就是自产投资
[38:15] 其实大部分都会赚到钱
[38:17] 而且都不少钱
[38:18] 一路账可能都是
[38:19] 台币七位数起跳
[38:21] 甚至到八位数的获利
[38:23] 但是股票来讲的话
[38:25] 可能就不一定了
[38:26] 大家就会比较分歧
[38:28] 这个先天的原因就在
[38:29] 因为去买卖房子
[38:31] 你不太可能是
[38:32] 听说哪一间房子不错
[38:34] 听说的
[38:35] 然后就买了
[38:36] 就付了握权金
[38:37] 就不太可能
[38:39] 那也不会说你只看了一间
[38:40] 第一眼喜欢我就买了
[38:42] 那因为呢
[38:43] 它先天就是一个前提
[38:45] 就是门槛高
[38:46] 所以为了要拿出动辄呢
[38:48] 数百万甚至上千万资金
[38:50] 大家会做很多功课
[38:52] 做很多比较
[38:52] 可能你看了一间房子喜欢的话
[38:54] 你会附近多看几间
[38:56] 那同一间房子呢
[38:57] 你可能也会白天看
[38:59] 晚上看
[38:59] 晴天看雨天也看
[39:01] 所以如果把那个
[39:02] 看房子的精神跟态度
[39:03] 用在看股票
[39:05] 这个同一个族群
[39:06] 你不会只看一档各股
[39:08] 你会好几档都看
[39:09] 就跟同一条路上你看了很多物件
[39:11] 那另外呢
[39:12] 在涨的时候你也研究它
[39:13] 跌的时候你也研究它
[39:15] 其实我觉得
[39:16] 那个信心就会提升
[39:18] 那就会比较敢适度的去放大
[39:20] 这个Q部位的部分
[39:22] 好 而且看房子
[39:23] 你也不可能全台湾看嘛
[39:25] 对不对
[39:25] 你会集中在你喜欢的区域
[39:27] 或熟悉的
[39:28] 对 或熟悉的区域
[39:30] 然后那个环境你喜欢的
[39:31] 因为股票市场也是1700档股票
[39:33] 茫茫大海之中
[39:35] 我们虽然每天说百花齐放
[39:36] 上涨加速1100家
[39:38] 但是你不可能拥有这1100家
[39:40] 当然你去买一个市值
[39:41] 或是你去买一个相关的ETF
[39:43] 你持有的部位比较大
[39:45] 可是如果你真的要买个股
[39:46] 确实就是这样
[39:47] 你的熟悉的区域在哪里
[39:49] 你的掌握度在哪里
[39:50] 那也不要忽略一件事
[39:51] 假如你很在意你的房价
[39:53] 对不对
[39:54] 那你至少要找保值区
[39:55] 那你自己很喜欢
[39:57] 住在这个山里面
[39:59] 或是哪个湖旁边
[40:01] 可是其实市场不太来这个地方的
[40:03] 那你要享受它的宁静
[40:05] 对
[40:05] 有道理
[40:06] 对
[40:06] 你要想到
[40:07] 你不要一直讲说
[40:08] 到底大家在干嘛
[40:09] 都不来弄我的房子
[40:10] 不来帮我
[40:11] 雇我的房价
[40:12] 所以我觉得确实是一个
[40:13] 很棒的比喻
[40:14] 大家可以参考
[40:15] 我想到
[40:16] 最后的最后
[40:17] 我帮明翰讲一下
[40:18] 因为昨天有提到
[40:19] 明翰的脸书
[40:20] 他其实不是被盗
[40:22] 他是他的管理员账号
[40:24] 被脸书停权
[40:25] 停权更麻烦
[40:27] 因为他的脸书就在那里
[40:30] 但他没有办法管理
[40:31] 后来他就想了一个办法
[40:32] 他从IG
[40:33] 去po了一篇文
[40:35] 到他的脸书上面说
[40:37] 请大家搬家
[40:38] 就搬到另外一个
[40:39] 他新创的粉丝团这样
[40:41] 下面一排说
[40:42] 这是诈骗
[40:43] 他真的很尴尬
[40:45] 因为他从IG发
[40:46] 他只能发
[40:47] 就是联动到脸书
[40:49] 联动之后他不能管理
[40:51] 所以他无法澄清
[40:52] 就他发了这篇文
[40:53] 请大家搬家之后
[40:54] 他就无法澄清了
[40:56] 导致大家就觉得
[40:57] 这看起来就像诈骗集团发的文
[40:59] 这也是诈骗搞的
[41:00] 我们都很
[41:01] 你知道我们很难说明
[41:03] 然后所以我这边
[41:04] 特地借由这个频道
[41:06] 因为频道总不会是诈骗了
[41:08] 有
[41:09] 明汉现在五万多的
[41:11] 那个粉丝团
[41:11] 有发了一篇
[41:12] 请大家搬家
[41:13] 请大家搬到新的粉丝团
[41:16] 那个是他本人发的
[41:18] 他苦于
[41:19] 他无法管理
[41:20] 那个五万多的粉丝专页
[41:22] 所以他没有办法呈金
[41:23] 那他今天会再拍一支影片
[41:25] 看看能不能上传
[41:26] 我就跟他开玩笑说
[41:27] 你拍影片
[41:28] 人家也会觉得是诈骗集团
[41:29] 对嘴套你的声音拍的
[41:31] 他说有可能
[41:32] 快被搞疯掉
[41:33] 那因为有很多人私讯问我
[41:36] 刚好昨天我们在录Podcast的时候
[41:38] 他还没做这举动
[41:39] 我们是录完之后
[41:40] 他才去新创了一个粉丝团
[41:42] 才没看为什么
[41:43] 你不赶快在我们
[41:44] 昨天录就讲呢
[41:45] 害得我今天
[41:46] 又来帮他做这方面的澄清
[41:48] 那这边的话
[41:49] 大家有听到的
[41:50] 就记得
[41:51] 当然如果还是不放心
[41:52] 可以去财经震撼蛋的
[41:54] YouTube频道
[41:54] 去问他本人
[41:55] 好
[41:56] 那今天谢谢威良
[41:57] 也有人敲碗说
[41:58] 有没有可能威良的
[41:59] 以后也帮我们拍影片版
[42:01] 好的
[42:01] 我们会安排
[42:03] 主要是我们现在是
[42:04] 能够上CC字幕
[42:06] 我们才会拍成影片版
[42:08] 像今天我人手比较缺
[42:09] 就没有
[42:10] 大家很想看这个型男
[42:13] 我听到了
[42:14] 我们尽量来做安排
[42:16] 那就跟各位古惑仔们
[42:17] 说拜拜咯
[42:18] 拜拜
