[00:00] 欢迎收听赵华谀古惑仔第1127集
[23:04] 所以我觉得大立光
[23:05] 是不是今天因为这样
[23:06] 所以掉下来
[23:07] 为什么
[23:08] 他搞不好一方面是因为
[23:09] 这个Apple
[23:10] 可是一方面可能也是因为
[23:11] 合胜上去
[23:13] 因为他们两个都做的都是
[23:14] 矽光子的临近的这一块
[23:16] 对
[23:17] 但是虽然
[23:18] 这个路径是不一样
[23:19] 但是方向是一样的
[23:21] 是
[23:21] 但戴力光今天是破十日线
[23:23] 还是强于大盘
[23:24] 国巨今天也是打到快十日线
[23:26] 也是强于大盘
[23:28] 也等于是不用那么快下定论
[23:30] 但是我们自己要理解
[23:31] 往下像赵华的想法就是
[23:33] 只要像这种破月线的时候
[23:34] 我都是去买
[23:35] 例如说市值型的ETF为主
[23:38] 会比较放心
[23:39] 会比较放心
[23:40] 或是你买一些
[23:41] 像我今天看了
[23:42] 最近主动式DT
[23:43] 肌效都跑得不一样
[23:44] 例如说前一阵的991A
[23:46] 跑得特别好
[23:47] 所以今天他根本就
[23:48] 只是在脚那边接近月线
[23:51] 可是像981A
[23:52] 最近比较辛苦
[23:53] 981A今天就一个
[23:54] 长黑破月线
[23:55] 那你要去捡
[23:56] 这个比较弱的
[23:57] 还是等比较强的下来
[23:58] 我觉得都可以
[24:00] 因为他们这种
[24:01] 还在赛跑
[24:02] 都才挂牌一年的东西
[24:04] 都还在赛跑
[24:05] 所以我还是按照我的纪律
[24:06] 有破的我先捡一些
[24:08] 没破的我也挂在
[24:09] 月线那边等等看
[24:10] 我就是用这样的一个想法
[24:11] 对
[24:12] 然后让他们去跑
[24:13] 那当然
[24:14] 我会密切注意的是
[24:15] 这一些像苹果的事情
[24:17] 为什么特别留意
[24:17] 我也会担心
[24:19] 会不会大家在消费品上面
[24:20] 越来越不肯消费
[24:22] 然后可是不肯消费
[24:23] 他们又因为零组件的涨价
[24:24] 不得不越来越变得更贵
[24:26] 形成的恶性循环
[24:28] 我觉得这个是比较不好的
[24:30] 但是AI的发展这件事情
[24:32] 倒看起来市场还是非常的买单
[24:34] 所以到底股市会在里面
[24:36] 什么时候找到平衡
[24:38] 我们可能需要一点观察
[24:39] 以及我也很支持凱哥讲的融资真的洗一下啦每次都会觉得我凹单就会大赚我杠杆开了我也不会有去杠杆的痛上一次跌到42000也没人断头
[24:50] 那这样子
[24:51] 其实你总有累积
[24:53] 一定是要还的
[24:54] 是
[24:54] 刚刚讲到基金
[24:56] 我们还是那个逻辑
[24:57] 就是说一样
[24:58] 基金也是可以跟个股的逻辑
[25:00] 是一样的
[25:00] 你就去观察它的月线的走势
[25:03] 当一档基金的月线走势
[25:04] 开始往下弯的时候
[25:06] 你就开始不要再加码了
[25:08] 因为稍微有点不太对
[25:10] 真的可是我喜欢那种
[25:11] 减便宜
[25:12] 破月线跟月线下弯
[25:14] 是两码子的事
[25:15] 月线下弯我懂
[25:16] 破月线是可以加码的
[25:17] 可是当它月线下弯的时候
[25:18] 你就先不要加码
[25:20] 也许它可能是短线的影响
[25:23] 但是它如果过几天又拉起来
[25:25] 那就没事
[25:25] 可是如果它连续一个礼拜
[25:27] 月线都持续下弯
[25:29] 那告诉你说
[25:29] 它的持股可能有些偏差了
[25:32] 对这是给大家做参考
[25:33] 好
[25:34] 我再帮凯哥就是
[25:35] 翻译举落
[25:36] 大家想说没有啊
[25:37] 正好不是说去基线了还要买
[25:39] 这是两种不同的思维
[25:41] 一种是
[25:41] 如果你的基金是那种很积极的
[25:44] 就例如说它是某一种
[25:44] 特殊产业的
[25:46] 它是比较积极的
[25:47] 你自己就要考量一下
[25:48] 因为它波动可能大嘛
[25:49] 所以当它越线下弯
[25:50] 它可能伴随来的会是
[25:52] 你已经可以预测到
[25:53] 也许是一大段的跌幅
[25:55] 那你手上的钱怎么配呢
[25:56] 假如你是一个定期定额
[25:58] 或是你本来就是越跌越减
[26:00] 你有留钱的人
[26:01] 我觉得没有关系
[26:02] 对
[26:02] 因为像台湾的科技股
[26:04] 或是半导体
[26:05] 或者是说整体市值
[26:07] 不太可能啦
[26:08] 所以如果你是
[26:09] 已经做好资金配置
[26:11] 跟进场策略的人
[26:12] 你可以这样做
[26:13] 但是如果你的钱
[26:14] 就那么一点点
[26:15] 你可能加个一两次
[26:17] 你就会没有的人
[26:18] 你可能就很留意
[26:18] 这件事情哦
[26:19] 因为你可能
[26:20] 加完一个月线
[26:20] 后面点你就都加不到
[26:22] 你就会很痛苦
[26:23] 你生日酒我要停损吗
[26:24] 怎么办
[26:24] 我钱被卡住了
[26:25] 所以我觉得
[26:26] 这种思维和
[26:27] 你会觉得很奇怪
[26:29] 为什么赵华说
[26:29] 越低越减
[26:30] 凯哥说
[26:30] 因为下万不要减
[26:31] 其实是取决于
[26:33] 你的进场配置的策略
[26:34] 你的商品
[26:35] 你的资金还剩下多少
[26:36] 是
[26:37] 好那这边的话
[26:37] 还是要问一下凯哥
[26:39] 我刚刚有讲的
[26:40] 下礼拜我会观察一下
[26:42] 例如说融资跟外资的一些变化
[26:44] 那你会主要观察在什么
[26:46] 因为国际市场
[26:47] 你说有没有什么大型的财报
[26:49] 什么下礼拜都还好
[26:51] 我觉得基本上
[26:52] 很快的就要台建法说嘛
[26:54] 那都知道台建
[26:55] 这次法说有两个重点
[26:57] 一个是资本支出
[26:58] 一个是毛利率
[26:58] 那毛利率基本上
[27:00] 它一定是往上走的啦
[27:01] 它上个月应该是
[27:03] 上一季应该是接近65 66了嘛
[27:06] 那我觉得他接下来
[27:07] 就会往70去
[27:08] 所以他其实是越来越好
[27:10] 越来越好
[27:11] 其实代表他的什么
[27:12] 他的获利越来越高
[27:13] 他也不断持续在
[27:15] 在扩大他的资本支出
[27:16] 资本投入
[27:17] 那资本支出看起来
[27:19] 他就算这次没有讲
[27:20] 下次也会讲
[27:21] 一定还是扩大资本支出
[27:22] 所以他的设备
[27:24] 他的运营
[27:25] 他的建厂
[27:28] 这些一定都是跟着往上走的
[27:30] 所以下礼拜
[27:31] 除我们刚刚讲的
[27:32] 实行元件这些以外
[27:33] 像前几天有拉到掌亭的汉堂
[27:35] 或者是像亚翔
[27:37] 这种其实下来
[27:38] 其实他们都没有涨很多
[27:40] 其实他们是很稳健
[27:41] 慢慢一直往上爬
[27:42] 我觉得相对来讲
[27:43] 今天这样一个风暴
[27:44] 我觉得他们也想不会太大
[27:46] 他们继续往上走
[27:47] 不会因为这样就结束
[27:49] 一样这个设备也是
[27:51] 就是你去观察
[27:53] 就是下一个阶段
[27:54] 台积电的COWAS到COPOS
[27:57] 这边的设备机台的创伤
[27:59] 他们应该也是会持续
[28:01] 顺风顺水的往上走
[28:02] 那这个就是
[28:03] 我们在下一个阶段
[28:05] 可以提醒大家
[28:06] 可以特别去留意的个股跟族群
[28:09] 就是比较肯定的就是
[28:11] 其实我们好像公司都很一致
[28:13] 就是台移电相关的设备供应链
[28:15] 昨天云翔哥来也是这么讲
[28:17] 就是因为全世界的建厂
[28:19] 都要到他们的手上
[28:20] 而且这个在业界
[28:21] 真的也跟大家分享过很多次
[28:23] 就是有这个很大的风策厂
[28:25] 就讲说
[28:26] 说以前就是觉得
[28:28] 叫你来建厂是大家来招标
[28:30] 对不对
[28:30] 到底这样一支标金最好的人拿到
[28:33] 就所谓最合理的人拿到
[28:36] 他现在就是一直留标
[28:37] 因为大家都说
[28:38] 你那么便宜
[28:39] 我去盖别人的就好了
[28:40] 所以他们每一个人
[28:41] 都只好去提高
[28:42] 这个标的价格
[28:44] 厂商才会愿意承接
[28:46] 所以这些厂务工程设备类的
[28:48] 真的是订单是非常非常之满
[28:51] 那他也考验到
[28:52] 像今天有好多公司
[28:54] 也是一口气
[28:54] 就打到迭亭板的时候
[28:55] 你要优先选择谁
[28:56] 或者是你也不急着
[28:58] 今天一定要选择
[28:59] 你也可以等到这个风暴
[29:00] 稍微比较直稳
[29:01] 一点点的时候再来做
[29:03] 可是切记
[29:04] 不要在这种大涨三天
[29:06] 要创新高的时候
[29:07] 才突然觉得自己又没有进去追
[29:10] 其实我觉得这一波
[29:11] 如果节奏上没有搞错的人
[29:13] 今天也不一定很有感觉
[29:15] 对 也不一定很有感觉
[29:17] 反而会开始思考
[29:18] 又来到有很多公司
[29:20] 可能也接近到月线的位置了
[29:22] 他们的月线还在上扬
[29:23] 他们的业绩也没有问题
[29:25] 我可能接下来资金
[29:26] 要打到哪一些族群上面
[29:28] 那设备是我跟凯哥的
[29:29] 共识比较高的
[29:30] 那至于你说功率元件
[29:32] 虽然它的势头看起来很好
[29:34] 可是要不要追高
[29:36] 我觉得这个也是考验着大家自己的自信
[29:39] 对啊
[29:39] 不是没有涨
[29:40] 是已经涨一段了
[29:41] 对
[29:41] 所以手上有的朋友
[29:43] 像我自己手上还是有蛮多的被动元件
[29:45] 和小部分的功率元件
[29:47] 我也没有在做什么奇怪的动作
[29:49] 因为他们离成本区很远
[29:50] 更遑论像载板这样的公司
[29:53] 但是我也没有打算在今天就急着进去
[29:56] 然后赶快捡
[29:57] 对
[29:57] 我觉得这个想法
[29:59] 我觉得大家可以互相参考一下
[30:00] 因为每一个人的操作逻辑不一样
[30:03] 那当然我们也有听到
[30:04] 有一些大户朋友
[30:05] 这几天其实是有点脚底沫油
[30:08] 赚了就走
[30:09] 所以想要请教凯哥
[30:10] 你身边的比较多的大户朋友
[30:12] 会认为这一波修正
[30:14] 或者是说他可能已经提早提款一些东西了
[30:16] 什么时候归对会比较好
[30:18] 我觉得很多大户在这个时间离场
[30:22] 其实他是看不出什么不对劲
[30:24] 只是觉得就是说赚到了
[30:25] 好像这盘在这边晃晃晃
[30:28] 好像拿一点钱出来好了
[30:31] 再来就是因为暑假也快要到了
[30:33] 所以大家都带小孩出去玩
[30:35] 什么的
[30:36] 所以这时间
[30:37] 接下来可能就会有一些
[30:38] 大户旅游潮
[30:39] 就是他们出去旅游
[30:41] 他们可能会暂时
[30:42] 把资金先抽出来
[30:43] 可是会不会还会再回来
[30:46] 我说应该是还有机会
[30:48] 为什么
[30:48] 因为他们不是全部出场的
[30:50] 他们是部分出场
[30:51] 而且我刚刚讲
[30:52] 部分出场其实
[30:53] 你看也没有跌很重
[30:54] 他们主要卖的族群
[30:56] 所以我就跟大家讲说
[30:58] 基本上我看到
[30:58] 像CPU这个族群的主力是没有走的
[31:01] 所以我还是认为
[31:02] 第三季CPU应该会有机会
[31:03] 好
[31:04] 大户出去玩
[31:05] 然后现在还有世足赛
[31:07] 其实我们之前
[31:08] 可能比较少讲这个
[31:09] 以玄学的角度
[31:11] 其实也是科学
[31:12] 世足赛的期间
[31:14] 股票市场不容易涨
[31:15] 他说因为有一部分的钱
[31:17] 会挪到赌资
[31:18] 赌资
[31:19] 然后有一部分的钱
[31:21] 可能就是大家会觉得
[31:22] 我要去旅游
[31:24] 我要去看
[31:24] 我要守在电视前面之类的
[31:27] 然后所以
[31:27] 可能不是守在电视前面
[31:29] 守在网路前面了
[31:30] 我突然讲
[31:31] 我们电视台也是有辛苦的地方
[31:32] 所以他在关注度
[31:35] 还有资金流的部分
[31:36] 也会被分散
[31:37] 那说是巧合吗
[31:39] 我也不确定
[31:39] 因为现在就是世足赛的期间
[31:41] 而且这个六月又让你欢喜
[31:43] 又让你忧
[31:44] 就是又创了新高
[31:46] 但是又打回一个原点
[31:47] 这种感觉
[31:48] 希望大家如果操作节奏抓得好
[31:51] 其实问题倒是不大
[31:53] 我昨天是说
[31:54] 每次都是夜盘在杀
[31:55] 日盘又好了
[31:56] 白天不懂夜的黑
[31:58] 那今天要改一首歌
[31:59] 叫做开始懂了
[32:00] 开始比较吻合了
[32:03] 可是你知道吗
[32:04] 比较吻合是好的
[32:05] 你就比较不会进退
[32:07] 觉得很痛苦
[32:08] 说现在跟夜盘的差距这么大
[32:10] 旗子跟台股的差距那么大
[32:12] 等到大家都贴合
[32:13] 融资也稍微洗出去
[32:14] 然后大户再归队的时候
[32:16] 我觉得市场秩序
[32:16] 就会慢慢再恢复了
[32:18] 对因为还是那句话
[32:19] 台积电的这个法说
[32:21] 一定是很正面的
[32:22] 不用太担心
[32:23] 所以我觉得这个盘
[32:25] 基本上既然政府不开融资给大家用
[32:28] 就代表政府希望这个行情可以走更远
[32:32] 也可以走得更稳
[32:33] 我想这个是给大家比较良心的建议
[32:36] 就这盘还不用太害怕
[32:38] 好
[32:39] 那我们今天是礼拜五
[32:40] 希望大家六日
[32:42] 也要小心下雨
[32:43] 下到已经有点灾情了
[32:45] 出路小心
[32:46] 但是好好的休息
[32:47] 那就跟古惑仔的朋友说拜拜
[32:49] 大家拜拜
[32:50] 下周再见
[32:51] 拜拜
[32:55] by bwd6
