[00:00] 欢迎收听赵华一谷货载第1048集
[25:08] 还是反而是投信砍出来的呢
[25:10] 我觉得如果投信也在这个时候砍
[25:12] 那就要稍微小心
[25:13] 因为他们手上有非常多的载板
[25:15] 有非常多的细光子
[25:17] 可能在短线上面
[25:18] 会形成一些的压力
[25:20] 我们就不见得急着
[25:22] 在这时候一定要接
[25:23] 那有人问说
[25:24] 因为我今天脸书有发文
[25:26] 有人就说
[25:27] 今天为什么造化
[25:28] 你好像就已经进场
[25:29] 剪一些东西
[25:30] 我就是在贯彻
[25:31] 我之前跟大家分享的
[25:33] 跌到月线了
[25:34] 我也没想到今天
[25:35] 其实会跌到月线
[25:36] 我本来想说
[25:37] 乖离那么大
[25:38] 先回十日线就好了
[25:39] 没有一口气不啰嗦
[25:41] 早上一开盘
[25:42] 大盘就到月线了
[25:43] 大盘到月线
[25:44] 我会先做一件事情
[25:46] 因为我也是认为
[25:47] 月线应该合理来说
[25:49] 以过去来看
[25:50] 它都会是第一个
[25:51] 所谓的守门员
[25:52] 所以我会在这边
[25:53] 小量的去布局
[25:55] 市值型的ETF
[25:56] 或者是我觉得
[25:57] 主动式的ETF
[25:59] 当然个别的ETF
[26:00] 有它的长相
[26:01] 像我今天看到有很多
[26:03] 它就还没有到月线
[26:04] 有一些它就跟着大盘
[26:05] 一起到月线了
[26:06] 那所以我就去设价
[26:08] 去买了一些
[26:09] 其实也不会言
[26:10] 就是我常常提到
[26:11] 例如981A
[26:12] 985A
[26:13] 然后或者是993
[26:15] 就是安连
[26:16] 他连月限都没有
[26:17] 因为他挂牌不到一个月
[26:20] 这个6208
[26:22] 诸如此类的
[26:23] 不是什么很稀奇
[26:24] 甚至0052
[26:25] 因为台积电
[26:26] 他今天回到了1865
[26:28] 对不对
[26:29] 0052就是小台积的一个概念
[26:31] 所以我虽然今天
[26:32] 有po了一个码起来的
[26:35] 一个就是有的是委托
[26:37] 还没成交的
[26:37] 是成交的
[26:38] 其实不外乎就是这些标的
[26:40] 有人特地还去
[26:41] 把我的那一张图片解码
[26:43] 也不用了
[26:43] 不用那么无聊
[26:44] 就是这些
[26:45] 没有什么稀奇古怪
[26:47] 但是这只是第一道关卡
[26:50] 如果他又回季线
[26:52] 怎么办
[26:53] 那赵华
[26:53] 你今天买的不就套牢
[26:54] 套牢就套牢
[26:56] 回季线关卡
[26:57] 那你季线关卡
[26:58] 就应该用更大的力道
[26:59] 再布局一些
[27:00] 那还有
[27:01] 会不会回半年线
[27:03] 我不知道
[27:03] 可能美股
[27:03] 你看纳斯达克
[27:04] 就在半年线下
[27:05] 我们不能预设说
[27:07] 因为很强
[27:08] 因为产业很厉害
[27:09] 就不会
[27:09] 我们要讲的是
[27:11] 预设他们很厉害
[27:12] 希望不会
[27:13] 可是如果会呢
[27:14] 如果到了呢
[27:15] 那当然就是再买一些嘛
[27:17] 事情就是在每一个关卡的时候
[27:20] 再买一些
[27:21] 那立足在这些想法上的一个基准点是什么
[27:24] 基准点就是
[27:26] 如果拉很长线来看
[27:28] 台股美股永远都会往右上角走
[27:31] 因为钱越来越多
[27:33] 科技越来越发展
[27:34] 大概就是一个这样的一个心态
[27:36] 说的容易啦
[27:38] 但是当你遇到像几乎其实之前每一次
[27:41] 回头来看
[27:42] 哎呀好甜哦
[27:43] 那时候月限我们没有买
[27:45] 那时候季限我们没有
[27:45] 台积电为什么1200没有买
[27:47] 1300没有买
[27:48] 就是因为发生的当下你不敢买啊
[27:51] 发生的当下你觉得很恐怖
[27:52] 一定会怎么样嘛
[27:53] 对不对
[27:54] 所以如果现在是这样的话
[27:56] 我当然会着量的布局一点
[27:58] 我也不知道明后天会怎样
[27:59] 我也不知道会不会到季限半年限
[28:01] 但是我的策略是制定成这个样子
[28:04] 那最早我们也在2022年看过
[28:06] 达到五年限都有可能
[28:08] 国安基金都要进场
[28:09] 都有可能
[28:11] 对等关系
[28:12] 那个时候
[28:13] 吓到你恨不得
[28:14] 手上一张股票都没有
[28:16] 那现在回过头来
[28:17] 如果我有时光机
[28:19] 我可能就会去那里all in
[28:20] 所以很多事情
[28:21] 我们没有办法
[28:22] 真的预测到神准
[28:24] 我们也不知道
[28:25] 黑天鹅会飞到哪里去
[28:26] 可是我们的对策
[28:28] 列出来之后
[28:29] 就不用太担心
[28:31] 对不对
[28:31] 好
[28:32] 所以刚刚提到
[28:33] 如果是活蹦乱跳
[28:34] 已经涨到天上
[28:34] 我们低轨卫星
[28:35] 也许你就观察一下
[28:37] 筹码沉淀了没有
[28:38] 有没有这个恢复顺行了
[28:40] 这样子你会比较有一个依据
[28:42] 好那当然这边的话
[28:44] 短线上刚幸福哥也提到
[28:46] 货柜航运跟油价相关的
[28:49] 可能都会是短线的一个题材
[28:51] 不过大家看到今天货柜航运
[28:52] 也是开高走低
[28:53] 就是大家一旦提起款的时候
[28:56] 就很难说一支毒红这样
[28:59] 那军工也有稍微有几档
[29:01] 比较抗跌的
[29:01] 可能是跟这个飞弹飞来飞去
[29:03] 有关系
[29:04] 这些都是比较防御型的
[29:06] 或是短线上的一个题材
[29:08] 那大家可以逐量布局
[29:09] 不过在这边的话
[29:10] 幸福哥会建议大家
[29:11] 例如说有必要去买到
[29:14] 像什么反一啦
[29:15] 这类型的商品吗
[29:16] 这类的商品
[29:18] 其实主要是做避险用的
[29:20] 不管你比如说有期货的空单
[29:22] 选择权的put之类的
[29:24] 那如果你手上持股
[29:26] 不会比较高的话
[29:27] 我是觉得
[29:27] 可以适度的去做一些避险
[29:30] 但是台股两天
[29:31] 已经回了2000多点
[29:33] 你这时候再去避
[29:34] 它有可能会突然来一个
[29:36] 反弹
[29:37] 对反弹
[29:37] 所以呢
[29:38] 我是建议
[29:39] 如果你手上比較多的
[29:41] 你想要做一些Hedge
[29:42] 就所謂的這個對沖去買一個保險的話
[29:46] 你可以著量去做一些配置
[29:47] 這是一個
[29:48] 當然大部分散戶比較沒有這個觀念
[29:51] 如果你是現股
[29:52] 就我剛剛前面講產業區是對
[29:54] 那我覺得有時候你可能就
[29:56] 手機APP先刪掉過一個月來看說不定又全部漲回來了這是一個那剛剛我們趙阿梅你有講到其實他今天有開始去做一些這個低檔的一些減便宜的動作
[30:10] 那無獨有偶
[30:11] 其實我今天在我的FB上面我也發了
[30:14] 我今天去買了一些ETF
[30:15] 真的嗎我來看我來看
[30:17] 不過我買的不一樣
[30:19] 我買的是991
[30:20] 其實差不多的意思
[30:21] 就是說不管是哪一種ETF
[30:24] 市值型的或主動型的
[30:26] 我覺得都OK
[30:27] 其實我也是認為說
[30:28] 大盘到月线这个附近
[30:30] 应该会有低波的支撑
[30:33] 在这附近慢慢开始
[30:34] 那早上急杀的时候
[30:36] 其实我就是看大盘跌破月线
[30:38] 我就开始进去买
[30:39] 那买的价位呢
[30:40] 本来想说
[30:42] 哎呦买到早上低点
[30:43] 后来大概9点半之后
[30:44] 开始急拉我就赚钱了
[30:46] 那没想到拉到10点之后
[30:48] 又开始往下滑
[30:49] 那今天收最低
[30:49] 其实我也是套牢的
[30:50] 那当然我觉得其实
[30:53] 你用现股买
[30:54] 特别是买这种
[30:55] 这种所谓的这个一篮子股票
[30:57] 其实你也不用太担心
[30:58] 那如果说你特别钟爱台积电
[31:00] 你也可以买个什么0052
[31:03] 或者说其实0050
[31:04] 现在台积电的持股也非常高
[31:06] 超过50%
[31:06] 我觉得都OK
[31:07] 你那个保守稳健一点的
[31:09] 你就买比较偏市值型的
[31:12] 那如果说你是比较积极进取的
[31:14] 可以买个981A
[31:15] 991A
[31:16] 或者说其他的这个主动性的ETF都可以
[31:19] 那这个一来可以避掉
[31:21] 所谓第一个你选股上的困扰
[31:23] 因为毕竟前面一段时间的强势股
[31:25] 不然從這個CPU啦
[31:28] 載板啦
[31:29] 這個波仙啦
[31:31] 低軌衛星
[31:31] 你坦白說啦
[31:33] 每個都要買一輪的話呢
[31:35] 可能很難買
[31:36] 而且呢資金不也不夠
[31:38] 因為真的好的公司
[31:39] 現在股價呢
[31:40] 動輒好幾百甚至上千的都有
[31:42] 那你買ETF
[31:44] 像這個981
[31:46] 之前漲到快20塊
[31:48] 後來也是拉回
[31:49] 但是一張還是不到2萬
[31:50] 或者說像991
[31:52] 這個是後來比較新發行的
[31:53] 現在一張也才1萬多塊
[31:55] 那你想要的这种所谓的这个主流股
[31:58] 强势股全部都包含在里面
[31:59] 那我个人的一个看法是说
[32:02] 月线这里我预计
[32:03] 可以先买个两到三成
[32:05] 两到三成
[32:07] 那如果说真的有可能再往季线打
[32:09] 往季线往下去做修正的话
[32:12] 可能季线左右呢
[32:14] 我还再加个两三成
[32:15] 那如果真的又再往下打
[32:17] 那我的这个部位就会在那时候再慢慢加
[32:20] 所以我个人的规划是这样
[32:22] 那线股的话呢
[32:23] 就我刚刚前面说过
[32:24] 因为现股他短线的波动一定会比较大
[32:26] 所以这个会比较适合呢
[32:28] 有做平常有在做研究
[32:30] 可能比如说研究技术面
[32:32] 基本面筹码面都好
[32:33] 比较适合呢
[32:34] 每天可能至少花个半个小时到一个小时
[32:37] 可以稍微做点研究的人去做
[32:39] 但是如果说呢
[32:40] 真的你平常工作也忙
[32:41] 家里事情也忙
[32:42] 但是呢又觉得说
[32:44] 这一次回档
[32:45] 想要好好的这个去做一些布局的话
[32:47] 那我个人是认为呢
[32:49] 这个ETF是一个还不错的选择
[32:51] 毕竟省掉了选股的烦恼的同时
[32:54] 还有就是很多高价股
[32:56] 你在资金的配置上
[32:58] 可能你光买个两三档
[32:59] 你可能资金就用完了
[33:00] 但是像这种一张一万多
[33:02] 两万多的ETF的话
[33:04] 那假设比如说
[33:06] 你有十万块好了
[33:07] 你也可以分个两三次
[33:09] 这一次先买个两三张
[33:11] 过一段时间如果又跌了
[33:12] 你再买个两三张
[33:13] 你就比较有机会去做分批布局
[33:15] 不然坦白说十万块
[33:17] 你买一个台积电一百股也都不够
[33:19] 甚至很多现在还有千金股
[33:22] 一张就要100万
[33:23] 那那个其实资金配置上
[33:25] 其实你反而更不好去做运用
[33:27] 所以我是个人认为说
[33:28] 以我现阶段的观点
[33:30] 就也是开始先买一点ETF
[33:33] 那至于说怎么选怎么挑
[33:35] 就我刚刚前面讲的
[33:36] 所谓的市值型
[33:38] 那其实大差不差
[33:39] 其实反正就跟着台湾50跑
[33:41] 所以你买哪一档
[33:42] 我觉得其实都差不多
[33:44] 那主动型的话
[33:45] 你可以去看一下
[33:46] 其实它每天都会公布你的持股比例
[33:48] 就代表说呢
[33:50] 他的这个每一家
[33:51] 这个基因经理人
[33:53] 他都有他的操盘风格
[33:54] 那我之前买991
[33:55] 是因为他在记忆体压比较重
[33:58] 那当然因为他今天
[33:59] 记忆体全部杀嘛
[34:01] 所以他今天也是ETF里面
[34:02] 跌比较重的
[34:03] 那我觉得这个就代表说
[34:05] 如果你认同记忆体
[34:07] 今年还是好的话
[34:08] 那你可能就可以挑这个
[34:09] 或者说呢像981
[34:11] 去年大概刚好是这个
[34:13] 去年4月
[34:14] 这个川普的对等关税
[34:16] 大跌之后呢
[34:18] 他进场的时机也刚好非常巧妙
[34:19] 你看从去年5月到现在
[34:21] 2月3月
[34:23] 其实大概七八个月的时间
[34:25] 他涨了一倍
[34:26] 从发行价10块涨到一度突破20
[34:29] 所以这就告诉我们说
[34:30] 其实你买这种商品
[34:32] 只要确定台股今年产业趋势向上
[34:35] 那上市柜公司整体的获利
[34:37] 有机会再创高的话
[34:38] 那等到这一波修正结束之后
[34:41] 慢慢慢慢市场恢复比较正常的状态之下
[34:44] 其实这些相关的个股还是会涨
[34:46] 那当然ETF呢
[34:48] 他配置的这些强势主流股的话呢
[34:50] 他也会慢慢回升
[34:51] 我刚刚就赶快跑去幸福哥的脸书
[34:55] 他叫做Super研究团队
[34:57] 林幸福分析师
[34:59] 目前有2.6万个按赞
[35:02] 3.2万个追踪
[35:03] 现在因为脸书的制度是追踪数会比较高
[35:06] 3.2万个追踪
[35:08] 他就果然就秀出了
[35:09] 大方秀出对账单991
[35:12] 不像我比较不大方
[35:14] 我就把它码住
[35:15] 然后大家还要解码
[35:16] 但是也不是啦
[35:17] 因为我有点
[35:18] 因为幸福哥是分析师嘛
[35:20] 所以他不管买ETF买个股都OK
[35:22] 那我是有高业执照
[35:24] 所以我讲ETF没有问题
[35:25] 但是我讲股票就会比较小心一点
[35:27] 但我今天说实话
[35:29] 没有特别去加码在个股上面
[35:31] 这也是真的
[35:32] 今天虽然很多股票看起来
[35:34] 哇 跌停板了
[35:35] 但我比较没有这个习惯去抢跌停板
[35:37] 对
[35:38] 我比较谨慎
[35:40] 我都是希望说他有比较止跌讯号
[35:42] 可是ETF我觉得我的烦恼就没有那么大
[35:44] 对
[35:45] 所以我今天就如同刚刚我念的那些
[35:48] 0052 00981
[35:50] A这个是主动式的嘛
[35:52] 985啊
[35:53] 这也是主动式的
[35:54] 993就是这些
[35:55] 所以大家不用去特别把图片拿来解码了
[35:58] 也不要写答案在下面
[35:59] 就是怕争议
[36:01] 那可以去看一下幸福哥的脸书
[36:05] 个股就可能
[36:06] 因为每一个人的风险承受度真的不一样
[36:09] 所以我自己在加码个股的时候
[36:11] 我比较不会特别跟大家大幅的分享
[36:14] 就是这个原因
[36:15] 那这个希望大家
[36:17] 也不要觉得说
[36:19] 前两天买就买贵了啦
[36:21] 虽然我们有特别提醒
[36:22] 这个礼拜一应该是大家情绪
[36:25] 其实最formal的一天
[36:26] 为什么
[36:26] 因为经历了上个礼拜的大涨
[36:29] 礼拜一又是一个急跌下去
[36:31] 马上就拉起来
[36:32] 大家会觉得事情过了
[36:33] 所以那一天可能有的人就已经进场了
[36:36] 难免今天就会有点惆怅
[36:38] 对不对
[36:39] 可是我觉得这就是一个经验
[36:40] 这就是一个很好的经验
[36:43] 如果他没有打到
[36:44] 你自己心里面
[36:46] 想要买的那个位置
[36:47] 对不对
[36:48] 那就不用硬要去
[36:49] 跟着市场的情绪走
[36:51] 那就算
[36:52] 就算好
[36:53] 假设今天大家觉得
[36:54] 我看到很多人留言
[36:55] 月线就买
[36:56] 太早了
[36:57] 季线在买
[36:58] 其实这也没有错
[36:59] 为什么
[37:00] 因为像我自己买这些ETF
[37:02] 我觉得他不贵
[37:03] 就一张一万多
[37:04] 对不对
[37:05] 当然005会比较贵
[37:06] 一张四万多
[37:07] 我可能有能力负担
[37:09] 在这个时候
[37:09] 多各自买一些
[37:11] 他还不到
[37:12] 可能不到我剩余资金的
[37:14] 也许还不到一成
[37:15] 可是并不是每个人都如此
[37:17] 所以每个人会觉得说
[37:18] 我已经快要没有钱了
[37:19] 那现在就买了
[37:20] 那我到季限不就没有钱
[37:21] 对
[37:22] 所以那就在等
[37:23] 这个跟每一个人手上
[37:24] 可以承受的资金部位
[37:26] 还有多少可以调控
[37:27] 风险还有多少可以评估
[37:29] 真的都是每一个人不一样
[37:31] 因为像我是一个
[37:32] 比较谨慎的个性
[37:33] 这样会导致什么呢
[37:34] 导致事实上
[37:35] 涨到三万五千点的时候
[37:36] 我的报酬率
[37:37] 并不会说什么大爆棚
[37:39] 跟那些开杠杆
[37:40] all in
[37:40] 把房贷借出来买的人
[37:41] 会有落差哦
[37:43] 我也不太开杠杆
[37:44] 但是往下减的时候
[37:46] 我的底气说实话就会相当足
[37:48] 所以我喜欢的主场
[37:50] 其实就是像这样子
[37:51] 跌1500点
[37:52] 其实我就会觉得
[37:53] 好安心哦
[37:54] 钱可以拿出来用了
[37:56] 但如果是一天涨1500点
[37:57] 就可能真的绩效就是输别人
[38:01] 可是我不会有太formal的一个心情
[38:03] 我觉得这些都是大家慢慢去累积的
[38:06] 因为这真的不是一时半刻
[38:07] 甚至不是一年半载
[38:08] 可以累积出来的
[38:10] 大家在里面慢慢摸索出
[38:11] 自己喜欢的一个节奏
[38:12] 甚至像礼拜一那一天
[38:14] 也有朋友开盘买
[38:16] 尾盘卖啊
[38:17] 当充的人那一天
[38:18] 其实很开心
[38:20] 因为就是买低卖高啊
[38:22] 对可是这两天
[38:23] 就如果说你是从礼拜一去抢
[38:25] 然后报到今天
[38:26] 可能就不见得很开心
[38:27] 所以这个去思考一下
[38:29] 自己的操作模式
[38:30] 我觉得是不错的
[38:32] 但目前为止
[38:33] 我们还是下一个结论
[38:34] 目前为止就是一个
[38:36] 亚股重新回归矫正跟美股
[38:38] 而且有一件事情很重要哦
[38:40] 美元在涨
[38:40] 为什么
[38:41] 美债其实状况也还不错
[38:43] 就是当世界发生动乱的时候
[38:46] 避险的资金
[38:48] 还是不免俗的跑回去这些商品了
[38:51] 而现在还没有出现严重的流动性风险
[38:55] 因为有一度时间美债在跌
[38:57] 它有出现所谓的
[38:58] 大家在取款
[39:00] 在取款从股市取不到就从债市取
[39:02] 但如果现在还没有发生到流动性风险
[39:05] 那么严重的时候
[39:06] 你就会发现世界就是这样
[39:08] 黄金避险商品
[39:09] 这个债券必选商品
[39:11] 美元必选商品
[39:13] 这个规则
[39:14] 哇
[39:14] 没有改变
[39:15] 没有改变
[39:16] 我们就且站且走吧
[39:17] 还是用这样的一个模式来思考
[39:19] 大家的配置要配在哪里
[39:21] 好
[39:22] 那今天也很谢谢幸福哥
[39:24] 那明天会不会再跌
[39:25] 很多人现在问明天会不会再跌
[39:26] 我不知道
[39:27] 大家可以看一下盘后的
[39:29] 三大法人筹码
[39:31] 因为昨天外资卖了900多亿
[39:33] 今天我们还看不到
[39:34] 可是这两天外资在期货的空单上
[39:37] 并没有特别的琢磨
[39:39] 今天有小加空一千多口
[39:41] 昨天是补了一千口
[39:43] 所以这两天其实期货来说外资还好
[39:46] 可能也步到四万口了
[39:47] 觉得挺多的
[39:49] 那现货的部分我们就再看看
[39:50] 有没有继续大提款的状况
[39:52] 能不能收敛
[39:53] 好那我们今天谢谢幸福哥
[39:55] 也跟各位股货赛们说拜拜咯
[39:57] 下次见拜拜
[39:58] 拜拜
