[00:00] 歡迎收聽趙華宇股貨載第1047集
[23:37] 但是AI現在
[23:38] 不是換掉的問題
[23:39] 它是新建的問題
[23:40] 對因為那時候
[23:41] 大家還想說
[23:41] 一個人一個家庭裡面
[23:43] 就變成四個人都要筆電
[23:44] 四個人都要電腦
[23:45] 對
[23:45] 那買一波還是沒了
[23:48] 因為你不會
[23:48] 四個人用八臺電腦
[23:50] 對但AI現在
[23:51] 還在成長建制的過程中
[23:53] 而且它的需求是
[23:54] 新的你
[23:55] 你沒有辦法想象的
[23:56] 新的創造
[23:57] 所以暫時性
[23:58] 大家還是在
[23:59] 搶庫存的過程中
[24:00] 我覺得不容易下修
[24:02] 那如果就這個角度來看的話
[24:04] 我們只要知道它的強度
[24:07] 跟就是會不會再有機會上修
[24:10] 如果有機會再上修
[24:11] 那拉回真的就是滿點
[24:14] 對我們有時候去仔細的
[24:16] 幫大家探討一個熱門產業
[24:17] 其實並不是要大家說
[24:19] 今天噴漲天
[24:20] 明天噴漲天
[24:20] 大家管來搶
[24:21] 而是現在不是在回檔嗎
[24:23] 對
[24:23] 那因為新興今天也被關了
[24:25] 對
[24:25] 那回檔了被關了
[24:27] 導致現在股價漲不動了
[24:29] 是不是就大家參考的時候來了
[24:31] 我覺得這個才是比較重要的事情
[24:33] 當然我自己個人
[24:34] 是真的會很在意
[24:36] 投信有沒有持續的買
[24:37] 因為當年啊
[24:38] 2021我記得統一就有兩檔公司
[24:42] 是前三名的基金
[24:43] 那時候還沒有主動是ETF
[24:45] 前三名的基金
[24:46] 然後他們第一大持股
[24:47] 都好像16%啊
[24:49] 就是什麼星星錦縮南店這類的
[24:51] 對印象實在太深了
[24:52] 因為那一年的冠軍是三家
[24:54] 就是一家好像星光
[24:56] 兩檔是統一在搶
[24:58] 都差零點幾趴這樣子
[25:00] 所以一直對那個印象
[25:01] 實在有夠深
[25:02] 那後來投信就棄之如弊戲
[25:04] 其實這一波財板剛開展的時候
[25:05] 投信連碰都不碰
[25:06] 一直到現在
[25:07] 投信開始大買特買
[25:09] 對
[25:09] 但是婉婷給了大家
[25:12] 一個很好的方向
[25:13] 就是至少目前
[25:14] 對不對
[25:15] 它的需求是因為AI
[25:16] 跟當年是因為大家搶庫存
[25:18] 一個筆電變四臺筆電
[25:20] 那樣的消費性電子的想法
[25:21] 是不一樣的
[25:23] 所以現在我們就且站且觀察
[25:25] 回檔還是列入在PCB裡面
[25:28] 他最喜歡的租群
[25:29] 對
[25:29] 而且剛剛我們講到
[25:30] 這個戴維斯雙幾嘛
[25:31] 評價嘛
[25:32] 像臺光
[25:33] 臺光其實現在
[25:34] 已經開始給
[25:36] 用2027給30倍的
[25:38] PE來推
[25:38] 對
[25:39] 哇2400塊錢的臺光店
[25:41] 對
[25:41] 今年大概平均啦
[25:43] 市場外資報告
[25:45] 大概估70到80
[25:47] 是
[25:47] 對那
[25:48] 應該說今年的30倍啦
[25:50] 那明年的話
[25:51] 大概估90到100
[25:52] 然後有人喊目標價
[25:54] 不是我喊的
[25:55] 是外資報告
[25:56] 有人喊3000
[25:57] 是
[25:57] 就跟臺積電同比價
[26:00] 對就是100塊乘以30倍
[26:02] 對那如果
[26:03] 以這樣的想法來看的話
[26:05] 就是載板用2027年的30倍來抓
[26:08] 也是一個可能性
[26:10] 對但我們這個是單純討論說
[26:12] 市場外資報告怎麼給評價
[26:15] 那我是認為這個有點長
[26:19] 就是以長線來講
[26:21] 所以短線上的過程中
[26:23] 我就會不斷的去檢視
[26:24] 他們的良率跟毛率的狀況
[26:26] 跟獲利的達成率
[26:27] 還有報價
[26:28] 然後當然就是要看
[26:30] 每一次財報季
[26:31] 臺積電跟這些CSP大廠
[26:33] 他們對於資本支出的想法
[26:34] 那這樣就回來到短線上
[26:37] 就是最近修改理
[26:39] 跟我們剛剛討論的一些風險
[26:40] 那三月下旬這些大的展覽
[26:45] 如果有釋出一些新的平臺
[26:47] 新的力多
[26:48] 有可能因為回檔後
[26:49] 有一些空間
[26:50] 可能就會再反彈
[26:51] 然後四月份
[26:53] 因為四月十六臺積電法書
[26:54] 然後1月才剛法說結束
[26:58] 所以通常1月跟4月份
[27:00] 這邊的差異性
[27:01] 我認為不會太大
[27:02] 所以你要在短時間期待臺積電
[27:05] 在4月份再上修
[27:06] 我覺得機率不高
[27:08] 是
[27:08] 所以如果有跌
[27:10] 它可能4月就會再反應
[27:12] 比較正面再反彈
[27:14] 但如果它沒跌
[27:15] 你要期待4月法說會再一個激情
[27:18] 然後再讓它大漲
[27:19] 我覺得會有一點難度
[27:21] 臺積電當然接下來
[27:23] 不止臺積電
[27:23] 所有的公司
[27:24] 在3月10號之前
[27:26] 要接二月營收
[27:27] 大家一定要有一個既定印象
[27:29] 月減幅度一定都是不小的
[27:31] 但最好把一月加二月
[27:33] 跟去年同期的一月跟二月比
[27:35] 臺電目前瞭解到的是
[27:38] 月減會兩成以上
[27:39] 但是我自己有把它
[27:41] 一月加二月
[27:42] 跟去年的一月跟二月
[27:43] 加起來的話
[27:44] 大概還是可以年增29到30%
[27:47] 所以大家就要看
[27:48] 但股價位階當然也不一樣了
[27:49] 所以大家就要看
[27:50] 當時的市場氣氛
[27:52] 如果當時市場氣氛
[27:53] 如果老AI們
[27:54] 還是比較肌肉不振
[27:55] 或是像輝達這些
[27:56] 美股的器具頭
[27:57] 比較肌肉不振的時候
[27:58] 也許會有一點點
[28:00] 帶動臺積電有點壓力
[28:01] 對
[28:01] 可是這不是壞事
[28:03] 同樣的
[28:03] 對
[28:04] 這不是壞事
[28:06] 這又讓你有一個
[28:07] 可以用比較合理價錢
[28:08] 再去買進臺積電的機會了
[28:10] 對
[28:10] 有時候就確實是
[28:12] 盤面好的時候
[28:13] 就不會有人care
[28:14] 會跟你說因為過年
[28:16] 所以會願意抽掉
[28:17] 然後你可能就2000
[28:17] 2100又上去
[28:19] 都沒有買到
[28:20] 對
[28:20] 那現在可能
[28:21] 大家就會覺得說
[28:23] 你看吧
[28:23] 月減這麼多
[28:24] 你明明就知道
[28:25] 其實是過年的關係
[28:26] 對
[28:27] 情緒影響
[28:28] 所以就看
[28:29] 當時整個情緒
[28:30] 這等於是
[28:31] 我們現在都在釐清
[28:32] 情緒如果不好的時候
[28:34] 我們要如何的找出
[28:36] 裡面就是因為
[28:37] 被情緒所錯殺的公司
[28:39] 就是
[28:40] 投資真的不要被情緒影響
[28:42] 就像昨天我想
[28:43] 很多人一定會有被情緒影響
[28:45] 覺得沒有減東西
[28:46] 非常的可惜
[28:47] 對
[28:47] 但其實不是
[28:48] 對
[28:49] 那今天也不用被情緒影響
[28:51] 說
[28:51] 好像完了
[28:52] 而是要從裡面找到
[28:54] 我們剛剛提到的
[28:55] 你不是一直很想買臺積電嗎
[28:57] 你要買0052也可以啊
[28:59] 那只是
[29:00] 如果他有更好的買點呢
[29:02] 那不就是機會來了
[29:03] 其實就是
[29:03] 我之前有跟大家分享的
[29:05] 上漲你要開心
[29:06] 下跌你要開心
[29:07] 尤其是你能夠分辨
[29:08] 什麼東西在下跌的時候
[29:10] 是好東西
[29:11] 對不對
[29:11] 好那載板
[29:12] 應該說
[29:14] CCL這邊
[29:14] 臺光講完了
[29:16] 臺耀當然也還不錯嘛
[29:18] 對
[29:18] 聯貿還是比較弱
[29:19] 對
[29:20] 其實因為他們的產品結構
[29:21] 有點不太一樣
[29:22] 然後我覺得如果臺光跟臺藥
[29:24] 假設二月營收掉比較多
[29:27] 然後出現大家擔心的
[29:28] 這種恐慌情緒的下殺的時候
[29:30] 可以比較正面看待它
[29:32] 比較正面看待
[29:33] 對因為第一個就是GTC大會會發表
[29:36] 我們預期會發表LPX的
[29:38] 這個新的平臺推理平臺
[29:40] 然後這個跟就是CPX會有點不太一樣
[29:43] 然後這個規格很高
[29:45] 所以它的高階材料會用
[29:48] 獨家用臺光電的CCL
[29:49] 這是利多
[29:50] 然後第二個是因為這幾天
[29:52] 包括就是三菱瓦斯
[29:54] 就是Mitsubishi
[29:56] 然後跟這個
[29:57] 招了電工
[29:59] 他們其實都有上修CCL的報價
[30:02] 就是有調高CCL報價
[30:03] 像三菱瓦斯是昨天發的
[30:06] 然後漲30%
[30:07] 那當然這裡面可能是有BT的CCL
[30:09] 然後也有可能是PCB的CCL
[30:11] 然後都漲30%
[30:13] 好所以高階的CCL看起來
[30:16] 要掀起一波漲勢
[30:18] 你知道過去我們在講CCL
[30:20] 漲價的時候
[30:21] 大家就問我說
[30:21] 臺光電會受惠
[30:23] 我就會跟他們講說
[30:24] 不
[30:24] 因為漲價的一定是低價的
[30:26] 因為低規的價格敏感度比較高
[30:28] 所以當同價在上漲的時候
[30:30] 低規的會先反應
[30:32] 然後高規因為利潤率高
[30:34] 所以通常就會承受度比較
[30:36] 比較耐震
[30:36] 就不會漲
[30:37] 可是這一波
[30:38] 看起來連高階的都要
[30:40] 釋出漲價通知
[30:41] 所以如果我們在
[30:43] 接下來一個月
[30:44] 看到有漲價通知的釋出的話
[30:46] 我認為對他們的
[30:47] 就是激勵效果也會存在
[30:49] 因為一漲價
[30:50] 毛率跟獲利就會上修
[30:52] 然後所以通常上修
[30:54] 股價行為也會跟著反映這個上修
[30:56] 所以至少我們現在看起來
[30:59] 在三月下旬
[31:00] 或是往未來一個季度
[31:01] 就有兩件事
[31:03] 一個是GTC的新品發表
[31:04] 一個就是可能會有漲價的機會
[31:07] 對所以如果剛好二月營收
[31:10] 有反映的話
[31:11] 就是給大家一個好的機會
[31:13] 好那這邊的話就進入到
[31:15] 也很多人在關注的破千部
[31:17] 因為你有講過
[31:18] 因為破千的擴產
[31:19] 可能會比同博來得快一點點
[31:22] 但是在前兩禮拜
[31:24] 日東坊漲到爆炸
[31:26] 漲翻天
[31:27] 所以像德宏對不對
[31:29] 然後當然富橋的話
[31:31] 還是股性上面略差
[31:32] 但也是今天一度有漲停半
[31:35] 對對對
[31:35] 所以像這個波遷的我們的各廠商
[31:39] 顯然現在還是十分強勢
[31:41] 你知道我每次被問到布的時候
[31:43] 我就會先問他說
[31:45] 你確定你問我的布是T-Glass的布嗎
[31:48] 像今天就有人跟我說
[31:49] 那個富橋
[31:52] 是
[31:52] 就是訊息問我
[31:54] 富橋出給
[31:55] 出T-Glass的布給臺光店
[31:57] 臺光店拉很多
[31:59] 然後我就說
[32:00] 如果是T-Glass
[32:01] 富橋出給臺光的話
[32:03] 如果是臺光拿
[32:04] 那應該是誤會
[32:05] 好
[32:06] 但是市場小作文
[32:07] 現在還是多
[32:08] 富橋最近也是有人
[32:09] 在跟我講一些
[32:10] murmur這樣子
[32:11] 對
[32:11] 但是富橋的K布
[32:13] 我認為K布
[32:14] 最近拉的有可能會變多
[32:16] 因為從臺光醫院營收
[32:18] 就是本來大家估大概90億
[32:20] 結果出來一百零幾億
[32:21] 瞬間多了十幾億
[32:22] 你就會知道那個需求有多強
[32:24] 好那這麼強的需求
[32:26] 它的庫存一定會去化掉
[32:29] 那去化掉庫存
[32:30] 本來就要再拉原物料
[32:31] 所以布一定就會重啟拉貨
[32:33] 所以二三月份再加大力道
[32:35] 重新拉布
[32:36] 我覺得是合理的
[32:37] 但臺光電壓拉的布
[32:39] 比較像是K布
[32:40] 就是漏地可以用PCB的布
[32:43] 對然後跟這個
[32:44] Nitobo大家在夯的這個T布
[32:47] 其實是不太一樣的
[32:48] T布主要是用在生產載板
[32:50] 所以像
[32:51] 新興
[32:52] 伊比電拉
[32:53] 這些廠商會跟
[32:54] Nitobo拉T glass布
[32:57] 然後臺灣有誰可以做T glass布呢
[32:59] 目前是臺播
[33:01] 比較速度
[33:02] 臺播最近也是一個猛
[33:04] 對
[33:04] 我好朋友50塊賣掉覺得很開心
[33:06] 現在70了
[33:07] 對
[33:08] 檯布其實才是真的T布可以出了
[33:11] 然後它的產能
[33:12] 現在T glass布
[33:13] 據說是被日本已經包廠了
[33:15] 那富僑主要還是K1 K2不為主
[33:18] 那當然但是因為PCB需求今年還是很強啦
[33:21] 所以也有傳言說他二月營收會跳蠻多的
[33:25] 然後可能有機會再漲價
[33:27] 然後也是正面的啦
[33:28] 對但是這個無礙於我之前講
[33:30] 就是K部的部分
[33:32] 我認為他的產能擴充是比較快的
[33:35] 的這件事情我認為還是存在的
[33:38] 那同博的部分為什麼股價一直不漲
[33:40] 我覺得就是因為
[33:41] 公司的這個淨值跟獲利的狀況
[33:45] 還沒有開始反映
[33:46] 2026年的大好的這件事情
[33:48] 所以變成他每次都觸及到
[33:50] 被主管機關關緊閉
[33:52] 就他每次出來
[33:53] 我們就知道幾天後又要被關
[33:55] 你知道我為什麼很喜歡問
[33:56] 婉婷那個同伯
[33:57] 其實同伯就是金居和榮科
[33:59] 那金居就是在
[34:02] 統一頭骨辦了一個法說之後
[34:04] 他就一直停留在一個270
[34:06] 我常常講270
[34:07] 他雖然後來出來有到318
[34:09] 他的高點
[34:10] 但是你會發現270好像是個天險
[34:12] 他很容易在270的上下
[34:14] 就卡住這樣子
[34:15] 就是在去參加
[34:17] 發售那一天
[34:18] 但對我來說很簡單
[34:20] 因為我也是蠻相信
[34:21] 婉婷覺得同伯
[34:22] 這件事情會缺
[34:23] 而且再加上
[34:24] 別人已經漲翻了
[34:25] 雖然第一波漲的是金居
[34:27] 我們那時候開玩笑說
[34:28] 金居是地表上
[34:29] 跑最快的股票
[34:30] 但後來它漲到
[34:31] 那個位置之後
[34:32] 就因為反覆的被關
[34:33] 去看它的形態
[34:34] 它其實就完全
[34:35] 變成一個橫盤
[34:35] 別人都在往右上說它在一個橫盤所以我覺得它終有一天會發酵可是買的位置可能就要買的好一點對例如說它270以下有曾經打到我記得有230附近如果你是買在230、240
[34:47] 我覺得它相對
[34:48] 可能就會更加的安全
[34:49] 並不是說大力的宣導
[34:51] 大家就要買金魚
[34:52] 只是說我的邏輯
[34:53] 就會變這樣
[34:54] 因為我緊縮聽了
[34:55] 婉婷的不是就
[34:56] 真的是爆本嗎
[34:57] 而且超乎我的想象
[34:59] 因為我150幾就想賣了
[35:00] 200塊又想賣了
[35:01] 可是就一直記得說
[35:03] 這個是載版元年的元月
[35:05] 不過現在已經二月
[35:06] 現在要三月了
[35:07] 所以我剛剛也會
[35:09] 跟婉婷請教的是
[35:10] 我自己也會密切的觀察
[35:11] 她有沒有在籌碼上
[35:12] 或是獲利上面比較弱
[35:13] 尤其是很多人說
[35:15] 最喜歡的還是星星
[35:16] 不一定是錦碩
[35:17] 這個真的很看個人
[35:18] 所以回到金居的身上
[35:20] 對我來說
[35:21] 她就是有潛力
[35:22] 婉婷也覺得很棒
[35:24] 可是她就是因為
[35:25] 可能常常被關
[35:25] 獲利還沒有開上來
[35:27] 導致她的股價
[35:28] 在這邊震盪
[35:28] 那我遇到有甜的時候
[35:30] 我就會加一點點這樣子
[35:32] 如果就是同博的產業
[35:34] 除了金具以外
[35:35] 我們可以看一下
[35:36] 因為同博的大廠是日本的
[35:39] 三井金屬
[35:39] 然後它的股價
[35:41] 其實在最近是創新高
[35:44] 是
[35:44] 對
[35:45] 但是臺灣沒有反應
[35:46] 沒有
[35:47] 一方面可能是金具
[35:48] 一樣就是我們講的那個問題
[35:50] 是
[35:50] 然後再來就是
[35:51] 真正HVLP4大出貨
[35:53] 應該是現在才要剛開始
[35:55] 對
[35:56] 所以數字上還沒有明顯的反應
[35:58] 我們很期待
[35:58] 就是三月份之後
[36:00] HVLP4對它的業績的貢獻
[36:03] 然後另外還有一個補充
[36:04] 就是因為像金居拉等等廠商
[36:08] 把標準銅箔不做了
[36:10] 然後退出
[36:10] 然後轉做高階銅
[36:12] 所以實際上標箔的供給
[36:14] 是有稍微減少的
[36:16] 然後所以在最近銅價
[36:18] 從去年11月到2月份大漲之後
[36:21] 其實標準銅箔的加工費是有調漲的
[36:24] 像我昨天才收到
[36:27] 就是其他銅箔同業
[36:29] 有稍微pass一下
[36:30] 就是說這個加工費漲了0.5塊
[36:32] 那你知道就是標箔的加工費
[36:34] 其實就我之前的認知
[36:35] 大概在1.5到2塊半
[36:37] 然後如果瞬間多漲了0.5
[36:40] 那漲很多
[36:40] 對
[36:41] 然後所以幾乎是有機會
[36:43] 可以達到損品
[36:44] 甚至可以獲利的能力的這個狀況
[36:46] 然後所以對於某些同伯廠商
[36:48] 如果過去可能是虧錢的
[36:50] 榮科
[36:51] 就很容易有機會虧賺
[36:53] 對
[36:54] 因為那時候金具有一些
[36:55] 就是一般品不做了
[36:57] 說要轉給榮科
[36:58] 對
[36:59] 那後來榮科那時候就想說
[37:00] 這個東西會賺嗎
[37:01] 可如果現在加工費會提升的話
[37:03] 那榮科可能就會
[37:04] 不見得因為他有高階同博
[37:06] 反而是他有一般同博
[37:07] 他可能就會賺錢了
[37:09] 我覺得榮科有點愛漲這個事情
[37:10] 但是如果你說
[37:11] 榮科有打入高階同博
[37:13] 據我瞭解
[37:14] 他們還在努力中
[37:15] 對
[37:16] 可是事實上就是這樣
[37:19] 有時候我們太理性的討論的時候
[37:21] 也會有驚喜
[37:22] 例如宅版就是給我覺得
[37:23] 哇超級大驚喜
[37:25] 超出我的想象
[37:25] 可是也會有那種
[37:26] 啊這兩檔明明很明顯的
[37:28] 就是金句是超欠的
[37:30] 可是轉虧為盈的榮科題材
[37:32] 反而大家更期待
[37:33] 或者說現在沒有
[37:34] 搞不好一會兒就打進去
[37:35] 他也是有去努力
[37:37] 送上臺光店跟臺藥
[37:38] 搞不好我們哪一天就透過
[37:39] 市場小作文寫透過
[37:41] 其實真的還在努力中
[37:42] 可是股價就很猛
[37:44] 因為他股價比較低
[37:45] 所以大家就覺得
[37:47] 對了
[37:47] 就跟耀華跟華通
[37:48] 耀華噴翻
[37:49] 對
[37:49] 華通也噴翻
[37:51] 但是我第一次試
[37:52] 兩個都噴翻的情況下
[37:54] 體質就是差很遠
[37:55] 對
[37:56] 好
[37:57] 事情就是這麼奇妙
[37:58] 好
[37:59] 那還有一點點時間
[38:00] 講PCB裡面
[38:00] 現在有你覺得
[38:01] 相對比較低估的嗎
[38:03] 我剛剛有跟婉婷講
[38:04] 現在最多人會來聊的
[38:05] 就是電影頭控
[38:06] 就是覺得
[38:07] 明明獲利在今年的預估
[38:09] 就是那麼的好啊
[38:10] 還把你的報告拿出來講
[38:11] 所以統一頭顧說
[38:12] 怎樣怎樣怎樣
[38:13] 這篇不是我發的
[38:15] 不是統一頭顧的
[38:16] 然後好像是
[38:17] 世俊來的時候講的
[38:18] 然後我們就說
[38:19] 好吧那婉婷來問一下
[38:20] 那為什麼電影都不漲
[38:22] 其實我對她今年
[38:25] 確實蠻有期待的
[38:26] 因為她在今年
[38:28] 泰國廠量產後
[38:29] 就是整個廠的
[38:31] 的這個產線是用很先進的
[38:33] 然後所以他也有找一些團隊進來
[38:36] 然後這些團隊有一些背景跟人脈關係
[38:40] 然後所以有讓國際大廠來泰國看了廠
[38:43] 之後還蠻喜歡的
[38:45] 然後所以現在看起來就是有打進NVIDIA
[38:47] 然後MD
[38:48] 然後還有博通
[38:50] 對甚至我印象中好像有CSP廠商
[38:54] 然後這些訂單大概會陸續在今年下半年開始出貨
[38:57] 所以他下半年的營收動能應該跳得蠻快的
[39:00] 那當然這個是正面的
[39:02] 但風險就是
[39:02] 他從來沒有做過
[39:04] 這麼高階的板子
[39:05] 然後初期會不會
[39:06] 有一點良率的問題
[39:07] 這個我還是要客觀的來講
[39:09] 對
[39:10] 但是因為股價未接
[39:11] 還算是相對的比較低
[39:13] 然後所以我覺得可以
[39:14] 可以給他一點機會
[39:16] 就是買一個夢
[39:17] 然後最近
[39:19] 為什麼股價好像
[39:21] 比較相對不夠強
[39:22] 那我覺得有一部分原因
[39:24] 是因為
[39:24] 第一個是剛剛我們提到
[39:26] 業績動能是在第三季才會開始
[39:28] 然後再來就是
[39:29] 他好像還有要募資的計劃
[39:32] 還要募資啊
[39:33] 對這個我不太確定啊
[39:34] 應該是還
[39:34] 我記得好像還
[39:35] 到底要扣到什麼樣的
[39:37] 一個巨大廠要一直募資
[39:39] 但是這個就是
[39:40] 如果公司的企圖心夠強
[39:41] 他也告訴你說
[39:42] 我就是要募這麼多錢
[39:44] 就是表示
[39:44] 我有看到我訂
[39:46] 訂單嗎
[39:46] 因為廠商不是開玩笑的
[39:48] 這是我的身家耶
[39:50] 就是我募了錢
[39:52] 我如果沒有把公司做好
[39:54] 可能就完蛋了
[39:55] 對所以他敢這樣做
[39:56] 應該就是真的有拿到什麼訂單
[39:58] 是
[39:58] 對
[39:59] 然後所以如果下半年開始將出貨到明年
[40:02] 明年的成長性應該就會蠻像的
[40:04] 所以我之前會把它拿來跟去年的高階比
[40:08] 對因為去年
[40:09] 有講過
[40:09] 去年的高
[40:11] 去年是那個AWS最強
[40:13] 然後臺灣就是金像店主攻
[40:17] 然後高階是二攻或三攻跟生意
[40:20] 那電影就有點像
[40:22] 現在NVIDIA主要是那個互電
[40:25] 然後跟盛宏
[40:27] 然後跟星星
[40:28] 但是他多加了一個二線場
[40:30] 進來就是定營
[40:32] 然後所以
[40:33] 那個跳升動能
[40:34] 我覺得可以思考一下
[40:36] 有機會像去年的高階一樣
[40:38] 好
[40:38] 所以一樣
[40:39] 這一檔也是
[40:40] 對不對
[40:40] 沒有非常右上角的
[40:42] 大家可以列入說
[40:43] 你很害怕追高的參考
[40:45] 高的有在辦
[40:46] 對
[40:46] 然後其他的像剛剛提到的
[40:48] 不管京劇或是定營
[40:50] 都是相對不錯
[40:51] 而且說實話啦
[40:52] 他們雖然沒有大漲
[40:53] 也沒有大跌啊
[40:54] 也不是那種
[40:55] 像這種連帽這種
[40:57] 抖沒有
[40:57] 開玩笑的
[40:58] 但真的相對弱
[41:00] 所以我覺得是可以參考的
[41:03] 對那我提醒一下
[41:04] 因為我之前有講過
[41:05] 我覺得就是股價會走N型
[41:06] 如果可以做夢
[41:07] 然後像電影這種
[41:08] 它N已經上去一次
[41:10] 它現在下來的休息
[41:12] 是因為我還沒有真正開始
[41:14] 所以如果我們已經
[41:15] 假設我們買了一個門票
[41:17] 然後就是投資朋友
[41:18] 買了一個門票
[41:19] 在期待的
[41:20] 你就必須要在
[41:21] 它在上去前
[41:22] 你要觀察它的數字
[41:23] 它達成率
[41:24] 它如果有做到
[41:25] 你就繼續放著等它
[41:27] 你要給它機會
[41:28] 然後像高階
[41:30] 其實去年它又幾次
[41:32] 就是良率有一些狀況
[41:33] 但是後來調整好
[41:34] 業績就繼續上去
[41:36] 所以我覺得可以多觀察幾次
[41:39] 好那另外我這邊再幫忙問一個
[41:42] 真頂KY
[41:42] 因為載板在漲的時候
[41:44] 後來真頂KY也有小跟
[41:45] 但是大家都知道
[41:46] 真頂KY的載板比重
[41:47] 可能就10到15個百分點
[41:49] 對
[41:49] 那可是它也相對物美價廉
[41:51] 所以有時候股票就是這樣子
[41:52] 在它的股價成長性等等
[41:54] 眾多條件裡面取得一個平衡點
[41:56] 但是你會目前的狀態
[41:58] 對你來說
[41:59] 是一個合理反應股價的
[42:01] 還是有值得期待的地方
[42:02] 我覺得有值得期待的地方
[42:04] 因為比較正面的就是載板
[42:08] 然後跟他也很積極的
[42:09] 想要切入這個AI的板子
[42:12] 然後看起來有一點成果
[42:14] 好但是比較
[42:15] 也不能算很負面
[42:17] 就是Apple
[42:18] 大家本來期待近年的摺疊手機
[42:21] 而且摺疊手機
[42:21] 對於板子的貢獻度是蠻大的
[42:24] 可是因為現在記憶體就是比較尷尬
[42:26] 所以你不太確定
[42:27] 今年的這個下半年的iPhone的新品
[42:30] 會不會變得比較貴
[42:31] 如果比較貴
[42:32] 當然賣的量就會變少
[42:34] 就會有點影響
[42:35] 所以我覺得這個會壓抑到
[42:36] 股價的行為評價
[42:38] 但是正面的部分也是有
[42:40] 所以整體來看的話
[42:41] 我們還是可以說
[42:42] 真頂現在的評價相對
[42:45] 不論是載版還是其他PCB
[42:47] 都算是相對比較便宜的
[42:49] 對所以我覺得就是
[42:51] 比較價值型投資
[42:54] 或者是你比較擔心
[42:56] 波動的人來講的話
[42:57] 真鼎應該是
[42:59] 可以抱著比較安穩的
[43:00] 是
[43:01] 好
[43:02] 這個跟我的想法也一樣
[43:03] 刺激的
[43:04] 就去找再辦三休
[43:05] 想要安穩的
[43:07] 就找一下真鼎
[43:09] 那剛剛我們在錄音的時候
[43:10] 有講韓國壞
[43:11] 跌了快要7個百分點
[43:13] 真的是非常非常驚人
[43:14] 那我們的夜盤
[43:15] 開盤後有些人小漲
[43:17] 後來也開始下修
[43:18] 所以這個
[43:19] 有點呼應到我們講的
[43:21] 這一次如果以管理率來說
[43:23] 有機會修正到三到四趴的話
[43:25] 大概就會到月線哦
[43:27] 月線是我喜歡的一個位置
[43:29] 因為這個月線通常是我會比較積極加碼的第一個點
[43:33] 不是說月線就只疊
[43:35] 有可能到季線
[43:36] 對不對
[43:36] 有可能到年線
[43:38] 這些事情在我們的歷史上都發生過
[43:41] 但是以目前來看
[43:42] 你說一下子消耗到季線
[43:44] 我個人是沒有這樣的想法
[43:46] 那剛剛其實在跟婉婷錄音前
[43:48] 我也跟她對答案
[43:49] 因為我今天早上有為了比較動能派
[43:51] 例如大家現在很喜歡的雲翔哥
[43:53] 雲翔哥就說
[43:54] 我跟你講
[43:54] 我今天在尾盤的時候
[43:56] 把我的put
[43:57] 大家知道他每個禮拜
[43:58] 做put避險
[43:59] 他最成功的一次
[44:01] 就是年前一路買
[44:02] 買了60萬的put
[44:04] 全部打水漂
[44:06] 因為一過完年
[44:07] 就一路往上噴
[44:08] 但他就講說
[44:09] 我的put打水漂
[44:10] 就是拯救全世界
[44:12] 拯救全臺客
[44:13] 自己講得很心酸
[44:15] 他到時候一直講
[44:16] 講到他去新加坡玩
[44:17] 他還在買put
[44:18] 因為他就覺得說
[44:19] 總是要下來
[44:21] 後來通通打水漂
[44:21] 但他很開心
[44:22] 他覺得真的是拯救全臺股
[44:24] 但他今天把POO的獲利了結
[44:26] 他說這是我短時間內
[44:27] 第一次有這麼大的獲利了結
[44:29] 在POO上
[44:30] 他覺得事情就會有點毛
[44:32] 所以他也是認為
[44:33] 第一先看時日線
[44:35] 第二他覺得可能有機會到月線上
[44:38] 當然因為月線現在往上揚
[44:40] 所以有一定的支撐力
[44:41] 他有先看這件事
[44:42] 那我也問了另外一個動能派的
[44:44] 就是艾倫
[44:45] 艾倫說從技術形態來說
[44:47] 月線是非常強力的支撐
[44:48] 並不代表一定會到月線
[44:50] 但是因為現在我們跟美股脫鉤
[44:51] 真的有點遠
[44:52] 所以在震盪下
[44:54] 它也會以月線成為一個
[44:56] 比較強的防守點
[44:58] 對那剛才婉婷又剛剛講
[44:59] 3%到4%
[45:00] 就是一個在月線附近的位置
[45:02] 講這些狀況
[45:03] 不是要嚇大家說
[45:05] 會到月線哦
[45:06] 我自己也講了
[45:07] 因為管理比較大
[45:07] 所以搞不好十日線
[45:09] 我就會稍微做
[45:10] 更積極一點的加碼咯
[45:12] 這邊提供給大家做參考
[45:14] 但是月線確實是我喜歡的加碼點
[45:16] 我要提醒大家就是
[45:18] 所以不要把下跌都當做是很爛的事情
[45:21] 如果真的有到那樣的機會的時候
[45:23] 緊記著去年有幾次到月線甚至到季線
[45:27] 都是給大家很好的機會
[45:28] 除非今天是經濟性的因素
[45:33] 那我們絕對會來跟大家提醒
[45:35] 事情不對勁了
[45:36] 現在都是非經濟因素
[45:38] 加上有點超漲
[45:40] 漲過頭的狀態
[45:41] 都還在可控範圍內
[45:43] 好那今天謝謝婉婷
[45:45] 謝謝
[45:45] 我們等一下也要恢復
[45:46] 我們這個禮拜有所謂理財達人秀的
[45:48] 網路讀播版
[45:49] 上禮拜停了
[45:51] 那大家就說怎麼搞的
[45:52] 其實我只是要緩步暖身
[45:54] 因為這個排山倒海的工作
[45:56] 大家想說慢慢加溫這樣
[45:58] 也希望大家谷海平安
