[00:00] 欢迎收听赵怀古货仔第1160集
[26:48] 而且做的脚步还蛮快的
[26:51] 然后
[26:51] 我其实在上一个月
[26:55] 我就知道合作
[26:56] 合作他其实在AI Server的组装
[26:58] 已经做到L11
[26:59] Level 11的一个阶段
[27:01] 这让我有点意外
[27:02] 然后再来2356的音乐达
[27:05] 还有上次跟大家分享过的金人宝集团
[27:08] 他们其实都很有
[27:10] 鸭子划水
[27:12] 反正他就是默默的在做
[27:14] 那当然还有包括像技嘉
[27:15] 这一类的公司
[27:16] 那所以我觉得其实在
[27:19] 在接下来今年的下半年
[27:22] 在AI伺服器
[27:23] 或者是大家过去所称之的
[27:25] 老AI的这一块
[27:26] 他的一个
[27:27] 他的这个出群性会更扩大
[27:30] 那所以除了半导体之外
[27:33] 本来下半年
[27:34] 基本上市场上资金
[27:36] 本来就容易流到
[27:37] 比较属于偏中下游电子产业
[27:39] 所以这部分我觉得大家是可以特别做关注
[27:42] 好
[27:43] 那刚刚提到广达
[27:45] 广达其实绞出了非常漂亮的第二季成绩单
[27:49] 以QQ来说
[27:50] 营收就成长
[27:51] 这营收早知道
[27:52] 营业净利是成长了48%
[27:55] YY的营业净利是成长了67%
[27:59] 其实是
[28:00] 因为广达第一季大家也是有点担心
[28:02] 第一季的时候
[28:03] 我们都知道接这个
[28:05] 所谓的ASFC的单子
[28:06] 它中间会有所谓的技术的磨合期
[28:09] 伪创也历经过
[28:11] 所以毛利反而不降
[28:12] 不增反降
[28:14] 大家都有遇过这种阵痛期
[28:15] 虽然营收都跑得很快
[28:17] 因为你单子多了
[28:18] 单价可能也相对高了
[28:20] 可是中间的技术磨合
[28:22] 以及还有讲到零组件的采购
[28:24] 假如他要帮忙采购
[28:25] 大家都在涨价
[28:25] 你能不能不侵蚀你的毛利
[28:27] 采购毛利
[28:28] 还有你自己的管销
[28:29] 像鸿海昨天的好处是
[28:31] 他可能在买东西上有比较贵
[28:33] 可是他自己的管销他有控制
[28:35] 对所以他就呈现至少还有两率是上升
[28:39] 广达这样成绩的状况
[28:41] 我个人觉得相当好
[28:43] 他以上半年来说EPS12.93块
[28:45] 对比去年的上半年9.43块
[28:47] 是年增37.1%
[28:49] 我觉得蛮好的
[28:51] 我个人是给予赞同
[28:54] 给予赞
[28:55] 然后加上他前一阵子吃了那一根蝶蜓
[28:58] 当然现在也慢慢的垫上来
[29:00] 是不是能够还他一个公道呢
[29:02] 我觉得真的不简单
[29:05] 因为我们从刚刚的鸿海开始讲了
[29:08] 因为鸿海他其实不是只有AI Server
[29:10] 他还有其他的电动车
[29:14] 还有其他的项目可以做
[29:15] 其实很多东西都在里面
[29:17] 可是如果说就广达来讲
[29:19] 他的这个刚刚所交出来的一个成绩单的表现
[29:22] 真的是相当的一个不错
[29:24] 但是我要讲的是说
[29:26] 在今年Q3 Q4之后
[29:29] 这些过去所谓的四雄鼎立的这种情况
[29:32] 他们其实有可能会被一些挑战
[29:35] 包括像崛起的人保
[29:37] 或者是之前的那一些
[29:39] 这些可能本来只有在做L6的
[29:42] 例如说像
[29:43] 英业达
[29:44] OK
[29:45] 或人保
[29:45] 他们本来只有focus在L6的这一块
[29:48] 的这些公司
[29:49] 他们开始都往L10跟L11去做一个挑战
[29:53] 所以可能对他们来讲
[29:55] 未来的订单的这种所谓的集中度
[29:58] 可能就会慢慢慢慢的分散
[30:00] 所以我觉得接下来
[30:02] 所以我们就用很现实的这个
[30:05] 很现实的这个K线来讲好不好
[30:09] 就是说我们看到现在的广达或者是鸿海
[30:13] 他们其实现在的一个股价都还没有占上基线
[30:17] OK
[30:17] 但是呢
[30:18] 我们以刚刚一些所谓的新的这些所谓的挑战者来讲好了
[30:24] 包括像是2356的这个英业达
[30:28] 他们其实在整个的一个股价表现
[30:31] 是站稳所有短中长期均线
[30:33] 然后再来2324的人保
[30:36] 也站上所有短中长期均线
[30:39] 甚至刚提到的4938的合作
[30:41] 也全部都站上短中长期均线
[30:44] 他们代表的是
[30:45] 他们在背后产业的一种
[30:47] 我不能够说此消彼长
[30:49] 就是他有一些
[30:50] 他有gain到一些新的机会
[30:52] 所以资本市场是给这种事情
[30:55] 给他正面的一个评价的
[30:57] 那当然本来的很好的学生
[30:59] 那本来就很好嘛
[31:01] 那這個時候基本上反而就會覺得說
[31:03] 像鴻海大家看完他的這個法術會
[31:06] 我聽到幾個朋友就講說
[31:08] 聊無心意什麼的
[31:09] 可是我真的覺得
[31:10] 他們其實做得算很努力的
[31:12] 他要面對非常非常多的挑戰
[31:15] 包括像是
[31:16] 剛提到的這個
[31:18] 漁農料的價格
[31:19] 報價的價格上漲
[31:20] 我最近call一家公司
[31:22] 他們公司呢
[31:25] 他營收上半年都很漂亮
[31:27] 可是因為他有時候出貨
[31:29] 客户要求他准时到货
[31:32] 他跑去用飞机载
[31:34] 结果他后来
[31:36] 他刚刚算下来
[31:38] 是赔钱的
[31:38] 是 工业很贵
[31:40] 对 很贵
[31:40] 然后他要找一些
[31:41] 所谓的临时工具
[31:43] 去加班
[31:44] 派遣工具加班
[31:46] 那其实都很贵
[31:46] 可是没有办法
[31:47] 当时签了约
[31:48] 交货日期就在那个地方
[31:50] 然后我们又卡到
[31:51] 这种所谓的过年的期间
[31:53] 然后客户放行的时间又delay
[31:56] 但是你准时出货的时间没有改
[31:58] 所以我跟他開玩笑說
[32:00] 我這輩子都聽到就是
[32:02] 呃這個
[32:04] 賠錢誰也沒人做
[32:06] 我虧他啦
[32:07] 我說欸
[32:08] 我怎麼聽到人家營收住到這樣子
[32:10] 然後還不小心賠錢的
[32:11] 好都沒關係啦
[32:12] 這個就是
[32:13] 這一次啊
[32:14] 這一次
[32:15] 這一季這樣
[32:16] 下半年就會好很多
[32:17] 我說好啊
[32:18] 但是我就是要跟大家講
[32:19] 有時候我們看
[32:20] 我們看公司財報不要那麼嚴苛
[32:23] 因為其實
[32:24] 可能因為我們在
[32:26] 接觸上的貴公司久了
[32:27] 我就知道
[32:28] 其实经营上这位公司
[32:29] 没有那么简单
[32:31] 他所要负担的很多的
[32:33] 一些外在的风险
[32:35] 那对于我们来讲
[32:37] 我们看来是一个产业跟趋势
[32:38] 所以我刚刚提到
[32:39] 不管是像合作 技嘉
[32:41] 然后像这个华硕
[32:43] 其实我看到的是
[32:44] 他们在未来
[32:45] 在新的这些订单
[32:46] 有些ASIC相关
[32:47] AI Server的一个订单
[32:49] 慢慢慢慢有很多展望
[32:51] 这个展货
[32:52] 所以我觉得
[32:52] 相较于鸿海或者是广达
[32:55] 我觉得他们很好
[32:56] 但如果说是要新进的
[32:57] 这个资金的话
[32:58] 我可能会把部分资金
[33:00] 放在这一块上面
[33:01] 其实AI先军
[33:03] 我们也常常聊
[33:03] 就是现在我们聊的
[33:05] 就可以回到像之前
[33:06] 我们在景气向上的时候
[33:08] 聊的话题一样
[33:09] 就AI先军
[33:10] 他要来重新在这个循环里面
[33:12] 接棒的
[33:13] 因为他们现在普遍
[33:15] 对应到明年预估的EPS来说
[33:18] 本益比都蛮低的
[33:20] 那他们在第一波
[33:22] 广达伪创
[33:23] 第一波红海涨上来
[33:25] 都倍速翻涨之后
[33:26] 其实沉淀相当久的一段时间
[33:29] 那这一波台股
[33:30] 在前面攻到48,000的时候
[33:32] 其实他们扮演的角色
[33:33] 也顶多只是一个稳盘而已
[33:35] 甚至一度好多档
[33:36] 是打到年限的附近
[33:38] 没有什么他们伸展的空间
[33:40] 所以你就会觉得
[33:41] 买这个中小型股
[33:42] 真的好
[33:42] 就是
[33:43] 好happy哦
[33:45] 没有办法戒掉
[33:45] 像上了瘾一样
[33:47] 对
[33:47] 真的
[33:48] 这一波下来
[33:49] 即使我们讲了再多大道理
[33:51] 真的
[33:51] 即使我们讲了再多
[33:53] 他有没有跟上营收的动能啊
[33:55] 获利的动能啊
[33:56] 它这样有可能超涨
[33:57] 可是还是有非常多的散户
[33:59] 他想要听的是
[34:00] 这个现在轮到
[34:02] 被动运行非常缺货了
[34:03] 轮到功率原件
[34:04] 市场上都买不到了
[34:05] 轮到什么东西
[34:06] 是这一波后面起涨
[34:08] 一定会再涨的
[34:08] 我必须讲
[34:09] 上涨的时候
[34:10] 势头真的很重要
[34:12] 我个人也是会非常参考
[34:14] 所谓的势头
[34:15] 就是不预设
[34:16] 它的高点在哪里
[34:18] 可是心里面
[34:19] 要有一个概念是
[34:21] 它现在在涨的
[34:22] 都是市场在
[34:23] 把未来消耗到现在
[34:25] 而且可能已经有点过度消耗了
[34:28] 不否认
[34:28] 因为我们不摸头嘛
[34:29] 你可以很简单的设定一个
[34:31] 而回挡到
[34:32] 标股回挡到五日线十日线
[34:34] 因为他们都已经超过
[34:35] 原本现在呈现的价值嘛
[34:37] 所以他回挡的时候
[34:38] 你就要设定一个标准
[34:40] 你要什么样的挺立出场
[34:41] 老生常谈
[34:42] 可是这一波我想
[34:43] 如果有这样做的朋友
[34:45] 就是有把获利
[34:46] 有点稍微保在手上
[34:48] 对不对
[34:48] 而回挡的时候
[34:49] 也验证了这句话
[34:51] 就是当他已经超过
[34:52] 他营收获利的成长增速
[34:54] 它的股价你已经有点难评估的时候
[34:56] 我们那时候常常讲一句
[34:58] 其实你现在叫我不要去评估
[34:59] 它的本益比我们办法评估的时候
[35:01] 那它回档的速度
[35:03] 也会超乎大家的想象
[35:05] 我们已经历经过了
[35:06] 所以现在我们不用再去历经这个
[35:09] 我们要回来看的就是
[35:10] 所谓的老AI价值
[35:12] 它现在的彰显只是刚开始而已
[35:14] 棒子如果回到他们身上
[35:16] 我们喊什么五万点
[35:18] 什么五万五千点后面
[35:19] 它才有依据
[35:21] 你不太可能老是靠着中小型股在飙
[35:25] 你的指数就开始一直往上垫
[35:27] 这个是其一
[35:28] 我觉得老爱爱的价值
[35:29] 它在对应明年的EPS
[35:31] 绝对都还有增长的空间
[35:33] 只是它比较温和
[35:34] 然后呢台积电
[35:36] 台积电这一波
[35:37] 它还是验证了法说会前
[35:40] 它没有大涨
[35:40] 它相对抗跌
[35:41] 因为它法说会前气氛不好了嘛
[35:43] 它没有跌
[35:45] 它没有跌就是这种涨了
[35:46] 所以它也验证了这件事情
[35:48] 就是法说会后就相对就
[35:50] 又因为盘不好
[35:51] 就更加没有表现
[35:52] 可是它对应到明年后年的EPS
[35:55] 它是不是还是一个很便宜的股票
[35:57] 我个人也觉得是
[35:59] 所以当你是追求安全的朋友
[36:02] 我想所谓的一线AI股
[36:04] 或是台积电
[36:04] 它依旧是您的首选
[36:06] 那你追求动能的
[36:08] 那就看势头了
[36:10] 例如说被动元件涨到这里
[36:12] 每天谈什么涨到这里
[36:14] 可是它已经是有跟上来
[36:15] 如果接下来主被动元件
[36:17] 又开始产生了大家一窝蜂往上拱
[36:20] 当然我们也可以说
[36:21] 上面有很多人要等着解套
[36:23] 国际1000块一定有压力
[36:24] 这些我们都可以讲
[36:25] 可是我还是看中这个势头
[36:27] 以及投信有没有回来买
[36:29] 投信就是创造势头
[36:30] 一个非常厉害的角色
[36:31] 那你就不能否认
[36:33] 他这个族群就有可能重新再上
[36:35] PCB
[36:36] 我觉得PCB绝对是标股基因
[36:38] 在涨价题材里面
[36:39] 真的不要忽略已经回档的PCB
[36:41] 只要投信愿意回来买
[36:43] 外资报告的故事再写一遍
[36:45] 展望明年后年
[36:46] 这个高阶产品的渗透率要加大
[36:49] 故事就会重新再来演一遍
[36:51] 喜欢热门的
[36:53] 喜欢追逐它动能很强的
[36:55] CPU PCB
[36:56] 主被动
[36:57] 刚刚讲的散热
[36:59] 因为有起红
[37:00] 可是你看双红高丽
[37:01] 他们其实即使有涨了
[37:03] 他们位阶都还在比较低的地方
[37:05] 这些都绝对还会是在动能上面绝对可以留意的没有什么问题就是用我怎么染上太明汉的口头禅了完蛋了然后就是所以我觉得主轴是非常非常明确的
[37:18] 讲到台电这件事情
[37:20] 昨天因为张喜教授来
[37:22] 然后呢
[37:23] 我就问了一个
[37:24] 我觉得很直白的问题
[37:26] 因为他实在是太淡定了
[37:28] 他淡定到像是
[37:30] 因为他练太极拳的嘛
[37:31] 他实在太淡定了
[37:33] 因为他上次来是五月
[37:34] 那这次来中间就历经了
[37:36] 这个九千点的回跌嘛
[37:37] 他就跟我说
[37:38] 就算是回谍的时候来
[37:40] 他也会跟我讲
[37:41] 真的没状况啊
[37:43] 他说企业获利真的很正常啊
[37:45] 然后他的想法跟我
[37:46] 就是跟刚刚讲的一模一样
[37:47] 有一些超涨的
[37:48] 他也告诉大家这样是超涨啊
[37:50] 他请他的学生做报告
[37:52] 然后他说因为那个时候
[37:53] 就是被动远见这些很好嘛
[37:55] 所以学生在分组报告的时候
[37:56] 每一个人都挑这种的
[37:58] 挑通博基板
[37:59] 当然通博基板载板
[38:00] 现在看起来
[38:01] 我觉得接下来
[38:03] 随着缺口跟升级和涨价的应用来说
[38:05] 还是市场上很夯的标的
[38:07] 可是那时候大家挑的一些
[38:08] 他也有委婉的跟学生聊说
[38:10] 但这些在营收上面
[38:12] 并不见得很好哦
[38:13] 这样子
[38:14] 然后呢
[38:15] 他说到了现在
[38:17] 因为这次是暑假
[38:18] 也等于下个学期
[38:19] 他得换一批学生了
[38:21] 他就没有办法回去
[38:21] 跟那些学生说
[38:22] 你看
[38:23] 对
[38:25] 好
[38:25] 不过我就很直白的
[38:26] 跟他讲了一句话
[38:27] 因为他就说
[38:28] 台积电他觉得
[38:28] 以他目前的成长态势
[38:30] 到五千块钱都是合理的
[38:32] 当然他不会在
[38:33] 今年明年到五千块钱
[38:35] 所以还有阶段性
[38:36] 例如今年
[38:36] 他觉得现在2200就是很便宜啊
[38:38] 明年2700就是很便宜啊
[38:40] 然后到了后年
[38:41] 到后年如果这个成长的趋势
[38:43] 中间没有出现任何的黑天鹅
[38:45] 或意外的话
[38:45] 5000块也会是合理的啊
[38:47] 而且很平淡这样讲
[38:48] 我就跟他说
[38:49] 好这个张教授
[38:51] 这个过程中
[38:53] 对我知道很合理
[38:55] 可是你看哦
[38:56] 大家就会动不动
[38:57] 就会告诉你
[38:57] 我三星记忆体赚那么多
[39:00] 我现在要投超级多钱
[39:02] 比台电赚的钱还多的钱
[39:03] 去发展先进制程
[39:05] 我intel我也筹资
[39:07] 我还国家队
[39:07] 我是美国国家队
[39:09] 美国还会用一些方法
[39:10] 卡你来帮我
[39:12] 我也砸我也去募资
[39:13] 要去投心心志成
[39:15] 然后时不时我要弯道超车
[39:17] 是不是连日本厂商
[39:18] 都可以说我有二奈米
[39:19] 我说当这些事情发生的时候
[39:21] 当然我第一个直观会觉得
[39:23] 不可能啊
[39:24] 但是市场上永远就会有人觉得说
[39:27] 你又知道不可能了
[39:28] intel好棒棒欸
[39:29] 你又知道不可能了
[39:30] 你只会就觉得不可能
[39:32] 哪一天哪一天你就知道什么
[39:33] 我说你要如何去
[39:35] 这么淡定的看这件事情
[39:37] 然后他就跟我说
[39:38] 你明明就从核心知道
[39:41] 不可能啊
[39:42] 就是你明明就知道
[39:43] 这个技术的部件
[39:44] 就跟刚刚韦泰讲的
[39:46] 鸿海打造这个帝国
[39:47] 即使毛利率
[39:48] 不是我非常尬疑的类型
[39:50] 可是他打造一个月赚
[39:52] 营收一兆的帝国
[39:54] 全地表最大的代工厂
[39:56] 这个帝国
[39:57] 他谈何容易
[39:59] 我们今天台移电
[40:00] 在这个二纳米三纳米
[40:01] 1.4纳米往前迈进的过程中
[40:04] 这种杂音
[40:06] 它一次又一次
[40:07] 一次又一次的告诉你
[40:09] 我就是领先
[40:10] 一次一次的法说会上
[40:12] CC会
[40:12] 包括之前刘德英
[40:14] 包括在之前的
[40:15] 这个
[40:15] 这个
[40:16] 张忠伟董事长
[40:18] 对不起
[40:18] 忘记老人家名字
[40:19] 一次一次的当场告诉大家
[40:21] 我们的竞争力没有问题的时候
[40:23] 我们就是凡夫俗子啦
[40:25] 我们真的没有资格代表
[40:28] 台积电以外说
[40:29] Intel就是会超车成功
[40:31] 他们自己都已经出来讲了嘛
[40:33] 对不对
[40:33] 所以与其这么样的提心吊胆
[40:36] 不如把握每一次
[40:37] 这么好的公司回档的机会
[40:39] 而且成为比较核心的配置
[40:42] 我觉得这个就会是
[40:44] 不管今天我们有没有在低档
[40:46] 很错愕
[40:47] 没有捞到
[40:48] 涨到这边很错愕
[40:49] 买的不够
[40:50] 我觉得最简单的一个方向
[40:53] 这个其实有点困难
[40:54] 对
[40:55] 我觉得对于操作者来讲
[40:58] 要做到手中有股票
[40:59] 心中无股价
[41:01] 这真的是一件非常困难的事情
[41:03] 股价刚刚讲便宜价的时候再买
[41:04] 对对对
[41:05] 这是黄金右下角的价值
[41:07] 是
[41:07] 对
[41:07] 所以我会觉得说
[41:09] 其实我们
[41:10] 我们回到刚刚像这种
[41:12] 所谓的本益比偏低的这种公司
[41:15] 本益比偏低的公司
[41:16] 其实它还有一个好处
[41:18] 它除了现在下跌的一个空间
[41:20] 可能有限之外
[41:21] 假设在明年
[41:22] 它的EPS又配得非常的不错
[41:26] 那很可能就一些中长线的
[41:29] 想要去赚股息的这种资金
[41:32] 就会进来去做卡位
[41:33] 那这样子的一个细码
[41:35] 其实每一年都在上演
[41:36] 那一年其实在老AI
[41:38] 很风光的那一年
[41:40] 其实就是有
[41:40] 这样子的细码的产生
[41:42] 所以我会觉得说
[41:43] 买本益比相对低一点的公司
[41:46] 其实我们看的
[41:47] 就不是只有短线上面的
[41:49] 一个跌身反弹
[41:50] 有些时候像
[41:52] 我还会去关注到
[41:53] 他接下来
[41:54] 以这家公司来讲
[41:55] 他的配息的状况够不够好
[41:57] 像2357的华硕
[41:59] 是我的长顶股
[42:00] 为什么
[42:00] 因为它的配息状况都很不错
[42:03] 那再加上它如果说
[42:05] 当时又有蛮不错的
[42:07] 这种所谓的EPS表现
[42:09] 本益比又便宜
[42:10] 像这种都是一个
[42:12] 值得去做长期跟布局的
[42:15] 一个好时机点
[42:16] 好
[42:17] 所以台股
[42:19] 现在有非常多的商品
[42:21] 不只个股
[42:22] 我们讲到刚刚讲都是个股
[42:24] 商品其实我们也讲很多的
[42:25] 就是ETF的部分
[42:27] 对不对
[42:27] 那我刚刚看到
[42:28] 也有不少人在直播下来后
[42:30] 就会问说
[42:30] 那我到底核心除了配这个市值
[42:33] 那我的卫星要配哪一档呢
[42:35] 是这个981A这种好的呢
[42:37] 还是新发行的太多了
[42:39] 然后还是我要这个985
[42:41] 还是我要403
[42:41] 还是我要什么
[42:42] 数不完
[42:43] 不过我觉得要是我的话
[42:45] 我就会多买几档
[42:47] 因为如果你除了所谓的市值
[42:49] 它是有一个真正参考的总标准之外
[42:52] 其他的像主动式
[42:54] 它就是非常看经理人的选股功力嘛
[42:56] 所以即使它的选股逻辑类似
[42:58] 最后的结论
[42:59] 我也没有办法告诉你
[43:00] 哪一档比较好
[43:01] 所以以我来说
[43:02] 那主动式你就是要赛跑
[43:03] 我就多找几个选手一起跑
[43:05] 那总是会有被我标到
[43:07] 这个前三名的选手嘛
[43:09] 因为他们的买进成本
[43:11] 其实都不高
[43:11] 我不太可能说我单押
[43:13] 就是我知道这个人
[43:14] 他会跑出这个奥运金牌
[43:15] 所以我就把钱都放在他身上
[43:17] 不会
[43:17] 可是我知道这一群
[43:18] 他在跑的时候
[43:19] 是会领先群的
[43:20] 我就多押个几档
[43:22] 其实很简单
[43:23] 就是这个样子
[43:24] 那你觉得主动式的
[43:25] 有些人操作可能太积极
[43:26] 那被动式的有提过
[43:28] 会帮大家报股票
[43:29] 因为可能一季或是半年
[43:31] 才换股一次
[43:32] 中间你就很少
[43:33] 这个摩擦成本就很少
[43:34] 甚至股灾过了
[43:35] 船过水沟很涨回来了
[43:37] 它不就也跟着涨回来了吗
[43:39] 所以主配动对我来说
[43:40] 都有非常多的配置的方法
[43:42] 那我现在我会增加一个东西
[43:45] 这边也跟大家聊
[43:46] 因为我之前配了很多的债券
[43:48] 那我因为明年
[43:50] 我的房子要交屋了
[43:51] 所以我去计算了一下
[43:53] 我当初买债券的想法非常简单
[43:55] 因为买在这个
[43:56] 殖利率相对高的地方
[43:58] 那将来是不是可以用债息
[43:59] 去养房贷呢
[44:01] 后来这个事情
[44:02] 它当然就会出现一个
[44:03] 小小的bug
[44:04] 也不能说是bug
[44:05] 那时候我有想过
[44:06] 因为当时是
[44:07] 比较有可能是降息环境
[44:09] 所以很多人在赌
[44:10] 债券的价差对不对
[44:11] 可是我想的不是债券的价差
[44:13] 我那时候想的是
[44:14] 如果后面真的降息了
[44:15] 债券涨了
[44:16] 可是息变差了
[44:18] 我可能就得把它卖掉了
[44:19] 对不对
[44:20] 因为我要的是现金流
[44:22] 当时是想的是这件事情
[44:24] 那它又变
[44:25] 价格变贵了
[44:26] 那就只好把它卖掉了
[44:27] 可能要换别的商品这样
[44:29] 不过这件事情到现在
[44:31] 它没有发生
[44:31] 因为没有降息
[44:33] 反而是在讨论升息
[44:34] 那因为买的时间点
[44:36] 没有算太差
[44:37] 那时候都是买在所谓
[44:38] 它的殖利率在冲
[44:40] 然后超过基准利率的时候买的
[44:42] 所以账面没有什么赚或赔
[44:45] 那有利息收进来这样子
[44:47] 但如果是这样的利息
[44:49] 我反而觉得台股
[44:50] 现在有一个商品
[44:51] 前一阵子也有跟大家聊到几档
[44:53] 是属于
[44:55] 它是属于像
[44:56] 好类似半导体收益
[44:57] 或者属于动能收益
[44:59] 这一类型的
[45:00] 对
[45:01] 蛮多的
[45:02] 他就是诉求说
[45:03] 他会帮你
[45:04] 把这个资本利得
[45:05] 也是用高配息的方式
[45:07] 配给大家
[45:07] 那第一
[45:08] 他就没有我讨厌的所得税
[45:10] 我当初买债券的原因
[45:11] 有个很大原因
[45:11] 也是我不想买高股息
[45:13] 是我不要在我的所得税上
[45:14] 看到股息这样子
[45:15] 好
[45:16] 债券是海外所得税
[45:17] 750万的免税额
[45:18] 这个事情也是还不错的
[45:20] 好
[45:21] 但是像这类型
[45:22] 把资本利得配出来的
[45:23] 我就不用担心所得税
[45:25] 那但是
[45:26] 如果他今天年化
[45:28] 其实他们很多
[45:29] 年化的配息率
[45:30] 都有10个百分点以上
[45:32] 他就比领个
[45:33] 五六趴的再息
[45:34] 显得有意思吗
[45:35] 缺点自然是
[45:36] 他还是会受到
[45:38] 这个盘的波动的影响
[45:40] 可是因为
[45:40] 他是一篮子股票
[45:41] 一篮子股票
[45:42] 他也有很多的
[45:43] 所谓比较稳定配息
[45:45] 像刚刚韦泰讲的
[45:46] 广达啦
[45:46] 鸿海啦
[45:47] 联发科
[45:47] 过去这些配息
[45:48] 相当不错的公司在里面
[45:50] 你也不用担心
[45:51] 他跌到没有
[45:52] 所以在这样的前提下
[45:54] 他有比高股息
[45:56] 可能更好的波动跟阿法值之外
[45:59] 他也配出了不是要课税的息
[46:03] 就是所谓的资本利得
[46:04] 我会想把我的债券部位
[46:06] 更大一块是换到这个上面
[46:08] 然后用他来计算
[46:10] 将来我到底每个月
[46:12] 要缴多少的房贷
[46:14] 我要配置多大部位
[46:15] 这类型的商品
[46:17] 来达成真正的
[46:19] 我不用担心这个
[46:20] 现金流会不会忽高忽低的问题
[46:22] 然后达到
[46:24] 我觉得再去
[46:25] 它已经不太会动了
[46:26] 因为现在不是降息环境
[46:27] 这个问题是什么呢
[46:28] 问题是我没有办法再加码它
[46:30] 因为它现在就卡在那里
[46:32] 我没有办法再加码它
[46:33] 可是像股票跌下来的时候
[46:35] 股票型的ETF
[46:36] 我加码得很高兴
[46:38] 我觉得这个也是
[46:38] 我认清我自己
[46:39] 在个性上面
[46:41] 我觉得也是一个学习
[46:43] 所以这边的话
[46:43] 我会用未来一年
[46:45] 在交屋前
[46:46] 把我的部位
[46:46] 再做一个策划
[46:48] 我觉得这个是个人的
[46:50] 我必须讲
[46:51] 每次在做这些事情的时候
[46:52] 都要讲
[46:52] 这是我个人的规划里面做的调整
[46:56] 提供给大家做一些分享跟参考
[46:58] 如果你有类似的情境的话
[47:00] 这个非常好的建议
[47:03] 我觉得像我个人
[47:04] 其实都有一些KY的个股
[47:06] 那因为KY的个股
[47:08] 不用那个课税
[47:09] 对他那些股利
[47:11] 基本上他是也算是
[47:13] 部分是海外所得
[47:14] 所以像587中租这一类就算了
[47:20] 然后前阵子为了做了
[47:22] 一下那個自強KY
[47:24] 然後9802
[47:26] 這些相關的KY
[47:28] 我覺得大家可以
[47:29] 去考慮看看
[47:31] 那至於說這種所謂的
[47:34] 配價差的主動CDF
[47:37] 有啊像這個
[47:38] 安聯嘛安聯那一檔就是
[47:40] 主動高息
[47:41] 主動安聯台灣高息
[47:43] 984A
[47:45] 然後
[47:46] 之前跟大家分享過那個cover code
[47:49] 那個好像也是啊
[47:50] 主动中心台湾收益
[47:52] 我正在找我的
[47:53] 对
[47:54] 当然是用option
[47:56] 他去收权利金
[47:58] 他所配出来的
[47:59] 我特别去研究过
[48:01] 去跟他们请教
[48:03] 就是他们这部分在税务上
[48:05] 他们算是所谓的股票所得
[48:07] 这部分基本上是不扣税的
[48:10] 所以这都是一些
[48:11] 我觉得在我们的资产配置当中
[48:14] 你可能有一环
[48:15] 是有这种就是有固定收益
[48:18] 然后它在整个税率的考量上
[48:23] 它有一些所谓的一个
[48:24] 避税的一个效果的
[48:26] 这些所谓的商品
[48:28] 大家也是可以去做个参考
[48:30] 好 就是我那时候有列出来
[48:32] 像00927
[48:33] 我比较常讲这个
[48:34] 群意台湾半导体
[48:35] 主动安联台湾高息984A
[48:37] 我也有讲过
[48:38] 然后凯基的00952
[48:40] 也是诉求
[48:41] 它是AI50
[48:42] 然后包括
[48:43] 就是星光台湾半导体30
[48:45] 00904
[48:46] 还有像前阵子
[48:47] 我们也有聊过00923
[48:48] 923虽然是半年配
[48:50] 但是他的息蛮高的
[48:52] 对他也是配资本利的
[48:54] 其实最近有蛮多
[48:55] 我们讲到的ETF
[48:56] 都有在讲这件事情
[48:57] 所以我觉得
[48:58] 我会开始做这方面的移转
[49:00] 提供给大家参考
[49:02] 但是当然不是单比对单比
[49:05] 我的个性还是在
[49:06] 他有买黑不买红
[49:08] 然后慢慢的把它布建起来
[49:11] 对
[49:11] 好
[49:12] 那今天最后也跟大家分享了这个
[49:15] 那就希望各位股货仔
[49:17] 这段时间谈上来
[49:18] 也没有
[49:19] 也不要下去
[49:20] 担心上来FOMO
[49:21] 就是回到一个正常评估股票
[49:24] 或是你持股组合的时机点
[49:26] 好那就跟各位说拜拜
[49:28] 谢谢大家
[49:29] 拜拜
