[00:00] 欢迎收听赵华谊古惑仔第1158集
[25:26] 目前基本面的检视
[25:28] 其实应该这样说
[25:30] 就是延续之前的说法
[25:32] 五月好
[25:33] 六月更好
[25:34] 七月又再往上加温
[25:36] 没错
[25:37] 可是就目前的标准
[25:39] 其实勉强大致上来到接近均值
[25:42] 所以应该
[25:44] 走在40几50
[25:45] 对我觉得应该说勉强有来到均值
[25:47] 所以它还有最好的特色
[25:49] 就是我们这次压回
[25:52] 7月见到谷底开始反弹的过程当中
[25:55] 被动研究员非常的落后
[25:56] 结论就是因为筹码太乱
[25:58] 所以导致它弹不上去
[26:00] 那我觉得
[26:01] 目前就总结这几个重点
[26:04] 第一它已经回到合理水位
[26:06] 第二它7月开始好转
[26:08] 第三它反弹的力道是相对最落后的
[26:11] 所以以目前的角度
[26:13] 它绝对有机会再往上走
[26:15] 这是结论
[26:16] 但是要记得
[26:18] 操作切记不要把你的成本当作核心
[26:23] 就是你的成本到底是
[26:25] 以国际而言到底是八百九百一千
[26:27] 主力或外资不会因为你买在一千
[26:31] 他就认为一定会涨到一千
[26:32] 就是你不能当你拿你的成本来当作标准
[26:36] 你就当做你是今天才买的
[26:39] 不要去看
[26:40] 记得你的成本价
[26:41] 因为你就记得
[26:43] 你就是现在买
[26:44] 它到底还值不值得往上涨
[26:46] 我刚刚提到
[26:47] 用这几个总结的角度
[26:50] 它是有机会往上
[26:51] 但是我要强调
[26:52] 其实他们的基本面
[26:54] 现在才勉强要盘上均值而已
[26:57] 所以我个人觉得
[27:00] 它股价是不可能再重回到
[27:02] 第二季那种天天大涨的行情
[27:05] 因為以他的基本面
[27:07] 本來就不應該有這種表現
[27:09] 那第二季回過頭來
[27:11] 就是我剛剛前段講
[27:12] 他第二季是特例
[27:13] 他現在這樣才是一個
[27:15] 基本面合理的一個架構
[27:17] 會慢慢好轉
[27:18] 但是老實說
[27:20] 並不會特別的強勢
[27:22] 值不值得報就要看個人
[27:24] 那我常常講
[27:25] 後續比較重要的關鍵點
[27:26] 還是要follow他的基本面
[27:28] 七月有在加溫
[27:29] 那剛剛提到五月好
[27:31] 六月更好
[27:32] 七月還在加溫
[27:33] 後續八月到底怎樣
[27:34] 要持续不断的观察
[27:36] 另外有一个很重要的关键点
[27:39] 这个整个族群被动元件一涨
[27:41] 这个就跟我常常讲记忆体一样
[27:43] 就是台湾内亚科要涨
[27:45] 常常你还是要看一下
[27:46] 三星美光海力士的一个架构
[27:48] 当人家在熔断往下冲
[27:50] 你也不可能太强势
[27:52] 其实回过头来
[27:54] 被动元件真正的指标
[27:57] 其实是在日本
[27:58] 你看一下Morata
[27:59] 它才是全球最大的供应商
[28:03] 那几乎他的股价呢
[28:04] 这三月的起点跟国际差不多
[28:07] 他永远都会
[28:09] 起涨点比国际早一点点
[28:11] 高点也比国际早一点点
[28:13] 代表他确实就是一个市场的领先指标
[28:16] 所以如果你今天买被动元件
[28:19] 你还是必须要去看一下
[28:21] 目前日股相关族群的股价表现
[28:25] 是给大家短线的参考
[28:26] 至于长线
[28:27] 你还是要除了七月营收
[28:29] 后续八月怎样
[28:30] 还是要继续看
[28:31] 那如果我常常讲的
[28:33] 你現在持有被動元件的人
[28:35] 第一你不用擔心後續再拉回破底
[28:38] 這是很重要的
[28:39] 第二你也不用一直期待說
[28:41] 哇那他這個這次拉回之後
[28:44] 未來是不是還在能夠複製第二季
[28:47] 那種持續大幅噴出
[28:49] 我覺得不切實際
[28:50] 未來有機會慢慢走
[28:52] 那再來就要看個人了
[28:53] 你覺得這種效率值不值得你繼續留在裡面
[28:57] 如果你覺得其實也不差
[28:59] 你覺得可以接受我就覺得OK
[29:01] 那因为基本面
[29:03] 其实他才是要准备
[29:04] 要跟上均值而已
[29:06] 那如果我常常讲
[29:07] 如果你的被动元件的比例
[29:09] 不是太高
[29:09] 我觉得没有太大的问题
[29:11] 但是如果你当时被动元件
[29:13] 买的还真的不少
[29:14] 那我就会建议
[29:16] 你全部压在一个
[29:18] 他的业绩面只有接近均值的
[29:20] 我会建议你
[29:21] 真的要拿出来一点点
[29:23] 把那些钱
[29:24] 现在有很多创高的个股
[29:26] 而且表现真的极好的
[29:27] 无论是有很强势的
[29:29] 像这个窗户
[29:30] 或者是位阶很低
[29:33] 比如说鸿海之类的
[29:34] 都是创高的个股
[29:36] 我会建议你
[29:37] 如果真的被动元件比较多的
[29:39] 我还是建议大家
[29:41] 上来的情况下
[29:42] 要稍微减码
[29:43] 把这些资金拿到数字更强的族群
[29:47] 川湖林董变成台湾新首富了
[29:51] 把国际成董排名压下去了
[29:55] 这也是一个很有意思的事情
[29:57] 昨天我们花了一点篇幅
[29:59] 在聊川湖
[30:00] 就在讲说
[30:01] 所以上面也是有那种川湖员工就会讲
[30:03] 因为他们都会觉得那是叫以前很传统
[30:05] 甚至是电子产业里面
[30:07] 他们都还觉得是电子里的传统
[30:09] 但做进伺服器的又有独家供应权
[30:11] 毛利率88%
[30:13] 对
[30:14] 这个是还有人有跟我讲个小故事
[30:17] 其实NVIDIA那时候有跟川湖议价
[30:19] 就是类似说不希望卖的就毛利太高
[30:22] 但亦来亦去
[30:23] 他还是可以拿到八几趴毛利率
[30:24] 我们昨天有提到说
[30:27] 希望给员工的福利大幅改善好不好
[30:29] 因为现在已经是万元股了
[30:31] 还变成新台湾首富
[30:33] 但是这也代表刚刚讲到的
[30:35] 韩国这一波
[30:36] 韩国人没有台湾人会做股票
[30:38] 韩国的产业
[30:39] 以前我们都说跟台湾高度重叠
[30:41] 事实上经过这么多年下来
[30:43] 我们的产业其实在AI里面
[30:45] 我们各个阶层
[30:46] 各个领域
[30:46] 各个领组件
[30:47] 我们是比韩国厉害的
[30:49] 因为我们中小型股非常的多
[30:51] 韩国就是集中在三星
[30:53] 海力士这种大的财团上面
[30:56] 这种发展模式跟我们不一样
[30:58] 所以他们在玩三亿海力士
[30:59] 这就会变成动摇国本
[31:01] 动摇他们的家本
[31:02] 如果这两家不好的话
[31:04] 可是我们没有
[31:05] 我们遍地开花
[31:06] 200多家公司创历史新高
[31:09] 遍地开花
[31:10] 所以我们是比较幸运的
[31:12] 我们有很多的标的
[31:13] 可以去找
[31:14] 任君所选
[31:15] 那刚刚讲到被动元件
[31:17] 我觉得可以理解一件事
[31:19] 四五月我们涨的
[31:20] 都是之前没有大涨的
[31:21] 被动元件也是
[31:22] 分离式元件也是那现在这些都涨了maybe在接下来第三季我们现在第三季第一个月过了嘛进入到第二个月三四季又会来一些也许是我们现在
[31:33] 没有办法完全肯定
[31:35] 谁会接棒啦
[31:36] 也许说实话
[31:37] 搞不好传产还真的接棒
[31:38] 今天巨大美打又涨了
[31:40] 我好毛喔
[31:41] 上次涨完就差不多
[31:42] 然后或者是生技
[31:45] 对不对都没有什么
[31:46] 或许是机器人
[31:47] 也都没有什么涨的
[31:48] 但也可能或许是
[31:50] 他转回有业绩
[31:52] 但沉寂很久的
[31:54] 例如刚刚讲到的老爱
[31:55] 一定是一个
[31:56] 因为伪创伪已经带头告诉你
[31:58] 那个是有机会的嘛
[31:59] 光宝科也告诉你是有机会的
[32:01] 然后还有像
[32:03] 我觉得像风策我一直在看
[32:04] 虽然大家觉得老梗啊
[32:06] 风策设备类
[32:07] 我觉得他们目前到
[32:09] 长到这个位阶
[32:10] 你看日月光 金元殿
[32:12] 这些领头羊的大厂
[32:14] 都绞出历史新高的记录了
[32:16] 而且日月光的记录是很漂亮的
[32:18] 它月增12排
[32:19] 也是一个加温的一个状态
[32:22] 其实上半年封测
[32:23] 其实也蛮多只是在均值附近
[32:26] 就是年增两成三成
[32:28] 那现在他们有拉到四成五成的
[32:31] 我觉得这一个东西
[32:32] 也是我在三四季会去看的
[32:35] 那设备就是看它入账的情况
[32:37] 可是真的叫做
[32:38] 每一次你去问设备厂商
[32:39] 他手上的订单就是越来越多
[32:41] 出不完的多
[32:42] 所以这两个我觉得是稳的
[32:44] 是稳的选择
[32:46] 确实应该说整个产业
[32:49] 我还是强调不断的循环
[32:52] 我们先讲一下
[32:54] 这个新台湾首富的故事
[32:56] 实际上大家会讲到说
[32:58] 这个会不会是一个
[33:00] 怎么讲
[33:00] 这是一个魔咒
[33:02] 上次国巨
[33:04] 一讲到他首富没多久
[33:06] 不会啊
[33:07] 郭董做蛮久的
[33:08] 不是
[33:09] 我觉得有一个很重要
[33:10] 是
[33:11] 因为股价忽然冲
[33:12] 对
[33:12] 我的意思说
[33:13] 突然冒出一个新首富
[33:15] 是不是后面就会出现
[33:16] 这种崩跌
[33:17] 我要讲
[33:18] 这故事是完全不一样
[33:20] 川湖跟国际是不同的故事
[33:22] 应该说川湖的业绩
[33:25] 我要把这个故事稍微讲长一点
[33:28] 结论就是
[33:29] 确实川湖是24年有AI以来
[33:32] 就一直都是很强的
[33:34] 一直营收
[33:34] 你把图形画出来就知道
[33:37] 一直以来川湖也是
[33:38] 我不断强调是一个很好的股票
[33:41] 那我常常讲
[33:42] 我只是在这些强势
[33:45] 我很多人问
[33:46] 现在比较落后的个股
[33:48] 比如刚刚提到
[33:49] 比如在抱怨鸿海不涨
[33:51] 为什么伪川文营都涨
[33:52] 鸿海不涨
[33:52] 为什么台达店会拉回这么多
[33:55] 什么之类的
[33:56] 没错
[33:56] 你等一下一起回答
[33:57] 没有
[33:58] 我就说讲
[33:59] 川湖拿它当例子
[34:01] 你就知道
[34:02] 其实它的特色就是
[34:04] 它的业绩面从24年以来
[34:07] 都一直维持非常稳健
[34:08] 持续往上
[34:09] 没错
[34:10] 它到了今年的第二季之后
[34:12] 业绩又喷出
[34:13] 那我常常讲
[34:14] 就是第二季会喷出
[34:16] 老实说
[34:17] 没有法案知道我也不知道
[34:19] 但是我常常讲
[34:21] 川普会不会喷出也不是重点
[34:23] 其实川普一直以来
[34:24] 本来就是一个可以长线投资的个股
[34:27] 因为他的营收获利
[34:29] 每一季都在创高
[34:30] 跟台积电那个走势是非常像
[34:32] 只是后来因为规格的转变
[34:34] 导致他获利喷出
[34:35] 我说就算没有这一段
[34:37] 他本来就是一个稳健的个股
[34:39] 我的意思说回过头来
[34:40] 其实他在去年底
[34:42] 指数还在创高
[34:44] 他就沿路不断地下跌
[34:45] 跌了五个月
[34:46] 这个五个月的过程当中
[34:48] 在FB留言问川普的人
[34:50] 真的非常多
[34:51] 我最后每一次复制贴上
[34:53] 我只能跟你讲
[34:54] 我负责的是基本面
[34:56] 我负责股价
[34:57] 我只能跟你讲
[34:58] 他是创高
[34:59] 你可以续报
[34:59] 至于什么时候转强
[35:01] 你不要来问我
[35:02] 因为我也不知道
[35:02] 因为你很有可能
[35:04] 报一个月
[35:04] 可能报半年
[35:05] 甚至可能搞不好报一年
[35:07] 都有可能性
[35:09] 那要不要等
[35:10] 又是看个人
[35:11] 如果你每一次发现
[35:13] 没有效率的情况下
[35:15] 你转到强势族群
[35:16] 能够赚钱你就应该转
[35:18] 但是如果每一次你转出去
[35:21] 都追在人家的高点
[35:23] 然后最后你自己离开的又转强
[35:25] 那切记你就不适合转来转去
[35:28] 你就乖乖等就好
[35:30] 那就我刚刚讲很多的族群
[35:33] 其实基本面也都没有太大变化
[35:35] 那或者是讲
[35:36] 比如刚刚讲到的光宝科
[35:39] 或伪创为英转强
[35:41] 最近的基本面
[35:42] 有没有什么特别的变化
[35:44] 老师讲了
[35:44] 也没有真的值得他的股价
[35:47] 快速的喷出
[35:49] 真正基本面有变化
[35:51] 真的是有这个所谓的窗户
[35:53] 有比较明显
[35:54] 其他也都还好
[35:55] 所以我刚刚讲了
[35:57] 资金就是会轮动
[35:58] 当大家就是不要的时间点
[36:01] 他会找一个时间点
[36:03] 就该反映他该有的价值
[36:05] 那如果真的很有效率的
[36:07] 你就场外等
[36:09] 等到转强的时候
[36:11] 你就再进场
[36:12] 那代表了平常
[36:13] 你要做好功夫
[36:15] 就是你要把这个基本面好
[36:18] 有可能转强的都把它列一列
[36:20] 在那边等它
[36:21] 这是一个方法
[36:22] 但是我还是觉得说
[36:24] 不代表每个投资人都这么厉害
[36:26] 这么有效率
[36:27] 永远都能盯盘
[36:28] 所以你比较简单
[36:30] 就是你没办法盯盘
[36:31] 又不想要跟人家追来追去的
[36:33] 其实我不断强调
[36:35] 分成五六个产业
[36:37] 那从晶圆到风策到散热到PCB
[36:42] 机壳到组装每一个买一档
[36:46] 这总结就是你一个很好的
[36:48] 所谓的你的投资布局
[36:51] 甚至我觉得你这样的一个角度
[36:53] 然后这些个股都是
[36:54] 营收维持非常稳健
[36:56] 持续创高
[36:58] 而且我常讲这些个股
[37:00] 尽量避免买在今年业绩大幅好转
[37:04] 你一定是要去年前年就好了
[37:06] 我刚刚讲川湖就是去年前年就好
[37:09] 对比刚刚讲被动
[37:12] 就是今年才好转
[37:13] 今年才好转
[37:14] 代表就是有风险
[37:16] 因为我常常讲的
[37:17] AI已经第三年
[37:18] 为什么你前两年都没进来
[37:20] 今年会特别好
[37:21] 那应该这样讲
[37:22] 有没有可能性
[37:23] 有
[37:23] 但是这种族群
[37:25] 进来会有个缺点
[37:26] 我今天回答给你单
[37:28] 也不可能说
[37:29] 我今天一给你
[37:30] 就直接灌到你家报表
[37:31] 一定是慢慢加温
[37:33] 所以这种族群很容易
[37:35] 只拿到一点单之后
[37:36] 股价就大涨好几倍
[37:38] 然后最后又拉回
[37:39] 那你要的是
[37:41] 要去年前年就已經吃到AI
[37:43] 現在還在增長的
[37:45] 這個代表都是連續劇
[37:47] 那如果有辦法像川普
[37:49] 就是本來就已經持續上揚
[37:51] 只是突然拿到一個
[37:52] 更陡的協力噴出那恭喜
[37:54] 就算沒有的
[37:55] 他在裡面
[37:56] 營收獲利只要持續增長
[37:59] 股價落後
[38:00] 最後都還是會還你公道
[38:01] 所以當你的這個
[38:03] 所有的資產分散在這裡面
[38:06] 你就不會哪裡再休息
[38:08] 然後你就每天很
[38:10] 很郁闷说
[38:12] 指数涨都不涨我的
[38:14] 那你只要每个族群都有
[38:16] 整到转强的时候
[38:17] 几乎你的整个资产
[38:19] 都还是会持续走高
[38:20] 为什么会大篇幅讲川湖
[38:23] 真的是因为川湖的业绩
[38:25] 很早就开始涨了
[38:26] 可是你会发现
[38:27] 它的业绩年增那么高
[38:29] 三位数或什么的时候
[38:30] 它也会面临到修正坡
[38:32] 所以它在修正的时候
[38:33] 我们必须讲一件事
[38:34] 之前明汉一直提醒我们
[38:36] 被动在涨上去的时候很凶
[38:38] 你要趁势去追它可以
[38:40] 可是如果它回档
[38:41] 你不要一直去接
[38:42] 因为它的营收没有跟上来
[38:45] 你不晓得接到哪里才算合理
[38:47] 其实之前我对CPU
[38:49] 也有同样的想法
[38:50] CPU一开始很强势
[38:51] 它势头很强的时候
[38:52] 可能顶多打到十日线
[38:53] 月线它就上去
[38:54] 在这样的势头下
[38:55] 你可能是略有回档
[38:57] 其实是没问题
[38:58] 可是如果它一旦破下去
[38:59] 就先不要动
[39:00] 因为它的营收
[39:01] 它还没有跟上来
[39:03] 所以那时候
[39:04] 大家可能很难揣摩
[39:05] 这样的意思
[39:05] 可是等到这一波被东西下来
[39:07] 应该就很理解
[39:08] 明翰的意思
[39:09] 但反之呢
[39:10] 营收一直在创高
[39:11] 又很漂亮的
[39:12] 他在跌下来的时候
[39:13] 是可以接的
[39:14] 我们之前最常举例的
[39:16] 其实就是像PCB
[39:17] 有营收的
[39:18] 还有像那个
[39:19] 所谓的设备股
[39:21] 本益比低又有营收的
[39:22] 他们掉下来接
[39:24] 你不知道他什么时候
[39:25] 会V转
[39:26] 你也不知道什么时候
[39:27] 法人会帮你拱上去
[39:28] 但是你接他
[39:29] 你的问题不大
[39:30] 因为他的营收
[39:31] 是跟得上的
[39:32] 而你就不会那么害怕
[39:34] 你也不用怕他回不来
[39:36] 我觉得这边再度强调一下这件事情
[39:38] 所以即使如川湖这个台湾首富
[39:42] 他都有面临过极大的修正波
[39:44] 例如说像什么智邦茂联
[39:46] 台光电
[39:47] 其实都有遇到啊
[39:48] 台光电遇到很多次了
[39:50] 他每次回
[39:51] 之前台光电台股没回季线
[39:53] 他自己有回季线
[39:54] 可是又再上去了
[39:56] 像我们最近在看
[39:57] 今天盘面上很强的台药
[39:59] 其实台药现在的优势是
[40:01] 它跌到900多
[40:02] 所以你觉得它是垃圾
[40:03] 怎么可能从2000
[40:04] 跌到900多
[40:05] 什么东西一定出什么问题了
[40:07] 一定是高阶
[40:08] 人家不要用了
[40:09] 或什么的掉单了
[40:10] 结果他现在回到1600
[40:12] 回到1600
[40:13] 你说他基本没有
[40:14] 跟什么东西不一样吗
[40:16] 没有
[40:16] 没有不一样
[40:18] 但是这中间
[40:19] 大家如果报这样的股票的时候
[40:21] 自己心里面的定见
[40:22] 就会变得很重要
[40:23] 再来就是不可能
[40:24] 你如果你追在2000
[40:25] 如果你追在2000
[40:26] 1900
[40:26] 你可能要做一点防护措施
[40:29] 对不对
[40:29] 可是如果你是从下面报上来的
[40:31] 我想回跌
[40:32] 你去接他的时候
[40:33] 你的压力就不会这么大
[40:35] 那他现在投信又回来买了
[40:36] 我觉得投信有没有再回来加持这些中小型
[40:39] 比较活泼的个股也蛮重要的
[40:41] 前几天大家就在问金居
[40:43] 那我觉得金居他缴出来7月的营收
[40:46] 他也是在均值上年增50几趴
[40:48] 但是因为他之前筹码应该比较乱
[40:50] 以及投信连卖了7天卖了1万多张
[40:53] 有可能停损卖呀
[40:54] 也有可能换股卖呀
[40:56] 不确定
[40:56] 不过今天可以看一下
[40:58] 因为今天拉银跟涨停
[40:59] 如果投信不卖了
[41:01] 他可能就会复制比较强力的反弹力道
[41:03] 我觉得这个是大家在观察的时候
[41:05] 一定要他的基本面跟上君子
[41:07] 然后再来关心筹码的状况
[41:10] 对好
[41:10] 我们先顺便
[41:11] 我也再去讲一些我个人的看法
[41:15] 刚刚提到
[41:16] 我先补一句
[41:17] 刚刚讲这个窗户
[41:18] 我先强调
[41:20] 就是说窗户
[41:21] 我觉得他不会像国巨
[41:23] 就是上去之后
[41:24] 然后就冲下来
[41:25] 他其实要强调这个
[41:26] 但是还要跟大家讲
[41:27] 不是代表说
[41:28] 我这样的情况下
[41:29] 就叫大家这几天赶快去追窗户
[41:31] 不要万一了
[41:32] 一万二了
[41:32] 现在的窗户的协力非常非常多
[41:35] 真的不要现在去买窗户
[41:37] 进去你不见得能够忍受压回的力道
[41:42] 但它绝对不可能回来之后就腰斩
[41:44] 这绝对不可能发生
[41:45] 因为它的获利是真的非常强劲
[41:48] 所以这是有落差
[41:49] 所以两个观点
[41:50] 第一个就是它不会复制国际大幅的拉回
[41:53] 第二但是也不代表现在就可以追
[41:56] 至于刚刚提到的
[41:57] 就比如说现在有几个族群
[41:59] 就比如刚刚提到PCB散热
[42:02] 或者是连接器
[42:03] 这些其实
[42:04] 这个我常感受就是
[42:07] 它的营收已经创高到
[42:09] 大家已经麻痹了
[42:10] 就是不断地创高
[42:12] 然后大家就觉得无所谓
[42:13] 然后股价甚至有拉回
[42:15] 然后很多人会跟我讲
[42:17] 这种办
[42:18] 这些都已经利多不涨
[42:19] 我常常讲
[42:20] 利多不涨是暂时的
[42:22] 利多不涨是因为
[42:23] 甚至有时候利多不涨
[42:25] 代表着有些人就赌
[42:26] 就到这里就差不多了
[42:28] 因为他觉得
[42:29] 或简单而言就是再来
[42:31] 可能营收没有说再创高
[42:33] 可是他觉得就这一两个月
[42:34] 甚至我常讲
[42:35] 股价有可能会提早半年
[42:37] 那他可能就觉得
[42:39] 没有错
[42:39] 你现在在创高没错
[42:41] 可是我就觉得再高
[42:42] 也剩下这几个月了
[42:44] 所以他股价自然就拉不上去
[42:46] 可是最后把时间拉长
[42:48] AI需求还在
[42:49] 过了一季两季
[42:51] 他还在创高
[42:52] 突然资金又回来
[42:54] 这就是不断轮动
[42:55] 所以我刚刚提到
[42:56] 现在营收很强
[42:58] 动画的
[42:59] 就刚刚提到PCB
[43:01] 因为PCB
[43:02] 如果我们再把它分开
[43:04] 你就会发现
[43:05] 反正就是一直是市场新型
[43:07] 之前CCL也是曾经跌翻
[43:09] 对不对
[43:10] 然后呢
[43:10] 现在是怎样
[43:11] CCL稍微比较振作了
[43:13] 然后呢
[43:13] 上游就刚刚提到的金居
[43:15] 或下游的金项店
[43:17] 也是一堆人来问
[43:18] 为什么股价会落成
[43:20] 这么这个样子
[43:22] 双金是最多人在问
[43:23] 对
[43:23] 那我就跟他讲
[43:24] 我的评论就是
[43:26] 我又回过头来
[43:27] 我是看基本面
[43:29] 所以我不看股价
[43:30] 那你问我股价我不知道
[43:32] 股价不是我在控制的
[43:34] 那但是基本面
[43:35] 我只能讲基本面很好
[43:36] 那我觉得会
[43:38] 总是会还他公道
[43:40] 但时间点我不知道
[43:41] 那要不要等
[43:42] 这就是又看个人
[43:44] 那如果你本来就是长线投资
[43:46] 你就不用害怕
[43:47] 那如果你只是短线投资
[43:50] 想要现在很便宜的
[43:52] 然后要进场
[43:53] 我会说通常这个转强点
[43:55] 也不是我们能够控制
[43:57] 我会建议你干脆场外观望
[43:59] 如果你是短线
[44:00] 你干脆场外观望
[44:01] 等到转强再进去
[44:03] 那这些族群
[44:04] 其实如果真的
[44:05] 什么时候回头我不知道
[44:06] 但是只要资金一回头
[44:08] 他们又有很大的波段
[44:10] 因为毕竟在这段时间
[44:12] 获利都是非常好的
[44:13] 没办法反应
[44:14] 不代表未来不会反应
[44:16] 那如果你愿意
[44:17] 本来就在里面
[44:19] 那就有点信心吧
[44:21] 那问我说
[44:21] 如果是这样怎么办
[44:23] 我只能跟你讲
[44:23] 如果持股不是太高的
[44:25] 那现在最好的事情
[44:26] 就是做大家不愿意做的事情
[44:28] 就是加码
[44:29] 因为在这么弱的情况下
[44:31] 数字又很好
[44:32] 然后利多又不长
[44:33] 大家不愿意做的是什么
[44:35] 就是做加码
[44:36] 你愿意做
[44:37] 大家不愿意做的事情
[44:38] 等到公道还给他的时候
[44:40] 获利的就是你了
[44:41] 这也蛮厉害的
[44:43] 因为我刚才也看一下
[44:44] 金像电一样是头心不青睐
[44:46] 曾经都很青睐
[44:47] 曾经这两档
[44:48] 头心都很青睐
[44:49] 尤其金像电
[44:50] 那不青睐的情况下
[44:52] 你就会变成被迫
[44:53] 跟一个人一直在道给你
[44:55] 但是我觉得明翰讲的很有道理
[44:57] 因为像我就不喜欢硬碰嘛
[44:59] 我就会觉得说
[45:00] 那你就先闪边等那个到完
[45:02] 所以我就讲说
[45:02] 金居看一下
[45:03] 今天到底有没有到完的现象
[45:05] 因为七天侃一万多张
[45:06] 真的蛮猛的
[45:07] 金像店也越到越少
[45:09] 有越到越少
[45:10] 所以今天这两档是有谈的
[45:11] 金居是所长厅
[45:12] 金像店是谈了四五趴
[45:14] 那是不是到了差不多了
[45:15] 那也许也是一个点
[45:16] 对不对
[45:17] 因为你会有法人
[45:18] 站在你的支持方嘛
[45:19] 然后再来
[45:20] 我觉得明翰讲的也对
[45:21] 我们常常讲人气我取
[45:23] 这个气就算是投信外资气好了
[45:26] 可是缴出来的成绩
[45:27] 像金像店
[45:28] 他的7月营收年增是
[45:29] 我看好像70几趴吧
[45:31] 对
[45:31] 那结出来很多人就说
[45:33] 都这样了
[45:34] 为什么还没反应
[45:34] 那就回到筹码的问题
[45:36] 就跟川普现在是1万块
[45:38] 可是他在前面几千块
[45:39] 也是有人照道补物啊
[45:40] 对
[45:41] 到个三层四层也都发生过啊
[45:43] 所以你要等他到的时候
[45:44] 你有信心一直接
[45:46] 还是你等他到差不多了
[45:47] 你在做比较顺向交易都可以
[45:49] 但重点就是在
[45:51] 他们的营收真的没有问题
[45:53] 所以就回到明翰讲的
[45:55] 不要因为股价变坏
[45:57] 你就怀疑他的基本面有问题
[45:59] 其实不是
[46:00] 可是我们在投资上
[46:01] 有很多的技巧
[46:02] 像刚刚明翰数的那一些
[46:04] 我也会想说
[46:05] 那不就买档ETF就了事了吗
[46:07] 现在好多的ETF
[46:08] 都是把刚刚讲的那些
[46:09] 大型全资股川湖也有
[46:11] 甚至联亚这种
[46:12] 本益比高的也有
[46:13] 金像店也有
[46:14] 台积电联发科更不用讲了
[46:16] 但是持有个股的感觉
[46:18] 有时候就是还是不一样
[46:20] 因为它综合成一包
[46:22] 你就看到那个ETF的涨跌
[46:23] 那你手上有十档八档
[46:25] 这种龙头型的权威型的
[46:27] 偶尔这边涨
[46:28] 偶尔那边涨
[46:28] 心情会不太一样
[46:30] 有涨停板
[46:31] 觉得自己看对了
[46:32] 抄底成功什么都好
[46:33] 所以这是两种选择
[46:35] 你也可以请经理人
[46:36] 帮你打包成一包
[46:37] 你也可以自己就选择
[46:39] 刚刚讲的优质股
[46:41] 十档八档的放着
[46:43] 那你就随时有
[46:44] 各个开花的快乐感
[46:46] 我觉得真的是都可以
[46:49] 就是把资金分配分配好
[46:51] 我也有个股
[46:52] 甚至我个股乱七八糟的
[46:54] 所以趁由这一次的下修
[46:55] 我也整理了一下
[46:56] 所以我的花园
[46:57] 可能现在有50朵个股花
[46:59] 然后十几档ETF花这样子
[47:02] 我觉得这样
[47:03] 我的心情也蛮不错的
[47:05] 当然如果你把里面成分股抽出来可能台积电占60%这是很有可能的然后研发科什么的对我觉得大家去试着协调一下这样的情绪然后知道这些股票经过这一波股灾以后
[47:18] 都是好股票
[47:19] 我觉得这个是最重要的
[47:21] 不过刚刚我有问明翰一件事
[47:22] 我说我可以把第三季
[47:24] 所谓不管是挥打机会
[47:26] 他可能会有delay
[47:27] 或者是拉货
[47:28] 迟缓这个事情
[47:29] 我们上礼拜有讨论到
[47:30] 可以算是反应完了吗
[47:32] 但明翰告诉我
[47:33] 这个还是第三季的变数
[47:35] 对我觉得
[47:36] 这个要分开看
[47:38] 因为营收确实很好
[47:39] 但是7月营收是不会反映
[47:42] 这个所谓的新机会
[47:44] 未来是不是顺利的这个问题
[47:46] 那我觉得应该要有答案
[47:50] 可能要有一半的来源
[47:51] 要等辉达的法说才会比较确认
[47:54] 但是呢
[47:55] 辉达的法说
[47:56] 因为毕竟辉达是卖货的人
[47:59] 所以他会不会老实
[48:00] 把所有的这个内容都讲清楚
[48:03] 就我过去经验
[48:04] 我觉得他不会
[48:05] 他法说还要两礼拜
[48:07] 8月20日
[48:08] 我觉得重点是
[48:09] 他不会把所有事情讲清楚
[48:11] 他都讲好
[48:11] 他没有讲过不好
[48:12] 从来没有
[48:14] 以我以前的经验
[48:15] 他两年前
[48:16] 故事曾经发生过
[48:18] 他当时他选择不讲
[48:20] 就代表是有问题的
[48:22] 所以我觉得这次法说
[48:24] 就可以看看
[48:25] 因为他不会说谎
[48:26] 但是他会避重就轻
[48:28] 以当年
[48:30] 24年曾经新产品转换
[48:33] 经过半年的delay
[48:34] 他当时选择不讲话
[48:36] 然后我们从研究端到去这个林主健的问法
[48:41] 都说已经有delay
[48:43] 然后呢问就是回答就是选择避而不答
[48:47] 然后最后等了半年之后
[48:48] 他放出来声音就是开始大量出货
[48:52] 他最后只负责报家
[48:54] 这是他们家的个性
[48:55] 那怎么办
[48:57] 没关系你就是等法说会
[48:59] 他如果今天可以证实告诉大家说
[49:01] Vera Rubin
[49:02] 整个在出货的状况
[49:04] 比想象更顺利
[49:06] 那他敢证实好消息
[49:08] 这就没有问题
[49:09] 他不会说谎
[49:10] 但是如果最后
[49:11] 他要告诉你说
[49:12] Vera Rubin的部分的出货
[49:15] 他避而不谈
[49:16] 或者是避重就轻
[49:18] 那就代表这整个风险
[49:20] 其实还没有结束
[49:21] 那我刚刚讲的就是说
[49:23] 这个是分成两个架构
[49:25] 我只能就我自己的感受
[49:27] 就是这个风险
[49:28] 不可能现在就消除
[49:30] 但是比较好的现象
[49:31] 就是我们回过头来
[49:33] 就是在讲第三季的过往的经验
[49:36] 第三季的表现
[49:37] 本来就是会有点不如第二季
[49:39] 这过往经验
