[00:00] 欢迎收听赵华一股货载第1055集
[22:51] 因为多头随时存在
[22:53] 对
[22:54] 好我来再帮凯哥跟他叮咛一下
[22:57] 可能大家又混乱
[22:58] 刚刚不是说凯哥比较保守吗
[22:59] 好有分的
[23:00] 上市的形态
[23:02] 现在凯哥觉得相对是要小心一点
[23:04] 但是贵买变得很强
[23:06] 其实是非常道理的
[23:07] 因为大家知道
[23:08] 这一波你觉得我们台股相对是强势
[23:11] 就总加加减减起来
[23:12] 其实是对不对
[23:13] 但外资卖真的超级多
[23:15] 外资3月份以来卖了5000亿
[23:18] 直接5000亿从台股上提出去
[23:20] 但是他当然比较多提的会是台股的
[23:22] 比较大型股或是容易进出的股票
[23:24] 所以上市是一个比较辛苦的状态
[23:27] 可贵买是内资大户主力的市场
[23:30] 加上凯哥很喜欢看新贵
[23:32] 其实他刚刚讲的高明铁三太师
[23:34] 我也在看
[23:34] 但那个没有涨跌幅
[23:36] 现实真的很猛
[23:36] 三太师我们从
[23:37] 他有一次被杀到200多看
[23:39] 然后那时候有知情人士说
[23:41] 200多是低点
[23:42] 我也不敢买
[23:43] 但现在1000块
[23:44] 好略先略过这件事
[23:46] 代表那只主力大户
[23:47] 对于这些可能比较不受战争影响的股票
[23:49] 还是掌握度非常的高
[23:51] 那投信也厉害
[23:52] 可能他们就去锁定
[23:53] 筹码非常非常干净的高价股
[23:55] 又会贵买高价股
[23:56] 今天信华股王
[23:57] 将近11000块钱
[23:59] 继续往上走
[24:00] 所以大家对手上的股票
[24:03] 你要留有股票
[24:04] 因为行情还在
[24:05] 但是你要留的是形态相对好的
[24:08] 甚至是中小型股
[24:10] 会让你可以赚到钱
[24:12] 如果您想赚钱的话
[24:14] 帮凯哥再解释一下
[24:16] 那我们回到盘面上
[24:18] 刚刚讲还没有点名到的族群
[24:19] 例如说像细光子好了
[24:21] 因为太多人被关
[24:22] 所以我们就发现
[24:24] 今天没有被关的也很厉害
[24:26] 重达KY 钱鼎
[24:28] 可以在外面的
[24:29] 当然被关的有些还是非常的强势
[24:31] 那如何去评断细光子这件事情
[24:34] 现在第一位接的没有被关的就介入吗
[24:37] 我觉得因为细光子确实很多都被关
[24:40] 再加上因为细光子的股王光盛
[24:43] 前一波被杀下来
[24:44] 所以大家就开始对细光子
[24:46] 好像有一点点的
[24:48] 是不是所谓的铜镜光退
[24:50] 但其实不是
[24:51] 铜镜是短时间的铜镜
[24:54] 不代表光要退
[24:55] 所以基本上你还是要知道
[24:57] 就是说目前细光指南
[24:59] 还是NVIDIA的发展的中心
[25:01] 所以你看基本上
[25:02] 我觉得它只要一被关出来
[25:05] 就马上会拉
[25:06] 那你要知道像之前像联亚
[25:09] 是因为它要被关之前
[25:10] 投信取巧
[25:12] 投信在它关之前大卖
[25:14] 所以关就关
[25:16] 因为关的时候它不能买
[25:17] 你要知道投信
[25:19] 对于被关的股票
[25:20] 是有交易的限制的
[25:22] 所以他们没有办法在关的时候买
[25:23] 所以他们就只能先买
[25:24] 反正我先买就让你去洗
[25:26] 无所谓
[25:26] 反正你所以就讲一件事情
[25:28] 他一次买那么多
[25:30] 就告诉你什么
[25:30] 他没有在怕
[25:31] 就是让你去洗
[25:32] 所以我觉得
[25:34] 尤其是前几天有一篇报告写说
[25:37] 零化银是未来的重点中的重点
[25:39] 对所以你可以先去观察
[25:41] 就是说你的股票细光纸
[25:43] 他到底是什么样的阶层的股票
[25:45] 你看像高明铁
[25:47] 其实他也是细光纸的设备
[25:49] 对
[25:50] 那他在讲告诉你什么
[25:51] 告诉你今年开始
[25:53] 大家都会开始投入细光纸的设备
[25:55] 细光纸你看很多厂都在讲
[25:58] 包括像那个什么群传都在讲说
[26:00] 他要做细光纸相关的东西
[26:03] 对不对
[26:04] 所以告诉你
[26:04] 其实大家都在做细光纸
[26:06] 是
[26:07] 不得了
[26:08] 其实连这个建策也说
[26:09] 他做细光纸的什么东西
[26:11] 你看
[26:12] 不管是高的或低的
[26:14] 基本上每一家
[26:15] 好像我们小时候一样
[26:17] 这
[26:17] 郊游远足一定要带乖乖
[26:20] 你有乖乖
[26:21] 你就不像去郊游远足
[26:22] 每个人都有个细光纸
[26:23] 才告诉你说
[26:24] 你是有跟得上時代的
[26:26] 可是我反而講說
[26:27] 這大盤結束了沒有
[26:28] 我要跟大家講說還沒結束
[26:30] 我們看一下指標股
[26:31] 就是台達電
[26:32] 台達電只要不往下走
[26:33] 我覺得大家就可以安啊
[26:36] 就是說這個大盤基本上它雖然短線是有壓力可是我覺得它只要整理完之後只要看到台達電往上走先不要管台積電因為台電太大了雖然我感覺他現在陷在荷姆澤海峽裡面出過來
[26:48] 但是我們就先不要看台積電
[26:50] 我們先看台達電
[26:52] 用台大電來當作目前大盤的
[26:53] 未來的前瞻指標
[26:55] 只要台電往上走
[26:56] 基本上大家就安心的買貴買
[26:59] 應該這樣講
[26:59] 好 台大電有一個
[27:00] 我覺得很好的指標
[27:02] 大家可以看
[27:02] 就是第一是他結出來的財報
[27:05] 他永远在就是创高成长
[27:08] 不管那个成长率
[27:09] 有没有符合市场觉得
[27:10] 跟他股价的对应
[27:11] 他是大型权值股
[27:13] 他是龙头型产业
[27:16] 他是跟AI高度相关的
[27:18] 有电源也有散热等等的
[27:20] 然后甚至他也有所谓
[27:22] 以前我们讲说
[27:22] 他比较符合像ESG的这些概念
[27:25] 另外他的本益比相对高
[27:27] 他在持续的营收跟毛利率提升
[27:30] 所以他在涨的时候
[27:33] 也就代表市场上
[27:34] 多方的那个力道
[27:35] 其实没有要退的意思
[27:37] 如果连这样的代表作
[27:39] 都没有的话
[27:39] 那就没有了
[27:41] 因为很多人说
[27:41] 你看像伪装鸿海这些
[27:43] 伪装鸿海有他们的问题
[27:45] 但是我的意思是
[27:46] 台达电就是很标准的
[27:48] 他在大型圈子
[27:49] 还享有高本益比
[27:50] 里面的一个代表
[27:51] 所以我觉得他是真的
[27:52] 像凯哥讲的很有意义
[27:53] 刚刚虽然凯哥说
[27:54] 短线上大盘是有压力
[27:56] 但中长线来看
[27:58] 还是以一个AI发展态势
[28:00] 为基础的往上
[28:01] 只是需要市场的资金
[28:03] 有共识回来
[28:04] 以及当然这个战争造成的
[28:06] 这个油价上升的影响
[28:07] 要告一段落
[28:08] 这些条件都慢慢符合之后
[28:11] 一样我们点名的
[28:12] 所谓的社会AI高成长的产业
[28:15] 还是继续往上
[28:16] 我觉得这个大家可能在短近大小
[28:19] 里面要去慢慢的厘清
[28:22] 那当然照来还是强调
[28:23] 如果你没有办法像凯哥
[28:25] 这么样的对个股辽落执掌
[28:27] 可以亲自去跑论坛
[28:28] 亲自跟公司发言
[28:29] 像刚刚讲到的山泰斯跟高明铁
[28:33] 像我这种业界有一些朋友的人
[28:36] 高明铁也有人跟我讲
[28:37] 他就说高明铁曾经跟一家
[28:39] 非常高价的光通讯公司有合作
[28:43] 那刚好这家高价的光通讯
[28:45] 讲明了就光顺了
[28:47] 我好朋友在里面
[28:48] 所以那时候就有打听说有没有
[28:50] 其实真的当时真的没有
[28:53] 可是市场主力就说有
[28:55] 我说有就是有
[28:56] 所以那时候就吵一段
[28:57] 即使我明明就知道还没有
[28:59] 所以这就代表说
[29:00] 大家要做假
[29:01] 或是市场气氛热的时候
[29:02] 会有一些指标的效应
[29:04] 那现在新贵
[29:05] 还是这样的一个气氛
[29:06] 所以中小型股很热
[29:08] 大型股
[29:09] 我们至少有台达电
[29:11] HOL场
[29:11] 我们短线的震荡
[29:12] 忍耐一下
[29:13] 那如果对个股没信心
[29:15] 我还是讲
[29:16] 你就买主动式的ETF
[29:18] 帮你冲就好了
[29:19] 他们都比我们勇敢很多
[29:20] 今天有一个朋友私讯给我
[29:22] 我有文字回他
[29:23] 我想他应该已经听懂了
[29:24] 但我觉得可以跟大家再聊一下
[29:26] 因为他很年轻
[29:27] 27、8岁
[29:28] 他有提到说
[29:29] 他过去几年
[29:30] 他就听我们讲说
[29:32] 买006、608
[29:33] 买市值
[29:33] 跌很多的时候都多买一点
[29:35] 他说三四年来
[29:36] 成效很好
[29:37] 他也知道自己在一条对的路上
[29:39] 可是看到别人买标股
[29:41] 好羡慕
[29:42] 如何平衡这个心情
[29:44] 那我就回他说
[29:45] 其实事情是很简单的
[29:47] 为什么你没有赚到标股的钱
[29:49] 因为我们有一句话叫做
[29:50] 你的认知到哪里
[29:52] 你的钱就赚到哪里
[29:54] 凯哥的认知就是
[29:55] 他是产业达人
[29:56] 他自己跑公司
[29:57] 他非常清楚公司的状况
[29:58] 他自己很用功
[30:00] 跟公司发言人
[30:01] 建立了很好的管道等等的
[30:03] 所以凯哥在个股上面赚钱
[30:05] 非常非常合理
[30:06] 大家喜欢听凯哥讲
[30:07] 非常非常合理
[30:08] 但是我们一般人
[30:09] 连我都常常会觉得
[30:11] 这个标股
[30:12] 我虽然知道它很标
[30:13] 可是我不敢买
[30:14] 那我就赚我认知的钱
[30:16] 我让主动式的基金帮我买
[30:17] 我很有把握的
[30:18] 我才敢下去买
[30:19] 我可以黏着凯哥
[30:20] 我说凯哥你跟我讲这个
[30:21] 你每天都要跟我update
[30:22] 我才敢买
[30:23] 对不对
[30:24] 所以不用去羡慕别人的报酬
[30:26] 如果你真的羡慕
[30:27] 你就买
[30:28] 你也去买
[30:29] 为什么不买
[30:30] 你也去买联亚
[30:31] 你也去买华星光
[30:32] 你也去买今天涨停的
[30:35] anyway
[30:36] 谁都可以
[30:36] 台光店对不对
[30:38] 你也去买
[30:38] 当你买了
[30:40] 你就会知道你自己适不适合
[30:41] 也许你很适合
[30:42] 你真的开始个股大赚
[30:43] OK那不就很棒
[30:45] 你不用羡慕别人吗
[30:46] 当你赔钱就会知道
[30:47] 这真的不是我能赚的
[30:49] 别人有他赚钱的本事
[30:51] 所以这个事情心态上不难调整
[30:53] 有时候你就是自己试试看
[30:55] 自己试试看之后
[30:56] 你就知道你的认知到哪里
[30:58] 你可以赚什么样的钱
[30:58] 那至于刚刚还有一个问题是
[31:00] 爆了满手都没有涨
[31:03] 甚至赔钱的股票
[31:03] 都不肯去换现在的热门产业
[31:06] 我觉得这也会是一个心魔
[31:07] 凯哥讲了我也讲了
[31:09] 其实你真的要把部分的资金
[31:11] 放在心态好的
[31:12] 会动的东西上面
[31:13] 你才有办法在股市长期投资里面
[31:15] 会是一个心境比较平衡
[31:17] 赚到钱的状态
[31:18] 没错
[31:19] 刚刚讲到台达电
[31:20] 为什么台达电那么好
[31:21] 其实是因为
[31:22] 台达电
[31:23] 台达电是AI的核心
[31:27] 其实AI的核心是什么
[31:28] 是散热
[31:29] 它跟一般主动款不一样
[31:31] 所以台南队是什么
[31:33] 它是Cooler Master
[31:33] 小的什么
[31:34] 骑虹 建策
[31:35] 这些还是它的对手
[31:37] 可是它又大到一个非常大的地步
[31:39] 所以它是NVIDIA的核心的重中之重
[31:42] 所以它讲说
[31:43] 如果你看大牌
[31:44] 你就看台大变
[31:45] 你怎么不看那些心态
[31:46] 心态也是一样
[31:48] 我们常常讲说
[31:50] 我们看好一档股票
[31:51] 可是它就是形态是没有拉起来
[31:53] 那你怎么样
[31:53] 你就维持拥有就好了
[31:56] 而不是把它压身家
[31:58] 压身家
[31:59] 因为它现在又没起来
[32:00] 压身家干嘛
[32:01] 对啊
[32:02] 你去讲一件事情
[32:03] 如果这台股票真的会大好
[32:05] 大户会不会比你更想压身家吗
[32:08] 大户的钱更多啊
[32:09] 可是为什么只有你在买
[32:10] 大户都不买
[32:11] 你去想这件事情就对了
[32:13] 所以我们喜欢买什么
[32:14] 我们喜欢买是
[32:15] 大户也买
[32:16] 我们也跟着买的
[32:17] 而不是大户没有
[32:18] 然后我们一直买
[32:19] 但你知道没有大户
[32:21] 靠自己拉
[32:22] 怎么拉得动
[32:23] 不可能
[32:23] 所以这个是一个操作的逻辑
[32:25] 跟美港
[32:26] 就是说
[32:26] 我们其实
[32:27] 我们在买股票
[32:28] 我为什么常常
[32:29] 我们来达恩秀
[32:30] 都要看筹码
[32:31] 我特别会看
[32:32] 长线的
[32:33] 还有短线的筹码
[32:34] 就告诉你说
[32:34] 谁在里面
[32:36] 我们知道谁在里面
[32:37] 知己知彼
[32:38] 才能够百战百胜
[32:39] 如果我们都知道
[32:40] 今天这个就是
[32:41] 哪一个大哥在里面
[32:43] 或者说
[32:43] 我的哪个同事在里面
[32:45] 是不是你就买得很放心
[32:46] 那如果说
[32:47] 凯哥同事也没有
[32:48] 凯哥的好朋友也没有
[32:50] 凯哥的大哥也没有
[32:51] 那你这样
[32:53] 就跟凯哥不在同一线上
[32:54] 对啊
[32:55] 那你这样怎么指望说
[32:57] 凯克能够报到
[32:58] 你有的股票呢
[32:59] 这样就是
[33:00] 这就是你要调整的地方
[33:02] 好这个
[33:03] 我很喜欢凯克
[33:05] 因为凯克他会把他
[33:06] 在业界的所见所闻
[33:07] 就充分的跟大家分享
[33:09] 也补足了
[33:10] 因为我以前有在线上跑
[33:11] 那大家知道
[33:12] 现在在电视台工作
[33:13] 真的就比较没有这个机会了
[33:15] 时间被帮忙
[33:16] 所以我都非常仰赖
[33:16] 这些还能够在业界
[33:18] 帮忙看资讯的朋友
[33:20] 回馈给我一些答案
[33:21] 那我幸运的地方就是
[33:22] 有时候买个股
[33:23] 我有凯克在旁边
[33:24] 我没有买到庸芝科技
[33:26] 我好难过
[33:27] 我忘记我也没有买到
[33:28] 但是永远有下一档
[33:31] 可以来跟这些大人讨论
[33:32] 但是真的这就叫做条件
[33:35] 很多人真的也没有办法这么做
[33:37] 我前几天也常常讲
[33:39] 我也在脸书上
[33:40] 或者是有一些平台上面
[33:41] Instagram或什么
[33:42] 看到有人分享说
[33:43] 我年轻同事
[33:44] 什么这段时间就赚了几千万
[33:46] 昨天有跟大家讲
[33:47] 有一个年轻的朋友刚买房
[33:49] 其实已经非常厉害
[33:50] 因为他本业收入很好
[33:51] 买了三千万
[33:52] 可是他说
[33:52] 朋友说你干嘛
[33:53] 把那个头期款拿去买
[33:54] 要是你跟我一起做股票
[33:56] 你现在三千万
[33:56] 都可以全款付清
[33:57] 搞得他也是内心
[33:59] 有点心态
[34:00] 有点破防
[34:00] 可是调整一下
[34:02] 想一想
[34:03] 人家有赚三千万的时候
[34:04] 可能就有赔三千万的时候
[34:06] 那叠的时候呢
[34:07] 叠的时候
[34:08] 被抬出场断头的时候
[34:09] 对
[34:10] 我们就是用自己的认知来赚
[34:12] 我也曾经是女标仔
[34:14] 跟大家分享过
[34:15] 那时候跟法人朋友
[34:16] 招好这一档
[34:17] 设计涨停了
[34:18] 刚打开
[34:18] 你赶快进去
[34:20] 奇怪那时候我也好感
[34:21] 就赶快进去
[34:22] 又锁起来
[34:23] 嘿嘿明天又一根涨停什么
[34:24] 我也遇过这样的
[34:25] 很幸运的事情
[34:26] 但回头来看
[34:27] 我必须跟大家分享
[34:28] 那就叫幸运
[34:30] 因为那时候涨时非常重视
[34:32] 股票也没那么多
[34:33] 那可能反而只要去拱它
[34:35] 就马上涨好几根
[34:36] 那叫做幸运
[34:37] 可是现在的市场
[34:38] 其实是比较复杂的
[34:40] 对
[34:40] 所以我们要学会
[34:42] 幸运的地方是
[34:43] 现在商品很多
[34:44] 那比较复杂的地方
[34:45] 就是我们会比较为难的
[34:47] 我觉得大家要理解
[34:48] 好凯哥刚刚突然
[34:50] 把他的手机拿过来
[34:51] 因为液盘又下去了
[34:52] 所以刚刚凯哥才会说
[34:53] 我们不要因为现在今天
[34:55] 好像很强势
[34:56] 我们就掉以轻心
[34:57] 大盘现在还是会处于
[34:59] 一个比较高波动的状态
[35:02] 好那今天也很谢谢凯哥
[35:04] 礼拜五
[35:05] 就不要再说教了
[35:07] 睡念了
[35:08] 那我们就期待
[35:09] 大家能够把我们这一段时间
[35:12] 学习到的经验
[35:13] 大碟也不要怕
[35:14] 对不对
[35:15] 大碟有给大家一些指引了
[35:17] 这个主力的火都还在里面的
[35:19] 那大掌也不要急着
[35:22] FOMO追進去
[35:23] 好那我們今天跟各位股貨仔們說拜拜囉
[35:26] 大家拜拜
[35:26] 周末愉快
[35:28] 晚上見來看達人秀喔
