[00:00] 欢迎收听赵华语古货载第1050集
[22:42] 当然他讲了很长
[22:43] 大家有兴趣请回原频道去收听
[22:46] 但他讲的事情
[22:47] 他就讲到说
[22:48] 每一个人一定都会有
[22:49] 自己很低落的时候
[22:50] 甚至走不出来的时候
[22:51] 真的
[22:52] 然后当那个时候出现的状况的
[22:55] 你会想到什么
[22:56] 是可能可以救赎你的
[22:58] 可能可以把你从深渊拉起来的
[23:00] 你可能有一个人
[23:02] 他是对你是无条件的包容
[23:05] 无条件的陪伴或请听
[23:06] 就是他是一个
[23:08] 你觉得你可以放心
[23:09] 信任他跟依赖的人
[23:10] 对
[23:11] 然后人的一生
[23:12] 其实我觉得不一定有这样一个人
[23:14] 但也许你会感觉有这样一个人
[23:16] 对不对
[23:16] 他说也许是父母啊
[23:18] 兄弟
[23:18] 好朋友
[23:19] 死党
[23:20] 你的教练
[23:20] 你的老师
[23:21] 猫也可以
[23:22] 可是也许猫没有办法达到
[23:24] 这么强烈的互动跟回馈
[23:27] 对
[23:27] 好
[23:28] 然后所以他说
[23:29] 如果你的人生
[23:30] 有这样一个人的时候
[23:31] 你就比较容易
[23:32] 可以从深渊里面
[23:34] 就是起来
[23:34] 这样子
[23:35] 然后我听完的时候
[23:36] 我就想对
[23:37] 可是如果你要我认真去思考
[23:38] 人生里面
[23:39] 有没有这样的一个人
[23:40] 那就不一定
[23:41] 每一个人都有
[23:42] 所以某种程度
[23:43] 可能我们在空中
[23:44] 跟大家分享
[23:45] 我们的经验
[23:46] 然后一直叮咛说
[23:47] 不要这样做
[23:47] 如果你没有配置好
[23:49] 你的财产可能会损失
[23:50] 对他们来说
[23:51] 那就已经是一种陪伴跟关怀
[23:54] 是一种很近的了
[23:56] 对
[23:56] 而且我们有能力
[23:57] 帮人家关怀这件事情
[23:58] OK
[23:59] 所以你就是个源头
[24:00] 对吧
[24:02] 我觉得
[24:02] 我觉得我们今天的频率
[24:04] 没有在同一条线上
[24:05] 是吗
[24:06] 对呀
[24:06] 因为我听了很感动
[24:07] 我觉得还
[24:08] 没有
[24:09] 我觉得你讲的很有道理
[24:11] 但可能没有touch的感觉
[24:14] 就是我觉得
[24:14] 这件事情你讲的
[24:15] 我有的感觉
[24:18] 可是你说
[24:19] 因为就像艾伦是我的partner
[24:21] 其实我对你是非常的信任
[24:23] 我知道
[24:24] 我也是
[24:25] 所以我们回到配置上面
[24:31] 像最近我们常常聊到一件事情
[24:32] 就是很多人问我说
[24:34] 我好像很久没有去特别聊我的债券了
[24:37] 那有没有可能降息循环来的时候
[24:38] 会把我的债券卖掉
[24:40] 那这个礼拜刚好因为股市震动比较大
[24:42] 我就跟大家分享说
[24:44] 没有
[24:44] 我反而觉得这时候
[24:46] 我有一块这样的债券部位
[24:48] 对我来说是非常放心的
[24:50] 它的缺点就是
[24:51] 它没有办法像股票一样的飞天
[24:53] 但它的优点就是
[24:55] 因为它有一个基准利率
[24:56] 把它锁住
[24:57] 那美国现在是高利率环境
[24:58] 所以无论如何
[24:59] 它就是有一个避险跟稳定的作用
[25:02] 没错
[25:02] 所以刚好今天艾伦来
[25:05] 我们讲到这个话题
[25:06] 所以在资产配置上
[25:07] 你有考虑过把债券纳进你的配置里吗
[25:10] 好 其实因为大家最近可能遇到一个状况
[25:12] 就是前一阵子行情真的太好
[25:14] 那我相信啦
[25:15] 当然我觉得可能不是多
[25:17] 不能说是少数
[25:18] 那我觉得大方向来讲
[25:20] 应该大家的高机会是赚钱的
[25:23] 那现在就遇到一个问题
[25:24] 行情波动这么大
[25:25] 那我要怎么去
[25:26] 把这一笔获利的钱
[25:28] 做一个首问
[25:30] 当然我们肯定
[25:31] 持续放在股市上
[25:32] 有机会如果行情还拉起来
[25:34] 可能就是持续的做增长
[25:35] 可是当我觉得啦
[25:37] 当有一部分的人
[25:38] 到某一个资产程度的时候
[25:39] 我相信他有一部分
[25:41] 会来去思考的就是
[25:42] 我要怎么样去布局
[25:44] 所谓或者配置
[25:45] 比较安全的部分
[25:47] 就是他可能会一年
[25:49] 虽然没有办法像股市赚的
[25:51] 行情好的时候这么厉害
[25:53] 可是相对行情不好的时候
[25:55] 我的波动也不会这么大
[25:56] 而且我可以在一段时间内
[25:58] 有一定的所谓的利息
[26:00] 或者是说一个
[26:01] 你说
[26:02] 安心的现金流进来
[26:03] 没错
[26:04] 因为股市常会让人家觉得说
[26:06] 我一下子账面赔那么多
[26:08] 又舍不得卖
[26:08] 可是其实你没有别的依据
[26:10] 没错
[26:11] 但是债券至少说
[26:12] 每个月你现金流会进来
[26:13] 对
[26:13] 所以我想要就是
[26:15] 刚好如果你可能在
[26:16] 这一段时间
[26:17] 有做了一些获利
[26:18] 而且幅度不错
[26:19] 你可能资产有一定成长的朋友
[26:21] 我们也跟大家来讨论一下
[26:22] 所谓的债券
[26:23] 好
[26:24] 债券竟然跟艾伦有关系
[26:25] 所以今天要讲的东西
[26:26] 就会是一个主动式的债券
[26:29] 艾伦是个比较被动的人
[26:31] 但某些部分蛮主动的
[26:33] 你说哪个部分
[26:34] 听起来怪怪的
[26:35] 操作
[26:36] 操作
[26:37] 在股市上的操作
[26:39] 对
[26:39] 所以其實在去年的時候
[26:41] 大家最熱門的其中一個議題
[26:43] 就是所謂的主動式的股票ETF
[26:46] 主動式的股票ETF我們兩個真的介紹滿多的
[26:49] 沒錯
[26:49] 可是今天來跟大家講比較有趣的是一個
[26:52] 所謂的債券的一個主動的ETF
[26:55] 唉唷債券也要主動試一下
[26:57] 這跟你的形象一樣
[26:58] 沒錯
[26:59] 就是債券聽起來比較保守
[27:00] 它比較被動
[27:01] 對
[27:01] 可是你現在要主動
[27:03] 喔喔喔喔OK
[27:04] 原來你是在講這一塊
[27:05] OKOK
[27:06] 所以艾倫臉上寫著主動式債券
[27:08] 主动系列
[27:11] 债券怎样主动
[27:13] 债券主动
[27:14] 其实它有趣的地方
[27:15] 因为我们所谓的债券
[27:17] 它的一个最大的重点
[27:18] 请大家还是要认知
[27:20] 就是它可能一段时间
[27:22] 会配你一定的钱
[27:23] 也就是说它应该是所谓
[27:24] 比较保守型的商品
[27:26] 债券就是建议
[27:28] 领袭为主
[27:29] 虽然大家都希望降息循环
[27:31] 可以赶快赚价差
[27:32] 但现在美国就是一个缓降息
[27:34] 甚至因为现在通膨还不确定
[27:37] 可能会卡住的时候
[27:38] 没有错
[27:38] 所以我们今天来讨论
[27:40] 就是所谓的主动式ETF
[27:42] 如何在可能
[27:43] 像过往被动式ETF
[27:45] 可能它频率就会落在
[27:47] 可能4到5%之间
[27:48] 可能接近6%
[27:49] 你说被动式的债券ETF的利息
[27:52] 大概就落在这个区间
[27:54] 但我们今天来讨论主动式
[27:55] 有没有办法打败被动式
[27:58] 主动式其实本来就应该要打败被动式
[28:01] 没有错
[28:01] 所以我们能不能把所谓的
[28:03] 他们的殖利率拉到7个百分点
[28:05] 那这个就会是主动式ETF
[28:07] 想要去达成的事情
[28:09] 对所以目前其实台湾股市
[28:12] 当然主动赛比较少
[28:13] 大概就三档
[28:14] 那其中一档呢
[28:15] 就是我们今天跟大家来深聊一下
[28:16] 就是00983D
[28:18] 这个富邦的主动式复合收益
[28:22] 好它叫复合收益
[28:23] 所以等一下肯定
[28:24] 它在复合的选择上面
[28:26] 肯定有不一样的搭配
[28:27] 没有错我们可以知道
[28:29] 通常啊被动式的这个ETF
[28:31] 年化报酬大概4到6%
[28:32] 我们刚刚提到了
[28:33] 可是呢如果指动式的ETF
[28:35] 有机会拉到6到7%以上
[28:37] 那我觉得这个就是主动式ETF的价值了
[28:40] 可是大家也知道
[28:41] 被动式ETF
[28:42] 我们现在是以所谓的头等债
[28:44] 没错
[28:45] 投资等级债来说
[28:46] 那以公司债来说
[28:48] 其实五六趴还不错了
[28:51] 它已经高于美国目前的基准利率了
[28:53] 没错
[28:54] 那为什么主动式的可以拉到这么高
[28:56] 好 因为这个就是主动了
[28:58] 所以要看谁的功力
[28:59] 当然就是看我们金金经理人的功力
[29:01] 就是操盘手的功力
[29:03] 所以他们有一些比较
[29:04] 我觉得不错的地方
[29:05] 大家可以稍微了解一下
[29:07] 首先第一个
[29:07] 就是通常是主动式投资等级债来讲的话
[29:11] 大概平均票息可以来到5%
[29:14] 但是如果他们能够针对
[29:16] 从里面去挑PR95以上的一些投资等级债
[29:20] 这个平均的殖利率可以有机会拉到票息
[29:23] 票息的殖利率可以拉到7.4%
[29:25] 这个成长就很有感觉
[29:27] 所以以主动式来讲的话
[29:29] 就是目标我们把可能已经5% 6%
[29:32] 觉得还不错
[29:32] 我有机会再让它拉得高一点
[29:34] 大家不要覺得可能5%到7%好像增長2%
[29:38] 那可是呢 可能5塊漲到7塊
[29:40] 這個中間的成長的動能是要非常強勁的
[29:45] 因為其實頭等在他也是有差別
[29:47] 例如3A等級或是一直到A的minus他都是頭等可是因為評級還是有不同所以他們就會有在席上的差异票席就是发行的时候它可能跟你票面上的利率有人可能会给到7个百分点
[30:01] 没错
[30:01] 可是当你流通到市场上
[30:03] 也许它涨价了什么
[30:04] 你就觉得好像殖利率没有那么高
[30:05] 那主动选择的这个经理人
[30:08] 就可以去找
[30:09] 这个票席就刚刚好完美漂亮的
[30:11] 落在大概7%附近
[30:13] 没有错
[30:13] 所以呢
[30:14] 其实它能够拉到7%的理由是什么
[30:17] 就是我们刚刚提到了
[30:18] 其实这一档ETF呢
[30:20] 它主要大概63%左右
[30:22] 还是在所谓的投资等级债
[30:24] 那剩下的要怎么去靠
[30:25] 剩下的部位去拉到7个百分点
[30:29] 那就是他们会用20%的资金
[30:30] 去做一些非投资等级的债券
[30:34] 不过他们也不会到C啦
[30:35] 不会到最差的等级
[30:37] 对BB这样子的级别
[30:39] 那因为它是一个非投等债嘛
[30:41] 所以它通常给的利率会好一点
[30:43] 才会有吸引人家来购买
[30:44] 我债券的一些利益嘛
[30:46] 所以它透过这种配置的方式
[30:48] 可以把他们债券的一些年化殖利率
[30:51] 拉到7个百分点
[30:52] 对然后这一档我跟大家讲一下
[30:53] 它是月配息
[30:54] 每个月配息
[30:56] 对每个月配息
[30:57] 目前的这个配息大概是在0.59%
[31:00] 那一年的话
[31:01] 比如说对
[31:02] 要跟大家讲一下
[31:03] 现在的很多ETF都是大概发行价是10块
[31:06] 对所以这一档ETF大概也在10块附近
[31:09] 它已经挂牌了
[31:10] 对但是它的价格目前大概在10块多一点点
[31:14] 没错
[31:14] 也就是说呢
[31:15] 如果我用1万块
[31:16] 可以去换一个殖利率
[31:18] 大概年化是7%的
[31:19] 那大家可以去思考一下
[31:20] 如果我是一个高资产客户
[31:22] 然后我刚刚在股市上
[31:24] 获利一部分钱
[31:25] 我想要从这里面
[31:26] 拨个30% 40%
[31:28] 去做我的整体的资产配置
[31:30] 或许大家可以从这个方向去思考
[31:32] 所谓的主动式的债券ETF
[31:35] 等于是1万块来买进
[31:37] 一年可能有700块的息
[31:40] 大家用这样的一个想法
[31:41] 因为他刚刚讲到的是
[31:43] 他是头等债来配一点的非头等
[31:45] 那非投资等大家会觉得说
[31:47] 可是评级比较差
[31:48] 不就风险比较高吗
[31:50] 没错
[31:50] 不过因为现在市场的状况
[31:52] 大家的基本面还非常的好
[31:54] 所以现在非投资等级的
[31:56] 违约率其实也非常的低
[31:58] 没有错
[31:58] 加上又没有买到C
[31:59] 就还是在所谓的BB级的债券
[32:02] 这边可能是一个比较多的琢磨
[32:04] 所以它这样的配置
[32:05] 才叫做复合式的一个产品
[32:07] 没有错
[32:07] 所以这边也帮大家补充一个
[32:09] 它的这个优点
[32:10] 因为刚刚说是主动式
[32:12] 所以他们参考一个指标
[32:13] 叫做Move指标
[32:14] Move
[32:15] 对就是所谓的在世恐慌指标
[32:18] 一个move
[32:19] 对
[32:19] 来你叫我
[32:21] 来你叫我
[32:22] 呈现一个X形
[32:24] 艾伦
[32:24] 赵华怎么了
[32:25] 我的身体呈现一个X形
[32:27] 不是啦不是这个啦
[32:29] 你灵动了
[32:30] 我灵动了
[32:31] 没错
[32:32] 哇这个还不错
[32:33] 今天有在街道
[32:34] 好我跟大家讲
[32:35] 这个恐慌指数呢
[32:37] 通常它如果是负数
[32:39] 它会是只代表在世上
[32:41] 可能大家会比较恐慌一点点
[32:42] 在世恐慌的时候
[32:43] 债券会变贵吧
[32:44] 对可是准题来讲
[32:47] 他可能在非投等债这一块
[32:49] 他的部位就会稍微降低
[32:51] 对因为是主动市嘛
[32:52] 所以他可以每天做调整
[32:53] 要小心一点
[32:54] 对那如果他是正数
[32:56] 譬如说加一正一
[32:57] 那可能在这个觉得市场上
[32:59] 比较安全的状态之下
[33:01] 他可能会稍微拉高一点
[33:03] 他的非投等债
[33:04] 那为了就是让这个利息
[33:05] 甚至是有一些价差空间
[33:07] 因为他是在市的恐慌
[33:08] 对就是等于是在大家怕的时候
[33:11] 没错
[33:11] 怕的时候就会先怕非投等
[33:13] 因为评级比较差
[33:15] 他可能就可以主动去调整一下
[33:17] 可是风平浪尖的时候
[33:18] 就把它加回来
[33:19] 没错
[33:19] 就是这个道理
[33:22] 所以我跟大家讲一下
[33:23] 这一档大概有2到6成3
[33:25] 是核心的一些配置在
[33:27] 所谓的投资等级在
[33:29] 剩下的大概两成左右
[33:31] 18到20%
[33:32] 大概就是所谓针对
[33:33] 非投资人在去做一些琢磨
[33:35] 加起来大概八成
[33:36] 剩下两成就是一些现金
[33:38] 有一些所谓的弹性的状态
[33:40] 可以去做使用的
[33:41] 再跟大家讲一下
[33:42] 我们刚刚提到
[33:43] 它的整个的年化值利率
[33:45] 大概可以落在7个百分点
[33:47] 那平均的票息大概是8.6百分点
[33:50] 那另外一个就是它的存续期间
[33:51] 所以它是多少年的
[33:54] 平均大概7.6年
[33:56] 中期的债券
[33:57] 是的
[33:58] 那相较于可能
[33:59] 因为所谓的债券的存续期间越长
[34:02] 它的波动会越大
[34:04] 它的风险承受也会比较长一点
[34:06] 对
[34:07] 所以可以用这个逻辑去思考
[34:09] 比如说它是中长期的
[34:10] 然后大概7.6年
[34:12] 那可是是债息
[34:14] 我觉得不会输长期太多
[34:16] 或许它是一个中衡的一个数字
[34:19] 可以去参考
[34:20] 那另外当然就是
[34:21] 它的持债的档数
[34:25] 有75档
[34:27] 75档
[34:28] 我是觉得不多不少
[34:29] 因为少的可能三五十档
[34:31] 多的也有到一百档
[34:32] 它是75档
[34:33] 蛮中庸的数字
[34:34] 但不少
[34:35] 对
[34:36] 所以这个数字
[34:37] 它我觉得也有一个效果
[34:38] 就是虽然都是债券
[34:39] 但你持有不同公司
[34:41] 不同领域的债券
[34:42] 多少还是有分散风险的一些效益
[34:44] 好这个是大家可以去注意的
[34:46] 那再来我们跟大家讲一下
[34:47] 它前十名
[34:48] 有几个比较有名的
[34:49] 的公司对不对
[34:51] 像花旗
[34:52] 金融界的巨头
[34:54] 像Dale
[34:54] Dyer
[34:55] 像Huayre
[34:56] 这个大家应该就会比较有听过的
[34:59] 另外一个就是我们刚提到的
[35:02] 这个都是投资等级债
[35:03] 前十名的
[35:04] 另外像什么巴克莱等等的
[35:06] 大家可以再去他们的官网看一下
[35:08] 那另外一个我们要着重讨论的
[35:10] 就是他的非投等债
[35:12] 是
[35:12] 这一次捡到枪
[35:14] 捡到枪
[35:14] 捡到什么东西
[35:15] 捡到石油的枪
[35:17] 好
[35:18] 能源类的公司
[35:20] 就是有时候啦
[35:21] 因为他也是有景气循环的问题
[35:23] 没错
[35:23] 对
[35:23] 然后因为川普上任之后
[35:25] 其实就很喜欢低油价嘛
[35:27] 没错
[35:27] 但是我们有注意到
[35:28] 其实巴野也就一直很喜欢石油公司
[35:31] 是
[35:31] 石油公司的债是非投等吗
[35:33] 对
[35:33] 他这边属于非投等
[35:34] 叫做石油管线公司Venture Global
[35:36] 对
[35:37] 目前的表现都已经来到
[35:40] 涨2%涨4%都有了
[35:42] 也就是说呢
[35:43] 其实就是刚刚提到了
[35:44] 他们有一些核心的部位是
[35:46] 他有一个配息的基准值
[35:48] 但是他们怎么样透过
[35:49] 其他的方式去拉高
[35:51] 比被动式的债券来的高
[35:53] 那就像我刚刚讲的
[35:54] 他们可能会用所谓的飞投等债
[35:56] 那比如说如果
[35:57] 买到了像石油相关
[35:58] 最近表现很强
[35:59] 就有机会把他们整体的报酬
[36:01] 再稍微拉上来一点
[36:02] 对所以这一档我会觉得
[36:04] 用这种方式啊
[36:05] 如果当然我们必须强调
[36:06] 股市是股市
[36:07] 债市是债市
[36:08] 对
[36:08] 所以我其实在比较的就是
[36:10] 它是一个主动式的债券
[36:11] 那我们来比较可能是
[36:13] 被动式的债券
[36:14] 那你说
[36:14] 那怎么在7%呢
[36:16] 跟股市没得比
[36:16] 当然没得比
[36:17] 可是刚一开始
[36:18] 有跟大家一个重点就是
[36:19] 你想要做你的
[36:20] 整体资产的一些配置
[36:22] 让一部分的钱
[36:23] 放在一个比较安心的部位
[36:24] 我会觉得
[36:25] 这种债券是主动式的ETF
[36:27] 是大家可以去注意的
[36:29] 好
[36:29] 我跟你讲
[36:29] 你看我有这个东西
[36:31] Happy Frog
[36:32] 它叫做Happy Frog
[36:34] 因为去年
[36:35] 就是持债的朋友们
[36:37] 肯定受到了一些打击
[36:38] 对
[36:39] 因为我自己是从大概2023年吧
[36:43] 开始做债券的配置
[36:44] 但是那时候我有教大家
[36:45] 因为那时候美国的基准利率
[36:47] 我记得还在5%以上
[36:48] 所以我就说要去看
[36:49] 我的基准是10年期公债值利率
[36:52] 假如它一直在基准利率以上
[36:54] 就是比基准利率还在多一点点的时候
[36:56] 就是一个比较适合买的
[36:58] 但是有时候遇到一些变动的时候
[37:00] 债券会变贵
[37:01] 那就不要在那个时候硬买
[37:02] 没错
[37:03] 可是就遇到一个事情
[37:04] 对等关税
[37:05] 其实对等关税的时候
[37:06] 债券是先大涨
[37:08] 它就完全充分展现出
[37:11] 就是避险的功能
[37:12] 可是因为这一次的对等关税
[37:14] 产生了所谓的流动性风险
[37:16] 就是股市提款提不够之后
[37:18] 就觉得要从债市提款
[37:20] 而且就说川普这样搞
[37:22] 美债就会倒
[37:23] 所以那时候债券就一开始跌
[37:26] 那后来又再加上汇率
[37:27] 就是台币升值
[37:29] 三天升了十个百分点
[37:31] 所以后来对应起台湾去持有美国资产
[37:35] 你就相对应你的资产贬值的10%
[37:37] 没错
[37:38] 那如果股市你说10%是一个涨停板
[37:40] 可以赚回来好了
[37:41] 尤其美国没有涨跌幅限制
[37:43] 可是美债是不可能瞬间给你涨10%的
[37:46] 所以当时大家就觉得
[37:47] 持有债券的就是笨蛋
[37:49] 对
[37:50] 然后是在挖嘛
[37:51] 挖挖
[37:52] 然后我就去买了这个
[37:53] 对
[37:54] 然后我就告诉自己说
[37:55] 我们要变成happy frog
[37:57] 因为这些都是一个短线上的现象
[38:00] 是
[38:00] 但是还是要告诉大家
[38:01] 因为降息循环
[38:03] 并没有正式一直大幅的启动
[38:05] 所以现在美国是一个高利率
[38:07] 我们就一切以领袭最大化
[38:09] 当作是一个很好的优点
[38:12] 那这档00983D
[38:13] 就有一个领袭最大化
[38:15] 在主动操作上
[38:16] 用头等跟非头等做平衡的一个设计
[38:20] 所以我觉得是蛮好的
[38:21] OK 都被你结尾完了
[38:23] 什么被我结尾完了
[38:25] 反正就是你要结尾
[38:26] 不好意思
[38:26] 所以我今天刚好来讲一下
[38:29] 就是一种主动式的债券
[38:32] 不只是在股市上
[38:33] 想要去做一个打败大盘的做法
[38:36] 那我们也是希望在债市上
[38:38] 一个安全的角度上
[38:39] 也可以打败大盘的看法
[38:41] 打败指数
[38:42] 应该这样讲
[38:43] 好我讲完了
[38:44] 那我们的赵小姐
[38:46] 这样讲完
[38:49] 你有可能在里面做一些配置吗
[38:51] 我跟你讲
[38:52] 因为我现在说实话
[38:54] 蛮大部位的债券
[38:56] 全部都是被动式的
[38:57] 然后全部都是投资等级的债券
[39:00] 那现在知道有这样的一个组合
[39:02] 因为中间我曾经有思考过
[39:04] 我要不要配置一些些的飞投等
[39:06] 可是我还是觉得
[39:07] 飞投等跟股市的联动比较大
[39:09] 但是如果有主动式的债券的经理人
[39:12] 可以帮我在这两个中间
[39:13] 做到一个平衡的话
[39:14] 我确实觉得在这样的高利率环境
[39:16] 又可以争取到更大的利息
[39:18] 会考虑纳进
[39:19] 我现在没有的这个投资组合里面
[39:23] 把主动式债券这件事情纳进来
[39:25] 所以你会从被动刮刮变主动刮刮
[39:28] 主要是因为主要是艾伦推荐的
[39:31] 我一定会买咯
[39:32] 那今天的
[39:35] 干嘛
[39:36] 没有没有没有
[39:37] 这脚本好像也没有出现
[39:39] 那今天的赵华谕古货宅
[39:43] 就先到这边了
[39:44] 我们跟朋友朋友说拜拜吧
[39:46] 拜拜
