[00:00] 欢迎收听赵华一股货载第1155集
[26:12] 在这个零组件的涨价上面
[26:14] 大家要互相做一个bargain
[26:17] 我这边来穿插
[26:18] 刚听到严华的法说
[26:20] 严华的法说
[26:21] 真的有讲到这件事情
[26:22] 因为严华是公控型的
[26:24] 工业电脑大厂
[26:25] 它已经世界第一大厂了
[26:27] 这地位很高
[26:28] 但是严华的毛利率呢
[26:30] 整个上半年是38% 39%
[26:33] 只有接近四成
[26:34] 其实他是有压力的
[26:36] 因为他买记忆体真的很贵
[26:38] 那他搭造这种客制化公控的
[26:41] 这个公益电脑厂商的毛利率
[26:43] 通常是不低的
[26:44] 所以他们也希望能维持嘛
[26:46] 当他们发现有一天
[26:47] 卖给他模组的这家厂商
[26:50] 叫做怡鼎的毛利率是60%的时候
[26:54] 整个心情是多不舒服啊
[26:57] 是不是多不舒服呢
[26:58] 以前不是这样的
[26:59] 以前一顶二几趴而已
[27:00] 怎么会这样呢
[27:02] 让你赚一个时机才没有关系
[27:04] 不是
[27:05] 已经三季四季
[27:07] 一年了
[27:08] 一年了
[27:09] 再来就两年了
[27:11] 快受不了了
[27:12] 所以就开始希望说
[27:14] 有一些在模组上面
[27:15] 价格能不能谈谈
[27:17] 据了解
[27:18] 其实法说
[27:19] 严华有讲
[27:20] 他觉得像DDR相关的产品
[27:22] 已经没有这么紧了
[27:24] 讲出来的时候
[27:25] 大家会想说
[27:26] 今天模组上会不会开法会
[27:28] 就没有哦
[27:29] 今天模组场超猛哦
[27:31] 我们在等那个
[27:32] 怡鼎财报
[27:32] 怡鼎是盘中第一个
[27:33] 往上拉到涨停的群联
[27:35] 也涨停了
[27:36] 终于我们的攀动啊
[27:38] 企业继续买
[27:39] 终于这个EPS
[27:42] 可以一季赚到快100块的公司
[27:44] 两家在那边发威了
[27:46] 那什么宇瞻啦
[27:47] 威刚啦
[27:48] 人家说威刚都变微软了
[27:50] 什么的
[27:50] 好通通动起来了
[27:51] 我就在思考
[27:53] 这个后面的道理
[27:54] 我就跟韦太太讨论说
[27:56] 对大家都受不了
[27:57] 可是你看到那些大厂的资本支出
[27:59] 还在撒
[28:00] 大家都在撒资本支出
[28:02] 美国撒到台湾
[28:03] 那怎么办呢
[28:05] 你要不要出货
[28:05] 撒钱当然要出货嘛
[28:07] 那你前面囤货囤的够吗
[28:09] 不一定够
[28:10] 我们知道在金元代工
[28:11] 很热的那个时候
[28:13] 大家有囤金元
[28:13] 后来就有一波的去库存
[28:15] 可是你说记忆体现在有没有够
[28:17] 其实大家都没有把握说
[28:19] 我上半年拉货真的拉到够
[28:20] 所以下半年你还是面临到
[28:23] 我跟你抗争
[28:25] 可是我客户要货了
[28:27] 对不对
[28:27] 再怎么锻炼
[28:28] 你总不可能一季不出货
[28:30] 两季不出货吧
[28:31] 他终究还是要买
[28:32] 所以如果刚刚讲到
[28:34] 这个延迟拉货的危机
[28:36] 在前一波的修正
[28:37] 有消化大半的话
[28:38] 那接下来是得拉货
[28:40] 而这些还没有涨的
[28:41] 机体模组厂商
[28:42] 显然就成为
[28:43] 排面上相对便宜
[28:45] 也需要被照顾到的
[28:46] 一个族群
[28:47] 我觉得至少今天
[28:48] 排面上有涨这件事情
[28:50] 对
[28:50] 他就像是
[28:51] 科技股里的钢铁股
[28:53] 也没那么惨
[28:55] 也没那么惨
[28:56] 他们获利真的很棒
[28:57] 很棒很棒
[28:58] 对不对
[28:58] 我觉得这个现象是
[29:00] 大家可以去思考的
[29:02] 如果你不见得那么喜欢操作记忆体
[29:04] 就像我个人也没有那么擅长的话
[29:06] 我觉得其他零组件厂商
[29:08] 大家可以去思考这一环
[29:09] 就是例如说我对散热
[29:11] 或是像BBU
[29:12] 我还是抱持着一定的信心
[29:14] BBU虽然我把ASKY在前一阵子
[29:17] 我都讲
[29:17] 我真的受够那股性出掉
[29:19] 可维他很厉害
[29:20] 维他他还是看好
[29:22] 他觉得BBU还是欠他们一个公道
[29:25] 好
[29:26] 其实回到记忆体的部分
[29:28] 其实就是论事
[29:30] 我们看到记忆体的
[29:32] 这个现行架构来看
[29:35] 他们其实真的就是
[29:36] 还一直维持所谓的多头趋势
[29:39] 因为我们看了一些像
[29:43] 不要说像PCB
[29:46] PCB其实这一波
[29:48] 有些真的跌得很深
[29:49] 跌到套句
[29:52] 这个主要是说
[29:54] 线型都坏掉了
[29:56] 跌到线型都坏掉了
[29:58] 这个你要把它扭转
[30:01] 其实我觉得这个要时间
[30:03] even它有基本面
[30:05] 但是我觉得它都要时间
[30:06] 相较于记忆体的部分
[30:09] 不管是颗粒
[30:10] 说这次的南亚科或者是华邦电
[30:14] 他们这拉回
[30:15] 其实拉回的幅度都相对有限
[30:17] 尤其南亚科
[30:17] 对都在记线附近就顶住了
[30:20] 然后这个2344的这个华邦电算说
[30:25] 有一度回的比较深
[30:28] 但也接近到半年线附近就停住
[30:30] 所以我觉得其实他们在整个的一个趋势上
[30:35] 比较没有说要出现就是所谓的坏线的一个疑虑
[30:40] 这机会是比较少
[30:42] 那同样的呢
[30:43] 看到像2451的这个创建
[30:46] 或者是刚刚所提到的这些的疑顶
[30:49] 我们威刚 宜鼎 群联
[30:51] 对对对
[30:52] 他们很多就是回到这个半年线
[30:54] 季线附近就停住了
[30:56] 我记得群联蛮惨的啦
[30:57] 群联比较惨
[30:59] 群联蛮惨的
[31:00] 他就跌到了这个年线
[31:02] 跌到年线
[31:03] 但他比较特殊啦
[31:05] 他比较特殊
[31:06] 那其他的一般纯粹的
[31:08] 这些所谓的模组厂商
[31:10] 不管是宜鼎
[31:11] 林航
[31:13] 这些的
[31:14] 这基本上我觉得他们的
[31:16] 这一波的修正
[31:17] 我觉得其实都
[31:18] 如果你放宽一点标准去看
[31:21] 那么其实还是维持多头
[31:23] 至少他没有走空
[31:24] 我觉得他的状况大概是这样子
[31:26] 所以我倒觉得
[31:28] 接下来这个
[31:29] 机体族群的部分
[31:31] 我觉得如果说要
[31:33] 市场上面的资金
[31:35] 开始回笼的话
[31:36] 他们应该涨得会比较快一点
[31:38] 因为可能上面
[31:39] 会有一些解套卖压
[31:41] 但是应该不会像
[31:43] 其他我刚刚所说的
[31:44] 这些次族群来讲
[31:45] 来得这么样的重
[31:46] 刚刚讲到线的时候
[31:50] 因为昨天我们在理财达人秀
[31:52] 就没有邀他来上podcast
[31:54] 因为时间的关系
[31:56] 就是PCB女王婉婷
[31:57] 我的好姐妹有来上这样子
[31:59] 然后当然大家对PCB
[32:01] 有很多很多的疑问
[32:03] 想要问婉婷
[32:03] 但是后来婉婷
[32:04] 有讲到一个观念
[32:06] 我觉得可以跟大家聊一下
[32:07] 她第一波会先看的
[32:08] 也是线型还没有完全被破坏的
[32:11] 对
[32:11] 第一个应该这样讲
[32:13] 她第一个会先看龙头
[32:14] 因为龙头厂商
[32:16] 他说这一波
[32:17] 我们台股在四五月大涨特涨啊
[32:20] 包括PTP去年就大涨特涨
[32:22] 已经把所谓的涨价题材
[32:24] 几乎反应完咯
[32:26] 几乎反应完了
[32:27] 那接下来如果还要再续涨
[32:29] 你可能靠的就不是涨价了
[32:31] 因为我们一定要知道一个事实
[32:33] 就是涨价的幅度到第三季
[32:35] 它肯定会减缓
[32:38] 没有一个东西可以用
[32:39] 这个一开始涨50%
[32:41] 100%
[32:42] 150%
[32:43] 200%
[32:43] 不是的
[32:44] 通常都是50%
[32:45] 100%
[32:46] 50%
[32:47] 30%
[32:49] 因为它已经越来越贵了嘛
[32:50] 它可能刚开始
[32:52] 涨还没有很强烈
[32:54] 所以涨比较少
[32:54] 后来第二季第三季
[32:55] 涨很多很多
[32:56] 可是到后面你会趋缓
[32:58] 对不对
[32:58] 因为你的价格
[32:59] 可能已经翻了好几倍了
[33:01] 还是涨
[33:02] 可能就从500涨到550
[33:04] 跟以前从100涨到200
[33:06] 200涨到400
[33:07] 不一样的一个节奏了
[33:09] 这个我们一定要理解
[33:10] 所以当这样的情况出现的时候
[33:12] 就跟GDP也一样
[33:14] 其实像今年GDP
[33:15] 我们有11 12
[33:16] 如果明年GDP是4跟5
[33:17] 还是很好啊
[33:18] 还是成长对不对
[33:19] 可是你的增长速度趋缓的时候
[33:21] 大家就会变得比较保守一点
[33:23] 这个就是基期的概念
[33:24] 好
[33:25] 所以第三季的涨价
[33:27] 这件事情的刺激
[33:28] 它相对是小的
[33:29] 一定要理解
[33:30] 同样都在获利创新高啊
[33:32] 到底怎么样
[33:32] 好
[33:33] 那优势是什么
[33:34] 优势是都有回挡了
[33:35] 都有回挡了
[33:36] 至少你的评价面有修正过了
[33:39] 所以涨价的影响没有大
[33:40] 那什么东西的影响会大
[33:42] 就叫规格升级的影响就会大了
[33:44] 全市场只有你做得出来
[33:46] 全市场只有你OK
[33:48] 所以他先看龙头的原因就是
[33:50] 在规格升级这件
[33:51] 涨价可能大家都会涨嘛
[33:53] DDR也会涨
[33:54] HBM也会涨
[33:54] 你同博基板最高端M8 M9会涨
[33:58] 你下面的联贸做的也会涨嘛
[34:00] 对不对
[34:01] 但是如果要规格升级
[34:02] 你就要龙头型的厂商
[34:04] 有技术的厂商
[34:05] 所以先看第一个是这个
[34:06] 那第二个
[34:07] 你就要去注意他的形态
[34:08] 有没有破坏掉
[34:09] 如果他今天是龙头
[34:10] 他的形态相对强好
[34:12] 例如台光电
[34:13] 他觉得他回血的速度
[34:15] 就容易得到市场的认同
[34:17] 因为当你杀到腰斩
[34:19] 或是膝盖斩的时候
[34:20] 代表这个过程中
[34:22] 他一直无法凝聚市场
[34:24] 要让他止跌的共识
[34:25] 反而是觉得
[34:26] 我已经赚很多了
[34:27] 我不计价砍出
[34:28] 我也不认为你第三季
[34:29] 第四季是最受惠的那个人
[34:31] 我就是砍
[34:32] 不管恐慌的砍也好
[34:34] 或是理性的砍也好
[34:36] 砍到坏掉之后
[34:37] 你上来同样的问题了
[34:39] 同样的就是
[34:40] 你要再次的凝聚市场公司他就会比较辛苦不是说回不来但是他就会回得辛苦我觉得这个就是我听了婉婷还有朱老师在聊形态和刚刚韦泰
[34:51] 特别提到这件事情
[34:52] 为什么你完全破到
[34:54] 烂掉的东西要回来
[34:55] 会特别辛苦
[34:57] 这个事情
[34:58] 很多人会觉得
[34:59] 我就选叠得深的
[35:00] 叠得深的才弹得快
[35:01] 什么的
[35:01] 出奇事
[35:02] 可是你要他回到
[35:03] 那个高点
[35:04] 你绝对是形态好的
[35:05] 会优先创高
[35:06] 跟回到高点
[35:07] 再加上龙头型的地位
[35:09] 我觉得大家可以
[35:09] 综合这些事情
[35:10] 去思考一下
[35:11] 你手上的东西
[35:12] 到底是做这一波的集团
[35:15] 还是你就是非常有信心
[35:16] 它是长远你继续往下抱
[35:18] 没有问题的
[35:19] 我觉得自己内心
[35:20] 还是要有一点点的
[35:21] 衡量的能力
[35:22] 这边给大家分享
[35:24] 其实很多事情
[35:24] 说起来我都会觉得
[35:26] 干嘛投个股
[35:27] 这有够烦的
[35:28] 例如说
[35:29] 例如像朱老师
[35:30] 会讲到一些V转的条件的时候
[35:32] 他也有提到
[35:33] 不是说这些急跌到
[35:34] 脚踝展膝盖展的
[35:35] 不会V转
[35:36] 只要在下跌的过程中
[35:38] 其实完全没有人想出来承接的时候
[35:41] 有时候会很特别凶
[35:42] 因为代表中间没有人为了承接
[35:44] 而大量的套牢
[35:46] 所以上去筹码就变得很轻
[35:49] 那是不是很烦
[35:50] 他讲的非常有道理
[35:51] 可是听起来就觉得
[35:53] 哇我还要细细去分辨
[35:54] 跌得很深的有人是谈得起来的
[35:56] 因为中间没有人刻意承接
[35:58] 所以反而是
[35:59] 对
[35:59] 好这也代表说前一阵子这些储值股
[36:02] 储值到跌到没有量
[36:03] 等到出关以后
[36:04] 到底有可能是强力反弹
[36:06] 因为储值股的条件也改了
[36:07] 我觉得这些就是
[36:08] 综合我们在盘面上
[36:11] 跟这些达人朋友们
[36:12] 以及我们长久的经验观察
[36:13] 给大家一些思考的方向
[36:15] 弄得清楚的
[36:16] 我想很棒
[36:17] 大家在投资个股上
[36:17] 会更加的有自己的想法
[36:19] 弄不清楚的
[36:20] 就跟赵豪一样
[36:21] 有时候就是
[36:22] 买买市值ETF就好了
[36:24] 就是最简单的方法了
[36:26] 其实这一次有几档个股
[36:29] 非常符合刚刚
[36:31] 赵宝所提到的
[36:33] 我们先来找
[36:34] Power Supply两兄弟
[36:36] 2308的台大店
[36:38] 台大店这一波噼一啪啦掉下来
[36:41] 就跌到了就是半年限制下
[36:44] 那当然这个下跌过程当中
[36:47] 伴随的就是外资跟投信的一个筹码松动
[36:50] 那因为它跌的比较久也比较深
[36:56] 所以它比较像是我们刚刚所谓的
[37:00] 现行有点被破坏的一种
[37:02] 弄坏了
[37:02] 但是另外一个2301的光宝科
[37:05] 他因为前波段没什么特别在涨
[37:08] 他比较像是趋坚震荡的一个架构而已
[37:11] 那么这一波回挡
[37:12] 回撤到半年线
[37:15] 但是他是连之前的
[37:17] 就是五月份当时的起涨点都没有跌破的
[37:20] 那么他在这一波的反弹过程当中
[37:23] 他就直接创下这个波段的新高
[37:27] 那么同样的例子还有6669的微影
[37:31] OK
[37:32] 那这一波老AI
[37:34] 其实说真的就是
[37:36] 唯一算是比较具指标
[37:38] 他就创下历史新岛
[37:41] 但同样老一来呢
[37:42] 这一波应该说上一波
[37:44] 拉回幅度比较深的
[37:45] 像是广达
[37:46] 广达他除了跌破半年线
[37:49] 回射到年线之后
[37:50] 他甚至跌破了五月初的起涨点
[37:52] 像这种就是刚刚赵华所提到的
[37:54] 我想要上去啊
[37:56] 我想要努力啊
[37:58] 可是可能时不我语
[38:01] 就是上面太多太多的
[38:04] 那个所谓的
[38:04] 等着要去做解套的一个麦芽
[38:07] 像这种我就
[38:09] 很感同身受
[38:11] 所以刚刚赵华的那个结论
[38:13] 非常重要
[38:14] 我刚刚讲什么不重要
[38:16] 刚刚赵华讲一个很重要
[38:17] 就是你到底要做什么
[38:20] 到底要做什么
[38:21] 没有错
[38:22] 你要到底要做什么
[38:23] 如果你今天就是要抢反弹
[38:25] 那就请你去找那个迭生的
[38:27] 如果你今天想要做波段的
[38:29] 波段操作
[38:30] 那你就要去找波段
[38:30] 其实没有被破坏的
[38:32] 大概就这样
[38:33] 那至于赚钱的幅度跟速度
[38:35] 那各有各自的这个基本面
[38:37] 或者筹码面
[38:38] 可以去做加减分
[38:40] 那叠得深的
[38:42] 然后呢融资杀得凶的
[38:44] 然后呢
[38:45] 例如说像这个联亚
[38:47] 对不对
[38:49] 对
[38:50] 我朋友抢了第一根
[38:51] 第二根卖掉
[38:52] 现在已经一二三四五根了
[38:54] 好
[38:55] 因为最近
[38:56] 有一个事情会逆转
[38:57] 就第一是他的市场消息
[38:59] 我想这两天有跟大家讲
[39:00] 市场消息变得非常的多
[39:02] 又非常的正面
[39:03] 它就比较容易凝聚共识
[39:04] 对
[39:05] 它就比较容易凝聚共识
[39:06] 要是今天台大店
[39:07] 有一个什么特大好消息的话
[39:09] 它就比较容易凝聚共识
[39:10] 它是有一些外力来加入的原因
[39:12] 对
[39:13] 这个不能忽略说
[39:15] 做个股真的好麻烦
[39:16] 对
[39:18] 它有一些强度的
[39:19] 对
[39:20] 所以像这一颗像联亚
[39:22] 它从三字头跌到一字头
[39:23] 从3300跌到1300
[39:27] 这个跌得很深
[39:28] 那么融资后来也看了很多
[39:31] 所以这一波就往上弹
[39:33] 那联亚其实如果说就产业面来讲
[39:36] 它是属于在这个上游的
[39:38] 那这种基本上就比较不会有这种
[39:40] 就它基本面没有太大的一个变化
[39:43] 那反而股价呢
[39:44] 从三千块钱跌到一千三百多块钱
[39:46] 那当然这个就很容易就造成大家
[39:49] 逮到机会就赶快上车
[39:51] 所以就是有这样子的一个这种
[39:54] 操作的一个重点
[39:55] 所以我觉得大家还是要搞清楚
[39:58] 我们到底想要做什么
[40:00] 如果想要去做跌深的
[40:02] 就找符合跌深反弹的
[40:04] 个股的条件的一些标的
[40:06] 那如果想要做波段的
[40:07] 那就尽量找一些
[40:08] 就是没有被坏线的
[40:11] 那它有可能会领先过高的
[40:13] 维持多头定义的这种
[40:15] 大家可以优先去做观察
[40:17] 好
[40:17] CPU这前几天
[40:19] 大家都可以去回听
[40:21] 或是搞不好已经听过了
[40:22] 有讲到不只是这个流明光鞋
[40:25] 出来跟这个零化银的厂商
[40:27] 这个HRT签了长约
[40:28] 因为觉得林华英非常之缺
[40:30] 市场是有一个光通讯的缺口
[40:33] 30%以上
[40:34] 而且在扩大中
[40:35] 这个给大家一个强心针之外
[40:37] 其实汇达之前
[40:38] 布建所谓的
[40:39] 他去买了很多
[40:40] 所谓的暗光签这件事情
[40:42] 对不对
[40:42] 就是以前已经不好了
[40:43] 但是没有把它拿来使用的
[40:45] 还没有扩充的
[40:46] 他先买下来
[40:47] 先把基础设施买下来
[40:49] 因为未来要用
[40:50] 而这些基础设施
[40:51] 现在买比较便宜
[40:52] 我们那时候特别形容说
[40:53] 就好像是
[40:54] 你看到本来有一区
[40:55] 就像我们往什么淡水三支
[40:57] 是不是有一区飞碟屋啊
[40:58] 后来有人就特别会想要去买
[41:01] 那个飞碟屋
[41:02] 这个比喻好像有点烂
[41:03] 我在想想
[41:04] 还有没有什么比较好的比喻
[41:05] 但总之就是已经盖好了
[41:06] 但有段时间大家觉得用不到
[41:08] 所以它相对也比较便宜的
[41:10] 那汇达在收购
[41:11] 在市场很恐慌的时候
[41:13] 一两个好消息
[41:14] 可能不足以支撑整体产业
[41:16] 因为整体产业的本益比
[41:17] 评价极高无比
[41:18] 然后筹码又断掉了
[41:20] 因为那时候投信狂卖
[41:21] 卖下去之后外资也卖
[41:23] 然后卖到后来散户也没信心一起卖
[41:24] 所以产业烂掉
[41:26] 但是烂掉了
[41:27] 为什么它能起来
[41:28] 是因为最近第一市场气氛转好
[41:30] 第二除了辉达台移电这种
[41:32] 非常具有世界龙头级的厂商在背书之外
[41:35] 产业的龙头级厂商
[41:36] 像刘明这样的公司也出来背书
[41:38] 大家一起来背书
[41:39] 突然好奇就到处都有
[41:41] 包括像今天有人就传一个BBC做的专题给我
[41:44] 就在讲说乌克兰如何用无人机
[41:47] 是用光纤操作的无人机
[41:49] 然后在森林里面布满了光纤的布置
[41:53] 大家可以上网找一下
[41:54] BBC最新公布的一个
[41:56] 用光纤来操纵无人机的报道
[41:59] 看了会觉得就是怎么讲
[42:03] 一时之间
[42:04] 这个市场其实对这个东西的需求
[42:07] 从AI到军事
[42:09] 对不对
[42:10] 到各领域
[42:11] 突然之间变得炙手可热了
[42:14] 所以当他在反弹
[42:15] 尤其是强调零化银可能要缺的时候
[42:17] 像刚刚讲到零亚是比较上游的
[42:18] 像全新这样的厂商
[42:20] 就夯到爆
[42:21] 他就会逆转
[42:22] 他本来那个烂线
[42:24] 因为他有各种条件起据
[42:26] 再加上投信大户
[42:28] 其实有回来这个族群
[42:29] 我们前面有讲
[42:30] 那这些都会造成说
[42:32] 在V转上面
[42:33] 比较容易的现象
[42:34] 我觉得这个是
[42:35] 大家可以做参考的
[42:37] 当然我们整体的
[42:38] 所谓光通讯或CPU
[42:39] 他们有分不同的
[42:41] 有上中下游
[42:42] 最稳定的
[42:43] 当然还是封测端
[42:44] 因为封测端
[42:45] 它会比较慢
[42:45] 就像恐龙的尾巴一样
[42:47] 可是它不用去担负
[42:48] 你抢不到原料啊
[42:49] 像之前光盛就一直被人家讲说
[42:51] 你就是原料备的不够
[42:52] 你6月0号就不好啊
[42:53] 所以这波反弹光盛相对也蛮弱的
[42:56] 有点夹在中间
[42:59] 可是风策就是
[43:00] 啊管你谁来我帮你封
[43:02] 有缺口
[43:02] 反正有人拿到他就来找我封
[43:04] 所以这种光通性的风策
[43:06] 相对是比较稳的
[43:08] 我觉得大家可以来参考一下
[43:09] 这样的思考逻辑
[43:10] 就像我们在看这个
[43:12] 整体的半导体
[43:13] 我们说最近风策很棒
[43:15] 风策业以前很委屈耶
[43:18] 他都会觉得
[43:18] 大家都喜欢IC设计
[43:19] 毛率最高最活泼
[43:21] 股本小小就可以做生意
[43:22] 对不对
[43:23] 当然喜欢台积电
[43:24] 地位崇高无比
[43:26] 掌控全世界半导体的前景
[43:28] 最后才会想到封测
[43:30] 封测本益比又低
[43:31] 觉得你赚个加工费
[43:32] 现在也不一样
[43:33] 我不用烦你
[43:34] 有没有缺料
[43:35] 可是我现在要先进封装
[43:36] 先进封装很缺
[43:38] 你要不要来
[43:39] 所以我觉得
[43:40] 这个就在投资逻辑上面
[43:42] 封测就是稳定
[43:43] 上游就是冲冲冲
[43:45] 中间就是
[43:47] 像模组也算是偏中间嘛
[43:49] 对不对
[43:49] 他们可能有时候
[43:51] 就会受到夹击
[43:52] 但如果有时候库存囤得好啦
[43:54] 或者需求放得到
[43:54] 我都会卖得多
[43:55] 也是业绩会很棒的
[43:57] 大家可以去
[43:57] 稍微再趁这段时间
[43:59] 找到这里
[44:00] 大家再做做功课
[44:01] 迎接下一波
[44:02] 我觉得AI的底气
[44:04] 还是非常非常强
[44:05] 因为资本支出这么多嘛
[44:07] 对
[44:07] 当然光纤用无人机
[44:10] 我找到了
[44:10] 找到了对不对
[44:11] 找到了
[44:12] 他最主要就是
[44:14] 他影片还蛮好看
[44:15] 大家如果有找到的话
[44:16] 是喔
[44:16] 我只是看到他说
[44:17] 它可以避免被干擾
[44:20] 对
[44:20] 然后可以克服一些地形限制
[44:24] 是
[44:24] 这个其实真的就是蛮重要的
[44:27] 蛮重要的
[44:28] 所以无人机这一块
[44:29] 我一直都觉得
[44:30] 它还在持续的一个进化当中
[44:33] 而且它只是会更强
[44:34] 所以当每次大家都认为说
[44:37] 无人机产业克服会就是题材
[44:40] 我说不会
[44:41] 因为全世界都在发展
[44:44] 然后它的产值持续的一个扩大
[44:47] 那这部分就会持续的
[44:50] 让这个台湾相关的供应链
[44:52] 那么未来可能会有
[44:55] 更多的一个商机
[44:56] 是
[44:56] 对
[44:56] 好
[44:57] 这边的话
[44:58] 无人机
[44:59] 对不对
[44:59] 也是一个
[45:00] 这阵子在盘面不稳定的时候
[45:03] 也算是一个不错的
[45:05] 避风港
[45:06] 而且在未来
[45:07] 也算是有发展性的
[45:08] 即使它在台湾
[45:09] 比较容易变成
[45:11] 预算之争
[45:13] 但撇除这件事情
[45:15] 产业的发展是没有问题的
[45:17] 那牌面上还有些机油传闪
[45:19] 最近的表现也不错
[45:20] 例如很久没有提到像红泉
[45:22] 瓶盖
[45:22] 这个真的是瓶盖
[45:24] 不是苹果概念
[45:25] 做瓶子
[45:26] 瓶身瓶盖的红泉
[45:27] 机油传闪
[45:28] 还有像比较抗跌的纺织骨
[45:30] 巨羊
[45:30] 最近都不太跌了
[45:32] 这些我觉得大家可以留意到
[45:34] 现在的风有比较均匀
[45:35] 虽然我们大半年
[45:37] 甚至两三年
[45:38] 我们都在看AI
[45:39] 可是现在这些所谓的机油传闪
[45:41] 包括刚刚讲的钢铁塑化等等的
[45:43] 现在的风有稍微均匀一点了
[45:45] 假设他们都是有EPS的公司
[45:48] 就如同我刚刚提到的汽车零组件
[45:51] 我是还蛮认真的希望
[45:52] 他们迎来一个属于
[45:53] 他们自己该有的价值
[45:55] 我觉得这边也可以提供大家
[45:57] 如果这段风浪怕了的
[45:59] 不妨看一看这些公司
[46:01] 相对稳定很多
[46:02] 好那我们今天的
[46:03] 赵华一股货仔就到这边了
[46:05] 那晚上达人秀
[46:07] 还是记得看一下
[46:08] 我们黄金右下角
[46:09] 会提供非常丰富的图表
[46:10] 给大家参考哦
[46:11] 谢谢赵华
[46:12] 大家加油
[46:13] 拜拜
[46:15] by bwd6
