[00:00] 欢迎收听赵华宜古惑仔第1079集
[22:27] 你去追个反弹
[22:29] 你反而不要在他弹不起来
[22:31] 一直往右下的时候
[22:32] 硬要去接
[22:33] 还蛮容易就接刀的
[22:35] 我觉得真的喜欢这个族群
[22:37] 觉得心疼他怎么获利那么好
[22:39] 却一直长不起来的人
[22:40] 可能用这样的策略会比较安全
[22:43] 我倒是觉得
[22:44] 现在进入牛棚的这一个
[22:46] 什么日月光啊
[22:47] 牛红
[22:47] 金元殿啊
[22:48] 像今天
[22:49] 一度涨平
[22:50] 打到接近平盘的
[22:52] 这个
[22:52] 齐邦
[22:53] 我觉得这个族群
[22:54] 我觉得会比基体
[22:55] 稍微更好一些
[22:56] 我还是觉得风策不错
[22:57] 所以你就是要留意
[22:59] 像金元殿目前
[23:00] 它是因为月线
[23:01] 还没勾起来
[23:02] 所以你就可以关注
[23:03] 说它月线
[23:04] 什么时候开始勾起来
[23:05] 也许就是
[23:06] 它又要开始
[23:06] 不要放弃它
[23:07] 要重回
[23:08] 重回主战场的一个位置
[23:10] 所以再度回到
[23:11] 先发投手的位置
[23:12] 日月光也是啊
[23:13] 其实你可以看到
[23:14] 这几天
[23:14] 包括像联电
[23:15] 包括像世界先進
[23:16] 他們跌很深之後
[23:18] 也突然反轉折上來
[23:20] 其實很簡單
[23:21] 其實他基本面沒有變化
[23:23] 我講過
[23:23] 其實今年的成熟製程
[23:25] 基本上就是很不錯
[23:26] 那也都在漲價
[23:27] 但封裝廠基本上
[23:30] 我覺得比成熟製程還要更好
[23:32] 因為他們畢竟是有做到
[23:34] 先進製程的
[23:36] 你看世界先進跟聯電
[23:37] 才在做成熟製程
[23:38] 他們股價都漲了
[23:40] 這些做先進製程的
[23:41] 怎麼可能會長期的修正
[23:44] 不可能
[23:44] 所以我觉得
[23:46] 你与其要去挑一个
[23:48] 相对更有机会的
[23:50] 我觉得你就是
[23:51] 多关注一下风策
[23:52] 我觉得剩余
[23:53] 剩余多关注记忆体
[23:55] 对
[23:55] 我的看法是这样子
[23:57] 那当然
[23:57] 不行我们俩太同温层了
[23:59] 但如果你有
[23:59] 另当别论的想法
[24:02] 就是说
[24:02] 你觉得点很深
[24:03] 抢个两根掌停
[24:04] 你也觉得很开心
[24:05] 那当然就没有话讲
[24:06] 你可以做到操作
[24:07] 但如果你是要做
[24:08] 长线买了
[24:09] 又可以安心睡觉的
[24:11] 那我觉得你还是要
[24:12] 多关注一下风策场
[24:13] 是
[24:14] 对
[24:14] 认同
[24:15] 虽然之前不是有跟大家分享说
[24:17] 晶圆店300块卖掉之后
[24:19] 就开始诅咒他们
[24:20] 人就是这样
[24:21] 不要再跟我讲了
[24:22] 人家卖飞了
[24:23] 那现在我反而觉得
[24:24] 我们不要看轻晶圆店
[24:27] 因为都是
[24:28] 有时候股价很有趣
[24:29] 那时候卖自然是因为
[24:31] 他可能是一个比较领先的人
[24:33] 比较领先的指标
[24:34] 有他强势的地方
[24:35] 以及可能布局的位置
[24:36] 真的相当低
[24:37] 报酬率相当高的时候
[24:38] 觉得要先获利了解
[24:40] 但是呢
[24:41] 搭下来
[24:42] 整理了好一段时间了
[24:44] 像今天真顶KY也大涨
[24:46] 我记得我有跟大家也讲过
[24:47] 我第一次卖真顶KY
[24:48] 卖得很好看
[24:49] 卖在200块钱
[24:50] 后来就下去了
[24:51] 到140
[24:52] 可是那就是运气运气
[24:54] 当时考量的也是
[24:55] 因为我的成本在110
[24:56] 我觉得赚的真的够了
[24:58] 而且因为它载板的比率
[24:59] 那时候还不高
[25:00] 所以就觉得
[25:01] 以它这个苹果
[25:02] 那些基础的板材
[25:04] 没有什么成长性的情况下
[25:06] 我觉得真的够了
[25:07] 可是后来为什么买回来
[25:08] 是因为晚停来讲
[25:10] 人家在载板
[25:11] 而且重点在怎么样
[25:13] 股价回到
[25:14] 又回到140
[25:15] 所以重新再做一个介入
[25:17] 可是同样的这一次
[25:18] 我又在200把它卖掉了
[25:19] 不是不看好载板
[25:21] 也是会觉得
[25:22] 已经在急涨了
[25:24] 那当然急涨
[25:24] 后面还有更急
[25:25] 没有赚到
[25:26] 真的没关系
[25:28] 我有说
[25:28] 已经真的很满意
[25:29] 好
[25:30] 那同样讲回来金元店
[25:32] 那时候卖掉
[25:33] 是因为它是领头羊吗
[25:34] 那后来是不是下来了
[25:35] 下来了
[25:35] 别的风色是不是起来了
[25:37] 齐邦
[25:37] 对不对
[25:38] 细格什么的
[25:39] 日月光
[25:41] 日月光当初跟金元店差不多价格
[25:43] 现在甩开了
[25:44] 金元店变落后了
[25:46] 金元店反而变落后了
[25:49] 又在那边孤单沉寂的时候
[25:50] 你反过来应该觉得
[25:52] 他又不一样了
[25:53] 因为他现在比别人委屈了
[25:56] 所以你不要
[25:57] 现在反而是看不起他
[25:59] 也是要再给他一点耐性
[26:01] 我觉得这个就是在个股投资上
[26:02] 可能久而久之
[26:04] 他可以培养的一些盘感
[26:05] 对
[26:06] 然后再来就是你可以关注一下
[26:07] 法人的论坛办些什么
[26:09] 没有错
[26:09] 我上次有讲
[26:10] 我去征鼎KY的论坛
[26:12] 我去锦树的论坛
[26:13] 那时间就是果然
[26:15] 后来他们就火起来了
[26:16] 一样我们
[26:18] 其实最近的盘市
[26:19] 低阶的特化很强
[26:22] 你看什么永光
[26:23] 长兴那些都很强
[26:25] 为什么
[26:26] 因为台积电的政策
[26:28] 就是希望
[26:29] 它的材料的供应商
[26:31] 可以就地生产
[26:32] 所以日本的JHR
[26:34] 它就释放了一些
[26:35] 代工的订单
[26:36] 中低阶的给永光
[26:38] 或者是给长兴化这一些
[26:40] 但是你不要忘記
[26:41] 其實這些本來是低階的
[26:43] 那原本做高階的呢
[26:44] 那些因為二奈米
[26:46] 短時間不順的公司
[26:47] 例如說像達新財
[26:49] 例如說像新英財
[26:51] 他們其實也委屈啊
[26:52] 這兩天的達新財開始有點火過來了
[26:55] 你看也很巧對不對
[26:57] 台電法說會講完之後
[26:58] 他們就開始發動了
[26:59] 所以大家好像都在等台積電
[27:01] 把不好的講出來
[27:03] 可是台積電都不講
[27:04] 還隱晦的講說
[27:05] 其實他沒有很大的占比
[27:07] 但大家就等到這個機會
[27:08] 就開始發動
[27:09] 所以我觉得
[27:10] 尤其这时候你还要去追那些
[27:12] 相对比较落后的什么永光啊
[27:15] 长兴
[27:15] 你这时候应该回过来看说
[27:17] 达星财 星银财
[27:18] 是不是又是一个好的上车的机会
[27:21] 所以有时候投资就是这样
[27:22] 就是我们常常是
[27:24] 不是股价的高低
[27:25] 而是位阶的高低
[27:26] 就是你看着位阶高的
[27:28] 去买位阶低的
[27:29] 而不是说股价的高低
[27:31] 股价高低
[27:32] 这就比较难讲
[27:33] 就是说你像6515的影威
[27:36] 他都已经涨到一万了
[27:37] 对不对
[27:38] 那你说什么中探针
[27:40] 那种几百块的
[27:41] 是整轮比
[27:41] 没办法比
[27:42] 不能用这样的比法
[27:43] 它本来40块
[27:44] 对
[27:44] 所以我说你要看的是未结
[27:46] 我们有第二档万元股
[27:47] 那就是影威
[27:48] 我们有第二档万元股
[27:49] 对对对
[27:49] 就是看未结
[27:50] 知道吗
[27:51] 影威那时候8000多
[27:53] 跌到6000多
[27:54] 好像是有主动CTF在砍
[27:55] 砍完又把它买回来
[27:56] 所以大家这些主动CTF
[27:58] 真的要注意
[27:59] 他们在盘面上
[27:59] 现在真的很威猛
[28:01] 对
[28:01] 这个也小岔题一下
[28:03] 就前一阵子
[28:04] 我们有请这个基金医生来聊
[28:05] 那时候就聊了很多
[28:07] 主动式ETF
[28:08] 现在每天选股
[28:08] 很透明这件事情
[28:09] 那也有朋友就传讯息说
[28:11] 主动式基金也还是蛮猛的
[28:13] 那他不觉得主动式ETF
[28:15] 能够完全打败主动式基金
[28:17] 反而主动式基金
[28:18] 因为一个月才公布一次持股
[28:20] 搞不好可以保留它的底牌
[28:22] 但是我觉得
[28:23] 有各自不同的意义
[28:24] 没有错
[28:24] 主动式基金在干嘛
[28:26] 一个月后你可能才知道
[28:27] 好一个月后才知道买了什么
[28:29] 坏一个月后才知道
[28:30] 你又买了什么
[28:31] 主动式ETF的有趣的地方就是
[28:33] 它每天这样子公布它的持股
[28:35] 投资的那个参与感
[28:36] 真的很强劲
[28:38] 其实现在证券户开户创高
[28:41] 不一定是因为股票很热
[28:42] 很多是因为他想要买那个ETF
[28:44] 所以他就决定去开证券户
[28:47] 所以证券户现在每个月的开户数
[28:49] 都一直在创新高
[28:50] 那他每天这样比啊比啊
[28:52] 资金规模就越涨越大
[28:54] 因为大家看了有兴趣
[28:55] 所以资金规模越涨越大
[28:57] 他对台股市场的影响力
[28:58] 也就越来越大
[28:59] 投信现在就像是第二个外资
[29:02] 根本就不用被外资碾压
[29:04] 投信自己玩这些中小型股的能力
[29:06] 比外资强太多了
[29:08] 也是凯哥的主场
[29:10] 也是凯哥的主场
[29:11] 因为凯哥是投信出来的
[29:13] 其实主动ETF
[29:14] 它没有三天不能反向操作这个限制
[29:18] 所以它是非常灵活
[29:20] 非常灵活
[29:21] 但是你看很灵活
[29:23] 有时候你也看它被修理
[29:24] 就好像说它卖起帮就卖下去
[29:26] 隔几天就被拉上来
[29:28] 就告诉你说
[29:29] 趋势跟你基金的操作
[29:33] 你还是不能逆向
[29:34] 你的基金你要逆着做
[29:36] 基本上你还是会被修理
[29:38] 就是你还是要观察一下
[29:40] 他们到底在做的是符合趋势
[29:42] 还是不符合趋势
[29:43] 可是他们很厉害
[29:44] 飞走他们再买回来
[29:45] 对但是他们就
[29:46] 发现不对又去追回来
[29:48] 所以我就说
[29:50] 其实他们因为size很大
[29:51] 其实因为市场消息
[29:53] 其实产业消息也算是灵通
[29:55] 所以他们其实一样
[29:58] 就是说我们在这个市场上
[29:59] 其实谁谁谁怎么做
[30:01] 谁谁谁比较强
[30:02] 谁谁谁的团队
[30:04] 比较优秀
[30:05] 其实我们大概都知道
[30:06] 因为毕竟我们在这行
[30:07] 也大概几十年
[30:08] 好
[30:09] 所以最近真的跟大家讲的是
[30:12] 真的比较多个股的想法
[30:13] 可是讲一讲
[30:14] 我想大家也会有一个提论是
[30:16] 个股真的还是比较难
[30:18] 真的比较难
[30:19] 我们讲这些事情
[30:19] 我们泡在里面非常的久
[30:21] 然后我们可能也有一些
[30:22] 产业的资讯
[30:23] 以及我们会
[30:24] 针对我们自己有观察的股票
[30:26] 会有一个新政跑出来
[30:27] 对不对
[30:28] 它现在算
[30:29] 到底算贵还是便宜
[30:30] 不是取决于它的价格
[30:32] 而是取决于
[30:33] 例如说同业里面它本来是领头羊就现在同业反而都涨在它前面了它又相对会变便宜诸如此类的一些比较法当然我们还得去了解整个产业现在到底是不是真的很火红
[30:44] 对
[30:44] 如果这个产业真的很热
[30:45] 那就没有什么问题
[30:47] 就像为什么
[30:48] 好几次连婉婷来讲金居
[30:50] 我们都觉得很莫名的说
[30:52] 它就是一个缺口
[30:53] 可是它的小缺点
[30:54] 当然是它的同业在台湾很少
[30:56] 就只有一个龙科
[30:57] 就龙科就火蹦乱跳
[30:58] 火蹦乱跳
[30:59] 好
[31:00] 所以这些买个股确实是比较辛苦一点
[31:03] 那这边有位朋友很有趣
[31:06] 因为他传了好几次讯息给我
[31:07] 后来我没有回
[31:08] 但我今天稍微回他了
[31:10] 为什么
[31:10] 他的故事确实比较曲折是
[31:12] 有一段时间大家在二月吧
[31:14] 对做个股的时候
[31:16] 然后会不一定买到主流上的股票
[31:18] 那时候我也是就开始诉求说
[31:20] 其实我发现我们的主动式ETF很厉害
[31:21] 如果你掌握不了的话
[31:22] 你可以用主动式ETF帮你赚
[31:24] 刚刚即使我讲了那么多
[31:26] 我的想法也是没有改变
[31:28] 因为我们讲的
[31:29] 不一定是您可以掌握得了的
[31:31] 你抱着它
[31:32] 搞不好你担惊受怕
[31:33] 这位朋友呢
[31:34] 当时他就决定
[31:35] 把他手上有一档股票
[31:36] 叫瑞轩给卖掉
[31:37] 然后去买了一些主动一贴服
[31:39] 不得了了
[31:40] 因为他瑞轩是凹到
[31:41] 就是还是有点赔钱的情况下
[31:43] 卖掉的
[31:44] 卖掉大概一两天吧
[31:45] 就天天涨停板
[31:47] 天天涨停板
[31:48] 为什么
[31:49] 因为瑞轩也说他有CPU
[31:50] 你看看
[31:51] 你看看
[31:52] 可是有人买单
[31:54] 这故事嘛
[31:54] 有人买单
[31:55] 这故事
[31:56] 这个事情就上去了
[31:57] 那他就当然这个感受就差啦
[32:00] 还有点赔钱
[32:01] 后面可能四五跟涨平板都没有
[32:04] 可是他有买主动CTF
[32:06] 所以主动CTF也有赚
[32:08] 那他最近一次传给我就说
[32:11] 听了幸福哥说麦菲都有赚钱
[32:13] 可是我的瑞轩是任赔后才麦菲的
[32:17] 我的心情更差了
[32:19] 不过我释怀了
[32:20] 因为我的主动CTF还是有赚
[32:22] 那我只回他一句话
[32:23] 我说对啊
[32:24] 你不要放大自己
[32:26] 其实没有能力达到的那个痛苦
[32:29] 请问你
[32:30] 如果能够知道瑞逊有做CPO
[32:32] 你会卖吗
[32:32] 不会嘛
[32:33] 你在卖他的时候
[32:34] 就是凹了很久
[32:35] 你觉得很痛苦啊
[32:37] 你只是那个时机点
[32:38] 你觉得算了
[32:39] 我掌握不了
[32:40] 所以我就换主动式ETF
[32:42] 对不对
[32:43] 那你掌握不了这个事情
[32:44] 当然卖飞一定痛苦
[32:46] 我不敢说自己是圣人
[32:47] 卖飞都没感觉
[32:49] 当然痛苦嘛
[32:50] 可是你也做了另外一个
[32:52] 对的决定
[32:53] 如果你去看981好了
[32:54] 虽然现在绩效
[32:55] 今年以来最强的
[32:56] 不一定是981
[32:57] 你去看他
[32:58] 他就是每天又上又上
[33:00] 小根小根又上又上
[33:02] 几乎没有回来的情况
[33:04] 又上又上下去
[33:05] 可是瑞轩在大涨完之后
[33:06] 是有大喜的
[33:07] 他还有崩下来
[33:09] 就算您持有瑞轩
[33:10] 你可能在第一根涨停板
[33:11] 你就是耶终于解套
[33:12] 你就卖掉也有可能
[33:13] 是不是
[33:14] 或者是
[33:15] 你就算忍耐到上面
[33:16] 结果崩下来的时候
[33:17] 好可怕
[33:18] 崩到最后一刻到谷底
[33:20] 你又把它卖了
[33:21] 然后他又上去了
[33:22] 不堪折磨
[33:24] 所以呢
[33:25] 这种你根本掌握不了的痛苦
[33:27] 不要让它耽误太久
[33:28] 也不要放太大
[33:29] 可是你有掌握到
[33:30] 主动是一切父母
[33:31] 天天又上又上又上又上
[33:32] 这种你有达成的快乐
[33:34] 你反而应该把它放大
[33:35] 你不应该把它缩小
[33:36] 你要缩小的是麦菲的痛苦
[33:38] 你要放大是做对的快乐
[33:40] 这样子在股票市场上面
[33:42] 你才会比较开心
[33:43] 而且认知到
[33:44] 这就是你能做到的事情
[33:46] 是 我很认同赵华讲
[33:48] 就是说你持有个股
[33:50] 你的内心能不能平安
[33:51] 可能很难
[33:52] 但是你有基金
[33:54] 相对来讲
[33:54] 你晚上比较不会担心受怕
[33:56] 那你愿意为了这个担心受怕
[33:59] 多负担这个吗
[34:01] 这个成本吗
[34:02] 其实你这样想就知道了
[34:04] 因为晚上可以好好的休息
[34:06] 隔天可以好好的上班
[34:07] 你有一档一直涨不停的基金
[34:11] 跟一个会暴涨暴跌的股票
[34:14] 你要哪一个
[34:15] 其实我常常跟我的学员讲说
[34:17] 我不希望我的股票涨停锁住
[34:19] 我宁可它涨不停
[34:21] 而不是要涨停锁住
[34:22] 因为只要涨停锁住
[34:24] 都可能会有隔日冲进来
[34:25] 就我们刚才讲大力光一样
[34:27] 它就是土城永宁
[34:28] 他们就冲进来了
[34:28] 但我想它今天可能就除掉了
[34:30] 但我就不喜欢
[34:32] 我的股票是涨停的
[34:33] 所以我喜欢它是稳稳的
[34:34] 不断的一直往上往上爬
[34:36] 对
[34:37] 那我们到年底
[34:38] 就是有丰厚的绩效
[34:39] 而不是说
[34:40] 连续两天涨好几根
[34:42] 然后突然又杀下来
[34:43] 这个其实一般的投资人
[34:45] 会受不了
[34:46] 会受不了
[34:47] 好 最后
[34:48] 对不起
[34:49] 如果还没有念到
[34:50] 就是这礼拜留言给我的朋友
[34:52] 私讯我的朋友
[34:52] 不好意思
[34:53] 那因为今天刚好凯哥来
[34:55] 有一位朋友陈先生
[34:56] 他写了一个好长的信
[34:58] 刚好就是要针对凯哥的
[35:00] 所以我先念这位朋友的信
[35:02] 我想他的留言也是很重要
[35:05] 因为他也有过
[35:06] 非常非常辛苦的过程
[35:07] 当然年轻的时候
[35:08] 本来是妈妈请他买股票
[35:10] 跟他讲买鸿海
[35:11] 当时是有赚钱的
[35:12] 所以他就对于投资这件事情
[35:14] 是蛮有兴趣的
[35:15] 可是呢
[35:16] 因为并没有说
[35:17] 真的深入的研究
[35:18] 所以就过了好一阵子
[35:20] 都没有来投入股票市场
[35:22] 可是后来有遇到一些事情
[35:24] 失业啦
[35:25] 找工作垂头丧气啊
[35:27] 自己也是一个北漂族
[35:29] 缴完房租
[35:30] 就是户头都见底了
[35:31] 每天都焦虑到
[35:33] 甚至掉头发了
[35:34] 所以告诉自己说
[35:36] 打起精神
[35:37] 一定要想办法赚钱啦
[35:39] 后来无意间是因为YouTube
[35:40] 把理财大人秀推给您
[35:43] 谢谢YouTube
[35:44] 他就开始听了
[35:46] 然后听了之后就觉得
[35:47] 真的有点领悟学的越来越多
[35:49] 我这边必须讲
[35:50] 很多人对于电视节目
[35:51] 都会觉得什么出货台
[35:52] 什么都骂这些
[35:53] 我必须讲
[35:54] 理财单秀
[35:55] 是本着良心做的节目
[35:57] 我必须讲
[35:58] 我们会告诉大家
[35:59] 进出场的逻辑
[36:01] 不是说买好啊
[36:03] 吹啊
[36:03] 就是买
[36:04] 绝对不可能
[36:05] 市场一定有涨或有跌
[36:07] 有跌的时候给信心
[36:08] 也不是故意叫大家去接盘
[36:10] 一定是对自己
[36:11] 有信心的事情
[36:11] 才敢说有信心
[36:13] 涨上去也是
[36:14] 不敢叫大家去追高
[36:15] 也是有信心的事情
[36:16] 才敢大家说
[36:17] 还是可以再进场看看
[36:18] 好 这边真的插个话
[36:19] 我看到时不时
[36:21] 有些没有认真看我们
[36:22] 会说
[36:23] 什么电台就怎样
[36:24] 其实我觉得
[36:25] 我们不是
[36:26] 我非常有底气
[36:28] 这样跟大家讲
[36:29] 然后他说呢
[36:31] 又知道我有录Podcast
[36:32] 所以下午就会
[36:33] 零秒出手进入聆听模式
[36:35] 希望可以再多学到一点
[36:37] 什么来帮助
[36:38] 穷困潦倒的自己
[36:39] 一边听Podcast
[36:40] 一边就会进入
[36:41] 学习看看
[36:42] 三大法人今天在买什么
[36:43] 笔记下来
[36:44] 图法炼钢
[36:45] 这位朋友讲得很好
[36:47] 很多人听一听
[36:48] 就听了
[36:49] 然后跟一跟牌就走了
[36:50] 就是根本不知道听了什么
[36:53] 至少要做一点笔记
[36:54] 然后那时候他还不知道
[36:56] 有网站可以抄
[36:57] 都是手抄
[36:58] 然后只要发现
[36:59] 例如说外资连三天
[37:01] 买同一家公司
[37:02] 就好像发现大秘宝等等的
[37:04] 所以他后来也有因为这样子
[37:06] 开始买一些零股
[37:08] 伪创
[37:08] 过几天真的涨了
[37:10] 也赚钱了
[37:11] 唯一的小方法终于奏效了
[37:13] 这样涂法炼钢的技术
[37:15] 一段时间听到了一个人
[37:16] 叫做凯歌
[37:17] 黄峰凯先生
[37:18] 他说呢
[37:20] 产业的观察是很重要的
[37:21] 挑到好股票很难
[37:22] 那时候记忆体正热
[37:24] 但他就提到了威刚
[37:26] 当然现在此一时也彼一时也
[37:29] 当时想模组场应该是还没有大涨
[37:31] 印象很深刻
[37:32] 他在荧幕上画着线说
[37:34] 你们有没有发现
[37:35] 这一波记忆体的浪潮
[37:37] 模组场还没有轮动到
[37:38] 我认为威刚后面
[37:40] 应该还有很大的一段
[37:41] 我在荧幕前立刻就震射到了
[37:44] 然后马上就开始研究三大法人
[37:47] 就发现真的有在布局
[37:49] 所以他就买入了灵骨威刚
[37:51] 结果从此之后
[37:53] 威刚每天都在涨
[37:54] 觉得不可思议
[37:55] 后来是卖飞了
[37:56] 可是获利了五万多块钱
[37:58] 这对我来说
[37:59] 无疑是一个强心针
[38:00] 到了今天2026年了
[38:02] 我善用工具
[38:02] 学会三大法软的操作
[38:04] 也开始学会了
[38:05] 怎么看产业趋势
[38:06] 技术形态
[38:07] 这都要谢谢凯哥
[38:09] 当然其他的答案
[38:10] 我也会收看
[38:10] 但这边我想用力的
[38:12] 感谢凯哥
[38:12] 今年到目前为止
[38:14] 赚了三十万以上了
[38:16] 谢谢赵华时时刻刻提醒我们
[38:17] 风险的存在
[38:18] 在我们疯狂的世界里
[38:20] 学会不失控
[38:20] 这两天也许有点被嘎空手
[38:22] 贪婪的人性有点跑出来
[38:23] 但我还是选择先不去冒险跟追高
[38:26] 毕竟风险永远都在
[38:27] 只是我们大多选择视而不见
[38:30] 好 我的分享到这边
[38:31] 谢谢赵华 谢谢凯哥
[38:32] 如果可以许愿
[38:33] 希望理财大人秀
[38:35] 做到台股十万点
[38:36] 大家加油
[38:37] 好的
[38:39] 好 很棒
[38:40] 谢谢大家
[38:41] 你真的是个不碎念的人
[38:44] 昨天明翰来
[38:45] 你看很会碎念
[38:46] 我说我跟你讲
[38:47] 我叫凯哥碎念
[38:47] 凯哥都不碎念
[38:48] 不过因为我们说实话
[38:50] 内容也讲了很多
[38:52] 也跟这位陈先生说
[38:53] 谢谢你的支持
[38:55] 然后也很开心
[38:56] 可以帮助你走过
[38:57] 你人生觉得很低潮的时候
[38:59] 我们就稳稳的
[39:00] 没有错
[39:00] 这两天我觉得
[39:01] 就算不追也没有关系的
[39:03] 真的
[39:04] 虽然今天95当上提摩
[39:05] 我相信会有很多人觉得fomo
[39:07] 可是理解自己
[39:09] 能够承担的状况到哪里
[39:10] 而且何况今年你已经赚钱了
[39:12] 这就是一个幸福的事情了
[39:14] 凯哥有一本书
[39:15] 可以去买来看一看
[39:16] 好啊
[39:17] 对
[39:17] 就是你去Google一下
[39:19] 暖身凯哥
[39:20] 对
[39:20] 有个什么国家级基金操盘人
[39:22] 教你怎么看股市
[39:24] 对
[39:25] 很便宜哦
[39:26] 一本才两三百块
[39:27] 书书是功德
[39:29] 对
[39:29] 真的
[39:30] 对
[39:30] 我一边也小剧
[39:31] 有一个小秘密
[39:32] 就是之前啊
[39:33] 我是都帮达人打书吗
[39:35] 就打着打着
[39:36] 有一天就被收到一个警告
[39:38] 他就说帮人家这个宣传书啊
[39:41] 是属于销售商品
[39:42] 可能会被什么NCC
[39:44] 什么检举什么的
[39:45] 我真的是很
[39:46] 内心很不开心
[39:48] 出书什么会是宣传商品呢
[39:51] 出书真的是功德啊
[39:52] 各位
[39:53] 这年头还有人愿意出书
[39:55] 一本书才两三百块
[39:57] 对啊
[39:58] 而且能够出书
[39:59] 代表它里面的知识
[40:00] 是一个有常委效应
[40:02] 可以长期阅读而有用的资讯
[40:05] 它才会写成书嘛
[40:06] 对不对
[40:07] 那真的版税
[40:08] 对于凯歌这种人来说
[40:09] 一天就赚到了
[40:11] 那个版税真的微不足道
[40:13] 所以我觉得有出书的大人
[40:15] 我真的都觉得真心的
[40:17] 是为了大家着想
[40:18] 是啊
[40:18] 因为凯哥就只出这一本
[40:20] 也没有打算再出第二本
[40:22] 虽然金周志跟我说
[40:23] 要不要再写一本
[40:24] 我说不
[40:24] 就写一本就好
[40:25] CP值很差
[40:26] 因为我觉得
[40:27] 我已经把我的心血
[40:28] 都写在里面了
[40:28] 所以其实
[40:29] 你如果善用这本书
[40:31] 其实你就会有
[40:31] 很好的投资心法
[40:33] 好
[40:33] 那今天离拜五六日
[40:35] 如果大家有放假的话
[40:36] 也稍微让自己放松一下
[40:38] 稍微了解一下
[40:38] 国际局势的发展
[40:40] 那我们今天就到这边了
[40:41] 大家拜拜
[40:42] 拜拜
[40:43] 下周见
[40:44] 拜拜
