[00:00] 欢迎收听赵华谊古惑仔第1157集
[22:53] 他历史新高505块
[22:55] 那其实刚刚跟大家讲
[22:57] 第一个如果以事件来讲的话
[22:58] SanDisk的投资者会议
[23:01] 深阶股价能不能转强
[23:02] 是一个观察点
[23:03] 第二件事情就是
[23:04] 礼拜四早上MCI的记录调整
[23:07] 到底有没有把南亚科
[23:08] 华邦电群联这三家公司纳进去
[23:11] 目前来看南亚科呼声最高
[23:13] 它被纳入的机会也是最高
[23:14] 所以南亚科如果能够在
[23:16] MCI新增成分股的当天
[23:19] 股价再往往表态的话
[23:20] 那当然对台湾的基底来讲
[23:22] 都会有一定的帮助
[23:24] 但要跟大家讲的就是说
[23:25] 刚刚提到
[23:26] 第一个涨价的力道在放缓
[23:29] 第二件事情是
[23:30] 记忆体的力多都已经开始
[23:32] 陆续释放完毕了
[23:33] 记报也公布了
[23:34] 7月营收也创新高了
[23:36] 美股的相关的财报力度也不涨
[23:38] 最后跟大家讲
[23:39] 如果以记忆体的操作来看的话
[23:40] 目前我觉得整体上
[23:42] 我们分成三个区块来看
[23:44] 第一个记忆体的制造厂
[23:45] 纳尔科华邦店
[23:47] 然后旺宏跟利基店
[23:48] 目前我觉得看起来形态最好是纳尔科
[23:50] 第二名是华邦店
[23:52] 那华邦店上个礼拜公布他的法说会
[23:55] 其实也是利多不涨
[23:56] 李报拉回
[23:57] 但李报盘后公布
[23:59] 他7月营收非常亮眼
[24:00] 所以股价又再度往上转强
[24:02] 目前是占到所有决定之上
[24:04] 那旺宏跟立基业相对比较弱
[24:06] 那再来看到这个
[24:07] 另外的机体IC设计
[24:09] 三档股票
[24:10] 我觉得都还蛮强的
[24:11] 刚刚提到金豪科
[24:12] 他我记得上半年赚了27块
[24:15] 然后7月份因为涨太多
[24:17] 被宣告要自结
[24:19] 7月份就赚了10块钱
[24:21] 所以代表他们
[24:22] 不管是在所谓获利上面
[24:23] 或说最近的法人筹码
[24:25] 都转强
[24:25] 所以金豪哥今天创业率新高
[24:27] 另外一档是5351的育创
[24:29] 对他上半年赚6块6
[24:31] 这个完全是他有一个领域
[24:33] 因为我以前就会觉得说
[24:34] 育创每次有元宇宙
[24:36] 你就说你有元宇宙
[24:37] 然后有
[24:38] 他本业是记忆体
[24:39] 这不许讲
[24:40] 他本业是记忆体
[24:40] 他有一个元宇宙
[24:42] 然后有无人机
[24:42] 然后他手上就觉得
[24:43] 变色龙的公司啊
[24:45] 但是就很厉害
[24:47] 人家还有机器人
[24:49] 还有机器人
[24:49] 我已经竹帆不及被宰了
[24:51] 但是回到他的本业记忆体
[24:53] 就蠻厲害的說實話
[24:55] 對因為他今年其實真的獲利是創造歷史的新高那以股價型態來看他還沒有過去新高因為他現在才剛回到2000年金融海嘯的應該說大抗泡沫的一個高點
[25:06] 我記得他歷史新高是200多塊啦
[25:08] 所以目前來看
[25:09] 我覺得就是經過26年的大跌
[25:12] 就中長線角度來看是有轉強
[25:14] 而且預創最近是投薪開始在加碼
[25:17] 所以我覺得有點抽盲面轉強
[25:19] 那另外一檔大家比較認同的是愛普
[25:21] 是 愛普大V轉
[25:23] 這也好猛
[25:24] 不過他今天開高走低
[25:25] 對 因為愛普我覺得
[25:26] 如果跟育创还有金豪科相比
[25:29] 我觉得他唯一的弱点是
[25:30] 他的财报在第二季没有那么亮眼
[25:33] 所以不像育创跟金豪科
[25:35] 那种单季就跟前一季相比
[25:37] 季增率可能是两倍三倍在涨
[25:38] 所以我觉得这个就是爱普
[25:40] 他营收跟获利
[25:41] 没有像他们可能有低价库存的一个利多
[25:44] 所以我觉得这个是在
[25:46] 机体的IC设计主要的观察
[25:48] 那现在看起来最弱是在模组厂
[25:50] 那模组厂我觉得第一个
[25:52] 当然大家会比较失望是移顶
[25:54] 交出一个史上最强的单机EPS
[25:58] 但反而是史上很弱的一个股价的表现
[26:02] 这个就又回到了就是单纯来看
[26:05] 就模组场的基本面真的没问题
[26:08] 大家都缴出非常漂亮的成绩
[26:09] 尤其像E-DIN对不对
[26:10] 可是市场共识似乎还是很疑虑在
[26:13] 他们的库存能够撑多久低价库存这件事情
[26:16] 对除了跟大家讲
[26:18] 就是说我们刚刚讲的三个区块来看
[26:20] 我觉得模组场目前看起来是
[26:22] 一律扎印比较多的
[26:23] 因为以鼎算说
[26:25] 它的毛利率非常高
[26:26] 而且它的这个EPS
[26:28] 继增率非常可怕
[26:29] 将近快要成长
[26:30] 我记得是第一季大概六几块
[26:32] 然后第二季到一百零八块
[26:33] 所以它的继增
[26:34] 大概是将近七八十趴在成长
[26:36] 这个获利成长
[26:37] 毛利成长
[26:38] 营收增长
[26:39] 七月份营收继续创业率新高
[26:40] 其实算是完美无懈可击的
[26:43] 一个财报数字
[26:44] 但股价反而是
[26:45] 季线站不上而拉回
[26:47] 我觉得有一部分就是
[26:48] 因为大家都预期它好
[26:49] 所以有一点所谓的
[26:51] 短线客下车的一个情况
[26:53] 那第二件事情就像刚刚赵华所说的
[26:55] 那你这么好的数字能够维持多久
[26:58] 这是模组场最大的一个疑虑
[27:00] 那当然你可以观察的是群联
[27:02] 因为群联他8月13号才要公布他的季报
[27:05] 对 但他今天也一样是一个比较压抑的状态
[27:08] 对 创建也是
[27:09] 对 那群联最好他的7月营收年赚也是300多%
[27:12] 对
[27:13] 所以我觉得这些都代表说
[27:14] 其实他们这些模组场
[27:16] 最少我觉得第三季可能到7月份8月份
[27:19] 都还能够维持一个好的毛利跟成长性
[27:21] 但是现在大家的问题就在于说
[27:23] 那你的这个低价库存用完之后
[27:26] 如果明年涨价
[27:27] 我们看到开始放缓了
[27:29] 会不会造成毛利率的压力
[27:31] 那我觉得这一点
[27:32] 你可以看到其他模组上
[27:33] 刚刚提到像创建像宇瞻
[27:35] 其实他们的第二季的EPS
[27:37] 都是单季大幅度成长
[27:38] 但是在所谓的实权
[27:40] 在微缸
[27:42] 你会发现到他们第二季的EPS
[27:43] 成长幅度明显在放缓
[27:45] 那代表说第一个
[27:46] 他们可能吸收
[27:47] 第二件事情
[27:48] 他们第一季普库存的速度不够快
[27:50] 所以你看到微缸毛利率是三率三降
[27:53] 我觉得这些都是模组厂
[27:54] 我觉得看起来比较大压力的来源
[27:56] 所以整体上来看
[27:57] 我会觉得如果以记忆体来看
[28:00] 你真的要做一个到年底的规划
[28:03] 那有拉回
[28:04] 我觉得大家应该首选
[28:05] 可能还是以这个记忆体制造厂为主
[28:08] 就难免
[28:09] 虽然我们讲了很久这样的想法
[28:11] 就是记忆体的话以上又为主
[28:14] 但是看到模组厂这样
[28:15] 有时候也会举把心酸泪
[28:17] 就是获利是真的缴出来很好
[28:20] 对
[28:20] 可是市场对他们的疑虑
[28:22] 现在就是共识的问题
[28:23] 很明白这个族群
[28:24] 现在市场共识不过来
[28:26] 有一天他们不是
[28:26] 有一天还蛮多人都工长亭
[28:28] 但不是每个都锁住
[28:30] 然后那一天就是在等
[28:31] 移顶的财报
[28:32] 就移顶就硬是拖到
[28:34] 好像下午五六点才公告
[28:36] 然后没想到隔天完全
[28:37] 也是开高走低
[28:39] 就觉得哇到底要怎样
[28:41] 这个族群到底要怎样
[28:42] 我觉得其实
[28:44] 如果以模组场来讲
[28:45] 刚刚提到
[28:45] 你就要注意到
[28:46] 它可能会足迹的毛利率下滑
[28:48] 所以我觉得如果目前来看
[28:50] 说真的你比较有所谓的
[28:53] 产业互成和或研发投入比较高的
[28:55] 还是在这个群联跟宜鼎
[28:57] 所以他们毛率可能有机会
[28:58] 维持在高档比较久的时间点
[29:01] 那再来就是说
[29:02] 这些所谓的模组厂
[29:03] 我觉得后面还有一个期待性
[29:05] 就是毕竟他们今年货运那么高
[29:08] 所以你可以期待的是
[29:09] 可能在第三季第四季
[29:12] 高股息ETF换股
[29:14] 就会把他们纳入
[29:15] 所以一旦被纳入到高股息成分股的话
[29:17] 筹码就有机会转强
[29:19] 那我觉得也会是接下来
[29:20] 你可以去做一个考虑
[29:22] 不管是你要直接买模组厂
[29:24] 或者说你认同
[29:25] 他们明年会高配洗衣
[29:27] 高股洗衣服
[29:27] 大家都可以做一个
[29:29] 相关的资产的一个参考
[29:31] 好
[29:32] 其实记忆体里面有很多
[29:34] 都符合高股系
[29:35] 所以等一下来讲一下
[29:36] 配置里面
[29:37] 前一阵子跟大家聊过的
[29:39] 跟自己的好朋友在聊
[29:41] 他就觉得上半年赚得很开心
[29:43] 七月真的是非常非常惨痛
[29:45] 就问他说
[29:46] 投资这么多年
[29:47] 到底什么时间点
[29:48] 你觉得是最稳定的时候
[29:49] 他就说
[29:50] 其实是他当年
[29:51] 买了满手高股息的时候
[29:53] 但后来有两个致命伤
[29:55] 一个就是在
[29:56] 涨很多AI中小型
[29:58] 甚至是后面新AI
[29:59] 就涨价题材的时候
[30:00] 会觉得那一年
[30:01] 去年对不对
[30:02] 高股息都占不到便宜
[30:04] 然后第二个是
[30:05] 所得税的问题
[30:06] 因为他算是
[30:07] 也偏高收入的人士了
[30:09] 可能再加入一些股息
[30:11] 他就有点担心
[30:12] 急剧或者被课的很不开心
[30:13] 所以那时候
[30:14] 他就投入了很多
[30:16] 涨价升级题材
[30:17] 概念股的回报
[30:18] 但是七月这样一刷
[30:19] 他又觉得
[30:20] 正好你教我一下
[30:22] 到底怎么买高股息
[30:23] 我说其实
[30:23] 现在有很多的高股息
[30:25] 他不是只配这个股息给你
[30:28] 他也有所谓的资本利得的部分
[30:29] 那资本利得这一块
[30:31] 你就不用担心税
[30:32] 甚至二代健保
[30:33] 他是第一次听到
[30:34] 所以我觉得蛮有趣
[30:35] 那最近我也看到
[30:37] 就是很多人给我回馈
[30:38] 这一波的股灾下来
[30:39] 很痛的都还是在中小型股
[30:41] 没有回来
[30:42] 说实话
[30:43] 中小型股刚刚讲
[30:44] 因为跌50%了
[30:45] 甚至有的跌70%
[30:47] 那个要涨超过100%的回来
[30:49] 短线上确实
[30:51] 我觉得不用看
[30:52] 但是刚刚我们讲了非常多
[30:53] 都是产业跟个股的分析
[30:55] 还有市场的气氛
[30:56] 市场气氛好
[30:57] 法人自然来
[30:58] 或是有一些股票
[31:00] 法人还没有聚集的
[31:01] 像刚刚讲模组厂
[31:02] 也许当法人来的时候
[31:04] 他也会有不一样的风貌
[31:05] 这些事情都跟
[31:07] 甚至可以说
[31:08] 跟他的基本面的关系
[31:09] 已经没有那么大
[31:09] 大家的基本面
[31:11] 大部分都很好
[31:12] 必须这么说
[31:13] 所以回到配置上面
[31:15] 这时候大家又觉得
[31:16] 高股息是个好东西
[31:18] 也可以
[31:19] 其实我觉得也不迟
[31:21] 说实话也不迟
[31:22] 这一波高股息
[31:23] 虽然很抗跌
[31:24] 但是我觉得
[31:25] 藉由这一波
[31:25] 大家能够理解
[31:26] 现在市场上
[31:27] 高股息的商品
[31:28] 其实总的来说
[31:29] 是多元性的
[31:30] 我觉得会更放心
[31:31] 去做配置
[31:32] 就不会像以前觉得
[31:33] 我要被克税
[31:34] 惩罚我这种存股的人
[31:35] 或者是他都不会涨
[31:37] 这种疑虑
[31:37] 我觉得就可以消除很多
[31:39] 对啊
[31:39] 所以我觉得当然
[31:40] 经过七月份的
[31:41] 这种所谓的大洗礼之后
[31:43] 八月份大家可能要
[31:44] 更认真去考虑
[31:45] 配置的重要性
[31:46] 那还是跟大家讲
[31:47] 那当然你配置
[31:48] 还是要希望台股后面还有高点
[31:51] 那我们跟大家简单去
[31:52] 做一些数据的一个统计
[31:54] 大家知道今年前七个月
[31:57] 外资在台股的卖超
[31:59] 已经将近花1.5兆的台币
[32:00] 对这真的是很扯
[32:02] 对
[32:03] 就是这样子我们还能创
[32:05] 就是中间还创了历史新高那么多次
[32:08] 对
[32:08] 所以我觉得这个
[32:09] 当然就是下半年
[32:10] 大家可能可以比较期待的是
[32:11] 那外资总该要认错回补
[32:14] 天啊我们讲了大半年了
[32:15] 到底什么时候才要
[32:16] 怎么样一个外资认错
[32:18] 好没有
[32:19] 这跟美元台币也有一点关系
[32:21] 对
[32:21] 所以这个观察点
[32:23] 就刚刚提到
[32:23] 如果接下来真的联准会
[32:25] 你这个礼拜的CPI
[32:26] 也能够降温
[32:27] 联准会久违
[32:28] 真的不确定
[32:29] 确定不升息的话
[32:30] 没错
[32:30] 那我觉得外资的回补
[32:32] 就有机会看到
[32:33] 那外资回补回来之后
[32:34] 代表你可能都还有希望
[32:36] 不管你手上股票
[32:37] 或说你要换股
[32:38] 换一些资产的配置
[32:39] 我觉得都会有机会
[32:40] 因为外资上半年
[32:41] 卖了1.5兆
[32:42] 那下半年我说不多
[32:43] 你回補個一兆就好了
[32:45] 那台股當然創新高
[32:46] 就會有很大的空間
[32:48] 所以這時候我覺得
[32:49] 大家就會去想說
[32:51] 那到底ETF該怎麼樣配置
[32:53] 那我覺得其實也是一個
[32:54] 很好的檢視點
[32:55] 因為剛好台股
[32:56] 從上上禮拜四
[32:59] 見到波段低點
[33:00] 經過七天
[33:01] 那有很多強勢股
[33:02] 其實七天可能股價
[33:04] 是漲了六七十趴都有
[33:06] 像那個聯亞
[33:07] 然後聯軍
[33:09] 然後還有這個什麼
[33:11] 相关的这个联贸
[33:14] 联贸啊
[33:15] 它也是创新高耶
[33:16] 联贸创新高
[33:17] 因为外资也是生平
[33:18] 历史新高
[33:19] 其实我今天看到
[33:20] 好多外资在生平
[33:21] 对好猛
[33:22] 就是我的意思是
[33:24] 在叠的时候
[33:25] 你看到有些外资
[33:26] 我那时候还念了一下
[33:27] 对不对
[33:27] 降两趴目标价
[33:29] 也拿出来讲
[33:30] 还大型外资
[33:31] 可是最近的话
[33:32] 大家是生平的报告非常多
[33:34] 对所以我觉得
[33:35] 其实经过这七天
[33:36] 大家就是
[33:37] 从原本惊魂未定
[33:38] 现在慢慢可以
[33:39] 回来检视你手上的事故
[33:41] 那我觉得检视首相十股
[33:42] 当然就是想说
[33:43] 他有没有比大盘更强嘛
[33:44] 有像联贸创业率新高的嘛
[33:46] 联亚这七天里面有六根涨停板
[33:50] 股价也回到这个季线以上
[33:52] 其实跟大盘相比
[33:53] 位阶差没有太多
[33:55] 那甚至你可以看到
[33:56] 像刚刚讲的川湖等等的
[33:58] 有些创新高的
[33:59] 那我们讲ETF怎么挑选
[34:00] 其实很简单
[34:01] 你也去检视一下
[34:02] 七月份大震荡的过程
[34:04] 哪一些ETF能够在震荡过程里面
[34:07] 缴出比大盘更强的成绩单
[34:09] 那就会是一个
[34:10] 你可以在后续做资产配置里面
[34:13] 优先布局的标的
[34:14] 那我们帮大家整理出来
[34:15] 就是说在七月份
[34:17] 这个单月份的大跌过后
[34:20] 其实有两档的主动型ETF
[34:22] 居然大盘跌
[34:24] 或者说台股经过那种
[34:26] 很可怕的40% 50%的大洗利
[34:29] 反而他们能够交出正报酬
[34:30] 那当中我觉得在这个
[34:32] 经过大震荡大跌之后
[34:35] 能够逆势交出这个
[34:36] 上涨的成绩单的
[34:39] 有一档是00999A
[34:41] 主动野村台湾高喜
[34:43] 他这个月的报酬是0.9%
[34:46] 是
[34:46] 对那另外一档是00980A
[34:49] 主动野村台湾优选
[34:50] 两档都是野村
[34:52] 对他这个月报酬刚好是持平
[34:55] 好
[34:55] 不迭就是赢
[34:56] 不迭就是赢
[34:57] 对所以在股灾过后
[34:59] 你会发现到其他后面的
[35:01] 我们讲很多主动型的ETF
[35:03] 他们在一个月报酬
[35:04] 但有一些慢慢回稳
[35:06] 但是大部分都呈现负报酬
[35:08] 所以会跟大家讲
[35:09] 就是经过七月份的大震荡大洗礼
[35:12] 就有点是潮水退去
[35:13] 你会知道说哪一些TIP
[35:15] 它在所谓资产配置上面
[35:17] 或说选股上面
[35:18] 是有抵抗波动的一个能力
[35:20] 对我觉得这个就会是
[35:22] 你在接下来考虑
[35:23] 因为我们会说
[35:24] 就算今年年底台股上五万点好了
[35:27] 那我认为八月份九月份
[35:28] 甚至在美国其中选举之前
[35:30] 你还是会遇到大震荡
[35:32] 那大震荡的时候
[35:33] 你不要想说
[35:34] 好像经过这个七天
[35:36] 大家大回血之后就没有事情
[35:38] 其实如果你回想七天以前
[35:40] 大家都是非常恐惧跟害怕
[35:41] 会觉得台股好像没有黎明的感觉
[35:45] 永远都在黑暗当中
[35:47] 就确实在下跌的时候
[35:49] 我们也跟大家分享
[35:50] 我们每天都做节目
[35:51] 对不对
[35:51] 每天都跟大家讲说
[35:53] 这个东西的财报真的没有不好
[35:54] 这东西基本面真的没有不好
[35:56] 但是看得出来市场的气氛非常的悲观
[35:58] 讲到后面自己心都有点怕起来
[36:00] 但我觉得很坚定一件事情
[36:02] 就是跟大家聊说
[36:04] 你在下跌的过程中
[36:05] 个股我不敢说跌到哪里叫止跌
[36:07] 可是你承接ETF这样的商品
[36:10] 只要它不是非常偏门
[36:13] 在很niche的产业上面的
[36:15] 都会让你心比较安
[36:16] 包括说
[36:17] 它如果诉求的是有息的
[36:19] 那你至少看到现金进来的时候
[36:21] 你会觉得
[36:22] 在这种动乱的时候
[36:23] 它的息进来
[36:24] 我的心也会比较安
[36:25] 我觉得这些都会是
[36:27] 大概讲了
[36:28] 就从整个7月一路讲下来
[36:30] 这个观念
[36:30] 到目前验证是没有问题的
[36:32] 当然它的小缺点
[36:34] 可能是在反攻的时候
[36:35] 它就不是反攻
[36:36] 在最急的那一个部队里面
[36:38] 可是如果您的手上
[36:40] 是分散配置的
[36:41] 我想反攻最急的
[36:42] 手上也不见得都没有
[36:43] 所以我们不见得是
[36:45] 赚最多的那个人
[36:46] 可是我们可以是
[36:47] 不要被洗出去
[36:48] 赚最稳的
[36:49] 然后在震荡中
[36:50] 你比较眼睛能够血量去发觉
[36:52] 你到底想要怎么买
[36:53] 而不是惊慌失措的
[36:55] 被迫出在最低点的人
[36:56] 对 是我觉得
[36:57] 其实上个月的一个大震荡之后
[37:00] 真的大家应该都有
[37:01] 或多或少学到的东西
[37:03] 那我个人的看法会觉得说
[37:05] 為什麼要去選擇這種可能在遇到大跌的時候
[37:08] 能夠交出比較穩定報酬的一個ETF
[37:10] 它的重點在哪
[37:12] 其實我覺得很多時候
[37:13] 大家對於自己對於風險的承受度都會高估
[37:17] 就像漲的時候你會怕說
[37:19] 會不會這個股價一直往上飛上去
[37:22] 所以你就有可能就是一直爆爆爆爆爆過一座山
[37:25] 就是因為你高估了你自己可能能對能夠承受獲利的能力有些時候是你太早賣因為你覺得股票涨了30%够了所以你可能被他踢到他卖掉那跌的时候就反过来很多人会觉得说
[37:37] 这波下跌我今年都赚了一倍
[37:39] 我可能跌20%我都承受得起
[37:41] 但你会发现到
[37:42] 很多人是在上上礼拜是砍在低点
[37:45] 他其实今年还是有赚钱的
[37:46] 为什么砍在低点
[37:47] 因为当他看到报酬
[37:49] 从原本我今年可能赚50%
[37:51] 变成归零
[37:52] 变成付报酬
[37:52] 我忍受不了就把他砍出去了
[37:54] 所以我觉得有些时候
[37:56] 像这种所谓
[37:57] 比较诉求稳定报酬的ETF
[37:59] 你要特别的注意
[38:00] 因为很多时候我们讲
[38:01] 压垮骆驼的智慧跟稻草
[38:04] 可能往往只差那个1%
[38:06] 你有时候你看到
[38:07] 绩效就差那个1%
[38:08] 你就把它砍掉了
[38:10] 也许你选的ETF
[38:11] 它可能不是当时
[38:12] 那一段时间里面
[38:13] 主动性里面报酬最好的
[38:14] 但当遇到下跌的时候
[38:16] 它跌得比别人少的时候
[38:17] 你可能撑得比别人更久
[38:19] 那大家都知道说
[38:20] 在这个市场
[38:21] 不是比谁赚得多
[38:22] 是比谁活得久
[38:23] 所以我觉得像这种所谓的
[38:25] 他能够兼顾
[38:26] 所谓主动型的特性
[38:28] 在整个所谓的冲击效的时候
[38:30] 不会输给人家太多
[38:31] 但是遇到股灾的时候
[38:33] 我们讲这种
[38:34] 叫做什么
[38:34] 板档式忠诚
[38:36] 是
[38:36] 怎么这种古语都出来了
[38:39] 对
[38:40] 卖弄一下
[38:41] 路遥之马力就好了
[38:42] 对路遥之马力
[38:43] 是
[38:44] 对你就知道说
[38:45] 在这种抵抗波动的时候
[38:46] 有些时候真的
[38:47] 你就是差那么一点点
[38:49] 你可能比方说
[38:50] 我们想常常有些时候
[38:51] 大家讲说技术陷阱破线
[38:52] 你破了基线
[38:54] 3%你要停损
[38:55] 那你就发现到
[38:56] 有些主力就很狠
[38:57] 他就给你破个刚好3%
[38:58] 你停损完之后拉上去
[39:00] 所以我觉得有些时候
[39:01] 我们不一定要追求说
[39:03] 可能他主动当中
[39:04] 可能今年我们讲
[39:05] 像什么981A
[39:06] 那些很红的
[39:08] 这个主动经济贴
[39:08] 他可能在好的时候
[39:09] 表现特别好
[39:10] 但遇到大跌的时候
[39:11] 跌得比别人更多
[39:12] 那有些时候
[39:13] 你就因为那个跌得更多
[39:14] 而抱不住
[39:15] 所以我觉得回归到
[39:16] 刚刚讲的
[39:17] 我们讲这个
[39:18] 今年在7月份股灾的
[39:20] 这个报酬率的前两名
[39:22] 00999A主动野村台湾高息
[39:26] 跟00980A
[39:27] 他们为什么能够在这个
[39:28] 行情不好的时候
[39:30] 能够率先回正
[39:31] 我觉得其实也跟他的选股有关
[39:33] 我们帮大家整理出来
[39:34] 我们讲像00980A
[39:36] 他的前十大持股
[39:37] 第一名是台积电
[39:38] 那持股权重大概在8.23个百分点
[39:42] 7月份其实台积电没有跌
[39:43] 对 7月份靠台积电
[39:45] 就是我今天有看到一个人留言说
[39:47] 台积电这波没有什么涨
[39:49] 我说他7月没有什么跌
[39:51] 就已经是一个厉害的事情了
[39:52] 好不好
[39:53] 而且他不涨
[39:54] 今天才会有千家以上的上涨
[39:56] 对
[39:56] 好
[39:57] 但有他就真的叫户国深山
[39:58] 对
[39:59] 因为有台积电在嘛
[40:00] 你不要说台积电
[40:01] 你七月份一趴
[40:02] 一趴就已经赢过
[40:04] 你手上有国巨的人
[40:05] 很多了
[40:06] 是
[40:06] 对
[40:07] 那再来讲第二名
[40:08] 他持股的是连巴克
[40:09] 全中5.7
[40:10] 我觉得第三名特别值得一讲
[40:12] 就我们刚刚讨论很久的川湖
[40:13] 是
[40:14] 法人真的是
[40:15] 这一波厉害了
[40:16] 看中川湖
[40:17] 川湖在00980A
[40:18] 他持股全中是5.3趴
[40:20] 那为什么这个980A
[40:22] 它在这个主动型ETF
[40:23] 把川湖权重拉到最高
[40:25] 我觉得跟野村今年的
[40:27] 这个股票型基金操作有关
[40:29] 大家如果去看那个投信
[40:30] 投顾公会公布的这个
[40:33] 国内的投信的持股
[40:35] 你会发现到野村一些
[40:36] 所谓大型的主动型的
[40:38] 这个台股基金
[40:39] 第一大持股就是川湖
[40:41] 所以代表今年可能
[40:43] 7月份8月份
[40:44] 所谓野村投信
[40:45] 它的这个ETF排名
[40:46] 应该在台股基金
[40:47] 排行非常前面
[40:49] 因为有持有川湖
[40:50] 那也跟大家分享
[40:51] 我觉得其实对大多数人来讲
[40:53] 为什么要用配置很重要
[40:55] 像我记得
[40:56] 我好像有跟大家分享过
[40:58] 我在那时候念东吴EMBA
[41:00] 第一堂在上股票相关课的时候
[41:03] 就请当时的一个
[41:05] 某券商的董事长来分享
[41:07] 他就分享说
[41:08] 我跟你讲
[41:09] 我最近有带六个外资
[41:11] 去拜访国内一家滑轨的大厂
[41:13] 叫川湖
[41:14] 然后后面可能外资
[41:16] 会出很多好的报告
[41:17] 那你们
[41:18] 我们艳别很多人都有买船库
[41:21] 真的吗
[41:21] 对
[41:22] 所以学费就免费了
[41:24] 对
[41:24] 我艳别最大的收获就是买船库
[41:26] 但我跟大家讲
[41:27] 我们那时候买进
[41:28] 大概我们那同学
[41:30] 大概平均价格都大概差不多三四百块
[41:33] 那后面有报到一万块的
[41:35] 没有
[41:36] 没有人报到一万块
[41:37] 大部分可能大概一千多啊
[41:39] 两千多都已经就被洗掉出去了
[41:42] 那我大概是两千多就出账了
[41:44] 那我要透露我上课听到什么吗
[41:46] 下次你加一起可以分享
[41:48] 对我下次再分享
[41:49] 对那我们跟大家讲
[41:51] 就是说为什么
[41:51] 我们会跟大家说
[41:52] 你可以透过这种资产配置
[41:54] 因为说真的
[41:54] 你盯着川湖一万块
[41:56] 你一定会怕嘛
[41:57] 可能你五千块六千块
[41:58] 把它卖掉
[41:59] 但你透过这种
[42:00] 所谓主动型ETF
[42:01] 或者说台股基金去持有它
[42:03] 有些时候你只看
[42:04] 你的账面的净值增加
[42:05] 那交由全权委托
[42:07] 基金经营人来帮你操作
[42:09] 你就比较能够
[42:10] 报一个长波段的获利
[42:11] 所以我觉得在这种
[42:13] 所谓的它的前十大持股当中
[42:15] 我们看到很多这样的现象
[42:16] 除了川湖以外
[42:17] 台光电台达电
[42:19] 甚至今天涨停的南亚科
[42:21] 都是这个前十大持股
[42:23] 联亚也是它这个第六大持股
[42:26] 你看它这个波段
[42:27] 七天里面六根涨停板的
[42:29] 南亚科我记得是
[42:30] 七天四根涨停板
[42:31] 所以我们才会讲说
[42:33] 像刚刚之前赵儿有分享
[42:36] 遇到股灾的时候
[42:37] 他先买主动型ETF
[42:38] 就是因为你没有
[42:40] 市值家主动都会买
[42:41] 对因为你很难说
[42:42] 我到底压台阶比较好
[42:44] 还是压川湖比较好
[42:44] 没有人知道
[42:45] 对
[42:45] 但是你透过主顺ETF
[42:47] 一次帮你把
[42:48] 这个市场上
[42:50] 大家认同的股票
[42:52] 一次把它买齐
[42:52] 你就不会错过
[42:53] 整个行情的反弹
[42:54] 我觉得都是
[42:55] 接下来大家可以
[42:56] 特别留意到
[42:57] 在资产配置的一个重点
[42:59] 刚刚有讲到这个999L
[43:00] 它的名字
[43:00] 其实就有所谓的高息
[43:02] 那我上次
[43:02] 有跟大家分享说
[43:03] 现在很厉害
[43:04] 就有一些
[43:05] 也许它没有
[43:06] 标榜它的名字是高息
[43:08] 但后来你看到喜
[43:09] 你会吓一跳
[43:10] 想说
[43:11] 它的喜怎么跟高息
[43:12] 不遑多让
[43:13] 那它的喜
[43:14] 还有一个优点
[43:15] 就有可能从资本利得配出来
[43:17] 因为从刚刚看到
[43:18] 这一些配置里面就知道
[43:20] 他买到的是
[43:21] 这一波不但抗跌
[43:22] 而且可能反攻时领涨的
[43:24] 但这些股票可能不是息非常甜的
[43:27] 可是回到980A上面
[43:29] 他的息也很好
[43:31] 所以我合理
[43:32] 我合理怀疑
[43:34] 980A的高息
[43:36] 是来自于资本利得
[43:38] 也会帮忙配出来
[43:39] 那我们讲说配高息的好处
[43:40] 第一看到钱进来你会安心
[43:42] 然后第二是
[43:43] 他帮你做停利
[43:44] 其实像很多人都说
[43:46] 我自己包过一座山
[43:47] 那有人说我不要洗
[43:48] 可是事实上
[43:49] 这个洗
[43:50] 如果他不是让你课税的洗
[43:51] 他等于定期
[43:52] 是帮你做一个停利
[43:54] 然后你要再去运用
[43:55] 你要再投入啦
[43:56] 或是你拿去
[43:56] 做你生活日常开支
[43:58] 都是很方便的
[43:59] 又不用担心所得税
[44:00] 我觉得这个东西是很好的
[44:02] 对啊
[44:03] 所以我觉得其实
[44:03] 你诉求所谓的
[44:05] 追求资本利得
[44:06] 甚至说能够有高配息的商品
[44:08] 都是大家可以考虑的
[44:09] 因为我也听说蛮多人
[44:11] 比方说最近
[44:11] 可能有些人是这个
[44:13] 预售要交屋啊
[44:14] 然后遇到股灾的时候
[44:15] 原本资产配置是可以卡得过去的
[44:17] 就就是因为他可能
[44:19] 他可能选40天ETF
[44:20] 也没有息的收入
[44:22] 变成说到处去总经
[44:23] 甚至到时候
[44:24] 可能就差那么一点钱
[44:25] 他必须要把他一些
[44:26] 可能亏损的股票部位
[44:28] 要做一个结清
[44:29] 那就会变成说
[44:30] 当遇到股灾的时候
[44:31] 当你就差那么一点中银钱
[44:32] 有这种所谓高股息的
[44:34] 一个配置的商品
[44:36] 就是配息配得不错的商品
[44:37] 我觉得都可以考虑
