[00:00] 欢迎收听赵华谊股货载第1122集
[22:41] 把金元店买回来
[22:42] 等于他们认为
[22:43] 这件事情的判断
[22:44] 可以告一段落
[22:45] 对
[22:46] 但是我可能就会优先去找
[22:47] 刚刚我数到的那一些
[22:49] 我觉得比较没有问题
[22:50] 甚至日月光在盘整
[22:51] 我觉得日光也是有机会
[22:52] 对啦
[22:53] 因为你也不能说
[22:54] 晋元店的董事长
[22:55] 跟蔡明介是阴晴关系
[22:57] 他不当董事长
[22:58] 就没有生意可以做
[23:00] 不可能啊
[23:00] 对不会啦
[23:01] 因为已经有这么长期的
[23:02] 配合的关系
[23:03] 而且今年的风策
[23:04] 是很吃紧的
[23:05] 你怎么可能因为一个
[23:06] 阴晴关系
[23:07] 就说
[23:08] 我不要在你这边做风装
[23:10] 不太可能
[23:10] 是
[23:10] 对
[23:11] 所以一个洗刷
[23:12] 反而是一个好的一个观察的
[23:14] 在进场的一个价位
[23:16] 好那刚刚还有讲到细光子
[23:19] 忘了讲细光子
[23:20] 其实今天细光子也还是有人表态
[23:23] 联军
[23:23] 其实因为联军
[23:24] 也是做这个高阶封装的部分
[23:26] 还有IETKY
[23:27] 就是光盛的合作伙伴
[23:29] 光盛今天也稍微有回暖了
[23:31] 那整体的细光子
[23:33] 我自己也觉得
[23:34] 已经从超涨的族群
[23:36] 回落下来以后
[23:37] 休息一阵子
[23:38] 有可能变成第三季街坊的族群
[23:40] 有可能
[23:41] 因为我前一天才去听了
[23:42] 和盛的
[23:44] 对
[23:45] 光盛的子公司
[23:46] 他们有私底下找一些法人聊了一下
[23:48] 看起来确实占
[23:49] 产品是很跳跃的前面
[23:51] 其实你现在
[23:52] 基本上你问他说
[23:54] 今年有没有EPS
[23:55] 其实都还难讲
[23:56] 但是公司目前的目标是很明确
[23:59] 就是我之前有讲过
[24:00] 其实明年2027年会开始小量
[24:02] 2028年CPU会大量
[24:04] 我觉得看起来
[24:05] 他们是踩在这个tempo上面
[24:06] 其实大力光也是
[24:07] 其实大力光也跟你讲说
[24:09] 他到2028年
[24:10] 才会有大量
[24:11] 只是大力光
[24:12] 为什么股价突然涨那么多
[24:13] 其实上次我们来
[24:14] 那时候有讲
[24:15] 我说它是个老实数
[24:16] 它家公司
[24:17] 就是有多少
[24:18] 做多少
[24:19] 讲多少的公司
[24:20] 但是市场现在是用
[24:22] 它现在的EPS
[24:23] 给了它一个CPU的本益比
[24:26] 瞬间股价就会拉上去
[24:27] 这跟联发科是一样的
[24:29] 它本来就有EPS
[24:30] 你给了它ASIC
[24:31] 一个IP公司的本益比
[24:33] 它股价就会拉上去
[24:35] 所以它一拉上去
[24:36] 所有的相关的族群
[24:38] 整个光学人间
[24:39] 全部都被拉起来
[24:40] 所以你觉得说市场在做梦吗
[24:42] 其实不是
[24:43] 但就是要有一个领头羊带动
[24:45] 好
[24:46] 所以要有一个领头羊带动
[24:48] 各族群其实都有领头羊
[24:50] 那可能还没有发威的
[24:51] 会像是台积电
[24:52] 台积电的话
[24:54] 7月中下旬要开法说
[24:55] 现在已经进入到首倍范围
[24:57] 就是法说前一个月
[24:59] 通常是台积电比较会涨的时候
[25:01] 那它最近有点浪空间
[25:03] 其实最近在盘面上
[25:04] 反而比较撑盘的是大型金融股
[25:06] 对
[25:06] 我觉得金融股它可能也有反映出
[25:09] 市场的利率是维持在一个
[25:11] 比较高的位阶上面
[25:12] 然后也当然有一些
[25:15] 国家政策的任务
[25:16] 就是可能要把它hold住这样
[25:17] 那台积电是不是算是
[25:19] 现阶段比较便宜的
[25:21] 以及最近有在休息的是
[25:22] 台积电的设备供应链
[25:24] 我觉得当然是
[25:25] 就是你可以想见
[25:27] 他去跟这个Anchor
[25:29] 签一个十年的合约
[25:30] 表示什么
[25:31] 表示台积电后面的订单
[25:32] 其实是已经很明确
[25:33] 他不是一年两年
[25:35] 十年
[25:36] 十年
[25:36] 是十年
[25:37] 所以告诉你台电其实是
[25:39] 让你可以捡到便宜的东西
[25:42] 我的猜想就是
[25:43] 目前这盘它过了大量高
[25:45] 你这时候要到什么时候
[25:47] 它才可以结束
[25:48] 我觉得就等到台积电的法说会之后
[25:51] 那个时候大盘可能就已经
[25:53] 来相当于一个比较高的水准
[25:54] 这时候还是一个下车的时间点
[25:56] 所以这时候你刚上车
[25:58] 你就不要再七上八下
[26:00] 你就等到台积电的法说会之后
[26:04] 来看台积电对于
[26:05] 它明年的资本支出
[26:06] 会不会做一个上销的动作
[26:08] 再去观察它的
[26:09] 第二届毛利率的变化
[26:11] 如果它
[26:12] 这本支付增加
[26:13] 毛利率是跳升的
[26:14] 那告诉你
[26:15] AI这波是长真的来真的好所以台积电相关的供应链它是属于现阶段我觉得反而是位阶相对比较低一点的风策也是风策是因为这两天
[26:27] 它开始有一些讯息
[26:28] 让它回暖
[26:28] 要不然在上礼拜的时候
[26:30] 或者说之前有建高的时候
[26:32] 蛮多风策回蛮多的
[26:33] 像齐邦我记得回到快30%
[26:36] 对
[26:36] 因为它之前涨太多了
[26:38] 也必须这么说
[26:39] 但大家要体会到的是
[26:41] 不管是功率元件
[26:42] 不管被动元件
[26:43] 不管风策股
[26:44] 我觉得他们的股性都在这一波
[26:46] 因为台股创历史新高的关系
[26:48] 还有AI的风潮下
[26:49] 他们的股性其实都有点改变了
[26:51] 那不妨就是高低配一些
[26:54] 我还记得凯哥在上礼拜
[26:56] 比较欺风苦雨的时候
[26:57] 有跟大家提到
[26:58] 如果真的会害怕
[26:59] 那就是积极的要有一点
[27:01] 在等的要有一点
[27:02] 甚至非电的部分要有一点
[27:05] 非电的部分有包括
[27:07] 可能高殖利率的引荐股
[27:09] 或者是说也算是有一些殖利率
[27:11] 然后现在在政策上面
[27:13] 是比较顺风的金融股
[27:15] 对我觉得这两个
[27:16] 是可以考虑做一些配置
[27:17] 当然因为金融涨很多了
[27:19] 是
[27:19] 但是你是要说
[27:21] 现在资金重回AI吗
[27:22] 对啊
[27:22] 你就把这些降一点
[27:23] 然后等到
[27:24] 到了七月中
[27:26] 可能快接近台电法所会的时候
[27:28] 你就再把它移一些回来
[27:30] 就是做一个平衡的操作
[27:31] 可是这一波啊
[27:33] 我自己看
[27:33] 如果这礼拜
[27:34] 所有的利空的问题
[27:36] 都得到解决
[27:37] 我确实觉得
[27:38] 在迎向七月的时候
[27:40] 会有一波蛮不错的行情
[27:42] 我个人觉得
[27:43] 会比较让我觉得勇敢的行情
[27:45] 可能要走到八月到九月的时候
[27:48] 我又会开始比较小心一点
[27:50] 第一是这个MOU的签署
[27:52] 我记得大家可以去
[27:55] 就是再检验一下
[27:56] 因为他们改来改去
[27:57] 我记得是一个六十天的协议
[27:59] 对
[27:59] 就是六十天后
[28:01] 就跟对等关系那时候延后一样
[28:03] 六十天后你可能要再思考
[28:04] 有没有什么样的状况
[28:06] 以及如果到了第三季的季尾的时候
[28:08] 不要忘记
[28:09] 这次的联准会
[28:10] 我觉得因为市场已经提高戒备了
[28:12] 我们都说华许偏赢
[28:14] 华许没有所谓的前瞻之影了
[28:17] 那点阵图以后有没有不知道
[28:18] 但这次他已经不投了
[28:20] 主席不投了
[28:21] 可能也叫其他的委员说
[28:23] 我都已经不投了
[28:24] 以后到底有没有不知道
[28:25] 这件事情演变到了第三季的季笛
[28:28] 面临第四季
[28:29] 也就是目前有部分委员
[28:30] 觉得今年要升席一码的时候
[28:32] 他可能又会成为一个新的压力来源
[28:35] 对啦
[28:36] 但是基本上今年有个期中选举
[28:38] 所以我觉得在期中选举之前
[28:40] 基本上他都不会做太大的动作
[28:42] 他要满足老板的想法
[28:45] 但是其中选举结束之后就很难讲
[28:48] 其实整个第三季
[28:49] 我刚刚讲除了台阶的这个法
[28:51] 所以基本上就没有什么更大力多了
[28:53] 因为大部分的大型的科技公司的财报
[28:56] 都已经揭露了
[28:57] 所以你接下来就算财报揭露出来
[28:59] 其实大部分就是已经是很好了
[29:02] 你要担心的是
[29:03] 他会不会没有达到你市场预期的
[29:05] 那么的好做一个修正
[29:07] 但是我觉得应该还是一个多头的架构
[29:09] 因为我们上次有提到
[29:11] 就是你看00632R
[29:13] 大量高突破
[29:14] 你就要持有点
[29:14] 就00632R
[29:15] 可是现在是大量低跌破了
[29:17] 换句话说
[29:17] 00632R
[29:18] 其实可以持有的很少
[29:19] 或是根本就不用持有
[29:21] 因为已经没有避险的必要
[29:22] 对
[29:23] 但是你在持股上面
[29:25] 一方面我们又持有了一些
[29:27] 非AI的相关的金融
[29:29] 或者像营建之类
[29:30] 其实这些我就说
[29:31] 你可以比例稍微降一点
[29:32] 对
[29:32] 随着接近台电的这个法说会
[29:35] 开始你再慢慢的加回来
[29:37] 就比较好
[29:37] 好
[29:38] 因为四五月我们很热嘛
[29:39] 那时候凯哥就来这边
[29:41] 几次耳提面面
[29:42] 说四五月没有问题
[29:43] 他觉得问题在六月
[29:44] 问题果然在六月
[29:46] 那现在我们看
[29:47] 我自己个人也是觉得
[29:48] 七八月问题不大
[29:50] 尤其是七月我觉得
[29:51] 会有陆陆续续很多公司
[29:54] 开始去截第二届季报
[29:55] 或是所谓的半年报
[29:56] 到八月对不对
[29:58] 半年报漂亮的一定超多啦
[30:00] 因为我们截至到五月营收为止
[30:02] 六月营收都很棒啊
[30:04] 你看都有自截获利数
[30:07] 其实都下
[30:08] 大家都吓死了
[30:09] 年增率都三位数的一坨
[30:10] 两位数的更多
[30:12] 或转互赢的一坨
[30:13] 所以七八月份
[30:15] 在结半年报
[30:15] 跟第二季季报的时候
[30:17] 我觉得如无意外
[30:18] 都是漂亮的成绩单
[30:19] 然后你要他们去讲
[30:21] 下半年展望
[30:22] 你说人家会讲得
[30:22] 很差很淡吗
[30:23] 我觉得也不会
[30:24] 可是我觉得
[30:25] 进入到第三季
[30:26] 也就是九月份的时候
[30:27] 大家就要再格外留意了
[30:29] 一波新的考验开始
[30:30] 因为要看明年了
[30:31] 对
[30:32] 然后第三季
[30:33] 有没有说旺季
[30:34] 能够让大家觉得
[30:35] 非常的厉害
[30:36] 能够比上半年还厉害
[30:37] 这个是我会比较观望的
[30:39] 这是我自己个人的
[30:40] 一个观测的方式
[30:42] 不过我觉得现在市场
[30:43] 就很尴尬
[30:43] 你看老实说的股价
[30:45] 都这样涨
[30:46] 所以就算谁讲再怎么坏
[30:48] 好像大家也都觉得
[30:49] 再说了
[30:50] 反正现在钱就是很多
[30:52] 股票就是要先涨再说
[30:53] 所以我觉得就是
[30:55] 还是要稍微冷却一下
[30:56] 如果这个股票
[30:57] 真的是爆大量没有涨
[30:59] 就要很小心
[31:00] 就表示不是老实说
[31:01] 是有人真的用钱投票
[31:03] 来决定他的去留了
[31:05] 我觉得这件事情很重要的提醒
[31:07] 就是虽然我们现在是看得比较乐观了
[31:10] 对不对
[31:10] 而且我有说
[31:11] 盘面上如果有整齐的族群性的时候
[31:13] 其实我们体感一定比较好
[31:14] 甚至你就往这些有族群性的东西
[31:17] 你信得过
[31:17] 我有看我的持股清单
[31:19] 其实持股清单也是有族群性的
[31:21] 像刚刚提到的
[31:22] 例如说像CTL
[31:23] 其实我就比较没有了
[31:24] 因为跟不上
[31:25] 所以后来我都没有
[31:26] 那载板就是死爆火爆
[31:28] 载板我觉得后面还是有
[31:30] 然后被动元件我是有很多档
[31:32] 就有点运气好
[31:33] 所以虽然国际麦菲
[31:35] 没有太过的难过
[31:36] 因为还有别人
[31:37] 那信商店有没有买回来呢
[31:39] 其实信商店
[31:40] 我后来有加一点点回来
[31:42] 就是想说
[31:43] 我还是要一个火种
[31:44] 我就觉得我那天
[31:45] 真的有点慌乱
[31:46] 因为我以前会不全部卖完
[31:48] 我也跟大家分享
[31:49] 其实我们有教过一些方法
[31:51] 例如说你买的股票已经涨了
[31:53] 你就把你的成本拿回来
[31:55] 假设你成本7万
[31:56] 你已经赚到14万了
[31:57] 你就拿回7万
[31:58] 然后剩下7万纯赚的
[31:59] 你就让它随波逐流
[32:01] 或者是像我
[32:02] 我如果说今天买好几张
[32:03] 你当然可以先卖一半
[32:04] 可是如果说你真的
[32:05] 当初就只是买一张试试运气
[32:07] 你可以用零股卖500股出去
[32:09] 留下500股当火种
[32:11] 但信仓店很奇妙
[32:13] 我那天全卖
[32:14] 所以后来就买了一点回来当火种
[32:17] 那我也有一点的CPU
[32:19] 我也在等CPU在第三季的接棒
[32:21] 那风策也是我的主力部队
[32:23] 我相当的喜欢风策
[32:24] 所以我觉得这些是我自己
[32:26] 在配置上面几乎都科技股
[32:28] 我虽然是很认同要配置
[32:30] 可是我就交给ETF去配置
[32:32] 我自己是几乎各股都在纯科技上面
[32:35] 那最近只要大家跟我讲的股票
[32:37] 多少都会试试看
[32:38] 因为最近的准率又变得很高
[32:40] 讲完隔天又大涨什么的
[32:43] 所以这种名牌的试吃大会
[32:45] 如果大家现在身边有
[32:46] 但是一定要记得
[32:47] 要像凯哥讲的那样
[32:49] 趋势是向上的
[32:50] 族群性是强的
[32:51] 有放量但不是爆量不涨的
[32:54] 我觉得这些是可以优先来选择的
[32:56] 我们应该会有一个
[32:57] 我个人觉得快乐的暑假
[32:59] 快乐的七八月
[33:01] 虽然很多人说暑假的时候
[33:03] 好像行情是比较淡
[33:04] 淡一点
[33:05] 对
[33:05] 但我觉得今年
[33:06] 在全民接股
[33:08] 是可能会结出不一样的结果
[33:10] 是啊
[33:10] 因为今年盘看起来就是不太一样
[33:12] 所以就算大股东的这个
[33:14] 缴税的这个高峰期已经过了
[33:16] 可是你看股市并没有明显的回挡
[33:18] 是
[33:18] 再加上我们的大妈很勇敢
[33:20] 就是把这个盘撑住了
[33:22] 然后你现在迎来一个多头
[33:24] 就是美意的战争
[33:25] 签了一个和平的协议书
[33:27] 然后废了也按兵不动
[33:29] 这对股市都是很正面的
[33:31] 对
[33:31] 我突然想到
[33:33] 因为昨天我们有跟大家分享
[33:35] 就是基富通平台上面的TESA基金
[33:37] 然后分享分享
[33:39] 当下有讲到一件事
[33:40] 因为他们这个平台有一个功能
[33:42] 叫低档制动扣
[33:43] 智慧的智
[33:44] 然后呢
[33:46] 因为昨天有跟基富通人聊
[33:48] 他们说TESA级别的基金
[33:49] 可以搭配低档制动扣
[33:51] 结果很快就有朋友去试
[33:53] 就发现不行
[33:54] 所以这边再度帮他们澄清一下
[33:57] 目前TESA基金的级别
[33:59] 里面的这些产品
[34:02] 它是没有办法配合
[34:03] 低档自动扣的功能
[34:05] 真抱歉
[34:06] 昨天有讲错
[34:07] 那可是因为他们现在
[34:08] 正在研拟这个功能
[34:10] 日后会开放
[34:11] 所以也算是大家凹道
[34:13] 因为我就说
[34:13] 不行啦
[34:14] 你害我讲出去
[34:15] 那你们一定要把功能研发出来
[34:17] 他们说好
[34:17] 之后TESA级别的基金
[34:19] 也可以用低档自动扣
[34:20] 那公布如果日期确定的话
[34:21] 会再跟古破仔的朋友讲
[34:23] 这边就不好意思
[34:24] 昨天很开心的跟大家分享
[34:26] 有很多好功能
[34:27] 可以搭配这个不配息的TESA基金
[34:29] 好 这边来做个澄清
[34:30] 那也忘记讲
[34:31] 今天我们有影片版
[34:32] 今天的影片版
[34:34] 一样会放在
[34:35] 赵华艾伦说的YouTube频道
[34:36] 那今天很谢谢凯哥
[34:38] 谢谢赵华
[34:39] 廉价三天
[34:40] 大家有没有要注意
[34:41] 这三天里面要做的功课
[34:43] 我觉得这三天
[34:44] 赶快稍微检视一下你的持股
[34:46] 因为我感觉
[34:48] 因为大家太开心了
[34:49] 所以感觉你的持股
[34:50] 可能有点乱了
[34:51] 我觉得还是要调整一下
[34:53] 调整一下
[34:53] 好 讲到我了
[34:55] 好 那我们今天
[34:56] 股后仔就到这边了
[34:57] 大家廉价愉快
[34:58] 拜拜
[34:59] 掰掰 端午節快樂 掰掰
