[00:00] 欢迎收听赵华宜古惑仔第1146集
[22:37] 今天话它还是非常强
[22:38] 可是会不会强一强
[22:40] 过两天资金想要去找那些
[22:42] 已经跌得比较深的
[22:43] 就把它丢掉
[22:44] 这个在盘面上
[22:45] 最近是有可能产生这样的现象
[22:47] 所以都不要用
[22:48] 他在右上角
[22:50] 我现在觉得我想避风
[22:51] 我跑去买他
[22:52] 好像他都不会叠
[22:53] 搞不好一买就叠
[22:54] 但反过来说
[22:55] 有一个东西叠了
[22:56] 像矽晶圆
[22:56] 矽晶圆在环球晶
[22:58] 传出意大利的八寸场
[22:59] 失火了
[23:01] 结果没想到还失火
[23:02] 全部的矽晶圆是一直叠
[23:04] 这个我就有点不懂
[23:05] 以前我们听到这种
[23:06] 就会想转单效应
[23:08] 因为现在产能变少了
[23:09] 或者是这个会有火险
[23:11] 或什么的
[23:12] 总之应该是往好处想
[23:14] 只要没有人伤亡
[23:15] 这边要讲
[23:16] 因为我之前有遇到那种PCB板厂
[23:19] 后来伤亡很惨重
[23:20] 那个我都不敢再碰
[23:21] 我觉得那个真的不行
[23:22] 那为什么这一次矽晶园
[23:24] 反而是迭迭不休
[23:26] 到今天还在重挫呢
[23:27] 我觉得其实矽晶园
[23:29] 你要用某个角度来看
[23:30] 就是说第一个是
[23:31] 它确实产业还在向上
[23:34] 它的价格也还在调涨
[23:36] 可是刚刚讲盘很弱
[23:37] 盘很弱的时候
[23:38] 大家就会把利空把它放大
[23:40] 其实这一波的矽晶园
[23:42] 最先跌的其实是合金
[23:43] 合金开始进入20分钟
[23:45] 一盘之后
[23:45] 他就开始拼命
[23:46] 但是合金的获利
[23:47] 真的也比较不好
[23:48] 但是他基本上是领先的
[23:50] 对啦
[23:50] 那进入分盘之后
[23:51] 他就开始往下跌
[23:51] 往下跌
[23:53] 跌段时间
[23:53] 然后又遇到环球金
[23:55] 这件事情
[23:55] 所以今天原本
[23:56] 很强势的台胜科
[23:57] 就连续杀下来
[23:59] 连续跌跌
[23:59] 对
[24:00] 就变成是
[24:00] 有点滚雪球的概念
[24:02] 对
[24:02] 所以解铃还去系铃人
[24:04] 就是你要看
[24:05] 合金什么时候
[24:06] 可以开始
[24:07] 领头的
[24:08] 对
[24:08] 他又开始打底
[24:09] 然后开始起涨
[24:10] 我觉得这个主因
[24:12] 就会开始活过来
[24:12] 否则你说他的八川细金园发生火灾
[24:16] 其实对产业面而言
[24:18] 应该是会供不应求
[24:20] 是正常的想法
[24:22] 可是你看他八川细金园起火燃烧
[24:26] 分离市园界的股票也没有涨
[24:28] 你看什么富鼎
[24:30] 什么强茂
[24:32] 台办通通都是下跌
[24:34] 所以告诉你说
[24:36] 基本上现在是不理性的
[24:38] 他没有用基本面在判断这个行情
[24:40] 纯粹就是筹码
[24:41] 对
[24:42] 好
[24:42] 公立元件的话
[24:43] 其实他们的营收状况
[24:44] 差异很大
[24:45] 我也必须讲
[24:46] 像我们之前
[24:47] 我自己有在看像大中
[24:48] 大中是在第一季就缴出
[24:50] 营收年增非常漂亮
[24:52] 可是刚刚提到
[24:53] 不管是附顶强化台办
[24:54] 都普
[24:54] 都是比较
[24:55] 不说没成长
[24:56] 比较普
[24:57] 那当然另外一个
[24:58] 大家每天都会关注
[24:59] 就是被动元件
[25:01] 从暴动元件
[25:02] 被套元件
[25:03] 那后来更有趣的是
[25:05] 外资报告
[25:06] 因为之前大摩就看到
[25:08] 这个国巨1500块以上
[25:10] 近期昨天有讲
[25:12] 就突然调降了3%的目标价
[25:14] 3%也在出报告
[25:16] 然后就调降
[25:17] 但是花旗环球今天就讲说
[25:19] 没有他们觉得国巨还是1500
[25:21] 但这样子到底要听谁的
[25:23] 那国巨又要开法说了
[25:25] 我觉得这个法说就蛮值得一听
[25:27] 国巨或者是其他的辩论
[25:28] 例如说另外一个指标股是信昌电
[25:30] 哇被分盘交易之后超级弱
[25:32] 这些都可能是要等他们恢复正常
[25:35] 今天和声堂还是不敌
[25:37] 因为和声堂算是这一次回档以后
[25:39] 法人比较青睐的
[25:40] 今天也是重挫
[25:41] 所以被动元件主动元件
[25:43] 都没有办法恢复市场上的顺行
[25:47] 反而跌得还是很重
[25:48] 我觉得被动元件
[25:49] 我很早就讲了
[25:50] 被动元件有两档股票是市场的主流
[25:53] 谁
[25:53] 就是和生堂跟新昌店
[25:55] 和生堂跟新昌店
[25:56] 小的是他们两个
[25:57] 所以那时候他们来讲被动元件的时候
[25:59] 我就特别提说
[26:00] 基本上你要用和生堂跟新昌店
[26:03] 来去判断国居跟华兴科
[26:05] 用他们这两档去做
[26:07] 其他的大型的被动元件股
[26:09] 而不是用他们两家去判断你其实从这个形态目前来看目前和生堂的形态还是强过果具强过新长店强过华兴科所以你这一波
[26:22] 你要等备用件拉起来
[26:24] 那你就是看和生堂的表现
[26:25] 因为我们之前讲过
[26:26] 他之前有个谣言
[26:28] 就是这个NP0
[26:29] 要被X7R取代
[26:31] 有我们聊过这件事
[26:32] 那我说过
[26:32] 很多的投信
[26:33] 相信了这个多急
[26:35] 但我说这是不对的
[26:36] 因为这个X7R
[26:38] 会造成这个电容的波动变大
[26:41] 在AI的伺服器里面
[26:42] 是不容许这样的波动的
[26:44] 所以理论上
[26:45] 它还是NP0的天下
[26:47] 但是NP0的合成糖涨太多了
[26:50] 可能我们最早说
[26:51] 涨的是200多块
[26:52] 涨到接近千元
[26:53] 我说它会重返荣耀
[26:55] 回完重返荣耀之后
[26:56] 它就下来了
[26:57] 所以下来基本上
[26:59] 它就是筹码的问题
[27:01] 它已经不是基本面的问题
[27:02] 目前这个时间点看起来
[27:04] 第三季的被动元件还会涨价
[27:06] 也还是缺
[27:07] 那你就说
[27:08] 涨价缺
[27:09] 这不是要大买特买吗
[27:10] 但是筹码相对就凌乱了
[27:13] 是两个讲法
[27:14] 就是说你看投信什么时候
[27:15] 开始砍出国巨
[27:17] 那就告诉你国巨要落底了
[27:19] 那就是因为
[27:20] 在高档的时候
[27:22] 其实已经有人把筹码套给投信
[27:25] 所以当投信丢出来之后
[27:28] 这个筹码就再度回到有心人的手上
[27:30] 那我们就看到底
[27:32] 是投信能够撑得住
[27:34] 还是有心人能够撑得住
[27:36] 如果投信坚持不卖
[27:37] 我觉得股价跌到这边
[27:39] 确实也应该开始要进入
[27:41] 打底整理的阶段了
[27:42] 投信也卖了不少
[27:45] 可能又留下一些
[27:47] 就变成在他们的
[27:48] 大家都在等
[27:49] 咬瓷筋膜
[27:50] 但是981A
[27:53] 当然这段时间表现不是很好
[27:54] 不过呢
[27:55] 昨天我有发现
[27:56] 也有人统计
[27:57] 今年以来的主动式ETF
[27:59] 目前981A
[28:00] 或者是大家喜欢991A
[28:02] 比较常听到这几档
[28:03] 甚至有一档
[28:05] 是横跨到美国
[28:06] 韩国台湾日本的
[28:08] 叫做988A
[28:09] 他在今年这些
[28:11] 主动式ETF的表现
[28:12] 还是超越大盘
[28:13] 就等于这段时间
[28:15] 虽然他的震荡大也扣血
[28:16] 可是他们却
[28:17] 还是能跑赢大盘
[28:19] 这件事情
[28:19] 我觉得还是给予表彰
[28:21] 他们的波动本来就大
[28:22] 所以如果买主动式ETF的
[28:24] 要享受到他前面的绩效
[28:26] 就要忍耐他现在的波动
[28:28] 但他们并不是一个
[28:29] 坏掉的商品
[28:30] 对
[28:31] 那他们有时候可以坚持
[28:32] 有时候可能
[28:33] 像以前我有跟
[28:35] 就前几天我跟
[28:36] 听我们朋友讲说
[28:37] 以前基金时代
[28:38] 可能没办法这样凹单
[28:39] 可能也不太可能
[28:41] 变成隔日冲
[28:42] 因为有看到
[28:42] 有的主动是今天买
[28:43] 明天就卖掉
[28:44] 对
[28:45] 但是现在变成ETF
[28:46] 好像有变得比较宽松
[28:48] 会有那种短线金租也有
[28:50] 或是凹单也有
[28:51] 允许他们这样做
[28:52] 但是我之前讲过
[28:54] 到第三季
[28:55] 981A就会跑得
[28:56] 比00403来得差
[28:58] 我有讲过
[28:59] 因为981A
[28:59] 它做的比较偏中小股
[29:01] 是
[29:02] 403它相对来讲
[29:03] 它是比较大型股
[29:04] 比较大型股
[29:05] 那这个行情基本上
[29:06] 目前就是属于大型股相对有利
[29:08] 你可以看一下我们OTC的跌幅
[29:10] 基本上就明显比大盘多很多
[29:12] 但是它也不会always是这样子
[29:15] 就是小狗跑远
[29:16] 它总是会回来
[29:17] 但是久一久它又跑回去
[29:19] 所以基本上大家对于行情
[29:21] 基本上有一个想法
[29:22] 就是明年的AI还是非常的好
[29:25] 只是这个阶段
[29:26] 因为大家太贪心了
[29:28] 所以稍微再洗大家的心
[29:30] 磨一下大家的心
[29:32] 要把这个确定
[29:33] 能够长期投资人留下来
[29:35] 那如果你觉得你的买的点
[29:38] 可能相对不是那么漂亮
[29:39] 其实你就应该在大量的
[29:41] 就要做减码的动作
[29:43] 而不是说一直要凹单
[29:44] 我们不是投信
[29:45] 投信才做败后的动作
[29:47] 我们是聪明投资人
[29:48] 我们是不做这件事情的
[29:50] 403因为他的规则
[29:52] 当然要跟98也写的
[29:53] 可能稍微不一样
[29:54] 不过我也必须讲一件事
[29:56] 我觉得主动是
[29:56] 他没有什么真正认真的大规格
[30:00] 有啦
[30:00] 例如说991还是哪一家
[30:03] 他讲的是未来50的那一家
[30:05] 他就有特别提到
[30:06] 他是从前5
[30:07] 150大市值
[30:09] 对
[30:09] 就会有人把这个写进去
[30:11] 写进去的话
[30:11] 那就没办法
[30:12] 你可能就要从这150大里面选
[30:15] 只是他有特别提到
[30:16] 他的未来50
[30:17] 就是那我就不是focus
[30:18] 在现在的0050成分股
[30:20] 我可能是100到150
[30:21] 这种有机会成长到
[30:23] 未来成为市值前50大的
[30:25] 我优先买
[30:26] 像这样的选股逻辑
[30:27] 我觉得也不错
[30:28] 其实弹性也是够大的
[30:29] 因为说实话
[30:30] 当ETF长大之后
[30:31] 你说他们要去买这种市值
[30:33] 不要说150
[30:34] 300名以后的很难了
[30:36] 你买不了几张
[30:37] 因为你会太严重的影响到他的股价
[30:40] 所以最后981会不会变得很像0050
[30:42] 或者981会变得很像403A
[30:44] 会不会很贴近
[30:45] 这是也是有可能
[30:46] 因为钱很多
[30:47] 所以我觉得那就看经理人
[30:48] 如何去调整他们的表现
[30:50] 但我觉得到目前为止
[30:52] 我不会觉得有什么很失职
[30:53] 很糟糕
[30:54] 你做了很危险的事情
[30:56] 目前其实真的没有
[30:58] 所以大家如果在个股产业上
[31:00] 有信念的话
[31:01] 一定要记得
[31:02] 现在看跟你看到明年
[31:04] 这是两回事
[31:05] 你现在每天贴着它看
[31:07] 你会超级痛苦
[31:08] 你会身处在洗衣机里面
[31:10] 对
[31:10] 然后被脱水
[31:12] 是
[31:12] 可是如果你看到明年
[31:14] 你的心会比较定
[31:15] 就像刚刚凯哥讲的
[31:16] 今天如果是全面热门族群在跌停
[31:18] 你可能减一点
[31:19] 全面在涨停
[31:20] 你千万不要乱追
[31:21] 用这样的心情去布局
[31:23] 或者是像赵华
[31:24] 就有时候看不懂个股的时候
[31:26] 我会去减的是ETF
[31:27] 用这个为主
[31:28] 主动式你看不懂
[31:29] 你就剪市值嘛
[31:30] 再怎么样市值不会出乱子嘛
[31:32] 甚至有人问我说
[31:33] 最近能不能剪正二
[31:35] 我会说一样的道理
[31:37] 你如果贴得很近去看
[31:39] 正二也曾经在上个礼拜的黑色星期五
[31:41] 跌十几趴
[31:42] 那你会怕
[31:43] 可是如果你用远去看
[31:45] 市值永远往右上
[31:47] 那你剪一点剪一点
[31:48] 我觉得正二也不是什么很邪恶的商品啦
[31:51] 必须这么讲喔
[31:52] 那不喜欢杠杆的朋友会觉得
[31:53] 看到韩国那样吓死了
[31:55] 当然就不用勉强自己
[31:57] 但是如果你要问
[31:58] 我个人的风险承担度
[31:59] 我觉得这个也是OK的
[32:01] 对也是OK的
[32:02] 所以我觉得叠到这边
[32:04] 大家就是要把眼睛看远一点
[32:06] 不能用近视眼了
[32:07] 要用远视眼
[32:08] 稍微看一下
[32:09] 知道现状是没有
[32:11] 在基本面上出现改变的
[32:13] 而是筹码的凌乱
[32:14] 刚刚讲到利空测试
[32:16] 测试到不会叠的时候
[32:18] 那我们的好日子又会重新恢复
[32:19] 好那今天谢谢星期五男孩
[32:22] 谢谢赵华
[32:23] 有没有什么要特别提醒
[32:25] 大家的风险呢
[32:26] 我觉得就是未来的两周
[32:28] 还是一个比较整理的一个阶段
[32:30] 所以大家不要过度的追高
[32:32] 对
[32:33] 那操作上基本上
[32:35] 我觉得我们之前来
[32:36] 还是有提到一些
[32:37] 相对比较安全的标的
[32:39] 比如说我们那时候在讲说
[32:41] 银建股的新复发
[32:42] 可能大家比较没兴趣
[32:43] 这些比较稳定
[32:44] 或者是产业里面
[32:46] 有一些开始跨境半导体业
[32:49] 比如说像巧心这种
[32:51] 其实他们就相对比较稳定
[32:53] 因为他们琢磨的人相对比较少
[32:55] 对
[32:55] 但是他们确实产业也有机会
[32:57] 是
[32:57] 那还有就是六月营收
[33:00] 结出来的时候
[33:01] 我们有发现
[33:01] 尤其像现在关税这件事情
[33:03] 讲出来之后
[33:04] 有一些所谓的价值传参股
[33:06] 它还真的就是已经有
[33:08] 缴出顺行的成绩单
[33:10] 就是他们在六月的营收
[33:12] 有缴出接近历史新高
[33:13] 或是近期新高的
[33:14] 一个成绩单的时候
[33:15] 你会发现这段时间
[33:17] 他们的股价相对也是抗跌的
[33:18] 对
[33:19] 我觉得像还有像有些软体股
[33:20] 也有产生这样的一个现象
[33:22] 你会发现大盘在季线这边挣扎
[33:25] 而他们都已经在
[33:26] 可能时日线上
[33:27] 月线上
[33:28] 我觉得这很重要
[33:30] 月线保持上扬的
[33:32] 一直在月线上的这些股票
[33:34] 接触到月线没有再跌破的
[33:36] 我觉得都会是这段时间
[33:37] 如果你真的希望
[33:38] 能够好好投资的话
[33:39] 比较好的选择
[33:41] 对
[33:41] 一旦破线跌下来
[33:43] 就像我们一直在挣扎说
[33:44] 我要不要抄底国巨
[33:46] 要不要抄底新创店
[33:47] No No No
[33:47] 不要用这样的想法
[33:49] 那些只能用一点钱
[33:50] 一点钱去慢慢的捡
[33:51] 可是如果你喜欢的是好股票
[33:53] 他们已经告诉你
[33:55] 他们的防御力特别好
[33:56] 再搭配到六月营收
[33:58] 以及接下来
[33:59] 我还是要强调
[34:00] 会陆陆续续第二季的季报出来
[34:02] 各家重要的公司都要开法说
[34:04] 我觉得这些要听起来
[34:06] 对
[34:06] 听起来
[34:07] 你就会知道
[34:08] 你买的公司是好的公司
[34:10] 只是现在在等时机而已
[34:12] 是
[34:13] 所以这行情基本上就是
[34:14] 不要太心慌
[34:16] 基本上心头聊好点
[34:18] 这不敢想
[34:20] 出卫做红台
[34:21] 就是说
[34:22] 大盘归大盘
[34:23] 你还是要你自己的一个配置的想法
[34:26] 对
[34:26] 那你有个中心的主轴
[34:28] 你就相信AI是成长
[34:30] 是
[34:30] 那你就不用太害怕
[34:31] 不用说
[34:32] 今天要全部砍掉
[34:33] 不需要
[34:34] 对
[34:34] 但是如果你完全没有想法
[34:35] 那就很危险
[34:36] 是
[34:36] 好
[34:37] 那今天也很谢谢我们的星期五男孩
[34:39] 也希望大家在这个周末
[34:41] 我们就静观其变
[34:42] 真的不要太担心
[34:44] 我身边有些朋友
[34:45] 听起来有点焦虑
[34:46] 我就希望大家好好的放松
[34:47] 享受一下这个周末
[34:49] 那我们今天的古惑仔就到这边了
[34:51] 大家拜拜
[34:52] 拜拜
[34:52] 拜拜
[34:53] 拜拜
