[00:00] 欢迎收听赵华谊古货载第1062集
[25:05] 你一定会有很多的心理的小剧场
[25:07] 但是你如果今天
[25:09] 你真的把两百万一口气
[25:11] 全说哈进去的时候
[25:12] 代表什么
[25:13] 代表你对他非常非常的有信心
[25:16] 你对他后面的一个掌握度很高
[25:19] 而我们现在在看这个细光子的产业
[25:21] 其实我们在看财报的过程中
[25:25] 坦白讲很烂
[25:26] 我们绝对不会因为他的财报的基本面
[25:29] 对这档个股有兴趣
[25:30] 可是我会因为个股的某一个东西
[25:34] 数据出现大幅度的变化
[25:36] 我会对他的后续发展
[25:38] 会抱持乐观的期待
[25:39] 这个东西叫做什么
[25:41] 这东西叫做资本支出
[25:42] 各位你现在看到很多的PCB CCL
[25:47] 你会觉得说哇好棒
[25:49] 获利大喷发
[25:51] 然后怎么刚好在这一波行情来的时候
[25:54] 厂商的出货好像都没有出现塞车的一个现象
[25:58] 超华你知道为什么吗
[26:00] 因为这些PCB的厂商
[26:02] 他们大概在2021年的时候
[26:04] 就大幅度的投入资本支出
[26:07] 去扩张他所有的一个产线
[26:09] 所以你在产线扩张完之后
[26:12] 就接到这一波的一个需求
[26:14] 导致各位帮我注意一件事情
[26:17] 如果他前面没有做扩张
[26:19] 他现在一定会出现
[26:21] 所谓的产能吃紧的一个现象
[26:23] 导致没有办法顺利出货
[26:25] 请问你现在在PCB看到这个现象吗
[26:27] 完全没有
[26:28] 你敢要多少货
[26:30] 他就能够出得了给你
[26:31] 这就是因为他在之前
[26:33] 已经透过公司跟公司之间的一个合作
[26:37] 还有一些技术的
[26:39] 所谓的技术的
[26:41] Low Map的研讨
[26:42] 已经掌握到了
[26:43] 接下来的方向跟需求在这边
[26:45] 所以他去做了大幅度的压缩
[26:47] 而我现在要跟你讲
[26:49] CPU的细光子
[26:51] 也有相同的一个现象
[26:52] 我们也有发现到
[26:54] 很多的CPU的一个公司
[26:56] 他们的资本支出
[26:58] 都大幅度的挑生
[27:00] 尤其是有几家公司
[27:02] 我跟你讲
[27:03] 那个只能以夸张来形容
[27:05] 有一家公司
[27:07] 他的资本支出一口气调了十倍
[27:10] 他过去一年只投资一两千万
[27:13] 那是他的基期太小
[27:15] 可是因为他一开始公司的规模
[27:18] 就没有到这么大
[27:19] 可是他现在的话
[27:22] 他一口气就把他的资本支出的一个规模
[27:25] 调到数亿以上
[27:26] 甚至到十几亿的一个规模
[27:28] 这种飞跃式的一个成长
[27:31] 代表的是什么
[27:32] 代表的话
[27:34] 他已经对他的订单
[27:35] 对他的技术
[27:36] 对他打入供应链
[27:37] 有非常大的一个把握
[27:39] 而且不是只有一家
[27:40] 是好几家公司
[27:41] 都有类似的一个现象
[27:43] 所以为什么
[27:43] 我们这次在看CPU的时候
[27:45] 我们没有办法从基本面
[27:48] 看到他有前景
[27:49] 可是我可以从他的资本支出里面
[27:52] 去看出老板经营者
[27:54] 对这件事情的信心度高不高
[27:56] 因为这会让我想起
[27:57] 以前很多科技业的故事
[27:59] 以前很多科技业是怎样
[28:01] 以前都赔钱赔了一屁股
[28:03] 都不赚钱
[28:04] 可是老板就是敢去压资本支出
[28:07] 当那个需求来的时候
[28:09] 瞬间就起飞了
[28:10] 比如说像以前有一家公司
[28:12] 叫做TPK
[28:14] 那TPK的话
[28:16] 以前是做触控膜的公司
[28:18] 做面板
[28:19] 电容式触控膜的第一家公司
[28:22] 他以前不赚钱
[28:23] 可是老板就是狂压资本支出
[28:27] 去发展他这一块的一个技术
[28:29] 后来一口气被苹果采用之后那個股價也是噴到你不要不要的啦那現在的CPU其實有類似的一個現象所以為什麼我們最近的話呢在看CPU的時候
[28:41] 我會跟你講說
[28:42] 你去看基本面看不到他的未來
[28:46] 可是呢
[28:47] 你去看本夢米的話呢
[28:49] 你會發現他的夢米都非常的高
[28:51] 非常的遠
[28:52] 而且更重要的是下一代的
[28:55] 那個揮打的新的伺服器
[28:58] 已经确定了要采用
[29:00] CPU的一个技术
[29:02] 到他们的伺服器里面
[29:04] 做资料的一个传输
[29:06] 所以这已经是确定是要用的
[29:08] 所以既然这个东西
[29:09] 是确定要用的
[29:10] 那资本支出也大幅度的调升
[29:12] 那当我们对这一块
[29:14] 未来的一个展望
[29:15] 就会比较有信心一点
[29:16] 大概是这个样子
[29:17] 好 大概两个礼拜前
[29:19] 每天在讨论什么呢
[29:20] 你很FOMO啦
[29:22] 你也羡慕人家买个股
[29:23] 喷到天上去啊
[29:24] 然后呢就觉得被剥夺感很重啊
[29:27] 怎么样克服这个感觉啊
[29:28] 大家去买ETF来平衡自喜
[29:31] 不要羡慕别人
[29:31] 今天感受不一样了
[29:33] 今天你就会觉得
[29:35] 这个热门股真的好恐怖
[29:36] 上礼拜有人说
[29:38] 他都当冲就出去
[29:39] 问我怎么克服胆小
[29:41] 我们当然也有给建议
[29:42] 并不是说因为这两天
[29:44] 股票热门股都跌停板
[29:46] 我们就不要个股了
[29:48] 而是还是回到一个初衷
[29:50] 就是像今天
[29:51] 如果今天这样杀下来
[29:53] 你喜欢的产业
[29:55] 是不是反而应该是好的进场点
[29:57] 甚至
[29:57] 甚至如果你对记忆体很有信心
[29:59] 因为我必须强调一件事
[30:00] 我们不是记忆体黑
[30:02] 我们只是记忆体觉得难做
[30:04] 但是台面上
[30:05] 有没有人觉得记忆体很棒的
[30:06] 有
[30:06] 晚上请看理财大人秀
[30:08] 汉伟哥还是记忆体的拥护者
[30:11] 所以如果能抓到节奏的人会有肉
[30:14] 抓不到节奏的人
[30:16] 我跟古瑜都常常讲说
[30:17] 你抓不到个股节奏
[30:19] 你第一
[30:19] 你可能小资金去做就好了
[30:21] 但你大资金就任命一点
[30:24] 例如说用定期定额
[30:26] 我赵华很喜欢用这个
[30:28] 不定期不定额
[30:29] 然后呢
[30:30] 像古鱼那时候那一篇写的
[30:32] 你要羡慕什么
[30:33] 保时捷跟保姆车
[30:34] 对对对
[30:35] 别人在开保时捷
[30:37] 你也很羡慕
[30:37] 你会觉得自己只有开保姆车
[30:40] 可是像今天你就觉得
[30:41] 哇你在保姆车上好安全
[30:43] 对没有错
[30:44] 好开心
[30:45] 所以古鱼这边要告诉大家的是
[30:47] 如果你很羡慕台股
[30:49] 或者是股票形式
[30:50] 或海外好了
[30:51] 股票形式市场的高度的冲刺波动
[30:54] 那你应该用什么样的方式
[30:56] 是一个最好的配置
[30:58] 很多人说定期定额
[30:59] 听烂掉
[30:59] 还需要你们讲吗
[31:00] 可是往往你回到保姆车上
[31:03] 开了一段时间
[31:04] 你就会知道这个方法是最好的
[31:06] 其实赵华
[31:08] 我们都很想要跟投资朋友
[31:10] 沟通一个观念
[31:11] 什么观念
[31:12] 你那个最不想听的投资方法
[31:14] 往往就是最有效的投资方法
[31:17] 就还需要你来讲吗
[31:18] 对对对
[31:18] 当你觉得这种东西还要你来讲
[31:20] 我知道啊
[31:21] 20年前就听过了
[31:23] 对但是我想问你一件事情
[31:24] 你知道但是你有做到吗
[31:26] 你如果没有做到的话
[31:28] 你今天就是还是好好的听我讲
[31:30] 因为为什么
[31:32] 因为其实我们在讲这个所谓定期定额的时候
[31:35] 它是一个科学化的有纪律的投资方式
[31:40] 而且更重要的是什么
[31:42] 它可以让你彻底摆脱你的心魔
[31:45] 你千万不要忘记一件事情
[31:47] 你在投资的过程中
[31:49] 最常遇到的问题是什么
[31:51] 就是你要下单就发现今天的盘式不好
[31:54] 你会不会想一下说
[31:55] 今天盘制不好
[31:56] 也许我再等等再等等再等等
[31:58] 你继续等下去
[32:00] 不好意思
[32:01] 所有的行情呢
[32:02] 你就永远通通都错过了
[32:04] 这个我在过去参加很多的一个讲座
[32:08] 跟学员面对面沟通的过程当中
[32:11] 他们给我的回馈大概都是一样的啊
[32:13] 就是说他们一直在想说
[32:16] 有没有一个方式
[32:17] 可以帮助他们去做投资
[32:19] 那个方式呢
[32:21] 你跟他讲了
[32:22] 他也不一定会好好的去做他
[32:24] 那它是什么
[32:24] 它就是我今天要跟你讲的定期定额
[32:26] 而定期定额
[32:28] 它最神奇的地方在哪里
[32:30] 在于你只要勇敢的去执行
[32:35] 然后做一个长天期的持有
[32:38] 你最后都能够得到一个
[32:41] 非常良好反败为胜的一个效果
[32:43] 那我这边手上有一份资料
[32:46] 那这份资料的话
[32:48] 大概从1991年一直到2026年
[32:51] 那我们这么长的一个时间点当中啊
[32:54] 我们把它切成十个循环的
[32:56] 呃
[32:57] 的频率
[32:58] 那是什么一个概念呢
[32:59] 就是
[32:59] 市场有高有低
[33:01] 市场有高有低
[33:02] 一次的高低的话呢
[33:03] 我就当成是一个循环
[33:05] 那在这么多年里面的话呢
[33:07] 大概可以切成十个循环
[33:08] 而那我们再看这里面的过程
[33:11] 你会发现一个很有趣的现象
[33:13] 你如果今天呢
[33:15] 你是做单笔的投资
[33:17] 你今天经过循环
[33:19] 你还不一定会赚钱哦
[33:20] 可是你如果今天是用定期定额的方式
[33:24] 来做这一块的话
[33:25] 你会发现
[33:26] 竟然每一个循环通通都是赚钱的
[33:29] 我今天来跟各位分享一个
[33:31] 我们最害怕的一件事情
[33:33] 因为其实我们在这一波的走势当中
[33:37] 大家都说它很像什么东西
[33:40] 它很像是网路泡沫化
[33:42] 然后前一阵子的话
[33:44] 又有点像是
[33:45] 很像是2007年的金融风暴的前夕
[33:49] 因为开始美国有一些金融商品出现违约
[33:54] 然后禁止提领的一个现象
[33:56] 私募基金
[33:57] 那种味道的话就有点类似像金融风暴前的味道
[34:01] 然后大家在想说这一次到底是网络泡沫化先来呢
[34:06] 还是金融风暴先来呢
[34:08] 大家都不知道
[34:09] 但是我想要跟你分享一个数据
[34:12] 我们在网络泡沫化跟金融风暴的话
[34:16] 其实金融风暴的那一次
[34:18] 整体股市的回挡幅度是最大的
[34:21] 所以我们就来看
[34:22] 如果我今天呢
[34:25] 在那一次金融风暴的循环里面
[34:27] 我如果做单笔投资
[34:29] 跟呢我去做定期定额的投资的话呢
[34:32] 我的结果大概会长什么样子
[34:34] 你如果在那个时间点当中啊
[34:36] 你从2007年一直坚持到2011年
[34:40] 你如果做单笔投资的话
[34:42] 当然你的受伤的程度的话
[34:45] 没有说到四十几趴嘛
[34:47] 因为你后来时间开始慢慢涨回来了
[34:50] 可是你在这个循环里面的话
[34:52] 你整体的报酬
[34:53] 大概还是负8.6个percent左右
[34:55] 可是你知道吗
[34:56] 你如果是不用单笔投入
[34:59] 而是用了定期定额的方式
[35:02] 金融风暴
[35:04] 这种让全世界投资人都感到害怕的时间点
[35:09] 而你竟然在这个时间点里面
[35:12] 透过定期定额
[35:13] 你的报酬率还能够拿到22.4个percent
[35:16] 多么惊人的一个表现
[35:19] 当用单笔投资是负8%
[35:22] 而你用定期定额却是正22.4%的时候
[35:26] 我跟你说
[35:26] 你跟别人的距离就差了三成
[35:30] 好不好
[35:31] 这一来一往的话
[35:33] 整个财富累积的一个效益就被扩大了
[35:37] 所以当然说我们在其他的循环里面
[35:40] 我们的统计资料
[35:41] 大概全部通通都是正报酬的
[35:44] 甚至在最好的时候
[35:45] 还有到六十几个percent的
[35:47] 那当然我们透过这样子的一个资料的分享
[35:50] 我们想要跟投资朋友做一个说明
[35:53] 就是你今天在做投资的过程当中
[35:57] 千万不要以为说定期定额听起来好像很普通
[36:01] 但是往往这种普通的方式
[36:04] 你只要坚持做下去
[36:06] 你都可以得到非常好的一个投资的一个效果
[36:10] 而且很多的券商很多的平台
[36:13] 他都提供了一个
[36:14] 自动扣款的一个功能
[36:15] 他可以帮助你去克服你的心魔
[36:18] 所以他真的是你在投资市场
[36:21] 做投资的过程中
[36:23] 最好的一个帮手
[36:24] 所以我们会跟投资朋友讲说
[36:26] 你一定要好好的运用
[36:27] 这样子的一个机制
[36:28] 让你的投资的绩效
[36:30] 可以再往上一层楼
[36:31] 好 因为我自己有一些好朋友
[36:34] 认识我这么多年了
[36:36] 他们到今年才跟我说
[36:38] 他们要买台积电
[36:39] 也没有不行
[36:41] 我今天早上
[36:42] 真的就
[36:43] 等一下可以给古瑜
[36:44] 看我的赖记录
[36:45] 我今天早上
[36:45] 因为他又睡得比较晚
[36:47] 我一个很好的朋友
[36:48] 女生
[36:48] 我就传讯给他说
[36:49] 今天台积电应该会有便宜价
[36:51] 然后等他起床的时候
[36:52] 最便宜的那个点
[36:53] 已经没有了
[36:54] 也没关系
[36:55] 他就跟我说
[36:56] 好哦这样子
[36:57] 然后因为他之前
[36:58] 第一笔买在快要2000块钱
[37:00] 但是幸好
[37:01] 他买的是小额的
[37:03] 就是零股
[37:03] 所以他觉得往下买
[37:05] 就例如说
[37:05] 回到1900
[37:06] 回到1800
[37:07] 他还不会觉得很害怕
[37:08] 因为金额不大
[37:09] 但是我会觉得
[37:10] 干脆叫他买这种定期定额就好了
[37:12] 刚刚讲到平台
[37:13] 我们的老朋友肌肤通
[37:15] 上面就有基金
[37:16] 基金就是一个
[37:17] 每个月几千块钱可以做到的事情
[37:19] 对没有错
[37:20] 因为你不要小看台移电零股
[37:22] 台移电零股一股也要快要两千
[37:25] 一千八一千九
[37:26] 你每天买
[37:27] 或是说这两天有跌
[37:29] 你可能就三四千去了
[37:31] 或是这个礼拜你就五六千去了
[37:33] 有时候有的人还是会觉得压力有点大
[37:35] 所以如果要真的是小额开始的话
[37:37] 用肌肤通这种平台去设定定期定额
[37:40] 其实是个很好的方式
[37:41] 那再来单押台积电
[37:43] 难免会有一点点的压力
[37:44] 刚刚先前也讲了
[37:45] 虽然是我们的护国神山
[37:47] 让我们今天台股跌得比较少
[37:48] 可单一个股
[37:50] 难免大家就会觉得
[37:51] 有一点怎么讲太集中
[37:53] 所以如果去买
[37:54] 这个股票型的基金
[37:56] 会不会更好呢
[37:57] 其实我们会非常建议
[38:00] 我们的投资朋友
[38:01] 你在做投资的过程当中
[38:03] 你如果不愿意花时间
[38:05] 去研究一档股票的话
[38:07] 那你从一开始
[38:09] 就不应该去碰股票
[38:10] 虽然现在你可能会在市场当中
[38:13] 大家都跟你讲说
[38:14] 护国神山好
[38:16] 台积电好棒棒
[38:17] 台积电的技术全世界领先
[38:19] 我们绝对不可能被别人超越
[38:22] 但是我想跟你说一个很有趣的事情
[38:24] 你知道吗
[38:25] 我在大概在2013年
[38:28] 我在外面教书的时候
[38:29] 那时候的投资人
[38:31] 听到台积电三个字
[38:33] 只能够以露出鄙夷的表情
[38:35] 在看着我
[38:36] 说老师
[38:37] 你怎么会跟我介绍台积电这档股票呢
[38:40] 他又不会动
[38:41] 股价跟牛皮一样
[38:43] 怎么有人会推荐我去买他呢
[38:46] 可是时过今日
[38:48] 过了十几年之后
[38:49] 现在人人说他好
[38:51] 现在人人说他棒
[38:52] 人人都说因为有了他
[38:54] 我的人生充满了骄傲
[38:56] 甚至我去外面吃饭的时候
[38:58] 旁边的人还怕
[38:59] 你不认识我老公在台积电上班
[39:02] 还要一直提醒
[39:03] 我老公在台积电上班
[39:05] 我老婆现在在里面值班
[39:06] 我听到都躁郁了你知道吗
[39:09] 所以可以见得现在
[39:11] 以台积电来讲的话
[39:14] 它确实是我们的一个骄傲
[39:16] 可是刚刚赵华讲的也没有错
[39:18] 任何一档股票
[39:20] 它毕竟都是会有一个循环跟起落的
[39:23] 那你在这投资的过程中
[39:25] 如果你可以掌握产业的动态
[39:28] 那你可能在选择的过程中
[39:30] 是比较有把握的
[39:31] 可是我常常会跟我的学员讲一件事情
[39:33] 你哪有那么多时间
[39:35] 而且你也不是产业内的人
[39:38] 你不可能搞得那么清楚的
[39:39] 所以你最好的方式呢
[39:41] 还是用所谓的股票型基金来做投资啊
[39:44] 他会是一个比较好的一个选择
[39:46] 那当然接下来的问题呢
[39:49] 就会变成说
[39:49] 老师竟然股票型基金是个好选择的话
[39:53] 那你有没有一些好的标的物
[39:54] 可以推荐呢
[39:56] 来给我们来做一个参考
[39:57] 来我跟你说
[39:58] 当然是有参考
[40:01] 我们才会在这边跟你讲嘛
[40:03] 对不对
[40:03] 首先我们在选择标的物的话
[40:06] 有一个基本的原则
[40:08] 就是你要先跟你的对标的指数
[40:11] 来做一个比较
[40:13] 我今天买的过程当中
[40:14] 如果我买了基金
[40:16] 但是它的绩效
[40:17] 长期都落后于指数的话
[40:19] 那基本上你买这一档
[40:21] 是比较不划算的
[40:22] 所以我这边帮各位做了一些挑选
[40:25] 就是说它在近一年
[40:28] 近三年
[40:29] 近五年
[40:29] 甚至近十年
[40:30] 它整体的一个表现
[40:32] 都能够优于我们的一个加权指数的
[40:36] 那我们把这些产品挑出来
[40:38] 来跟各位做一些分享
[40:40] 如果说你今天你想要去做定期定额
[40:44] 然后去买股票型基金的话
[40:45] 大家有哪几档
[40:46] 可以来让各位做一个参考
[40:48] 比如说像安联的台湾科技基金
[40:51] 这个很强
[40:52] 三年的话
[40:54] 他交出了156%的一个报酬率
[40:56] 这个在定期定额里面
[40:57] 是一个非常受欢迎的一个产品
[40:59] 那还有另外一档的话
[41:01] 像是统一的奔腾基金
[41:03] 这个也是很厉害
[41:04] 三年的时间的话
[41:05] 他也交出了114%的一个报酬率
[41:08] 那或者是说呢
[41:10] 你在投资的过程当中
[41:12] 你想要呢
[41:14] 把你所有的成本
[41:16] 尽可能的全部都降下来的话
[41:18] 那我们的好朋友基富通
[41:21] 不是又跑出来了吗
[41:22] 因为像基富通这边呢
[41:24] 他有所谓的TISA级别的基金
[41:25] 他可以呢
[41:26] 让你在买进卖出
[41:29] 还有持有的过程中
[41:30] 所有的费用率尽可能的帮你压到最低
[41:33] 所以呢
[41:34] 像是统一的大满贯基金这种的
[41:37] 他有TESA级别的一个产品
[41:39] 可以让你来做一个选择
[41:41] 他的报酬率也不错
[41:42] 他近三年的话呢
[41:43] 也有108个percent
[41:44] 所以呢
[41:45] 你看哦
[41:46] 像你今天在投资的过程当中啊
[41:48] 我们常常在讲说
[41:49] 你如果今天能够击败指数
[41:51] 你的表现就已经算很好了
[41:53] 可是你自己要去击败他
[41:55] 其实难度还蛮高的
[41:56] 但是呢
[41:57] 我今天呢
[41:58] 已经确定了有一些基金
[42:00] 它的一个长期的表现
[42:01] 不是一年两年而已
[42:03] 我刚刚跟你讲的这些
[42:05] 都是在我们台股市场
[42:06] 已经发行超过十年以上的
[42:09] 有这么长的一个记录
[42:11] 至少有两次的景气循环的
[42:13] 一个时间的长度在这个地方
[42:16] 当然你在选择的过程
[42:17] 你的信心度就会非常的高
[42:19] 或者是说
[42:20] 你觉得只买国内的产品
[42:24] 不够刺激的话
[42:26] 你可以考虑买海外型的基金
[42:28] 其实海外型的基金
[42:30] 我也帮各位找了一些
[42:31] 那海外型的基金
[42:33] 大部分都是跟
[42:34] NSCI的世界指数
[42:36] 来做一个比较
[42:38] 那像海外型的基金
[42:39] 也有基档很强
[42:40] 比如说像
[42:41] 富华的华人世纪基金
[42:44] 这个近三年有153%
[42:45] 这个里面也是相当的厉害
[42:48] 那或者是另外一档像我们在买ETF的时候大家不是很喜欢买00757吗因为金牙股可是它过去一年普你千万不要这么说虽然它在ETF的这一块
[43:01] 可能你觉得757在最近的表现
[43:03] 因为大型股的关系
[43:05] 表现比较普就这么理想
[43:06] 可是在海外型的基金里面
[43:09] 有一档叫做统一全球新科技基金
[43:12] 它整体的一个配置跟架构
[43:14] 有点像00757
[43:16] 那他的话呢
[43:18] 在最近三年交出来的绩效呢
[43:20] 也高达121.9个percent
[43:22] 所以呢
[43:23] 他的效果呢
[43:23] 也是非常不错的
[43:25] 那或者是说呢
[43:26] 有一档的基金
[43:27] 他算是在台股市场中
[43:29] 最早去切入AI相关主题的
[43:31] 叫做富华全球物联网科技基金
[43:34] 这是呢
[43:35] 他很早期呢
[43:36] 就在大概在2017年左右
[43:38] 就已经切入到AI相关的市场里面去了
[43:42] 他交出来的报酬率也高达129个percent左右
[43:45] 所以呢
[43:45] 不论你想要在国内的股票型基金上面
[43:50] 去找好产品
[43:51] 或者是说你想要在海外的股票型基金上面
[43:55] 找好产品的话
[43:56] 基本上这些都是有选择的
[43:59] 而且你都可以用定期定额的方式
[44:01] 来做一个长时间的投入
[44:04] 那这样子的话
[44:04] 就算市场有上上下下的波动
[44:07] 你只要能够坚持去做定期定额的话
[44:09] 时间累积够长
[44:11] 你一样可以拿到非常漂亮的一个绩效
[44:13] 大家现在很流行就是ETF
[44:15] 那大家也可以发现
[44:16] 这些热门的基金
[44:17] 他们去发行主动ETF的时候
[44:20] 也是市场上热门的标的
[44:21] 但是主动式ETF
[44:22] 毕竟他进入门槛
[44:24] 一张10块发行
[44:25] 或者15块发行
[44:26] 他就是1万多
[44:27] 我觉得资金水位比较大的朋友
[44:30] 当然可以考虑
[44:31] 但是基金的入门的门槛
[44:33] 真的就是比较低
[44:34] 然后平台的设计
[44:35] 也真的是相对很完善
[44:37] 因为他这个产品历史比较悠久
[44:40] 那基布托是帮大家
[44:42] 争取这个手续费的降低
[44:43] 甚至TESA级别
[44:44] 是经理费也会降低
[44:46] 所以这已经是很佩服
[44:48] 就是很造福大家
[44:50] 我觉得大家可以回头来看看
[44:51] 我还最近在翠
[44:52] 上面看到有人说
[44:53] 这个安联他有三宝
[44:55] 安联三宝其实也在我们
[44:57] 这次定期定额的
[44:58] 热门排行榜前三名
[45:00] 他说安联三宝的绩效这么好
[45:01] 怎么安联的主动式表现还好
[45:04] 我觉得大家给安联一点时间
[45:05] 安联主动式才发好像一两个月
[45:08] 你们就觉得主动式比基金烂很多
[45:10] 没有没有没有
[45:11] 大家不要这样想
[45:12] 都不错
[45:13] 各自有各自的优点
[45:14] 但是呢
[45:15] 这边讲定期定额
[45:16] 大家也知道
[45:17] 赵华最近会跟大家讲说
[45:19] 破月线
[45:20] 我会加码
[45:21] 对不对
[45:21] 我今天也跟大家坦诚
[45:23] 我今天有去挂单
[45:24] 因为大家如果注意一件事
[45:26] 大盘是破月线
[45:28] 可是之前跟大家分享的一些ETF
[45:30] 是没有破月线的
[45:31] 因为他们会去自己创造绩效
[45:34] 所以很强
[45:34] 大家喜欢的这个988
[45:36] 今天是没有破月线
[45:37] 但谁有破月线呢
[45:39] 985A有破月线
[45:41] 988A
[45:42] 这个是海外的
[45:43] 有破月线
[45:44] 所以今天我有捡到
[45:46] 可是这个心态是什么呢
[45:48] 这个心态就跟
[45:49] 吉普通的第一档自动扣
[45:51] 有点像
[45:52] 对
[45:52] 大家也希望说
[45:53] 定期定额
[45:54] 我其实有时候去楼下梳化
[45:56] 化妆
[45:57] 他们也很聪明
[45:58] 有在做定期定额
[45:59] 他就会有点挣扎说
[46:00] 今天台股或是美股暴涨
[46:03] 偏偏我是今天扣款
[46:05] 感觉就不是很舒坦
[46:07] 对
[46:07] 所以我们必须在考量人性上面
[46:10] 如果今天跌下去
[46:11] 跌了又好怕
[46:12] 会不会明天再跌
[46:13] 后天再跌
[46:14] 那我要有一只手抓住我
[46:16] 按下去
[46:17] 在这个你觉得应该要买的时间点
[46:20] 第一档去扣就对了
[46:22] 对没有错
[46:22] 因为其实我们在投资的过程里面
[46:26] 我们有一个观念要跟投资朋友讲
[46:29] 首先第一个
[46:30] 你一开始买的这个标的物
[46:32] 它有没有右上角的特性
[46:35] 什么叫做右上角的特性
[46:37] 就是随着时间过去
[46:38] 它的镜子能会往右上角这边去做移动的
[46:41] 代表它在长线持有的过程中
[46:44] 它是有累积效果的
[46:45] 那像这种产品的话
[46:47] 才值得你去拥有
[46:48] 这是第一个条件
[46:49] 那第二个条件是
[46:50] 你要怎么在市场震荡的过程当中
[46:54] 去加速你财富的一个累积
[46:56] 其实像刚刚赵华讲的
[46:58] 就是一种加速财富累积的一个效果
[47:00] 就是在回荡比较深的时候
[47:03] 去做一个加码的动作
[47:05] 然后呢
[47:06] 让后面的时间去慢慢的去带动
[47:10] 我现在扣的这个部位
[47:12] 创造出更好的一个绩效
[47:13] 我们今天讲一个比较实物一点的问题
[47:16] 比如说像2025年
[47:18] 整体的加权市场的涨幅
[47:21] 大概超过三成以上
[47:23] 可是你如果在2025年的三四五月
[47:27] 任何一个时间点
[47:28] 你有去做一个加码投入的话
[47:31] 不好意思
[47:31] 你那一笔的绩效的话
[47:34] 应该会接近80到100个percent
[47:36] 因为那时候市场是一个大幅回挡的一个现象
[47:40] 所以我们透过这个比较极端的例子
[47:42] 我们来跟各位分享一个概念
[47:44] 你今天想要得到更好的绩效
[47:47] 你在低档的时候加
[47:49] 这是一个必要的动作
[47:51] 可是这就会衍生到另外一个问题了
[47:55] 你会怕
[47:56] 会怕
[47:57] 而且你不知道要加几次
[47:58] 其实像财股这次来回测已经很多次了
[48:01] 然后你也不知道到底几趴去做加
[48:04] 才会对财富累积的效果
[48:06] 会有最大化的一个好处
[48:09] 所以像基富通的平台这边
[48:12] 我们必须坦白讲一件事情
[48:14] 这是一个持续进化中的一个平台
[48:16] 我们大概从去年到目前为止
[48:20] 我们介绍过很多次
[48:22] 肌肤通的一个产品内容
[48:24] 我们有发现到一个很有趣的现象
[48:27] 我们每次的一个介绍
[48:29] 都发现它在功能上
[48:31] 它又再度做了更好的一个进化
[48:33] 比如说像之前的话
[48:35] 可能只能纯粹做定期定额
[48:37] 后来推出一个TESA级别的产品
[48:40] 那在最近的话呢
[48:42] 他又推出了说
[48:43] 一个基金的部分
[48:44] 可以跟元大证金合作
[48:46] 可以去做一些抵押的一个功能
[48:48] 那现在的话
[48:49] 更进阶的功能来了
[48:50] 就是刚刚赵华有讲到的
[48:52] 所谓的自动扣的功能
[48:53] 简单来讲
[48:54] 他就是自动在低档的时候
[48:56] 做加码投入的一个动作
[48:59] 那他的一个设计的条件
[49:01] 是这个样子
[49:02] 他会跟呢
[49:03] 20天前的基金的净值
[49:06] 来做一个比较
[49:07] 达到设定跌幅的时候
[49:09] 他就会做自动的一个加码
[49:11] 那这个自动加码的跌幅的话
[49:13] 你可以选择-3%-5%
[49:15] 或是-10%或是-15%
[49:18] 好就是看你想要加码的意志力
[49:20] 到底有多强劲啊
[49:22] 那你如果今天呢
[49:24] 选的跌幅的那个选项比较大的话
[49:27] 那当然你加码次数就会比较少一点嘛
[49:30] 那除此之外的话呢
[49:32] 他里面有一个地方是很特殊的
[49:34] 很多的基金平台啊
[49:36] 遇到呢
[49:37] 自动的低档加码
[49:39] 大概就只给你加一次而已吧
[49:42] 很多什么像定期不定额啊
[49:44] 那你可能符合条件呢
[49:46] 他也不过就是这一次扣款的时候
[49:48] 把你的金额提高一次提高一下
[49:51] 那请问你能够扣几次
[49:52] 就扣一次
[49:54] 可是呢
[49:55] 低档通常会低档一段时间吧
[49:57] 那你如果能够在低档这段时间
[49:59] 做连续性的一个扣款
[50:01] 那对你的绩效的反弹
[50:03] 会不会有很大的一个帮助
[50:05] 这是会的哦
[50:06] 所以在基富通的
[50:09] 这个自动低档加码的功能里面
[50:11] 它非常的一个特殊
[50:12] 除了它可以让你选择
[50:14] 就是说它的跌幅多少的时候
[50:16] 才开始做这件事情
[50:17] 那另外一个的话就是
[50:19] 它有连续扣的功能
[50:21] 而且它最多可以让你连续扣10次
[50:24] 其实我刚刚有在思考一个问题
[50:26] 为什么不能够连续扣30次呢
[50:29] 你有钱你可以
[50:30] 对
[50:30] 基本上不行
[50:32] 基本上不行
[50:33] 那这个系统的设计的话
[50:35] 是他最多呢
[50:37] 一个月就是可以让你做连续十次的一个扣款
[50:41] 连续扣十次
[50:42] 你真的是很多钱
[50:43] 这样
[50:43] 对啊
[50:44] 我刚一直在跟大家强调说
[50:47] 就是资金
[50:48] 为什么要用基辅通
[50:49] 因为你两三千块就可以开始
[50:51] 对
[50:51] 你十次也就两三万块钱
[50:55] 那以你来说
[50:56] 你可能扣两三百万
[50:57] 你也没差
[50:58] 不是这样子讲的
[50:59] 因为我们在投资的过程里面
[51:01] 我们过去在很多地方都会跟投资者有沟通
[51:05] 一件事情
[51:06] 就是你如果今天
[51:07] 在低档的时候
