[00:00] 欢迎收听赵华宇古惑仔第1084集
[25:43] 最近的一个这个股价的一个表现
[25:46] 跟过去有点脱胎换股的一个表现
[25:49] 当然我相信经理人会看到他
[25:52] 也是因为就像我们之前所说的
[25:53] 它可能最坏的情况就是这样
[25:56] 再加上它又有转入到
[25:58] 这个AI相关领域
[25:59] 那所以它在整个基本面上
[26:01] 会有一点点转股
[26:03] 那这样的情况下
[26:04] 当然经理人会在这边
[26:05] 去做一个加码跟买进
[26:07] 我觉得这个其实也是近期
[26:08] 它股价往上去做一个走高的原因
[26:11] 所以从这些的一个例子来看
[26:15] 其实我个人都认为说
[26:17] 中长线来看
[26:19] 还是要去参考一下
[26:21] 就基本面它的一个发展
[26:23] 但是在短线来讲
[26:24] 因为短线上面的一个股价
[26:26] 影响股价的因素其实蛮多的
[26:29] 像我们刚刚提到
[26:30] 可能是短线上面
[26:32] 这个投信的筹码松动
[26:34] 或者是这个
[26:36] 例如说有一些
[26:38] 这个消息面的一个影响
[26:40] 那造成股价的一个
[26:42] 就是下跌跟修正
[26:44] 但如果说基本面
[26:45] 没有太大幅度的改变的话
[26:47] 对投资人来讲
[26:49] 两个动作
[26:50] 第一个就是去确认一下你的持股比例
[26:53] 如果真的太高
[26:54] 下跌的幅度你没有办法掌握的话
[26:58] 我们也就是事实物质而为俊杰
[27:01] 我们其实也是稍微减码的一些
[27:04] 如果你真的很看好
[27:06] 基本面也没有问题
[27:07] 减码后的这些的部位
[27:10] 其实真的可以再低档再去做买回
[27:12] 像我个人都是有在做这样子的一个操作
[27:15] 有些长线的那些的趋势
[27:18] 例如说BBU好了
[27:19] 我们就知道
[27:20] 2027年才会有产品出来
[27:22] 可是
[27:23] HPDC的部分
[27:24] CPU还不是一样
[27:25] 对
[27:25] 可是就是
[27:26] 所以我才说
[27:27] 那就是
[27:27] 每个人每个人
[27:28] 那个操作的一个
[27:30] 这个
[27:30] 基调是比较不一样
[27:32] 操作的逻辑是比较不一样的
[27:34] 所以
[27:34] 长线看好的一些产业
[27:36] 如果说股价有这个
[27:38] 高低档波动
[27:39] 我们还是可以去做一点
[27:40] 就是持股上面的一个调整
[27:42] 好
[27:43] 当然不容易啦
[27:45] 这个高出低进什么的
[27:47] 都是不是那么容易的事情
[27:48] 像我就很容易属于死爆活爆
[27:51] 我比较容易会变成这样
[27:52] 不是说我都没有停损意识
[27:54] 而是我们刚刚举的例子
[27:55] 是像普洱KY这样的例子
[27:57] 我就比较容易会变成
[27:59] 反正就真的是死爆活爆
[28:00] 因为我觉得它没有什么问题
[28:02] 它只是不被青睐的问题而已
[28:05] 然后确实它有高速传输的题材
[28:07] 但它高速传输的题材
[28:08] 能不能很快的可以连接到
[28:10] 比如说比重上非常
[28:12] 来自于AI大厂或什么的
[28:14] 可能都会需要一点点时间
[28:15] 但是公司的体质不错
[28:16] 公司的技术也不错
[28:17] 所以我觉得这个是他一个很强的底气
[28:19] 就算他
[28:20] 就算他弱势
[28:22] 就是不涨也是四五百块
[28:24] 就代表他的获利很好
[28:26] 所以这个东西
[28:28] 非常非常的见仁见智
[28:30] 所以希望大家在听到我们讲一些股票的时候
[28:33] 也要理解他会有这样的问题
[28:35] 很难说
[28:36] 赵华说
[28:38] 韦泰说
[28:38] 他都已经跌到很有价值
[28:40] 甚至老板都说很有价值
[28:41] 可是可能老板
[28:42] 我必须讲
[28:43] 老板本身也许并不是那么的喜爱操作股票
[28:48] 真的
[28:49] 因为我必须讲他
[28:51] 这样好吗
[28:53] 但是稍微讲一下
[28:55] 他其实自己就有回来买
[28:57] 他买的价格
[28:58] 我跟你讲就跟
[28:59] 好这样举个例子好了
[29:00] 潘建成不是
[29:01] 潘建成董事长
[29:02] 好像直呼名会有点诡异
[29:04] 不是自己买群联吗
[29:06] 那很多人都觉得说
[29:07] 老板自己出手买自家股票
[29:08] 应该就会是很好的识点
[29:09] 可是没有啊
[29:10] 群联后来因为整个记忆体
[29:12] 在台湾的筹码比较乱
[29:13] 而且大家会有点担心
[29:15] 台湾没有做到
[29:16] 比较高阶的商品
[29:17] 等等的之类的原因
[29:18] 他买的价格
[29:20] 讲完还是继续跌
[29:21] 那我觉得普雷克
[29:23] 就有点这样的状况
[29:24] 老板自己也觉得
[29:25] 真的已经很便宜了
[29:26] 就买了
[29:27] 还说你可以去查
[29:28] 那个股东持股名单
[29:29] 你去刷
[29:30] 真的是持股增加
[29:32] 这样子
[29:32] 这个是许久之前的事情
[29:34] 还不是最近的事情
[29:35] 那他也被套了
[29:37] 就那一次他跟我讲的时候
[29:38] 到现在他也被套了
[29:39] 对
[29:39] 那所以他如果要做股价
[29:42] 他就去跟市场主力或什么
[29:44] 可能大家就四四六六
[29:45] 或者公司拿一笔钱出来说
[29:46] 可是公司是老老实实
[29:48] 实实库藏股
[29:49] 所以我觉得这些就是
[29:51] 我觉得是好的啦
[29:52] 就是这个给人的诚信感是好的
[29:55] 对
[29:55] 不是说在那边大力promote他
[29:57] 只是说这过程中
[29:58] 可能老板自己也是等很久
[30:01] 或者公司派自己也是等很久
[30:02] 对
[30:03] 没有刻意要说
[30:04] 我发一个什么消息
[30:05] 我也是AI
[30:06] 我也怎么你们忽略我
[30:07] 然后把它炒上去
[30:08] 没有这样的一个态度
[30:09] 其实我还蛮怕那种
[30:11] 就是Invar在日本市场太深的老板
[30:14] 对
[30:14] 所以反过来
[30:16] 其实我对于就是
[30:17] 好的一些公司的经营者
[30:19] 其实我会给他一点点时间
[30:22] 因为我会相信
[30:24] 他终究会把公司
[30:25] 带往一个比较好的方向
[30:28] 或者是脱离困境
[30:29] 所以其实我对于
[30:31] 这次联发科的一个走势
[30:33] 我个人是非常持正面态度
[30:35] 是
[30:35] 就像我刚刚说的
[30:37] 我相信他们的经营者
[30:39] 不管是他历行先生
[30:40] 或者是他的创办人
[30:43] 我觉得以过去联发科
[30:45] 他在从手机的一个市场
[30:49] 然后在中国崛起
[30:52] 然后就像我上次在达安秀所说的
[30:55] 拳打南山蒙古
[30:57] 脚踢北海角龙
[30:59] 对不对
[31:00] 他现在不仅是挑战高通
[31:03] 他还挑战博通
[31:05] 所以我说一个好的经营者
[31:07] 他其实值得我们去做
[31:08] 持续的一个关注
[31:11] 然后有宣布买股票
[31:14] 股票大涨
[31:15] 当然就是台积电
[31:16] 对
[31:17] 魏哲佳
[31:18] 对不对
[31:19] 魏董
[31:19] 他对啊
[31:20] 而且他也跟大家讲说
[31:22] 至少2000嘛
[31:24] 对不对
[31:25] 达正啦
[31:26] 对不对
[31:26] 对
[31:27] 相信魏哲佳
[31:28] 明年换新家
[31:30] 对
[31:31] 我觉得其实
[31:32] 但这些是一些
[31:33] 我们茶余饭后的一个聊天的一个话题
[31:36] 但是我刚刚想强调的是
[31:37] 其实如果说你真的想要去
[31:39] 长期投资一档股票
[31:41] 它的经营阶层绝对绝对
[31:43] 是我们必须要去考量的一个环节
[31:46] 好
[31:47] 这个真的是有点小闲聊
[31:50] 而且像我讲一讲
[31:51] 我就想说
[31:51] 要把它讲出来吗
[31:54] 也是会有点小犹豫
[31:56] 然后感觉上也是人家的秘密
[31:57] 不过就是就如同刚刚讲到
[32:01] 其实去查是查到的
[32:02] 就是自家到底对自家有没有信心
[32:05] 有没有真的在加码
[32:06] 是查得到
[32:07] 就像每一次公司在实施库藏股
[32:09] 我们也会说
[32:09] 最后你还是要看一下
[32:10] 他到底在历年来
[32:12] 说要实施库藏股
[32:13] 有没有真的买呀
[32:14] 买在什么均价
[32:15] 有的是实施说要多少张
[32:17] 就买多少张
[32:18] 有的时候要实施
[32:19] 结果买个五张就不买了
[32:20] 就也不说是哪个集团了
[32:22] 有一个集团
[32:24] 每次说要买库藏股都没有
[32:26] 但最近也长得很凶
[32:27] 然后最后有人私讯说
[32:29] 赵华你讲的到底是谁
[32:30] 不好意思
[32:31] 能讲我就讲了
[32:33] 这个就是业内人士
[32:35] 长久下来也会发现
[32:37] 那当然像今天盘面上
[32:38] 还是有比较强势一些些的
[32:41] 那刚刚特别讲到
[32:42] 最近你说健康
[32:43] 有点不健康
[32:45] 因为今天跟昨天的下跌
[32:47] 加速非常的多
[32:47] 但是你说健康
[32:49] 有一个东西还算健康
[32:50] 就刚刚讲到的
[32:51] 跟着联发科
[32:53] 普瑞KY
[32:54] 或说有一些IP股
[32:56] 因为IP股这一波
[32:57] 也是比较慢发动的
[32:59] 那高价的先动了
[33:00] 创意力旺
[33:01] 这个世新KY之后
[33:02] 什么智源
[33:03] 对不对
[33:04] M31也来了
[33:05] 可他们两个家
[33:06] 当然是获利上面
[33:07] 比较没有跟上
[33:08] 这些千金股的
[33:08] 但是也来了
[33:09] 就跟随着这一挂的
[33:11] 还有刚刚讲到的
[33:13] 一些成熟制程
[33:14] 昨天Intel
[33:15] 盘后
[33:16] 因为公布台报嘛
[33:17] 盘后大涨20%
[33:18] 所以也不要小看Intel
[33:20] 其实Intel以前
[33:22] 真的是风光一时
[33:23] 是可以跑来
[33:24] 呛台积电的嘛
[33:25] 但是现在大家都会说
[33:26] 因为台积电
[33:26] 先进制程做得
[33:27] 非常非常好啊
[33:28] 所以就是
[33:28] 脚打南山猛虎
[33:30] 但Intel毕竟
[33:33] 它还是有过去的
[33:34] 那个底气在
[33:35] 不是烂到爆炸好吗
[33:36] 所以这个基本上
[33:38] 它虽然在先进制程
[33:39] 可能三奈米以下
[33:40] 真的是没有办法超车台一点
[33:42] 但是至少在
[33:43] 可能五奈米
[33:44] 七奈米
[33:44] 或者是说
[33:45] 它本身有一些
[33:46] 或者还有IC设计的部分
[33:48] 它都还是有它的底气在的
[33:49] 所以它昨天公布财报
[33:51] 是不错的
[33:52] 也代表这个华人的新CEO去
[33:54] 对他们来说
[33:55] 看来也确实有
[33:56] 脱胎换骨的一个效果
[33:58] 所以今天盘面上面
[34:00] 这些半导体是偏消费成熟
[34:02] 或是可以未来切进AI的新的TPU
[34:05] 新的晶片领域等等的
[34:07] 这些题材在发酵
[34:08] 当然夏林华科也会有人讲说
[34:10] 他不一定能那么快拿到Google的市占
[34:14] 也有人今天有在示警这件事情
[34:16] 就说最快最快
[34:18] 本来是今年的下半年可能第四季
[34:20] 也有人说可能第四季
[34:21] 不一定会有业绩进来
[34:23] 因为这个事情是有难度的
[34:26] 所以这个事情
[34:27] 我觉得也是拿出来
[34:28] 跟大家提醒一下
[34:30] 发哥涨了三四根的涨停板
[34:33] 是史上非常罕见的
[34:35] 非常罕见
[34:36] 它反映的可能是
[34:37] 今年年底的一个题材的话
[34:39] 大家还是要留意
[34:40] 短线上会不会就
[34:41] 事先把半年
[34:43] 甚至八个月后的事情反映掉了
[34:45] 我觉得这个也是不得不说
[34:47] 但还有一个资金题材
[34:48] 就刚刚讲到放宽ETF上限
[34:50] 这个对大型全职
[34:51] 尤其像发哥这种是属于
[34:53] 半导体IT设计又有配息
[34:55] 这样的公司来说
[34:57] 是蛮吃香的
[34:59] 必须讲
[34:59] 这些是综合考量的因素
[35:01] 但我觉得在风险上面
[35:03] 还是要提醒大家
[35:04] 发哥今年的营收
[35:05] 是应该不会成长的
[35:07] 跟去年比起来
[35:08] 这点要留意一下
[35:10] 对
[35:11] 讲到这个
[35:14] 这个主动式ETF的部分
[35:17] 我们刚刚聊到像是这个
[35:19] 普瑞这些的一个公司
[35:21] 其实我还是要稍微提一下
[35:25] 就是
[35:25] 研究員或者經理人
[35:27] 對於一檔公司
[35:28] 他的這個目標價
[35:30] 他有些
[35:31] 我們常常看報告
[35:32] 是例如說
[35:33] 六個月的目標價
[35:35] 大概是到某一個位置點
[35:37] 可是因為現在
[35:38] 太多的這個市場上面的
[35:41] 一個眼光
[35:41] 都看著他們的
[35:43] 這個手中的持股
[35:45] 那可能會新增
[35:46] 可能會增加等等
[35:47] 所以本來呢
[35:49] 預計六個月
[35:50] 才會達到他的目標價
[35:52] 可能在
[35:53] 不要講六天
[35:54] 太誇張
[35:55] 可能他一个月或两个月之内就达到了
[35:57] 那这部分其实对于就是操盘人来讲
[36:01] 或者研究员来讲
[36:02] 他可能就是对于这个股价
[36:04] 一旦达到目标价
[36:06] 他要么就是重新评价
[36:09] 然后再调升他目标价一次
[36:11] 或者他就有可能
[36:13] 假设他基本上其实也没什么特别大的改变
[36:16] 他就有可能就是处理一个
[36:18] 例如说区间操作的一个报告
[36:22] 或者中立的报告
[36:23] 那當然懂的人就懂啦
[36:25] 那對
[36:26] 那這時候
[36:27] 這時候可能這個股價
[36:29] 就會稍微有點這個
[36:31] 回弱的一個表現
[36:32] 所以我講那麼多
[36:34] 只想跟大家講說
[36:35] 主動CETF
[36:37] 或者是這一些
[36:38] 就是跟著主動CETF的外圍
[36:40] 這些的資金
[36:41] 其實它會把一檔個股
[36:43] 它的目標價提前反映
[36:45] 所以其實
[36:46] 在上面操作的這些投資朋友
[36:49] 如果你也是跟我一樣
[36:51] 喜歡看基本面
[36:52] 然后看他的一个产业趋势的话
[36:54] 也要稍微留意一下
[36:56] 就这个所谓目标价提早实现的一个可能情况
[37:00] 没有错
[37:01] 当然有人目标价提早实现
[37:02] 然后会不断的被跳高目标价
[37:04] 就是同伯级版跟载版
[37:05] 这两块
[37:06] 这两块
[37:09] 昨天晚婷来一讲了
[37:10] 对不对
[37:10] 我可以理解他的无奈
[37:11] 因为我们如果说是从以前
[37:13] 说要看产业会研究公司的时候
[37:16] 你真的会希望建立在一个
[37:18] 当然公司在成长的时候
[37:20] 评价一定会跟着提升
[37:22] 昨天有聊到所謂戴維斯雙極因為他的獲利提升了所以評價就會跟著提升了也就是本来赚10块变赚20块了结果本一笔呢你还给他赋予
[37:33] 从20倍变成30倍了
[37:34] 那不就是一个倍数大成长吗
[37:36] 叫戴维斯双挤的概念
[37:38] 但双挤到这样的程度的时候
[37:41] 我们都会有点觉得
[37:43] 飞到哪里去了
[37:44] 这个戴维斯双挤
[37:45] 已经变成两双翅膀了
[37:47] 飞去哪了
[37:48] 不过还是有一个
[37:51] 很现实的状况
[37:52] 就是现在不管去跟这个产业界朋友聊天啦
[37:54] 或什么的
[37:55] 例如说我最近常提到的
[37:57] 去跟记忆体的朋友聊天
[37:59] 就记忆体朋友告诉你
[38:00] 载板真的超级好
[38:01] 然后就像婉婷
[38:02] 去年吧
[38:04] 去参加这个PCB展
[38:05] 所有的PCB板厂都告诉你
[38:08] 专针真的好好
[38:09] 专针真的好
[38:10] 其实我们每一家板厂都需要专针的升级
[38:13] 我们都需要更多的专针
[38:15] 是一个共识这样子
[38:16] 很有意思啦
[38:18] 现在到哪里听到都会是
[38:19] 真的很缺载板
[38:21] 真的这个重播基板
[38:22] 真的是一直在涨价
[38:24] 需求跟着涨
[38:26] 然后呢
[38:26] 这个原物料也跟着涨
[38:28] 所以就两个东西
[38:29] 拉着它一起涨
[38:31] 但是到底台光电
[38:32] 现在涨下去
[38:33] 是要变成五千了吗
[38:34] 六千了吗
[38:36] 不可限量
[38:37] 我也不敢讲啦
[38:38] 因为我今天看到信华
[38:40] 我也觉得很猛
[38:40] 信华当初一万
[38:42] 大家就哇一万
[38:43] 现在一万七
[38:45] 那接下来呢
[38:46] 两万吗
[38:47] 一万七你想
[38:48] 你就从一百七变两百
[38:50] 好像不是很奇怪吗
[38:51] 所以一万七变两万
[38:53] 可能也不是很奇怪
[38:54] maybe台股就要出现
[38:56] 两万块的公司
[38:57] 这真的是一个
[38:59] 很多事情已经超乎我们
[39:00] 原本的股市经验
[39:02] 可以告诉我们的
[39:03] 但同样的就是
[39:05] 当资金热潮来的时候
[39:07] 它就是这么热
[39:08] 然后它可能会集中在
[39:10] 某一些特定的领域上
[39:12] 就算你觉得再怎么不合理
[39:14] 它就是会不合理给你看
[39:16] 所以现在势头上
[39:17] CCL跟这个载板
[39:19] 他就是市头上的公司
[39:21] 大家要不要去介入
[39:22] 真的非常看个人
[39:24] 例如我可能手上有一些低成本的
[39:26] 我就后面真的再也没有办法做介入了
[39:29] 那还是老话一句
[39:31] 我还是交给了所谓盘面上
[39:33] 这些主动是ETF的操盘人
[39:35] 那也有分享
[39:36] 对不对
[39:37] 有人他可能擅长买的是细光纸很多
[39:40] 有人很擅长记忆体很多
[39:42] 有人是很灵活
[39:44] 长短配什么的
[39:45] 大家可以去把他们稍微拆解一下
[39:48] 到底他们的主要持股是什么
[39:49] 当然主要是股会换的
[39:51] 因为他们现在换股算灵活的
[39:53] 可是还是有一个
[39:54] 我就有一个模板在
[39:56] 就有人特别像
[39:57] 我们常常讲说统一
[39:58] 为什么大家会把婉婷跟
[40:00] 这个陈川瑶经理人弄混
[40:02] 一个投股一个投信
[40:03] 可是毕竟都是统一嘛
[40:04] 投信会采用投股那边给的报告嘛
[40:07] 所以他们在PCB板上面
[40:08] 肯定是有非常非常多的资讯
[40:10] 还有他们对IP的研究
[40:12] 他们有个研究员
[40:13] 研究IP非常深入
[40:15] 所以肯定他们对IP的想法
[40:17] 一定也会很
[40:18] 就是比较积极
[40:20] 对
[40:20] 所以各家的ETF
[40:22] 会跟随着他们投顾那边
[40:24] 或他们自家的研究单位
[40:25] 会有不同的模型跑出来
[40:28] 我觉得这个也是
[40:29] 大家可以来练习观察的
[40:30] 对
[40:31] 其实我给我的同学们的建议都是
[40:35] 如果你要投资主动式ETF
[40:37] 就不要单押
[40:38] 因为不同的经理人
[40:40] 他在过去的一个成长的背景
[40:42] 可能会不一样
[40:44] 他擅长的这个族群也不太一样
[40:47] 刚好现在这个行情走到他擅长的这一块
[40:51] 他就会比别人更厉害
[40:54] 可是当然如果说
[40:55] 如果接下来这行情又走回到
[40:57] 举例假设说非电子
[40:59] 那可能就会有一些
[41:01] 过去曾经在这个产业研究上面
[41:04] 他是看这个所谓非电子研究员
[41:07] 他现在可能就会比较持想
[41:09] 所以我觉得这个主动式ETF
[41:12] 如果你要一直换
[41:14] 那你会觉得很辛苦的话
[41:17] 那我就不妨建议就是买个两三档
[41:20] 就是这个平均去做一个
[41:22] 所谓的一个这个布局跟持有
[41:25] 然后如果说真的
[41:26] 这个风从左边来
[41:28] 你就赶快去加码
[41:30] 那个就是他最擅长的
[41:32] 那个经理人
[41:34] 去加码他那一块
[41:35] 那其他的可能就先固定留持有
[41:38] 因为可能很多人是这两三年
[41:40] 才进入到台股市场
[41:42] 或者是说
[41:43] 本来对基金是没兴趣的
[41:45] 因为主动是ETF
[41:46] 它就是主动基金的延伸上来
[41:49] 其实ETF就是基金
[41:50] 它就是募集了众人的钱
[41:52] 去市场上做操作
[41:53] 只是因为以前挂在所谓的基金平台的话
[41:56] 它的净值就是一天解一次给你
[41:58] 你可能T加2的交割等等的
[42:01] 当然现在挂在台股市场也是
[42:02] 但是你可以随时随地看到市场的变化
[42:06] 以及他们现在持股的话
[42:07] 就比较没有说
[42:09] 好像卖掉后三天内你都不得再买回
[42:11] 或什么
[42:12] 他们的持股的规范
[42:13] 会比基金来的灵活很多
[42:15] 那为什么这么讲
[42:17] 是因为其实以前
[42:19] 主动式的基金
[42:20] 我们就会去注意到
[42:22] 操盘的人
[42:23] 他的一个背景是长怎样
[42:24] 这个差异就已经很大了
[42:27] 这个像以前
[42:28] 有一段时间
[42:28] 原物料很好的时候
[42:30] 我记得应该是元大吧
[42:31] 还是哪一家
[42:32] 他们就有这个基金的经理人
[42:34] 他们那个名称
[42:35] 有时候当然有的是科技
[42:37] 你可能就只能买科技
[42:38] 但有时候听起来是蛮综合的
[42:39] 例如黑马
[42:40] 什么黑马都可以
[42:42] 那种综合的
[42:44] 那一段时间
[42:45] 因为重压原物料
[42:46] 哇
[42:47] 这个基因绩效就喷出了
[42:48] 就跟现在重压AI
[42:49] 一样的道理
[42:50] 可是后来原物料消封了
[42:52] 那经理人就会有一点
[42:53] 一时之间
[42:54] 他没有办法把它换过来的问题
[42:56] 所以我们那时候会发现
[42:58] 台股基金会有一个
[42:59] 今年的冠军
[43:01] 通常隔年可能就会比较弱
[43:03] 因为随着这个市场的产业
[43:05] 是不断的换
[43:06] 可是这几年
[43:07] 整个规则有点被改变
[43:08] 这几年真的就是AI当道之后
[43:11] 你看以前的高股息
[43:13] 他其实去买一些价值传产
[43:15] 也是会上来的
[43:15] 现在都没有了
[43:16] 现在就是一定要纯纯的AI科技
[43:19] 才会跑在最前面
[43:20] 所以这两年
[43:21] 整个台股的状况
[43:22] 美股的状况
[43:23] 世界的状况
[43:24] 被AI颠覆非常多
[43:26] 所以会创造出PCB也很好
[43:29] 因为它跟AI有关
[43:30] CPU是新的
[43:32] 半导体不管是先进成熟
[43:34] 或者是连封测
[43:35] 连封测对不对
[43:37] 都已经沾到细光纸
[43:38] 沾到AI都开始变好了
[43:40] 然后记忆体也来了
[43:41] 所以现在的状况就会变成
[43:44] 刚刚韦泰讲的很棒
[43:45] 各个只要跟AI相关领域的经理人
[43:48] 都会有他厉害的一块
[43:49] 那他可能散在各个主动式基金
[43:51] 主动式ETF
[43:53] 那不妨买几个
[43:54] 当做像赛马一样
[43:56] 我记得我之前有形容过这件事情
[43:58] 不妨买一些像赛马一样
[44:00] 有人跑在第一名没有关系
[44:03] 因为下一次比赛
[44:04] maybe会换一个人跑在第一名
[44:05] 但你都有
[44:06] 对不对
[44:07] 好
[44:08] 这边的话像有一个朋友
[44:09] 他很简单的写了一段话
[44:10] 但我觉得蛮有趣的
[44:11] 也跟大家做一点分享
[44:13] 他说害诈话
[44:14] 你还自来熟吗
[44:17] 听你跟来宾对话的反应
[44:19] 讲话的声调
[44:20] 好真实很真诚
[44:21] 有时候讲到我心坎里
[44:23] 会扑呲笑出来
[44:24] 我是小散户
[44:25] 今年初才开始认真买股票
[44:28] 遇到股市很热
[44:29] 就遇到美益战争了
[44:30] 也熬过来了
[44:31] 才几个月
[44:32] 你怎么感觉到心境像是个
[44:34] 很多年了
[44:35] 之前卖掉的股票
[44:37] 有赚有赔
[44:37] 刚好打平
[44:38] 所以干脆把资金
[44:40] 一半放在基金和ETF
[44:42] 一半在个股
[44:43] 基金可以放心睡觉
[44:45] ETF也是这样
[44:46] 个股拿来练习
[44:47] 我所吸收到的知识
[44:49] 你说听众如果听你买981A
[44:51] 也会跟着买
[44:51] 会有压力哦
[44:52] 因为不止981A啦
[44:54] 好不好
[44:54] 所以呢
[44:56] 我也买了其他的主动ETF
[44:58] 就是要比较心态啊
[45:00] 我来看谁的绩效比较好
[45:01] 总之呢
[45:02] 想跟你说声感谢
[45:03] 也喜欢你跟达人的
[45:04] 互动反应很真实
[45:06] 太棒了
[45:07] 有赚钱都很好
[45:08] 就是他呼应了
[45:09] 他呼应了我们两个讲的
[45:11] 就是你就多买几档嘛
[45:12] 大家一起跑出去
[45:13] 然后就像今天我说
[45:14] 跑出去的就是跟台积电相关的
[45:16] 反而之前他没有像
[45:17] 其他主动是那么凶
[45:19] 但今天跟台积电相关的
[45:20] 一定就比较凶
[45:21] 对不对
[45:21] 然后好
[45:22] 这边呼吁一下
[45:23] 因为最近好像我的诈骗
[45:25] 也跑出来了
[45:25] 就是会透过私讯给大家
[45:28] 就是我的假账
[45:29] 因为现在假账都很厉害
[45:31] 假账会先封锁本人
[45:32] 所以如果你们没有给我网址的话
[45:34] 我凭空去找
[45:36] 我是找不太到那个假账的
[45:37] 因为他已经把我封锁了
[45:38] 假账会私讯给大家
[45:41] 就是安安我有标股
[45:42] 安安请你怎么样怎么样
[45:43] 然后即使这个是一个
[45:45] 已经行之有年
[45:47] 而我个人认为
[45:48] 应该大家都知道是诈骗的手法
[45:50] 还是有不少人
[45:51] 传讯息到我的信箱
[45:52] 到我的这个私讯问说
[45:54] 这是你吗
[45:55] 我觉得是诈骗
[45:55] 但是是你吗
[45:56] 因为可能大家都渴望
[45:57] 可以聊聊天
[45:58] 但我必须讲
[46:00] 因为我的李兆华River的
[46:02] 这个脸书粉丝团
[46:04] 他是一个官方粉丝团
[46:06] 就是说他不是个人
[46:08] 去买一个蓝勾勾
[46:09] 他是当初是
[46:10] 真的要经过跟脸书的申请认证
[46:13] 就是比较早几年就去做的事情
[46:16] 他才给的蓝勾勾
[46:18] 是不是花钱买的
[46:19] 所以他是一个官方粉丝团
[46:20] 官方粉丝团有个东西很有趣
[46:22] 他没有办法去私讯别人
[46:25] 他可以回
[46:26] 就是你可以私讯我
[46:27] 你可以讯息我
[46:28] 你要先追踪我才能讯息我
[46:30] 因为我现在改一个设定
[46:31] 你讯息我的时候
[46:32] 我可以回讯息给你
[46:34] 可是我不能主动去私讯任何人
[46:37] 就我不能骚扰人家
[46:39] 因为他可能觉得官方粉丝团
[46:41] 如果有人利用这个去做什么
[46:43] 也许很可怕
[46:44] 我不确定
[46:45] 所以我是不会去
[46:46] 我是没有这个功能去私讯大家的
[46:50] 因此当大家收到李兆华
[46:53] 用我这个官方频道的头像去私讯
[46:56] 那就一定是诈骗了
[46:58] 不好意思
[46:59] 想要跟我讲话的朋友
[47:01] 确实就帮我按一下追踪
[47:03] 你就可以讯息我了
[47:05] 那基本上我都会看
[47:06] 只是我不一定有办法
[47:08] 就是一则一则都有办法回答
[47:09] 但我会把大家的心意都收到了
[47:11] 这边再呼吁一下
[47:13] 那维泰这边的粉团的名字叫做
[47:15] 跟着我折击入室吗
[47:16] 对跟着我折击入室
[47:18] 对
[47:19] 当时会取这个名字是因为
[47:22] 我觉得第一个是维基入室听起来很帅
[47:25] 可是
[47:26] 笑哦
[47:27] 问题是实际上维基入室
[47:29] 真的能够活下来的没多少人
[47:31] 口袋不够深的话
[47:33] 我知道用折击入室的方式来去
[47:36] 在股票市场里面做投资
[47:38] 不过刚才知道
[47:39] 原来粉丝团是
[47:40] 我们是不能够主动
[47:42] 主动发讯
[47:43] 发私讯给
[47:44] 对因为我曾经想用粉团去
[47:47] 那个私讯我朋友
[47:48] 后来就发现
[47:49] 不行没有这个功能
[47:50] 我今天是
[47:51] 现在才知道
[47:52] 今天算是学到一课了
[47:55] 不过投资朋友
[47:56] 我相信那么聪明
[47:57] 应该很快的就能够判断
[48:00] 就是哪一些是诈骗
[48:01] 如果你是碰到了
[48:03] 疑似诈骗
[48:03] 你就直接把它封锁吧
[48:05] 就不要在那边
[48:06] 跟他纠缠了
[48:07] 对
[48:07] 因为大家可能
[48:08] 也比较分不出来
[48:09] 什么叫做官方粉丝团
[48:10] 或是个人粉丝团
[48:11] 去买蓝勾勾
[48:12] 这都是怪脸书
[48:14] 脸书为了要赚
[48:15] 这个蓝勾勾的钱
[48:16] 后来就开放
[48:17] 大家都可以买
[48:18] 因为这很麻烦
[48:20] 因为如果买的人
[48:21] 他也是一个诈骗
[48:22] 这也是有可能的
[48:23] 因为有些人很勤劳
[48:25] 就不停地搬运
[48:26] 别人的东西
[48:27] 搬运搬运
[48:27] 一下子也好几千个赞
[48:30] 或是追踪了
[48:31] 然后我当然
[48:32] 我发现我会砍掉
[48:33] 所以我会建议大家
[48:35] 发现诈骗要跟我讲的时候
[48:36] 最好把连结给我
[48:37] 因为他如果封锁我
[48:39] 我看不到嘛
[48:40] 可是你连结给我
[48:41] 我就可以立刻
[48:42] 给我们数位部门的人
[48:43] 就帮我来铲除
[48:45] 对
[48:45] 所以为什么有时候
[48:46] 人家传讯息给我
[48:47] 会说不好意思
[48:48] 请问你有连结吗
[48:49] 要有的人会觉得我很烦
[48:51] 就说对我已经图贴给你了
[48:52] 还要连结这样子
[48:53] 不是
[48:54] 我根本就没有办法
[48:55] 从图找到那个人
[48:56] 这是我一个比较大的困扰
[48:58] 所以大家拜托
[48:59] 好人做到底
[49:00] 看到诈骗
[49:01] 第一不要被骗
[49:01] 第一不要被骗
[49:03] 没有告诉我也没关系
[49:04] 至少你不要被骗
[49:05] 然后第二是
[49:06] 如果您已经有看到连结
[49:08] 麻烦就是连着连结给我
[49:09] 我可以马上请我们的数位部门处理
[49:12] 以避免更多人被骗
[49:13] 好
[49:14] 那我们今天的古惑仔就到这边了
