[00:00] 歡迎收聽趙華與古惑仔第1014集1014
[22:53] 做一個作戰的一個部分
[22:55] 那無人機因為有一個尷尬
[22:57] 就是無人機啊
[22:59] 臺灣的廠商很麻煩
[23:01] 因為無人機要去紅
[23:03] 可是臺灣的這個幾大煙滅廠
[23:06] 基本上都有點紅紅的mark在身上
[23:09] 因為他們都有中國的產地
[23:11] 然後也有要賣中國的市場
[23:13] 所以他們很怕說
[23:14] 他們一旦去佔了了這個
[23:16] 軍工會被對岸貼標籤
[23:18] 所以你看像這個偽創造推家叫金偉航太
[23:21] 其實他就一直不敢
[23:22] 很大力的去推金偉航太的東西
[23:25] 因為他就是怕被貼上這個紅色的標籤
[23:28] 對
[23:28] 好奇還蠻常講的
[23:30] 現在都是沒人講
[23:30] 對
[23:31] 你沒有講我忘記這件事
[23:33] 他就是偽創投的
[23:35] 對
[23:35] 但是偽創都不敢講這件事情
[23:38] 所以在這個軍工的行業裡面
[23:41] 我覺得會有新興的變化出來
[23:43] 就是說因為太大型的這些公司
[23:47] 都不敢來弄這一塊
[23:49] 包括你看到像做碳纖維
[23:51] 很有力的巨大美利達
[23:53] 他們也不敢來碰這個
[23:54] 因為他們也是中國油廠的
[23:55] 所以會有一些
[23:57] 原本的中型的企業
[23:59] 會在這個地方開始出人頭地
[24:01] 出人頭地
[24:02] 所以我說像什麼亞航
[24:04] 長龍航太
[24:05] 我覺得他們就是妥妥的
[24:07] 很純正的
[24:08] 不能講是綠
[24:10] 藍
[24:10] 我們說是藍色的標籤
[24:13] 不是紅色的標籤
[24:14] 他們有可能在這一段
[24:15] 大整理完之後
[24:17] 他們就可能開始起飛了
[24:18] 因為我目前看到
[24:19] 其實這個市場很大
[24:21] 很大
[24:22] 就是未來的兩三年
[24:24] 其實會有不斷的表演會進來
[24:25] 而且目前看起來臺灣的無人機
[24:27] 你去看美國在封鎖大疆
[24:29] 就告訴你說
[24:29] 他封鎖大疆
[24:31] 無非就是要讓臺灣無人機
[24:32] 可以進到美國市場去
[24:33] 所以其實美國跟臺灣
[24:36] 其實在無人機上面
[24:37] 已經有一個共識
[24:38] 就會有一個配套
[24:39] 讓臺灣的這個無人機產業
[24:42] 有個出海口
[24:43] 否則你臺灣無人機防洪之外
[24:45] 還只做臺灣市場
[24:46] 是做不了什麼太大的生意的
[24:48] 因為你的市場規模
[24:50] 就這麼一點點而已
[24:51] 所以他一定要有什麼
[24:52] 要有更大的出海口去配合
[24:54] 所以美國就是很大的出海口
[24:56] 所以想說這個地方是可以做觀察的
[24:58] 所以我們就
[25:00] 你看麗丹講了一大堆
[25:01] 所以說其實還有很多的股票可以講
[25:04] 不是沒有
[25:05] 那這邊需要我來插話語下來提詞了
[25:09] 剛剛講到了很多散熱
[25:12] 如果說是雙紅齊紅建策這一組
[25:15] 其實凱哥覺得這樣修正下來
[25:17] 大家已經可以開始重新列入觀察了
[25:19] 當然他們會在黃雲勳
[25:21] 講出這番話之後
[25:22] 我覺得那邊有震盪
[25:23] 可是業界跟法人圈
[25:25] 其實都有稍微出來講
[25:26] 目前看起來需求
[25:27] 還是非常的好
[25:28] 業績無虞
[25:29] 那就像前兩天
[25:31] 臺光店被人家寫小作文的時候
[25:33] 婉婷也特別出來講了
[25:34] 這個降規到底是怎麼降
[25:36] 本來就沒有用M9的東西
[25:39] 說從M9降不是很好笑嗎
[25:41] 所以有時候都要靠專業人士
[25:43] 來跟大家聊
[25:44] 最近市場會有這些傳聞
[25:45] 有時候不意外
[25:46] 為什麼
[25:47] 因為漲多了
[25:48] 如果打下來
[25:49] 你就會發現
[25:49] 搞不好當初在唱衰他的人
[25:51] 再進去買呢
[25:52] 有時候會有這樣的一個現象
[25:54] 對
[25:54] 像M9
[25:55] 陳導有講過
[25:56] 我說因為糧率比較低
[25:57] 所以他會在M8 Plus
[25:59] 這個等級上面
[26:00] 不會直接進入M9
[26:01] 可是市場就一直想要
[26:02] 炒作這個題材
[26:03] 就講說M9
[26:05] 要開始大量生產了
[26:06] 我就說基本上
[26:07] 反而在M8 Plus
[26:08] 反而給臺商更多的機會
[26:10] 因為M9他們的材料
[26:12] 都是日系的
[26:13] 其實臺系真的
[26:14] 做入M9材料非常的少
[26:15] 臺灣基本上都在M8
[26:17] 到M8 Plus這個等級
[26:18] 所以我就
[26:18] 讓臺灣廠商後進者有追價的機會
[26:22] 有這個追上技術實力的機會
[26:24] 所以我覺得其實不是壞事
[26:25] 其實是好的
[26:26] 那對臺光跟臺藥確實有點辛苦
[26:29] 就是因為他們就是有做M9的能力
[26:31] 只是我們的材料跟不上
[26:33] 對
[26:33] 然後做出來的良率就比較低
[26:35] 所以你覺得臺光會願意去做一個
[26:36] 良率比較低的東西嗎
[26:37] 我覺得不會願意
[26:39] 但是做空的人會覺得說
[26:40] 那你的報價就上不去了
[26:42] 你就是做既有的產品線
[26:44] 一樣像這幾天
[26:45] 我覺得像大型的伺服器廠商
[26:48] 可能也有這個所謂的
[26:50] 做不上去的問題
[26:51] 就是我們的Lubin
[26:52] 好像有一些規格
[26:53] 好像沒有原先的這麼高規
[26:55] 有點稍微降溫
[26:56] 就是規格沒有再往上提了
[26:58] 那一樣嘛
[26:59] 我們的廠商都是
[27:00] 有新品的時候
[27:01] 會順勢提高報價
[27:03] 那沒有新品的時候
[27:04] 你的報價可能就維持原本的狀況
[27:06] 甚至於會被砍價
[27:07] 所以我覺得
[27:08] 很多的高階伺服器的廠商
[27:11] 可能因為這個
[27:11] 在做一點股價的修正
[27:13] 但是我覺得其實
[27:14] 都還是有點想太遠
[27:16] 跟想太快
[27:17] 其實市場上
[27:18] 其實還沒有反映到這個
[27:19] 其實目前市場上
[27:21] 就還在GP300
[27:23] 其實Rubin
[27:24] 我說他還很久
[27:25] 還沒有到
[27:26] 對
[27:26] 但反正現在大家對Rubin
[27:28] 我覺得各自有各自的想象
[27:29] 就會覺得說
[27:30] 好像那時候DeepSeek出來
[27:32] 不用那麼多成本
[27:34] 我就可以達到這樣的效能
[27:35] 然後如果是提供給他的零元件廠商
[27:37] 就覺得壓力很大
[27:38] 那是不是不用升級了
[27:40] 不用漲價了
[27:41] 反正不用那麼多的成本
[27:42] 就可以有那麼高的效能
[27:43] 大家都會歷經這一段的
[27:45] 但是我想凱哥之前就跟大家講過了
[27:48] 到處都在開飲料店
[27:50] 或是到處都在開餐廳
[27:51] 我們提供杯子的
[27:52] 我們提供盤子的
[27:53] 我們提供飯碗的
[27:55] 不要擔心
[27:56] 我們是受惠的這一方
[27:59] 那這邊還有兩個大的議題我們還沒有聊一個當然是下個禮拜有臺積電的法說會今天雖然有臺積電的營收也很棒可是大家還好啦沒有什麼在管這個今天的營收
[28:10] 第四季破兆咯
[28:12] 一兆多
[28:13] 那一兆零四百多億元吧
[28:15] 這個是創下歷史新高
[28:17] 全年自然也是一個歷史新高
[28:19] 那當然以他第四季
[28:21] 原本的財策來說
[28:22] 是一個超過高標財策的表現
[28:25] 所以以2025年的臺積電來說
[28:27] 不是100分
[28:28] 是120分
[28:30] 只是市場
[28:32] 讓它漲到了1700
[28:33] 現在報告也都出來了
[28:34] 幾乎沒有一家券商
[28:36] 敢說它是2000塊以下的
[28:37] 目標價了
[28:38] 那漲到這邊
[28:39] 下禮拜的法說
[28:40] 有所謂的利多出盡的可能性嗎
[28:43] 因為現在的話
[28:44] 臺積電供應鏈
[28:45] 也漲到這裡了
[28:46] 有不少朋友也會提醒我說
[28:47] 漲到這裡了
[28:49] 你可能有賺錢的臺積電供應鏈
[28:50] 是不是法說會錢
[28:51] 要稍微減碼
[28:52] 那我想聽聽看凱哥的想法
[28:54] 我覺得你可以
[28:55] 從臺電角度來看
[28:56] 就是我之前講過
[28:57] 我之前剛剛講了
[28:58] 營收不是疑慮
[28:59] 今年營收一定是很好
[29:01] 那臺建目前在做一件事情就是
[29:03] 他還要持續資本投入
[29:05] 那資本投入放在哪裡
[29:07] 我之前有提過一次
[29:08] 就是說他的COWAS在今年年中
[29:10] 他就不會再大幅的資本投入了
[29:12] 他就開始要把他的重心往後移
[29:15] 往後移
[29:15] 所以他在這個移的過程裡面
[29:17] 其實目前看到聯電跟日月光就是受惠的
[29:20] 因為COWAS的部分
[29:21] 他把前段的部分交給聯電
[29:23] 後段交給日月光
[29:24] 所以其實聯電或者是像
[29:26] 綠二光的裝置廠其實還會繼續往上走
[29:29] 還繼續往上走
[29:30] 但臺積電的裝置廠
[29:31] 你可能就要看到更後一段去了
[29:33] 所以我們上次有來
[29:34] 我們有講到說可以留意家登跟紅樹
[29:36] 我說他們就是後面Corpus的裝置廠
[29:39] 一樣你說股價漲很多
[29:41] 你看達新財 臺特的話
[29:44] 其實他們也都還沒創高
[29:45] 其實你說漲很多
[29:46] 其實我覺得也未必
[29:47] 只是說不同的位階
[29:49] 有不同的想法
[29:50] 跟不同的操作模式
[29:52] 所以基本上在臺積電進入後面的階段
[29:56] 確實Corpus的材料
[29:58] 還有機會再往上漲
[29:59] 而且像目前看到
[30:01] 像二奈米的部分
[30:02] 也還在持續在進行中
[30:03] 我就覺得他們
[30:04] 基本上也還沒走完
[30:06] 所以既然大行情都還沒有走完
[30:08] 你就不用太擔心
[30:10] 個股的行情走完
[30:11] 因為個股它就是稍微休息
[30:13] 要繼續往上走
[30:14] 因為發覺大盤根本不休息
[30:16] 好所以在這個臺積電法說會後
[30:19] 希望說
[30:20] 因為這幾天它剛好有點休息
[30:22] 對不對
[30:23] 那法說會後
[30:24] 不管資本支出的數字是多少
[30:26] 當然希望是市場上
[30:28] 不要太意外的低
[30:29] 但是你說到什麼
[30:31] 550以上
[30:32] 我覺得這個有點離譜了
[30:34] 離譜了
[30:34] 但以前的經驗是
[30:36] 也許法說會後
[30:37] 它一定會震盪
[30:38] 對
[30:38] 可是裝置股
[30:39] 是會有一定的延續力
[30:41] 因為訂單就是來了
[30:42] 對
[30:42] 來了甚至到今年
[30:44] 明年的業績
[30:45] 都是非常確定的
[30:46] 所以我覺得裝置股
[30:47] 以我來說
[30:48] 還是如果遇到回檔
[30:50] 我會比較放心的去買進
[30:51] 對
[30:52] 而且很多
[30:52] 其實他們還是沒有超過前面的歷史高點
[30:55] 所以這個族群並不是說非常非常的昂貴
[30:58] 那只是大家就比較麻煩的是
[31:01] 到底誰什麼時候入賬
[31:02] 這件事情會比較需要一點點時間做推敲
[31:05] 那剛剛講到有兩個主題
[31:06] 一個是臺積電
[31:07] 還有一個是什麼呢
[31:07] 因為今天凱克坐下來就跟我說
[31:09] 你有注意到今天華晨有動嗎
[31:11] 我說因為這家公司
[31:12] 每次都讓我覺得很整人
[31:14] 你覺得快要看好了
[31:15] 你說電力基礎建設
[31:17] 我常常跟大家講
[31:18] 在美國漲翻了
[31:19] 可是臺灣的這些電力概念股
[31:21] 就愛漲不漲
[31:22] 包括這個電源相關的
[31:24] 其實愛漲不漲
[31:25] 很多人問我說
[31:25] 為什麼光寶科漲不動
[31:26] 我說嗯對
[31:27] 股信爛
[31:28] 都只能用股信爛
[31:29] 那華晨一樣
[31:30] 每次你就不想看他
[31:31] 就跌跌跌
[31:32] 都跌到600塊以下
[31:33] 突然又漲到800塊
[31:34] 你說誒是不是來了
[31:35] 又跌下去
[31:36] 對所以凱哥
[31:37] 今天提醒的時候
[31:38] 我想那就讓凱哥講好了
[31:39] 他們到底要磨到何時
[31:41] 對因為我覺得
[31:42] 今天感覺好像在
[31:43] 比較熱門的族群
[31:45] 開始很降溫的時候
[31:45] 反而重電
[31:46] 這個不可或缺的產業
[31:48] 就開始慢慢往上爬了
[31:50] 所以我覺得
[31:51] 看起來他們有機會做補漲的一段
[31:54] 因為畢竟他們跟整個AI
[31:56] 也算是AI掛的
[31:57] 昨天馬斯克也講了
[31:58] 其實中國的電力的發展
[32:00] 其實可能比美國還要速度來得快
[32:02] 所以未來AI很吃電的情況之下
[32:04] 變成是
[32:05] 反而中國是具有比較強大的優勢
[32:08] 美國在這塊相對是比較弱的
[32:10] 那回過來講
[32:11] 那臺灣不也是一樣嗎
[32:13] 其實臺灣的這個電
[32:14] 基本上也是很大問題
[32:15] 現在是冬天
[32:17] 你到夏天還得了不得了
[32:19] 這個AI的這個製藥中心這麼吃電
[32:23] 對不對
[32:23] 所以我覺得華晨是應該要漲
[32:26] 但是在重電裡面要漲的時候
[32:28] 你就先看華晨跟中心電吧
[32:31] 這兩家
[32:32] 對這兩家應該一個是烏龍絲開關
[32:36] 一個就是原本的變壓器
[32:39] 它是兩個很重要的產業
[32:41] 對
[32:41] 好
[32:42] 所以你會覺得還是有點機會的
[32:44] 就是股心不好
[32:45] 是
[32:46] 對
[32:46] 中心店很不好
[32:47] 中心店是太不好
[32:48] 太不好到
[32:49] 我已經沒問了
[32:50] 大家有注意到嗎
[32:51] 因為以前還真的是
[32:53] 非常多人喜歡中心店
[32:54] 因為這個獲利穩定之外
[32:56] 它的股價也比較親民
[32:58] 然後相較之下
[32:59] 本一筆比較合理
[33:00] 但是它自從
[33:00] 自從出了這個
[33:02] 雲豹裝甲車案之後
[33:03] 不是說沒有漲
[33:04] 其實這中間
[33:05] 重店也有反攻過兩三次
[33:08] 但是這一次
[33:09] 說實話它的股息
[33:10] 應該是裡面所有的人
[33:11] 最差的
[33:12] 所以我自己也有點想放棄
[33:13] 如果它也有動
[33:14] 大概整個中間
[33:15] 應該就跟著上
[33:16] 對我自己是比較看花城
[33:18] 大家可以去看一下花城的心態
[33:19] 就知道我在講什麼
[33:20] 就是之前你不看好他
[33:22] 還一路跌到526塊
[33:24] 完了就瞬間漲到816是怎樣
[33:27] 這不少錢快300塊
[33:29] 就很正覺的來了要攻1000
[33:31] 他可以跌到677
[33:32] 對啊這真的是很整人
[33:34] 然後677又漲到856
[33:35] 這個上下洗刷都是20%這樣子來
[33:39] 所以我就覺得有點難操作
[33:41] 但是今天是一根大長虹
[33:42] 你把前面幾黑給吃掉
[33:44] 我覺得這個只能從形態跟大家講
[33:47] 基本面來說
[33:48] 最來說電力的建設
[33:49] 加上它的輸美概念
[33:50] 它外銷美國特別多
[33:52] 應該是它的力多
[33:53] 所以這邊的話
[33:54] 大家對重電有興趣的
[33:56] 是也先不用到放棄
[33:58] 那最後請教一下凱哥
[33:59] 其實在AI這一波里面
[34:01] 大家覺得漲最慢的
[34:02] 應該是被動元件
[34:03] 就是前一陣子有提到
[34:06] 這個中國的被動元件廠有漲價
[34:08] 然後國巨也有說過要漲價
[34:11] 可是現在國巨就是一個
[34:12] 股性奇差無比的龍頭股
[34:14] 但小股票就活潑
[34:16] 所以金山店
[34:17] 蜜旺石今天有漲停
[34:18] 被動元件
[34:19] 這個族群對你來說
[34:20] 到底有沒有必要
[34:21] 在這個時間點
[34:22] 它會接收到
[34:23] 機體出來的錢嗎
[34:24] 還是該怎麼操作
[34:25] 我覺得被動元件
[34:26] 基本上你要把製造
[34:28] 跟通路分開來看
[34:29] 就是真正受惠的是通路
[34:31] 是蜜旺石跟日電帽
[34:33] 這樣的族群
[34:34] 他們賣日本的被動元件
[34:36] 高階的
[34:37] 他們是受惠的
[34:38] 臺灣的廠商的漲價
[34:40] 是因為日本在漲價
[34:42] 所以它的原物料價格漲了
[34:43] 臺灣也要用同樣的原物料
[34:45] 所以臺灣的漲價是因為原物料價格漲了
[34:48] 不得不漲價
[34:49] 因為它如果不漲價
[34:50] 它變成是要虧錢的
[34:52] 所以它也只能漲價
[34:53] 可是你不要忘記
[34:55] 臺灣的市場是屬於比較消費型的電子端
[34:58] 那它就會產生很大的抗拒性
[35:00] 尤其是機體報價已經在狂漲的情況之下
[35:03] 它已經機體漲那麼多了
[35:05] 它要去砍誰的價格
[35:06] 它當然就會想要去砍
[35:07] 壓低其他component的價格
[35:09] 所以你在備用件這邊要漲價
[35:12] 基本上我之前講過
[35:13] 國巨真的要漲可能是第一季底
[35:15] 第一季底的國巨才有可能
[35:17] 真的是卡馬達級的被動元件漲價
[35:19] 目前看起來
[35:20] 你看它之前漲的是壓敏電組
[35:23] 那就不是國巨的主要的產品線
[35:26] 所以我才跟你講說
[35:27] 基本上這個地方你要多看一下
[35:29] 通路股的被動元件
[35:31] 你像今天金山電再漲
[35:33] 其實它也不是主線了
[35:35] 就是如果電容的AI股要漲
[35:38] 那是立容電要先漲
[35:40] 育邦要先漲
[35:41] 自然黨如果沒有漲起來
[35:42] 就是假的
[35:43] 是
[35:43] 好
[35:44] 那今天凱克
[35:45] 每次都幫我們大掃描
[35:47] 所以在產業界來說
[35:49] 大家都很喜歡聽凱克聊這些
[35:51] 那重點當然是大前提在於
[35:54] 今年的臺股市場
[35:55] 依舊是非常看好
[35:56] 不代表中間都不會回檔
[35:58] 不是這個意思
[35:59] 那剛剛講到的
[36:00] 像長到高檔的凱克
[36:02] 會進他的提醒義務
[36:03] 機體沒有不好
[36:04] 報價也還在上揚
[36:05] 可是因為他會
[36:06] 現在有資金面的問題
[36:08] 以及做起來比較痛苦的問題
[36:09] 那跑出來PCB
[36:11] 我想PCB前一陣子低迷的時候
[36:13] 和現在又開始陸續有人創高
[36:16] 這中間其實它就提供給大家
[36:18] 比較好的買點
[36:19] 為什麼大趨勢很重要
[36:20] 因為大趨勢就是讓你在回檔的時候
[36:22] 你會知道這些產業沒有大型變化
[36:25] 跟利空的情況
[36:26] 是要用減的
[36:27] 不一定要用追的
[36:29] 那國安基金下禮拜的動向
[36:32] 我們會看
[36:32] 其實歷年國安基金
[36:34] 在最近的幾次救市
[36:35] 都沒有撒太多錢
[36:37] 尤其我印象最深刻就是2022年
[36:39] 他根本就沒有撒什麼錢
[36:41] 股市就自己盤上去了
[36:42] 對所以很厲害
[36:43] 一邊告訴你
[36:44] 我要大張旗鼓
[36:45] 擴增規模到一兆
[36:46] 他都用口水護盤
[36:47] 對他說現在錢不夠用啦
[36:49] 等到後來他哪一天退
[36:51] 我現在不知道下禮拜會退
[36:52] 他特別會公佈他投多少錢嘛
[36:54] 你可能會跌破眼鏡
[36:55] 對他都根本沒有花到錢之類的
[36:57] 沒錯
[36:58] 那還有當然關稅的事情
[37:00] 以及晚上這個川普到底
[37:01] 他們的最高法院
[37:02] 會怎麼樣來宣判
[37:04] 川普對等關稅合不合法
[37:05] 我覺得我們都密切觀察
[37:07] 反正今晚上美股還會開盤
[37:08] 那都可以做一些
[37:10] 也許是下禮拜的考前猜題
[37:12] 那今天很謝謝凱哥
[37:13] 也希望各位古破仔們
[37:14] 週末快樂
[37:15] 週末拜拜
[37:16] 古破仔拜拜
[37:17] 拜拜
[37:17] 每個晚上來看達人秀
[37:19] 拜拜
