[00:00] 欢迎收听赵华谊古惑仔第1140集
[23:55] 整天所有的AI股突然都喷出
[23:57] 那个环境已经不存在了
[23:59] 现在只有一个健康轮动的时候
[24:00] 毕竟我个人觉得
[24:02] 你会讲PCB
[24:03] 你把时间放长一点
[24:05] 以这一两年来讲
[24:07] PCB算是AI族群里面
[24:09] 抢走很大很大光彩的一个区块
[24:12] 真的是涨得非常非常多
[24:14] 总是该休息
[24:15] 我们回过头来
[24:15] 从上游的晶片到风测
[24:18] 到散热PCB
[24:20] 甚至到我们讲的机壳
[24:22] 到最后组装
[24:23] 我个人觉得
[24:24] 可以抱怨
[24:25] 大概只有组装可以抱怨
[24:27] 抱怨
[24:27] 他数字真的很好
[24:30] 但他真的一直没轮他
[24:32] 其他的我举个例好了
[24:34] 基壳之前一直问
[24:35] 基壳业绩不错
[24:36] 我说我也不知道
[24:37] 你只能等
[24:38] 结果等到创户转强
[24:39] 每个人都说创户有多好
[24:41] 那之前半年前
[24:42] 他业绩也在创高
[24:43] 股价就整理
[24:45] 甚至逆势走跌了半年
[24:47] 你可不可以撑得过去
[24:48] 那最后就转强了
[24:49] 那现在我刚刚讲PCB
[24:51] 毕竟这半年一年来
[24:53] 他确实是涨的幅度非常大
[24:55] 我再讲白一点
[24:56] 就算休息多久也没有人知道
[24:58] 也许一个月
[24:59] 也許半年都有可能性
[25:01] 就算回三成又如何
[25:03] 就算回三成又如何
[25:05] 因為確實漲的幅度很大
[25:06] 那如果你真的是
[25:08] 結論而言就
[25:08] 你要拿捏一下你的位階是在哪裡
[25:11] 如果你是很下面
[25:12] 那你根本就不用理他
[25:14] 因為基本面沒變
[25:15] 那漲多修正
[25:16] 那人家問我說
[25:18] 要不要先跑一趟
[25:19] 我常常講
[25:19] 你以前跑了
[25:21] 到底有沒有讓你賺到
[25:22] 對不對
[25:23] 你跑了最後都是賣飛
[25:24] 那就算了
[25:25] 那個只是中間震盪了就算了
[25:28] 那如果你真的是成本很高
[25:29] 你自己就要衡量一下
[25:31] 我会建议如果没有杠杆
[25:33] 你真的也不要去看
[25:34] 你现在是亏损多少
[25:35] 我觉得没有人大意
[25:36] 但是如果呢
[25:38] 你又是高档买
[25:39] 你又是杠杆
[25:40] 那故事就不一样了
[25:41] 因为你毕竟就是
[25:42] 你一开始就是压得比较大
[25:44] 那你就要心理准备
[25:46] 如果风险来
[25:47] 你就不管赔钱就得跑
[25:48] 那是另外一回事
[25:50] 否则我觉得像这种
[25:52] 就是纯粹涨多休息
[25:53] 震荡就是呈现一个轮动
[25:56] 但是到底会
[25:57] 比如说这时候最安稳
[25:59] 那你觉得要拉回多少
[26:01] 什么时候会转钱
[26:02] 我答案我也不知道
[26:03] 反正就是轮动
[26:04] 所以最后我常跟投资人讲
[26:06] 你的原则就是
[26:07] 你的资金要有效的分配
[26:09] 你不能PCB好
[26:11] 然后你的持股就超过五成
[26:13] 那其他都没有
[26:13] 就全部压在一个产业上
[26:15] 然后等到它休息拉回的时候
[26:17] 你会很痛苦
[26:18] 之前暴转的全部一次回吐
[26:21] 结论而言就是
[26:22] 你所有的资金如果都在AI上
[26:25] 然后每个族群都布一些
[26:26] 甚至我也有啊
[26:28] 就组装就组装
[26:29] 就了不起一成资金
[26:30] 他放在那边一两年不动
[26:32] 我也无所谓啊
[26:33] 那我也不知道他什么时候会活过来
[26:36] 那无所谓
[26:37] 就是他如果真的不动
[26:38] 最起码我其他的会动
[26:39] 那维持一个适度的一个
[26:41] 所谓的分散投资
[26:43] 但重点都在AI的核心
[26:45] 而且你所有的个股
[26:47] 营收都是很强
[26:48] 持续在创高
[26:49] 我就可以很确认
[26:51] 你的整体的资产的涨幅
[26:53] 一定会比大盘更强
[26:55] 因为虽然
[26:57] 我这边今天要代表散户朋友
[26:59] 虽然刚刚讲到
[27:01] 基本面真的很重要
[27:02] 而且我觉得真的不能忽略一个事实
[27:04] 最近我必须讲
[27:05] 大家如果有好好认真
[27:06] 比较中长线投资
[27:07] 叫做获利回吐而已
[27:09] 应该不至于说什么变成惨赔
[27:11] 如果惨赔就会像明翰刚刚讲的
[27:13] 可能追高
[27:14] 看到都已经涨很多了
[27:16] 还要忍不住追上去
[27:17] 因为明翰刚刚形容说
[27:18] 有人看到星星不会涨
[27:20] 就说那要不要去追南电
[27:21] 结果南电今天跌停板
[27:23] 所以明翰就说
[27:24] 那你看到迭迭板还会想要追吗
[27:26] 那还有就杠杆开太高的时候
[27:29] 一个风吹草动压力太大
[27:31] 就只好卖掉
[27:33] 可能是这样子状况
[27:34] 要不然如果以中长线来看
[27:35] 讲好的这些AI个股来说
[27:38] 原则上顶多就是获利回吐
[27:40] 不过刚刚明浩讲到一个重点
[27:41] 他有说大部分他觉得只有
[27:44] 伺服器组装代工的
[27:46] 值得抱怨
[27:47] 还有我觉得散热也可以抱怨一下吧
[27:50] 散热这一波也是
[27:51] 重灾区一直都起不来
[27:53] 自从什么两片变一片
[27:55] 这个开始杀之后
[27:56] 对不对
[27:57] 就一直起步来建策的部分
[27:59] 对
[27:59] 那其他的我只能说
[28:01] 像被动你早就提过了
[28:02] 这个可能超涨太多
[28:04] 所以回吐个三四成
[28:05] 你也觉得是合理的
[28:06] 对
[28:06] 这里面到底
[28:07] 从现在展望
[28:09] 好不要讲股价位接好了
[28:11] 你觉得价值没有被彰显的有谁
[28:13] 我觉得你还可以先延续
[28:14] 刚刚讲的那个散热跟组装
[28:16] 对
[28:16] 我们先这样讲
[28:18] 散热的部分呢
[28:19] 这个觉得说
[28:20] 他好像是不是也应该出来喊话
[28:23] 我个人觉得
[28:24] 这个是你时间轴的问题
[28:26] 其实我常常讲
[28:27] 就是说如果你时间轴拉长
[28:29] 就比如说
[28:32] 人家留言问我说
[28:33] 启宏最近怎么弱
[28:35] 我说结论而言
[28:36] 他从二三年
[28:37] 那时候才一百块
[28:38] 对
[28:39] 如果你要从那时候看的话
[28:41] 我意思说
[28:41] 因为你结论而言
[28:43] 你不能从你的角度
[28:45] 可能你的持股时间
[28:46] 可能是一两个礼拜
[28:47] 可是我常常讲
[28:49] 他从二三年AI以来
[28:50] 他从一百块涨到两千多
[28:51] 但是要记得一件事
[28:53] 我个人觉得
[28:54] 其中它股价它有个特性
[28:56] 就是说它基本面的一个部分
[28:58] 非常强势
[28:59] 就算它营收创高之后
[29:00] 稍微整理
[29:01] 过一段时间它又再创高
[29:03] 但是股价的部分跟基本面
[29:05] 常常会呈现脱钩的现象
[29:07] 但是我觉得长线是合理的
[29:10] 偶尔真的
[29:11] 应该说营收创高的时候
[29:13] 它不反应
[29:14] 过一段时间整理
[29:15] 过后突然没有任何理由
[29:16] 他们整个族群就转强
[29:18] 对 这是常常类似这样的一个格局
[29:21] 那我常常讲
[29:22] 这是第二
[29:22] 它有很大的特性就是
[29:24] 我觉得散热族群呢
[29:26] 其实如果就AI零组件
[29:29] 如果你真的够纯
[29:31] 营收动能够强的
[29:33] 其实老实讲
[29:33] 现在几乎很少低于50倍
[29:35] 算真的是
[29:36] 大部分真的本益比都很高
[29:38] 和散热也才20几倍
[29:40] 老实讲
[29:41] 我觉得都还是有再往上的空间
[29:44] 那刚才提到
[29:45] 它从100块涨到这个
[29:47] 涨了20几倍的股价
[29:49] 他的本益比还在合理范围
[29:51] 你就知道他的这个这几年获利
[29:53] 到底成长了多少
[29:55] 那你如果今天你的这个着眼
[29:57] 就是这一两周
[29:59] 那我也可以告诉你
[30:00] 我也不知道什么时候会能转强
[30:02] 但是我只能讲最后就是刚刚提到
[30:05] 用整个连续剧的角度
[30:06] 看到过去的他过去的记录表现
[30:09] 无论股价或者是这个基本面
[30:11] 那一直到最近的状况的营收都还很好
[30:15] 他股价不涨
[30:16] 那就没关系就等他
[30:18] 因为常常讲人家会说
[30:19] 这样会没有效率
[30:20] 可不可以搬到更强的
[30:22] 比如说今天哪里有转强
[30:24] 我说这个是每个人操作属性不同的
[30:27] 有些人就是很有能力
[30:28] 每天哪里强就往哪里追
[30:30] 硕化强往硕化跑
[30:31] 今天自行车喷出
[30:33] 马上就卡进去
[30:34] 但如果你有这么能力
[30:36] 那当然就直接做
[30:37] 有最有效率的事情
[30:39] 但我个人觉得一般人是
[30:41] 没有这种哪里强
[30:43] 马上可以卡进去
[30:44] 又马上转到加差
[30:45] 又顺势下车的
[30:47] 因为这种人我真的觉得
[30:49] 如果你过了两三年
[30:50] 你就准备变首富了
[30:51] 因为如果这么强
[30:52] 但是我觉得这个真的是少之又少
[30:55] 所以大部分还是要用比较长线的角度
[30:58] 万一就是没有盘式没关注到
[31:01] 突然杀下去了
[31:02] 你也不用怕
[31:03] 因为你确实就是基本面有做支撑
[31:05] 所以结论来讲
[31:06] 我觉得刚刚提到散热
[31:08] 其实还是一样的话语
[31:10] 就是基本面不变
[31:11] 偶尔都会有留言说什么
[31:13] 散热又什么规格改
[31:14] 最后我常常讲
[31:16] 再来的这功耗越越高
[31:19] 它的散热需求越来越高
[31:21] 这是不真的事实
[31:23] 常常会提到说
[31:24] 我常常讲有风险在哪里
[31:26] 如果相对而言比较中小型族群
[31:29] 在变化的时候
[31:30] 这个相对而言
[31:31] 有时候它有没有跟上部队
[31:33] 就比较难抓
[31:34] 但你大型的这种所谓的
[31:36] 我们常常讲
[31:37] 如果你今天挥打要改规格
[31:39] 它一定会把这个老大老二
[31:41] 拉到桌上来
[31:42] 大家一起想办法去改变这个
[31:44] 不可能不理他
[31:46] 自己就在家里弄弄
[31:47] 以后东西要谁帮他生
[31:49] 他不可能去找五家小厂
[31:51] 想办法来取代大厂
[31:52] 这一点都不合理
[31:53] 所以结论就是中间的震荡
[31:55] 我还常常讲
[31:56] 大家有时候害怕的时候
[31:58] 你只要想一件事情
[31:59] 你除了假设你没看到股价
[32:02] 你再去搜集其他的新闻
[32:04] 你会不会害怕
[32:04] 会不会害怕
[32:05] 如果你现在害怕的来源
[32:07] 是因为股价弱
[32:08] 你就害怕
[32:09] 那就很容易受到股价的影响
[32:12] 那你就容易在其实基本面很好
[32:14] 然后大家心里这个可能正在调试
[32:18] 股价正在整理的时候
[32:19] 反而你容易杀在低点
[32:21] 因为刚刚讲到很多的传言是围绕在挥打
[32:24] 对不对
[32:24] 因为刚刚讲到的是散热
[32:26] 一开始就想到均热片两片变一片
[32:28] 就是规格改变
[32:29] 然后说挥打的机会要延后推出
[32:32] 然后又再讲到板子
[32:33] 什么中介板又不要用规格要改了
[32:36] 所以最近的传言确实围绕在挥打的规格改变
[32:40] 或是延后这件事情上面
[32:42] 对
[32:43] 那婉婷怎么看这件事情
[32:45] 因为
[32:45] 虽然我们不要看股价
[32:47] 可是说实话
[32:48] 在涨到那么多的时候
[32:49] 这些传言一出来的杀伤力
[32:51] 就是特别的强
[32:52] 对
[32:52] 其实这个就是我刚刚一开头
[32:54] 在讲这个杂音的东西
[32:55] 对
[32:56] 那NV的话
[32:58] 从上一个季度
[32:59] 就是大概四五月份的时候
[33:00] 我们还
[33:01] 我们在讨论说
[33:02] NV晶片端
[33:03] 就半导体端
[33:04] 什么时候开始出货
[33:05] 然后我们家研究员就跟我说
[33:07] 台积电或晶圆电
[33:08] 因为台积电是
[33:09] Foundry然后到丰庄嘛
[33:11] 然后测试是晶圆店嘛
[33:13] 他说晶圆店那时候
[33:14] 说大概六月份
[33:15] 会开始小量出货
[33:16] 第三季会放量
[33:17] 但最近改了
[33:18] 最近改到第三季末
[33:20] 才会放量
[33:22] 所以晶圆店算蛮上游的
[33:24] 他如果往后了
[33:25] 其实他就证实了
[33:26] 看起来NV有一点delay
[33:28] 对所以这个delay跟
[33:30] 之前两周前在讲
[33:32] 什么Kyber delay
[33:33] 又不太一样所以我们要定义清楚Kyber delay这件事情是应该说今年NV的规格会进入到Rubin然后明年是Rubin Ultra然后后年2028是Fayman
[33:46] 好,然后之前呢
[33:48] 就是在讲那个Kyber架构
[33:50] 是会在Rubin Ultra会上
[33:52] 也就是说明年2027会上Kyber
[33:54] 可是在今年初
[33:55] 大概二三月的时候
[33:57] 其实就有外资写出来
[33:58] Kyber会Delay到2028
[34:00] 就是变成从Rubin Ultra变成Fyman
[34:04] 所以实际上
[34:05] 上两周前在讲delay这件事情的时候
[34:08] 就不是delay
[34:10] 因为大家已经知道很久了
[34:12] 这种东西就比较delay
[34:13] 可是现在我们看到的是Rubin
[34:15] Rubin就是最马上要出货的这一代Rubin
[34:18] 好像有点问题
[34:19] 然后它delay
[34:20] 所以从晶片端看delay的话
[34:23] 整个到组装段
[34:24] 因为制程很长
[34:25] 到组装段可能就会有点delay
[34:28] 那不论是我们讲的
[34:30] 这个载板的架构
[34:31] 或者是记忆体的需求
[34:32] 或者是PCB最高阶M9
[34:34] 这些材料
[34:35] 其实都跟Rubin有关
[34:37] 所以Rubin如果delay的话
[34:38] 其实确实会导致供应链的一些担心
[34:42] 对
[34:43] 那当然我可以继续出货
[34:45] 因为反正最后会出
[34:46] 可是投资市场就是我们法人
[34:49] 我们就会先说delay了
[34:51] 那我会不会暂时先不拉
[34:53] 我就会有这个预期
[34:55] 所以股价在反映的是预期这个行为
[34:58] 可是有可能最后什么事情都没有
[34:59] 其实这件事情我感受很深
[35:01] 因为我们家应该说去年
[35:04] 回到去年来看
[35:05] 去年第一季的时候
[35:06] 其实Blackwell GB200要量产
[35:09] 结果他又delay到第二季
[35:11] 然后所以第一季那时候
[35:13] 很多人就觉得要量产
[35:14] 要量产我去布局
[35:16] GB200概念股
[35:18] 结果三月沙很凶
[35:19] 然后四月刚好又要川普关税
[35:22] 然后沙更凶
[35:23] 三四月就被抬出场很多
[35:25] 所以我印象很深刻
[35:26] 然后那些三月跌很多的
[35:28] 都是NV概念股
[35:30] 结果第二季五六月涨最多
[35:32] 对
[35:33] 所以这边如果NV
[35:34] Rubin有一点delay
[35:36] 半老体段有点delay
[35:38] 有些人会开始担心
[35:40] 零组件的拉货会不会暂缓
[35:41] 这个是预期
[35:43] 好
[35:43] 可是实际上有可能不会
[35:45] 那你要真的看到数字
[35:47] 你才知道
[35:48] 所以他可能会先跌
[35:49] 跌担心会拉货暂缓
[35:51] 然后每个月
[35:52] 你发现营收还继续
[35:53] 因为大家可以囤货
[35:54] 因为我知道未来需求很好
[35:56] 我知道一定用得掉
[35:58] 我会囤货
[35:58] 然后所以数字还是上去的时候
[36:01] 你看到营收
[36:02] 你就会再涨回去
[36:03] 对有时候是这个样子
[36:05] 所以如果叠一个预期心理
[36:08] 我觉得写那个报告人
[36:09] 很厉害的一点是
[36:11] 我觉得他讲的事情都是真的
[36:12] 可是是看的角度是如何
[36:15] 我们有讨论过
[36:16] 就例如说
[36:16] 他就讲说细光子2028才会量产
[36:18] 其实好像不是什么很夸张的事情
[36:21] 对本来就不是
[36:22] 本来就知道2028量产
[36:24] 大量量产是很合理的
[36:25] 可他就讲到是
[36:26] 本来好像一副明年就要大幅量产
[36:28] 偏偏他后年才行
[36:30] 或者说机柜的delay
[36:31] 或是规格的delay
[36:32] 这个以前在MV的历史上面太多了
[36:35] 对
[36:35] 那可是一被写出来
[36:37] 刚好股价在位积比较高的时候
[36:38] 预期心理就让市场有一个共识
[36:40] 是让股价就开始进行一个修正
[36:42] 可事实上产业的前景
[36:44] 跟大家所需要的产品的规格
[36:46] 是没有改变的
[36:47] 那会有那种
[36:48] 规格完全不要用的问题吗
[36:50] 目前没有
[36:53] 目前没有看到什么被换掉
[36:56] 会被改掉
[36:56] 完全被取代的
[36:57] 目前没有
[36:58] 所以其实这回来看
[37:00] 如果基本面没有变
[37:02] 然后真的不要那么在乎的价格
[37:05] 因为有时候价格波动
[37:06] 是我们其实很难预期的
[37:08] 因为筹码我们真的没有办法分析
[37:10] 所以像最近这样回档
[37:13] 到底回多少要开始接
[37:14] 其实我觉得我跟敏汉
[37:15] 我们不会算命
[37:16] 两个都常被问对不对
[37:19] 对
[37:20] 这书面派的人
[37:21] 有时候就会说什么
[37:22] 0.382 0.5
[37:24] 对这种算
[37:25] 那你们就自己去看
[37:26] 从低点到高点涨多少
[37:27] 如果以金像电
[37:28] 它从低点上去
[37:30] 其实涨超多
[37:31] 它这样回
[37:32] 确实也回很多
[37:33] 可是其实如果你回个0.382
[37:35] 其实它还没有回到0.5
[37:37] 其实这种都叫做
[37:39] 一个多头的修正
[37:40] 对那因为我
[37:42] 我一定的要讲一下金像电
[37:44] 然后讲一下
[37:45] 因为真的很多人问
[37:46] 就我金像电它的基本面
[37:48] 就是它接了各种ASIC的订单
[37:50] PCB版
[37:51] 那目前也没有看到任何改变
[37:53] 它的营收跟订单很强
[37:55] 可是为什么它股价跌那么多
[37:57] 因为它的成本
[37:58] 问题在成本
[37:59] 因为CCL第二季涨很多
[38:01] 对那但是PCB没有办法
[38:03] 这么快的转嫁
[38:04] 所以它必须得吸收
[38:06] 那当它必须得吸收的时候
[38:08] 它可能就会跟我们当初看到的
[38:09] 有一点不同的是
[38:10] 毛利率可能会变低
[38:13] 会不如预期
[38:14] 好所以它财报出来的时候
[38:15] 有可能大家就会下修
[38:17] 它毛利率的预估跟获利
[38:19] 然后但是会重申看好它
[38:21] 因为它四大CSP的订单没有变
[38:24] 对那股价修正后
[38:26] 它反映的
[38:26] 它这个修正是反映第二季财报
[38:28] 当然要知道这个第二季已经过了
[38:31] 所以它的最后反映
[38:32] 可能就是财报公告后
[38:33] 它可能就会利多出尽
[38:35] 利空出尽
[38:36] 对
[38:37] 好
[38:37] 不过婉婷讲到一个重点
[38:39] 这边想跟敏汉也讨论一下
[38:41] 就是所谓的毛利被侵蚀这件事情
[38:43] 因为不只是刚刚讲到CCL
[38:46] 或是宅版在涨价
[38:48] 比如说成熟制成也要涨价
[38:49] 先进制成
[38:50] 其实大家刚刚看台积电的下午法
[38:52] 所以也在探听说
[38:54] 台积电有没有可能涨价
[38:55] 但是应该几率不高
[38:56] 因为它应该都是年初涨价
[38:57] 然后记忆体在涨价
[38:59] 其实这一波记忆体的涨价
[39:01] 是最多人叫苦连天的
[39:03] 所以今天的话
[39:04] 像又在讲到什么
[39:05] 长期存储要扩敞
[39:07] 然后说韩国李赞敏
[39:08] 要来规划一个扩敞的计划
[39:10] 所以记忆体最近的风浪就很大
[39:12] 一方面记忆体
[39:13] 常常希望自己有
[39:14] 这个寡占的地位
[39:15] 不停涨价
[39:16] 可是说实话
[39:17] 其他即使是AA厂
[39:19] 都有点受不了
[39:19] 集体的涨价
[39:20] 这件事情
[39:21] 到底该怎么看
[39:22] 本来我们都受惠于
[39:23] 涨价升级题材
[39:24] 可是现在也受害于
[39:26] 涨价升级
[39:27] 造成的毛利率侵蚀
[39:29] 其实我觉得
[39:30] 有两个观点
[39:31] 第一个部分就是
[39:33] 刚刚赵华讲
[39:34] 这明明到底是利多
[39:36] 还是利空
[39:36] 一开始是利多
[39:37] 为什么有这个转变
[39:39] 这个就是回过
[39:40] 一开始讲
[39:41] 到现在其实
[39:42] 没有任何利空
[39:43] 其实就是涨太多
[39:44] 市场氛围在修正
[39:45] 市场氛围只要修正
[39:47] 任何利多都会变利空
[39:48] 就这么简单
[39:50] 比如说NVIDIA延后
[39:53] 也不是说突然有一天就延后
[39:56] 其实这是慢慢的进程
[39:57] 你上个月
[39:58] 我们上次来也有提过
[40:00] 我上次有讲下半年
[40:01] 唯一看得到风险就是NVIDIA
[40:04] 每次改朝换代
[40:05] 它就是会延后
[40:06] 上次也延后了半年
[40:08] 所以你真的觉得几万个零件组起来
[40:10] 不会有任何有问题
[40:11] 公司给的永远都是讲
[40:14] 没有任何问题情况下的时间点
[40:16] 可是就上次也是延后了半年
[40:18] 但是给大家看到
[40:19] 过去那半年只要一延后
[40:21] 它股价确实是
[40:22] 就是涨不上去
[40:23] 但是也没有跌
[40:24] 而且回过头来
[40:26] 台积电的业绩也都没动
[40:28] 代表着就是买不到新的
[40:30] 大家一样买旧的
[40:31] 所以老实讲
[40:32] 根本不会有所影响
[40:34] 但是市场的氛围会受到影响
[40:36] 所以结论来讲
[40:37] 这个涨价到底是利多还利空
[40:40] 其实老实说
[40:42] 如果回过头来
[40:43] 我觉得要看他的角色
[40:46] 其实前几天有一个观众留言
[40:51] 我觉得他一开始
[40:52] 我觉得他讲的内容很扯
[40:53] 但我老实讲
[40:54] 我平静的论
[40:56] 想一想之后
[40:57] 我觉得他讲的是很有道理
[40:58] 他在讲到说
[40:59] 这三家厂
[41:01] 就是三星海力士跟美光
[41:02] HBM他就闭着眼睛讲
[41:04] 在一个quarter
[41:05] 尤其南亚科一个quarter
[41:07] 他的单价就涨了六成
[41:10] 下一季再涨五成
[41:11] 涨到无法无天
[41:12] 最后谁能来收拾
[41:14] 答案就是台积电
[41:15] 因为台积电很简单
[41:16] 因为现在他们为什么半导体
[41:19] 应该说他记忆体可以这样一直涨
[41:22] 因为他们全部就是这几家厂
[41:24] 现在就是供不应求
[41:26] 他就不断涨
[41:27] 那换个角度讲
[41:28] 这间故
[41:29] 这个所谓的记忆体的故事
[41:31] 本来就发生在台积电身上
[41:33] 一直以来这三年从来没有过
[41:36] 他的供给能够去配合需求的
[41:38] 所有人都在他家楼下排队
[41:40] 可是他就是乖
[41:41] 因为他就觉得
[41:42] 我今天是做长期的一个生意
[41:45] 我每年就只有年初
[41:47] 涨了一成左右
[41:48] 后面就是供不应求
[41:50] 他有没有跟你讲
[41:51] 我每一季涨一成
[41:52] 或者更狠
[41:53] 每一季涨五成
[41:55] 人家要不要拿
[41:55] 还是得拿
[41:57] 所以最后他就说
[41:58] 很简单啊
[41:58] 台积电就学他们嘛
[41:59] 你涨五成我也涨五成
[42:01] 然后最后需求就崩了
[42:02] 你在看记忆体会不会有人拿
[42:04] 听起来好像也是有道理
[42:06] 问题就是人家乖乖做生意
[42:08] 就不愿意嘛
[42:09] 可是这个简单而言
[42:11] 就是台积电人家走的
[42:12] 就是一个长线
[42:13] 人家一直往上走
[42:14] 那记忆体故事不一样
[42:16] 人家景气循环
[42:17] 人家闷了多少
[42:18] 你突然爆了
[42:19] 我就跟你讲
[42:19] 就靠这次
[42:21] 我就是一次要赚半天
[42:22] 不管多少
[42:23] 只要我敢喊就得拿
[42:26] 他就是仗着你这个
[42:27] 你没办法跟他去
[42:29] 所谓的对抗的一个底气
[42:31] 所以不断地往上拉
[42:33] 但是最终而言
[42:34] 我还是觉得
[42:35] 最终最后这些厂商
[42:38] 最后很容易
[42:39] 如果讲一个比较严重
[42:41] 有点自质恶果
[42:42] 因为你在快速拉高售价的情况下
[42:46] 最后终有一个高点会爆
[42:48] 所以代表你这整个产业
[42:50] 会最后会下坠的很严重
[42:52] 那你回过头来问我说
[42:54] 这个高点在哪里
[42:55] 我说我也不知道
[42:56] 那我常常讲的就是说
[42:59] 就对我的观点而言
[43:01] 我就认为HBM确实需求就是强
[43:04] 而且这也不是一年两年的问题
[43:06] 未来就是这样
[43:07] 所以机体可不可以买
[43:08] 我说AI的可以
[43:10] 因为它就是还在持续往上
[43:12] 而且人家三大厂的本益比
[43:14] 十倍都不到
[43:15] 那短线就涨太多
[43:16] 有可能拉回
[43:17] 但不用紧张
[43:18] 可是有一个问题
[43:20] 就回过头来
[43:20] 我每次讲这个
[43:21] 也有人留言说
[43:22] 我就是看不懂
[43:23] 台湾的记忆体
[43:24] 我就说台湾记忆体
[43:26] 就是DDR4
[43:27] 所以它就是消费性记忆体
[43:29] 对不对
[43:30] 然后还有一个
[43:31] 我刚刚讲的警讯
[43:32] 就是连苹果都受不了
[43:33] 都在涨价了
[43:34] 结果人家把它当利多
[43:36] 我就不了解
[43:37] 这个为什么利多
[43:38] 他一直说
[43:39] 我们等于说DDR4这些厂商话语权
[43:41] 现在比苹果更大
[43:43] 连苹果都要听他们的话
[43:45] 我就说对
[43:46] 可是有一个问题
[43:47] 你要知道他的客户是苹果
[43:49] 苹果的客户是消费者
[43:51] 消费者可不可以接受你DDR4继续暴涨
[43:55] 苹果不得已
[43:56] 因为他一定得买
[43:57] 你觉得消费者一定得买吗
[43:59] 我觉得这是很大的问题
[44:00] 最后连苹果都发生了
[44:02] 代表着消费性记忆体的
[44:04] 这个所谓的再涨价的空间
[44:06] 一定会受到影响
[44:07] 但是HBM它其实
[44:09] HBM反而涨价幅度远不及DDR4
[44:13] 因为DDR4就是
[44:14] 反正就是供不应求
[44:16] 在这乱涨一通
[44:16] 可是HBM他们几乎都是长期合约
[44:19] 所以它涨幅是相对有限
[44:21] 这代表着
[44:21] 这一两年涨之后
[44:23] 它未来还有机会再往上涨
[44:25] 可是最后
[44:26] 你消费性记忆体
[44:27] 最后终究会遇到修正
[44:29] 但是我老实讲
[44:30] 我什么时候我也不知道
[44:31] 它现在报价就是高档震荡
[44:33] 没办法有效突破高点
[44:35] 但它也没有再大幅下坠
[44:37] 所以我重申就是我还是觉得风险还是存在的
[44:40] 因为毕竟我刚刚讲
[44:42] 我觉得在这种快速拉伸的过程当中
[44:45] 就很容易有出现爆雷
[44:47] 最后整个所谓的就炸掉的一个状况
[44:50] 那如果要比较安全
[44:52] 这个产业你应该讲不是不能买
[44:54] 可是这整个故事你要理解
[44:56] 你不能听大家讲就是
[44:58] 这个记忆体未来就是
[45:00] 然后等到炸了开始往下的时候
[45:02] 你就拼命的摊平
[45:03] 然后还有一个问题
[45:05] 你一定会看到营收跟获利数字
[45:07] 还是很好
[45:08] 这个是必经的过程
[45:10] 但是你不断摊平
[45:12] 这就是很危险的一种操作
[45:14] 很多的个股
[45:16] 比如说PCB
[45:17] 它是慢慢上
[45:18] 然后它的获利上
[45:20] 它的股价上突然有几涨
[45:22] 它在修正
[45:23] 我觉得你拉回是可以持续买的
[45:26] 你就不用担心
[45:27] 因为毕竟获利会再创高
[45:29] 可是消费性记忆体
[45:31] 你就不知道什么时候
[45:31] 有可能会出现反转
[45:33] 你如果真的坚持就是要买机体
[45:35] 而不是说坚持
[45:36] 我本来就看好机体
[45:37] 但是你要买机体
[45:38] 你就去买所谓的三雄
[45:40] 就是所谓的
[45:41] 这三星海力士跟美光
[45:43] 可是台湾人通常有时候
[45:45] 我也不知道
[45:46] 就是他就不想换美金
[45:48] 也不想跨出去
[45:49] 反正就坚持一定要买台湾
[45:51] 所以也不是不行
[45:52] 只是这样的架构
[45:54] 就得乖乖的去看报价
[45:55] 不要被大家在讲AI需求
[45:58] 动能很强给盖住了
[46:00] 因为台厂生产出来这些记忆体
[46:04] 其实都不是运用在AI身上
[46:06] 这个记忆体的问题
[46:08] 其实我大概几个月前
[46:10] 我就开始有这样的想法
[46:12] 就是说你涨到后来
[46:14] 你一定会有一个价格的天花板
[46:16] 因为就像刚刚明翰讲说
[46:18] 苹果要涨价
[46:19] 那一开始不是公布的是
[46:20] 他的iMac
[46:22] 然后这个平板
[46:23] 还没有讲到手机
[46:25] 就大摩最近出一个报告说
[46:26] 他预估手机有200块美元的涨价空间
[46:30] 200块美元
[46:31] 现在台币又弱
[46:31] 就6000多块台币
[46:33] 然后我I17没有换
[46:35] 为了换I18
[46:36] 多了6000多块
[46:37] 假如真的成真的话
[46:38] 我会拿着那个手机想
[46:40] 这个6000多块
[46:41] 就是里面那一个
[46:42] 一模一样的记忆体
[46:43] 对
[46:43] 感觉不好
[46:44] 就算买得起
[46:46] 感觉也不好
[46:47] 所以我觉得这件事情
[46:48] 它终究会有一个
[46:49] 天花板的锅盖发生
[46:51] 可是就像明翰讲的
[46:52] 我从几个月前
[46:53] 在跟来宾讨论这个事情
[46:55] 到现在还是没有发生
[46:56] 就到现在
[46:57] 所谓的记忆体股价
[46:59] 其实还是在高档震荡
[47:00] 但是我也很认同说
[47:02] 如果大家买的是HBN类的
[47:03] 是AI用的
[47:04] 那也许他们常常在讲
[47:06] 美光是不是已经脱离
[47:07] 所谓的景气循环股
[47:08] 因为可以做到高阶的记忆体
[47:11] 我觉得这个是不一样的story
[47:13] 那明翰很勇敢
[47:14] 因为明翰讲记忆体
