[00:00] 欢迎收听赵怀古惑仔第1136集
[23:00] 他其实会有点误解了
[23:02] 我们在做投资的一些说法
[23:04] 因为人与人的沟通
[23:06] 难免会有一些bug
[23:07] 我觉得我讲得很清楚
[23:08] 或者逻辑概念
[23:10] 已经串得很清楚
[23:11] 可是每个人接收到的
[23:13] 也许就是只字片语
[23:14] 或者是他想要听的那个部分
[23:16] 所以就会产生一些误解
[23:18] 这样子
[23:18] 所以这边的话
[23:19] 我们前几天也有聊到说
[23:21] 很多人都会讲
[23:21] 今年好像
[23:22] 如果没有打赢大盘
[23:24] 例如说没有报酬率70%
[23:26] 好像就是输
[23:27] 但我有跟大家分享不是哦70%是指你从1月1号投入一笔钱到现在都没有卖的大盘可能是70%可是这中间不可能嘛除非你是一个长期投资者你是固定1月1号丢了一大笔钱以后
[23:39] 你就再也闭着眼睛没有去看过了
[23:41] 那也许是这样子
[23:43] 但你在中间一定会随着盘式的起起落落
[23:46] 难免会做一些进出
[23:47] 或者是你并没有办法一次就拿出一大笔钱
[23:50] 你是每个月定期定额的做加码
[23:53] 有收入进来再加码
[23:54] 那你摊下来你的报酬率是不可能
[23:57] 就是一定要打败什么
[23:59] 大盘70%这样子的
[24:00] 因为你中间有多次的加码
[24:02] 时机已经不一样了
[24:04] 所以你只要有一个
[24:05] 自己满意和稳定的报酬率就好了
[24:07] 而且重点在
[24:08] 你有没有累积到
[24:10] 足够让你觉得未来安心的部位
[24:13] 这才是最重要的
[24:15] 如果今天你的部位是
[24:16] 就算报酬率500%好了
[24:18] 可是呢
[24:19] 500%之后
[24:20] 你又把它吐回去了
[24:21] 或者是它只是一个
[24:22] 很小的一笔钱500%
[24:23] 等到大钱进来了
[24:25] 就跟威良讲的
[24:26] 结果没想到最后
[24:27] 梭哈的或欧英的一大笔是赔的
[24:30] 就前面的500%
[24:31] 根本就赚的通通吐回去
[24:32] 都是有可能的
[24:33] 我觉得这个才是
[24:34] 我们在做节目的时候
[24:36] 希望可以传递给大家的
[24:37] 能够细水长流
[24:38] 稳定的获利
[24:39] 不要错过多头
[24:40] 空头的时候
[24:41] 一样有布局的方法
[24:42] 这个恐怕才是在股市里面
[24:45] 不是只看这一两年该做的事
[24:47] 我觉得赚太多的时候
[24:49] 都是最害怕的时候
[24:50] 因为其实我蛮相信
[24:52] 就是长期的合理报酬率
[24:55] 所以如果短时间赚太多
[24:57] 就表示说有可能呢
[24:58] 潜藏吐回去的风险
[25:00] 将这个伴随而来
[25:02] 所以之前也有听说过
[25:05] 像这个谢富逊总编
[25:06] 他有一套理论
[25:07] 我觉得蛮有意思
[25:08] 他有提到过说
[25:09] 他有统计他自己的
[25:11] 长期十几年的年化报酬率
[25:13] 所以当他发现
[25:14] 如果他在某一个年度里面
[25:16] 如果他的获利报酬率
[25:17] 已经超过他长期报酬率的
[25:19] 一倍以上的时候
[25:20] 他会赶快减码
[25:21] 因为他认为呢
[25:22] 赚到他合理的报酬率
[25:24] 那是实力
[25:24] 但是多赚那个部分
[25:26] 他觉得是有运气
[25:27] 所以我觉得大家也
[25:29] 对这个报酬率
[25:30] 可能要重新去校正一下
[25:34] 但我觉得有些报酬率
[25:36] 你千万不能把它变成常态
[25:37] 就像如果大盘今年涨七成
[25:39] 难道每年年化都七成吗
[25:41] 那当然也是不可能的事情
[25:42] 所以我也是采取着说
[25:45] 有时候赚一赚
[25:45] 你会把部分做获利入袋
[25:47] 难免会有这样的一个抉择
[25:49] 那至于到底要哪一些股票
[25:51] 获利入袋什么
[25:51] 那当然跟个人的想法
[25:53] 非常大的关系
[25:54] 例如说像前一阵子
[25:55] 我有提到
[25:56] 我觉得持股
[25:56] 让我自己
[25:57] 已经有点压力的时候
[25:58] 我可能率先捡的
[26:00] 会是
[26:01] 像我那时候
[26:02] 就捡的被动元件
[26:03] 因为我觉得长非常多了
[26:04] 所以捡一些
[26:05] 没有什么关系
[26:06] 你就算卖飞
[26:07] 但你前面的报酬率
[26:08] 是高的
[26:09] 这可能是一种
[26:10] 当然也有人觉得
[26:10] 强势股不要随便捡
[26:11] 对不对
[26:12] 第二种
[26:13] 我也跟大家分享
[26:14] 就是我每天会
[26:15] 听很多名牌
[26:15] 相信非常多的
[26:16] 听众朋友
[26:17] 也是每天在
[26:18] 名牌堆里面
[26:19] 就是隔壁邻居也会讲
[26:21] 电视上的老师也会讲
[26:22] 听我们节目
[26:23] 可能我们也会分享
[26:24] 那听来的
[26:26] 如果其实你只是听来的
[26:27] 就算赚5%也是赚
[26:29] 那如果今天行情震荡大
[26:32] 你手上的部位高
[26:33] 让你有压力
[26:33] 那些听来的
[26:34] 你觉得你没有办法继续follow
[26:36] 如果老师不讲
[26:37] 你就一点概念都没有的
[26:39] 那当然就是率先解码这个部分
[26:41] 我自己也是啊
[26:42] 每天听来听去
[26:42] 所以我前一阵子解码的就是
[26:44] 听来听去
[26:45] 可能那个报酬加一加
[26:46] 也没赚多少钱
[26:47] 但也没赔多少钱
[26:48] 我先把它换成现金在手
[26:51] 我会觉得比较安心
[26:52] 我觉得有各种的做法
[26:54] 但总之不是一直
[26:55] 钱来了就不断投入
[26:57] 然后或者是买的是
[26:58] 你不熟悉
[26:59] 但是你觉得好像市场
[27:01] 很热在追的东西
[27:02] 最后一个反转
[27:03] 我觉得那个东西是
[27:05] 没有遇到过的人
[27:06] 其实去年五月就遇到过了
[27:08] 就去年四月
[27:09] 对等关税的时候
[27:10] 那个时候真的是我看过
[27:12] 近年来身边
[27:14] 包括投资公司的朋友
[27:16] 手上有大资金的朋友
[27:17] 最惨的一次
[27:17] 对因为开杠杆
[27:19] 所以我觉得这个
[27:20] 是真的要留意
[27:21] 不过我们回到盘面上
[27:22] 好了
[27:22] 今天盘面上
[27:23] 记忆体就全面大复活了
[27:25] 还有一个东西
[27:26] 我觉得很有趣
[27:26] 就是半导体设备
[27:28] 因为台积电
[27:29] 这一次在法说会前
[27:30] 我们已经进入到
[27:31] 只剩下一个礼拜了
[27:33] 但是台积电
[27:34] 其实一直只是说撑盘
[27:37] 对
[27:37] 他并没有真正的
[27:38] 做法说会前的表态
[27:39] 甚至设备股
[27:41] 有一些最近还突然大跌
[27:42] 我有注意
[27:43] 如果六月营收结出来
[27:44] 没有创新高
[27:46] 压力特别大
[27:47] 有创新高
[27:48] 可能只是比较抗跌
[27:49] 对
[27:50] 不过今天有些设备股
[27:51] 是有表态往上的
[27:52] 怎么来看台积电的设备供应链跟记忆体
[27:55] 我觉得台积电还没开法说会
[27:58] 市场已经都提早把他开法说会了
[28:01] 因为很多外资机构都已经在上修目标价
[28:05] 这个部分当然
[28:06] 我相信他长期绝对是看好
[28:09] 不过如果说
[28:10] 接下来台积电给出来的财策
[28:13] 并没有让市场惊喜的话
[28:16] 我觉得可能股价还是继续有
[28:19] 就像现在这个样子
[28:20] 在这边你说下也没有什么空间
[28:23] 不过上去可能也有压力
[28:24] 就是在这边就有一个区间的徘徊整理
[28:28] 当然这里面除了它各自的基本面因素之外
[28:32] 我觉得也受到国际的资金面的影响很大
[28:35] 因为这一段期间台币连续的贬值
[28:38] 贬破了32
[28:39] 昨天好不容易看似有一个机会存在
[28:42] 出现一个转身的K棒
[28:44] 但今天立刻又回贬了
[28:46] 所以看起来这个还是始终环绕在
[28:49] 下半年会不会看到美国升息
[28:52] 这样的一个疑虑
[28:53] 那基本上这个一定会影响到国际资金
[28:56] 然后影响到像台积电这种
[28:58] 国际指标股的评价
[29:00] 所以我个人觉得说
[29:02] 虽然外资都在给目标价上修
[29:05] 但是事实上不一定能够在这次法术会
[29:08] 听到什么天大的利多
[29:10] 所以这个部分大家
[29:11] 就像刚才聊台风价一样
[29:14] 不要有太乐观的预期
[29:15] 那再来就是说
[29:17] 通常台积电如果真的要猛一点的话
[29:20] 它的ADR应该会先表态
[29:22] 但是很可惜
[29:23] 这一次ADR一度先创历史新高
[29:26] 但是很快的也是
[29:27] 就是在面临越线的保卫战了
[29:30] 那目前ADR跟台湾的
[29:32] 远古之间的溢价关系
[29:34] 大概是16到17%
[29:36] 就是如果按照最新的收盘价
[29:38] 跟汇率换算
[29:39] 它差不多是在2800
[29:41] 换算成台股的话
[29:43] 大概是2800
[29:43] 那对照现在台积电的2415
[29:46] 大概就是在16到17%的溢价
[29:48] 那这个溢价幅度呢
[29:50] 在历史上的一个区间来讲
[29:52] 它算是偏小的
[29:53] 因为溢价幅度应该要拉开到两成
[29:55] 那最好超过25%
[29:57] 比如说如果ADR比台股贵了25%
[30:00] 那这个就很有利于呢
[30:01] 2330往前推进
[30:03] 往上攻击
[30:04] 那现在反而这个溢价利率缩小的话
[30:07] 等于说呢
[30:07] 你ADR如果不动
[30:09] 那台积电呢
[30:09] 好像天花板就挡在那里
[30:11] 那再来呢
[30:12] 关于周边供应链跟设备部分
[30:13] 我刚好有些数据
[30:15] 给大家分享一下
[30:16] 2024年的时候
[30:18] 台积电在1月份的法说会
[30:20] 他当时就先定调
[30:21] 当年度他的资本支出
[30:23] 预计是208到320亿美元
[30:26] 那4月份的法说会没有调整
[30:29] 到7月份法说会呢
[30:30] 他把下限
[30:32] 刚才讲208到320嘛
[30:33] 下限调高到300
[30:35] 那上限一样320
[30:36] 那后面10月份就也没有再做调整
[30:39] 最后全年度出来的法说会
[30:42] 是落在298
[30:43] 所以就是很精准的
[30:45] 就是在这个区间里面
[30:46] 不过偏下缘
[30:47] 那2025年1月份定调的
[30:50] 这个资本支出是308到420
[30:53] 那后面的4月7月都没有调整
[30:56] 那到了10月份的时候
[30:57] 也是把低标从380上修到400
[31:00] 然后最后全年度的实际上支出
[31:02] 是落在409
[31:04] 也是蛮精准的
[31:05] 就刚好落在这个区间的大概中原
[31:07] 那至于说今年1月份的时候
[31:10] 已经讲了520到561美元
[31:12] 那4月份已经没有调整了
[31:13] 所以7月份会不会调整呢
[31:15] 看来机会应该是不大
[31:16] 所以就按照呢
[31:17] 近年来的一个经验来讲的话
[31:19] 通常最重要的就是
[31:20] 1月份那次法术会
[31:21] 他把全年度的资本支出
[31:23] 就先做了定调
[31:24] 而且给的都还蛮精准
[31:25] 然后最后实际上全年的支出
[31:27] 也大概都是落在这个区间范围内
[31:30] 那就算有调整
[31:31] 都是小幅修正
[31:32] 而且过去的经验是把
[31:34] 所谓的低标下限
[31:36] 稍微往上调高一点点
[31:38] 那上限的部分
[31:39] 其实几乎都是不太动的
[31:40] 所以虽然法说会前
[31:43] 他不太动
[31:44] 可是一样
[31:45] 台积电是最好去看到
[31:46] 他的评估方式的一家公司
[31:49] 对
[31:49] 他越不动
[31:50] 又越好
[31:51] 越好买
[31:52] 那他的周边设备系
[31:54] 像今天
[31:54] 我还观测到的是封装
[31:56] 当然也有人讲说
[31:58] 也许在这一次
[31:58] 在先进封装里面
[32:00] 不一定会提出
[32:00] 多大的好消息
[32:02] 但我反而从
[32:03] 一些业界的朋友
[32:05] 听到的是
[32:05] 在先进封装上
[32:07] 台积电是有好消息的
[32:09] 当然一切都要等到
[32:10] 法说后
[32:11] 以及这件事情就牵涉到
[32:13] 如果现在封装股
[32:14] 刚好都没什么涨
[32:15] 甚至还压下来
[32:17] 那有好消息的时候
[32:18] 可能就会变得很有效果
[32:20] 而不是大家都说
[32:21] 本来都在台移店
[32:22] 法说会前蹲点
[32:23] 法说会后就力多出尽
[32:25] 搞不好这一次的节奏
[32:26] 会有一点反过来
[32:28] 会不会我们现在也在观察
[32:30] 因为说实话
[32:30] 之前每一次的节奏
[32:31] 都是法说会前涨
[32:33] 法说会后休息一下下
[32:35] 讲的再怎么样
[32:36] 出乎意料
[32:37] 今天动地空前绝后的好
[32:40] 真的是有时候好到
[32:41] 在录这个电视
[32:43] 或者录这个Podcast
[32:44] 我都觉得没话说
[32:45] 怎么可以好成这样
[32:46] 还是不太会涨
[32:47] ADR可能当晚反映一下
[32:49] 隔天就下来
[32:50] 但后面慢慢的又会上去了
[32:52] 就整理个一两周后
[32:54] 又会慢慢上去
[32:55] 那这一次前面在压
[32:56] 会不会反而是到后面
[32:57] 我觉得这倒是蛮可以拭目以待的
[33:00] 没有人规定节奏不能改变
[33:02] 没有人规定节奏不能改变
[33:04] 总会有一些时空环境的问题
[33:06] 但产业怎么看
[33:08] 我还是觉得设备股
[33:09] 和这个先进风装概念股
[33:11] 我依旧是蛮心头好的
[33:13] 尤其是最近
[33:14] 他们的受难的时候
[33:16] 我都忍不住会伺机剪一些啦
[33:18] 像今天日月光就有小表态嘛
[33:20] 但是你也可以看到
[33:21] 日月光离他的前高
[33:22] 还是有一段已经修正过了
[33:24] 我觉得这时候
[33:25] 至少你不是剪在最高点
[33:26] 就可以比较有余裕跟心情
[33:28] 和信任感去等待他
[33:30] 但是先进风装
[33:31] 你会比较偏好Covas的
[33:33] 还是Copas的
[33:35] 两个我都有不为
[33:36] 我都有
[33:36] 对
[33:37] 然后今天还有听到说
[33:39] 像之前大家不是很喜欢群创吗
[33:41] 那有不是也跟大家分享说
[33:42] 这个群创友达
[33:44] 其实在进度上不一样
[33:45] 我是比较青睐群创
[33:46] 不过等到全市场
[33:48] 都在青睐群创的时候
[33:49] 今天也是有听到业界在聊说
[33:51] 友达跟台积电
[33:53] 也是有机会
[33:53] 在后端封装这个部分
[33:55] 进行一些合作的
[33:56] 那现在位置已经拉到
[33:58] 变成差一倍的距离了
[33:59] 对不对
[34:00] 那搞不好友达
[34:01] 后面会不会异军突起
[34:02] 我觉得这就值得观察
[34:04] 但是因为我对友达
[34:05] 到底做了什么
[34:05] 我比较不清楚
[34:06] 我也必须坦白讲
[34:07] 但是今天有听到这样的讯息的话
[34:09] 也分享给听众
[34:11] 看来的话就是面板厂转型到
[34:14] 所谓的上出型封装
[34:15] 一些后段的这种油源变方的事情
[34:18] 是都有在进行
[34:20] 那群创的比较领先
[34:22] 恐怕市场已经有共识
[34:23] 但友达如果能够也传出一些好消息
[34:26] 我觉得也会有追的力道
[34:27] 不过这次看起来真的是说
[34:30] 先进封装里面走势比较整齐
[34:33] 大概就是这个关于
[34:35] 像Copas相关玻璃相关个股
[34:38] 对
[34:38] 那我觉得大概就是
[34:40] 市场对这一块的想象跟期待
[34:43] 只是拉高拉满了
[34:45] 真的
[34:45] 那你自己在玻璃基板上面
[34:47] 你会比较注意什么样的公司呢
[34:49] 相对来说
[34:51] 我觉得像如果最好是说
[34:54] 本来就有一块本业能够支撑
[34:56] 因为我们刚才提到
[34:58] 这一块呢
[34:59] 因为毕竟第一个
[35:00] 距离量产的时间还早
[35:02] 然后再来呢
[35:04] 如果大家去搜集一些资讯会发现
[35:07] 大部分公司现在强调是在验证当中
[35:10] 那事实上表示说
[35:12] 人人有机会但个个没把握
[35:14] 就跟CPU一样从过去的经验来看就算你通过验证这个跟你是不是拿到后面的大量生产的订单也都还有一段距离对所以其实
[35:25] 就现阶段来看的话
[35:26] 我觉得如果有一块本业
[35:28] 先去做支持
[35:29] 就是它本来就不错
[35:30] 但是因为跨入到先进封装的话
[35:33] 是有利于先把这个
[35:35] 评价本益比拉高
[35:36] 那这样可能我觉得会比较
[35:38] 对我个人来说
[35:40] 因为胆子小的话
[35:41] 会比较安心一点
[35:42] 对
[35:43] 所以我觉得像比如说
[35:44] 2467至胜
[35:45] 或者说3055
[35:46] 卫华科
[35:47] 我觉得会比较安心
[35:50] 那当然如果要
[35:51] 股性要猛一点的话
[35:53] 通常是说财报不好看的
[35:55] 它反而比较猛
[35:56] 像今天涨停板的
[35:58] 6207雷科
[36:00] 或8027泰森
[36:01] 这种都有人在照顾
[36:03] 这个就会比较猛
[36:04] 所以我觉得
[36:05] 投资从来就没有标准剧本
[36:07] 所以不敢说什么是对或错
[36:10] 但是大家可以就是
[36:11] 你分清楚这个股性
[36:13] 然后他走了不同的路线
[36:15] 然后再考虑
[36:16] 自己喜欢哪一种菜色
[36:18] 好 至胜呢
[36:19] 你讲到了
[36:21] 至胜其实我有在观察他
[36:23] 其实我很久以前就有至胜
[36:24] 抱蛮久的
[36:25] 抱到确实就是那种会
[36:27] 对涨跌会有点麻痹
[36:29] 那我们回来看他
[36:30] 就是因为他最近确实有点小落难
[36:32] 他有点小落难
[36:33] 他突然前两天也是吃了一根跌停板
[36:35] 他高点有到692块钱
[36:37] 但一度就把这个季线都给跌破了
[36:40] 所以这个震荡幅度
[36:41] 他算是相当的活泼
[36:43] 那它就跌到
[36:44] 大概550块附近
[36:45] 这个一来一回
[36:46] 我就忍不住注意到它了
[36:48] 因为它确实也是
[36:49] 而且它还有PCB
[36:50] 对
[36:51] 它是一个跨领域的设备厂
[36:52] 那它我觉得这一次跌
[36:54] 是因为它在7月8号
[36:55] 结出来的营收
[36:56] 它就是没有创
[36:57] 历史新高的那一个
[36:58] 它出去的那个月减
[36:59] 但是它的年增率
[37:02] 还是有将近快百
[37:03] 就九十几趴
[37:04] 所以成长是毋庸置疑的
[37:06] 我就会觉得那一根跌停
[37:07] 如果是跌在盘不好
[37:09] 加上它6月营收
[37:10] 没有创新高
[37:11] 我就会有一点兴趣
[37:12] 因为他们的订单
[37:15] 在未来的放量是可以预期的
[37:17] 那遇到这种事情
[37:18] 是不是应该送点暖
[37:19] 所以我自己确实有在观察智盛
[37:21] 我也觉得是
[37:22] 因为设备股呢
[37:24] 毕竟单月营收不靠谱
[37:26] 虽然六月应该是要入账
[37:29] 有时候就是会有这种明显的起伏
[37:31] 所以反而我觉得
[37:32] 如果说在手订单有把握
[37:34] 但是单月营收因为掉下去的
[37:36] 这往往通常会是一个
[37:37] 机会应该会大于风险的时间点
[37:41] 没错
[37:41] 智盛可能还比较牵涉到
[37:44] 他的获利没有
[37:45] 怎么讲
[37:46] 他还不是到那种
[37:47] 本益比极低的公司
[37:49] 如果说你要找
[37:50] 本益比相对比较低的
[37:51] 例如说亚翔汉堂
[37:52] 这种的很稳妥
[37:53] 很稳妥的意思是
[37:54] 你只要放下连续黑K
[37:55] 或是莫名其妙的
[37:56] 赤银跟迭亭
[37:57] 或者是因为单月的路障
[37:59] 你觉得不如预期
[38:00] 都是他的好机会
[38:01] 我可以大白话的讲
[38:03] 大概这一两年来
[38:04] 统包看他们都是这个样子
[38:06] 没错
[38:06] 可是不要在他们
[38:07] 创新高的时候嘴
[38:08] 他们只要一创新高
[38:10] 就是伴随先回党再说
[38:12] 就很容易之后
[38:14] 因为套牢信心就会动摇了
[38:16] 对
[38:16] 所以我觉得
[38:17] 像汉堂现在就是这样
[38:19] 连续四根黑K
[38:21] 我觉得它就会进入到
[38:22] 我观察的位置里面去
[38:24] 当然一千多块汉堂
[38:25] 不能算是非常的便宜
[38:27] 就是说
[38:28] 以前有三位数的汉堂
[38:30] 但是现在它只要连续黑K
[38:32] 我觉得它就会进入到
[38:33] 我的守备范围内
[38:35] 它又是大厂
[38:36] 订单又确定到不行
[38:37] 我不知道还要讲它什么
[38:39] 除非是整个市场集体的气氛
[38:41] 变得非常差
[38:42] 叫系统性风险
[38:43] 那我没办法
[38:43] 如果现在我们认为
[38:45] 市场的真正系统性风险
[38:47] 其实并没有来到的话
[38:48] 我觉得它就会是我比较优先的考量
[38:50] 不过还是要提醒大家
[38:51] 反之也是因为真正市场的系统性风险
[38:55] 始终没有来到
[38:56] 什么意思呢
[38:57] 我们都有提到一个事情
[38:59] 就是大家在各国要去杠杆的
[39:01] 尤其是AI比重高的国家
[39:03] 涨幅大的国家在去杠杆这件事情
[39:05] 韩国是炒翻了
[39:06] 韩国不断地在抱怨说
[39:08] 不应该发行这个杠杆型的ETF
[39:10] 害得大家本来都赚得很高兴
[39:12] 一下来的时候
[39:13] 全部的人都在那边
[39:14] 分析师在台上祷告的也有
[39:17] 然后我有看到一些直播主
[39:19] 就是讲得很激动很夸张
[39:21] 什么都有
[39:22] 然后官员也出来说
[39:23] 三星不会涨
[39:24] 是因为都之前涨完了
[39:25] 哇
[39:26] 这真的全民接股票
[39:28] 所以韩国今天央行还讲了一句话
[39:30] 是说因为韩国有通膨的问题
[39:32] 他说央行要实施的
[39:33] 可能未来是紧缩的政策
[39:35] 这些都会是我们要留意的
[39:37] 政策这个事情是要去重视的
[39:40] 因为它代表一个国家的态度
[39:43] 和资金流向
[39:44] 所以它的影响
[39:45] 它可能不是几天而已
[39:47] 那韩国已经连续性的提出
[39:49] 他们要做紧缩这件事
[39:50] 那美国的话
[39:52] 最近是因为像美益一打
[39:53] 美元就会立刻走强
[39:54] 对
[39:55] 那又加上去美元走强
[39:57] 这个对台股就是一个
[39:58] 外资持续流出的杀伤力
[40:00] 那我们自己我也常讲
[40:02] 为什么之前大家不断的告诉你
[40:04] 什么证金公司说不能放款
[40:05] 要调高直接利率
[40:06] 台积电都不能融资
[40:08] 然后六代同堂
[40:10] 为什么一直释出这个讯息
[40:12] 今天彭金荣总裁还讲说
[40:13] 真的台股的问题不是评价
[40:16] 是大家的杠杆太高了
[40:17] 这些我觉得话要听起来
[40:20] 没有真正的洗杠杆跟洗融资之前
[40:24] 事情可能就会像现在这样
[40:26] 叠一叠
[40:26] 涨了好像没事
[40:28] 叠一叠
[40:28] 它会有一种很不干脆的感觉
[40:30] 我觉得最近有点陷入到这样的状况
[40:33] 所以私心来说
[40:35] 真的好希望能够洗一个大的
[40:37] 洗一个大的上去就会是大的
[40:39] 可是如果没有的话
[40:41] 那我们可能就得要在这个时间点
[40:43] 信任的产业叠比较重的时候
[40:45] 勇敢
[40:46] 然后上去你可能是度停利
[40:48] 会是一个比较好的操作方式
[40:50] 所以其实还是回归到要把这个
[40:53] 最近的六月营收
[40:54] 好好做一个总结总整理
[40:57] 那并同接下来可能第二季营收
[40:59] 就是第二季财报的指引了
[41:01] 所以其实在稍早开录之前
[41:04] 我们就聊到
[41:05] 这一波可能会正当整理到什么时候
[41:07] 我觉得大概就两个
[41:08] 可能关键的时间点
[41:09] 一个当然就是
[41:10] 下周台积电的法说会
[41:12] 能不能呢
[41:13] 出来救救这个市场
[41:14] 当然这个前提就是
[41:16] 财报重要
[41:18] 不过呢
[41:18] 我觉得未来财策的指引
[41:20] 更重要
[41:21] 能不能再为市场注入兴奋剂
[41:23] 那如果这一关没有效果的话
[41:25] 那接下来可能就要看看呢
[41:27] 这个八月的财报了
[41:30] 整个第二季的财报
[41:31] 因为
[41:31] 我观察到就是最近很多的主动式ETF
[41:35] 细效都慢下来了
[41:36] 对对慢下来了
[41:37] 那其实就是在反映说
[41:39] 他们所重兵部署的这些
[41:42] 各AI次产业的龙头
[41:45] 电源散热PCB
[41:47] 对那这些其实最近都是在整理
[41:51] 或者是其实就是在拉回修正
[41:53] 对所以一旦
[41:54] 这些所谓的业绩好股票
[41:56] 都跌了一段之后呢
[41:59] 那能不能适时的看到一个
[42:01] 非常漂亮的财报出来
[42:02] 让他们的股价重新再起
[42:04] 那我觉得
[42:05] 这个可能就要看看
[42:07] 快的话
[42:08] 因为7月下旬
[42:08] 有些公司应该就会提早公布了
[42:10] 那接下来不如到8月
[42:11] 就会陆续的摊盘
[42:13] 那所以看到最近也有一些ETF
[42:16] 刚成立的就破发
[42:18] 所以看起来最近的代表说
[42:19] 就算是各家投信所推出来的王牌
[42:23] 在这边要持续的去创造超额报酬
[42:26] 难度确实是蛮高的
[42:27] 但是破发也没有关系
[42:29] 或者是现在要发
[42:31] 为什么
[42:32] 因为很多科技股
[42:33] 是先回档了
[42:34] 要是今天所有科技股
[42:35] 都在创高
[42:36] 也许这一档
[42:36] ETF的买气会变得很强
[42:38] 可是它相对上
[42:39] 挂牌之后的路
[42:41] 就会变得比较崎岖
[42:42] 因为它面临到
[42:42] 可能就一挂就
[42:43] 刚好回档就破发
[42:44] 可是如果是
[42:45] 回档的时候发呢
[42:46] 可能就相对比较好
[42:47] 对不对
[42:47] 刚刚讲到的这个
[42:49] 我觉得是一个点
[42:50] 因为我俩带过投信
[42:51] 现在投信经理人
[42:52] 一定都在做一件事情
[42:53] 赶快早一点打听出
[42:55] 大家第二季的季报
[42:56] 到底长怎样
[42:57] 厉害一点的
[42:58] 跟公司关系好一点的
[43:00] 门路多一点的
[43:01] 就有机会
[43:02] 搞不好也在公司公布之前
[43:04] 就知道蛛丝马迹
[43:05] 然后就开始把钱挪过去咯
[43:08] 所以我觉得到了
[43:09] 台移电法术会后很精彩
[43:10] 因为除了听台移电怎么说
[43:12] 而这段时间
[43:13] 台移电相关的概念股
[43:14] 其实有一点点受压抑
[43:15] 只有他的那个子公司精彩
[43:17] 也是有听到好消息
[43:18] 就连续两根掌停板
[43:20] 追都追不到
[43:20] 没关系
[43:21] 这静待后续
[43:22] 所以我才会说
[43:23] 台移电在封装上面
[43:24] 可能会有一些好消息出来
[43:26] 总之如果现在的节奏
[43:28] 反而是压到
[43:28] 台一电的法术会后
[43:30] 也许会有一个表态的话
[43:31] 假设
[43:32] 那投信又刚好做了一些功课
[43:35] 提早了
[43:36] 知道某一些公司的
[43:37] 第二季的季报会非常漂亮
[43:39] 第三季也可能保持成长
[43:40] 我觉得这边
[43:41] 就会又出现一个拐点
[43:43] 就是延续着
[43:44] 我们有很强劲的
[43:45] 基本面这件事情往上走
[43:47] 所以我觉得投信
[43:48] 虽然现在主动式ETF的绩效
[43:50] 有点慢了
[43:51] 有点缓下来
[43:52] 反而可以留意
[43:53] 他们把钱
[43:54] 陆续地转到哪里去
[43:56] 可能就会又是一个
[43:57] 先人指路的方向
[43:59] 这个值得好好地研究一下
[44:01] 好 我们来请威良研究一下
[44:03] 下一个礼拜或是再来的时候
[44:05] 再跟大家做分享
[44:06] 好 最后的话
[44:07] 快快念一位
[44:08] 一位庄小姐
[44:10] 因为她常常留言给我们做鼓励
[44:12] 那她有分享她的喜悦就是
[44:14] 虽然六月的大盘非常震荡
[44:16] 上下洗刷
[44:16] 那赵海常常讲
[44:17] 六月很可能会做白宫
[44:19] 可是她跟她先生
[44:20] 在六月的收益
[44:21] 确实创了单月的新高
[44:23] 她想跟我们分享这个喜悦
[44:25] 他说其实也没做什么
[44:27] 其实就是抱着自己信得过的
[44:29] 例如说因为我们常常分享
[44:31] 载板ABF
[44:32] 他就警报
[44:33] 还有跟大盘相对强势的族群
[44:36] 好比说被动元件
[44:37] 他也有警报
[44:38] 那还有不要过度恐慌
[44:40] 不要乱追价
[44:41] 身上都会保留一些现金
[44:43] 回档时呢
[44:44] 就会去买
[44:44] 例如说台积电啊
[44:45] 相对安稳的部位
[44:47] 或是他本来就有观测一些股票
[44:50] 一直想买
[44:50] 那一直都很贵
[44:51] 回档时他就觉得
[44:53] 捡起来比较开心了
[44:54] 因为之前是买不下手的嘛
[44:55] 他说呢
[44:56] 这边就不好意思
[44:58] 我没有那么厉害啦
[44:59] 他说因为都是收听跟看赵华宁的节目
[45:02] 也很喜欢找来的来宾
[45:04] 都很优质
[45:04] 那他这边的感谢名单里面
[45:06] 就有我们的威良哥
[45:08] 我先把他的感谢名单讲一下
[45:09] 他有汉伟哥
[45:11] 分析很有条理
[45:12] 他有晨报
[45:14] 所以老公上班开车会听他的晨报
[45:16] 朱老师技术分析
[45:18] 回后买上涨
[45:19] 也是一个很好的
[45:20] 明汉哥对产业的信心
[45:23] 还有小明同学
[45:24] 认真又轻松的语气
[45:26] 维泰的黄金右下角
[45:28] 好来咯
[45:29] 新南古神威良哥
[45:31] 跨号是真的好帅
[45:34] 惊叹号
[45:35] 谢谢
[45:36] 上次讲之后
[45:37] 有看到本人
[45:39] 台北吗
[45:41] 威良哥是个很容易害羞的
[45:42] 他现在有点害羞
[45:43] 好礼拜五有暖神凯哥
[45:45] 他说礼拜五凯哥的总结
[45:47] 会有吃的大补贴
[45:48] 他说因为自己呢
[45:50] 去年离开职场
[45:51] 在家全心照顾小孩
[45:52] 那先生公务员又是赚死薪水
[45:55] 都会希望给孩子更好的生活
[45:56] 所以他会希望
[45:57] 我在家我能做什么
[45:59] 可以赚点钱呢
[46:00] 所以每天非常认真的收听节目
