[00:00] 歡迎收聽趙華語古貨載第1030集
[22:40] 對
[22:41] 所以記憶體這一塊
[22:42] 我覺得如果大家要投資的話
[22:44] 可能還是以趨勢的角度來看
[22:46] 對
[22:46] 那整個AI其實都是
[22:48] 然後包括像我擅長的PCB
[22:50] 我也是這種想法
[22:51] 就是像週末就有人跟我說
[22:55] 晚庭晚庭
[22:56] 怎麼辦
[22:57] 我上週把那個ABF賣掉
[23:01] 然後他就問我說
[23:02] 那拉回可以買嗎
[23:03] 對那我就會很尷尬
[23:05] 我就說我不太會看這種短線
[23:07] 因為我們真的都是看趨勢
[23:09] 對就是像今年AI的這個
[23:11] 投片量
[23:13] 就是在臺積電的投片量很大
[23:15] 然後我們也知道
[23:17] 就是Blackwell
[23:18] 網路兵網路兵
[23:19] 他的這個GPU的切割尺寸
[23:22] 會變得更大
[23:22] 所以我之前看好載板的關鍵
[23:25] 就是因為你的GPU面積變大
[23:27] 你載板的這個面積的消耗就會變多
[23:30] 然後因為功能變得更復雜
[23:33] 所以你佈線也會變複雜
[23:35] 然後PCB的版程數就會變多
[23:37] 那載板的狀況這樣的話
[23:39] 它的產能消耗
[23:40] 我自己算起來就是會
[23:41] Rubin會比Blackwell多了
[23:44] 可能2.2倍以上
[23:45] 那這樣過去這幾年
[23:47] 因為載板在2020年的時候
[23:50] 不是那時候COVID-19
[23:51] PC需求超好
[23:52] 然後供不應求
[23:53] 所以大擴敞
[23:54] 那這一次就剛好消化完
[23:57] 然後會供不應求
[23:58] 重新看到報價漲
[23:59] 那這個趨勢
[24:00] 其實以明年的獲利來看
[24:02] 就是上週大家看到我們的報告之後
[24:05] 就來問我說
[24:06] 你明年EPS怎麼估
[24:07] 我說其實很難估
[24:09] 但我們只能確定
[24:10] 就供需的結構來看
[24:12] 確定會買不到
[24:14] 那買不到的時候
[24:15] 報價要漲3% 5%
[24:17] 還是像記憶體一樣漲100%
[24:19] 不知道
[24:20] 我們只能做一個假設基礎
[24:21] 所以我們是用每季漲5%抓起來
[24:24] 明年EPS就是二十幾塊
[24:26] 那這樣算下來
[24:27] 就會覺得宅版其實不貴
[24:28] 那所以每一個拉回
[24:30] 是不是就可能會是一個
[24:32] 好介入的買點
[24:33] 所以我們大概只能
[24:35] 從這個角度去看產業趨勢
[24:36] 然後評價不貴
[24:39] 或者是有新的動能進來的時候
[24:41] 股價會繼續推升
[24:42] 我們會從這個角度去看
[24:43] 好 這題我會
[24:45] 什麼叫這題我會呢
[24:47] 就是當然第一
[24:48] 你的宅版到底
[24:49] 當初建立的部位是如何因為像問碗田人也許他已經獲利了結一趟了嘛對對獲利了結一趟你就趁這種拉回的時候再把它補回來說實話我覺得傷害不大就像我今天看金元店
[25:01] 你要280好了
[25:02] 那如果我300賣
[25:03] 280就已經比我賣的便宜20塊
[25:05] 大不了就是當做你沒賣
[25:07] 可是你又省20塊把它減回來
[25:09] 如果你已經有獲利的底氣
[25:11] 就比較容易這麼做
[25:12] 所以我常常會覺得說
[25:14] 有時候你還是要適度的停利
[25:15] 是在這個原因
[25:16] 然後也有跟大家分享說
[25:18] 其實有些ETF
[25:19] 你會覺得他不應該配股息
[25:20] 例如說像981A變成季配
[25:23] 或說像982A
[25:24] 他會告訴你
[25:25] 他會把蠻多的資本利得配給大家
[25:27] 然後創造這個
[25:28] 感覺像殖利率幾乎要10%
[25:30] 那大家會覺得莫名其妙
[25:31] 可是某種程度
[25:32] 他就是在幫忙做停利
[25:33] 看你覺得OK不OK
[25:34] 因為我自己也會幫我自己做
[25:36] 基金部位的停利
[25:38] 對
[25:38] 這邊也有人一直
[25:40] 最近又傳訊息問我說
[25:41] 我講的20%停利是什麼
[25:43] 我很簡單的講
[25:45] 因為我覺得他不是一個
[25:46] 什麼所有的事情都要這樣做
[25:48] 是因為我之前有買一檔
[25:49] 就是摩根的美國科技基金
[25:51] 因為它的波動比較大
[25:53] 而且它又是基金嘛
[25:54] 它可以例如說
[25:55] 你可以買三千
[25:56] 也可以買三萬
[25:56] 也可以買五萬十萬
[25:57] 就看你在什麼樣的時間點做加碼
[25:59] 所以我就會習慣說
[26:01] 如果今天它真的有跌比較深
[26:02] 我可能就會加碼單比比較大
[26:04] 那今天穩穩往上漲
[26:05] 我可能就幾千幾千買這樣
[26:07] 可是如果它漲到總體基金
[26:10] 假設一百萬
[26:11] 它已經漲到一百二十萬
[26:13] 我可能就會想想
[26:14] 好像整體的環境比較熱了
[26:16] 我會把那個20萬的部分贖回
[26:18] 因為基金贖回比較簡單
[26:20] 他就把單位數算一算給你就贖回
[26:22] 你不會有感覺
[26:23] 可如果你用ETF什麼
[26:24] 你就會發現
[26:25] 造化會有那種什麼先進先出啊
[26:27] 本來我買的這一張成本比較低
[26:29] 那張成本比較高
[26:30] 啊我就跟大家提醒說
[26:31] 其實也不用這樣算的仔細
[26:33] 就是看你要不要把獲利的部分
[26:35] 其實你不見得要漲到20%獲利瞭解啊
[26:37] 你也可以30%
[26:38] 你也可以15%
[26:39] 你就想獲利瞭解
[26:40] 你就把那個部分領回來
[26:42] 那領回來之後
[26:44] 我還是會繼續扣哦
[26:46] 不是說就不理他咯
[26:47] 讓他的那個單位都不會成長了
[26:49] 不是
[26:50] 我覺得還是會
[26:51] 如果一直漲就小筆小筆扣
[26:53] 有大跌就比較大筆扣
[26:55] 然後再下一次他遇到又獲利20%了
[26:58] 我可能就會再把那個20%獲利了結
[27:00] 這很簡單的一個想法
[27:02] 原因就是在
[27:03] 我覺得我沒有辦法預設臺股或美股
[27:05] 是不是可以一路不停的上去
[27:07] 那適度的停利到口袋裡
[27:09] 就像剛剛講到的宅版
[27:11] 假設問晚停那個人
[27:13] 他可能100塊買200塊賣
[27:15] 那他就已經賺100啦
[27:17] 那買
[27:17] 他現在趁宅板在洗刷的時候
[27:19] 前兩天不是跌停有到220吧
[27:22] 他再買回來也沒有關係啊
[27:24] 對就是
[27:25] 如果真的又跌了
[27:26] 他就只是少賺一點嘛
[27:28] 對
[27:28] 可是對於手上從來沒有的人來說
[27:30] 那現在你要不要這樣建立部位
[27:32] 你可能就要想清楚
[27:33] 因為再怎麼說就是有風險
[27:35] 可是假如他例如說
[27:37] 他又跌到月線
[27:38] 或是又跌到季線好了
[27:39] 因為比較深的迴盪可能到季線
[27:41] 而晚天又提醒我們
[27:43] 其實他宅板
[27:43] 當然要實時follow
[27:45] 你要記得聽我們頻道
[27:46] 就是它的整個產業趨勢
[27:48] 根本就沒有任何改變
[27:49] 那它就會是一個
[27:50] 很好的買點
[27:51] 我覺得其實
[27:52] 事情並不複雜
[27:53] 可是人性上
[27:54] 要克服的問題會很多
[27:56] 因為有時候
[27:57] 我知道當你看到
[27:58] 價格在波動的時候
[27:59] 你就會以為說
[28:00] 產業變差了
[28:02] 而且通常都是漲上去
[28:03] 你會覺得來不及買了
[28:05] 就急著想買
[28:06] 一下就懷疑
[28:07] 這個產業出事了
[28:08] 對
[28:08] 其實有時候那個波動
[28:10] 是跟產業
[28:11] 一點關係都沒有
[28:12] 它就是市場的資金在跑
[28:14] 對
[28:14] 現在就很明顯
[28:16] 就兵種結賬嘛
[28:17] 就是我們一直在講
[28:18] 就結賬有一些關係
[28:19] 然後FED這個也有啦
[28:21] 因為FED影響是全球的
[28:22] 大市場的水
[28:24] 對
[28:24] 好
[28:25] 所以在美股也在迴盪的情況下
[28:27] 有一些是說得出道理
[28:29] 像記憶體
[28:30] 雖然這個感覺上
[28:32] 今天跌很慘
[28:33] 可是要記得上禮拜五
[28:34] 本來SANDISK是一度漲二幾趴哦
[28:36] 就等於其實本來市場的共識
[28:38] 是覺得他很棒
[28:40] 可是可能瞬間就剛剛講到
[28:42] 不管是黃金白銀
[28:43] 或者是這個聯準會提名的新主席
[28:45] 大家有點擔心
[28:46] 瞬間他的就留一個超級長上一線
[28:48] 然後美光就翻蝶
[28:49] 然後風雲就變色
[28:51] 那你說是不是機體
[28:52] 瞬間這個產業爆雷了或出事了
[28:54] 沒有
[28:55] 沒有任何的對機體壞的訊息
[28:58] 沒有
[28:58] 除了華人訊不認識群聯
[29:00] 我覺得很瞎啦
[29:02] 因為大老闆他可能
[29:03] 沒有聽過下面供應商
[29:04] 不是什麼太奇怪的事情
[29:06] 那所以臺股又是比較高波動
[29:09] 又漲到這個地方
[29:10] 每一個機體都漲了至少三倍以上
[29:13] 甚至五倍
[29:14] 對
[29:14] 那當然你說就一個move
[29:16] 你說韓股都可以
[29:17] 因為三星還是跌到熔斷了
[29:19] 那我們還好啦
[29:20] 我們沒有熔斷
[29:21] 對
[29:21] 我們有臺積電
[29:23] 我們有臺積電
[29:24] 一個很便宜的臺積電
[29:25] 又是世界No.1
[29:27] 我還記得婉婷講一句話
[29:28] 那時候很激勵我
[29:30] 就是
[29:30] 因為大家知道
[29:31] 我都是用0052
[29:32] 去佈局臺積電
[29:33] 但我都沒有自己
[29:34] 去買一張臺積電
[29:36] 因為我也會覺得
[29:37] 買一張臺積電
[29:37] 感覺上那個成本很高嘛
[29:39] 那後來有一次明翰來
[29:40] 就講到他兒子
[29:41] 現在去美國唸書
[29:43] 那四年的學費
[29:44] 他就覺得
[29:44] 現在買好臺積電
[29:46] 四年後的臺積電
[29:47] 絕對漲到
[29:48] 可以cover他兒子
[29:49] 在美國的學費
[29:50] 還講到住那個宿舍
[29:51] 好像一個月
[29:52] 就要花七八萬塊錢
[29:54] 對
[29:54] 就是基本的
[29:55] 要花在這個住的上面
[29:57] 什麼的
[29:57] 我怎麼知道
[29:58] 住什麼可以那麼貴
[29:59] 好 但不管怎樣
[30:00] 我就把這個事情
[30:01] 分享給婉婷
[30:02] 然後婉婷就說
[30:03] 說了一句
[30:04] 我就印象很深的
[30:05] 因為那時候臺積電是在漲
[30:06] 就可能是法說會講的
[30:08] 非常的之好
[30:09] 所以就真的在漲
[30:11] 然後你就說
[30:11] 不管短線上
[30:12] 有沒有漲
[30:13] 長線上回來看
[30:14] 你就會知道
[30:15] 現在很便宜
[30:17] 對
[30:17] 哇我覺得這句話
[30:18] 好好振奮
[30:19] 然後我就在買005了
[30:21] 沒有辦法
[30:23] 因為這句話
[30:24] 買一整張臺積電
[30:25] 對
[30:25] 我剛剛還想到一個
[30:27] 我想要分享的東西
[30:28] 就是乖離啦
[30:29] 因為最近乖離
[30:30] 不是很大嗎
[30:31] 對
[30:31] 然後大家就會擔心說
[30:32] 乖離太大
[30:33] 因為遲早地吸引力嘛
[30:35] 就是乖離遲早
[30:35] 一定會甩回來
[30:36] 是會甩回來
[30:37] 已經甩回來到月線啦
[30:38] 對
[30:38] 那我有去看一下
[30:40] 就是從2008
[30:42] 因為2008之後QE嘛
[30:43] 大撒錢
[30:44] 當然2008之前
[30:45] 也有很多很大的乖離
[30:47] 但2008之後的乖離
[30:49] 基本上修正完之後
[30:51] 都沒有翻空的
[30:53] 對
[30:54] 就是其實這個正乖離
[30:56] 之所以會形成
[30:57] 就是因為經濟好
[30:58] 或者是產業趨勢好
[31:00] 然後資金行情好
[31:01] 這種狀態
[31:02] 其實今年是沒有改變的
[31:04] 對
[31:04] 所以我覺得這個乖離的修正
[31:07] 跟這個比較大的波動
[31:08] 都是目前看起來
[31:10] 我們會比較偏向是
[31:11] 好事解讀
[31:12] 而且我自己還
[31:14] 這樣講希望有點
[31:16] 就是今天如果我在谷海
[31:18] 有點受傷的人
[31:18] 不要怪我
[31:19] 我會覺得在一月
[31:21] 立刻就又甩回月線
[31:22] 真的是好事
[31:23] 為什麼
[31:23] 其實大家可以看
[31:24] 像之前有沒有
[31:25] 就是去年
[31:28] 其實一路上漲的過程中
[31:30] 幾乎最多就是到月線
[31:32] 後來到去年的十二月
[31:34] 真的漲太多了
[31:35] 有兩度是打到季線
[31:37] 可是都是再上去
[31:38] 而且創造出一月
[31:40] 這個不可思議之行情
[31:42] 所以我才會跟大家講說
[31:43] 如果今天是建立在景氣
[31:45] 其實沒有出現問題的情況下
[31:47] 是漲多
[31:48] 那我覺得月線是第一道關卡
[31:50] 以我來說
[31:51] 向下加碼的時候
[31:53] 雖然上禮拜五
[31:54] 我加碼
[31:55] 我有在股破仔跟大家分享
[31:56] 但我有提到沒有加什麼很多
[31:58] 因為我覺得到月線
[32:00] 可能會加的比較多
[32:01] 我今天就加的比較多
[32:03] 我今天一樣是買
[32:05] 剛剛講主動型的
[32:06] 比較積極的像統一那一檔
[32:08] 或者是市值型裡面
[32:10] 它是比較追求績效
[32:11] 要立志打敗0050的
[32:12] 像985A這樣子的產品
[32:14] 但是你說月線就會止跌嗎
[32:16] 沒有
[32:16] 因為去年12月
[32:17] 它也有打到季線
[32:19] 只是我們現在離季線
[32:19] 是非常遠
[32:20] 如果這一波回到季線
[32:22] 應該嚇死人
[32:23] 對
[32:23] 不過我覺得
[32:24] 如果您是用這種ETF
[32:26] 做往下佈局的時候
[32:27] 你的壓力不會這麼大
[32:29] 對
[32:30] 因為你一方面
[32:30] 也是買市值
[32:31] 一方面也是相信
[32:33] 一個操盤團隊
[32:34] 所以這些壓力
[32:35] 都不是你在扛
[32:36] 你就是臺股怎樣
[32:37] 你就會怎樣的一個情況下
[32:39] 你壓力不用太大
[32:40] 它如果真的有往下
[32:41] 重點在你有沒有好的一個
[32:43] 本來的本業收入
[32:44] 以及你是不是本來就儲備一些資金
[32:46] 去買這些商品
[32:48] 我本來就儲備一些資金
[32:49] 因為它一路往上
[32:50] 邪度那麼高的時候
[32:51] 你不可能這時候大砸錢
[32:53] 所以投資的邏輯就是如此
[32:55] 當你開始FOMO
[32:56] 很擔心個股飛走的時候
[32:58] 反而要冷靜一下
[32:59] 對
[33:00] 我跟你講
[33:01] 這個時候ETF也很好用
[33:02] 例如你很FOMO
[33:04] 你很怕臺電飛走
[33:05] 我就一直跟大家講
[33:06] 小臺積就0052
[33:07] 你買一點點小臺積
[33:08] 你手上有
[33:09] 你手上有
[33:10] 你會降低一點
[33:11] 那個FOMO的感覺
[33:12] 那如果說
[33:13] 你那時候買了
[33:14] 現在可能是變賠
[33:15] 變賠
[33:16] 那你就可以
[33:16] 比較安心的說
[33:17] 我們比較便宜的成本
[33:18] 再來建立我的部位
[33:20] 但是個股我就說不準
[33:22] 因為個股我自己抱的
[33:23] 大家也知道
[33:24] 我都很煎熬了
[33:25] 漲上去
[33:26] 我也是覺得挺煎熬
[33:27] 然後下來的話
[33:28] 我當然會好一點點
[33:29] 就是我會看
[33:30] 它到底有沒有止跌
[33:31] 那我再講一個例子是
[33:32] 最近也有一些人
[33:34] 傳訊息問
[33:34] 問我什麼呢
[33:35] 普瑞KY
[33:36] 為什麼呢
[33:37] 因為他在前一波
[33:38] 他是一家
[33:39] 沒有跟著大盤
[33:40] 漲上去的IC設計公司
[33:42] 然後我和韋泰
[33:43] 都會覺得
[33:44] 普瑞KY有點可憐
[33:45] 可是他怎麼會可憐呢
[33:46] 因為他完全是平概
[33:47] 他完全
[33:47] 就是AI比較沾不上關係
[33:50] 所以我們覺得
[33:51] 他平價很便宜
[33:52] 很可憐
[33:52] 我們在觀察他
[33:53] 可是真的不代表
[33:54] 他就應該說
[33:56] 哦
[33:56] 我很委屈
[33:57] 很可憐
[33:57] 我就要噴
[33:58] 但是很不幸的是呢
[33:59] 他就在上禮拜
[34:00] 被外資出報告
[34:01] 又降了一次平等
[34:03] 所以他就從大概
[34:04] 570 560
[34:06] 又一下打到520 510
[34:08] 然後就
[34:09] 大概有三個人吧
[34:11] 就傳信說
[34:11] 趙華你不是說
[34:12] 他已經跌得很低了
[34:13] 很委屈嗎
[34:14] 那現在你的看法
[34:15] 有任何改變嗎
[34:16] 那你會去持有他嗎
[34:17] 什麼
[34:18] 那我就會覺得
[34:19] 我就回對方說
[34:20] 第一是
[34:21] 因為他還提到說
[34:22] 外資好像不看好
[34:23] 我說對
[34:23] 第一如果外資已經不看好
[34:25] 第二你對他
[34:26] 你也沒把握
[34:27] 你只是聽我們閒聊
[34:28] 那其實你不要去碰他
[34:30] 因為我和韋泰能關注
[34:32] 不代表大家都應該去關注
[34:34] 因為我們兩個也知道
[34:35] 他會委屈
[34:36] 一定就有市場不青睞的原因
[34:37] 而這個不青睞的原因
[34:39] 什麼時候會拿掉
[34:40] 我們兩個都沒把握
[34:41] 只是知道他現在
[34:42] 本盈比就相對是很合理
[34:44] 然後可能也會有股息
[34:45] 所以如果你今天真的有他
[34:48] 然後是買在這種
[34:49] 比較低的位階
[34:50] 小套
[34:51] 然後有股息
[34:52] 你可能心情會比較好
[34:53] 可是因為他也不能算
[34:54] 非常低價的股票
[34:55] 我也不知道大家買多少
[34:56] 所以你要了解
[34:57] 如果他只是佔你的資金
[34:58] 九牛一毛
[34:59] 像種種子一樣
[35:00] 他對你來說就一趴
[35:01] 種一個種子
[35:02] 那它怎麼樣
[35:03] 其實大家不會那麼緊張
[35:04] 對
[35:05] 所以連續三個人問
[35:06] 我就會發現說
[35:07] 那就是同樣的一個問題
[35:09] 對
[35:09] 你希望在這一波里面
[35:11] 找到沒有漲那麼多的股票
[35:12] 可是你也沒有辦法忍耐
[35:14] 這些沒有漲那麼多股票
[35:15] 它不但沒有漲
[35:16] 還出現了跌
[35:17] 可是對我來說
[35:18] 我覺得很合理
[35:19] 合理就是它今年
[35:21] 也許在成長動能上
[35:22] 以外資來說
[35:23] 它就是比不上那些AI股
[35:25] 對
[35:25] 所以我覺得
[35:26] 總之就是聽完大家
[35:28] 對各股各種FOMO的心聲之後
[35:31] 我這邊有一個小總結
[35:32] 請萬婷來跟我們一起討論
[35:33] 有一個人傳了一個
[35:34] 很長很長的訊息給我
[35:36] 因為他說他壓了蠻多股票
[35:37] 在鋼鐵股
[35:38] 因為他覺得鋼鐵股
[35:39] 就是沉寂很久
[35:41] 但最近有動
[35:42] 所以他就佈局了
[35:43] 很久的鋼鐵股
[35:44] 那也稍微有一點動
[35:46] 可是他覺得整個大盤很差
[35:47] 然後他又覺得
[35:48] 他資金已經完全沒有效率了
[35:50] 對
[35:50] 然後當然這位先生
[35:51] 他有列出很多的他的標的
[35:53] 然後他就說
[35:54] 他發現像以前的電子股
[35:55] 不管是錦碩或金豪科
[35:56] 我沒有提過的
[35:57] 他也有買過
[36:01] 所以又很懊惱
[36:02] 他就反問我說
[36:03] 那如果現在
[36:04] 就是第一是
[36:05] 他要怎麼樣穩定心態
[36:07] 他說例如說
[36:07] 我跟小哥都有存股
[36:10] 像小哥很喜歡存可存
[36:11] 他也不必會告訴大家
[36:13] 那個就是他穩定領襲的一個來源
[36:14] 然後我跟小哥也都有美債
[36:16] 雖然後面問我美債的
[36:18] 我都會覺得
[36:18] 大家如果你資本沒有很大
[36:20] 其實你真的不要去買美債
[36:21] 因為你會一直好在意
[36:23] 它沒有漲
[36:24] 就你會好在意它的價差
[36:26] 你好在意匯率的波動
[36:28] 這些都不是買美債
[36:29] 真正應該要想的事情
[36:30] 所以但是這位問我的先生就說
[36:34] 是不是因為我們有那種
[36:34] 很穩定的部位在
[36:36] 所以我們對於其他的東西
[36:37] 高波動的科技股可以抱得住
[36:39] 我覺得第一個這個是
[36:40] 我必須說是
[36:41] 因為我們兩個都有做資產配置
[36:43] 所以我們有很穩定的資產的時候
[36:45] 我們另外一邊就可以比較
[36:47] 沖沖衝或比較活潑
[36:48] 但是另外他有問一個事情
[36:50] 我覺得很重要
[36:51] 他說因為他之前覺得
[36:52] 不管買0050臺積電
[36:53] 都不能買太多了
[36:55] 因為漲很多了
[36:56] 所以他才去買那些低價的鋼鐵股
[36:58] 那現在很煎熬
[36:59] 要不要把鋼鐵股去換成
[37:01] 例如說臺積電
[37:02] 或是統一的FNG Plus 00757
[37:05] 或是費城半導體00830
[37:07] 它很煎熬
[37:08] 但是我會覺得
[37:09] 要是我的話
[37:10] 我會
[37:11] 我不會壓那麼重在鋼鐵
[37:13] 即使鋼鐵確實有可能會從谷底
[37:16] 突然跑出來像中鋼對不對結束去年47年最差的獲利突然漲大半根對甚至今天鋼鐵也不弱對大部分鋼鐵也不弱可是我真的會覺得要我以一個長線的規劃來說
[37:28] 我個人會把比較大的資金
[37:30] 去放在科技股
[37:31] 那同樣也許現在你不要買多
[37:33] 可是你只要看到大盤
[37:34] 有明顯的回檔
[37:35] 那你就再買多一點
[37:37] 我覺得你一定要建立起
[37:38] 讓你會覺得舒服的部位
[37:41] 才有辦法在投資市場長久
[37:43] 就也回答一下這個先生
[37:45] 有時候那種就是產業不好的股票
[37:49] 他在科技股休息的時候
[37:52] 會莫名其妙的漲一根
[37:53] 大噴
[37:53] 對那只是市場之間的
[37:55] 就是挪移跟翹翹板
[37:57] 因為經營經理人為了要
[37:59] 就是守住他們的極小房子
[38:02] 可能科技股回檔的時候
[38:03] 他的波動太大
[38:05] 所以會去做這樣的調整
[38:06] 那當然就是
[38:08] 也許你買到夠便宜
[38:10] 你的這個鋼鐵或甚至碩化水泥
[38:12] 可能會有獲利
[38:13] 但實際上趨勢選股
[38:16] 可能在效益上面還是會比較好
[38:19] 對啊
[38:21] 因為我像婉婷也會聽到
[38:23] 很多身邊的朋友親戚
[38:24] 什麼在這一波會不停地問說
[38:27] 要不要買啊什麼的
[38:28] 那因為我有跟大家講
[38:29] 私訊進來我不是不會回
[38:31] 可是我真的會看一下大家的情況
[38:33] 例如說是心態面的問題
[38:34] 其實我比較樂意回
[38:36] 可是如果是直接問說
[38:37] 趙華我聽了你的股貨展
[38:39] 已經好幾年了
[38:40] 謝謝你提供那麼好的資訊
[38:41] 那請問錦樹還能買嗎
[38:43] 這我不行
[38:43] 我真的不行
[38:44] 我會覺得
[38:46] 真的是打叉叉的行為
[38:47] 不可以這樣子
[38:48] 因為我覺得我們兩個
[38:50] 或者說
[38:50] 我跟其他的來賓們也一樣
[38:52] 我們都會不斷地
[38:53] 跟大家分享
[38:54] 例如說產業趨勢是如此
[38:55] 可是它會搭配很多
[38:57] 例如像現在間諜那麼多
[38:59] 它有點是系統性在疊
[39:01] 那系統性在疊
[39:02] 就不是說這個產業多不好
[39:03] 它沒什麼
[39:04] 然後當然也有人問說
[39:05] 被動雲線怎麼了
[39:06] 被動雲線就是這一貨裡面
[39:08] 可能跟AI的關聯
[39:09] 是比較後段的
[39:10] 所以漲的時候
[39:11] 它比較慢
[39:11] 但是慢的時候
[39:12] 現在疊
[39:13] 今天國劇也破月線
[39:14] 然後大家覺得
[39:15] 怎麼長都沒他
[39:16] 可是你要嚴格來說
[39:17] 國劇也創過歷史新高
[39:19] 對
[39:20] 所以也不是說
[39:21] 他都沒長到
[39:22] 只是如果你跟記憶體比
[39:23] 好像所有的人都在
[39:25] 大概15樓的位置
[39:27] 看著101大樓
[39:28] 所以你會有那種
[39:30] 差距感
[39:31] 可是你說這些主要的
[39:33] 電子一線軍都長了
[39:35] 連日月光都長了
[39:36] 對
[39:37] 那你說日月光好不好
[39:38] 其實我還是覺得他很好
[39:39] 因為不管是
[39:41] Covas Copos
[39:41] 任何的先進封裝
[39:43] 它一定都有
[39:44] 對
[39:44] 那所以它慢歸慢
[39:45] 但是我覺得
[39:46] 對我來說
[39:47] 它還是一家
[39:48] 就是風色概念
[39:49] 還是很好的一些標的
[39:50] 好
[39:52] 那要不要稍微聊一下PCB
[39:54] 好啊
[39:55] 就是剛剛其實
[39:56] 我們有聊到載板了
[39:57] 就是這個趨勢
[39:58] 我是很看好的
[39:59] 那除此之外
[40:01] 去年很好的
[40:02] 像大家在討論缺布
[40:04] 缺同步
[40:05] 然後CCL
[40:06] 就是規格升級
[40:07] 這件事情
[40:08] 今年其實是沒有變的
[40:10] 但是到現在看起來
[40:12] 就是布的狀況low ct
[40:14] 就是所謂的t glass
[40:15] 或者是宅版用的布還是非常的缺
[40:17] 那你tomo之前是有說
[40:20] 2026年底它產能會開出
[40:22] 那它是一次開出還是陸續開出
[40:25] 現在看不太出來
[40:26] 但是它這個產能大概會擴充達三倍
[40:29] 所以預期2027年
[40:31] 基本上t glass的布應該要不缺
[40:33] 可是宅版自己會缺
[40:35] 所以這個結構會對宅版更為有利
[40:38] 好但是再回來講臺灣的這個富橋臺撥
[40:41] 他們是做low dk的布
[40:44] 那現在就是平臺規格
[40:47] 看起來有一部分會往q布走
[40:49] 然後有一些還是維持用m7
[40:52] 就是k1的布
[40:53] 有一些用k2
[40:54] 好所以k2並沒有全面的被覆蓋被使用
[40:59] 所以我覺得那個產業結構沒有
[41:01] 沒有那麼漂亮
[41:03] 其實坦白講
[41:04] 而且你還有這個q布的競爭威脅
[41:07] 對所以在布的廠商的部分
[41:09] 還有12月營收
[41:10] 就是富橋收月營收
[41:11] 稍微掉蠻多的
[41:12] 我其實有一點不太舒服
[41:14] 對所以布
[41:15] 我一直都相對的
[41:16] 沒有那麼看好
[41:17] 對我這邊再幫婉婷
[41:19] echo一下
[41:20] 她對於破千布
[41:21] 一直都還好
[41:22] 對
[41:23] 我知道很多的聽眾
[41:24] 或是達人秀的觀眾
[41:25] 都好喜歡像富橋得宏
[41:27] 這樣子的題材
[41:29] 對
[41:29] 可是婉婷有提醒我啦
[41:31] 她就說
[41:31] 因為他們這個擴場的競爭
[41:33] 是比較大的
[41:34] 對
[41:34] 她一直沒有
[41:34] 然後還有當然
[41:35] 我們要觀察營收的狀況
[41:37] 對
[41:37] 那她就讓人家有點失望之外
[41:39] 像之前現真的事情
[41:40] 也壓了股價
[41:41] 總之他有比較多
[41:43] 這方面的紛紛擾擾
[41:44] 對
[41:44] 那德宏的話
[41:46] 是因為這兩天
[41:47] 有在傳說
[41:48] 他的Q部有過認證
[41:49] 但實際上
[41:50] 他本來就已經過認證
[41:52] 對
[41:52] 他可能就是
[41:53] 太久沒有人提了
[41:54] 然後就有人可能
[41:56] 希望大家再重溫一下
[41:58] 所以就把他拿出來講
[42:00] 所以今天股價蠻強的
[42:02] 對
[42:03] 那同博的部分的話
[42:04] 還是會缺
[42:05] 那只是說
[42:06] 因為同博
[42:07] 新產的良率的狀況好像不是太好
[42:11] 所以營收我覺得強度也不夠
[42:13] 那真的放大量的時間點
[42:15] 可能是在農曆年後
[42:16] 那那個時間點如果營收還沒有出來
[42:19] 我自己其實坦白講我就會比較擔心
[42:21] 但如果營收開始往上走
[42:23] 原則上我覺得就沒有問題
[42:24] 對然後CCL的部分的話
[42:27] 就是聽說訂單超級好
[42:30] 對臺光臺藥都是
[42:33] 臺光今天也很強啊
[42:34] 對算很強
[42:35] 對然後
[42:37] 營收很有機會
[42:39] 可能在第一季
[42:40] 就會再創新高
[42:41] 然後產能不夠
[42:43] 所以有在傳說
[42:44] 高階的CCL
[42:46] 也可能會漲價
[42:47] 這個對我們來講
[42:48] 以前比較不容易看到
[42:49] 因為高階的利潤很高
[42:51] 所以原則上
[42:52] 大家就是
[42:52] 在擠進去高階的過程中
[42:54] 我們會維持價格
[42:56] 儘量不要去漲價
[42:57] 讓客戶繼續拿我的
[42:58] 可是現在如果
[43:00] 真的那麼吃緊的話
[43:01] 那它高階也漲價
[43:03] 對於先進者來講
[43:05] 就像臺光店這樣的廠商
[43:06] 它的利潤率就會相對比較好
[43:08] 對
[43:08] 所以我覺得這一塊
[43:09] 反而可以留意一下
[43:11] 短期營收動能
[43:12] 會不會有機會創新高的
[43:14] 甚至會有漲價機會的這個空間
[43:16] 那下游的部分的話
[43:18] 第一季其實坦白講是淡季
[43:20] 然後大家淡季
[43:23] 但是大家為了怕缺料
[43:25] 所以最近在積極的備貨
[43:27] 所以我們就會看到
[43:28] 臺光店臺藥的營收在往上
[43:31] 可是下游的營收要往上
[43:32] 可能要等到三四月以後
[43:34] 對
[43:34] 所以我覺得排序上來講
[43:36] 我自己還是會認為
[43:38] 載板的這個結構是最好的
[43:40] 然後再來就是看短期營收動能
[43:43] 然後會有被趕快強姦庫存的這個CCL
[43:46] 然後最後的話就是下午的板廠
[43:49] 好
[43:50] 所以像金香店也是之前甩很兇
