[00:00] 歡迎收聽趙華與古惑仔第1016集
[24:55] 你眼前的事情先做好就好
[24:57] 對你把眼前事情做好
[24:59] 然後我覺得基本上
[25:02] 太遠的事情
[25:03] 我們也料不到
[25:04] 先把目前的手上的工作
[25:06] 或投資相關的東西
[25:08] 顧好我覺得就是很OK
[25:09] 所以回到臺北股市的部分
[25:12] 基本上我覺得
[25:13] 接下來因為人氣可用了
[25:14] 所以會有很多很多的
[25:16] 這種所謂的迪衛傑
[25:18] 或者我們說的
[25:19] 黃金右下角的一個標的
[25:21] 會慢慢慢慢的浮現
[25:23] 那一來也是因為
[25:24] 有部分的一些AI相關個股
[25:26] 真的就如同很多專家說的
[25:29] 就是本益比偏高
[25:31] 那麼已經反映了
[25:32] 它可能2026年的一個EPS了
[25:35] 所以這邊可能會有點點就是漲得太動
[25:38] 那當然不是說他們公司不好
[25:40] 而是說現在的這個價格
[25:42] 對投資的人來講
[25:44] 他的可能的獲利的一個空間並不是那麼大
[25:47] 就大家會稍微觀望
[25:49] 那類似做好公司也蠻多的
[25:51] 但我會覺得說那不妨就是等他
[25:53] 稍微就有點這個回漲跟修正
[25:56] 他的那個獲利空間放大了之後
[25:59] 我們再來去進行做一個佈局跟DJ
[26:02] 那當然大家可能最關心的例如說
[26:05] 記憶體
[26:06] 記憶體的話
[26:07] 就已經不在我們黃金右下角
[26:09] 的主攻範圍內
[26:12] 對我覺得它現在是一種
[26:14] 信仰的問題
[26:15] 對不對
[26:16] 就是如果你真的非常喜歡記憶體
[26:18] 那達爾蒙各有各種不同的方式
[26:20] 例如說像米漢協理
[26:22] 他在上禮拜來上
[26:24] 我跟艾倫的節目的時候
[26:25] 有特別提到
[26:26] 他就只買最強的
[26:27] 他會建議只買最強的
[26:29] 就例如說你知道上游的顆粒
[26:30] 一定是最受惠的
[26:31] 那顆粒裡面
[26:33] 南亞克又跑得比華邦店快
[26:34] 所以他就只看
[26:35] 例如說只看那兩顆
[26:36] 這是一個邏輯
[26:37] 就是你只選最強的
[26:39] 那Fresh裡面
[26:40] 那你群聯是獲利最好的
[26:42] 那你就看群聯
[26:43] 不代表不會跌
[26:43] 只是說如果你想要去衝一把
[26:47] 然後你要選的話
[26:49] 他會認為是最強的
[26:50] 那當然也有答案說
[26:50] 你不要選那個已經漲很多倍的
[26:53] 你去選擴散效應的
[26:55] 也是有道理
[26:56] 因為最近在漲什麼
[26:57] 風策
[26:58] 風策就是很典型
[27:00] 在外溢跟擴散效應中的最後一環
[27:02] 用最後一環可能有點重
[27:04] 不要用最後
[27:05] 現在很多人都是說
[27:06] 打到北風北了
[27:07] 最後了結果還是在漲
[27:09] 應該說它在整個供應鏈裡面
[27:12] 風策一定都是有拿得到單的
[27:14] 這是它的好處
[27:15] 風策是那一種
[27:17] 不管景氣好或不好
[27:18] 它基本上大概就是賺多賺少
[27:20] 只有很小型的風策廠
[27:22] 才會在景氣不好的時候賠錢
[27:24] 對你看什麼日月光
[27:25] 這個力晨這型別的公司
[27:28] 景氣就算不太好
[27:29] 他們也都是賺多賺少的問題
[27:31] 那但是當上遊顆粒漲了
[27:34] 模組漲了
[27:35] 就像這個晶圓代工
[27:36] 這個成熟製成漲了
[27:38] 對不對
[27:38] 然後可能有些像IC設計
[27:40] 有獨特利基的漲了
[27:42] 那最後怎麼樣
[27:43] 大一統就會來到封測
[27:45] 不管你今天要做的是CoAth
[27:47] 你要做Corpos
[27:48] 你要做扇出型封裝
[27:50] 你要做記憶體封裝
[27:52] 你要做圈圈叉叉封裝
[27:54] 對
[27:55] 你最後一定會回到封測場
[27:57] 這是它的好處
[27:58] 對
[27:59] 所以現在漲的日月光歷程
[28:02] 前一陣子其實很紅的是金元店
[28:04] 就外資目標加看400等等的
[28:07] 還有細格什麼的
[28:09] 大家都說
[28:10] 其實只要有訂單我們都有接
[28:11] 所以風策在漲
[28:12] 那機體也有風策
[28:13] 那最厲害的就華東
[28:15] 華東在華新集團
[28:16] 其實已經有申報轉讓的情況下還是噴 狂噴那南茂也跟著漲所以如果今天真的很喜歡機體我坦白講我自己我的個性我可能比較敢碰
[28:27] 就是風策那一塊
[28:29] 例如歷程
[28:29] 我們講比較多的是歷程
[28:31] 對
[28:31] 因為歷程是
[28:32] 很早就跟大家講
[28:34] 他在機體裡面
[28:35] 就是大哥啊
[28:36] 就是風策大哥啊
[28:37] 對
[28:37] 那不理他
[28:38] 然後理誰呢
[28:40] 你說華東那一種
[28:41] 我真的還不敢耶
[28:42] 雖然他真的很強
[28:43] 但是上游的經歷
[28:45] 我也覺得好
[28:45] 可是我追不下去嘛
[28:47] 那模組就是看
[28:48] 最好的教科書是威剛
[28:50] 可是他20分鐘分盤
[28:51] 所以對我來說
[28:52] 如果硬要跟記憶體的話
[28:54] 我就是屬於膽小鬼
[28:56] 我就是封測可以
[28:57] 其他可能比較不信
[28:58] 但有的答案覺得
[28:59] 你要就是買
[29:00] 他們裡面的領頭羊
[29:01] 當然歷程應該算是
[29:03] 記憶體封測裡的
[29:04] 算是一軍了啦
[29:06] 那剛剛講到的
[29:07] Fresh就群聯
[29:08] 然後經歷可能就是南阿克
[29:10] 大概就是這樣子
[29:11] 對
[29:11] 以前這個記憶體封測
[29:14] 就兩家嘛
[29:15] 歷程跟南茂
[29:16] 南茂
[29:16] 當然還是以力程為主
[29:19] 不過講到記憶體
[29:20] 這基本上跟大家分享一下
[29:22] 我個人的觀察
[29:23] 就是我接下來會觀察
[29:26] 就是因為目前其實漲價的
[29:28] 基本上都還落在DDR4跟DDR5居多
[29:31] 而且DDR4漲得比較快
[29:32] 它的幅度呢
[29:34] 勝過DDR5
[29:35] 那目前全球有在做DDR4跟DDR5的
[29:38] 越來越少
[29:40] 那麼三星
[29:42] 他們就說他們也要慢慢慢慢的退場了
[29:44] 所以就剩下臺灣
[29:47] 還有另外一個就是我們所謂的中國的
[29:50] 包括像是長江儲存
[29:53] 還有包括像是這個長興儲存
[29:57] 我要觀察點是說
[29:59] 因為目前看起來
[30:01] 整個歐美廠商對於記憶體的部分
[30:03] 尤其是比較傳統的DDR4跟DDR5
[30:07] 他們都是採取就是不再增產
[30:09] 甚至要去做減產
[30:10] 但是在中國這部分
[30:13] 其實因為這兩家公司
[30:15] 在2026年都有IPO的壓力
[30:19] 所以他勢必要去做一些
[30:22] 除了調升報價之外
[30:23] 他可能還必須要去做一些
[30:25] 所謂的擴散動作
[30:26] 關於這個問題
[30:27] 我問過我的朋友
[30:30] 其實韋泰朋友很多
[30:32] 我自己有些事情
[30:34] 有拜託韋泰
[30:34] 我就問他說
[30:37] 你們擔不擔心
[30:38] 就是中國的記憶體的
[30:41] 一個產能開出來
[30:43] 他跟我講說
[30:45] 目前不擔心
[30:46] 因為歐美的這些的一個buyer
[30:50] 他們的first choice
[30:53] 他不會是選擇中國的市場產品
[30:56] 是是是
[30:57] 這也是在這個中美貿易戰
[30:59] 或者是說包括歐洲可能也牽扯進來了
[31:01] 去紅化
[31:02] 對對對
[31:03] 但是呢
[31:05] 我最近聽到了比較不一樣的聲音
[31:07] 有部分的業者
[31:10] 他針對部分的出貨地
[31:12] 他有采取就是中國生產的記憶體
[31:16] 就不是賣到歐美的
[31:19] 可能就是可能在亞洲
[31:21] 或者是在這個東南亞
[31:23] 就是沒有這麼
[31:24] 不是這麼重要的市場
[31:26] 他們是的的確確
[31:28] 他有去採用這個所謂的
[31:30] 中國生產的記憶體
[31:33] 所以我覺得大家可以去持續關注
[31:35] 這個事情的後續發展
[31:37] 如果說這件事情呢
[31:39] 因為大家實在拿或拿不到
[31:41] 這有可能
[31:42] 有可能是價格漲太誇張
[31:44] 商人都是成本要先做考量
[31:47] 要去做一個利潤的考量
[31:49] 所以在這部分
[31:50] 其實大家還是要去去觀察
[31:52] 大家還是去觀察
[31:54] 到底說這樣子的狀態
[31:56] 會不會有蔓延的情況
[31:57] 我就是機體的
[32:03] 漲到這邊一定會有各種訊息跑出來
[32:05] 例如說中國在擴敞這個事情
[32:07] 大概兩個月前
[32:08] 朋友就會一直提醒
[32:10] 就是說中國很快就會擴敞
[32:11] 那當然對於持有利多訊息的一方
[32:15] 自然也會講說
[32:16] 因為現在大家都要飛紅供應鏈
[32:17] 所以他擴他的
[32:18] 他卷他的
[32:19] 我們不一定會買嗎
[32:20] 然後再加上本來美光跟Synthetix
[32:23] 也是有回諜過啊
[32:24] 有沒有
[32:24] 那後來Synthetix就講說
[32:26] 現在已經緊缺到要用現金來
[32:28] 我才願意賣了
[32:29] 我根本不跟你籤什麼長約
[32:31] 開票了
[32:32] 所以這些訊息
[32:34] 就會一直在這邊做分層
[32:36] 例如說上個禮拜五
[32:38] 我記得凱哥來也常跟大家講
[32:40] 他不是不看好記憶體
[32:41] 我們都一致的覺得
[32:42] 因為現在看起來沒有敗相
[32:44] 我的沒有敗相是說
[32:45] 它報價就是在漲
[32:46] 然後各個跟記憶體達到的產業
[32:49] 包括黃仁勳的金口一開
[32:51] 說這個產業還有巨大的空間
[32:53] 當他們這樣在聊的時候
[32:56] 你就知道這個產業肯定沒結束
[32:58] 可是產業漲到這邊
[32:59] 就會出現像當時的航運股
[33:01] 類似的情況
[33:02] 報價也在漲
[33:03] 可是因為你上沖下洗
[33:05] 上沖下洗你能不能耐得住
[33:08] 而且它會發生一個很可怕的現象
[33:09] 就是可能今天集體重挫
[33:12] 集體跌停
[33:12] 然後你就想
[33:13] 我今天大膽的進去撿
[33:15] 過兩天他又創高了
[33:17] 所以以後每次看到重挫
[33:19] 我就應該進去撿
[33:21] 它會養成一個慣性
[33:23] 我還記得那時候
[33:24] 航運到末端的時候
[33:27] 都有人跟我說
[33:28] 我們公司的工賭生都在買航運
[33:30] 這有什麼不能買的
[33:31] 連你都沒賺到什麼的
[33:32] 就會虧你
[33:33] 因為我有賺過航運
[33:34] 但賺很短
[33:35] 對
[33:35] 那結果後來等它開始下跌的時候
[33:39] 如果一直用這種心情去說
[33:40] 重挫就是買
[33:41] 還會再創高
[33:42] 那時候就是一個
[33:43] 比較危險的情況
[33:44] 可是Butter
[33:45] 這邊也要講
[33:46] 記憶體能夠長
[33:47] 還有一個東西
[33:48] 給了他們很大的助力
[33:49] 就是空單
[33:50] 對
[33:51] 有很多的空單
[33:52] 就是一直守在
[33:52] 記憶體的身上
[33:53] 所以它也會形成
[33:54] 一種燃料的作用
[33:56] 還有就是南亞科
[33:57] 現在畢竟
[33:58] 你再怎麼說
[33:58] 0050就是要買
[33:59] 當然有人可能會吃
[34:00] 0050的豆腐
[34:01] 但它就是要買的情況下
[34:03] 它就是一股助力
[34:04] 對
[34:05] 所以如果今天股價
[34:06] 遇小不易的情況
[34:08] 就是至少你不要空它啦
[34:09] 我覺得只能給予像這樣的建議
[34:12] 對
[34:13] 所以我也一直在觀察
[34:15] 就是這個
[34:16] 接下來這個
[34:17] 第一個是報價嘛
[34:19] 報價如果說還有機會再漲
[34:21] 那基本上當然就沒有問題
[34:23] 那怕就是說這個股價
[34:25] 比如說像這次黃仁勳
[34:27] 講這個記憶體相關的一個訊息
[34:29] 我有特別看
[34:30] 其實股價的上漲的幅度
[34:32] 並沒有很大
[34:33] 我就有點擔心說
[34:35] 會不會有點點這個利多頓化的情況
[34:37] 所以我覺得現在
[34:39] 當然你現在手中持股
[34:40] 比較低成本的投資朋友
[34:42] 大家還是可以先虛報
[34:43] 但如果說你現在才要進場的
[34:46] 我覺得在這個比重上
[34:49] 要稍微去做個拿捏
[34:50] 就是你可能分批成階或怎麼樣
[34:53] 那不要說太快了
[34:56] 就全部去做進場
[34:57] 而且最好是
[34:58] 當然是趁稍微量縮拉回的時候
[35:01] 去做低階
[35:02] 可能會比較好一點
[35:03] 好那今天很謝謝韋泰
[35:05] 也會覺得在這樣的一個當口下
[35:08] 當然有很多熱門的產業
[35:10] 在不停的輪動中
[35:11] 像今天PCB
[35:13] 對不對
[35:13] 昨天的PCB也表現不錯
[35:15] 今天的PCB就相對又開始
[35:16] 比較震盪一點點了
[35:18] 那你說太空衛星這一種的
[35:20] 我覺得這樣子
[35:21] 就是低軌衛星
[35:22] 它不會馬上有貢獻爆量的營收進來
[35:25] 跟AI伺服器不太一樣
[35:27] 可是因為他們都在漲一個
[35:29] 所謂的評價相對比較低
[35:30] 以及他們有所謂的領頭羊
[35:32] 就是申達科
[35:33] 有可能往千元去做邁進的情況
[35:35] 它就會有一點像
[35:37] 怎麼講
[35:37] 你說矽光子那樣的風潮也好
[35:39] 或什麼的風潮也好
[35:40] 不過因為蠻多公司是有EPS的
[35:42] 所以我覺得是可以觀望
[35:43] 關注一下這樣的領域
[35:45] 它現在的風潮就是比較熱的
[35:47] 那很多人在問CPO
[35:49] CPO也常常跟大家分享
[35:51] 很奇妙
[35:51] 因為這個如果禮拜四的
[35:53] 臺積電的法說會上面
[35:55] 也會有點提到CPO的話
[35:56] 我覺得至少這個族群有個好處
[35:58] 它先跌了
[35:59] 之前是漲了
[36:00] 好多都創新高
[36:01] 實在不敢跟大家一直推下去
[36:03] 什麼光盛上圈
[36:04] 聯亞昨天還漲停板
[36:06] 對不對
[36:06] 然後這個波羅威華星光
[36:08] 其實都創下歷史新高
[36:10] 那最近也因為有分盤交易
[36:12] 那好像資金也會跑來跑去嘛
[36:14] 就先從他們和散熱的身上跑走
[36:16] 散熱是一直有
[36:17] 因為華人勳講到未來的一冷
[36:19] 水冷在那個機櫃外
[36:21] 不需要用到那麼多的情況下
[36:23] 也是一直被殺傷到現在
[36:24] 但是這兩個族群
[36:26] 他畢竟還是在AI大方向裡面的
[36:29] 熱門產業
[36:30] 以及營收有機會繼續往上走
[36:32] 像CPU其實到了下半年
[36:34] 有幾家的營收是有開始往上走
[36:36] 不是沒有
[36:36] 所以他們反而有可能
[36:39] 例如說臺電今天的法說
[36:41] 他講到的東西
[36:42] 有CPU的技術相關
[36:43] 這個可能就是個催化劑
[36:45] 跟提出很高的資本支出
[36:47] 然後你發現裝置股
[36:48] 怎麼好像漲多了不漲
[36:49] 這可能就是兩種
[36:50] 不一樣反過來的思維
[36:52] 我覺得大家可以去思考一下
[36:53] 因為我是喜歡CPU的
[36:55] 可是後來太貴了
[36:56] 如果他們現在有稍微
[36:57] 有一些原因迴盪的話
[36:59] 我會繼續關注
[37:00] 以及我也會關注
[37:01] 就是很
[37:02] 跟大家講過好幾次
[37:03] 就大力光要切入
[37:03] CPU這個領域的事情
[37:05] 它可能會影響到
[37:06] 一些廠商的生計
[37:07] 因為畢竟大力光
[37:09] 它在技術的研發上
[37:10] 和它的資金雄厚上
[37:11] 是令人可敬的對手
[37:13] 那它也會很掌握
[37:15] 這一次離開這個純瓶概括
[37:17] 有新契機這件事情
[37:19] 因為它之前有發展過
[37:21] 很多部門醫療
[37:21] 隱形眼鏡
[37:22] 事實上沒有形成
[37:23] 一個大的氣候
[37:24] 那這一次有沒有可能
[37:26] 在這個新的光通訊領域
[37:28] 拿到他的一席之地
[37:30] 他可能影響到別人
[37:31] 可是代表他認為
[37:32] 這一塊商機是大的
[37:34] 所以我覺得這件事情
[37:35] 大家也是可以來
[37:36] 綜合做評估
[37:37] 好那今天很謝謝
[37:39] 韋泰
[37:39] 也跟我們的古惑仔朋友
[37:40] 說拜拜咯
[37:41] 謝謝趙華
[37:42] 大家拜拜
[37:43] 大家拜拜
