[00:00] 欢迎收听赵华宇股货载第1060集
[23:33] 在PCP上游会不会持续的升级
[23:36] 我想在今年它还是
[23:37] 包括像载板
[23:38] 载板今天其实也压力比较大一点
[23:40] 当然载板也是一个
[23:41] 我觉得你从本一比来看
[23:43] 如果你没有布局在低点
[23:45] 你真的是会抱不太住的
[23:47] 可是上一次因为载板
[23:49] 因为股灾的时候也有重挫
[23:52] 所以感觉上载板也是一个
[23:53] 重挫的时候值得留意的领域
[23:55] 我觉得载板其实
[23:57] 那是这两天才落
[23:58] 其实两天前
[24:01] 超强
[24:02] 新星还在创新高
[24:03] 对不对
[24:03] 所以你看今天
[24:04] APF虽然感觉好像没有很强
[24:06] 可是你不要忘记
[24:07] 今天它的设备厂
[24:08] 厂广
[24:09] 今天是亮灯涨停的
[24:10] 是
[24:10] 就告诉你它从原本的
[24:12] 产线的
[24:13] 到成设备的
[24:15] 从产线的涨
[24:17] 到现在设备的涨
[24:18] 所以感觉它是轮动的
[24:19] 它轮动的涨
[24:20] 轮动的涨基本上
[24:21] 你就不用太害怕
[24:22] 因为最怕的是
[24:23] 整个族群全灭
[24:25] 全灭这个是
[24:27] 怎么
[24:27] 就是灯火全击灭的感觉
[24:30] 这样就比较虚人的感觉
[24:32] 还好没有
[24:33] 我们叫团灭
[24:34] 团灭
[24:35] 整团灭掉
[24:36] 这个显然是打仗用的用语
[24:39] 但是目前看来是没有
[24:41] 所以我觉得他只是短线的休息
[24:43] 就是你
[24:44] 因为我个人觉得在前两天
[24:46] 我觉得这个ABF宅版跟探针
[24:50] 基本上他们就是两个族群在进合
[24:52] 就是比看谁爬得快
[24:54] 是
[24:54] 对
[24:54] 那在昨天就很明显感觉出来
[24:57] 尹威其实略强一些
[24:58] 所以尹威昨天
[25:00] 一抢之后
[25:01] 就整个就往上拉了
[25:02] 你看他今天就
[25:03] 确立股后的地位
[25:05] 那信心就下来了
[25:08] 但是我觉得下来
[25:09] 就是整理一下
[25:10] 我觉得不用太担心
[25:11] 对
[25:12] 但是我老实讲
[25:13] 载板确实有一个问题
[25:15] 就是我刚刚讲的
[25:16] 因为日东房的拨布的价格
[25:19] 其实他们也不见得
[25:20] 能够完全的马上转价
[25:22] 他们也是要花一点时间
[25:24] 所以他不会像探针这种
[25:27] 我就之前讲过了
[25:28] 探针是数字就是很好
[25:30] 是
[25:30] 订单就是没有疑虑
[25:32] 所以基本上
[25:34] 我们之前讲说
[25:35] 你可以看高买低
[25:36] 那时候讲那中探针
[25:37] 200块了
[25:38] 我说他基本上可能
[25:39] 什么其实高阶的也没有做到
[25:42] 但是他就是说
[25:43] 我有去测
[25:44] 我有去给某一家测
[25:46] 市场就会给他很大的掌声
[25:48] 他到今天才休息
[25:49] 可是你看探针族群
[25:51] 今天股后就确立了
[25:52] 所以我觉得资金还是在
[25:54] 只是你怎么去操作的问题
[25:56] 资金还是在
[25:58] 还包括今天出关
[25:59] 其实大部分是跌
[26:00] 刚刚有讲到
[26:01] 这个金句富巧
[26:02] 但有一个人
[26:03] 他今天出关很厉害
[26:04] 叫做万润
[26:05] 万润今天出关
[26:07] 是直接涨停板
[26:08] 而且锁到最后
[26:09] 半导体设备
[26:10] 我觉得这一块
[26:12] 还是盘面上面
[26:13] 像今天他们也相对是抗跌
[26:15] 重挫股几乎没有到
[26:17] 这种指标型的半导体设备
[26:19] 但有一些设备
[26:20] 像例如汉堂
[26:20] 他最近修正有比较多
[26:22] 有一些传闻之类的
[26:24] 可是我跟业界打听
[26:25] 大家对汉唐还是会觉得
[26:27] 下来是站在接的立场
[26:29] 就订单真的很多
[26:30] 那今天万润是直接攻掌顶
[26:32] 半导体设备这一块
[26:34] 是不是也是在盘式震荡中
[26:36] 因为订单非常确立
[26:38] 有蛮手
[26:38] 可以考虑的
[26:39] 其实万润也有打入CPU
[26:41] 这就是他
[26:43] 为什么最近这么强烈
[26:44] 有好几家设备厂
[26:44] 也是讲CPU
[26:45] 或者CPU封装
[26:46] 然后你看那个宏康
[26:48] 有没有
[26:49] 然后之前的范泉
[26:50] 宏康是测试CPU的
[26:53] 他们就说
[26:53] 我做CPU的测试
[26:55] 喔誰不得了
[26:56] 講完之後馬上就拉兩根
[26:57] 虹康在第一位階一講完就兩根
[26:59] 對
[27:00] 但其實他的型態還沒有整個扭轉上來
[27:01] 還沒還沒
[27:02] 但就是他只要講說我有CPU
[27:04] 對我有注意到
[27:05] 哇不得了
[27:06] 感覺好像說我有一個鑽石的感覺
[27:08] LED廠還不是這樣講
[27:09] Micro LED然後有切入
[27:11] 對LED廠他說喔我有什麼對不對
[27:13] 就開始拉對不對
[27:15] 但其實Micro LED跟LED你不要傻傻分不清
[27:18] 基本上有一些是真的有切入Micro LED
[27:21] 有些是沒有
[27:21] 就像麦可伊利有切入
[27:22] 就是负财啊
[27:23] 银元啊
[27:24] 这些是有切入的
[27:25] 其他的基本上
[27:27] 你就看看就好了
[27:28] 所以你不要说
[27:29] 什么李周什么
[27:32] 你也想要来买一下
[27:33] 我觉得这样就有点风险
[27:34] 你好敢哦
[27:35] 就是股票
[27:36] 你还是要稍微挑一下啦
[27:38] 对
[27:38] 不要什么都不知道
[27:40] 你就乱买
[27:40] 其实我觉得
[27:41] 至少来看我们的节目
[27:43] 达恩秀你看
[27:43] 来宾有没有讲到这些公司
[27:45] 如果讲到这些公司
[27:46] 你就可以稍微留意一下
[27:48] 虽然有时候可能
[27:50] 达人可能不见得很认同
[27:52] 又是说我记得上一次
[27:53] 我们有一个达人
[27:54] 想说啊
[27:55] 这旺宏三百块
[27:56] 那有可能
[27:57] 他没有说什么不可能
[27:59] 但他意思是说
[28:00] 他说你还是要等到
[28:02] 后面有成绩出来
[28:03] 对
[28:03] 然后你看后来又有人随便报告
[28:05] 后来有人随便报告说
[28:06] 诶
[28:07] 旺宏应该至少看到一八级
[28:08] 那我们刚刚讲的嘛
[28:09] 我们刚刚其实有讨论
[28:11] 因为他就没有进到隧道啊
[28:12] 所以他没有看到隧道的尽头嘛
[28:15] 所以他一八级有没有可能会来
[28:17] 我觉得有可能哦
[28:17] 因为大家现在都不做情况之下
[28:19] 它确实有可能获利会慢慢往上跳高
[28:22] 但是我觉得当获利往上跳的时候
[28:24] 本益比也不可能同时在跳高
[28:26] 因为毕竟它就是一个夕阳产业
[28:28] 我讲白的
[28:29] 因为它没有更高级的运用
[28:31] 其实国外在用的S-RAM的技术
[28:34] 跟Fresh是没有关系的
[28:36] S-RAM技术跟D-RAM也没有什么关系
[28:38] 所以S-RAM的梦
[28:40] 基本上台湾是没有的
[28:42] 所以大家在看NVIDIA的S-RAM的部分
[28:46] 基本上台湾有做就台积电而已
[28:48] 所以你也不要说
[28:49] 好像每个记忆体都有梦
[28:52] 其实梦很快就会醒了
[28:54] 对
[28:54] 我刚才在那边思考
[28:57] 确实因为凯哥
[28:59] 现在跟我们配合
[29:00] 他也有去别台
[29:01] 他也知道我们达人
[29:02] 就算今天达人
[29:04] 我也开个玩笑
[29:05] 汉伟哥隔空跟他sale
[29:06] 因为他常常会说
[29:08] 这个东西有题材
[29:08] 他知道没有基本面
[29:10] 可是他会告诉我们
[29:11] 这个就是有题材
[29:12] 因为他最早来我节目
[29:13] 他一开始讲是神盾集团
[29:14] 后来又讲威盛集团
[29:16] 但他都有非常非常强调
[29:17] 一件事情
[29:18] 就是如果今天是没有基本面
[29:20] 但是看到题材很热
[29:21] 他每天在喷涨停
[29:22] 那如果他不解读
[29:23] 你就会被一些
[29:24] 很稀奇古怪的人解读走
[29:26] 他们可能就会哄你说
[29:28] 他会什么
[29:28] 多赚钱
[29:29] 多厉害
[29:30] 那我们都会很坦白说
[29:32] 不是
[29:32] 他长得不是基本面
[29:34] 他长的是筹码聚集
[29:36] 你用形态来做
[29:37] 像Michael Red
[29:38] 我们不能说他不会长
[29:40] 可是个人有喜好
[29:41] 例如说像富采
[29:42] 我以前就常常碎念他什么
[29:44] 所以他说他以前法人
[29:45] 就很喜欢拜访他
[29:46] 因为他以前是LED做累金的
[29:48] 那个大咖嘛
[29:49] 好几家公司后来又合并
[29:50] 可是他始终啊
[29:52] 他始终头性怎么估他EPS
[29:54] 他到年底就是做不到
[29:56] 所以我就是觉得很咬牙切齿
[29:59] 可是每一次风吹到什么
[30:00] Micro LED什么上
[30:01] 他就会涨
[30:02] 那就涨吧
[30:03] 是不是
[30:04] 那你说他是不是相对有技术
[30:05] 我们也觉得其实是
[30:07] 可是不知道我们就是赚不了钱
[30:08] 那刚刚向凯哥点到顶元
[30:10] 最近也很强嘛那这些公司就是我们也期待他开花结果那可是你不要先用他会是一个什么机油股赚很多钱的角度去真正很机油的我觉得像翼光
[30:21] 它的获利就很稳定
[30:23] 可是它就不一定是最会涨的
[30:25] 所以大家有时候分辨的时候
[30:26] 我们是很良心的告诉你
[30:28] 它会涨
[30:28] 可是你要知道
[30:29] 它并不是因为
[30:30] 基本面变得很好才涨
[30:32] 而是因为话题而涨
[30:33] 好多人都说做CPU
[30:34] 你一讲我真的想到
[30:36] 这个设备股也有说做CPU
[30:38] 然后这个刚刚讲到
[30:39] 做LED的也说
[30:40] 他们都有切进这种光源相关的
[30:42] 我觉得大家一听到CPU
[30:45] 也不管到底有没有可能
[30:46] 只要是光好像都可以
[30:48] 都没有管它到底是真的钻石
[30:50] 还是人造钻石
[30:51] 反正只要闪闪发亮
[30:52] 就觉得可以买
[30:53] 但是你要知道人造钻石
[30:55] 基本上是很没有钱的
[30:56] 是很不值钱的
[30:57] 但人造钻石的现在品质
[30:59] 据说做到跟真钻已经差异不大
[31:01] 所以真钻的价格就往下掉下来了
[31:04] 好那这边前两天
[31:05] 刚好都有分享很多人私讯给我
[31:07] 对不对
[31:07] 你们可以想象我要讲什么了
[31:10] 对不对
[31:10] 就是越来越多人了
[31:12] 那也有人希望
[31:13] 可以跟各位听众朋友
[31:15] 分享他们的心得
[31:17] 那凯哥今天在
[31:17] 昨天负责碎碎念的是
[31:19] 蔡明翰先生
[31:20] 今天我们来看凯哥
[31:21] 会不会碎碎念
[31:22] 但是我觉得凯哥应该
[31:23] 比较不会碎碎念吧
[31:25] 好
[31:25] 我先来讲一位这个蔡先生
[31:27] 因为你说你很希望
[31:28] 我们可以分享你的例子
[31:30] 他就说
[31:31] 他说我是每天下班开车
[31:33] 会听理财答案秀的帖粉
[31:35] 他老婆在旁边
[31:36] 就说开车没空时
[31:38] 老婆就要帮他点开手机
[31:40] 说要找赵华
[31:41] 那他因为在2026年
[31:43] 他已经历经了
[31:44] 整个关税战一周年
[31:46] 关税战一周年
[31:47] 对耶
[31:48] 关税战要一周年了
[31:50] 我跟凯哥刚刚还在讲
[31:51] 为什么凯哥那么担心坐头
[31:53] 因为关税战之前
[31:55] 台股其实闷了两三个月
[31:57] 我不晓得大家还有没有印象
[31:58] 那时候资金就一直续积
[31:59] 融资也一直续积
[32:01] 然后台股其实闷闷的
[32:02] 在月线上下这样
[32:03] 有点缓跌
[32:05] 然后小涨缓跌
[32:06] 后来就崩了
[32:07] 我们就很担心
[32:08] 最近如果一直在这样
[32:09] 年年年年个一个月
[32:11] 会不会有什么状况
[32:13] 我们刚刚在讨论
[32:14] 真的一周年了
[32:15] 本来是个存股族
[32:17] 然后呢
[32:18] 每月是有一些变动收入
[32:20] 但是看到这一两年的大多头
[32:22] 他就突然觉得
[32:23] 如果投入市执行
[32:26] 如果当年投入市执行
[32:28] 就应该可以fire老板
[32:30] 各位啊
[32:31] 正直很重要
[32:32] 不要每次股市顺
[32:34] 你就觉得可以当那个好不好
[32:35] 自己的操盘手
[32:37] 然后自营商好不好
[32:38] 不要好不好
[32:39] 所以2025年关税当下
[32:42] 他就把大笔资金
[32:44] 投入了低本益比
[32:45] 获利稳定的传产
[32:47] 他想说传产就是稳
[32:49] 而且自己本身在传产工作
[32:51] 那新科技
[32:52] 其实是没有办法第一时间认同的
[32:54] 也觉得到头来就是个泡沫
[32:56] 然后就把钱转到了智强KY
[32:59] 在此先声明
[33:00] 我们对智强KY
[33:01] 没有什么恶意的评价
[33:02] 大家觉得有事足赛的加持
[33:05] 就是文
[33:05] 他觉得在我的节目里面
[33:08] 比较像是傅旭歌的想法
[33:09] 可是呢
[33:10] AI加剧浪潮
[33:12] 那市场的资金都在科技股
[33:14] 都没有雨露均沾到6768的自强KY
[33:17] 他说也不是自强不好啦
[33:18] 可是来咯
[33:19] 别人的股票在涨
[33:21] 自己的没有涨就算了
[33:23] 有时候还在跌
[33:24] 浪费了资金的效率
[33:26] 投资的心态
[33:27] 我已经全然抱不住这样
[33:29] 所以他到了去年
[33:31] 闷到去年10月左右
[33:33] 就决定
[33:34] 把零股利赔掉的价杀算清楚
[33:36] 就出清了自强KY
[33:38] 其实结算下来没有太亏
[33:40] 可是大盘指数整个翻倍咯
[33:42] 然后中间他还转去了巨羊
[33:45] 体感依旧是闷爆
[33:47] 所以到了11月12月的时候
[33:50] 去年他听了我podcast里面
[33:52] 就觉得听一听听一听
[33:54] 体质开始不一样
[33:55] 还夸号想给老婆更好的生活
[33:58] 不应该再患得患失了
[34:00] 于是加入了0050的行列
[34:02] 打不赢就加入
[34:04] 结果现在就无脑没压力
[34:06] 不用担心美股晚上崩盘
[34:08] 夜盘大碟
[34:08] 简释绩效相见恨晚
[34:10] 觉得还是庆幸啦
[34:13] 有走过这一遭
[34:14] 才会甘愿做这件事情
[34:16] 找到自己投资的步调
[34:17] 希望有机会
[34:18] 听到我的血泪史分享
[34:20] 所以凯哥他是在历经了
[34:23] 都没有追到AI股
[34:24] 可是还是不敢追AI股的情况下
[34:27] 去买市值型
[34:27] 然后觉得终于可以体会
[34:29] 但如果没有经过这一遭
[34:31] 他根本就不想投市值型
[34:32] 对当初的想法是这样
[34:34] 但我觉得基本上
[34:35] 他就是个配置的问题
[34:36] 你说质量QI不好吗
[34:37] 其實他也沒有不好
[34:38] 但是他就是有對等關稅的問題
[34:41] 所以之前對等關稅
[34:42] 然後現在卡的是一個油價高漲
[34:44] 可能後面的消費景氣力道會下滑
[34:47] 所以會讓他這股價
[34:49] 會在這個地方進行一個橫向的整理
[34:51] 但是我覺得
[34:52] 我個人覺得
[34:54] 如果你是長線操作自強KY的人
[34:56] 這時候ETI應該就會開始
[34:58] 想要慢慢的買自強KY了
[35:00] 因為你可以看到
[35:01] 現在大概回到一個景線的位置
[35:03] 大概就在102塊上下這個位置
[35:06] 所以我觉得
[35:06] 长线的人应该是
[35:08] 这时候是要买一些资产开拍
[35:10] 但是我没有说你换不对
[35:12] 其实换也是对的
[35:13] 重点在于配置
[35:14] 就是每个人不可能单压一档
[35:16] 就好像说有人压0050
[35:18] 然后发觉那00981
[35:19] 00982
[35:20] 哎呀长得好凶啊
[35:22] 我为什么不压这个
[35:23] 为什么压了0050
[35:24] 其实这就是取向的问题嘛
[35:27] 就是就像你讲的
[35:28] 你要好睡觉
[35:29] 你要有一个平安
[35:31] 那就是买一个稳定型的标的
[35:33] 稳定型会成长的
[35:35] 那就够了
[35:36] 对
[35:36] 因为股市不是每个人
[35:38] 都是可以瞬间去拿捏那个转折
[35:42] 其实你要睡拿捏转折
[35:44] 你晚上睡不好觉
[35:45] 所以我觉得你就不要干这个事
[35:47] 但是你也不要说资金全部show hand
[35:49] 都在0050上面
[35:51] 因为盘市总有下跌
[35:53] 但你在加码的时候
[35:54] 所以我觉得你大概就是
[35:56] 把资金放在六七成的位置
[35:58] 就可以了
[35:59] 然后剩下三成
[36:00] 就是如果下来就再加码
[36:02] 而不是说我现在全部show hand
[36:04] 全部休恩其实压力还是很大
[36:06] 因为虽然是平稳的0050
[36:08] 对
[36:08] 但如果你想要追求很好的税交期
[36:11] 你就更不适合买00981 00982
[36:13] 因为他们也是波动很大
[36:15] 你像这些几天积极在跌
[36:16] 我觉得他们也都会受伤
[36:18] 他们不可能不受伤
[36:19] 只是他们可能相对来讲
[36:20] 还有更多强势的股票去balance
[36:22] balance
[36:23] 所以我觉得
[36:25] 有些股票
[36:27] 只要是体质OK的
[36:29] 我觉得你都可以留一点点去观察它
[36:31] 对
[36:32] 等到它又开始转上来
[36:33] 你又可以搭个顺风车
[36:34] 就持续加码加码加码
[36:36] 就可以赚到那个钱
[36:37] 对不对
[36:38] 然后它下来了
[36:39] 你又看到
[36:39] 五日线破了
[36:40] 二十日线破了
[36:41] 它又下来了
[36:42] 你又把钱放到0050去
[36:44] 其实这样不是很好吗
[36:45] 所以就是你可以把0050
[36:47] 当作是你的大水库
[36:48] 然后现金当个小水库
[36:50] 然后待会儿水不够了
[36:51] 小水库去补一些
[36:52] 然后当好的标的出现的时候
[36:54] 你就可以把大水库的0050的钱
[36:55] 拿来放在
[36:56] 会有长期成长性的标的上面
[36:58] 其实这样配置
[36:59] 你觉得好不好
[37:00] 应该还不错
[37:01] 这位蔡先生
[37:02] 谢谢你的私讯
[37:04] 我常常讲
[37:05] 如果打开看到是分享
[37:06] 这种好的心得的
[37:07] 我都很开心
[37:08] 就是反而是一个心灵充电
[37:10] 那昨天呢
[37:11] 我也觉得达兰比尔有耐性
[37:13] 昨天因为我们有分享一个林先生
[37:15] 他有讲到说
[37:15] 他个股完全抱不住
[37:17] 完全都在做当冲
[37:18] 就觉得是不是干脆全部都投ETF
[37:20] 后来因为明翰就有跟他讲说
[37:22] 因为我可以理解
[37:23] 其实我后来思考
[37:24] 大家还是会想要参与
[37:25] 因为台股1700、800档股票
[37:27] 你都不做个股
[37:28] 真的也很无聊
[37:29] 所以大家想参与的心是有的
[37:32] 那昨天有教这位林先生一些方法
[37:33] 后来有一位林小姐就很热心
[37:35] 她说她想要分享她怎么做的
[37:37] 因为她曾经也非常害怕报个股
[37:39] 她说她有两个账户
[37:41] 那长线是持有部位大概七成
[37:43] 这个部位她就买0050 0052金融股
[37:46] 等等有股息的
[37:47] 然后跌破月线季线就分批进场
[37:50] 都已经想好
[37:51] 她只要破月线季线都是勇敢
[37:53] 所以她已经想好了这样
[37:54] 那短线她放三成
[37:55] 她想要练习对个股的骨感
[37:57] 她说只有一个原则
[37:59] 我尽量不要赔
[38:00] 赚1%也好
[38:01] 先从这样子就好了
[38:03] 不要奢望我可以大赚翻倍
[38:05] 然后呢
[38:06] 所以干脆就学朱老师
[38:07] 就技术形态啦
[38:08] 跌破趋势
[38:09] 立刻砍立刻砍立刻砍这样
[38:10] 他说后来这个小账户呢
[38:12] 是供给账户
[38:13] 那一赚到钱
[38:14] 开心了就赶快转去
[38:16] 这个长线账户
[38:17] 然后呢
[38:18] 他说这样子
[38:19] 又有练习到
[38:20] 然后又不会亏到钱
[38:21] 后来就发现
[38:22] 心脏有慢慢养大哦
[38:24] 他想要跟这位林先生
[38:25] 做分享我们空中交流
[38:27] 我觉得蛮好的
[38:28] 确实
[38:29] 因为我常跟大家讲说
[38:31] 我那么喜欢个股
[38:32] 是因为我在这个领域
[38:33] 我认识凯哥
[38:34] 我认识明翰
[38:36] 他们会跟我讲的时候
[38:37] 我自己也会做判断
[38:38] 所以我做个股
[38:39] 心脏当然会比一般人大一些些
[38:41] 可是像刚刚这位
[38:42] 不管林小姐
[38:43] 或是昨天问的
[38:45] 也是林先生
[38:46] 林小姐林先生
[38:48] 好
[38:48] 真的耶
[38:50] 可能都没有办法
[38:52] 像我们有那么多密切
[38:53] 得到个股的管道
[38:54] 可是我觉得
[38:55] 因为达人会讲
[38:56] PARCES或理财达人就会讲
[38:57] 我觉得这个练习的方法很好
[38:59] 你先不要想说
[39:01] 好羡慕人家赚五成一倍嘛
[39:02] 你赚个一趴两趴
[39:04] 先试试看
[39:05] 然后再放长一点
[39:06] 再赚个五趴十趴
[39:07] 我觉得这个方法是蛮好的
[39:08] 对呀
[39:08] 你要知道银行现在利率才几趴
[39:10] 银行利率才
[39:11] 可能不到两趴吧
[39:13] 银行的存款利率
[39:14] 对
[39:15] 对不对
[39:15] 你一天赚一趴
[39:17] 不得了
[39:18] 付利期
[39:18] 一年就多少趴
[39:20] 一天赚一趴我也想
[39:21] 他有讲
[39:22] 但是林小姐是按照技术形态
[39:24] 就跟刚刚凯哥讲的一样
[39:26] 现在强势股
[39:27] 你破五日线卖嘛
[39:28] 你没有破五日线
[39:29] 你不要卖
[39:30] 有时候你真的就抱上去咯
[39:32] 我觉得这个是最基本
[39:34] 简单的方法
[39:35] 是
[39:35] 好
[39:36] 你看凯歌省花一哥
[39:37] 他们也要睡念咯
[39:38] 好
[39:38] 那我们今天
[39:39] 古惑仔就先到这边
[39:41] 我本来想说你会睡念
[39:42] 不会啊
[39:43] 好
[39:44] 那大家如果要私讯
[39:46] 我分享你们的方法心得
[39:48] 正面的
[39:48] 我会觉得很开心
[39:50] 当然有纠结的还是可以啦
[39:51] 可是不要纠结太深
[39:53] 好不好
[39:53] 因为我每天都希望
[39:54] 能够开导大家
[39:55] 好
[39:56] 那大家周末要愉快哟
[39:57] 因为凯歌学员很多啦
[39:58] 所以常会有学生会问问题
[40:00] 对
[40:01] 我也跟这个管家不一样
[40:02] 是
[40:03] 就会分享一些想法给他们
[40:05] 是
[40:05] 所以我还蛮习惯
[40:06] 做这样的分享
[40:07] 对
[40:08] 好
[40:08] 那大家就周末愉快
[40:10] 开心放假咯
[40:11] 对啊
[40:12] 股市先放一边吧
[40:13] 先周末去
[40:15] 拜拜
[40:15] 拜拜
