[00:00] 欢迎收听赵华语古货载第1103集
[25:28] 去选择基板材料的一个问题
[25:30] 所以我觉得今天让我真正觉得
[25:33] 立成他大涨的原因是这个
[25:35] 不是只有送钱
[25:37] 因为他昨天就先大涨了
[25:38] 对
[25:39] 虽然说今天记忆体也大涨
[25:42] 大家可能会以为说
[25:43] 是因为机体大厂
[25:45] 然后立成
[25:46] 因为它是所谓
[25:46] 机体风设材大厂
[25:47] 但我个人不是
[25:48] 我个人认为不是
[25:49] 我认为是因为
[25:50] 它有这样子的一个技术
[25:51] 所以现在
[25:53] 隐约我们的
[25:54] 先进风装的国家队
[25:57] 因为要出来了
[25:58] 复仇者联盟第二队
[26:01] 要出来了
[26:01] 就是除了这个
[26:03] 台积电的
[26:05] 之前所做的COWAS之外
[26:06] 现在玻璃机版的
[26:09] 这个二队
[26:09] 已经有出现了
[26:11] 包括像是
[26:12] 前锋
[26:13] 对不对
[26:14] 足球赛快到了
[26:15] 前锋群创
[26:17] 然后现在左翼
[26:19] 历程也出来了
[26:21] 然后右翼
[26:22] 这个是月光
[26:24] 然后后面还有很多
[26:26] 这种所谓的
[26:27] 风策的设备厂商
[26:29] OK
[26:29] 那包括像万润
[26:31] 还有像是那个红硕
[26:33] 星云
[26:34] 天哪
[26:35] 还有那个什么月城
[26:36] 月城
[26:37] 今天几乎所有的
[26:40] 跟这种所谓先进风窗
[26:42] 跟玻璃基板相关的公司
[26:44] 甚至连ABF载板
[26:46] 全部都打造
[26:48] 所以我真的觉得说
[26:49] 这让我觉得有一点点兴奋
[26:51] 有点口不择言
[26:53] 原因是因为
[26:54] 我又看到了
[26:56] 就是台湾这科技业
[26:58] 尤其是在半导体风策业
[27:00] 他们的一个实力
[27:02] 是
[27:02] 坦白讲
[27:03] 因为我不是工科的
[27:04] 那我们刚好
[27:05] 昨天有请这个曲博来上课
[27:08] 前天吧
[27:09] 曲博是好容易在网络上
[27:10] 一起大家吵架的一个很特别的人
[27:13] 不过我觉得
[27:14] 毕竟台面上
[27:16] 或者是发表一些影片
[27:17] 跟私底下聊天
[27:18] 有时候多多少少
[27:19] 我觉得大家传递之后
[27:21] 得到的讯息会有一点点落差
[27:23] 但我必须讲
[27:24] 因为曲博讲到几个重点
[27:26] 他有讲到像玻璃基板的钻孔
[27:28] 是一个很大很大的门槛
[27:29] 所以他会觉得
[27:30] 不太可能在这两年
[27:32] 就能够完成达到技术ready
[27:33] 我觉得这个实话
[27:34] 可是未来要不要玻璃基板
[27:36] 事实上曲博觉得要
[27:37] 就是未来还是要往玻璃基板
[27:39] 因为他有很多的优点
[27:40] 对不对
[27:41] 然后去延伸
[27:42] 他现在最大的缺点
[27:43] 就是易碎的这件事情
[27:44] 比较难克服
[27:46] 然后他有讲到一些观念
[27:47] 呼应一下
[27:48] 韦泰讲的
[27:49] 大家就会觉得
[27:50] 曲博讲完
[27:51] 是不是在看衰群创
[27:52] 其实不是
[27:53] 怎么会有点反过来
[27:55] 其实曲博还蛮认同
[27:56] 群创的技术的
[27:58] 他有剧透一个事情
[27:59] 如果进入到游园变方
[28:01] 擅长的人
[28:03] 大家会觉得
[28:04] 不见得是日月光
[28:07] 而是群创
[28:07] 对
[28:08] 对对对
[28:09] 就是他有提醒这个事情
[28:11] 但并不是说日月光不好
[28:13] 意思是说
[28:14] 两边本来就是日月光擅长圆的东西
[28:16] 群创在研发方的东西
[28:20] 他本来就是面板厂商
[28:21] 所以两边在进入到先进封装
[28:23] 如果你要以圆变方
[28:25] 或是方圆并存的时候
[28:27] 其实两家公司都有他的利基
[28:30] 并没有说谁一定会特别厉害这件事情
[28:33] 我觉得这个是蛮有趣的一个观点
[28:35] 刚好没有在节目上录影的时候讲出来
[28:38] 我觉得那是私下聊的
[28:39] 也跟大家做一下分享
[28:41] 因为那一集播出后
[28:42] 不晓得为什么很多人都说
[28:43] 他在拉斯维就是群创
[28:44] 这样完全没有
[28:46] 真的是叫做完全没有
[28:49] 然后也不是说就觉得
[28:51] 因为对于这种研究事理的人来说
[28:54] 他会有点不太理解股票市场
[28:56] 为什么对于可能三年后
[28:58] 才会ready的东西
[28:59] 现在就那么疯狂
[29:00] 就像他说他大学的
[29:02] 博士念的是研究矽光子
[29:05] 他到现在也是不理解说
[29:06] 这个市场为什么
[29:07] 现在的矽光子
[29:08] 会封成这样子
[29:09] 我就说那没有关系
[29:10] 这个我们自己来处理
[29:11] 只要大家知道这件事就好
[29:14] 还有就是
[29:14] 一直会传说
[29:15] 这个什么系中介层啊
[29:17] 什么的
[29:17] 有些改变的话
[29:18] 会把载板换掉那他也认证说没有啊没有要把载板换掉这件事情所以我们都会在这边利多利空之中我们有金融市场的想法有产业界的想法有研究人员的想法
[29:30] 各自的想法集合在一起
[29:32] 但是我觉得
[29:33] 如果今天载板真的会被换掉好了
[29:36] 我认为载板厂商不会一直去释放出
[29:38] 他们要一直扩厂
[29:39] 然后要一直告诉大家我们的业绩
[29:42] 比大家预期的下一季更好
[29:43] 我觉得这些都是可以去注意
[29:45] 像EBITDA
[29:46] 它昨天的股价创历史新高
[29:48] 如果说今天真的有这些疑虑的话
[29:50] 我觉得在资金市场没有那么呆
[29:52] 他们就是会很快就离场了
[29:55] 你就没有用了这样子
[29:56] 可是没有
[29:57] 并没有这样的事情
[29:58] 那你说玻璃机板
[29:59] 虽然可能要两三年后才会浮现
[30:02] 但现在就是资金喜欢
[30:03] 所以我觉得大家要认清楚
[30:05] 你买的是
[30:06] 他已经有建立在非常良好基本面上面的
[30:09] 还是只是资金喜欢的
[30:10] 可是有些公司他可以并存
[30:12] 例如历程
[30:13] 我们之前也有讲历程
[30:14] 之前也有提到说
[30:15] 我风策业的朋友们
[30:18] 他们就自家涨上去之后
[30:19] 他们就说买力成
[30:21] 我说为什么
[30:22] 因为他没涨
[30:23] 就觉得有点莫名其妙
[30:24] 但有讲到理由
[30:26] 就是也许他们就是跟台积电
[30:27] 没有办法很直接的link在一起
[30:30] 可是这两天
[30:31] 为什么他们会觉得
[30:33] 即使没有link
[30:34] 还是可以考量力成
[30:35] 就是因为他自己研发
[30:36] 这些三重型风扇技术什么的
[30:38] 他们看在眼里是觉得OK的
[30:39] 我觉得这些就是
[30:40] 大家在拼凑一些
[30:42] 然后力成基本上是好的
[30:43] 力成是有赚钱的公司
[30:45] 对不对
[30:46] 产业的地位也是好的
[30:48] 所以我觉得这些
[30:49] 是在台股现在涨上来的时候
[30:51] 你有一半是基本面
[30:53] 一半可能是泡泡面
[30:54] 加总在一起
[30:55] 我觉得有蛮多的选择
[30:57] 我们听错
[30:59] 不要只选泡泡面
[31:00] 对对对
[31:02] 好香
[31:02] 有一些说实话
[31:05] 就真的是泡泡比较大
[31:06] 基本面比较小
[31:07] 有一些基本面比较大
[31:09] 泡泡比较少
[31:10] 可是都有
[31:11] 两个都会叠在一起
[31:12] 其实我开始跟曲博的想法
[31:16] 有点像
[31:16] 就是我相信这个玻璃基板这件事情
[31:21] 会是一个替代的方案
[31:24] 会是一个solution
[31:25] 但是可能没这么快
[31:26] 可是我最近就额外去看一下
[31:30] 就是其实现在不是只有intel跟台积电在弄
[31:34] 连三星他都要做这件事情
[31:37] 然后呢你讲到玻璃
[31:39] 就是会想到康宁
[31:41] 康宁也要再做这个事情
[31:43] 对所以说如果说今天
[31:45] 不是只有我们自己一个人喊爽的
[31:47] 而是大家都要往这边挤的话
[31:49] 那么就代表说
[31:51] 这个未来的一个发展趋势
[31:53] 应该是很明确的
[31:55] 应该是正确的一个方式
[31:57] 所以或许
[31:59] 它的整个就是量产的一个时间
[32:02] 或者是真正进入到
[32:03] 应用面的一个时间点
[32:06] 其实有可能会提前
[32:08] OK
[32:08] 讲到提前这件事情
[32:10] 今天礼拜五嘛
[32:12] 可以随便聊嘛
[32:13] 是是是
[32:14] 轻松一点
[32:14] 其实我很喜欢看美国的科幻片
[32:18] 因为我觉得美国的科幻片
[32:20] 其实他很早很早就预告了
[32:22] 他接下来的一个科技的发展
[32:25] 我这两天再回头
[32:28] 又回去看那个钢铁人
[32:30] 钢铁人
[32:31] 我现在看钢铁人
[32:33] 其实是2008年的电影
[32:35] 他在第一集
[32:37] 他就已经预告了
[32:39] 就是第一个
[32:41] 那个什么
[32:41] 贾维斯
[32:43] 就是他那个电脑
[32:45] 他那个电脑管家
[32:46] 他那个虚拟助理是不是
[32:47] 对
[32:48] 那不就是现在的小龙虾吗
[32:50] 是
[32:50] 对不对
[32:51] 对我觉得那就是
[32:52] 然后呢
[32:53] 他的实验室里面
[32:54] 有非常多的机器手背
[32:56] 帮他去做那些
[32:57] 钢铁人的衣服
[32:59] OK
[33:00] 然后后来的所谓钢铁大军
[33:02] 都是一堆的机器人
[33:03] 然后又是一堆
[33:04] 所谓的一个
[33:05] 边缘运算相关的一些设计
[33:08] 还包括一些所谓的
[33:10] 一些什么飞弹等等的
[33:12] 所以其实我相信这些所谓的编剧
[33:16] 他们并不是凭空想象
[33:19] 而是真的他看到了一些
[33:20] 未来科技的发展
[33:22] 只不过那个时候我们其实并不知道
[33:24] 他们的发展已经到那个阶段
[33:27] 所以那时候我在看那个
[33:31] Avenger就是复仇者联盟的时候
[33:33] 我发现其实宇宙的这件事情
[33:37] 他们了解非常透彻
[33:39] 还包括像什么
[33:41] 什么十四啊
[33:43] 金刚狼
[33:43] 那个从什么时空线换来换去
[33:46] 我真的觉得宇宙的这一个发展
[33:48] 可能在美国他们的观念当中
[33:51] 已经非常的明确了
[33:53] 所以我才会认为说
[33:54] 低轨卫星
[33:55] 或是未来的太空的整个商机
[33:58] 我觉得他们是真真实实的存在
[34:00] 然后呢
[34:01] 你要说这个
[34:03] Elon Musk
[34:04] 全部都是在凭空幻想
[34:06] 我觉得不是
[34:07] 他一定是看到某一些
[34:08] 科技上面的发展
[34:10] 他认为这件事情
[34:11] 往太空发展是对的
[34:13] 所以呢
[34:14] 结论就是
[34:15] 大家没事呢
[34:16] 去看看美国的电影
[34:19] 这个是啊
[34:20] 我觉得再讲更古早年代的好了
[34:23] 就是像回到未来那样子的影片
[34:26] 我一太故意不讲
[34:27] 要假装自己没看过
[34:29] 没有 开玩笑的
[34:30] 但是后来我想有很多
[34:33] 就是陆陆续续有很多影片
[34:35] 也会去做说
[34:36] 当年到底
[34:37] 这个回到未来
[34:39] 讲的未来
[34:40] 现在已经进入到
[34:41] 他讲的未来了吗
[34:42] 那到底实现了什么
[34:43] 对
[34:44] 实现了哪一些
[34:45] 对不对
[34:46] 实现了川普当总统
[34:48] 那是辛普森家庭讲的
[34:51] 辛普森家庭
[34:51] 所以我觉得
[34:55] 现在去拍
[34:56] 再更未来会看到的事情
[34:58] 我觉得在地球上
[35:00] 你已经可能
[35:01] 就是新产品的发明
[35:02] 已经没有那么炫了
[35:03] 当然以后
[35:04] 你说什么
[35:05] AI人工智慧
[35:06] 这个早就十几二十年前就拍了
[35:09] 不管是可怕的
[35:11] 什么全民公敌的
[35:12] 或者是可爱的
[35:13] 那个可怜的小朋友
[35:14] 对
[35:15] 就后来被沉入湖底
[35:17] 还是什么那一个
[35:18] 对
[35:18] 其实那很早
[35:19] 所以机器人这个概念早就有了
[35:21] 但是你说要再更未来呢
[35:23] 可能又要往外星人去了
[35:24] 就是未知的宇宙
[35:25] 那我们不知道马斯克的计划
[35:28] 有没有办法在我们的有生之年成功
[35:31] 可是在地球上的我们
[35:33] 我们就是要有这样的人
[35:35] 这样的企业
[35:36] 这样的精神
[35:37] 就一代一代去做
[35:38] 也许一百年后
[35:39] 也许两百年后
[35:40] 也许三百年后
[35:41] 也许以后会是一个
[35:42] 各星球的外星人
[35:43] 可以自由交流的时候
[35:45] 因为目前我们的太空船
[35:47] 或什么的
[35:47] 就是没有办法飞到
[35:48] 有另外一个智慧生物的星球
[35:50] 就没有办法在我们
[35:51] 有限的生命里面飞到
[35:53] 但很难讲几百年后是怎么样
[35:55] 可是中间一定要有人
[35:57] 持续做研发这件事情
[35:58] 如果你今天没有火箭飞出去
[36:01] 你今天没有办法
[36:02] 克服更远的飞行距离
[36:03] 那这些就没有
[36:04] 甚至也许哪一天
[36:06] 他们真的就来地球找我们
[36:07] 我也不知道
[36:08] 可是总要有人做这件事
[36:11] 所以我常常会觉得
[36:12] 这一波AI红利
[36:13] 我觉得我们台湾吃好吃满
[36:15] 这是毋庸置疑
[36:15] 可是我也觉得在美国
[36:18] 甚或是更未来
[36:19] 有哪一些的大国一起参与
[36:21] 就是所谓科技的创新
[36:23] 我们真的很需要这样的相辅相成
[36:26] 我讲Google没有涨
[36:27] 回答没有涨
[36:28] AMD没有涨
[36:29] 在这三天
[36:29] 但他们将来是不是伟大的企业
[36:32] 我觉得他们将来
[36:34] 也会伟大的企业
[36:35] 也是啊
[36:36] 他们不断地在往
[36:37] AI的新技术发展的话
[36:39] 他们就会变成伟大的企业
[36:40] 马斯克带领的企业
[36:42] 会不会变成伟大的企业
[36:43] 如果持续地发展
[36:43] 我觉得那就是伟大的企业
[36:45] 对不对
[36:45] 所以我们也探讨过
[36:46] 这一段时间
[36:47] 台湾的红利吃完之后
[36:49] 也要去看
[36:49] 如果他们的付出
[36:51] 能够慢慢得到回收
[36:52] 他们又会再启动另一波
[36:54] 他们获利的循环
[36:56] 我觉得这样是还蛮好的
[36:58] 我觉得这也是必须承认
[36:59] 人家真的蛮厉害的一个地方
[37:01] 是
[37:01] 所以其实我看好了是
[37:04] 智慧眼镜
[37:05] 接下来的发展
[37:06] 回到智慧眼镜了
[37:08] 对啊
[37:08] 因为现在就是AI
[37:11] 他到底要用什么样的载体
[37:13] 跟我们去做互动
[37:15] 你到底什么时候会买第一支呢
[37:17] 我身边就是林汉伟先生
[37:19] 买了五六支
[37:20] 我还没有看到
[37:21] 他买五六支啊
[37:22] 他买五六支啊
[37:23] 对啊
[37:23] 有这么多厂牌
[37:24] 有他买除了Meta的以外
[37:26] 他还去买小米的嘛
[37:29] 对
[37:29] 可能要问他
[37:30] 好像这一支Google的
[37:31] 他说明年才能订
[37:32] 他应该也会订
[37:33] 哇
[37:34] Meta的我记得他就有两支吧
[37:36] 是哦
[37:37] 哇
[37:37] 这个
[37:38] 因为我个人其实对这个
[37:40] 3C产品的一个追求度
[37:42] 没有这么的热衷
[37:43] 我只是在想说
[37:45] 你看像那个
[37:46] 我刚提到就是说
[37:47] AI的载体
[37:48] 像钢铁人就是那套衣服
[37:51] 就是他的AI的载体
[37:52] 那现在大家的AI的载体
[37:54] 可能是手机
[37:56] OK
[37:56] 未来的手机可能就是AI的载体
[37:59] 那么除了手机之外
[38:00] 可能就是眼镜
[38:02] 我刚刚说的眼镜
[38:03] 也可能是这个AI载体
[38:04] 因为现在越来越多的人投入
[38:06] 越来越多厂商
[38:07] 越来越多厂商去投入
[38:09] 这个所谓智慧眼镜的一个部分
[38:11] 所以我会觉得
[38:12] 这一部分是
[38:14] 接下来应该是有可能
[38:15] 会有一波的成长
[38:17] 所以我们在上次
[38:18] 在达兰秀的节目当中
[38:20] 我特别提到光学元件
[38:21] 因为我觉得
[38:22] 在智慧眼镜的一个发展上
[38:24] 光学元件是不可或缺的
[38:27] 然后又刚好
[38:28] 说台湾在这个产业里面
[38:31] 算是相对的比较完整
[38:33] 相对比较完整
[38:34] 所以我觉得在
[38:36] 接下来假设
[38:38] 要看所谓的消费性产品
[38:41] 3C的这一块来讲
[38:43] 我蛮认同就是台积电
[38:45] 在那个基金论坛里面所提到的
[38:47] 因为它应用面变广了
[38:50] 成本变便宜了
[38:51] 那简单讲就是呢
[38:53] 它的商业的一个几率
[38:54] 大幅度的提高
[38:56] 所以我觉得这块
[38:57] 刚好这两天稍微休息一下
[38:59] 股价上
[39:00] 所以我觉得也许下个礼拜
[39:02] 大家也可以再观察一下
[39:04] 那么今天是BBU在涨
[39:06] 新胜利
[39:07] 然后顺达在涨
[39:10] 终于来了
[39:11] 他们也算是相对比较慢一点的
[39:13] 对
[39:13] 因为下半年才大量出货
[39:16] 然后HVDC
[39:17] 上次我们在节目当中提到
[39:19] 可能在今年第四季会看到
[39:21] 明天才会量产
[39:22] 那今年第三季会看到
[39:24] 到底有哪一些的厂商
[39:26] 有机会就是符合规格
[39:28] 然后送样
[39:30] 然后成功
[39:31] 这其实在第三季会看得到
[39:33] 但我觉得
[39:34] 按照我过去的经验
[39:36] 就是因为NVIDIA
[39:38] 它一代一代
[39:40] 所推出的产品的时间很短
[39:43] 所以它根本没有办法
[39:45] 让新的竞争者
[39:47] 新进者
[39:47] 有足够的学习的时间
[39:50] 所以订单
[39:51] 基本上都会先给
[39:53] 你之前就有经验的这些厂商
[39:55] 所以我常常跟我学生开玩笑说
[39:57] 你不知道买什么很简单
[39:59] 你就买广达 维影 红海这些的
[40:04] 因为他们在之前都做过GB200
[40:07] GB300不会不给他们做的
[40:09] 因为NVIDIA他输不起
[40:11] 他现在就很怕后面的那些人追上
[40:14] 他一定要想办法维持
[40:17] 他现在这种所谓前进的速度
[40:19] 所以刚刚提到了一些什么BBU或散热
[40:24] 也许在短信上来讲
[40:26] 好像没什么动能
[40:28] 也许说起红之类的
[40:29] 但是我觉得
[40:30] 一旦新的这个产品出来
[40:33] 他们第一个要找的合作对象
[40:36] 也还是在上一代
[40:38] 已经成功qualify了这些厂商
[40:40] 好
[40:42] 因为大家可能听到
[40:43] 鸿海广达
[40:44] 伪创伪影
[40:45] 可是我觉得
[40:48] 他们有一个节奏
[40:49] 就是
[40:50] 就像刚刚韦泰讲的
[40:53] 因为改朝换代
[40:54] NVIDIA给台湾带是很快的
[40:56] 所以有时候呢
[40:57] 他们的所谓的学习曲线是辛苦的
[40:59] 导致呢
[41:00] 你也会发现
[41:01] 为什么广达也会三绿三将啊
[41:03] 就已经明明切入这个供应链了
[41:05] 也是个伺服器
[41:06] 以前我们都常说
[41:07] 广达是最早也最纯的嘛
[41:09] 对不对
[41:09] 相关的
[41:10] 他是最早在所谓的代工厂里面
[41:12] 去切云端伺服器
[41:13] 我还记得那时候
[41:14] 还在跑新闻吧
[41:16] 还没有来电视台呢
[41:18] 就广达说他做云端伺服器的时候
[41:21] 我们还伺懂非懂耶
[41:22] 就是有点搞不太清楚
[41:24] 做NBA
[41:25] 组装的
[41:26] 做什么云端伺服器
[41:28] 资料中心
[41:28] 其实那时候还觉得莫名
[41:30] 就搞不太懂广达在干嘛
[41:32] 后来慢慢搞懂之后
[41:33] 我就还蛮认同广达的
[41:35] 因为你就是做得早啊
[41:36] 可是连做得早
[41:38] 都会在这样子的世代交替中
[41:40] 绞出所谓三立三将的成绩
[41:42] 而被打下来
[41:43] 可是呢
[41:44] 就像韦泰讲的
[41:45] 你前面接了嘛
[41:46] 你后面也会有
[41:47] 也许会有一些些的
[41:49] 做
[41:50] 对
[41:50] MIS或者是杀家竞争
[41:52] 或者是良率的问题等等的
[41:54] 可是等到下一季呢
[41:55] 你又回来的时候
[41:56] 市场又重新给你拍手
[41:58] 所以我会发现
[41:59] 鸿海广达就一直有在
[42:00] 这样子的一个状况里面
[42:02] 所以反而是在落难的时候
[42:04] 要格外相信他们
[42:06] 我觉得这个是一个最好的方式
[42:08] 其实切伺服器这件事情
[42:11] 广达并不是最早做的
[42:13] 最早是音乐达
[42:14] 所有的音乐达对不起
[42:16] 我没有注意到你
[42:17] 赵华没有说错
[42:20] 但是切入云端的这一块
[42:21] 是广达最先的
[42:23] 没有错
[42:23] 为什么广达后来弯道超车
[42:26] 因为它就是古本大
[42:30] 资金多
[42:31] 因为我朋友他之前
[42:33] 我的国中同学
[42:35] 他是在音乐打
[42:36] 他做他的时候
[42:37] 他们就很辛苦
[42:38] 因为音乐打早期
[42:40] 在接伺服器的时候
[42:41] 就是我帮你客制化
[42:43] 你的伺服器
[42:44] 你坏了我帮你修
[42:45] 大概两天三天修好给你
[42:48] 广达不是
[42:49] 人家财大气粗
[42:50] 坏了是不是
[42:51] 我换新的给你
[42:53] 可是我记得
[42:54] 音乐达应该是广达的小前辈
[42:57] 或者是老师同期
[42:58] 因为当初叶国一跟林百里
[43:00] 应该是有一起创业过的
[43:02] 就音乐达其实是
[43:03] 我们很元老
[43:04] 很元老级的公司
[43:06] 可惜就是这样子
[43:08] 江山带有才人出
[43:11] 哪个才
[43:13] 同样的一群创业伙伴
[43:15] 后来开支散业
[43:17] 各自有不同的际遇
[43:18] 我觉得这个也是台湾
[43:20] 如果对于这些老板的创业史
[43:22] 这个所谓的一代创业家
[43:24] 有兴趣的话
[43:25] 有非常多好玩的故事可以看
[43:28] 因为我想近年大家会注意的
[43:30] 都会是一些比较新创的事业
[43:31] 可是当年这些
[43:33] 重资本支出很厉害的
[43:35] 他们的故事实在是很棒
[43:37] 对
[43:37] 我觉得事实是造英雄
[43:40] 也是英雄造时事
[43:42] 对
[43:42] 我觉得两个在广达
[43:45] 或者是在
[43:46] 我们所谓的电子舞歌好了
[43:48] 基本上他们都
[43:49] 都有符合这样子的一个
[43:52] 说法跟条件
[43:53] 所以我觉得
[43:54] 像刚刚提到
[43:55] 就像广达这样子砸下去
[43:57] 然后做完到超车
[43:58] 其实也是
[43:59] 当时也是非常
[44:00] 非常大胆的一个做法因为其实它当时在NB已经是无敌了没有人出货比他更多他竟然可以就是马上就转变他的方向
[44:12] 切入到这个伺服器
[44:14] 当时其实我记得
[44:16] 很多法人是
[44:17] 抱持着纯一的态度
[44:19] 因为你在NB的size
[44:22] 你的base太大了
[44:23] 你要把它放掉
[44:25] 然后全部去转
[44:26] 而且他很快
[44:27] 我印象到两三年
[44:29] 他基本上就不太做NB
[44:31] 然后全部都转去专注他的伺服器
[44:33] 我觉得他这个转变是
[44:36] 我觉得是一般大的企业
[44:38] 都不太能够做到的
[44:39] 所以是呼应刚刚讲的
[44:41] 不管今天是马斯卡要做什么
[44:42] 华文学要做什么
[44:43] 其实都是在推动
[44:44] 所谓科技时代在前进
[44:46] 这也是为什么我很着迷
[44:48] 就是我很喜欢投资在科技股里面
[44:51] 以前说配置配置
[44:52] 那我的配置当然就有点倾斜
[44:54] 我特别就喜欢半导体科技
[44:55] 因为我觉得它就是一个人类世界
[44:58] 这个不断创新的力量
[45:01] 就是源自于科技
[45:02] 这个好像越讲越古早
[45:05] 那我们再讲一个古早的
[45:06] 就是最新的首富
[45:08] 是国际的陈泰明
[45:10] 当然这个富比士
[45:11] 是用所谓的股票市值来算
[45:13] 到底大家手上
[45:14] 有多少收藏品
[45:15] 多少土地
[45:16] 可能就比较难
[45:16] 在富比士能够算出来的范围内
[45:18] 然后我们刚刚聊到泰明哥
[45:20] 因为这个陈泰明
[45:21] 我想在大家的评价里面
[45:24] 也是偏枭雄类
[45:26] 浪漫的枭雄
[45:30] 老板有好几种嘛
[45:32] 对不对
[45:32] 我们有讲像
[45:33] 可能CC魏
[45:34] 或是张忠谋
[45:35] 对不对
[45:36] 你的形象听起来
[45:37] 就会是这种
[45:38] 比较很正直
[45:39] 对不对
[45:40] 然后有一些
[45:41] 就比较枭雄类
[45:42] 我们的
[45:43] 浪漫的
[45:44] 这个曹新成总裁
[45:46] 或者是
[45:47] 对
[45:48] 好
[45:48] 注意自己的人生安全
[45:51] 但是好
[45:52] 泰民兄呢
[45:53] 早年
[45:55] 其实之前
[45:56] 为什么大家对国旧
[45:57] 我们有对国旧
[45:57] 进行很多探讨
[45:59] 很强吧
[45:59] 今天又涨停板
[46:00] 真的是我也没看过
[46:01] 从来我想
[46:02] 追踪国际的人
[46:04] 从来没看过这一波
[46:04] 国际也可以长成这个样子
[46:06] 那也有探讨说
[46:07] 为什么这一波上来
[46:08] 内外资其实对国际的最高目标价
[46:11] 其实都给的非常之保守
[46:12] 这个有一天不如来
[46:14] 我们再讲
[46:14] 我的想法就可能是
[46:16] 因为国际的财务的操作方式
[46:18] 实在是会让人家
[46:19] 有一点物理看花
[46:20] 而且会有不确定性
[46:21] 会不会下一刻
[46:22] 你又去买了谁
[46:23] 所以你股本又膨胀
[46:24] 下一刻你一拆四
[46:25] 下一刻你把你
[46:26] 哪一个子公司切出去
[46:28] 他的这种财务操作
[46:29] 会让大家真的是比较茫然
[46:30] 但是呢
[46:31] 这边讲一个题外话就是
[46:33] 我想这个陈泰明董事长
[46:35] 他除了股票市值
[46:36] 现在大增之外
[46:37] 他的收藏品
[46:38] 一直都会是
[46:39] 大家非常关注的
[46:40] 那以前我有一个印象
[46:42] 是我非常非常菜
[46:43] 刚出来跑新闻的时候
[46:44] 那对
[46:46] 公司就不是
[46:47] 把什么重要的科技线
[46:48] 给我跑嘛
[46:49] 这件事情跟大家分享过
[46:50] 除了跑那种
[46:51] 很冷门的传产之外
[46:52] 还会什么美食
[46:53] 你也去写一下好了啦
[46:54] 译文类的你也去写一下
[46:55] 那时候就访到一位
[46:57] 典藏杂志的总编辑吧
[46:59] 我忘了他挂社长的总编辑
[47:01] 然后就聊了一下说
[47:02] 他们都会去follow
[47:03] 陈泰明在艺术市场的操作
[47:05] 我那一集真的听得津津有味
[47:07] 真的是津津有味
[47:09] 他说你只要发现
[47:10] 假设然后他在收瓷器
[47:12] 那你真的要留意了
[47:13] 因为可能接下来好几年
[47:15] 瓷器市场都会水涨船高
[47:17] 而且是看哪一个年代的瓷器
[47:19] 如果他现在开始收的是某一些字画
[47:22] 那你要留意了
[47:23] 可能接下来就会流行
[47:24] 国际整个国际拍卖市场
[47:26] 字画的状况
[47:27] 就会随着传告等等的
[47:29] 他就跟我形容
[47:30] 因为离我现在年代
[47:32] 已经也有点小久远
[47:33] 不是非常记得
[47:34] 那个采访的细节了
[47:36] 可是那时候听了就好入迷
[47:37] 就是这个眼光
[47:39] 从商场到拍卖品
[47:41] 到这个艺术品上面去
[47:43] 真的是
[47:44] 原来他那时候是被
[47:45] 整个艺术界是很称道
[47:46] 说他只要在收藏
[47:47] 你要留意跟着收藏
[47:49] 因为可能
[47:49] 国际市场拍卖出来
[47:51] 就会一次比一次高价
[47:52] 但是如果他开始
[47:54] 大量的抛售那样的物品的时候
[47:56] 你就要留意了
[47:57] 可能接下来这样的物品
[47:59] 它在国际市场上
[48:00] 价格就会开始走软
[48:01] 或是没有人有兴趣收藏
[48:02] 我觉得这是非常非常有趣的
[48:04] 我就跟他说
[48:05] 他大概在一年前
[48:07] 对不对
[48:07] 把他的红酒大量的卖掉
[48:09] 其实这一年来的红酒市场
[48:12] 是真的很淡
[48:13] 我就觉得这件事情真的很有趣
[48:16] 其实
[48:18] 好
[48:19] 因为这样聊到这东西
[48:20] 我也分享一下
[48:21] 讲到国剧
[48:22] 你可以讲被动元件
[48:23] 不要不要
[48:24] 你不要
[48:25] 你要跟我一起闲瞎聊
[48:26] 我觉得讲这个艺术
[48:28] 这个相关的
[48:29] 我觉得蛮有趣
[48:30] 因为我其实在离开金融圈之后
[48:33] 有一阵子
[48:33] 我有去那个拍卖公司上班
[48:36] 拍卖公司就是那个
[48:38] 大家常常在电视上
[48:40] 或是在电影上看到那种
[48:42] 就是一千万一次
[48:43] 一千万两次
[48:45] 一千万三次的那个拍卖会
[48:46] 对
[48:47] 那其实有非常多的这个艺术品
[48:50] 在这个拍卖会上面去做一个交流
[48:54] 其实我当时去的第一个想法
[48:58] 就是我想了解一下
[49:00] 就是拍卖会
[49:01] 它的运作的方式是什么
[49:03] 因为其实在整个金融的交易里面
[49:07] 其实最早的起源应该是在英国
[49:11] 英国最早的起源其实就在拍卖会
[49:15] 我常跟我学生讲说
[49:16] 如果你不知道股价的运作方式
[49:19] 如果你不知道股价会涨到哪边
[49:21] 我告诉你很简单
[49:23] 你去拍卖会看一两场
[49:26] 你就懂
[49:26] 为什么
[49:27] 因为拍卖会任何一个拍品
[49:31] 我们讲拍品
[49:32] 它的价格一定就会涨到
[49:36] 没有人愿意再出更高价为止
[49:38] 这个逻辑
[49:39] 这个原理
[49:41] 跟股票市场是一模一样
[49:44] 所以如果说你要问我说
