[00:00] 欢迎收听赵华仪古货载第1144集
[22:36] 因為現在這次修正是大部分的強勢股
[22:38] 都是打到季限去嘛
[22:40] 不管是之前的什么
[22:41] 被动元件啊
[22:42] 打到季限能谈已经厉害了
[22:43] 对 有些是打到季限就
[22:45] 可能还谈在那边的
[22:46] 就半年线去了
[22:47] 对 这一次有打到月线就谈起来
[22:50] 我有大概整理一下
[22:51] 其实AB的最明显就是南电嘛
[22:54] 南电 南亚 联茂 台鸿
[22:57] 这些是PCB相关的
[22:59] 然后细金元
[23:00] 全部都是月线左右就谈了
[23:02] 就是合金 华文球金 中美金 台胜科
[23:05] 然后还有台塑集团
[23:07] 也是月线就谈
[23:08] 然后另外是最近比较强势的工业电脑
[23:11] 然后比较个别跑出来的金财跟川谷
[23:14] 这些就是大钱摊开来看
[23:17] 月线就被很多钱接走了
[23:19] 那我觉得这种它的整理时间
[23:21] 就会比较短
[23:23] 所以如果你是属于操作比较短线
[23:26] 或者是比较喜欢强势股的人
[23:27] 我觉得这些就是你可以优先在
[23:29] 反弹格局中先去看的
[23:31] 其他的东西如果打到季线的话
[23:33] 就比较不能去期待
[23:35] 它可以马上弹上来
[23:36] 他就会需要一些时间去沉淀一下筹码
[23:39] 好 我觉得这个事情
[23:40] 它听起来好像是一个基本观念
[23:44] 它又有一点点反人性
[23:45] 为什么呢
[23:46] 因为当大家在卖股票的时候
[23:48] 是不是会觉得
[23:49] 这家股票现在还有赚
[23:51] 我先卖好了
[23:52] 这个我已经来不及了
[23:53] 它已经套牢了
[23:54] 那再等等好了
[23:55] 我相信大家在处理股票的时候
[23:57] 这是第一直觉
[23:58] 尤其是因为有的人说
[24:00] 我可能10%认赔
[24:01] 但是怎么开盘就-17了
[24:03] 那我再看一下好了
[24:04] 对
[24:05] 可是反过来说
[24:07] 为什么我们在节目
[24:09] 或是刚布鲁讲的事情
[24:10] 很重要
[24:10] 现在成交量虽然说
[24:12] 可是不代表没人玩啊
[24:14] 还是有大户或是法人
[24:16] 他会有他想要雇守的地盘
[24:17] 如果全部弃守
[24:19] 就是崩盘的啦
[24:19] 对
[24:20] 那没有嘛
[24:21] 那他们要雇什么
[24:22] 当然是要雇那一些
[24:23] 他们想要的
[24:24] 他们想要的形态就会好
[24:25] 因为有人雇啊
[24:26] 你下去有人接
[24:27] 他才能守月线
[24:28] 所以为什么形态好
[24:30] 这件事情相对重要
[24:31] 可是人性就是说
[24:33] 这一档还有赚
[24:35] 他还在月线上
[24:36] 如果我不赶快卖
[24:37] 明天要到月线下
[24:38] 就惨了
[24:39] 先卖他
[24:39] 这档已经死掉了
[24:41] 死掉了不要再踩他了
[24:42] 就让他在那里面
[24:43] 砍在他大一股
[24:44] 反过来
[24:45] 真的处理股票的时候
[24:46] 不太能这样
[24:47] 我也是
[24:48] 我其实处理股票的时候
[24:49] 有一些他的形态强的
[24:50] 我是比较不会处理的
[24:52] 我觉得他比较有机会
[24:53] 可是是那种自己摆烂
[24:55] 明明形态就坏掉了
[24:56] 你就会忍痛说
[24:58] 其实前两天就该处理了
[25:00] 那现在我就要承认自己的问题
[25:02] 把它砍掉吧
[25:02] 就算有可能砍在阿呆谷
[25:04] 就讲了嘛
[25:05] 那我转钱转去ETF
[25:06] 没有关系
[25:07] 我觉得这个是
[25:08] 每一个人在看形态上面
[25:10] 布鲁刚刚讲的事情很重要
[25:11] 大人在顾的
[25:12] 他形态会抢
[25:13] 金流会过去
[25:15] 他反而是这一波
[25:16] 下杀的时候
[25:17] 甚至反弹的时候
[25:18] 你不要随便把它卖掉的
[25:20] 而且大家都会忽略的是
[25:21] 有时候差两天
[25:22] 可以差很多
[25:23] 但我觉得大家最好奇应该是
[25:26] 好我们反弹两天了
[25:28] 该怎么办
[25:29] 我要一路期待他V转吗
[25:31] 还是我这边要开始调节了吗
[25:34] 会不会反弹又再下来一趟
[25:36] 原来你有答案上
[25:37] 好哦
[25:38] 我当然没有答案
[25:39] 不如露出一个掉入陷阱的表情
[25:43] 这个答案很难
[25:44] 这个答案很难
[25:45] 但是我会依照现在的状况去判断
[25:49] 我要怎么去调整
[25:50] 我才比较舒服
[25:51] 好
[25:51] 那你的方法是什么
[25:53] 不是正确的是怎样比较舒服
[25:54] 例如说
[25:55] 我自己会认为说
[25:57] 你市场这样修正
[25:59] 你要直接期待它
[26:00] B轉上去的機率比較低
[26:02] 對
[26:03] 對吧
[26:03] 因為通常要B轉
[26:05] 早就B轉了啦
[26:06] 不會給你一段就是整理一段時間法說台積反彎再下去所以你要谈一段时间应该会整理一下要再回到现在产业面的状况
[26:17] 因为大家没有去预想
[26:20] 这次是崩盘
[26:20] 是因为产业面是OK的嘛
[26:22] 其实也没到崩盘啊
[26:23] 就打到季限
[26:24] 你也很难说这就叫崩盘
[26:25] 而且很多股票今年都还是
[26:27] YTT都还是好几百趴的
[26:29] 我觉得当然主要是因为
[26:31] 有很多的中小型股啦
[26:32] 是腰斩
[26:33] 国际就是最好的例子嘛
[26:35] 腰斩
[26:35] 滑心科更严重
[26:37] 对
[26:37] 我觉得是这个感受太差
[26:39] 你看加权的指数
[26:40] 其实真的还好
[26:41] 因为台积电还好
[26:42] 对
[26:43] 台积电如果要站
[26:44] 我看这个市场就完了
[26:46] 对
[26:46] 所以我自己会觉得
[26:47] 如果今天你
[26:48] 反弹了两天
[26:50] 你的持股
[26:51] 还是让你很不舒服的人
[26:52] 那显然的
[26:54] 你就比较
[26:54] 不是可以抱比较长的
[26:56] 那你可以在反弹的时候
[26:57] 相对的把一些
[26:59] 可能形态
[27:01] 刚刚赵华提到
[27:01] 形态比较弱的
[27:03] 换句形态比较强的
[27:04] 对
[27:04] 因为下一波
[27:05] 在震荡
[27:07] 因为也很有可能
[27:08] 先谈一下在这边震荡
[27:09] 震荡一段时间
[27:10] 那可能形态好
[27:11] 他就会先表态了
[27:13] 形态不好
[27:14] 他就继续在这边
[27:15] 整理一段时间
[27:16] 尤其是跌破季线
[27:18] 还没有办法
[27:19] 马上站回来的
[27:20] 然后月线又往下这种
[27:21] 他可能势必整理的时间
[27:23] 必须拉长一些
[27:24] 那有些人个性就是
[27:26] 我的东西还在整理
[27:27] 其他都在喷
[27:28] 我就很痛苦
[27:29] 那这种你就势必再反弹
[27:31] 你要先去做出一些调整
[27:32] 那如果有些人就说
[27:34] 反正我就放着
[27:34] 反正他因素很强
[27:36] 我觉得他之后会回来
[27:37] 那我觉得这个问题
[27:38] 如果你是这种个性的话
[27:39] 问题相对就不大
[27:41] 但是要每天期待
[27:42] 这个要直接V转回来
[27:44] 我觉得这样的想法
[27:45] 比较天真一点
[27:46] 不过我们俩人观察股市
[27:47] 也有发现
[27:47] 这一波会受到很重的心情
[27:50] 还有一个原因
[27:50] 是因为前面几次
[27:52] 打到月线就上来
[27:53] 打到月线就上来
[27:54] 甚至打到月线上来以后
[27:55] 就创高
[27:56] 所以是有这样的意思
[27:57] 就好像会V转
[27:59] 是真的会V转
[28:00] 然后就会让你发现
[28:01] 不是每一次都那么幸运
[28:03] 对
[28:04] 然后你只要一疏忽
[28:06] 吃一次下来的话
[28:07] 可能你就要一段时间去修复它
[28:09] 对
[28:10] 所以就变成
[28:11] 我常
[28:12] 我刚刚早点才跟赵华讲
[28:13] 我说
[28:14] 我觉得通常啦
[28:15] 我们就是要么短
[28:16] 要么长
[28:17] 很明显的操作
[28:18] 就像赵华就是放长嘛
[28:19] 那我就是有短有长的
[28:21] 但很多人遇到问题就是
[28:22] 我可长也可短
[28:24] 所以你就会遇到那种
[28:26] 我这次去追强势股
[28:27] 可是修正我
[28:28] 这次没有停损
[28:29] 然后你就吃下去这一波
[28:30] 那就变成
[28:31] 这边反弹的好机会
[28:33] 有一个机会
[28:34] 你也没有办法去参与
[28:35] 对吧
[28:35] 因为你手上卡了一堆股票
[28:37] 那我觉得这种遇过一次
[28:39] 你下次就知道
[28:39] 应该要调整这件事情
[28:41] 依照你自己的个性去调整
[28:42] 才不会每次发生都长一样
[28:43] 其实我也可长可短
[28:45] 但是我们刚刚讨论一个
[28:47] 也是算老调重谈
[28:49] 就是大家也不妨
[28:50] 还是用建议两个户头的模式
[28:53] 对
[28:53] 虽然我是一个户头里面
[28:55] 会有个股跟ETF
[28:56] 我有两个户头
[28:57] 有一个就是所谓的长线户头
[28:58] 那个长线户头里面
[29:00] 确实大部分都是ETF
[29:01] 但我自己交易比较频繁
[29:05] 资金比较大的这个户头
[29:06] 它是两种都有
[29:07] 那如果大家觉得很难区分的话
[29:09] 真的就是一个户头
[29:11] 去放像ETF这样的东西
[29:13] 因为像我的ETF
[29:14] 我几乎是只买不卖
[29:16] 就算有停利
[29:18] 也是部分停利
[29:19] 就是等于我需要一点点
[29:20] 觉得有回收
[29:22] 免得抱上抱下这个心情
[29:23] 但大部分它的规模
[29:25] 是不断在长大的
[29:26] 甚至停利回来的之后
[29:28] 也是找机会再做投入
[29:29] 这个是在ETF的部分
[29:31] 所以它就是我的本命
[29:33] 就是说这一块
[29:34] 你后来就会发现
[29:35] 其实到目前为止
[29:37] 我看一下
[29:37] 我账面最大的获利
[29:38] 还是来自于
[29:39] 投资的这些主被动式
[29:42] 甚至市值型的ETF
[29:44] 但个股我通常
[29:45] 就不太容易对它很长情
[29:47] 所以我就很难
[29:48] 是那一种
[29:49] 哎呀 莫然回首
[29:50] 发现没想到
[29:51] 户头里面当初
[29:52] 一百块买的台积电
[29:53] 现在已经变两千
[29:55] 我比较没有这种故事
[29:56] 可以说
[29:57] 我抱最长的
[29:59] 可能大家就知道
[29:59] 我最常讲
[30:00] 例如像锦硕
[30:01] 那就是运气真的不错
[30:03] 我必须讲
[30:03] 因为我挺过了
[30:05] 对等关税
[30:05] 我还留着他
[30:06] 那后来爆喷
[30:07] 爆喷他就变得有一点是
[30:09] 我不是说什么
[30:09] 多有信念
[30:10] 而是因为成本太低
[30:11] 所以你就会一直看着他
[30:13] 放着也没差
[30:13] 对放着也没差
[30:14] 可是像
[30:15] 像大家很常讲金居
[30:17] 我有跟大家聊
[30:17] 金居200多块的时候
[30:18] 我是很有信心的
[30:19] 然后500块卖一趟
[30:20] 后来下来有在接
[30:22] 就后来不到700多吗
[30:24] 到700多我也没卖
[30:25] 我跟大家一样
[30:26] 没有卖
[30:27] 可是后来下来到四五百
[30:30] 就接近我后面去接的那个成本的时候
[30:32] 我还是把它卖了
[30:34] 我觉得第二趟就做的不是那么好
[30:36] 可是也没差
[30:37] 因为第一趟有卖好
[30:38] 但重点来了
[30:39] 个股真的就是难
[30:40] 个股你要去理解
[30:41] 你有没有吃好吃吗
[30:43] 你这样做是不是卖飞
[30:44] 或是你们停损太早
[30:45] 我觉得那个真的标准是
[30:47] 有点小困难的
[30:48] 对因为大家有的时候
[30:49] 基本面好就没问题
[30:50] 可是中间的那个波动
[30:52] 才是最大的问题
[30:53] 可是ETF你就比较不担心这个
[30:55] 反正就超盘人买了一篮子股票
[30:56] 所以如果大家
[30:57] 真的有这个疑虑的话
[30:58] 真的就是分两个户头
[31:00] 一个户头就是
[31:00] 你在里面的东西
[31:01] 你真的随便
[31:02] 你只进很少出
[31:03] 那另外一边的就是
[31:05] 你爱怎么进进出出
[31:06] 就怎么进进出出
[31:07] 久而久之
[31:08] 我遇到太多人跟我讲了
[31:10] 赵豪我跟你讲
[31:11] 我会赚钱的
[31:12] 都是那个不太动的户头
[31:13] 久而久之
[31:14] 你就知道你自己的个性
[31:15] 跟实际上遇到的问题
[31:17] 是什么了
[31:17] 是
[31:18] 然后我昨天
[31:19] 去买晚餐的时候
[31:20] 在我家附近
[31:21] 遇到一个听众
[31:22] 他就跑出来认我
[31:24] 然后叫他女人跟我打招呼
[31:25] 然后就跟我说
[31:26] 他都听我的节目
[31:28] 真的遇到本人了
[31:29] 很高兴
[31:30] 然后我就说
[31:31] 就是跟那个妹妹
[31:31] 很热情过来拍拍我
[31:33] 我就跟他说
[31:34] 那你要帮女儿存东西
[31:35] 他说我跟你讲
[31:36] 我女儿的户头
[31:37] 都比我赚钱
[31:38] 这个就放折
[31:39] 一直存
[31:39] 很多人都这样说
[31:41] 对
[31:41] 好我们再回到
[31:42] 外资报告上
[31:44] 因为我比较想要
[31:45] 跟大家整理的是
[31:46] 像台湾最夯的题材
[31:48] 还是涨价的题材
[31:50] 是没错
[31:51] 那其实我们就可以整理出
[31:52] 今年为止像
[31:53] 从涨价最一开始
[31:54] 记忆体已经很久了
[31:55] 这个大家都知道
[31:57] 现在就是完全是股价
[31:58] 自己看它怎么去波动
[31:59] 但台湾还是跟着国际在走
[32:01] 然后被动元件
[32:03] 也是相当已经在发生了
[32:05] 营收已经一直在创高了
[32:06] 然后ABF也是今年下半年
[32:09] 开始涨价
[32:09] 我们刚刚有提到
[32:10] 报告为什么看了这么好
[32:12] 因为他是看到2028去了
[32:14] 然后正在讲涨价
[32:17] 但还没有开始反映在营收的
[32:19] 就是成熟制成
[32:21] 是已经有这一块了
[32:22] 但是我们可以看到
[32:23] 大前已经在明显的
[32:25] 有进入这些地方
[32:26] 那我讲的
[32:27] 因为我平常看诚直
[32:28] 我现在有AI的帮忙以后
[32:31] 我是很轻易的
[32:32] 也可以看全世界
[32:33] 全亚洲的诚直
[32:34] 所以你看像日本
[32:36] 因为我们会看诚直
[32:37] 常常去看日本
[32:38] 是因为很多这些
[32:39] 涨价题材的龙头都在日本
[32:41] 所以被动元件第一
[32:43] 刚跳上诚直前十名
[32:45] 在日股的时候是五月
[32:46] 然后五月底六月
[32:48] 细金元的Sumco
[32:49] 也开始跳上来
[32:50] 所以你知道大前
[32:51] 是有关注这块
[32:51] 但是营收还没出来的
[32:54] 相对它股价的波动
[32:55] 自然就会蛮大的
[32:57] 你看环球金的股价波动超大的
[32:59] 就是上去30%
[33:00] 下来30%
[33:01] 上去30%
[33:02] 下来30%
[33:02] 环球金倒是蛮厉害的点是
[33:04] 它确实就是打到月线会上来
[33:06] 对
[33:06] 但它打到月线的时候
[33:07] 你会对它产生怀疑
[33:08] 就是洗破皮啊
[33:09] 洗破皮
[33:10] 然后上去的时候你觉得
[33:11] 哦好没事的
[33:12] 矽晶鱼有涨价题材去追的时候
[33:13] 它就下来了
[33:14] 对
[33:14] 所以你看像成熟制成矽晶鱼这种都是
[33:17] 大家预期它要涨价
[33:18] 但还没有明显的反应在营收上
[33:21] 这种自然它的波动就会比较大
[33:24] 因为大家会没有这么有信心
[33:26] 没有那么有信心
[33:27] 不像你看前面营收率创新高
[33:29] 创新高创新高
[33:30] 你就知道绝对没有问题
[33:31] 虽然这一波
[33:32] 我觉得被动人间回档
[33:34] 大到是因为筹码真的太乱了
[33:36] 那虽然反正这种筹码
[33:38] 我觉得这种是非常非常难说的
[33:40] 所以陈松志成他接下来
[33:42] 大家讲的这个预期
[33:44] 是不是可以如期反应在营收上
[33:47] 我觉得很多时候
[33:48] 营收开始反映以后
[33:50] 你再去参与
[33:50] 真的都不迟
[33:51] 因为如果营收
[33:52] 真的开始反映
[33:53] 把营收带到创新高
[33:55] 那它不是一个月的事嘛
[33:56] 它可能连续创新高
[33:57] 一年
[33:58] 那中间股价
[33:59] 通常都还会有
[34:00] 很多空间去调整
[34:02] 所以就看
[34:03] 如果你是愿意等的人
[34:04] 你也可以提前去
[34:05] 蹲这件事情
[34:06] 那如果你是
[34:07] 不愿意等的人
[34:08] 你就等营收
[34:09] 开始反映出来
[34:09] 你再去参与
[34:10] 它可能波动会
[34:12] 更大的那一块
[34:13] 也是一个选择
[34:14] 真的不要小看
[34:15] 成熟制成
[34:16] 不要以为就叫做
[34:17] 联电世界先进是成熟制程
[34:19] 不是哦
[34:20] 还有力机电
[34:21] 不是这样哦
[34:22] 成熟制程的用途超级广泛
[34:25] 刚刚讲到的细晶圆
[34:27] 对不对
[34:27] 它有很多也是用在
[34:29] 所谓的成熟制程
[34:30] 不是每一个人都是提供
[34:31] 台电先进制程
[34:32] 基本非AI的东西都是
[34:34] 对
[34:34] AI也会用到成熟制程
[34:36] 比如说AI就一定要用到
[34:37] 二奈米三奈米
[34:38] 才叫做AI
[34:39] AI也会用成熟制程
[34:41] 所以黄佑金其实有讲
[34:42] 先长的当然是12寸
[34:44] 就是可能会用在
[34:45] 比较先进制程的
[34:46] 但他说8寸也在跟涨
[34:48] 现在连6寸都驾动率提升
[34:50] 就代表说它是逐渐蔓延下来的
[34:53] 没有错
[34:54] 可能台积电是第一批
[34:55] 让大家觉得最没有问题的涨价
[34:57] 最先进的材料在AI上面
[34:59] 是第一批的涨价
[35:00] 但是当连电也说出它要涨价的时候
[35:03] 就代表已经扩散出来了
[35:05] 所以涨价这件事情是确立的
[35:07] 而且环球金也说要涨价
[35:08] 就明明就已经讲了
[35:10] 所以涨价这件事情
[35:11] 不会因为台积电
[35:13] 在法说会上面讲了一句说
[35:16] 成熟制成并没有全面公布应求
[35:19] 它就消失了
[35:21] 大家都无限放大了
[35:22] 那个所有的想象力
[35:24] 哇这句话很狠哦
[35:26] 真的很狠
[35:26] 联电就直接跌停了
[35:28] 而且当晚的联电ADR就跌10%了
[35:31] 台积电讲的事情
[35:32] 联电不会不知道啊
[35:33] 他就只是讲说
[35:34] 可能十项里面
[35:36] 有其中十项没有涨
[35:38] 或者是还没开始涨
[35:40] 就是大家有点过度解析
[35:42] 过度分析这一句话
[35:44] 然后很多的IC设计
[35:46] 也都是用成熟制成
[35:48] 消费性的IC
[35:49] 对不对
[35:49] 电源管理IC
[35:50] 全部都是用成熟制成
[35:51] 所以它影响到的是一连串的
[35:54] 这个不是开玩笑的
[35:55] 但是外资其实在台积电的法说会前
[35:58] 就已经有肯定联电要涨价
[36:01] 或是环球键要涨价这件事情
[36:02] 在开完这次的法说会后
[36:05] 外资有改变想法吗
[36:06] 目前我看到的报告都还是
[36:08] 台积电法说1000的
[36:10] 因为这才上礼拜四的事情
[36:12] 大家还在消化是不是
[36:13] 就是我很多報告都是
[36:15] 台積電法說前一陣子才剛上條啊
[36:18] 你現在再出來做一個
[36:20] 再發一個報告有點好像太近了
[36:22] 大家都還在發台積電相關的報告嘛
[36:25] 但我看聯電大部分外資去估的方式
[36:28] 因為我通常喜歡去看
[36:30] 給最樂觀的他們是怎麼給的
[36:32] 那最近有看到一個
[36:34] 麥格力給的268目標價吧
[36:37] 那他是用也是2028年
[36:40] 雖然他的2028年
[36:41] 沽的成长性是蛮高的
[36:43] 就可能从2026到2028
[36:45] 会成长个三倍之间的EPS
[36:48] 然后它的目标
[36:49] 应该说我常常不是说
[36:51] 这个评价都是艺术嘛
[36:54] 联电它是用2028年的
[36:56] 22倍去给
[36:56] 平均是13倍
[36:58] 所以说13倍要怎么变22倍
[37:00] 22倍跟台积电差不多了
[37:02] 那你要说这不合理吗
[37:04] 我也不会这么说
[37:05] 因为如果它的成长性这么强
[37:08] 如果它可以成长三倍
[37:09] 那外资就可以接受
[37:12] 他的本益比很高
[37:13] 所以最终都是落在
[37:15] 一家公司的成长性强不强
[37:17] 很多人可能都会觉得
[37:18] 可能什么产业
[37:20] 就是本益比值得比较高
[37:21] 什么产业就是本益比很低
[37:23] 比如像那个今天的维影
[37:25] 他是给14倍
[37:27] 没有错
[37:28] 维影值都很低
[37:28] 他还是调升变14倍而已
[37:30] 不过维影今天涨挺很凶啊
[37:32] 对啊
[37:33] 所以最终我自己都是这样看的
[37:35] 你只要成长性够强
[37:38] 你的EPS
[37:40] 你的本益比怎么给
[37:41] 大家都不会有太多的说辞
[37:44] 不会去质疑你说
[37:46] 为什么会给22倍
[37:47] 可是它成长三倍
[37:48] 那通常就可以接受
[37:50] 所以只要这个假设是可以成立的话
[37:53] 我觉得它不会太夸张
[37:55] 那假设要怎么成立
[37:56] 就是我们要看它的营收
[37:57] 有没有持续反映出来
[37:58] 最终还是回到
[37:59] 你去看它的营收
[38:00] 什么时候开始
[38:01] 真的公布出来
[38:03] 是有明显的成长
[38:04] 那最近其实
[38:04] 它是有一个成长趋势
[38:06] 开始出来
[38:06] 但还没有到很明显
[38:07] 所以基本上大家对于看
[38:11] 环球金联电这样的公司
[38:13] 看得还蛮远的
[38:14] 我不去讲
[38:15] 中间有波折是正常
[38:16] 尤其是环球金的筹码还好
[38:18] 其实联电上融资真的蛮多的
[38:20] 因为可能涨上来
[38:22] 它的股价没有那么高
[38:23] 所以融资会觉得
[38:24] 比较买得起联电
[38:26] 上面的散户朋友真的是蛮多的
[38:27] 我在外面吃饭
[38:28] 常常看到隔壁桌
[38:29] 两张两张电电
[38:31] 联电跟群创
[38:32] 然后这两档又都有个股期
[38:34] 然后如果大家有发现的话
[38:36] 个股期
[38:36] 因为今年期货市场
[38:38] 有很多的个股企业是爆量
[38:39] 这两档也是爆量
[38:41] 所以只要看到这样的象征
[38:42] 你就知道
[38:43] 开杠杆玩这两档的人超级多
[38:45] 而且很妙你知道吗
[38:46] 因为我哥是联店的资深员工
[38:49] 然后有一次我们全家在那边吃饭
[38:51] 好像是我侄子的生日之类的
[38:54] 然后就听到隔壁桌有几个大妈
[38:56] 然后很大声
[38:56] 联店目标要200
[38:58] 然后那时候好像才100左右吧
[39:00] 然后看我哥就抖了一下
[39:01] 因为在公司内部的人
[39:05] 除了这个非常高阶的领导阶层之外
[39:07] 都大部分比较没有那么看好自己公司
[39:11] 对
[39:12] 但他们自己还是会持有嘛因为他们自己会持有要卖也要申报所以也不会这么容易去乱卖东西这个真的是真的是听过太多了
[39:23] 就是你跟董事长总经理讲
[39:25] 都是看好的
[39:27] 打从心底相信自己公司
[39:29] 或者是不相信
[39:30] 也不会告诉你
[39:31] 对不对
[39:31] 毕竟那个位置是那样
[39:33] 但如果你是跟员工讲
[39:34] 他们说我们公司怎样
[39:36] 怎样假的
[39:36] 还没有什么的
[39:37] 对所以我常常就需要切换
[39:39] 我要用金融脑来看件事情
[39:42] 还是要用公司脑来看这些事情
[39:45] 建议用金融脑
[39:46] 通常在行情好的时候
[39:48] 一定要用金融脑
[39:49] 行情不好的时候就比较没差
[39:51] 行情不好我建议你还是用金融脑
[39:53] 因为你要看金流撤退到哪里去
[39:57] 对啦
[39:57] 因为股市市场毕竟是看金流
[40:00] 然后当然还有就是刚刚讲到的
[40:02] 不是说都不是用公司脑
[40:04] 而是说我们用财报脑好了
[40:06] 因为会有人讲公司赌不好
[40:08] 可是如果今天财报解出来
[40:09] 就是创新高
[40:10] 就显见
[40:11] 因为大家如果今天在公司
[40:12] 可能都是公司的一个拼图
[40:13] 或一个螺丝钉都很重要
[40:15] 可是可能没有办法看到全貌
[40:17] 那绞出来
[40:18] 难道你说人家做假账吗
[40:19] 不是嘛
[40:20] 人家真的有在成长
[40:22] 毛利率真的有改善
[40:23] 或者是真的有新产品
[40:25] 我觉得这些都会是
[40:26] 可能要用比较制高点来看
[40:28] 对
[40:29] 那也是很实际的东西
[40:30] 但有的人可能在公司里面
[40:32] 是对公司真的充满了不满
[40:34] 是压榨我才产出这样的东西的
[40:36] 什么什么之类的
[40:37] 所以有时候我们还是得用金融脑
[40:40] 来看投资市场这件事情
[40:41] 对
[40:42] 我觉得会还是比较重要
[40:45] 当然如果遇到
[40:46] 非常肯定公司发展
[40:47] 而且可以告诉你一些新技术的
[40:49] 我觉得那更棒
[40:50] 我觉得那个就是一个加成的效果
[40:52] 所以在成熟制程上面
[40:54] 事实上外资好了
[40:55] 虽然现在在台电法车会后
[40:57] 并没有大量的报告
[40:58] 我们也可以等一下
[40:59] 看他们的说法
[41:00] 有没有任何改变
[41:01] 也许他还是维持原先的看法
[41:03] 那就不用太担心
[41:05] 这一次的修正
[41:06] 就是叫做
[41:07] 俗称的系统性
[41:09] 或者是技术性的修正
[41:11] 大家一起修正的修正
[41:12] 对 真的就是这样
[41:14] 所以陈仲智成
[41:15] 看起来外资并没有
[41:16] 因为台积电说了什么
[41:17] 就改变想法
[41:18] 目前是这个样子
[41:20] 那当然另外
[41:21] 我们上次有特别提到国巨
[41:23] 很有意思
[41:23] 因为那时候我就问了布鲁一件事
[41:26] 我说好奇怪
[41:27] 外资的报告
[41:27] 就一直跟着国巨的线讲
[41:30] 这个是比较奇怪的事情
[41:32] 其实那天我们讲了非常多
[41:33] 就是包括国巨的历史
[41:35] 国巨喜欢分分合合
[41:37] 所以我们的首富
[41:39] 让大家在信任感上面
[41:41] 难免就会比较难猜
[41:43] 不是说不信任是难猜
[41:45] 就不知道你下一步
[41:46] 可能会做什么事情
[41:47] 你可能会分拆
[41:48] 你可能会并新的公司
[41:50] 你的股本会变大
[41:51] 所以你的营收成长性的参考
[41:52] 就会变得很复杂
[41:54] 就如此类
[41:55] 但后来终于
[41:56] 我忘了哪一家
[41:57] 国际不就看1500
[41:58] 那国际也到了1200
[42:00] 但这次的修正
[42:02] 真的是重灾区
[42:03] 现在外资对被动远见的想法
[42:06] 有改变吗
[42:07] 真的是非常凶狠
[42:08] 直接就腰斬
[42:09] 而且他还是
[42:10] 跌停跌停跌停
[42:12] 那种腰斬方式
[42:12] 所以改变了吗
[42:14] 所以显健之前
[42:14] 贴着他的
[42:15] 限价走是对的
[42:17] 不要调高
[42:18] 我那时候印象最深刻
[42:19] 你看不要调高吧
[42:20] 就是我上一次来
[42:21] 造华最主要问我的问题
[42:23] 就是为什么
[42:23] 目标价只给600
[42:25] 对
[42:25] 好像顶多800
[42:27] 那时候已经超过600了
[42:28] 你那时候问题是
[42:29] 为什么不给1000
[42:30] 对
[42:30] 为什么不直接
[42:31] 人家都是500就给1000
[42:32] 对
[42:33] 因为那时候气氛很好
[42:34] 对
[42:35] 然后那时候
[42:35] 我记得我的回答是
[42:37] 时候未到
[42:38] 时候到了当然就往上调了
[42:40] 时候到了他就跌了
[42:42] 太慢了
[42:43] 但是他是目标价出现
[42:45] 1200 1500 1500
[42:46] 然后你就开始发现
[42:48] 怎么一直出都不会涨
[42:50] 通常那种就是要比较担心
[42:53] 短线会涨不动的点
[42:55] 那你要说短线这样跌下来
[42:58] 外资会不会去调整想法
[43:00] 我是觉得一定不会
[43:01] 因为外资看的是产业面
[43:02] 又不是看他不是看股价
[43:04] 那问题是他之前给出目标价
[43:07] 他需要去调整吗
[43:08] 唯一会
[43:09] 最近影威被调整了
[43:11] 影威从一万三被调到一万一
[43:16] 通常会去调整的第一个是
[43:18] 原本预估的涨价的趋势
[43:22] 是不是改变了
[43:23] 所以最终他们要调整
[43:25] 一定要回到基本面
[43:26] 就是你不能因为股价而去
[43:29] 写一些
[43:30] 真的吗
[43:31] 这就要问你了
[43:33] 对因为你股价去写
[43:34] 你只能调的是那个评价嘛
[43:37] 对
[43:37] 原本我给20倍
[43:38] 我现在给17倍
[43:39] 但你要给一个理由啊
[43:41] 因为如果你不给一个
[43:42] 让大家幸福的理由
[43:44] 你出这个报告是会被骂的
[43:46] 你可能会被你的客户骂嘛
[43:47] 当然
[43:47] 对啊
[43:48] 那所以很多
[43:49] 据我的理解
[43:51] 很多分析师就会比较属于
[43:52] 那就先放着
[43:54] 对吧
[43:55] 我与其要那边去下修
[43:56] 万一后面涨回来了
[43:57] 我就先放在这边
[43:58] 先放在这边
[43:59] 那我这样
[44:00] 目标价跟现在的股价的空间又出来了
[44:04] 对啊
[44:05] 所以我想这也是投资朋友要问的
[44:07] 那对啊
[44:08] 国际跌到600多
[44:09] 目标价1500
[44:10] 对啊
[44:11] 所以如果他的营收是可以持续的反应
[44:15] 就像现在其实很多营收开出来
[44:18] 获利开出来
[44:18] 被动元件这个族群还是漂亮的
[44:20] 那他整理一下
[44:22] 清洗一下这些筹码
[44:23] 要往上的机会还是蛮大的
[44:25] 对这边我觉得还是要帮被动元件讲一句话
[44:28] 其实在下跌的过程中
[44:29] 反而大家结出来的六月营收
[44:31] 或是被迫自结的获利是好的
[44:33] 是好的啊
[44:34] 年增率有蛮多
[44:35] 都是缴出了三位数
[44:37] 所以要还他一个公道
[44:38] 就是说
