[00:00] 欢迎收听赵华宇股货载第1133集
[23:02] 就跑到公立元件去了
[23:03] 被動跑主動
[23:05] 對 所以公立元件
[23:06] 我覺得現在的受惠程度是在於說
[23:08] 因為這些主力的資金鎖在裡面
[23:10] 所以他們會變成說有漲價提財
[23:13] 那股價就變得比較強勢
[23:15] 也集中在上漲
[23:16] 所以你看到最近這個公立元件鎖漲停
[23:19] 它的族群性非常强
[23:20] 基本上来讲
[23:21] 没有涨停
[23:21] 应该就不是纯的
[23:23] 公立原金的股票
[23:24] 那大部分
[23:25] 你那种指标性的股票
[23:26] 富鼎啊
[23:27] 大宗啊
[23:28] 强茂啊
[23:29] 台办啊
[23:29] 他们其实都非常整齐
[23:31] 甚至尼克森等等的
[23:32] 我觉得都是
[23:33] 大家可以持续去追踪的
[23:36] 那一样
[23:36] 就是因为他们涨到很多
[23:38] 都已经被处置了
[23:39] 所以你手上没有公立的
[23:40] 投资朋友
[23:41] 我觉得真的也不用
[23:42] 勉强去追价
[23:43] 那你说追了
[23:44] 会不会像当初被动
[23:45] 一起被关
[23:46] 你里面去追
[23:47] 后面还有一大段
[23:48] 我觉得不能够否认有这样的机会
[23:50] 但对大多数人来讲
[23:52] 你追这么强的股票能够买多少
[23:54] 我觉得其实是有点困难的
[23:56] 所以我觉得回归到就是说
[23:58] 现在盘面上
[23:59] 但我觉得主流股还有这种强势轮动
[24:02] 甚至说你看到矽晶元股票
[24:04] 今天也表现像环球金还在创立的新高
[24:07] 但台胜科跟合金就有点创高之后压回来
[24:11] 所以我觉得整体上来看的话
[24:12] 整个盘面上到现在这个情况里面
[24:16] 只要大盤的量能沒有明顯的擴大
[24:18] 那你就可以看到
[24:19] 我覺得族群的輪動就會變得非常的快
[24:22] 那我覺得這時候其實比較好的方法
[24:24] 還是就像剛剛趙老師提到的
[24:25] 不管是被動元件
[24:27] 不管是你今天拉回來PCB
[24:29] 或是說你可能看到記憶體
[24:31] 回到所謂的重要軍艦支撐
[24:33] 你覺得這安全的地方
[24:34] 而且比較容易手停損的一個價格的時候
[24:37] 我覺得就適合大家做一個進場
[24:39] 去做個佈局
[24:40] 那後面只要他業績上來
[24:43] 只要這個未來AI需求沒有改變的話
[24:45] 我覺得其實你去蹲點等這些強勢股的拉回
[24:49] 會比你硬去追所謂的這種很強勢的股票來得更好
[24:54] 因為剛剛提到嘛
[24:54] 既然出去運動快
[24:55] 你也不會不知道哪一天你就會遇到說
[24:58] 可能矽晶圓有鬼故事啊
[25:00] 可能這個功力研究有鬼故事啊
[25:02] 可能IC風車有鬼故事
[25:03] 我覺得以現在整個盤面上感覺上是那種比較凌亂的時候
[25:08] 是比較不建議大家去追那種盤面很強的股票
[25:11] 那就回歸到我們剛剛提到嘛
[25:13] 既然现在要公布
[25:14] 所谓六月营收
[25:16] 要公布第二届的季报
[25:17] 那很多公司也要举行法说会
[25:20] 所以你可以从这样的方向去看
[25:22] 那未来你可以留意到
[25:24] 什么样的一个族群跟题材
[25:25] 那我们会跟大家讲
[25:27] 如果以现在
[25:27] 目前到今天为止
[25:29] 有公布六月营收的公司
[25:30] 其实刚你可以看到
[25:32] 第一个PCV族群的台光电
[25:34] 是历史新高
[25:35] 那今天下午公布创意
[25:37] 对它也是交出这个
[25:39] 应该是历史新高的一个营收
[25:41] 但今天盘面上IP股
[25:42] 也是一个重灾区
[25:44] 创意跟世新KY
[25:45] 都几乎要挡到跌停板
[25:46] 对也拉回来
[25:47] 那像所谓的半导体的设备
[25:49] 也有很多股票也开始创高
[25:51] 像竹生科技
[25:52] 那它也是一样
[25:53] 交出这个六月营收
[25:55] 创造率新高的一个成长性
[25:56] 那甚至说机体
[25:57] 南亚科啊
[25:59] 育创啊
[25:59] 金豪科啊
[26:00] 也都是在六月营收
[26:01] 交出了一个历史新高的
[26:03] 一个成绩单
[26:04] 那我觉得都可以
[26:04] 从这个方向去看
[26:06] 就是说你去买这种
[26:07] 营收交出量人成绩单的公司
[26:09] 最少你知道
[26:10] 它的营收只要不是
[26:11] 第三季大幅度的下滑
[26:13] 那你就可以找到一个
[26:14] 比较好的安全的买点去介入
[26:17] 所以像刚刚提到的嘛
[26:18] 像所谓的一个台光店
[26:20] 今天重挫下来
[26:21] 其实他也创高压回嘛
[26:24] 所以如果说你真的
[26:25] 对他有兴趣的话
[26:27] 你应该去抓
[26:28] 比方说到月线的关卡
[26:29] 去可以找一个逢低成绩的买点
[26:31] 那像台达店
[26:33] 但最近股价还是比较偏弱
[26:35] 对 但是你可以看到
[26:36] 相关的BBU族群也慢慢上来
[26:39] ASKY的营收也是创业率新高
[26:41] 但是他在整个所谓BVU主局里面
[26:43] 我觉得股价是比较偏弱
[26:44] 对反而是什么顺达啊
[26:47] 新振力啊
[26:47] 我觉得走势比较强一点啊
[26:49] 所以这都代表说
[26:51] 其实盘面上
[26:52] 你可以找得到的是营收创高
[26:54] 而且趋势的产业
[26:56] 但是你说你买哪一档股票
[26:58] 他能够强势的上涨
[26:59] 我觉得这有些时候是没有办法
[27:01] 由你决定的
[27:02] 而是在于说可能资金的喜好
[27:04] 偏好的程度不一样
[27:06] 所以对于投资人来讲
[27:08] 我觉得这个时间点
[27:09] 比較重視的地方就是在說
[27:11] 第一個你要去買的股票
[27:13] 它是不是盤面上資金的偏好
[27:16] 如果不是資金的偏好
[27:18] 你就要有心理準備
[27:18] 那你買了
[27:19] 也許它真的基本面很好
[27:21] 但是等到它發動的時間點
[27:23] 大家可能不一定可以等那麼久
[27:25] 像剛剛提到
[27:26] 很多股票
[27:26] 比方說你看被動元件
[27:28] 今年1到3月份大家等多久
[27:30] 等到大家都放棄了
[27:32] 後面被動才開始往上動起來
[27:34] 公率元件也是一樣
[27:35] 公率元件的一個題材
[27:37] 從去年的安氏半導體
[27:38] 大家发现到安市之乱
[27:40] 然后也是蹲了半年之后
[27:42] 到最近看到涨价
[27:43] 这个公立元件股票才开始发动上来
[27:46] 所以我觉得对很多投资人来讲
[27:48] 他的难度在于说
[27:50] 我们都知道这些产业好
[27:51] 也知道他基本面好
[27:52] 需求都还在
[27:54] 但那个发动时间
[27:55] 你如果抓不准的话
[27:56] 我觉得可能就回归到
[27:58] 那你还是以资产配置的方式
[28:00] 去做一些布局的
[28:01] 我觉得是比较好的选择
[28:03] 因为刚刚我们在笑呢
[28:05] BBU
[28:06] 我一直都很看好ASKY
[28:08] 所以ASKW真的抱超级久
[28:11] 它不停地在原地打转
[28:14] 我记得我的成本
[28:15] 刚看一下
[28:16] 可能在1100的附近
[28:18] 1100 1200 1300
[28:19] 又回1100
[28:20] 1100
[28:21] 来回踱步
[28:23] 它的妈妈
[28:24] SIMPU
[28:25] 其实也是一家非常好的公司
[28:27] 可是因为SIMPU
[28:28] 实在是太大的比重
[28:30] 在所谓的notebook上面了
[28:31] 你一直都会觉得
[28:32] 消费性电子在这一波
[28:34] 真的就是比较辛苦
[28:35] 不管你讲有没有AIPC好了
[28:37] 不管有没有这个NB
[28:39] 会不会有换机潮
[28:40] 它就是例如说
[28:41] 像最近的记忆体质乱
[28:42] 其实这种消费性电子
[28:43] 是杀伤力最强的
[28:44] 因为它真的是要吸收成本吗
[28:47] 涨价有人要吗
[28:48] 一直在这个里面挣扎
[28:49] 不过今天新普就突然来一根
[28:51] 新普就突然来一根
[28:52] 我觉得很好笑
[28:53] 因为之前也有人会私讯问我新普
[28:56] 大家都知道说
[28:57] 以前在价值投资
[28:58] 或高股息时代
[28:59] 我是蛮喜欢新普的
[29:00] 可是那时候我也是跟汉伟讲一句话
[29:02] 一样
[29:04] 就是资金如果没有在他身上的时候
[29:06] 有时候你左侧
[29:07] 或是你等价值
[29:08] 你就真的只能放在那边
[29:10] 不要理它
[29:10] 不然你会很痛苦
[29:11] 我也不知道
[29:12] 为什么今天新普
[29:13] 就一定要在今天
[29:14] 涨停板之前没有
[29:15] 我只知道那时候新普
[29:16] 好像360 380
[29:18] 我觉得相对是一个
[29:19] 合理的价钱
[29:20] 大概就这样子而已
[29:21] 只能这样讲
[29:22] 好
[29:23] 就像我之前蹲联勇
[29:24] 我也是觉得没有办法
[29:26] 因为它是
[29:27] 它就是大部分
[29:28] 都是在面板
[29:28] 或消费型的IC上面
[29:30] 消费型的电子上面
[29:31] 驱动IC
[29:32] 但它也是慢慢
[29:33] 就后面价值
[29:35] 大家会觉得
[29:35] 多多少少可能可以跟AI有点关联
[29:38] 他也是有跟这个像
[29:39] 这个ARM大厂
[29:41] 这个有做一些架构上的配合啊
[29:43] 什么的
[29:43] 好 都会有这些事情
[29:45] 让他们慢慢垫上来
[29:46] 但是市场的风不在的时候就很困难
[29:48] 今天盘面上垫的相关
[29:50] 是比较出于口气的
[29:51] 就BBU
[29:52] 然后有部分的重垫
[29:54] 对
[29:54] 然后这个光宝科
[29:57] 稍微有反应
[29:59] 但延续性如何不知道
[30:00] 不过从形态上来看
[30:02] 大家都是有点慢慢小突破
[30:05] 如果觉得不担心资金没有效率
[30:08] 如果要有效率
[30:09] 当然什么新胜利顺打
[30:10] 我觉得是最活泼的
[30:11] 我觉得它这里面有蛮多
[30:13] 是评价比较合理的公司
[30:15] 就是资金可能会比较没有效率
[30:17] 对啊
[30:17] 所以我觉得目前当然难度很高
[30:20] 你看这个ASK
[30:21] 你看看它
[30:22] 它这个就是在抵挡
[30:24] 我觉得是慢慢垫高上来
[30:25] 但是这个陷阱很丑
[30:26] 就是很魔人很无聊
[30:28] 对啊
[30:29] 我觉得其实你要蹲
[30:30] 这种所谓龙头型的公司
[30:31] 真的就是少看它
[30:33] 对就把它放在那边
[30:34] 你不要管他
[30:35] 你等一段時間回來看
[30:36] 其實也沒有差多少
[30:37] 像ASKY
[30:38] 5月看他跟7月看他
[30:40] 我覺得股價都在1200塊
[30:41] 完全沒什麼動盪
[30:43] 這就是我的心情啊
[30:44] 對啊 所以我覺得這種股票
[30:45] 其實說真的你就把它放在
[30:47] 你的這個庫藏股裡面
[30:49] 要放到後面去啦
[30:50] 就不一定特別要放在前面
[30:51] 因為你看他就每天
[30:53] 好像都是這樣子而已
[30:54] 但他們一動起來的時候
[30:55] 速度非常快
[30:56] 我覺得最典型的
[30:57] 比方說最近很熱門的軍工股
[30:59] 你看雷虎你放多久
[31:01] 雷虎你可能放了半年
[31:02] 都在這邊
[31:03] 搞不好不止喔
[31:04] 一兩年都有
[31:06] 但是最近一上來就歷史新高
[31:08] 連續拉幾根就出去了
[31:10] 我覺得其實都代表說
[31:12] 當這些所謂你越不看的股票
[31:14] 只要他的趨勢沒有改變的話
[31:16] 有些時候你真的不用
[31:18] 盯盤盯得太緊
[31:20] 因為盯盤盯得太緊
[31:22] 你會有些時候就患得患失嘛
[31:24] 怎麼這個順打漲停板的時候
[31:26] ASKY不動
[31:28] 為什麼新生意在漲的時候
[31:30] 我的股票我BPU的股票
[31:32] 股票要开始喷
[31:33] 我觉得这是很多人
[31:34] 常遇到的事情
[31:35] 所以我觉得蹲股票
[31:36] 这件事情应该
[31:38] 我跟赵华都蛮常
[31:39] 我们都蛮爱蹲股票的
[31:41] 那我觉得蹲股票
[31:42] 跟大家分享的重点
[31:43] 在于说
[31:44] 其实你真的只要
[31:45] 确认这家公司
[31:46] 它的产业趋势
[31:48] 是真的是龙头
[31:49] 而且台湾有很多
[31:50] 隐形龙头的公司
[31:51] 我们都很爱蹲这种股票
[31:52] 像我以前蹲过川湖
[31:54] 川湖就蹲了很久
[31:56] 蹲了很痛苦
[31:57] 从200多块蹲到600多块
[32:00] 蹲了一年
[32:01] 那一年蹲过之后
[32:02] 再蹲一年是从600块到1200块
[32:05] 然后后面就越来越顺
[32:06] 就从1000多
[32:07] 现在已经到8000多
[32:08] 那当然我们没有包那么久啦
[32:10] 那甚至说我们之前有蹲过台湾金锐啊
[32:12] 蹲过很多
[32:13] 我觉得主要是产业龙头的公司
[32:15] 当你买到一个购地的位置
[32:17] 很多时候你不用看它
[32:18] 因为他们大部分成交量都很低迷
[32:20] 所以你花很多时间去看
[32:22] 今天怎么这个一下子涨了
[32:24] 涨了一半
[32:24] 隔天又跌了一半
[32:25] 我觉得那意义都不太大
[32:26] 所以我觉得其实你现在要去买
[32:29] 这些所谓产业龙头的公司
[32:30] 如果你要有效率的
[32:32] 但第一个你要确认的是
[32:33] 它最近一定要有出量
[32:35] 而且要搭配利多的题材
[32:37] 就比方说你看今天盘面上
[32:38] 基线股票也动起来了
[32:40] 对上瀛级慢慢也站到所有军人之上
[32:43] 大英围也动起来了
[32:44] 那甚至说最近的所谓的
[32:46] 蒙利也创下历史新高的拉回
[32:48] 那我觉得都是代表说
[32:49] 当你去蹲一个题材
[32:51] 我觉得要有很快的效率的话
[32:53] 一定要确认后面有事件的发生
[32:56] 那这一半我觉得可以关注到什么事件
[32:58] 第一个
[32:59] 机器人股票在这个礼拜
[33:01] 中国有一些相关的机器人的展览跟大会
[33:04] 然后到了预计啦
[33:06] 最近马斯克已经到了他的工厂
[33:08] 跟这个机器人的一些工作团队拍照
[33:11] 所以预计在七月底
[33:13] 马斯克的阿特曼斯第三代机器人
[33:16] 也会正式的发表
[33:17] 然后上个礼拜有什么
[33:18] 那个优币选的仿真人形机器人的发表
[33:23] 那那个我觉得蛮有趣的啦
[33:25] 就是会买的人可能还是会买
[33:28] 但大部分人应该会觉得
[33:29] 那个东西蛮恐怖的
[33:30] 不会想要买
[33:30] 但我觉得最早都是一个题材
[33:32] 搭配什么
[33:33] 机械人股票
[33:34] 其实营收都慢慢上来
[33:35] 像今天公布出来
[33:36] 大银尾的六月营收
[33:38] 其实表现也不错
[33:39] 也是创了近期的
[33:40] 一个波段的高点
[33:41] 所以我觉得你都可以
[33:42] 从这个方向去看
[33:43] 就是说如果你真的很喜欢
[33:45] 某个产业
[33:46] 又觉得它蹲得很痛苦的话
[33:48] 我觉得基于资金的效率
[33:51] 你尽量去选择
[33:52] 可能最近有一些
[33:54] 事件型的一个发动
[33:55] 就比方说你看到下个
[33:56] 应该是下礼拜或下礼拜
[33:58] 台湾有所谓的生技月
[33:59] 所以台湾最近的生技股
[34:01] 其实都慢慢动起来了
[34:02] 那我觉得都是代表说
[34:04] 其实你在这些布局
[34:06] 一些所谓的
[34:07] 可能需要一点时间
[34:08] 去等待的公司
[34:09] 你真正要关心他的时间点
[34:12] 就是他有公布营收
[34:13] 或他有一些展览题材的时候
[34:15] 他这个股价我觉得才比较参考意义如果没有这些事件的话你就把资金如果你真的觉得等很久那就卖掉一些换到比较热门的族群我觉得是可以让你的这个资产的操作
[34:28] 会比较符合现在市场的节奏
[34:30] 今天一开盘的时候
[34:31] 其实我看到我的总部位的
[34:33] 报锁率还不错
[34:34] 收盘的时候
[34:35] 就相对比较没有那么好了
[34:36] 可见的今天应该是
[34:38] 我的被动元件有中枪
[34:39] 然后可能宅版有缩水
[34:43] 因为宅版成本
[34:44] 是相对比较低一点点的
[34:45] 它就会反映在
[34:46] 大家的持股的上面
[34:47] 那功率大家都知道
[34:48] 附顶卖飞
[34:49] 卖飞剩下一半
[34:50] 就不敢卖了嘛
[34:51] 现在就只好每天看他飞
[34:52] 但是你说会不会再介入呢
[34:54] 我觉得如果要再介入
[34:56] 我应该还是会选择
[34:57] 就第一
[34:58] 也许哪一天
[34:59] 大家是集体在休息
[35:00] 然后里面他的业绩
[35:02] 因为六月营收到
[35:03] 陆续公布了嘛
[35:04] 他的业绩有比较明显成长的
[35:06] 当然我也知道
[35:07] 最近的功率
[35:07] 他有一点走筹码战
[35:09] 但是这个筹码战的背后
[35:10] 他终究应该要反映到基本面
[35:12] 不太可能说
[35:13] 基本面完全不反映
[35:15] 就通通涨完了
[35:16] 这个是在比较投机的股票上面
[35:18] 但是我觉得主被动元件
[35:20] 在这一波是比较慢发动
[35:21] 可是不代表他们的业绩
[35:23] 是不会成长
[35:24] 因为毕竟被动的话
[35:25] 也发了不少涨价函
[35:26] 我觉得比较有趣的是
[35:27] 其实7月1号到今天为止
[35:29] 真的是涨价函陆续发
[35:31] 包括这个广东的建涛
[35:33] 在PCB的材料上面
[35:34] 又再发了一次涨价函
[35:36] 所以涨价的趋势没有变
[35:38] 可是盘变洗了
[35:40] 那为什么变洗了
[35:41] 我觉得是好事
[35:42] 因为我们常常讲
[35:44] 第二季的财报
[35:44] 目前看起来没有什么大的乌云
[35:47] 就第二季肯定是好的
[35:48] 最近外资卖还有个原因
[35:50] 就台币非常弱
[35:51] 台币今天来到了1比32的关卡
[35:54] 那这也呼应一件事
[35:55] 我觉得大家可以去回忆
[35:57] 就去年大家非常恐惧一件事情
[35:59] 恐惧台币会怎么样
[36:01] 会暴升
[36:02] 可能轻则升到24
[36:04] 重则升到13比1
[36:06] 我记得我们那时候花了非常多的力气
[36:09] 来跟古破仔的朋友分享说不可能
[36:11] 就是汇率有它汇率的一个模式
[36:14] 如果能够像一篇杂志的报道
[36:17] 随便就告诉你
[36:18] 会升到什么大麦克指数
[36:19] 合理的价格是1比13
[36:21] 我觉得那全世界都不用玩了
[36:22] 台湾也就完蛋了
[36:24] 那没有这回事了
[36:25] 现在又变成1比32
[36:27] 1比32
[36:29] 缺点当然是进口的东西会有压力
[36:31] 但优点就是我们在出口上面的汇率
[36:35] 在第二季
[36:36] 我想应该会有不错的汇兑收益
[36:38] 包括到现在延续到第三季
[36:40] 可能都还是在一个这样的状况
[36:42] 所以我觉得第二季在财报和数据上
[36:45] 不会有太大的乌云
[36:46] 现在的震荡多半是来自于国际的信心
[36:49] 因为刚刚讲到的
[36:50] 有一些报告会告诉你
[36:51] AI反正总之这个就是围绕在AI泡沫
[36:54] 才四个字
[36:55] 就是涨太多了
[36:57] 没有那么好
[36:57] 不会那么快有数字
[36:58] 可是事实上第二季的数字会很好
[37:00] 我个人觉得会有挑战的
[37:02] 应该会是第三季
[37:04] 就是接近到八九月的数字
[37:06] 我觉得那个时候可能就会有一些
[37:08] 提早抢货的也抢了
[37:10] 涨价的也涨到一个幅度了
[37:12] 因为我觉得记忆体
[37:14] 就很明白的显示这一点
[37:15] 涨到这里
[37:16] 大家就会有一点受不了了
[37:18] 不管是AI
[37:20] 也有一点受不了了
[37:21] 然后消费性电子
[37:22] 更加的受不了
[37:24] 我觉得到了那个时候
[37:25] 矛盾会加剧
[37:26] 但如果现在看后照镜
[37:28] 就是说看过去的
[37:29] 这个第二季
[37:30] 是没有什么问题的
[37:31] 所以现在还是有一点在洗
[37:32] 洗到后来
[37:33] 我觉得会胜出的
[37:34] 就是在涨价
[37:36] 升级营收题材上
[37:38] 可以保持成长的公司
[37:39] 就会再一度的胜出
[37:41] 目前我的观察是如此
[37:42] 对啊
[37:43] 所以我觉得其实现在考验大家
[37:45] 就是说你对于产业的信仰有多少
[37:48] 就比方说
[37:49] 大家讲到你喜欢PCB的
[37:52] 那当然你会看好PCB可能未来
[37:54] 不管是M8 M9
[37:55] 同伯基板
[37:56] 或者说载板的部分
[37:57] 确实会很严重
[37:58] 所以你任何股价的震荡拉回
[38:00] 如果你对产业的信仰够坚定
[38:02] 你会觉得那就没什么
[38:03] 但如果你是最近才最近来
[38:06] 股价震荡幅度很大的时候
[38:07] 你想说这个还会再涨下去吗
[38:09] 本益比台光电100倍
[38:11] 然后载板很多都100多倍的
[38:13] 我真的有办法撑住这样的一个震荡吗
[38:15] 所以我觉得这就变成说
[38:17] 如果第一个大家都是最近才开始
[38:19] 去布局一些很强势的股票的话
[38:21] 但你就一定要去了解
[38:23] 它背后可能未来在AI的一个成长性当中
[38:26] 它会是一个短暂题材
[38:28] 还是一个中长线的题材
[38:29] 所以我们跟大家讲
[38:31] 其实你可以从我们之前
[38:32] 我记得在五六月份
[38:34] 有所谓的挥达的那一个蹦表
[38:37] 物料成本表当中可以看到
[38:40] 如果在下一代的
[38:41] 被阿鲁宾开始出货
[38:42] 那理论上这个
[38:44] 占他的物料成本表的清单
[38:47] 他的比重越高的公司
[38:48] 他未来业绩的成长就会越好
[38:50] 所以他们就会有一个
[38:51] 业绩的底气的支撑
[38:53] 那我们其实上次帮大家整理出来
[38:55] 可以看到大概三块
[38:56] 第一个就是所谓的一个
[38:58] 机体
[39:00] 它是占当中最大的
[39:01] 就是涨价服务最多
[39:03] 第二个是PCB
[39:04] 第三个是网通
[39:05] 所以也代表说
[39:06] 我觉得这三块是你可以确定
[39:09] 业绩非常好的一个公司
[39:10] 所以你可以从当中看到
[39:12] PCB的这个业绩一直在成长
[39:13] 记忆业绩在成长
[39:15] 甚至你看到智邦
[39:16] 这些所谓相关网络通讯的大厂
[39:18] 他们的业绩
[39:19] 我觉得都是不会有太大的问题
[39:21] 都还有成长性
[39:22] 你从这个方向去看的话
[39:23] 你就可以知道说
[39:24] 那这些股票是你可以在一个重挫
[39:27] 或大家觉得好像没希望的时候
[39:29] 你去抵挡成绩
[39:30] 我觉得就一个不错的一个买点
[39:32] 像最近的记忆体
[39:33] 就是这样一个现象
[39:34] 你看到南亚科华邦电
[39:35] 都跌到月线
[39:36] 那主要也是因為最近的三星海力士跟美光也都重挫
[39:40] 所以是整體上全球記憶體都出現比較明顯的拉回
[39:44] 但你看到業績的表現
[39:46] 像南亞科業績非常好
[39:48] 他的這個六月營收
[39:49] 月增我記得6%
[39:51] 但年增是600多%
[39:53] 然後今年的這個前上半年啊
[39:57] 就轉移去年前三年整個營收的總和
[40:00] 所以南亞科他在六月十號
[40:03] 應該說七月十號
[40:05] 要这个召开法说会
[40:07] 那理论上来讲
[40:08] 大家就会关注到
[40:09] 那像刚刚赵老所提到的
[40:11] 你第二季的营收
[40:12] 已经创业率新高了
[40:13] 如果毛利率
[40:15] 目前发育股是七成
[40:16] 然后营收率新高
[40:18] 再搭配所谓的台币的
[40:20] 一个贬值的一个效应
[40:21] 可能他的一个单季EPS
[40:22] 超过十几块都会有
[40:24] 那就代表说
[40:25] 整个一个季节股票
[40:26] 大哥可能就会有一些
[40:28] 比较好的一个表态的空间
[40:30] 那搭配上说我们讲
[40:32] 这个目前最高价的是群联
[40:34] 那去年潘董在上个礼拜也被揭露到
[40:37] 他又在高档买自家的股票
[40:39] 那上一次买自家股票是先跌过一段
[40:42] 然后后面又上去再创新高
[40:44] 那这一次他也有刚好买完之后
[40:47] 又媒体访问他
[40:48] 他就觉得说我们自家公司股票那么便宜
[40:50] 为什么不买
[40:51] 那当然我觉得这个见仁见智
[40:54] 因为很多人就觉得潘董股票相信他
[40:56] 但是股价一直在跌
[40:57] 但我觉得其实也代表公司的高层
[41:00] 愿意在这种已经历史清高附近的位置去加码股票
[41:03] 一定是认为说公司的一个后续的基本面
[41:07] 还是会非常好
[41:08] 所以我觉得整体上来看
[41:10] 记忆体股票应该是在六月
[41:12] 应该说六月营收公布的时间点
[41:15] 应该都有一些力度的题材
[41:17] 像今天你可以看到
[41:18] 除了风策记忆特别强
[41:19] 还有一档IC设计的记忆体叫预创
[41:22] 对它公布出来
[41:24] 它其实四五六月的营收都创造率挺高
[41:27] 好吧 光目相看
[41:28] 预创之前有点像变色龙
[41:31] 什么都有
[41:32] 对那因为他题材很多
[41:34] 但最少因为他有
[41:35] 挟着记忆涨价的营收
[41:37] 交出非常亮眼的成绩名单
[41:39] 今年第一季的EPS
[41:40] 也是出现转扩为盈
[41:41] 第二季又是连续创造率提升高
[41:44] 也代表我刚刚看他
[41:45] 他在六月营收是年增600多
[41:47] 我怕比那颗更高
[41:48] 所以我觉得这就代表说
[41:50] 其实你可以从记忆当中
[41:52] 因为目前大部分都拉回
[41:54] 所以回到相对的
[41:55] 所谓的比较安全的位阶
[41:57] 我觉得是有操作的空间
[41:59] 但你说要出现那种
[42:00] 大波段的上涨
[42:01] 我觉得目前难度很高
[42:03] 因为他筹码很凌乱
[42:04] 所以你看到这个南雅科
[42:06] 华邦电
[42:07] 群联
[42:08] 都是法人在高朗站卖方
[42:10] 我觉得他们能够撑在相对高朗区
[42:12] 是真的业绩够硬
[42:14] 不然如果是以法人这种卖法的话
[42:16] 很多应该都已经崩跌了
[42:18] 所以我觉得反过来讲
[42:19] 就是说目前因为法人在卖方
[42:21] 所以股价被压着
[42:22] 没有上去
[42:23] 那未来我觉得如果说
[42:25] 你看到国际的基底大厂
[42:27] 开始回到创高轨道的话
[42:29] 台湾基底股票
[42:30] 我觉得就有补账的空间
[42:31] 记忆体还是交给专业来
[42:33] 就是交给汉伟
[42:34] 记忆体我一直都觉得业绩很好
[42:37] 可是实在太受到
[42:39] 消息面跟筹码面的影响了
[42:41] 所以我都会在旁边看
[42:42] 那刚刚我开的个玩笑说预创
[42:44] 预创的本命就是记忆体
[42:46] 我不去讲
[42:46] 长期观察
[42:47] 预创以前做什么
[42:48] 说元宇宙好的时候就做元宇宙
[42:50] 还有什么
[42:51] 好几次
[42:52] 无人机好的时候就说有无人机
[42:54] 但它的本命就是记忆体
[42:56] 就跟利基电
[42:57] 利基电那时候在承受制程
[42:59] 在抢的时候
[43:00] 那个他们的黄董
[43:01] 不是讲一句
[43:02] 得金元者得天下吗
[43:04] 就好像自己100%
[43:05] 都是做这个
[43:06] 成熟制成的晶片
[43:07] 其实不是
[43:07] 他明明就有一半是记忆体
[43:09] 那现在就是
[43:09] 讲自己是记忆体
[43:11] 那后来现在
[43:12] 其实说实话
[43:13] 成熟制成也要涨价
[43:14] 那他又有记忆体
[43:15] 又有成熟制成
[43:16] 这些都可以看出
[43:17] 一家公司的本命在哪里
[43:19] 这个有点题外话
[43:20] 有点题外话
[43:21] 那刚刚我觉得
[43:23] 总结一个结论就是
[43:24] 目前看起来
[43:26] 大部分的产业趋势前景
[43:27] 其实没有太明显的改变
[43:29] 那这一家研究
[43:30] 研调机构这个Semi-Analysis
[43:32] 讲出来的话
[43:33] 其实也没有错
[43:34] 可是立场很有趣
[43:36] 2028年就能量产了
[43:38] 2028年才会量产
[43:40] 延到2028年量产
[43:43] 这些代表出来的东西
[43:45] 也许都是2028年有这个东西
[43:47] 可是背后的
[43:48] 带给市场的感受
[43:49] 却完全不一样
[43:50] 那如果是要去收保护费
[43:52] 可以理解
[43:53] 因为这边有一个小插曲
[43:54] 就是以前有某周干
[43:55] 他们跟我很要好的主管
[43:58] 就讲说他们就会跟一些人
[44:00] 跟一跟之后
[44:01] 就是让他们这家企业
[44:03] 可以去下一点预算
[44:04] 跟到你怕
[44:06] 不说了
[44:08] 这实在是一个不是很好文化
[44:09] 不是很好
[44:10] 可是我觉得这也是
[44:12] 如同汉维讲的
[44:13] 我们现在是一个考验信仰的时候
[44:15] 能够在这一波洗刷筹码之后
[44:18] 明白在接下来
[44:20] 他的产业趋势状况没有变的
[44:21] 他就还是会是一个胜出者
[44:23] 这是目前我的观察
[44:24] 可是这段时间洗筹码是合理的
[44:27] 因为就是涨多了
[44:28] 因为涨到这边
[44:29] 你需要一个更强劲的理由
[44:31] 可是市场上目前可能杂音比
[44:34] 更强劲的理由来得多
[44:36] 我觉得洗一洗
[44:37] 那后面的话就会变成
[44:39] 你超跌了
[44:39] 你现在价值浮现了
[44:41] 你已经修正过了
[44:43] 筹码已经干净了
[44:44] 就会重新启动
[44:45] 我觉得是一个现在这样的情形
[44:47] 对啊
[44:48] 所以我觉得其实报告就是这样
[44:49] 我们也写过很多报告
[44:51] 其实这个结论跟目标价就非常重要
[44:54] 你内容都不重要
[44:55] 只要这个最后下的结论
[44:56] 我是乐观审慎
[44:57] 那大家知道在看多嘛
[44:59] 省省乐观就代表
[45:00] 现在看得比较保守
[45:02] 我觉得其实就是说话的艺术
[45:04] 但是整体上你还是要从
[45:05] 相关的一些产业研究
[45:07] 去看到当中的一个表现
[45:09] 那我觉得其实明天也是一个重点
[45:11] 因为明天7月7号嘛
[45:12] 所以Space它拿到
[45:14] 纳扎克100指数的表现
[45:16] 对低维卫星的股票
[45:18] 就有一个非常重要的影响
[45:20] 那我们讲现在的信仰之王
[45:21] 就是马斯克
[45:22] 没错
