[00:00] 欢迎收听赵华谊股货载第1088集
[22:58] 你就可以去做买啦
[22:59] 对
[23:00] 所以其实没有那么难啦
[23:02] 没有那么难
[23:03] 真的
[23:03] 真的
[23:04] 因为我们前一阵子
[23:05] 有特别提到IC封测
[23:07] 这一波
[23:07] 真的是业内朋友都说
[23:09] 非常的业绩好
[23:11] 好到不行
[23:11] 甚至有好到说
[23:13] 他从事这个行业
[23:14] 30年第一次看到这么好
[23:16] 也是讲成这样子
[23:17] 讲成这样子
[23:18] 又讲到台积电会有一些外溢效应
[23:19] 台积电自己内部有做一些
[23:21] 封装封测先进封装的研发等等
[23:23] 但他自己吃不下来
[23:24] 他也是得发出去
[23:26] 所以日月光送出去了
[23:27] 很多人说
[23:28] 第一次看到日月光可以跑
[23:29] 在比金元店前面这么多
[23:31] 那金元店是不是委屈
[23:33] 我们有讲过
[23:34] 其实我们觉得金元店蛮委屈
[23:36] 但也可以看得出来
[23:37] 投信也是前一阵子
[23:38] 就对他不友善
[23:39] 可能就赚过了以后把它卖掉
[23:41] 但现在到底要不要回补呢
[23:43] 不管要不要回补
[23:45] 金元店跌到这个260
[23:46] 左右270
[23:47] 它是委屈的
[23:48] 这边必须跟大家分享
[23:50] 尤其是对比之下
[23:51] 有时候委屈不是说
[23:53] 我自己在那边没涨
[23:53] 就叫委屈
[23:54] 是别人都涨翻了
[23:55] 我当然委屈嘛
[23:56] 是这样的一个委屈
[23:57] 因为风策真的太强了
[23:59] 齐邦也跟大家分享过
[24:00] 现在也不知道怎么说了
[24:01] 也是主动是一直买
[24:02] 一直买一直买
[24:03] 好那所以
[24:04] 现在看起来便宜的是金元店
[24:06] 现在便宜的
[24:07] 像前一阵子
[24:08] 有一家叫联策
[24:09] 也突然大涨
[24:09] 也是低位阶涨上去
[24:11] 所以风策类的
[24:13] 比较在
[24:14] 我觉得现在最可怜的是谁
[24:15] 是历程
[24:16] 历程还是一直没有办法
[24:18] 从这个
[24:19] 大家对他的筹码
[24:21] 或者记忆体的阴霾中离开
[24:23] 但我觉得啦
[24:24] 时间的问题
[24:25] 只是如果你资金要有效率的话
[24:27] 不妨像刚刚凯哥讲的
[24:29] 经验店有要发动的味道嘛
[24:30] 你可能放在这个上面
[24:31] 你会比较有效率
[24:33] 是
[24:33] 再来就是我们来讲一下
[24:34] 昨天办了一个法所
[24:36] 很可怜的光宝
[24:37] 光宝课
[24:37] 对
[24:38] 为什么又跌了呢
[24:39] 奇怪
[24:39] 本来以为早上以为摆脱了
[24:41] 对
[24:42] 但其实已经从140
[24:43] 慢慢的涨上来
[24:44] 其实也涨了两成了
[24:46] 但是我觉得他就是在一个
[24:49] 慢慢回升的一个路途上面
[24:51] 当然就是我们之前在讲说
[24:53] 他会跌
[24:53] 还有原因是因为他要发CB
[24:55] 那时候特别讲说
[24:56] 他的CB是可以循权的
[25:00] 对
[25:00] 代表说他应该有很多的
[25:03] 上下游的供应商
[25:04] 都来参与这一次CB的这个循权
[25:08] 那基本上他只要压回
[25:10] 他的这个发行价的附近
[25:12] 应该就是一个好的买点
[25:14] 只是我刚一下子
[25:15] 没有查到他的发行价是多少
[25:17] 不过他应该已经是确定送件
[25:19] 所以大家可以去查询一下
[25:20] 他的发行价
[25:21] 再就是我讲说
[25:22] 你可以去留意一下
[25:23] 他在之前有个大量的收盘位置
[25:26] 大概在163附近
[25:27] 因为如果很了解凯克
[25:29] 就知道说凯克很喜欢用周线
[25:31] 去看行情的架构
[25:33] 用周线
[25:34] 其实我不太喜欢看日线
[25:35] 因为日线真的是太紧了
[25:39] 所以而且老实讲
[25:40] 我也不太适合讲日线
[25:42] 因为这被主管注意
[25:43] 说你怎么可以乱讲日线
[25:45] 我们就是用周线
[25:47] 因为我们常常讲周线看趋势
[25:49] 所以刚才讲周线有个收盘家在163
[25:51] 也许这一波回到163附近
[25:54] 他可能就会开始又整理
[25:55] 整理完之后再站回
[25:57] 应该是好的买点
[25:58] 所以有业绩在的公司
[26:01] 有题材在的公司
[26:02] 甚至是之前本来投信就青睐过的公司
[26:05] 等等的都可以留意
[26:06] 那光宝科属于什么呢
[26:08] 他有趋势
[26:10] 他有题材
[26:11] 只是他就没有像人家台达这么好
[26:14] 委屈
[26:15] 对不对
[26:16] 我觉得严格来说算委屈
[26:18] 大家都知道整个电力
[26:20] 本来就说算力电力
[26:22] 是都非常重要的
[26:24] 而且这个美国的基础建设
[26:26] 其实他们有很多的电力基础建设概念
[26:28] 国都涨翻了
[26:29] 但在台湾就比较容易感觉到
[26:32] 像台达电什么超车台积电
[26:33] 等一下希望有点台达电的资讯
[26:35] 目前还没有
[26:36] 台达电的状况就是非常好
[26:40] 可是你看像重电
[26:41] 就相较之下
[26:42] 爱涨不涨的
[26:43] 涨一涨就没了
[26:44] 然后或者像BBU
[26:46] 其实我觉得BBU也算有潜力
[26:48] 但是也是涨个几天就不涨了
[26:50] 这些都算是有题材
[26:52] 但现在相对低位阶的
[26:53] 不过我觉得要的话
[26:55] 就是去找族群性
[26:57] 还是比较明显的
[26:58] 例如说刚刚讲风策
[26:59] 为什么讲金元店
[27:00] 因为整个风策都在涨啊
[27:02] 好那如果讲机器人
[27:04] 为什么
[27:04] 因为这几天
[27:04] 真的是全体的机器人都在涨
[27:06] 那光宝科我觉得
[27:08] 它真的没有不好
[27:09] 对应起它的价格
[27:10] 可是耐性
[27:11] 耐性
[27:12] 就是如果你真的要
[27:13] 它就是你耐性的部位
[27:15] 其实机器人
[27:16] 我们在上一次
[27:17] 还是上一次我记得
[27:18] 我们就提到说
[27:19] 你可以留下大银
[27:20] 我还有值得
[27:21] 我说他们形态
[27:22] 感觉很漂亮
[27:23] 感觉好像没有在管
[27:25] AI不AI
[27:25] 头去买不买
[27:26] 没有在管
[27:27] 他们就自己
[27:28] 制成一格
[27:29] 就慢慢拉起来
[27:30] 今天晚上凯哥
[27:31] 在达恩秀里面
[27:32] 要讲一下国局
[27:32] 因为我要帮他平反一下
[27:34] 他也是一个
[27:35] 很大的龙头
[27:36] 我已经放弃了
[27:39] 凯哥你还是要帮他平反
[27:40] 每次讲到被动
[27:42] 我都觉得我放弃国巨了
[27:43] 因为其实大家都会觉得
[27:45] 国巨好像没有进到梦标里面
[27:47] 它不是直接的第一线供应商
[27:49] 但我觉得你要从另外一个观点来看
[27:52] 就是其实国巨这些年来
[27:54] 并了很多像基美
[27:55] 像Plus这样的公司
[27:57] 其实它已经不是很单纯的
[27:59] 被动原件的厂商
[28:01] 其实它已经是一个
[28:03] 很大的一个集团公司
[28:05] 也就是说
[28:06] 它不单单是一个原件供应而已
[28:08] 它可以甚至于可以把
[28:09] 他自己旗下很多家高規格的元件
[28:13] 做成一個模組來出給NVIDIA
[28:17] 我們晚上今天來講一下這個
[28:19] 我覺得其實如果你還原國際的形態來看
[28:22] 其實他已經默默創新高了只是大家通常都不太會注意到因為大家覺得說好像剪织完之后好像就慢慢爬爬爬跟乌龟一样不太像这个陈泰明的个性陈泰明的个性
[28:33] 像还不是这样的个性
[28:35] 但是
[28:35] 我觉得他会越走越强
[28:38] 越走越强
[28:39] 因为我刚刚讲了
[28:40] 基本上
[28:41] 你不要看国剧本身
[28:43] 是没有进入梦表
[28:43] 可是你看他的机美
[28:45] 他是有进入梦表的
[28:46] 所以机美有进入梦表
[28:48] 他其实就可以
[28:48] 结合其他的高阶的产品
[28:51] 例如说像散热元件这些
[28:54] 或者是保护元件
[28:55] 它就可以做成一块module
[28:57] 去跟NVIDIA
[28:59] 或者是跟台湾链讲说
[29:00] 我这东西其实比你
[29:02] 单单去买那一颗
[29:03] 相对上更有效率
[29:05] 而且速度更快
[29:06] 好 国俊加油
[29:09] 因为凯哥刚刚那一番话
[29:12] 又让我回忆起
[29:13] 如果说大家在股票市场
[29:15] 有一段时间
[29:16] 久而久之
[29:17] 你就会知道有些东西
[29:18] 真是牛到
[29:20] 你后来就放弃它了
[29:21] 例如说
[29:22] 我有跟大家提到
[29:23] 我觉得最近被动元件
[29:24] 我是看好的
[29:25] 被动元件
[29:25] 我也这边坦诚跟大家讲
[29:27] 我有赚到钱的公司
[29:28] 都不是大公司
[29:29] 例如说金山店
[29:30] 我有赚到钱过
[29:31] 因为那时候有人
[29:32] 有提醒我
[29:33] 金山店确实有
[29:34] BBU方面的业务
[29:35] 后来金山店有冲上去
[29:36] 回答的时候
[29:37] 我就把它砍掉了
[29:38] 算是有赚钱的
[29:40] 那最近有布局的是台庆科
[29:42] 因为它的店感
[29:43] 涨价这件事情
[29:43] 是有业界人跟我
[29:44] 那个讲说是有的
[29:46] 还有信昌店
[29:47] 因为据说跟台达电视
[29:49] 有相当不错的合作关系了
[29:51] 诸如此类的都有赚到钱
[29:53] 可是国剧
[29:54] 我好像没有办法从国剧赚到钱
[29:58] 我对于凯克已经想要叙事待发
[30:01] 我把我的这个话讲完
[30:03] 大家看
[30:03] 可是我觉得那是缘分
[30:04] 不代表我不喜欢被动元件
[30:06] 而是被动元件怎么赚到钱
[30:07] 例如说我好朋友艾伦好了
[30:09] 他之前喊和声堂
[30:10] 真的让他赚到大钱
[30:12] 我也是傻眼
[30:13] 我没有看过和声堂可以涨那么多的
[30:14] 然后再来
[30:16] 风策好了
[30:17] 日月光
[30:17] 我以前觉得日月光是全台股
[30:19] 唯一绝对不会涨的公司
[30:21] 我也喜欢金元店啊
[30:22] 所以后来日月光涨的时候
[30:24] 其实我也蛮祝福的
[30:25] 因为我觉得连日月光都会涨的话
[30:27] 那其他的封测股一定会升天
[30:30] 没道理不涨
[30:31] 好没事
[30:33] 凯哥你刚刚为什么突然想要讲话
[30:35] 我要讲说基本上像国巨啊
[30:38] 日月光啊
[30:39] 台达电光宝
[30:40] 其实他不是我们一般散户可以买的
[30:42] 基本上他就是要外资才能够撼动
[30:45] 基本上我们真的啦
[30:47] 我们是比较适合买中小股
[30:48] 只是我觉得就是说
[30:49] 国际其实它也没有到
[30:51] 这么的差的地步
[30:52] 是啊
[30:53] 但就是这个股性
[30:54] 所以这种股票
[30:54] 它就是突然有一天
[30:56] 某一个外资
[30:57] 发现它其实也是低估了
[30:59] 对
[30:59] 它可能就会挑战它的目标价
[31:01] 而且外资不是没有买
[31:02] 为什么
[31:02] 因为它外资一直买
[31:04] 所以我才讲说
[31:05] 你要很注意
[31:05] 因为外资一直在买
[31:06] 所以有没有可能
[31:08] 突然有一个外资
[31:08] 出一个什么目标价给它
[31:10] 然后市场就突然
[31:11] 发现它其实
[31:12] 股价还好低
[31:13] 然后就冲进来买
[31:14] 是很有可能的
[31:16] 因為你要知道國巨的位階
[31:18] 其實已經是全球被動元件的大廠
[31:21] 它已經不是小廠
[31:22] 它是大廠
[31:23] 它已經是很大的廠
[31:24] 它有點跟我們當時在講經濟是一樣的概念
[31:27] 它是全球前三大的被動元件廠
[31:28] 可是人家日本的被動元件廠早就不知道漲翻了
[31:31] 它還在這邊龜爬
[31:33] 人家兔子都不知道跑去哪裡了
[31:35] 所以我覺得它還是可以留意
[31:37] 就是說我們剛剛講
[31:38] 大盤在5月份中央股還會很強
[31:40] 可是5月份之後中央股就會隨著時間的推移
[31:44] 會開始慢慢的走路
[31:45] 那至今会去到一些
[31:47] 投信相对比较没有布局的股票
[31:48] 国巨也是
[31:49] 国巨投信买来卖去
[31:51] 没有错
[31:52] 投信也赚不到钱
[31:53] 不知道他在干嘛
[31:54] 所以我说像这种股票
[31:55] 基本上投信是杀不下
[31:57] 相对就是安全
[31:58] 那你说他会不会喷
[32:00] 我不敢讲
[32:01] 但我觉得他慢慢爬
[32:02] 应该还是有机会
[32:03] 我真的很喜欢凯格兰
[32:04] 因为凯格兰我们就可以讲一些
[32:05] 对各个股票
[32:07] 但是必须讲
[32:08] 真的必须讲
[32:09] 不是说赵华好像没有那么喜欢他
[32:11] 怎么样怎么样
[32:12] 千万我很怕把这种个人的印象
[32:14] 灌在大家
[32:15] 为什么
[32:16] 因为每一个人
[32:17] 有自己股票的缘分
[32:18] 我觉得这个事情
[32:19] 是非常非常重要的
[32:21] 你会从
[32:22] 如果说大家筹资小白
[32:23] 当然我觉得
[32:24] 那还要慢慢揣摩
[32:25] 但是如果大家
[32:26] 有一定的股龄
[32:26] 你一定有这种感觉
[32:27] 很奇怪
[32:28] 有一些股票
[32:29] 你怎么买怎么赚
[32:30] 你就是抓得到
[32:31] 它在低点
[32:31] 你就是不会怕
[32:32] 你就觉得
[32:32] 我知道它现在是低点
[32:34] 长上去你卖掉
[32:35] 也不担心会卖飞
[32:36] 很奇妙的
[32:37] 但有一些股票
[32:38] 就很奇怪
[32:39] 它在那边龟
[32:40] 你怎么抱都不会动
[32:41] 你一卖就飞了
[32:43] 下次你要买它
[32:44] 它就跌了
[32:45] 感受很差
[32:46] 但这个就是缘分
[32:48] 因为每一个人在股票市场
[32:50] 其实股票不是零和游戏
[32:52] 股票不是说一定要有一个人赚
[32:55] 一个人就要赔
[32:56] 不是这样的一个游戏
[32:57] 当然股票在创新高的过程中
[32:59] 当然我们说股票创新高
[33:01] 应该所有人都赚钱
[33:02] 当然不是
[33:02] 可它并不是硬性规定说
[33:05] 一定要有A赔B才会赚的一个市场
[33:08] 大家如果你有自己的一套逻辑
[33:10] 每个人都可以用自己的方式来赚钱的
[33:12] 所以日月光其实给了我一个很大的震撼
[33:15] 是我以前真的大概有长达
[33:16] 有没有五年十年
[33:18] 觉得日光是不会大涨
[33:21] 会输大盘
[33:22] 或是输采积电的一家公司
[33:23] 但现在冲出去了
[33:24] 但是我有没有其他的
[33:26] 有啊
[33:27] 系格啊
[33:27] 起帮啊
[33:28] 对不对
[33:28] 那太好了
[33:29] 因为其他的风策厂
[33:31] 我比较熟悉
[33:31] 对不对
[33:32] 所以大家也可以用这样的逻辑去思考
[33:35] 还有当然回头来看
[33:36] 我还是必须说
[33:37] 台湾现在的主动式ETF
[33:39] 是真的是厉害的
[33:40] 有人说主动式的基金也很厉害
[33:42] 这是真的
[33:43] 如果有兴趣
[33:44] 回去看一下基金
[33:45] 虽然基金它的持股
[33:46] 不是这样每天让你看的
[33:48] 可是有很多这些
[33:49] 知名投信发的基金
[33:50] 在今年一到四月
[33:52] 真的缴出比ETF
[33:53] 更厉害的成绩单
[33:54] 两边都可以
[33:55] 只是基金的手续费
[33:57] 会高一点点
[33:58] 那也没有关系
[33:59] 绩效cover过去就好了
[34:00] 你绩效多3%
[34:01] 你这手续费算什么
[34:03] 对不对
[34:03] 所以我觉得这边的话
[34:05] 凯哥来我们讨论了很多
[34:07] 股票市场有趣的事情
[34:08] 那很多人会
[34:09] 今天也有人传讯息说
[34:11] 我觉得快4万点
[34:12] 所以我就开始降持股
[34:13] 会不会卖飞啊
[34:14] 又好怕错过
[34:15] 不要这样想
[34:16] 因为你要记得
[34:18] 你现在就是承担不了
[34:19] 这种恐惧的感觉
[34:21] 所以你必须降持股
[34:22] 这是对的
[34:23] 但切记
[34:24] 你也不要完全没有参与
[34:26] 刚刚讲的热门族群
[34:28] 你不用全卖嘛
[34:29] 例如说你手上很多的CPU
[34:31] 你可以留一档
[34:32] 或者说你可以留零股啊
[34:33] 这样都好啊
[34:34] 对不对
[34:34] 你有五张你留一张啊
[34:36] 我觉得就至少
[34:37] 你不要完全离开场内
[34:39] 那你等到觉得
[34:40] 刚好你手上喜欢的股票
[34:42] 有回档
[34:42] 又回躺了
[34:43] 回后买上涨的时候
[34:44] 你又再把它加回来
[34:46] 我觉得这是一个
[34:46] 比较对的态度
[34:47] 对啊
[34:48] 大盘我认为
[34:49] 4万点一定会来的
[34:50] 所以你不要因为还没有
[34:52] 站上4万点
[34:52] 就觉得很害怕
[34:53] 基本上
[34:54] 未来的4万点
[34:55] 应该会常态
[34:56] 因为台积电
[34:57] 相对来讲
[34:58] 占这个全值的比重太大了
[35:01] 它占一半的全值
[35:02] 今天你涨点
[35:03] 假设是1000
[35:04] 它都占500点
[35:05] 那你觉得台积电
[35:06] 不会往上涨吗
[35:07] 我们刚刚都讲了
[35:07] 台积电拉回来
[35:08] 是要给你买的
[35:09] 不是要给你怕的
[35:10] 所以4万点
[35:11] 我觉得是会来
[35:12] 只是我们刚刚讲
[35:13] 就是时间点
[35:14] 你往后推
[35:15] 可能到五月底六月初
[35:17] 确实是要担心
[35:18] 现在才还在四月底五月初
[35:20] 所以不要太担心
[35:21] 这时候你就早早下车
[35:23] 早早准备母亲节礼物
[35:24] 你就很遗憾说
[35:26] 我对我妈太好了
[35:27] 所以我对我自己就不好
[35:29] 我就千万不要这样想
[35:30] 你就想说你留一点
[35:31] 来等发妈妈红包
[35:33] 给妈妈年终一个大红包
[35:35] 那也是蛮好的
[35:36] 好那大家就等一下
[35:37] 听完我们的podcast
[35:39] 不妨去看一下
[35:40] 两大厂商的法说会
[35:43] 一个是联发科
[35:44] 一个是台达电
[35:45] 台达电的重点
[35:47] 一定是要在他的双绿
[35:49] 有没有在双生的情况
[35:51] 他必须有这样的责任
[35:53] 不好意思
[35:53] 因为他已经缴出好多季
[35:55] 都是这样的成绩单了
[35:57] 所以大家对于他是寄予厚望的
[35:59] 而发科今年说实话
[36:01] 他不容易有成长
[36:02] 他真的不容易有成长
[36:04] 所以要关注的是
[36:05] 他对于TPU的进度
[36:07] 什么时候可以挹注他的营收
[36:09] 以及他对未来的展望
[36:10] 毛利率什么的
[36:11] 第一季已经过了
[36:12] 他其实已经公布了
[36:13] 他单季的每股EPS是15.17元
[36:16] 其实是普普通通
[36:19] 我个人觉得
[36:20] 跟去年同期比是有年减的
[36:23] 所以这就印证了我们讲的
[36:25] 发哥在今年事实上
[36:26] 以他原本的业务是不会成长的
[36:28] 所以他的展望会格外重要
[36:30] 尤其是已经涨了这么多的发哥
[36:33] 因为他的TPU基本上放大量
[36:36] 是今年下半年的事情
[36:37] 所以上半年根本就没有
[36:39] 所以它一点算是预期心理
[36:41] 是的
[36:41] 预期心理
[36:42] 好那这边的话
[36:44] 就没有特别在答复
[36:46] 这个听众朋友问题了
[36:47] 周末大家好好休息一下
[36:49] 但我也有看到听众回讯息跟我说
[36:51] 因为有时候我会很简单的文字
[36:53] 回个几句
[36:53] 然后他们就说
[36:55] 从我很短的一句话
[36:56] 就突然觉得我真的很关心大家
[36:59] 好像是
[37:01] 就是我必须讲
[37:02] 其实大家传的讯息来
[37:03] 有时候传很长或是短短的
[37:04] 或者是甚至有人把我这边当留言板
[37:06] 就时不时会留个几句
[37:08] 我也许不一定会回
[37:10] 可是我会觉得
[37:11] 我会难免会有很共情
[37:13] 我比较容易共情
[37:14] 就是他这样真的是
[37:15] 好像蛮烦恼的
[37:17] 虽然这个烦恼
[37:18] 有时候我们会觉得
[37:19] 从旁边看
[37:19] 你讲了几百次
[37:20] 不听我昨天
[37:21] 不是已经讲过了吗
[37:22] 对
[37:23] 但是那个真的就是
[37:24] 还是会难免会觉得
[37:25] 你有点烦恼
[37:26] 有点担心你
[37:27] 确实会有点这样子
[37:28] 好
[37:29] 但周末了
[37:30] 廉价了
[37:31] 大家放轻松一下
[37:32] 这个周末一样
[37:33] 也看一下国际情势的变化
[37:35] 现在液盘是涨的
[37:36] 五月的行情
[37:37] 我们也不用觉得会涨多太淡
[37:40] 反而是要留意
[37:42] 您手上有没有
[37:43] 现在趋势上的股票比较重要
[37:45] 好那我们的国货仔就到这边了
[37:47] 下周再会了
[37:48] 拜拜
[37:49] 各位大家拜拜
