[00:00] 欢迎收听赵华语古货载第1065集
[22:48] 是要到入病开始
[22:50] 所以时间点
[22:51] 可能会是落在第三季末
[22:52] 到第四季
[22:53] 才会那么大
[22:53] 对
[22:54] 但是整个光的这个趋势
[22:56] 我认为它的爆发性
[22:59] 是很高的
[22:59] 所以明年的成长性
[23:02] 我觉得很可惜
[23:03] 而且光模块再加上卫星
[23:06] 对华通本身的营收占比的
[23:08] 这个结构的改变
[23:09] 对它获利的成长性也会出来
[23:11] 那真顶的部分的话
[23:13] 光模块也会有低个位数的营收占比
[23:16] 可是另外的话
[23:17] 就它载板这一块
[23:18] 也会继续的成长
[23:19] 然后iPhone今年的折叠机
[23:22] 对它的贡献度也会相对比较大
[23:24] 所以我觉得他们各自有题材
[23:26] 然后都绑了一个新的光模块的商机
[23:29] 那星星的部分的话
[23:30] 就是载板本身就非常好
[23:33] 然后又很缺布
[23:34] 所以反映这个原物料价格上涨
[23:36] 再加上Rubin之后
[23:38] 整个载板的面积变大
[23:39] 它的需求会瞬间的暴增
[23:41] 所以它本身载板最强的这一块就很好
[23:44] 然后AI的PCB订单也继续增加
[23:48] 然后光模块这一块也有
[23:51] 所以其实三件的状况都还蛮好的
[23:54] 然后另外就是
[23:55] 其实在讲光的时候
[23:56] 我们大家都一直在讲CPU
[23:58] 其实如果最后CPU真的
[24:00] 终极目标走到CPU的时候
[24:02] 其实载板的面积又要更大
[24:05] 所以怎么听
[24:06] 当然你们就会觉得说
[24:07] 好像新兴才是最好的
[24:09] 可是我觉得股价位界不同
[24:10] 还有获利的贡献度跟影响性不同
[24:13] 所以大家还是可以算一算
[24:15] 自己心目中有自己的本益比空间
[24:18] 那EPS的部分的话
[24:19] 其实各家券商的报告
[24:21] 也都会大概抓一下
[24:22] 因为现在载板就
[24:23] 让人家有点头痛的
[24:25] 当然就是评价到底该怎么评
[24:26] 对不对
[24:27] 因为虽然即使
[24:29] 你有跟我讲说
[24:29] 今年载板元年
[24:30] 但是已经进入到几月
[24:32] 快要四月了
[24:33] 快要到第二季了
[24:34] 载板们纷纷都涨到
[24:36] 就是不停地创高的路上
[24:38] 当然因为被关了
[24:38] 还有最近的盘市比较不好
[24:40] 那个震荡幅度都是
[24:41] 至少一叠就是25%
[24:43] 对
[24:43] 然后再上去
[24:44] 所以再叠的时候
[24:45] 大家很容易就会觉得
[24:46] 没有信心
[24:47] 那虽然我们都讲说
[24:48] 叠应该减
[24:49] 可是谁敢再叠了25%的时候
[24:51] 就冲进去减
[24:52] 也觉得很恐怖
[24:52] 然后一转就是隔天
[24:54] 气氛好了
[24:55] 就快要涨停板
[24:56] 所以很难去介入载板
[24:58] 我觉得这个可能是
[24:59] 大家觉得比较头痛的
[25:01] 但是如果说是像
[25:02] 真鼎或华通这类型
[25:03] 是属于EPS
[25:04] 本来就比较合理的公司
[25:06] 应该说本益比
[25:07] 本来就比较合理的公司
[25:09] 可能大家就比较敢介入
[25:10] 我其实想要分享
[25:13] 因为会一直被问
[25:14] 对会一直被问
[25:15] 我觉得可以简单讲
[25:16] 以产业趋势来讲
[25:18] 我们现在先假设战争
[25:20] 或者是高油价
[25:21] 或利率的环境
[25:22] 不影响AI的需求
[25:25] 好AI需求先不下修
[25:27] 那就是等Rubin什么时候上来
[25:29] 栽板的用量就会增加
[25:31] 好所以量的部分是固定的
[25:34] 然后再来就是看报价
[25:36] 因为我们预期
[25:37] Rubin上来之后栽板需求增加
[25:40] 它会让供需失衡
[25:41] 所以价格应该在下半年会继续涨
[25:44] 那这个涨幅的不同
[25:46] 会影响获利的预估
[25:47] 如果它仅的程度比我们看的还要再严重
[25:50] 它可能涨得更多
[25:51] 就像记忆体前几个季度这样涨
[25:53] 这个涨势我们当初是抓大概涨5%
[25:56] 每季涨5%
[25:57] 但如果大家发现说市场可能法说
[26:00] 或者是媒体
[26:01] 或者是研究报告跟你说
[26:03] 再办第三季要涨10%
[26:05] 或涨15%或涨20%
[26:06] 那你就会知道说获利可能要上修
[26:09] 因为报价涨的比市场预期的高
[26:12] 好
[26:13] 所以我们怎么看股价方向跟基本面有没有变
[26:16] 其实我可以先定义
[26:17] 我们先定义AI没有变
[26:19] 然后Rubin规格不会改变了
[26:22] 所以它的量就是长这样
[26:24] 然后价格是不确定的
[26:26] 然后最后还有一个点
[26:27] 就是大盘
[26:27] 那大盘要看什么
[26:28] 就是评价
[26:29] 你如果总经验跟战争
[26:31] 这些因素没有改变的话
[26:33] 其实评价
[26:33] 那个区间也不太会变
[26:35] 所以我觉得简单
[26:36] 用这几个点
[26:37] 大家可以把它打勾勾
[26:38] 就是你每次担心说
[26:39] 股价这样跌
[26:40] 是不是有问题
[26:41] 就我刚讲这几个点
[26:43] 你把它打勾勾
[26:43] 如果都还是没有事
[26:44] 那你就放心
[26:45] 这个打勾勾的事情
[26:47] 我小小岔题
[26:49] 就是我们的朱老师
[26:50] 朱老师以前有教我们
[26:52] 打勾勾的方式
[26:53] 就跟婉婷刚刚讲的
[26:54] 那个概念有点像
[26:55] 虽然婉婷从产业出发
[26:56] 但最好是说
[26:57] 第一会
[26:58] 她会从国际股市
[26:59] 就例如说美股
[27:00] 韩股日股
[27:01] 因为韩股日股
[27:02] 比我们早开盘
[27:02] 这个是第一个勾勾
[27:04] 如果美股日股韩股很好
[27:05] 那这个勾勾就很大
[27:07] 就是现在国际股市很好
[27:08] 那第二个当然是
[27:09] 我们自己台股的大盘
[27:11] 大盘今天气氛到底怎么样
[27:12] 或是这段时间的形态
[27:14] 到底是不是一个
[27:15] 多头形态等等的
[27:16] 这第二个大勾勾
[27:17] 就大环境一定也是
[27:19] 会影响到个别产业的一个
[27:20] 上面最基本的因素
[27:22] 然后打完勾之后
[27:23] 就要看产业了
[27:24] 如果今天很多的PCB
[27:25] 状况都很好
[27:26] 不是只有红一两档
[27:28] 那这个产业就可以打勾勾
[27:30] 对
[27:30] 然后再来就帮你的个股打勾勾
[27:32] 对
[27:32] 因为PCB很大
[27:33] 它里面可能有次产业
[27:35] 对
[27:35] 那这个次产业
[27:36] 像有时候你说
[27:37] 今天涨低轨
[27:38] 今天涨同博基板
[27:39] 或今天涨AI伺服器板
[27:41] 其实有时候搞不好
[27:42] 每天在里面又分成小族群
[27:43] 那这个小族群
[27:44] 也要再打一个勾勾
[27:45] 然后进入到个股
[27:46] 个个形态是不是一个好的形态
[27:49] 还是他在破底
[27:50] 那破底要硬减吗
[27:51] 所以他也是有一个
[27:52] 打勾勾的流程
[27:54] 其实我觉得这个也是套用在
[27:56] 大家喜欢的股票上面
[27:57] 像我你喜欢PCB
[27:58] 他也会去注意
[27:59] 不是只看到这些
[28:00] 很厉害的新科技啊
[28:02] 然后未来明年后年会很好
[28:04] 如果现阶段大盘气氛不好
[28:06] 难免会打点折这样子
[28:08] 对对
[28:09] 所以其实我
[28:11] 朱老师他比较像是用盘面打勾勾
[28:13] 对因为他是技术形态嘛
[28:15] 对那我的部分就是
[28:16] 我会考虑整个大环境
[28:18] 总经验的状态
[28:19] 然后产业趋势
[28:20] 对
[28:20] 然后它
[28:21] 其实它是我会有
[28:22] 互相有关联的
[28:23] 因为我刚刚为什么会讲油价
[28:25] 然后如果不幸
[28:26] 发生通膨而升息
[28:28] 是
[28:28] 那升息利率变高了
[28:30] 没错没错
[28:30] 大家的资本支出
[28:31] 你的成本就变高了
[28:32] 就会变得有压力
[28:34] 就是通膨环境或升息环境
[28:36] 对于企业扩张是不利的但是我们的很多AI企业很厉害他们克服了一直维持在这个四五趴这种高利率款金在美国对在这样的情况下大幅资本支出
[28:48] 对还上修
[28:49] 对
[28:50] 可是如果不幸再升息
[28:51] 那会不会继续大幅资本支出
[28:54] 还是会慢一点
[28:55] 那慢一点就变成可能是下修
[28:57] 对那这个方向性
[28:59] 对股市的冲击就会出来
[29:01] 对所以其实我们现在不确定性
[29:03] 就会抓这个东西
[29:05] 所以我们第二季的这个盘试的想法
[29:08] 就比较没有那么积极
[29:10] 对所以我们之前一直
[29:11] 可能二月份我每次来
[29:13] 你就问我说什么时候要上修啊
[29:14] 什么时候要上修
[29:15] 你熬过去了
[29:16] 因为那时候已经到你们的目标点位了
[29:19] 然后婉婷就会说再等一下
[29:21] 因为觉得第二季有可能蹲嘛
[29:23] 而且那时候我们也讨论到
[29:23] 第二季还包括要出席出券
[29:25] 台股会自然蒸发
[29:27] 等等有一些很奇妙的事情
[29:28] 对结果不用改了
[29:31] 目前不用改
[29:33] 在第四季要上修
[29:35] 对
[29:35] 那我觉得
[29:36] 如果是后面
[29:38] 还要等一阵子
[29:38] 才要上修的话
[29:39] 那我们可以
[29:41] 在比较好的时间点
[29:43] 再来提醒大家
[29:44] 我觉得会比较好
[29:45] 而且对我来说啦
[29:46] 我会觉得现在的盘
[29:47] 我也会有点烦
[29:48] 为什么
[29:49] 虽然我都跟他讲说
[29:50] 提出一些对策啊
[29:51] 下来就是剪一些
[29:52] 什么讲得很轻松
[29:54] 可是讲久了
[29:55] 我也会觉得
[29:56] 可是我对于个股
[29:57] 现在他的那个涨跌
[29:58] 我都没有
[29:58] 我现在也没有办法
[30:00] 就是找到
[30:01] 让我觉得真心便宜
[30:03] 或修正够的
[30:04] 就是都是瞬间而已
[30:06] 对
[30:06] 我觉得对我来说
[30:07] 投资个股的不安全感
[30:09] 现在反而是拉得比较高
[30:11] 这个会让我有点小困扰
[30:13] 就是我那么喜欢
[30:14] 这些很棒的产业
[30:15] 可是事实上
[30:16] 我没有办法再切入了
[30:18] 我可能就抱着原来的
[30:19] 就是我跟大家分享
[30:20] 像之前我很喜欢西瓜嘛
[30:21] 然后一直觉得
[30:22] 博通讲的那一句
[30:23] 2028年才有可能
[30:25] 开始用西瓜
[30:26] 然后甚至还不一定的时候
[30:27] 我都一度以为
[30:28] 他们会大回档
[30:29] 结果后来也没有
[30:31] 还喷
[30:32] 就是只有回到
[30:33] 可能顶多
[30:34] 十日线月线
[30:35] 就喷上去
[30:36] 对
[30:36] 那我跟大家一直抱怨
[30:37] 说我在等像光盛
[30:38] 又二十分钟分盘
[30:39] 什么的
[30:40] 好总之
[30:40] 就是没有办法再建立
[30:42] 够便宜的新部位
[30:43] 这件事情
[30:44] 就也让我挺苦恼的
[30:46] 其实很难耶
[30:47] 然后所以
[30:48] 我们知道产业很好
[30:49] 可是它并不便宜
[30:51] 然后
[30:52] 战争又有一点跌
[30:54] 然后跌又跌不多
[30:56] 然后所以最后
[30:57] 我其实也觉得很困扰
[30:59] 所以我后来就算一算
[31:01] 之后我就决定
[31:02] 把它分成五等份
[31:04] 然后我跟我同学
[31:05] 聊这件事情的时候
[31:06] 他们就说
[31:07] 哎 明汉也这样做
[31:08] 就是我就设定
[31:10] 定期定额买基金
[31:11] 对
[31:12] 然后我就想说
[31:13] 五个月把它买完
[31:15] 是
[31:15] 对 因为我的年终
[31:16] 我把它分成五个月
[31:17] 然后定期定额买基金
[31:19] 对 用这样的方式
[31:21] 因为我们目前
[31:22] 不论是经验成长性
[31:23] 还有AI的发展趋势
[31:24] 还是认为
[31:25] 年底或明年
[31:27] 它会创高
[31:28] 而且可能还不止
[31:30] 只是创高而已
[31:31] 但是这个会有变数
[31:33] 就是战争如果真的不幸
[31:34] 无法收拾的时候
[31:36] 我可以赶快停止
[31:37] 对你看我们就是
[31:39] 泡在里面的人都只能觉得
[31:40] 先买基金好了
[31:42] 对当然婉婷她
[31:43] 有自己研究非常擅长的领域
[31:45] 可是像你看哦
[31:46] 我之前对于宅版
[31:48] 已经开始觉得
[31:49] 我要不要互利了结的时候
[31:50] 仅说才160块左右而已
[31:52] 对我就已经在问你了
[31:55] 然后现在是300多块
[31:56] 对所以已经不是
[31:58] 要不要互利了结的问题
[31:59] 是我根本不可能
[32:00] 再加入新的部位
[32:01] 对我来说真的有点难
[32:02] 对
[32:03] 就是说
[32:03] 我要再去买
[32:04] 300多块的锦缩吗
[32:05] 我觉得对我来说
[32:06] 非常非常的挑战
[32:08] 但有时候气氛一乐观
[32:09] 你会觉得说
[32:10] 像之前台药
[32:11] 不是比较落后
[32:12] 对
[32:12] 你会觉得相较之下
[32:13] 台药变得好像还蛮便宜的
[32:15] 可是事实上
[32:15] 也是500多块钱
[32:17] 就500块钱附近
[32:18] 也不是说
[32:18] 便宜到哪里去这样
[32:20] 一上一大段
[32:21] 以前我认识台药的时候
[32:22] 好像才140
[32:23] 对不对
[32:24] 那你还认识的比较晚
[32:26] 对
[32:26] 100到140
[32:28] 就是
[32:28] 那时候想说台钥会到200
[32:30] 然后他混了很久都没有到200
[32:33] 对
[32:33] 所以后来是500的时候
[32:34] 就想说那要在500的时候买
[32:36] 其实现在都会有这个
[32:37] 当然不可同日而语
[32:39] 但是就是会觉得
[32:40] 好像真的到处都没有够便宜的股票
[32:43] 再喜欢这个产业都觉得很难下手
[32:45] 但是我这边要赶快来问婉婷
[32:47] 是不然会忘记
[32:49] 因为其实婉婷她有对整个PCB
[32:51] 她有一个她喜好的那个排名
[32:53] 那最近在传的一件事
[32:55] 我昨天有点僭越
[32:56] 我昨天有在讲那个中国巨石
[32:58] 扩产破布的事情
[32:59] 我说
[32:59] 因为昨天是小明同学
[33:01] 我都等到婉婷来
[33:02] 我就不会讲
[33:02] 因为这个就丢脸了
[33:03] 要全部给她讲
[33:04] 对因为我乱讲一通
[33:06] 就是要让婉婷来分享一下
[33:08] 最近上游
[33:09] 因为可是我必须讲
[33:10] 我拨签布这一块
[33:11] 婉婷本来就
[33:13] 对于扩产出来
[33:14] 是比较担心的
[33:15] 对
[33:15] 所以到底现在在传的
[33:17] 说所谓的中国巨石
[33:19] 或是中国大陆
[33:19] 非常多的拨签厂商
[33:21] 在扩产这件事情
[33:22] 我们要怎么评估
[33:23] 台湾的这些拨签厂商
[33:25] 以及刚刚讲到的
[33:26] 金居今天终于有一根涨停板
[33:28] 但是当然延不延续
[33:30] 我觉得跟市场气氛有关
[33:31] 但你对他的信心还是在吗
[33:34] 好布的部分
[33:35] 我要再重申一次
[33:37] 布其实有很多种
[33:38] 但是大家都喜欢把布当作是一种
[33:42] 对因为你要去分什么
[33:43] 一步Q步T步
[33:45] 我们觉得好难哦
[33:46] 对可是没办法
[33:47] 如果你真的要投资
[33:49] 然后你胜率要高
[33:50] 你本身就要真的要搞清楚
[33:52] 大家的布不一样
[33:53] 对当然多投的时候
[33:54] 没有事情的时候
[33:56] 钱够多
[33:57] 就会涨得好像一样
[33:58] 因为股价会一起涨
[34:00] 它好像有族群性
[34:01] 可是当如果有一些
[34:03] 就是像这种盘怪怪的
[34:05] 或者是没有这么绝对好的时候
[34:07] 强者很强
[34:09] 可是有一些是涨错的
[34:10] 它可能就会回跌
[34:11] 所以如果大家要
[34:13] 投资要有信心
[34:14] 然后要长期投资
[34:15] 要波段赚钱
[34:17] 我觉得还是必须要做
[34:18] 比较充足的功课
[34:19] 好 那我们先来讲一下
[34:21] 布最缺的是
[34:22] 现在是T布
[34:23] T布最缺
[34:24] 那T布用在哪里
[34:25] 它主要是用在宅板
[34:26] 所以大家讲说
[34:28] 黄仁勋去日本
[34:29] 买布
[34:31] 要布
[34:31] 要的是T布
[34:32] 就是T布
[34:33] 然后所以宅板呢
[34:34] 其实现在是很缺布的
[34:36] 所以我有听到人家说
[34:37] 宅板第二季的营收动能
[34:39] 可能会不强
[34:40] 因为它没有布
[34:42] 它第二季的布的量
[34:43] 跟第一季是持平的
[34:45] 对
[34:45] 这也是在产业里面
[34:46] 很有趣的现象
[34:46] 很缺所以涨
[34:48] 但很缺你可能营收会掉下来
[34:50] 对
[34:50] 对
[34:50] 然后当然
[34:51] 跟我分享这件事情的人
[34:54] 我就反问他说
[34:55] 那不会涨价吗
[34:56] 它其实有可能很缺
[34:58] 它会涨价
[34:58] 所以最后会因为涨价
[35:00] 比你预期的多
[35:01] 然后营收又比你预期的好
[35:03] 对
[35:03] 这就是在产业升级涨价
[35:06] 这一块我觉得很难去评估的
[35:09] 就像你讲的
[35:09] 他们说拿不到料不就完了
[35:11] 对
[35:11] 可是拿不到料就变得很贵
[35:13] 到底是哪一个
[35:14] 对
[35:14] 然后当然其实最缺的
[35:16] 如果你能顺利转嫁的话
[35:17] 你的利润不会被侵蚀
[35:19] 那就很好
[35:19] 那载板现在看起来
[35:21] 就是有机会
[35:22] 慢慢的可以
[35:22] 转嫁能力会变强
[35:23] 对
[35:24] 所以OK好回来讲步
[35:26] 因为现在好踢步
[35:28] 所以踢步很缺
[35:30] 然后才能大概在今年底到明年初才会开出
[35:34] 所以在没有开出之前
[35:35] 今年缺步
[35:36] 缺踢步这件事情是改变不了的
[35:39] 然后再来就是之前一步很缺
[35:42] 一就是电子级波线步
[35:44] 那电子级波线步用在哪些东西呢
[35:47] 所有电子产品大宗产品几乎都是
[35:50] 手机啦电视啦家电啦汽车啦
[35:53] 全部都是一步
[35:53] 那当然他可能会有一种厚薄之分
[35:56] 可是全部纱都是
[35:58] 就是都是我们都会翻称叫E-glass的布
[36:01] 那这一块其实过去是供过于求的
[36:03] 可是因为就是他供过于求
[36:05] 然后价格太低
[36:06] 所以很多厂商他有能力的
[36:07] 他就赶快转去做Low DK布
[36:10] 那如果是有些人会说是N-E
[36:13] N-E glass或者是N-E-R glass
[36:15] 这个是用Nitobo的产品型号去做分别的
[36:18] 或者是我们讲的这个Low DK 1 Low DK 2
[36:21] 我们都泛指他叫做
[36:23] 就是low dk的布好了
[36:26] 或者是k布
[36:27] 这样很难讲
[36:28] 好饶舌哦
[36:30] 反正就是e布的厂商
[36:31] 有一些人就退出了
[36:33] 他去做k布
[36:34] 所以e的供给就瞬间减少
[36:37] 有没有发现这个跟ddr4有点像
[36:39] 是
[36:39] 就是去做高阶的
[36:41] 对
[36:42] 然后那市场
[36:43] 或者是跟north region
[36:45] 对就最低阶的
[36:46] 没有人生产了
[36:48] 所以瞬间供给大减
[36:50] 然后需求如果出来的时候
[36:52] 就会来不及生产
[36:53] 然后就会报价突然击涨
[36:55] 所以在过去一季
[36:57] 我们看到的是衣布买不到
[36:59] 然后衣布很缺
[37:00] 所以那些衣布厂商
[37:02] 也可能万万没想到
[37:03] 会有一天是如此之荣尽
[37:04] 对他们就很开心
[37:06] 好然后
[37:07] 然后我们先把现况讲完
[37:09] 然后再把新的东西丢进来
[37:11] 好然后所以K呢
[37:12] 是不是很多人就加进来做了
[37:14] 可是因为K的需求很强
[37:16] 因为AI大涨
[37:17] 好所以K的人呢
[37:19] 就会享受一段很甜蜜
[37:21] 很欢乐的时光
[37:22] 因为我能量产
[37:23] 我的单价
[37:24] 有比我以前的
[37:25] 一高很多
[37:25] 所以我的营收增加
[37:27] 然后我粮率够好
[37:28] 我获利就出来
[37:29] 这就是过去这一年
[37:30] 我觉得台湾
[37:32] 在做K部的人
[37:33] 他们的状况
[37:34] 那明年到底好不好呢
[37:36] 我们现在看到
[37:36] 就是K部的需求
[37:38] 还在增加
[37:38] 好
[37:39] 然后供需
[37:40] 我觉得没有到
[37:41] 我自己一直
[37:42] 没有那么看好
[37:43] 是因为我没有看到
[37:43] 他供需很紧张
[37:45] 所以没有听到
[37:46] 他报价会涨
[37:47] 是
[37:47] 对
[37:48] 但是他因为产业趋势
[37:49] 还在往上
[37:50] 所以基本上公司你才能开出来
[37:52] 他会享有几年的获利成长期
[37:54] 我觉得会有
[37:55] 可是因为他没有缺没有涨价议题
[37:58] 所以你要期待他有很高的本益比等等的
[38:00] 我觉得可能没有那么强烈
[38:02] 对好
[38:03] 然后我们再来抛出中国巨石他量产了
[38:05] 他量产是电子机部
[38:07] 他没有定义是哪一个等级
[38:08] 他没有
[38:09] 所谓电子机其实K也是电子机
[38:11] 因为AI其实也是电子产品
[38:12] 好所以
[38:13] 他可以做E也可以做K
[38:15] 对所以这两块的人的供给就瞬间增加
[38:19] 是
[38:20] 那只是说它没有定义
[38:21] 所以我们比较
[38:22] 现在初期有点难判断
[38:23] 哪边会多哪边会少
[38:25] 可是我们都不喜欢
[38:27] 供给增加这件事情
[38:28] 对所以就会对股价
[38:30] 造成一些影响
[38:31] 对然后再来布
[38:32] 还有第四种叫做Q布
[38:33] Q布目前没什么在用
[38:35] 可是大家都很在乎
[38:37] 今年到底会不会用
[38:38] 目前看起来是有的
[38:40] 对大概下半年
[38:42] Rubin平台上了之后
[38:44] 就会有某些产品里面的板子
[38:46] 会用到Q布
[38:47] 对所以台光店的M9
[38:49] 确定会出
[38:50] 是
[38:51] 对这也是为什么
[38:51] 他最近创新高
[38:53] 我觉得跟这个
[38:53] 有一些关系
[38:54] 好
[38:55] 如果把这些布
[38:56] 里面对应的厂商
[38:57] 做一下排序呢
[38:59] 嗯
[38:59] 我觉得现在
[39:01] 如果让我排的话
[39:02] 我会认为
[39:03] T布会是
[39:04] 还是最好的
[39:05] 是
[39:05] 可是问题就是
[39:06] 可以生产T布
[39:06] 全球90%的市占率
[39:09] 都在Nitrobo身上
[39:10] 是
[39:10] 对
[39:10] 就日本房
[39:11] 因为婉婷就回我们同事说
[39:12] 要买去买那个Nitrobo好了
[39:14] 对啊
[39:14] 去买日本房
[39:15] 对啊
[39:16] 好啊不要啦
[39:17] 台湾厂商应该
[39:18] 还是有机会的吧
[39:19] 好吧
[39:19] 那就是剩下这市占率10%
[39:21] 市占率10%
[39:23] 就是台博其实也可以做
[39:25] 但我觉得台博始终卡在
[39:27] 他的身形非常庞大这件事情
[39:29] 对不对
[39:30] 所以就不够
[39:30] 因为我觉得台博在这个
[39:32] 你刚刚讲的T部上面
[39:33] 我觉得是比较认可说
[39:34] 他是有能力的
[39:35] 可是因为他身形就是比较大
[39:37] 除非把他的
[39:38] 这方面的部门切出来
[39:40] 我不知道怎么办
[39:41] 对
[39:42] 长的时候也长蛮凶
[39:43] 其实也长不少了
[39:44] 说实话
[39:45] 对
[39:46] 可是如果你回归到
[39:47] 营收获利的时候
[39:48] 你就有点凉掉
[39:50] 对
[39:50] 没办法
[39:51] 就是有些公司
[39:53] 你获利
[39:53] 有时候财报的时候
[39:54] 就反而会有一点压力
[39:55] 对
[39:56] 然后如果还有一个
[39:57] 比较间接的
[39:58] 就是南亚
[39:58] 对
[39:59] 他有帮忙
[40:00] 他要拿得到你Tobo的
[40:02] 的T
[40:03] T的沙
[40:04] 然后可以帮忙支部
[40:05] 是
[40:06] 所以如果你要
[40:06] 扯在一起看也可以
[40:08] 就等于南亚台播
[40:09] 虽然都是属于
[40:10] 生性庞大啦
[40:11] 对
[40:11] 但是如果硬要说
[40:13] 他们谁比较有拿到
[40:14] 就这两家
[40:15] 对
[40:16] 然后所以如果是排序
[40:18] 我觉得T还是最好
[40:19] 我觉得投信也很困扰
[40:20] 因为我最近会在收集
[40:22] 就是所谓主动式ETF
[40:23] 到底在买卖什么
[40:24] 南亚台不就常常是买买买
[40:26] 所以我觉得趋势就没有像
[40:30] 一下有信心一下没信心
[40:31] 趋势没有像之前这么漂亮
[40:33] 这是我的感受
[40:34] 然后Q的话
[40:35] 因为他一直没有量产
[40:37] 所以他的梦会一直在
[40:37] 可是股价已经飞天
[40:40] 得宏吗
[40:40] 对台湾就是得宏
[40:42] 他也确实有过认证
[40:43] 可是到底实际上真正量产之后
[40:46] 对它获利的影响性是什么
[40:48] 那个时候就会见光死
[40:49] 是见光
[40:50] 你用见光死
[40:52] 好好
[40:52] 应该说要是见光
[40:54] 见光继续发光发热
[40:57] 还是见光死
[40:58] 这个我们没有办法判断
[40:59] 我们可爱的美眉又拿起笔在记
[41:01] 想说等一下我们是不是要剪掉
[41:03] 不会
[41:03] 不会剪掉
[41:04] 那我说
[41:07] 我刚刚要讲第二句是
[41:08] 见光更光
[41:10] 因为它现在是高档正档
[41:13] 其实你说德恒我们大碟
[41:15] 也没有哦
[41:15] 高档正当中
[41:17] 离他的前高也没有很远
[41:19] 所以我觉得他很厉害
[41:21] 对
[41:21] 他如果良率够好的话
[41:23] 我们也不能
[41:23] 我没有看坏他啦
[41:25] 我只是
[41:26] 因为成语是这样
[41:27] 成语就习惯用词
[41:29] 我刚刚脑袋先蹦入这句话
[41:31] 没事没事
[41:32] 对所以T最好
[41:34] 然后再来是Q有梦
[41:35] 是
[41:35] 对然后
[41:36] E如果中文句实出来
[41:38] 其实我觉得他就会回去
[41:40] 是
[41:40] 回去之前的功过于求
[41:42] 对
[41:43] 所以大家很明显的知道我的排序
[41:45] 好
[41:45] 所以昨天赵华有讲到
[41:47] 我们PCB产业非常有竞争力
[41:48] 不要太担心
[41:49] 但是呢
[41:50] 以拨签这一块
[41:51] 看来婉婷会觉得
[41:52] 中国的扩产是会有影响的
[41:54] 所以还是要正视这件事情
[41:57] 没错
[41:58] 然后同博的部分
[41:59] 也许他不一定跟股价联动
[42:01] 对
[42:02] 但是因为对婉婷来说
[42:03] 就是不管股价涨到哪边去
[42:05] 她都会觉得
[42:06] 因为她在产业的判断是如此
[42:07] 所以她有她自己偏爱跟偏好的
[42:09] 对
[42:10] 我们是遵循我们的产业逻辑
[42:12] 判断
[42:13] 对
[42:13] 然后刚同博的部分
[42:15] 因为今天涨停
[42:16] 我也稍微提一下
[42:17] 因为其实同博从去年看到
[42:20] 今年就是会供补应求
[42:21] 对就是会短缺
[42:23] 然后新增的产能
[42:25] 三井跟京居都有要扩HVLP4
[42:29] 可是三井它的下一阶段的产能
[42:31] 开出要9月
[42:32] 可是AI的平台
[42:34] 在今年第二季AWS上
[42:36] 第三季是Rubin跟Google
[42:38] 那过去PCB的惯例
[42:39] 它会比平台再早一点开始拉货
[42:41] 所以AWS基本上第一季已经开始拉
[42:44] Rubin跟Google它的CCL或PCB
[42:47] 可能在第二季末第三季就会放量
[42:49] 那这段这些时间
[42:51] 三井的新同步产能都还没开出
[42:54] 所以变成说我需求增加
[42:56] 我供给没有
[42:58] 那金居就会有机会可以跳出因为它的产能是逐季在慢慢地往上增所以我认为它第二季到第三季它的成长性在HVLP4的出货量会明显地增加
[43:11] 我觉得股价真的是影响大家心情
[43:14] 非常重要的一个因素
[43:16] 因为婉婷的说法到目前为止没有改变过
[43:20] 金居比较不幸的是
[43:21] 它在股价是先涨的
[43:23] 真的涨非常多
[43:24] 可是它的获利当然是没有办法那么快跟上
[43:26] 但也不是只有它
[43:27] 其实还蛮多人是
[43:28] 股价先涨
[43:30] 获利不一定有马上跟上的
[43:31] 但它就有点变成是
[43:34] 哇 它那个盘整期
[43:35] 非常非常的长
[43:36] 我记得它开始盘整
[43:37] 就是参加你们的发售会
[43:40] 270
[43:41] 我一直觉得270
[43:42] 是金句一个魔咒
[43:44] 然后它就开始来回盘整
[43:45] 我记得前两天很好笑
[43:46] 看到一个梗图是
[43:48] 有在报道气象
[43:49] 那因为气象在当周
[43:51] 它就完全是一个区间
[43:52] 就例如说20度到30度
[43:54] 假设是这样好了
[43:55] 它图就是一直区间
[43:56] 这样这样这样
[43:56] 明明是在报气象
[43:58] 然后下面就有网友说
[43:59] 这就是金居
[44:00] 这么有感
[44:01] 对
[44:01] 这就是金居的图这样
[44:03] 确实他就是一直上下上下下
[44:05] 但他有点小破底
[44:06] 他之前有到210块附近吧
[44:09] 我真的是已经
[44:09] 让我觉得有点意外
[44:11] 但又拉起来了
[44:12] 所以现在婉婷还是认为
[44:14] 金居的第二季业绩给我交出来
[44:17] 因为他如果业绩交出来的话
[44:19] 他就没有那么容易被关了
[44:20] 他现在是每一掌也被关
[44:21] 没错
[44:22] 所以如果他没有那么容易被关的话
[44:23] 我觉得他的资金就比较愿意回到他身上
[44:26] 那你会说
[44:27] 有些公司被关
[44:28] 不是罩长
[44:28] 矽光被关罩长
[44:29] 可是矽光的族群
[44:30] 真的现在是扩得很大
[44:32] 刚刚讲到
[44:33] 有族群性
[44:33] 整个除了做光通讯模组的
[44:36] 现在连什么
[44:36] 做光通讯相关设备的
[44:38] 光通讯的封测的
[44:39] 都涨到天上去
