[00:00] 欢迎收听赵怀古惑仔第1156集
[22:24] 就是投信连五天在卖他
[22:26] 我觉得有时候还是必须等
[22:28] 投信的筹码稳定
[22:30] 趋缓一点
[22:30] 对
[22:31] 他也不是不看好
[22:32] 他可能现在觉得有别的东西
[22:34] 他更快可以拿到金销
[22:35] 应该都在停损
[22:36] 也有
[22:38] 也有的是被迫停损
[22:40] 对
[22:40] 一直上来他就赶快先把它出掉
[22:43] 这些事情我们还是得等市场的秩序
[22:45] 来联系好
[22:46] 有时候因为
[22:47] 我不晓得大家可能真的很喜欢金居
[22:49] 所以我会收到很多的讯息
[22:50] 在讨论这家公司
[22:52] 但是我一打开看投信卖了五天
[22:53] 每天都一两千张在卖
[22:55] 你就知道
[22:55] 怎么上去
[22:56] 它有时候不是产业出问题
[22:58] 它就是
[22:59] 对它就是筹码
[23:00] 现在还没有办法恢复
[23:02] 所以我们不要太急
[23:04] 它既然已经都已经膝盖展了
[23:06] 你就等筹码恢复到买它
[23:08] 有好多公司都是这样
[23:09] 台达电也是同样的道理
[23:11] 内外资都在卖
[23:12] 那你为什么要跟他对干呢
[23:14] 你就让他们
[23:15] 内外自由恢复同买的时候
[23:16] 即使我们不是抄底最便宜的
[23:18] 但是最安心的
[23:19] 然后那刚刚讲到说
[23:21] 还有一些IP股啊
[23:22] 创意啊
[23:23] 力旺原向
[23:25] 还有刚刚讲到的爱普
[23:26] 在IP股的部分
[23:27] 也是率出脚出蛮多家
[23:28] 是7月营收创新高的
[23:30] 我觉得IP股
[23:31] 也是要很留意可以看的
[23:32] 他就比较在各个领域
[23:34] 就是从以前到现在
[23:35] 我们讲什么川普要客观税
[23:37] 或是要什么东西
[23:38] 像今天要讲一个
[23:39] 什么多精细要客税
[23:40] 都跟IP股没啥关系
[23:42] 对
[23:43] 所以它只要能够切进去
[23:44] 不管是TPU的体系
[23:45] 亚马逊的体系
[23:47] 任何的
[23:48] 它有拿到
[23:49] 系电容
[23:49] 对IP股来说
[23:51] 就是一个加持
[23:52] 所以我还蛮喜欢这个领域的
[23:55] 而且他们的毛利率又特别高
[23:56] 那当然其中
[23:58] 像
[23:58] 我好像讲到原相
[23:59] 对不起
[24:00] 我讲错原相不是
[24:01] 我要讲的是智源
[24:03] 但智源没有在里面
[24:05] sorry sorry
[24:05] 赶快更正一下
[24:06] 有力旺
[24:07] 那力旺其实前一波也是修正不少的
[24:10] 我觉得这些大家都可以观察一下
[24:12] 到底有哪一些股效
[24:14] 是你的熟面孔
[24:15] 而他的期约营收
[24:16] 跟半年报的状况是好的
[24:17] 是啊
[24:18] 刚刚赵老提到
[24:19] 美国针对大陆的矽晶园
[24:21] 做了一些加税的一个措施
[24:23] 其实我觉得他也是一见双刃
[24:26] 就是他同时是打了
[24:28] 中国太阳能一把
[24:29] 又同时打了最近
[24:31] 大家在抢的就是
[24:32] 中国要制造出五台的DUV
[24:35] 他就压制住你
[24:37] 你的DUV做出来做什么
[24:38] 也是做成熟制成的产品
[24:40] 成熟制成的产品
[24:41] 基本上在我这个加税情况之下
[24:42] 我就让你的客户
[24:44] 不敢来用你的东西
[24:45] 所以基本上
[24:46] 我认为这一段
[24:47] 其实对台厂影响相对比较大
[24:48] 但是市场可能会有点联想
[24:50] 就觉得
[24:50] 好像之前很多台湾的矽晶原厂
[24:52] 好像都在大陆有投产
[24:55] 例如说像合金
[24:56] 像中美金
[24:57] 但其实他们这几年
[24:59] 因为中国太阳能的市场
[25:02] 其实也没有想象那么好了
[25:03] 所以他们陆续都有在移产
[25:04] 像这个
[25:06] 我如果没记错
[25:07] 像合金在郑州跟日本
[25:10] 在日本
[25:11] 在日本他们也有投一家公司
[25:13] 好像是三井的太阳能的矽晶园
[25:16] 他就是把产地开始往海外移了
[25:19] 所以我觉得这一块
[25:20] 基本上今天就是风声比较大
[25:22] 但其实真的雨点很小
[25:24] 雨点很小
[25:24] 所以我觉得这边
[25:25] 看有没有被错杀的
[25:27] 那我们再讲就是说
[25:28] 这个成熟制成
[25:29] 现在美国在打压
[25:31] 可是台湾有家成熟制成的IC公司
[25:33] 做分析师元件的6193
[25:35] 今天是拉了掌听板
[25:36] 因为其实它的获利就是很漂亮
[25:39] 就我们之前有讲
[25:40] 它是真的是
[25:41] 在分离数研界里面
[25:42] 真的是有数字的
[25:44] 而且是可以期待的
[25:45] 那今天它就亮灯了
[25:47] 所以其实市场上
[25:47] 也不要说一个消息出来
[25:49] 就看到一个影子
[25:50] 你就开枪了
[25:51] 其实你还是要看它的基本面
[25:52] 那我们有一段时间
[25:54] 好像有啦
[25:56] 其实有跟大家聊心法
[25:57] 或者是一些做法的部分
[25:59] 像昨天我就有提到说
[26:00] 大家在讨论
[26:01] 要不要打第二只脚
[26:03] 不管有没有
[26:04] 其实照常理来说
[26:05] 真的会有
[26:06] 这就经验值
[26:07] 其实还是要解释一下
[26:09] 技术形态它是一个几率的累积
[26:12] 就好像大家如果今天
[26:14] 去看所谓的命盘
[26:15] 其实命盘是一个几率学
[26:17] 长这样的命
[26:19] 这颗星星掉下来
[26:20] 过去的大数据告诉你
[26:23] 它会产生什么样的一个效应
[26:24] 这样子
[26:25] 我也许很博大精深
[26:27] 我只是简单的说
[26:28] 那技术形态也是
[26:29] 它其实就是一个几率
[26:31] 那以前我们看到集团之后
[26:33] 所谓打第二只脚
[26:34] 在上的几率比较高
[26:35] 但有没有比转
[26:35] 当然有
[26:36] 就像今年四五月
[26:37] 每一次你修正到月线甚至到季限
[26:40] 你是不是就V转
[26:40] 是
[26:41] 所以不一定
[26:42] 但是在心态上呢
[26:44] 之前我讲你手上有小麦
[26:46] 对不对
[26:46] 你手上有小麦的朋友
[26:47] 在前一波
[26:48] 就算你买的卖掉的股票
[26:50] 这几天谈了
[26:52] 你也不要懊恼哦因为当时你卖掉它要不就是可能杠杆开太大了要不水位压太高晚上睡不着了要不你扛不住了所以那个时候去把它卖掉的东西
[27:03] 都是当下可以让你减压的决定
[27:06] 就不要懊恼说
[27:07] 早知道就撑到今天
[27:08] 它就可以弹两三根
[27:09] 这些都是完全不必要的
[27:11] 它就是你的经验
[27:12] 它会让你知道
[27:13] 当你配好你要的配置
[27:16] 或者是你的心态稳定的时候
[27:17] 在下沙你扛得住的时候
[27:19] 你就不会做出这个事情了
[27:21] 但说实话
[27:22] 下山很急的时候
[27:23] 谁也扛不住那个心情
[27:26] 真的我理解
[27:26] 因为我有很多营业员的朋友
[27:30] 都说他打电话打疯了
[27:32] 因为要拼命打客户
[27:33] 叫客户补钱
[27:34] 叫客户call margin
[27:35] 你就知道说
[27:36] 营业员非常急
[27:37] 告诉你客户更急
[27:39] 因为你就直接打电话
[27:40] 跟客户讲
[27:40] 你户头的钱不够了
[27:42] 你开始要跑三点半
[27:44] 好可怕
[27:44] 当然一般人
[27:45] 不愿意承受这样的压力
[27:47] 所以觉得什么
[27:47] 先减压再说
[27:48] 所以就先减掉一些持股
[27:50] 所以我觉得
[27:51] 不要因为错杀持股而感到后悔
[27:53] 应该让自己求的一夜的好眠比较重要
[27:56] 对 昨天有聊了很多这方面的心情
[27:58] 那今天我刚刚看到有一个朋友
[28:00] 传一个讯息来
[28:01] 那我觉得就跟凯哥讨论一下
[28:03] 因为他就说他也是我们的忠实听众
[28:05] 三个孩子的妈妈
[28:07] 然后呢
[28:08] 他说他的长线投资
[28:09] 其实他的想法有改变过
[28:11] 获利也有翻倍了
[28:12] 可是呢
[28:13] 他就会很希望可以在短线上面也能赚钱
[28:16] 所以也跑去上了达人的课
[28:18] 就尝试当充做空
[28:20] 等一下这答案是我的熟朋友吗
[28:22] 可是他钉盘钉很凶哦
[28:24] 然后他说胜率四成
[28:26] 而且因为一边带小孩
[28:27] 又要一边钉盘
[28:28] 压力就非常的大
[28:29] 就放弃做空了
[28:30] 好放弃之后
[28:31] 他说可是看别人
[28:32] 怎么短冲获利这么容易啊
[28:34] 心里好FOMO
[28:36] 他说想要听听看我们的看法
[28:38] 跟鼓励
[28:38] 不是要被念
[28:40] 是要鼓励
[28:41] 让他能够放下焦虑
[28:43] 是不是每个人都有
[28:44] 适合自己的投资方式
[28:45] 我这边先讲一件事情
[28:47] 就是短冲加放空
[28:50] 他绝对是偏高手的操作
[28:53] 这个必须很坦白的说
[28:55] 他不是业余投资人
[28:57] 或者是没有空紧钉盘
[28:59] 纪律没有办法很掌握的人
[29:02] 适合做的事
[29:03] 不是您
[29:04] 不是带着孩子的全职妈妈
[29:06] 甚至我
[29:07] 甚至任何90%
[29:09] 其实我觉得都比较难
[29:11] 但是并不是说这套不会
[29:13] 而是我看到
[29:14] 如果你讲的答案是我认识的
[29:15] 而是我看到他花了多大的精力
[29:18] 跟专注力在做这件事情
[29:20] 来获取他的胜率的时候
[29:21] 我觉得那个真的也要跟着
[29:23] 他能够那样做的人才能获利
[29:25] 你不能拿着杨格格的成绩单
[29:28] 来跟我们讨论这件事情
[29:29] 你要知道杨格格他是很钉盘的
[29:32] 我本来以为是另外一个小格格
[29:35] 比较像
[29:37] 因为杨格格不做空
[29:38] 我们小格格基本上他是全镇都做
[29:41] 所以他的手法也是比较
[29:43] 我猜的啦
[29:44] 比较积极
[29:44] 但你要知道
[29:45] 如果没有记错
[29:47] 小哥哥十年前
[29:48] 其实他也是做得不是很好
[29:49] 就是说这个盘
[29:50] 盘是要有盘感的
[29:52] 你要越做才会越顺
[29:54] 你看凯哥在节目上
[29:56] 我们大部分都是跟大家讲
[29:57] 周线的形态
[29:58] 其实我不太分析日线形态
[30:00] 为什么
[30:00] 因为对于一般不盯盘的人
[30:02] 其实你用日线形态
[30:04] 会让他七上八下
[30:05] 其实用周线形态来看
[30:07] 其实就够了
[30:08] 那我们会用月线的角度去观察
[30:10] 那如果你真的很想精进
[30:12] 凯哥有凯克
[30:13] 你可以上
[30:13] 就是我们可以用形态的日线
[30:17] 还有30分K线去看
[30:19] 那你就会抓到那个转折
[30:21] 所以也会有些人来跟我讨论
[30:23] 甚至于有时候在看完之后
[30:24] 会有特别有人
[30:25] 会跑到我的VIP室去
[30:27] 那就是很高手
[30:29] 他想精益求精
[30:30] 他想知道更精确的那个数字
[30:33] 确实我们是可以用这样来看
[30:35] 但是一般的人
[30:36] 我真的就不建议
[30:37] 真的非常不建议
[30:39] 因为我们常常会一个
[30:41] 你可能中午累了
[30:43] 抱小孩睡个觉
[30:44] 起来就发觉
[30:44] 怎么猪羊变色
[30:46] 整个全部都大点
[30:47] 一旦你是睡觉
[30:49] 可能你就会错失一个大的行情
[30:51] 或是一个往下走的行情
[30:53] 为什么
[30:53] 因为当你压力很大的时候
[30:55] 其实我觉得
[30:56] 尤其是你在雇小孩
[30:57] 你怎么有办法
[30:59] 很专心地去雇小孩
[31:00] 基本上很难
[31:01] 所以我觉得
[31:02] 尤其是不是全职的人
[31:04] 我不建议大家
[31:06] 很积极地做短缀跟放空这件事情
[31:08] 基本上要做短缀跟放空
[31:11] 基本上一定要做全职的操盘人
[31:14] 是全职操盘人
[31:15] 这是给大家一个建议
[31:17] 不是说我们不看好大家的能耐
[31:19] 而是你要把时间拨出来
[31:21] 因为你时间花在哪里
[31:22] 你的成就就会在哪里
[31:23] 因为看起来形态比较像小哥哥
[31:27] 小哥哥真的是交易狂
[31:29] 我真的是非常非常佩服他
[31:31] 我也非常相信
[31:32] 他一定有在这一套的战略里面
[31:34] 就是赚到他的钱
[31:35] 因为他常常公布他的对账单
[31:37] 他光是那个交易费
[31:38] 他就真的是贡献国家非常多的税金
[31:41] 短冲嘛
[31:42] 对不对
[31:43] 好
[31:43] 杨哥哥不做空
[31:44] 但杨哥哥最近有个事情也蛮神奇
[31:46] 他就在买选择权的put空单
[31:48] 真的厉害啦
[31:49] 他上个礼拜五买到这礼拜三
[31:51] 中间夜盘跌1000点的时候
[31:53] 然后就很多人就说
[31:55] 啊要暴跌回档了
[31:56] 我说先不要紧张
[31:57] 杨哥哥已经买了选择权空单了
[31:59] 真的你看看从礼拜一到礼拜三这一段
[32:02] 夜盘怎么跌
[32:03] 我们日盘就是红
[32:04] 真的有的事情很玄奇
[32:06] 好
[32:06] 那另外一个有交过
[32:08] 当充课程的叫朱老师
[32:09] 但是朱老师有一次
[32:11] 在跟我讲课程的时候
[32:12] 就是我们那时候
[32:13] 有免费的标股在线的
[32:14] 他说他真的不太想在
[32:17] 我们这种免费的公开版去讲
[32:18] 当充不是藏私
[32:20] 是他就是觉得
[32:21] 90%的人这件事已经做不好的
[32:24] 他如果今天公开讲
[32:25] 他那么亲切
[32:27] 然后讲的好像又很简单
[32:28] 然后大家就会每一个人都觉得
[32:30] 那我也可以玩当充
[32:31] 我也可以玩当充
[32:31] 反而害人
[32:33] 其实那一集的点阅超级高
[32:35] 至少百万点阅
[32:37] 可是下面就一片人在骂他
[32:39] 说什么
[32:39] 干嘛教这个会害死人的
[32:41] 又骂又爱看这样
[32:42] 那点阅那么高对不对
[32:43] 可是你知道吗
[32:45] 当初开那一集的时候
[32:46] 朱老师是告诉我说
[32:47] 公开讲这个
[32:48] 这个如果没有讲得很透彻
[32:50] 他们又不是很用功
[32:51] 真的很怕会害到人家
[32:53] 其实老人家是很佛的
[32:55] 心里面是这样想的
[32:57] 所以这位三宝妈
[32:59] 现在网路上很多三宝爸
[33:01] 这是货真价实的三宝妈
[33:03] 这个你要理解
[33:04] 他是一个很少数人
[33:05] 可以做的好的交易模式
[33:07] 对不对
[33:07] 还有就是我们的人性
[33:09] 其实做多
[33:11] 对于大多数人来说
[33:12] 还是一个比较顺势
[33:13] 还是一个比较舒服的
[33:15] 我也在前一阵子下跌的时候
[33:16] 有人就留言给我说
[33:17] 赵怀你们很奇怪
[33:19] 你们在下跌
[33:20] 就全集教人家做空
[33:21] 你们为什么就不讲
[33:23] 因为我们的政策
[33:25] 有时候对做空
[33:26] 有蛮多限制的
[33:27] 对不对
[33:28] 然后做空又逆人性
[33:30] 来要看坏一个公司
[33:31] 我不觉得做空不对
[33:33] 就像你买选择权空
[33:34] 难做必显
[33:35] 大家做你好像就觉得
[33:36] 是避险没关系
[33:38] 可是你想用做空获利的时候
[33:39] 人家说你干嘛拉碎我的股票
[33:41] 然后还有就是
[33:42] 他有愿逆人
[33:44] 你看好他买你比较容易
[33:46] 你整天诅咒他
[33:47] 或者你整天希望他跌
[33:48] 他不是一个很顺向的
[33:50] 一个人性思考方式
[33:52] 所以既然短冲又难
[33:55] 做空也难
[33:56] 加在一起超级难
[33:57] 那我觉得就留给
[33:58] 真的适合这样的人做
[34:00] 那我觉得我最近
[34:01] 常常问我身边的人一些问题
[34:02] 就是你以前在获利的时候
[34:04] 是什么事情让你赚最多呢
[34:06] 结果我听到最多的反而是
[34:08] 其实我买高股息赚最多
[34:10] 不是前一阵子把高股息讲的
[34:12] 真的是像一文不值一样
[34:13] 没有错
[34:14] 在上涨的时候
[34:15] 你会觉得用最有效率的方式
[34:17] 买到最标的股票
[34:18] 好像就是天才自己超厉害
[34:20] 可是事实上你中长期获利
[34:22] 什么事情能让你赚到钱
[34:24] 我觉得你要去思考
[34:25] 它可能不见得是最起眼的东西
[34:27] 可是就是你讲的
[34:29] 如何安心和认知
[34:30] 自己最适合方式的东西了
[34:32] 是啊
[34:33] 其实真的啦
[34:35] 外面市场常常讲
[34:36] 做空没朋友
[34:37] 就是人家都在做多
[34:39] 你做空
[34:39] 你空到人家的股票
[34:40] 基本上你很难去跟人家说
[34:42] 我在空你的股票
[34:43] 所以基本上常常讲
[34:45] 做空是没有朋友
[34:46] 那你也可以在Google上面
[34:48] 在APP上面找一个
[34:50] 关键黄金K
[34:51] 那是凯歌的软体
[34:52] 那里面就空方的选股模式
[34:56] 你可以去参考一下
[34:57] 不是不能做
[34:59] 其实多的反向
[35:01] 朱老师常常讲
[35:02] 我没有不交
[35:03] 当我告诉你
[35:04] 今天下面有支撑
[35:05] 那一样你做空
[35:06] 就是你谈上来
[35:07] 这边有压力
[35:08] 就是做空点
[35:09] 其实它就是一个
[35:10] 反向的想法而已
[35:11] 不是没有交
[35:12] 道理只是从做多
[35:13] 变成做空
[35:14] 所以有兴趣研究朋友
[35:15] 其实还是找得到
[35:16] 很多的资料
[35:17] 甚至课程甚至软体的
[35:19] 那也是要用心
[35:20] 去研究一下子的
[35:22] 因为公司也不希望
[35:23] 你做我的空
[35:24] 所以我就开个
[35:25] 简易的临时股东会
[35:27] 就逼你恢复了
[35:28] 就是制度上面
[35:30] 就没那么有力
[35:31] 好那今天很谢谢凯哥
[35:33] 也希望这个六日
[35:34] 能够还是一个比较平静
[35:36] 好像白海豚的风雨
[35:38] 要比较偏北部
[35:39] 要下大雨
[35:40] 所以大家出门还是要小心
[35:42] 对啊
[35:42] 祝各位爸爸们
[35:43] 爸爸节快乐
[35:44] 对每次好多事情提醒
[35:46] 爸爸节快乐
[35:47] 那就大家拜拜
[35:50] 拜拜
