[00:00] 欢迎收听赵华谊古货载第1130集
[24:48] 你破月线买一点
[24:49] 破季线买一点
[24:50] 不是这样子
[24:50] 真的就是一路破下去
[24:52] 有好多党都破了季线
[24:53] 还在往下寻找他的半天线
[24:55] 对所以这个不是开玩笑的
[24:57] 就是强势股肯定要回档的时候
[25:01] 要留意它有没有止跌的讯号
[25:03] 筹码有没有散乱
[25:04] 如果它没有
[25:05] 有时候强势股的回档
[25:06] 真的还蛮吓人的
[25:07] 而且它已经不是强势股了
[25:09] 因为它后来就变成一个弱势股了
[25:11] 甚至是空方走势的时候
[25:12] 不是说这个族群都不会有
[25:15] 像我们的达人们
[25:16] 依旧有人觉得说
[25:18] 我自己其实个人也在观察
[25:19] 第三季当今天投信
[25:21] 把其他的都做完一轮了
[25:22] 就是现在红的都做完一轮了
[25:24] 会不会再回头来看
[25:26] 细光子的阴影
[25:27] 有没有散去
[25:28] 甚至会有些新的嘛
[25:29] 例如说取得新的认证啊
[25:31] 跟谁接上了啊
[25:32] 如果有这方面
[25:33] 搞不好又会跑回来
[25:34] 捡这些已经腰斩过的公司
[25:36] 这不是没可能哦
[25:37] 所以就先把它放着
[25:39] 但是你说要不要
[25:40] 轻易的去做介入
[25:41] 或是说您的成本
[25:42] 建立的比较高
[25:43] 明明就已经亏损了
[25:44] 还要硬爆
[25:45] 我觉得真的不要
[25:46] 不要开这个玩笑
[25:48] 这个真的是
[25:49] 看好跟你
[25:50] 要不要持有是一回事
[25:51] 那有什么东西
[25:52] 会比较确定
[25:53] 其实在手订单
[25:54] 这个事情会比较确定
[25:56] 对
[25:56] 但是在我订单有分
[25:57] 像大家都知道说
[25:58] 重电股又有在手订单
[26:00] 可是风不过来的时候
[26:01] 他们怎么样说缺电啊
[26:03] 电力多重要啊
[26:04] 在手订单到哪里啊
[26:05] 就是重电股就涨不太动
[26:07] 可是设备股就有点不一样
[26:09] 因为半导体AI
[26:10] 跟我们台湾这些设备工程概念的
[26:13] 实在是连接度太高了
[26:15] 那他们的订单确实也是到2028
[26:17] 我想问题真的不大
[26:19] 而且从业界打听
[26:20] 你只要有需要建厂的
[26:21] 每一家都说
[26:22] 哇现在的建厂成本越来越高了
[26:24] 因为大家都忙烂
[26:25] 所以我自己个人
[26:26] 就是一直都还是蛮偏爱说
[26:29] 我比较相信设备股到2028
[26:31] 结出来的财报会非常漂亮
[26:33] 对
[26:34] 但就是要抓到时机
[26:36] 我觉得设备股
[26:36] 不是在创高的时候要去买的
[26:38] 就是要落难的时候
[26:39] 要有耐心等的
[26:41] 确实
[26:42] 这有点像是
[26:43] 既然长期趋势
[26:44] 或者说所谓在手
[26:45] 定然那么明确
[26:46] 那股价跌下来的时候
[26:47] 就是一个打折的时机
[26:49] 那有时候呢
[26:50] 那个点火的
[26:51] 那个关键
[26:52] 那个板机要扣下去
[26:54] 其实就通常会跟台积电的法说会逼近有关
[26:58] 所以往往就是差不多1470月
[27:01] 台积电要举行季度法说会
[27:03] 大概前半个月左右开始
[27:05] 市场可能就往往就开始去关注
[27:07] 像他的产物工程商
[27:09] 或者说相关的设备商
[27:11] 那这个时候股价可能就会有机会
[27:13] 先做一个短线的推升
[27:15] 不过也要提醒大家
[27:17] 因为我去观察大概近三年以来
[27:19] 台积电的法说会
[27:21] 关于资本支出的议题
[27:23] 虽然大家总是每一季都会呢
[27:25] 打破砂锅问到底
[27:27] 但是我发现
[27:28] 它通常的惯性或模式都是呢
[27:32] 在当年度的第一次法说
[27:35] 也就是在一月份的时候
[27:36] 它就先清楚去定下
[27:39] 该年度的年度资本支出的计划
[27:42] 那往往都是上修嘛
[27:44] 这几年就是只有不断的上修
[27:46] 但是呢
[27:47] 接下来的四月七月十月
[27:49] 基本上呢
[27:51] 大家都很想要再听到它继续上修
[27:53] 可是多数的时候都是落空
[27:55] 它通常会维持不变
[27:57] 偶尔会出现上修
[27:59] 像2024它有出现过上修
[28:01] 但是上修的金额
[28:03] 就是差距跟原本定的目标
[28:05] 大概就是不会超过一成
[28:07] 就是简单来说
[28:09] 即便上修也只是微幅的上修
[28:11] 所以我会建议如果是操作
[28:14] 厂屋工程设备
[28:15] 除了刚才赵华有提到
[28:17] 就是可能买进的时候
[28:18] 是在他们股价有点弱难了
[28:20] 摔下去的时候
[28:21] 那另外如果说搭配这种事件的短线操作法的话
[28:25] 我觉得反而可能要在台积电真正召开法术之前
[28:29] 或许就要先留意停利出场的时机了
[28:33] 刚刚Judy是说西光子落难啊
[28:36] 我会看就是在旁边看
[28:39] 大家都知道我对西光子非常有兴趣
[28:40] 而且也很谢谢西光子在上涨段
[28:42] 真的让我有赚到一些资金
[28:45] 可是在下跌段
[28:46] 为什么不赶快伸手进去救他们
[28:48] 就是刚刚那些理由
[28:51] 可是像厂屋工程类的
[28:52] 我就是会一个
[28:53] 比较勇敢在他们落难
[28:55] 例如说莫名其妙
[28:56] 打到跌停板
[28:57] 莫名其妙
[28:58] 这个破了月线的时候
[28:59] 我会格外的去关注他们
[29:01] 而不会那么害怕
[29:02] 而是去评估
[29:03] 因为厂屋工程太多了
[29:04] 我去评估
[29:05] 其实最简单
[29:06] 我常常讲
[29:07] 你就去买大的
[29:08] 例如说雅祥汉堂这种的
[29:09] 我觉得问题真的不太大
[29:11] 但是他们有时候
[29:12] 波动很大
[29:12] 有时候跌下来
[29:13] 你会觉得好像
[29:14] 出什么事了吗
[29:15] 有怎样吗
[29:16] 其实他们会跌下来
[29:17] 多半都是筹码
[29:18] 就例如说持有的法人突然之间想要获利了解
[29:20] 他们过去的交易量都不大
[29:23] 对那筹码相对比较集中的情况
[29:25] 就会产生有卖压的时候
[29:27] 突然之间没有任何原因
[29:29] 真的叫做没有任何原因就会溜滑梯
[29:32] 好我是要举的是说
[29:34] 下跌你可以减什么股票的时候
[29:36] 你心里面可能要对他们的业绩是有点定见的
[29:39] 好然后再来的话
[29:40] 刚刚讲到腾计店
[29:41] 确实今七月腾计店法说
[29:45] 大家第一会先猜资本支出
[29:47] 但刚刚威良讲了
[29:48] 通常不要在七月去
[29:49] 期待人家会讲出
[29:51] 什么惊天动地的事情
[29:52] 这一次可能略略有所不同的是
[29:54] 第一是先看第二季的毛利率
[29:56] 会到哪里
[29:57] 不过最新的消息是
[29:58] 应该还是在67%多
[30:00] 不会像坊间有人已经传到
[30:02] 说会到70%
[30:03] 这个我觉得先不要期待到
[30:05] 什么有70%这种毛利率
[30:07] 大概还是67到68%之间
[30:09] 已经很好了
[30:10] 已经很好了
[30:10] 下半年能不能更好
[30:12] 下半年能不能更好
[30:13] 就会反推什么呢
[30:14] 很多人期待台积电下半年
[30:17] 会释出有可能在涨价的讯息
[30:20] 但是其实很难
[30:21] 就跟威良讲的一样
[30:22] 他一定要涨价
[30:23] 通常年初或是年底
[30:24] 就会跟隔年的客户
[30:26] 已经就deal好了
[30:27] 很少会在七月的时候
[30:29] 突然说我下半年要涨价
[30:31] 如果真的有
[30:33] 我觉得是很大利多
[30:34] 如果没有
[30:35] 希望市场也不要失望
[30:37] 因为确实惯性就是这样子
[30:39] 但也非常的重视
[30:40] 跟客户的长期关系
[30:42] 所以客户不见得
[30:44] 有这种心理预期
[30:46] 或者是能够接受这样的商业模式
[30:48] 对
[30:48] 那另外来讲的话
[30:50] 厂屋工程
[30:51] 其实现在应该族群的股王
[30:54] 就股价最高的是5536盛辉
[30:56] 暂时超车了
[30:58] 不过我个人觉得
[30:59] 首选应该还是
[31:00] 我们常常讲是台积电御用工程商
[31:03] 就是2404汉堂
[31:04] 那因为毕竟汉堂最主要就是
[31:07] 配合台积电在美国的扩厂
[31:09] 那美国厂的这个建厂的相关的成本高
[31:13] 但是利润也更高
[31:14] 所以这个有利于他的毛利率扩张
[31:16] 那目前在手订单已经是
[31:18] 来到大概1900亿以上
[31:20] 那估计今年EPS是超过70元
[31:22] 所以现在看起来
[31:24] 本益比是不到20倍
[31:25] 我觉得这个是可以留一个方向
[31:27] 那第二个呢
[31:28] 我觉得也可以追踪的是6139亚翔
[31:30] 那亚翔呢不久前
[31:32] 不是讲我刚刚讲过的吗
[31:33] 没有 开玩笑
[31:34] 跟你开玩笑
[31:35] 刚被这个
[31:36] 有志一同
[31:36] 刚被这个ETF
[31:38] 这个换股的时候纳入
[31:39] 就是00929
[31:41] 那过去我们知道
[31:43] 很多季度或半年度的换股
[31:45] 常常ETF因为被动是他要买进
[31:48] 通常会去找外资来对敲
[31:51] 所以会变成是说
[31:52] 投信占买方
[31:53] 外资占卖方
[31:54] 但是最近亚翔的筹码比较特别是
[31:56] 投信当然占买方
[31:57] 但是外资也占买方
[31:59] 就等于土洋法人起买了
[32:01] 另外就是
[32:03] 其实亚翔很大一部分的订单来源
[32:06] 是来自于美光在新加坡的厂区要扩厂
[32:09] 因为大家从美光的法说会也听到
[32:12] 就是他现在要因
[32:14] 就全球机体
[32:15] 这么火烫的行情
[32:17] 要加大他的产能
[32:19] 所以加速的扩产
[32:20] 那这个部分
[32:21] 他的释出的在手订单量
[32:23] 是高达了5000亿元以上台币所以这不得了了因为刚刚讲了如果汉堂的在手订单是1900亿那雅祥的在手订单是5000亿而且这个时间是压在
[32:34] 2029年以前要扩散完成
[32:36] 所以就要认列完成
[32:37] 那等于是说
[32:39] 在未来的三到四年之内
[32:41] 这个业绩都会陆续的入账
[32:43] 所以我觉得
[32:43] 这边的业绩能见度很高
[32:46] 如果股价只要有震荡的时候
[32:48] 应该也是可以留意
[32:49] 好 我这边的话
[32:51] 因为我这边累积了一些
[32:52] 这个听众朋友很正面的回想
[32:55] 我想说也趁威良在的时候
[32:57] 我们来一起讨论
[32:58] 然后一起跟大家分享
[33:00] 好那这边的话有
[33:01] 因为我昨天有念了一个留言
[33:03] 我那个留言放了好几天
[33:05] 因为我一直觉得只用文字回
[33:06] 没办法讲清楚我内心的感受
[33:09] 所以后来在空中回
[33:09] 他有提到说
[33:10] 在母亲开刀或是住院的时候
[33:13] 因为有投资这件事情
[33:14] 所以有支付了这个这些费用
[33:16] 请看护什么的
[33:17] 没有造成生活上的压力
[33:19] 其实讲一讲我自己就
[33:20] 不知道为什么就有点哽咽
[33:22] 你知道吗
[33:22] 就是我自己父母比较早走
[33:24] 所以我比较不会体会到说
[33:25] 家里面有长辈
[33:26] 要这样住院的痛苦
[33:28] 可是我自己同事蛮多的
[33:30] 就三民之足
[33:31] 或者说因为高龄社会
[33:32] 家里面有好多的
[33:34] 比较年长的长辈
[33:35] 有面临这样的问题
[33:36] 那你工作又好忙
[33:37] 那怎么样去兼顾
[33:38] 然后又要钱
[33:39] 对
[33:39] 所以我不知道
[33:40] 念一念有突然心生感触
[33:42] 但是我也很感动说
[33:44] 因为他的意思
[33:45] 当然是听了我们好的建议方向
[33:47] 所以能够在投资路上累积资产
[33:49] 就会觉得自己有那种
[33:50] 帮到人家的感觉
[33:52] 好那这一位
[33:53] 也是他分享了一个很长的故事
[33:55] 那我就很简单的说
[33:56] 一个很漂亮头像的女孩子
[33:58] 她说因为大学时就买股票
[34:00] 那超过十年了
[34:01] 也历经过钢铁和航海时期
[34:04] 可是后来获利回图又赔钱
[34:06] 那她说信心有大受损
[34:08] 后来就只敢买一些
[34:10] 高值利率的传产零股息
[34:12] 不过在2022、2023年开始
[34:14] 就用上下半时间来听股货仔
[34:16] 那到了2024
[34:17] 就跟着节目分享的选股方向去研究
[34:19] 就慢慢找到了
[34:20] 比较适合自己的投资方式
[34:22] 其实一开始觉得
[34:23] 节目里提到的股价
[34:25] 怎么都那么贵
[34:26] 他说总觉得自己是买不下去的
[34:28] 然后他居然记得一件事
[34:30] 就是我有分享顺达
[34:32] 其实那时候顺达
[34:33] 是一家八九十块的公司
[34:35] 可是后来获利不如预期
[34:37] 他好像年年都配五块钱
[34:39] 结果获利不如预期
[34:40] 但是呢我就继续观察他
[34:42] 他好像从不到一百
[34:44] 还是怎么反正就跌到八十吧
[34:45] 你现在想要八十的顺达
[34:46] 现在想如果八十的顺达
[34:47] 大家不挤破头穿越时空回去买
[34:49] 然后他我就说
[34:51] 因为我有观察
[34:52] 他后来出来开了一个法说
[34:54] 承诺虽然营收不如预期
[34:56] 但是配息的这个五块钱
[34:58] 一定会照常发放
[34:59] 我那时候提到
[35:00] 这是一个有重视自己承诺的好公司
[35:03] 跟威良会记得明年要来一样
[35:06] 然后呢
[35:07] 所以就去研究他过去的获利
[35:10] 觉得他以前其实真的叫做稳定赚钱
[35:13] 那就第一次买了一档快破十万的股票
[35:16] 相信他给予机会
[35:17] 是96.7做介入
[35:19] 股价后来就破百了
[35:21] 可是太早卖飞了
[35:22] 当时还不太会抓停利
[35:24] 不过这是一个很重要的开始
[35:26] 因为我感受到
[35:27] 用对方法
[35:28] 买对公司是可以赚钱的
[35:30] 价值要大于价格是可以买的
[35:33] 所以他就买了0052台积电ETF
[35:36] 然后981也买了
[35:37] 929878
[35:38] 然后995
[35:39] 他说用不同的角度去理解
[35:41] 他说尤其台积电
[35:42] 以前真的不敢买
[35:43] 觉得现在就很贵了
[35:45] 就已经涨了
[35:46] 大学的时候是不到100块的公司
[35:49] 他说现在来看
[35:50] 觉得心态的改变
[35:52] 真的很不容易
[35:53] 也很谢谢我们苦口婆心
[35:54] 让他愿意改变
[35:56] 那他今年的话
[35:57] 就比较积极的做个股
[35:58] 跟过去东王西王比
[36:01] 真的成长很多
[36:02] 然后也有讲到妈妈
[36:03] 说这个手机的字体
[36:05] 已经要非常非常大
[36:06] 因为年纪已经很大了
[36:07] 那也从获利中
[36:08] 拨出预算买一台iPad给妈妈
[36:10] 然后也刚好买在苹果条上
[36:13] 价格前
[36:13] 人生就是要有小确幸
[36:15] 人生就是要有这种小小的幸运
[36:17] 所以就一直很想表达感谢
[36:20] 于是在今天写出来
[36:21] 他又把他的获利贴给我看
[36:23] 真的是逐年成长非常非常多
[36:25] 也给威良看一下
[36:26] 我就不念出来了
[36:28] 我们就不念出来了
[36:29] 好明显
[36:30] 然后他就说
[36:31] 希望大家一起在古海平安
[36:33] 也可以资产翻倍
[36:34] 我们接受到这个祝福了
[36:37] 有没有什么感想
[36:39] 我觉得当然就是
[36:42] 人真的要投资
[36:43] 这是我第一个感想
[36:44] 因为我们所有的事情
[36:47] 人家说人不理财财不理你
[36:49] 那没有钱万万不能
[36:50] 所以其实人生要翻转
[36:53] 或者黑白要变彩色
[36:54] 要色彩缤纷
[36:55] 我觉得真的要投资
[36:56] 而且投资越早越好
[36:58] 那当然第二件事情
[36:59] 我觉得投资这条路上呢
[37:00] 真的没有标准的剧本
[37:02] 更没有完美的答案
[37:04] 因为每一个人呢
[37:05] 所处的环境不一样
[37:06] 然后自己的财力
[37:08] 自己的经验
[37:09] 自己的个性
[37:10] 自己的背景
[37:10] 其实通通都不一样
[37:12] 所以我觉得只要能够呢
[37:14] 在几次的多空历练当中
[37:18] 能够找到适合自己模式的人
[37:20] 其实都是很幸福的
[37:21] 因为我自己也发现说
[37:23] 身边一些长辈
[37:24] 或包括我的客户
[37:25] 那有些人其实在股市当中的
[37:28] 投资的年资比我还久
[37:30] 像我自己是从大概1999年开始
[37:33] 所以到现在应该有个
[37:34] 差不多27年了
[37:36] 但是有一些
[37:37] 包括家里面的长辈亲戚
[37:40] 其实做股票都做了
[37:41] 30几年40年了
[37:42] 但是真的有些人
[37:44] 其实每一次就是说
[37:45] 碰到多头的时候
[37:47] 总是一定会赚到钱
[37:48] 赚到钱
[37:49] 因为如果一个人
[37:51] 永远都在赔钱
[37:52] 他早就退出股市了
[37:53] 当然多头的时候
[37:54] 大家都会赚到钱
[37:55] 但是碰到空头
[37:57] 或者有时候不是空头
[37:59] 只是回档
[38:00] 中期的回档
[38:01] 可能你的财富
[38:02] 又比上一次的低一点还破低
[38:05] 举例来讲
[38:06] 如果说你在疫情之后开始进场
[38:08] 那2022年是个空头
[38:10] 空头的时候
[38:11] 没有人财富不缩水的
[38:12] 缩水很正常
[38:14] 因为那是市场的因素史来的
[38:15] 对
[38:16] 系统性的
[38:17] 所以如果2022年
[38:18] 你的财富总资产比2021缩水
[38:20] 我觉得是正常
[38:21] 但是如果比起2020年的起点
[38:23] 那个低点的时候
[38:24] 你的财富又破新低了
[38:25] 那就不行
[38:26] 对
[38:26] 那或者说像在2025年
[38:28] 去年4月发生对等关税股灾
[38:30] 可是即便发生对等关税股灾
[38:32] 我们也知道
[38:32] 就大盘指数的角度来看
[38:34] 还是比2022
[38:35] 或是比2020年还是来得高
[38:37] 但是如果你的财富
[38:38] 在去年的4月一缩水
[38:39] 就又破新低了
[38:41] 那就不行
[38:42] 那就表示什么
[38:43] 第一个
[38:43] 常说要小心
[38:45] 到底赚钱是不是因为运气
[38:47] 然后赔钱是因为靠实力
[38:48] 那第二件事情就是
[38:50] 很多人呢
[38:51] 赔了钱之后
[38:52] 他不知道原因
[38:53] 所以一直在尝试
[38:54] 一直在摸索
[38:55] 就是做功课的方法之一
[38:58] 当然就是看很多书
[38:59] 看很多节目
[39:01] 那发现市场上
[39:02] 有很多的高手达人专家
[39:04] 那有时候人呢
[39:06] 会突然这样觉得说
[39:07] 好像做波段比较赚钱
[39:10] 后来又发现呢
[39:11] 原来当充呢更过瘾
[39:12] 那后来呢又受挫之后发现呢
[39:15] 还是应该呢
[39:16] 转往就是被动式领袭
[39:17] 那躺着也能赚
[39:18] 其实我意思就是说
[39:20] 不断不断去尝试的过程当中
[39:22] 有的人可能只用了三年
[39:24] 就找到最适合自己的方法
[39:26] 但有的人呢
[39:27] 摸索了三十年
[39:28] 还是在那个摸索的道路上
[39:29] 所以我觉得
[39:30] 听起来这位粉丝朋友
[39:33] 已经呢
[39:34] 慢慢了解到自己
[39:35] 跟了解市场
[39:36] 那我觉得找到一条
[39:37] 适合自己的道路
[39:38] 然后坚持下去
[39:39] 那其实是非常好的
[39:41] 好
[39:42] 然后一个
[39:42] 我也尖端念一下
[39:43] 他也有提到说
[39:45] 工作开始就春千春故
[39:47] 希望比银行利息再高一点
[39:49] 其实我看到这句的时候
[39:51] 会觉得说
[39:52] 大家确实自己内心
[39:53] 要设定一些想法
[39:54] 因为我也有收到别的讯息
[39:56] 是他上半年
[39:57] 已经赚了快一倍了
[39:58] 他觉得很痛苦
[39:59] 因为他觉得他旁边
[39:59] 有人赚的比他还要多
[40:01] 这个痛苦是自己给自己的
[40:05] 这不是我们旁边的人
[40:06] 跟您说什么
[40:07] 就可以改善的
[40:09] 还有当然就是
[40:10] 有一些综合性的理由
[40:11] 例如说
[40:11] 是不是所有的收益来源
[40:13] 都压在股票的收益
[40:15] 而不是本业呢
[40:16] 因为像如果我们有
[40:17] 所谓本业收入的时候
[40:18] 有时候股票上面的起起伏伏
[40:20] 也会看得比较淡一点点
[40:22] 对
[40:22] 所以也会劝大家说
[40:24] 真的不要因为今年多头年
[40:25] 一辞职
[40:26] 就觉得我可以专心
[40:27] 在家做股票很棒
[40:28] 那个是有一点点
[40:29] 少数人才做得到的事情
[40:31] 多数人其实在股票市场上
[40:33] 有一个稳定的报酬
[40:35] 不要输大盘太多
[40:37] 或是跟大盘差不多
[40:38] 就已经蛮不错
[40:40] 那这位他是说
[40:41] 高于定存
[40:41] 我想这不是很困难的事情
[40:43] 这是很应当的事情
[40:45] 不过呢
[40:46] 他有说家人也是因为
[40:48] 因病住院到逝世
[40:49] 所以他去付了这笔钱之后
[40:52] 就几乎把之前存的股票
[40:54] 都卖掉了
[40:55] 那今年又开始存钱
[40:57] 那遇到红利
[40:58] AI红利吃好吃满的时候
[41:00] 也很欣喜自己现在
[41:02] 未实现获利已经被增了
[41:03] 也会有点懊恼
[41:04] 资本不足
[41:05] 那朋友推荐了
[41:06] 我们的Parkhead
[41:07] 本来以为这是一个
[41:09] 爆牌的节目
[41:10] 而推迟不想听
[41:11] 我也希望我们是一个爆牌的节目
[41:15] 没有啦开玩笑
[41:15] 糟糕我刚才讲了两档
[41:17] 把它剪掉
[41:17] 我们是一个碎念的节目
[41:21] 是不是
[41:21] 我常常会讲着讲着
[41:23] 我就想看我刚刚到底
[41:24] 为什么那么的啰嗦
[41:26] 他说可是呢
[41:28] 现在确实我每天
[41:29] 稳定我心态的支柱
[41:31] 没有本事研究个股
[41:33] 那就买特定的股票和ETF
[41:36] 这个特定股票肯定是非常稳健
[41:37] 让他放心的
[41:38] 我的纪律是
[41:39] 我就买黑不买红
[41:41] 开盘前就把单设好
[41:43] 设定叠三拍就先加码
[41:45] 叠停再加码
[41:47] 我不去跟别人比赚多少
[41:49] 虽然存钱存股
[41:51] 我也没有亏待自己
[41:52] 吃好吃健康
[41:54] 好好的生活
[41:54] 那也很谢谢赵环跟达人们的分享
[41:57] 股市产业技术生活大小是鸡汤
[42:00] 让我知道我不孤单
[42:02] 这就是我做这个频道
[42:04] 要看到的东西
[42:06] 我还以为偶尔要给一点语迟
[42:09] 没有啦
[42:11] 就是我们还是会讲标的
[42:13] 然后就像我们刚刚讲了这么久
[42:15] 大家都知道
[42:16] 记忆体看个人的习性
[42:18] 可是获利好吗
[42:19] 可是筹码乱
[42:19] 刚刚讲到
[42:20] 跌下来的时候
[42:21] 细光子大家可能戒心高一点
[42:23] 当然我也很佩服那些
[42:25] 你去抄底
[42:25] 就抄在V转的起点的
[42:27] 那个大家都羡慕
[42:28] 可能真的不是常态
[42:29] 但常务跌下来
[42:31] 我们就知道
[42:32] 他满手订单跌下来
[42:33] 肯定是一个好机会
[42:35] 我们会分享这类的观念
[42:37] 个股真的难掌握
[42:38] 所以我们也常常会跟大家介绍
[42:40] 就是ETF
[42:41] 对啊
[42:41] 不要觉得我买ETF
[42:43] 好像就输人家
[42:44] 不会的
[42:45] 什么都没有做
[42:46] 或是乱买乱卖
[42:47] 才会输人家
[42:48] 好
[42:49] 那今天很谢谢微良
[42:50] 也很谢谢这个
[42:51] 国货仔的听众们
[42:52] 给我们这么多温暖的回馈
[42:54] 七月了
[42:55] 进入到下半年了
[42:57] 我们把握一下
[42:58] 2026年的下半年
[42:59] 我们重新调整一下
[43:01] 自己的心情
[43:02] 再触发现在的股市行情
[43:03] 看来还是挺不错的
[43:05] 雖然來回甩的幅度也會變得比較大
[43:07] 大家骨骸平安了
[43:09] 那就跟骨貨仔朋友說拜拜囉
[43:11] 拜拜
