[00:00] 欢迎收听赵华与古破仔第1074集
[26:01] 今年Q4
[26:02] 有机会看到HVDC的产品
[26:05] 但如果运气不好
[26:06] 就是拖到明年的Q1
[26:08] 对
[26:09] 我想说
[26:10] 那你们在这个过程当中
[26:13] 怎么办呢
[26:14] 因为如果说你的公司
[26:17] 就重压在这个产品上
[26:19] 那你会不会这半年
[26:21] 都没有什么营收
[26:22] 所以我觉得其实
[26:24] 做一般的企业来讲
[26:26] 真的蛮辛苦的
[26:27] 它不仅仅是要顾到
[26:29] 他现在有的订单
[26:31] 他还要去花时间去开发下一个订单
[26:35] 所以我觉得大家
[26:37] 我们这身为这个股票市场的投资人
[26:41] 应该是非常幸福的
[26:43] 也许你们看到那个广达三绿三生
[26:45] 他搞不好背后不知道做了多少的努力
[26:49] 才有这样子的好生机蛋
[26:51] 对所以如果要大型权衷之购
[26:55] 我以前讲到好怕得罪人
[26:56] 就是我会宁愿选广达
[26:58] 不是学鸿海sorry
[26:59] 因为你讲过
[27:00] 每次都要先sorry一下
[27:02] 但是现阶段的
[27:04] 我是不是一定要
[27:04] 压很多广大
[27:05] 我就还好
[27:06] 就比较现实
[27:07] 我觉得就是比例的问题
[27:08] 对就比较现实
[27:09] 其实如果说
[27:10] 大家有买所谓市值型商品
[27:12] 不要觉得你都只有
[27:13] 重压在台积电
[27:14] 事实上你买市值型的
[27:16] 刚刚讲的都有
[27:17] 其实你就有广大
[27:19] 你也有鸿海
[27:21] 你也有台达电
[27:22] 它就是二哥
[27:24] 对
[27:24] 比较特别的是
[27:25] 如果你买0052
[27:27] 它没有台达电
[27:28] 这是一个很有趣的事哦
[27:29] 0052富邦科技
[27:31] 它是没有台达电的
[27:33] 这个应该不算冷知识啦
[27:35] 但是0050当然就一定有
[27:36] 它是前台湾前50大市值的公司嘛
[27:39] 所以一哥二哥三哥
[27:41] 台积电
[27:42] 台达电
[27:42] 鸿海
[27:43] 大家都会有到的
[27:44] 这个也是在投资路上面
[27:47] 我觉得
[27:48] 常常也觉得自己已经叮咛超级多了
[27:51] 今天也许我们就没有要针对个别产业
[27:53] 特别一直聊一直聊
[27:54] 我想大家真的听很多
[27:55] 我们对于不管是细光子的想法
[27:57] PCB的想法
[27:58] 然后这个甚至记忆体的想法
[28:01] 记忆体当然是
[28:02] 我的来宾们大概80%
[28:04] 会有点认为记忆体要比较小心一点
[28:08] 因为现货的报价是比较松动一些些的
[28:11] 即使合约价现在看起来还是蛮厉害的
[28:15] 那台湾的记忆体可能还会有所谓
[28:17] 我们没有真正做到高阶AI用的HBM的这个问题
[28:21] 我觉得这些都还是要去比较
[28:23] 我个人觉得风险上是比较高的
[28:26] 不代表不会涨
[28:28] 为什么每次倒计题
[28:29] 我都要解释这么多
[28:30] 总之就是前面讲过的那些
[28:32] 但是也会有一两个达人
[28:34] 会认为在合约价
[28:35] 非常的继续往上涨的情况下
[28:38] 下来还是一个好买点
[28:40] 所以我常常讲
[28:41] 这个族群非常看个人
[28:42] 但其他的我们的想法
[28:44] 没有什么太大的改变
[28:45] 包括半导体设备
[28:47] 当然要注意的是
[28:49] 下个礼拜才一定要开发说会了
[28:51] 半导体设备最近真的超凶的
[28:53] 会不会在开完法说会后
[28:56] 有一个利多出尽
[28:57] 短线上确实有可能
[29:00] 短线上这个事情
[29:01] 我们已经经验过
[29:02] 非常非常多次了
[29:03] 结果台移电法说会前
[29:05] 还没有大涨的话
[29:06] 法说会后就比较有机会大涨
[29:07] 很不幸今天台移电
[29:09] 又回到2000块了
[29:10] 会不会下礼拜法说会前
[29:11] 他就先创新高了
[29:13] 那这样子的话就很有可能
[29:15] 反而法说会后
[29:16] 大家就会额尔修习一下
[29:17] 冲累了
[29:18] 那设备股更是
[29:20] 好多这段时间
[29:21] 光是两个月内
[29:22] 可能就算大盘在震荡
[29:24] 有很多设备股
[29:25] 一个月就涨了快一倍
[29:26] 或七成的很多
[29:28] 那他们会不会在
[29:30] 台积电法说会后
[29:31] 告诉你多好多好
[29:32] 反而休息
[29:33] 这是有可能的
[29:34] 但是如果等他们休息的话
[29:36] 切记他们的单是接到
[29:39] 2027 2028 2029
[29:41] 所以他们休息
[29:42] 甚至回答比较深的时候
[29:43] 我对设备还是站在
[29:45] 就是正面方
[29:47] 还是会就我比较能够
[29:48] 掌握入账的情况
[29:49] 或是他的
[29:50] 例如他的产品内容
[29:51] 是我比较认同的
[29:52] 先进封装的啦
[29:53] 或是特用化学
[29:55] 其实我觉得也不错啊
[29:56] 对
[29:57] 这类型的
[29:58] 或者还有跨
[29:59] 还有PCB
[30:00] 它也有半导体啊
[30:01] 这种变形虫的啊
[30:02] 这些都会是
[30:04] 我觉得我还是看好的
[30:05] 所以看好的产业
[30:06] 没有什么改变
[30:07] 还有SpaceX要挂牌
[30:08] 这个低轨卫星
[30:09] 我想风潮还是会有
[30:11] 这些没有什么
[30:12] 特别的改变啦
[30:13] 唯一可能会改变的是
[30:16] 还会有一些新的东西
[30:17] 冒出来
[30:18] 一定会有像前一阵子
[30:19] 我们盖太旷嘛
[30:20] 一定还是会有一些
[30:21] 延伸出来的
[30:22] 可是里面的公司
[30:23] 也许就是
[30:24] 比较没有赚钱的
[30:26] 那大家就各自斟酌
[30:27] 你是不是喜欢
[30:28] 这个是今天
[30:29] 我们可能就不会花
[30:30] 非常非常长篇幅
[30:32] 去讲这些热门产业了
[30:33] 对因为
[30:34] 产业的变化
[30:36] 没有那么快
[30:36] 没有那么快
[30:37] 就我刚刚说了
[30:38] 光是HVDC
[30:39] 从去年第四季
[30:40] 讲到现在
[30:41] 这是也
[30:42] 八字可能有一撇
[30:44] 但是可能
[30:44] 你主要到
[30:45] 到最后面
[30:47] 因为我问那公司
[30:49] 他说他们已经送样了
[30:51] 可是送样就是有刚出
[30:52] 送样了之后
[30:53] 再到市场到量产
[30:55] 搞不好
[30:55] 而且送样过来
[30:57] 不一定拿得到订单
[30:59] 因为别人也送样
[31:00] 对别人也去送样
[31:02] 所以到时候大家都过了之后
[31:04] 大家就要去比
[31:05] 比看谁的效果比较好
[31:09] 效率比较好
[31:10] 价格比较低
[31:11] 所以其实
[31:12] 我真的觉得说
[31:14] 其实大家就是在
[31:15] 操作的这件事情上面
[31:17] 我只在
[31:19] 以前我自己有一个很深刻的感受
[31:23] 就是操作没有绝对
[31:25] 赢在正确反应
[31:27] 就是说你今天买下去
[31:29] 你怎么知道他明天一定会涨
[31:31] 或是一定会跌
[31:32] 有时候我们就买完
[31:34] 尤其是碰到这种这几年川普的一个介入
[31:40] 对啊
[31:42] 他的发言就这么的有影响性
[31:46] 那这个对于我们在操作上来讲
[31:49] 的确是难度会比较高一点点
[31:51] 因为它的不确定性会增加
[31:53] 但是我就说
[31:54] 既然大家都面临到同样的不确定性
[31:57] 那赢在哪里
[31:58] 赢在正确反应
[31:59] 所以我在上次跟大家提
[32:02] 我说那个拐点到了
[32:03] 就是我个人的观察
[32:05] 完全是我个人观察
[32:07] 那我也跟大家分享说
[32:08] 这个军事冲突的这件事情
[32:11] 对资本市场的影响会越来越淡
[32:13] 那这就是在你当下
[32:16] 能不能够去比较提早的去感应到
[32:19] 这样子的一个氛围
[32:21] 那所以我说是迎再正确反应
[32:24] 那至于说
[32:25] 我刚刚有提到说9%就卖掉
[32:28] 没有不好啊
[32:29] 我觉得没有不好
[32:30] 只要你对自己交代的过去就好
[32:33] 很多人就是
[32:35] 我才赚9%
[32:36] 可是别人赚40%
[32:37] 其实就是没有比较就没有伤害嘛
[32:41] 所以我就不需要去过度的去跟人家比较
[32:43] 我反倒觉得胜率比较重要
[32:46] 你讲到比较
[32:47] 有一个事情
[32:48] 这两天一直想跟我的听众分享
[32:50] 当你痛苦的时候
[32:51] 你就去比较
[32:52] 因为痛苦是比较出来
[32:53] 真的
[32:53] 因为等一下我念一个
[32:55] 就是曾经很痛苦的人
[32:57] 那大家就会觉得
[32:58] 那我赔钱好像还好
[32:59] 痛苦的时候
[33:01] 去跟人家比较痛苦
[33:02] 你就会发现
[33:03] 比你痛苦的人太多
[33:04] 你就会减轻
[33:05] 但你快乐的时候
[33:07] 不用跟人家比较
[33:08] 因为每一个人
[33:09] 快乐的方向不一样
[33:10] 如果说你今天
[33:12] 假设你喜欢的明星是A
[33:13] A也喜欢你
[33:15] 超快乐
[33:16] 可A来喜欢我
[33:17] 超困扰
[33:18] 每个人
[33:19] 每个人快乐的方式
[33:22] 是不一样的
[33:23] 就像刚刚韦泰讲的
[33:24] 有人觉得
[33:25] 哇我短短几天
[33:26] 我就赚9%
[33:27] 我超快乐
[33:28] 有人觉得
[33:28] 我存了好几年
[33:29] 我赚90%超快乐
[33:31] 每一个人的快乐
[33:32] 真的不一样
[33:33] 如果说你今天快乐
[33:34] 去跟别人比
[33:35] 你就会不快乐了
[33:36] 因为你觉得
[33:36] 我为什么
[33:37] 为什么我才赚9%
[33:38] 他为什么是可以
[33:40] 弄到标股
[33:40] 三天都是涨停板
[33:42] 那没有必要
[33:43] 但痛苦可以去比较
[33:44] 我赔了两百万
[33:46] 他赔了两千万
[33:47] 取暖吗
[33:47] 对他赔两千万
[33:48] 而且还负债
[33:48] 差点就站不起来
[33:49] 那我还好
[33:50] 甚至他被诈骗
[33:52] 他根本连投资都还没有
[33:54] 投资被诈骗
[33:55] 不要
[33:56] 大家都不要被诈骗
[33:57] 拜托
[33:57] 拜托大家都不要被诈骗
[34:00] 所以这边的话
[34:02] 我也来分享几个好不好
[34:03] 今天我想应该是
[34:05] 蛮多人的丰收日
[34:06] 所以真的是
[34:06] 陆陆续续看到一些
[34:07] 很好的分享
[34:09] 我觉得很开心
[34:10] 也希望可以跟各位听众
[34:11] 今天周末了
[34:12] 我们稍微轻松一点点
[34:13] 像刚刚讲到9帕这位朋友
[34:15] 不晓得大家对他有没有印象
[34:16] 因为他之前来
[34:17] 那一集是民汉
[34:19] 然后他就提到说
[34:21] 他虽然有听我们的建议
[34:22] 买ETF也有赚钱
[34:23] 可是他还是很想要做个股
[34:25] 他个股永远都在当充
[34:26] 因为他永远觉得
[34:27] 如果今天没有马上卖掉
[34:30] 就会受伤
[34:30] 就会受伤
[34:31] 就会受伤
[34:31] 他没有办法爆肠
[34:32] 我不晓得大家记不记得这位朋友
[34:34] 那我
[34:35] 当然我个人比较偷懒
[34:36] 我就跟他说
[34:37] 那你就买ETF就好了
[34:38] 你连那个ETF
[34:40] 你可能都会有点担心了
[34:41] 那何况高波动的个股
[34:43] 但是当场也有
[34:44] 明翰或者是有其他
[34:46] 刚好有听众有分享心得的
[34:48] 也会提醒说
[34:49] 那你就先用小部分资金啊
[34:51] 那先报一个礼拜看看啊
[34:53] 那报两个礼拜看看啊
[34:55] 就是你慢慢用小资金
[34:57] 去做这种高波动的东西
[34:59] 看看能不能承担嘛
[35:00] 然后大资金还是放在
[35:02] 这个ETF上面
[35:03] 你会比较安心
[35:04] 那这位朋友呢
[35:05] 他是大概三月下旬的时候
[35:07] 他听完我们讲
[35:08] 他就去
[35:09] 他说他all in
[35:10] all in
[35:11] 这个现在市场上最红
[35:13] 就981A
[35:13] all in了之后
[35:15] 今天他是决定获利了结
[35:17] 所以就有了9%的报酬
[35:19] 但其实时间很短
[35:21] 时间完全不到一个月
[35:22] 20天吧
[35:23] 不到
[35:24] 他就有9%
[35:25] 是不是很好
[35:26] 其实还蛮好
[35:27] 而且因为他是all in
[35:28] 所以他的获利金额不错
[35:29] 我就不公布了
[35:31] 是不错的
[35:32] 所以
[35:33] 而且我觉得他说出来的时候
[35:35] 他是很豁达的
[35:36] 就是说
[35:36] 我等到下一次机会
[35:37] 现在我很满意了
[35:39] 那不就很棒吗
[35:41] 这个十几二十天
[35:42] 你就赚了一个
[35:43] 说实话大概是
[35:45] 可能是一个
[35:46] 外商总经理的薪水
[35:48] 年化报复率超高
[35:50] 对
[35:50] 重点他回
[35:51] 他的那种感受
[35:52] 不是患得患失
[35:53] 是这样就好了
[35:54] 然后我觉得
[35:55] 这很棒
[35:56] 然后还有像这位是一个
[35:58] 看头像是个很漂亮的女孩子
[36:00] 然后他也是把他的
[36:01] 他的裤存传给我
[36:04] 其实我有点不好意思
[36:06] 因为我就好像在看到
[36:07] 人家的隐私
[36:07] 也是不错的报酬率
[36:09] 我也不讲是多少
[36:10] 但他有说
[36:11] 看到账面上有小小的成绩
[36:13] 就很想把心中的感谢告诉我们
[36:15] 他说因为他是
[36:16] 谢谢我们是每天耳提面面的
[36:18] 交小散户
[36:19] 稳扎稳打
[36:20] 不会受伤的方法
[36:22] 下跌时不会害怕
[36:23] 勇敢捡便宜
[36:24] 那可以形态平稳
[36:25] 睡得好
[36:26] 吃得好
[36:27] 因为知道黑天鹅过了之后
[36:29] 会回归正常的
[36:30] 他说小小后遗症是
[36:32] 现在看到大跌时
[36:34] 反而会兴奋起来
[36:35] 很好
[36:37] 他说他爱我
[36:39] 谢谢我也爱你
[36:40] 然后像这一位
[36:43] 这位很可爱
[36:44] 我也稍微讲一下
[36:46] 他也是专注
[36:47] 干脆就专注在买好的ETF上面
[36:50] 都不买个股了
[36:52] 没想到投资报酬率很惊人
[36:54] 那我这边又也不特别讲了
[36:56] 是真的蛮惊人的
[36:57] 好的逢低买进
[36:59] 只进不出
[37:00] 他希望是积少成多
[37:02] 所以这是一个方法
[37:03] 对不对
[37:03] 因为他可能现在没有要用钱
[37:05] 他也不觉得一定要停利
[37:06] 他是要用积少成多
[37:08] 其实这个也是我个人的有一些观念
[37:10] 虽然我有跟大家讲
[37:11] 我有些东西会停利
[37:13] 那个只是让自己心情比较舒服
[37:15] 可是像我刚刚讲
[37:16] 例如说市值型的东西
[37:17] 为什么叫积少成多
[37:18] 因为你可能报酬率
[37:20] 不会像你一开始买在最低点那么多
[37:22] 可是如果你今天是十万块
[37:24] 赚一百趴
[37:25] 跟你将来你是累积到一千万
[37:28] 赚二十趴
[37:29] 当然是一千万的二十趴
[37:31] 就非常赞
[37:32] 对不对
[37:32] 你的本一定要够大
[37:34] 你后面的报酬率
[37:35] 不用什么一百趴两百趴
[37:36] 你就会觉得超赞
[37:38] 我觉得这个是
[37:39] 积少成多一个很重要的观念
[37:42] 对
[37:42] 那当然没有对错
[37:44] 就是看你的需求是什么
[37:45] 那这一位他就决定要积少成多
[37:47] 然后他就有稍微
[37:48] poll一下家人的投资
[37:50] 他就很苦恼
[37:51] 他家人就是会抱着一些
[37:53] 就是不赚钱的股票
[37:54] 然后呢
[37:56] 会为一些理由
[37:57] 例如AK领股东会赠品
[37:58] 对
[37:59] 然后或者是
[38:00] 好不容易这个股票有谈起来
[38:02] 假设记忆体的股票
[38:03] 有些人说
[38:03] 已经谈起来了
[38:04] 怎么样也不肯卖
[38:05] 那为什么谈起来你也不卖呢
[38:07] 他就觉得无法理解
[38:09] 然后问我说怎么办
[38:11] 我说没有
[38:11] 不用怎么办
[38:12] 其实你家人的钱
[38:13] 是你家人的钱
[38:14] 只要他不是被人家骗
[38:16] 然后被人家什么欠赌债
[38:18] 这一种
[38:18] 你会造成连带你有出问题的我觉得那就让他高兴就好了只是他赚不到钱然后套牢这样子嘛那你自己有赚钱你自己赚得很好那就好啦对不对
[38:29] 每一个人有自己的修为嘛
[38:31] 那你有劝了
[38:32] 他说他都有劝了
[38:33] 希望可以改变
[38:34] 然后家人回他说
[38:35] ETF赚很慢
[38:36] ETF赚很慢
[38:37] 个股套很深这样子
[38:39] 大家可以去思考
[38:41] 是有这样的一个迷思呢
[38:42] 慢慢赚比较快哦
[38:44] 所以我就说
[38:46] 家人就让他自己
[38:47] 就这样
[38:47] 提醒家人不要被骗
[38:49] 我觉得比较重要
[38:49] 因为这样的家人
[38:50] 还可能会有个问题
[38:51] 可能有个人跟他讲说
[38:53] 我们加一个群组
[38:54] 每天有爆牌给你
[38:56] 最多容易上当的
[38:58] 就是这种心态
[38:59] 所以这个反而是要留意的
[39:01] 好
[39:02] 那很多啦
[39:03] 还有好几个
[39:03] 我就先讲到这边
[39:05] 因为也很谢谢
[39:06] 韦泰在这一个部分
[39:07] 他都有很多的心法
[39:08] 跟我们分享
[39:09] 对
[39:11] 我觉得啦
[39:11] 就是说在
[39:13] 不管是你坚持用
[39:14] 什么样的一个
[39:16] 方式去做操作
[39:17] 心态一定要很重要
[39:19] 那我常常在讲说
[39:21] 在股票市场里面
[39:23] 有两例很重要
[39:24] 第一例呢
[39:26] 叫做停损停利
[39:27] 第二个例叫做持股比例
[39:30] 对
[39:30] 那所以呢
[39:31] 我刚刚听到
[39:33] 有人在讲说
[39:34] all in的事情
[39:34] 我有点吓到
[39:35] 因为其实有时候
[39:36] 还有就是说
[39:38] 当你看到大跌的时候
[39:39] 你会很兴奋
[39:40] 我觉得这两件事情
[39:42] 对我来讲
[39:43] 其实都
[39:43] 它都不能够算是
[39:45] 定律
[39:46] 它不是每一次都
[39:49] 这么样的试用
[39:51] 它一定有它的试用的
[39:54] 前提
[39:55] 跟当时的时空环境
[39:58] 但是我们没有办法
[40:00] 百分之百准确地去做判断
[40:02] 那这时候呢
[40:03] 我刚刚说的两例就很重要
[40:05] 听说停利跟持股比例
[40:08] 你有一点点疑虑的时候
[40:11] 你就用持股比例
[40:12] 然后去做这一个调整
[40:14] 或许你觉得现在大跌
[40:16] 你应该要进场
[40:17] 你的这个潜意识
[40:18] 第三
[40:19] 那个所谓的直觉
[40:22] 告诉你要进场
[40:23] 可是这时候如果说你
[40:24] 有一些
[40:25] 例如说像我就有一些
[40:27] 所谓的纪律
[40:28] 例如说
[40:29] 这个连五日线跟十日线
[40:32] 都沾不回去的这种
[40:33] 就算我想买
[40:35] 大概就是
[40:36] 简单买个一两张
[40:38] 这是治一下手痒而已
[40:41] 并不是会大压的
[40:43] 那如果说今天真的是
[40:45] 这个均线开始翻扬了
[40:47] 感觉像那个外资
[40:48] 由卖超转买超的
[40:50] 像这种可能会进一步做加码
[40:52] 还是要有点自己的原则
[40:55] 我觉得蛮重要
[40:56] 我也必须承认
[40:57] 我也会跟大家分享
[40:58] 我也有凹单的时候
[40:59] 可是那个凹的单子
[41:01] 它不会动摇国本
[41:03] 我觉得这个是
[41:04] 你不是所有的库存都在凹单
[41:06] 然后你觉得这样没有问题
[41:07] 一定是你有地方是赚钱的
[41:10] 或有些地方也是稳定获利的
[41:12] 甚至像我也常跟大家分享说
[41:14] 很多人对债券是不屑一顾
[41:16] 觉得骗了大家的这个信任
[41:18] 说不是要降息吗
[41:20] 就没有降息
[41:21] 可是为什么还留着它
[41:22] 是因为它是一个
[41:23] 它比较不会动
[41:24] 那我有这东西我就比较心安
[41:26] 对不对
[41:27] 好
[41:27] 这个你要找谁心安
[41:29] 这个大家的定义不一样
[41:31] 可是如果你今天是有一些东西
[41:34] 稍微不守纪律
[41:35] 凹一下
[41:36] 它一定不会要是你的大部分的东西
[41:39] 它可以是一个小部分的
[41:41] 就像我讲说
[41:42] 很多是高风险的
[41:43] 那你也是小部分的嘛
[41:44] 你的核心一定还是要有一个想法的
[41:47] 就像韦泰会讲说
[41:48] 这个均线都下弯了
[41:50] 破五日线十日线
[41:51] 一些很基本的
[41:53] 很基本的想法
[41:54] 我也会看
[41:55] 其实我也会
[41:55] 就像前一阵子不是大车都在飞吗
[41:57] 然后我也觉得
[41:58] 哦是飞车耶
[42:00] 然后后来他下
[42:01] 他涨太多
[42:02] 他涨到一百九几吧
[42:03] 然后他不是也破五日线
[42:04] 后来要回来测月线
[42:06] 我那时候其实也有在想
[42:08] 那我是不是该卖啦
[42:10] 我成本才七八十
[42:11] 我抱了快七年
[42:13] 中间也领了人家一大堆的股息
[42:15] 对
[42:15] 我是不是该卖了
[42:17] 我真的动了这念头
[42:18] 我是不是应该在破月线的时候
[42:22] 虽然少赚了一段
[42:23] 但那本来就多的
[42:25] 那就应该把它做一些获利调节
[42:28] 我有跟韦泰讲吗
[42:29] 是
[42:29] 就也你啊
[42:30] 怎么都是你
[42:31] 所以确实我可能就
[42:37] 有跟韦泰说
[42:39] 就是没想到我吓一跳
[42:41] 就是你
[42:42] 所以就会做一些获利调节
[42:44] 因为我的原则确实也是如此
[42:47] 对不对
[42:48] 那也很幸运的有赚到钱
[42:49] 那刚刚讲到痛苦
[42:50] 有可能是比出来的
[42:52] 像这边就有一个朋友
[42:53] 我觉得稍微讲一下下好了
[42:55] 他有听到那一位朋友
[42:57] 就是前几天传讯息给我
[42:58] 那位朋友你好像没有在听我的parking
[43:01] 你只是传给我complain
[43:02] 就是前一阵子
[43:04] 大家都在欢庆说
[43:05] 手上的股票会回暖的时候
[43:06] 他是赔钱出场这样子
[43:07] 那这位朋友他有说
[43:09] 他听到我们那一集
[43:11] 他说他在08年金融海啸的时候
[43:13] 不但把工作十多年的积蓄全数赔光
[43:17] 甚至还负债
[43:19] 那是我人生的谷底
[43:20] 所以呢
[43:21] 现在听到有人问
[43:23] 我赔钱时该怎么办
[43:24] 都会想到当年的自己
[43:26] 那些焦虑慌乱
[43:28] 甚至快要撑不下去的时刻
[43:31] 而他们现在有你的陪伴跟开导好心
[43:33] 因为同学要这边来
[43:35] 所以我才说痛苦是比出来的
[43:37] 我看到这个时候就觉得
[43:38] 那我算什么
[43:39] 还好我有赔过钱
[43:40] 但是没有到这样子
[43:41] 然后他就说
[43:43] 真心感谢你这样
[43:44] 愿意无私分享自己的投资经验
[43:46] 答应你把自己走过的路都讲出来
[43:49] 对于我们这些在市场摸索的人来说
[43:51] 是非常珍贵的事情
[43:53] 就像你常说的
[43:54] 投资市场会还你一个公道的
[43:56] 有多少能力
[43:57] 你就会赚到多少的钱
[43:58] 然后他也是长期收听
[44:00] 我们的每一个节目
[44:02] 这个分享也很谢谢你
[44:04] 我也很希望这位朋友
[44:05] 度过的那段那么痛苦的时候
[44:08] 我人生虽然有赔过钱
[44:10] 可是我没有弄到
[44:11] 就是扣除房贷那种的
[44:13] 我没有因为投资负债过
[44:14] 我觉得那真的是很大压力
[44:16] 我记得2008年那时候
[44:17] 我也是刚出来跑新闻
[44:19] 然后还不太搞得清楚
[44:22] 事情的轻重
[44:23] 事情很严重
[44:24] 可是因为那时候
[44:25] 我投资部位很小
[44:26] 所以我并没有特别的感觉
[44:29] 甚至因为我那时候也觉得
[44:31] 股市可能已经到了一个
[44:32] 相对比较高
[44:33] 因为那时候我记得
[44:34] 什么原物料什么都涨很多
[44:35] 我应该已经有选择了
[44:37] 获利了解
[44:37] 我受伤是2009年
[44:39] 没有听过的朋友
[44:41] 等一下有时间可以再聊一下
[44:42] 总之08年
[44:43] 那时候我去跑采访的时候
[44:44] 因为那一次的风暴是金融海啸
[44:47] 所以其实金融机构很多单位
[44:50] 都在裁员减薪
[44:51] 无薪假
[44:52] 然后我去采访的时候
[44:54] 我还记得那个受访者
[44:55] 不好意思
[44:55] 因为我只访过他一次名字
[44:56] 我已经忘记了
[44:57] 他告诉我
[44:58] 他现在把他所有的房贷都先还干净
[45:01] 因为他害怕下个月他就没有工作了
[45:05] 他如果没有工作
[45:06] 他不希望每个月还要去还房贷
[45:09] 他不想要他手上的那些存款
[45:12] 变成是没有进账
[45:13] 却还要一直还房贷
[45:14] 他觉得他很恐慌
[45:15] 他没有办法接受
[45:16] 所以他就先把房贷还了
[45:18] 然后再想办法到处看看
[45:20] 还有没有其他工作的机会
[45:22] 那时候我从他的身上
[45:24] 我就突然觉得好惊讶
[45:25] 就是在那个时刻
[45:27] 我可能是觉得
[45:28] 先不要投吧
[45:29] 可能会赔钱
[45:30] 可是有的人是觉得
[45:31] 他可能要养一家老小
[45:33] 然后他还要还房贷
[45:34] 他已经吓到了
[45:35] 他不知道怎么面对可能要失业了
[45:38] 这样的情况
[45:39] 所以每次遇到这样的事情的时候
[45:41] 我就觉得
[45:42] 我们真的要很珍惜
[45:43] 现在我们手上有的机会
[45:45] 然后也不要因为说
[45:46] 股票市场顺了
[45:46] 你就离职干嘛的
[45:48] 对
[45:48] 我觉得两边相辅相成的家总在一起
[45:52] 还是一个比较好的生活方式
[45:54] 记忆体叠下来了
[45:56] 离职单可以抽回来
[45:58] 上次不是有个梗图吗
[46:01] 他就是
[46:02] 一个离职单
[46:04] 这样太多了想要离职
[46:05] 他就说为什么离职
[46:07] 离职理由就是什么
[46:08] 他要买到南亚科跟群联
[46:10] 是是是
[46:11] 对
[46:12] 对啊
[46:13] 我觉得就是
[46:14] 也赞成刚刚赵娃说的
[46:16] 就是说其实
[46:17] 资本市场
[46:20] 我常常这样讲
[46:21] 它是一个零到无限大的游戏
[46:23] 所以我个人觉得
[46:25] 想要在里面
[46:27] 长久的生存下去
[46:29] 这个是必须要先
[46:31] 第一个要去做
[46:33] 坚守的一个事情
[46:34] 对
[46:35] 然后至于说什么
[46:37] 慢慢存
[46:38] 跟这个短时间
[46:40] 进进出出
[46:41] 这种东西
[46:41] 你想哦
[46:43] 我前阵子
[46:44] 才看到巴菲特
[46:45] 他的统计
[46:45] 就他大部分的资产
[46:47] 是在50岁之后
[46:48] 然后才
[46:49] 才爆增的
[46:51] 90%的资产
[46:52] 50岁以后才来的
[46:53] 对对对
[46:53] 真的75%
[46:54] 那个时候
[46:55] 75岁的时候
[46:56] 他就冲到最高
[46:57] 他整个资产的
[46:59] 那个价值是
[47:00] 用那个
[47:01] Exponential的
[47:02] 那个
[47:02] 自然极速
[47:04] 这样冲上去的
[47:06] 对
[47:06] 我觉得这个对于一些
[47:07] 那个想要现在慢慢存股的
[47:09] 这个投资朋友
[47:10] 应该是一个
[47:11] 蛮正面的一个鼓励
[47:13] 好
[47:13] 那我们都被鼓励了
[47:16] 好
[47:17] 最后最后
[47:19] 最后的最后
[47:20] 不好意思
[47:21] 因为这一位刚刚传来
[47:22] 我觉得他是天天听的
[47:24] 一个好朋友
[47:24] 他有特别提到
[47:25] 他说他要送鸡汤过来
[47:27] 那我也快速的
[47:29] 分享一下他的想法
[47:30] 他怎么来的
[47:31] 他是2024年的夏天
[47:32] 来的
[47:33] 那他从谁那边来
[47:34] 从古埃那边来
[47:36] 好
[47:36] 为什么
[47:36] 因为古埃的QA提到我
[47:38] 为什么会提到我
[47:39] 我跟你讲
[47:40] 网络上很多人在搞事
[47:41] 我就讲真的
[47:42] 就是不晓得
[47:44] 听到一个什么事情
[47:45] 他们就误解了
[47:46] 然后跑去跟古埃讲
[47:47] 说我讲他怎样
[47:48] 根本就没有
[47:49] 以前爱德恩
[47:50] 有一部同样的事情
[47:51] 如果大家还记得爱德恩
[47:52] 他们也是筛容说
[47:53] 爱德恩讲了什么
[47:54] 然后跟古埃说
[47:56] 爱德恩也讲了什么
[47:57] 反正就彼此
[47:58] 好像在讲坏话一样
[47:59] 但其实是误解
[48:00] 对
[48:01] 根本没那个意思
[48:02] 这样子
[48:03] 那因为这个传话的人
[48:04] 或者是去古崖那边留言的人
[48:06] 他不知道我跟古崖
[48:08] 本来就已经认识了
[48:09] 在他留言之前就认识了
[48:11] 所以后来我还跟古崖聊了一下
[48:12] 说我没那个意思
[48:13] 他说他知道这样子
[48:14] 好但是那时候很多听众
[48:16] 可能就听到了
[48:17] 所以谢谢古崖
[48:18] 因为确实那一次
[48:19] 我的排名突然就往上跑
[48:20] 可能就是因为古崖回答了
[48:22] 所以就往上跑了
[48:24] 然后呢还有
[48:25] 这个人很厉害
[48:27] 他说
[48:27] 节目里面会把你叫成
[48:29] 驻华的威良
[48:30] 他只有交错过一两次
[48:33] 不要这样
[48:34] 因为我跟驻华差一个字
[48:36] 他是驻华
[48:36] 我是赵华
[48:37] 他在非凡
[48:38] 我在东森
[48:38] 然后他也有提过
[48:41] 说那时候还在讲
[48:42] 台积电会不会破千
[48:43] 还在讲
[48:45] 赖总统上任
[48:46] 这个股市会有三万点吗
[48:48] 现在看看台积电是两千
[48:51] 股市是三万五
[48:53] 都是当年不可想象的事情
[48:56] 不可思议的现况
[48:57] 现在都是普通的现实
