[00:00] 欢迎收听赵华宇股货载第1092集
[24:33] 我觉得这个是一个不错的方式
[24:34] 提供给大家参考
[24:36] 好 就是与其去猜测
[24:37] 对不对
[24:38] 有一个策略跟对策
[24:40] 还是最重要的
[24:41] 我觉得谷克讲的也很好
[24:43] 因为还有一个招还没出来
[24:45] 就是本来以为没戏了的
[24:47] 连准会降息这件事情
[24:48] 当这个通膨的疑虑越来越高
[24:51] 油价在高档的时候
[24:52] 你觉得就算是华许好了
[24:54] 他可能也没有办法
[24:55] 扭转大家投票的意愿
[24:56] 就是明明不该降息的时候
[24:58] 硬要为了川普一直降息
[24:59] 当然因为我们也没看过这种事情
[25:01] 川普做了很多事情
[25:02] 我们也没看过
[25:03] 会不会真的搞成这样
[25:04] 我们不知道
[25:04] 但是美债的殖利率偏高这件事情
[25:07] 确实是川普要解决的
[25:09] 也是他心里面
[25:10] 一直很在意的一件事情
[25:11] 我记得去年花了很多力气
[25:13] 跟大家解释美债不会爆掉的这个状态
[25:16] 那现在当然我想不是爆不爆掉的状况
[25:19] 是到底什么时候
[25:20] 殖利率的曲线才会往下走
[25:23] 因为刚刚谷科也有讲其实如果美债的殖利率在高档的时候有时候就是所谓环境的利率是高的对于高科技的发展热门产业创新产业的发展其实都是不利的有降息的话
[25:36] 资金才会跑到
[25:37] 这些愿意给予高本益比的科技股
[25:40] 以及会有更多的泡沫跑出来
[25:42] 这个资金就可能是大的
[25:44] 那刚刚股科还跟我说
[25:45] 他感觉其实已经
[25:46] 有各自在放水到市场上的状况
[25:50] 资金才会那么的热
[25:51] 对 我觉得在
[25:53] 接下来半年可能大家都还在
[25:56] 看说这个
[25:57] Vera Rubin新的一个架构
[25:59] 然后AI到底会不会
[26:01] 泡沫会不会持续
[26:03] 那其实AI这已经不可逆了
[26:05] 我昨天还在看一个YouTube影片
[26:07] 他讲说就是
[26:09] 浮角大厦
[26:11] 国防部在用的这一套AI
[26:13] 那本来是由
[26:15] 这个Anthropeak所
[26:17] 接手吧后来被
[26:19] 策划成为这个
[26:21] OpenAI之后就是
[26:23] Sam Altman他的团队
[26:24] 跟武甲大侠合作之后
[26:27] 那等于开启了AI代理的模式
[26:30] 就是大家坊间比较有用到是在龙虾
[26:33] 那就变成说可以非常精准的
[26:36] 去追踪到中东的哈米尼
[26:40] 到底位置在哪里
[26:41] 不管是从监听
[26:44] 不管是从各种大数据去做分析
[26:47] 所以为什么这一次
[26:49] 美国这么快的
[26:50] 就把人家可以順利的去完成他們的任務
[26:54] 其實也跟AI脫不了關係
[26:56] 所以我覺得AI現在大家可能還沒有真的
[26:59] 實際上有對於生活或者工作上
[27:03] 有很明顯的一個進步
[27:05] 或是實際的體驗
[27:07] 頂多可能做做圖 修修文案
[27:08] 專業的一點可能寫程式
[27:11] 或者是一些美工的
[27:13] 但是我認為這個趨勢
[27:14] 確實是會持續下去的
[27:16] 包括科技大廠
[27:17] 也都不想在這個賽道上面輸
[27:20] 因为输了可能就是下一个Nokia
[27:22] 可能就是就要被淘汰掉了
[27:25] 所以我觉得AI它的泡沫虽然慢慢的在成型
[27:31] 但是我觉得真的不用太紧张了
[27:34] 反而像刚提到的台积电
[27:36] 或是一些比较本盈比还算合理的
[27:39] 这样股价都可以去做一个比较中长线的持有
[27:42] 好 那我们就一个个讲
[27:44] 因为如果以现在来看
[27:46] 落难的刚有特别提到嘛
[27:48] 散热
[27:49] 因为这个Varubing
[27:50] 有可能去改
[27:51] 这个散热的一些规格
[27:53] 建策是首当其冲
[27:54] 那建策我觉得
[27:55] 它比较伤脑筋的一点是
[27:57] 感觉上有这个
[27:59] 投信停损卖压
[28:00] 因为之前涨到那么高的时候
[28:01] 说实话
[28:02] 主动式的ETF
[28:03] 真的买很多这种高价股
[28:05] 因为要消化庞大的资金
[28:07] 以及这种高价股
[28:08] 它本来就筹码相对比较干净
[28:10] 所以比较容易拱上去
[28:12] 但怎么上去
[28:13] 就会呈现有点
[28:14] 怎么下来的状况
[28:15] 所以今天跌停锁死
[28:16] 而且看起来
[28:17] 投信昨天要卖
[28:17] 是卖不掉
[28:18] 因为昨天也跌停锁死
[28:20] 这个
[28:20] 建策可能是中灾区
[28:24] 但也有人聊嘛
[28:25] 奇鸿
[28:26] 富士达
[28:27] 双鸿
[28:28] 这种可能就有点是在旁边
[28:29] 有点
[28:30] 莫名其妙倒霉
[28:31] 一起倒霉的
[28:32] 不过我刚才看了
[28:33] 奇鸿刚公布四月的营收
[28:35] 四月营收还是一个年增期
[28:36] 是几趴
[28:37] 可是出现了越减了
[28:38] 这也是我觉得
[28:39] 市场比较严苛的地方
[28:41] 因为我看到奇鸿越减
[28:42] 我就会想说
[28:43] 嗯 奇鸿你可以越减吗
[28:44] 你不是要一直一直成长吗
[28:46] 那昨天才发重讯告诉大家说
[28:49] 这个坊间臆测什么第二季或第三季的成长会不如预期
[28:52] 那个是媒体法人乱说的
[28:54] 我们还没有开法说
[28:54] 还没有公布猜测财报等等的
[28:56] 那骨科怎么来看待这一次散热的灾情
[29:01] 是给机会还是要小心
[29:02] 好那这次主要在建设部分
[29:06] 因为Vera Rubin这个部分
[29:07] 它的均热片设计改变
[29:09] 从原本的这种镀金的设计
[29:12] 那换成石墨这样子一个架构
[29:14] 所以单价呢
[29:16] 从150块美金
[29:17] 降到50块美金
[29:18] 准备掉了66%
[29:19] 所以营收的估算影响呢
[29:22] 2026年
[29:23] 可能会少大概15%
[29:25] 2027年大概少两成左右
[29:27] 那当然这两天
[29:28] 宽额股价的这个重灾区
[29:30] 也是连续的跌停缩死
[29:32] 那不过呢
[29:33] 在即使这个未来的架构之下
[29:36] 这影响到了3.53建设
[29:39] 但我认为对于奇鸿
[29:40] 或是甚至在
[29:42] 二公的这个双鸿来说的话
[29:43] 那仍然是可能被牵连到的
[29:46] 这样影响
[29:47] 因为下半年仍然有在ASIC平台的专案
[29:50] 要去做这样子一个进行
[29:52] 那马上也会进入到它的一个入账的时间点
[29:56] 那加上呢
[29:57] 期望化它也是在随人版的一个领先的这个方案
[30:02] 所以它的技术门槛
[30:03] 相较于其他厂商来说
[30:05] 绝对是有领先的优势
[30:06] 那包括其实近期的话
[30:08] 外资也针对它的一个未来成长性
[30:10] 是估计相对是来得不错的
[30:14] 那包括今年的这个EPS
[30:16] 应该有机会来到97块
[30:18] 那明年的话呢
[30:19] EPS应该也会再持续的成长
[30:22] 那双红的话呢
[30:23] 同样在第一季的这个毛利率
[30:25] 也开始在慢慢往上走
[30:27] 我们看到这两天
[30:28] 双红股价就拉回没有那么的深
[30:31] 不过它目前定位
[30:32] 仍然是在比较偏二线的
[30:35] 这样子一个供应上
[30:36] 那但是在S股部分呢
[30:38] 仍然是在下半年
[30:39] 会有去做一个出货的
[30:41] 而今天EPS估计51块
[30:43] 相对来说本益比就是我刚刚说的
[30:45] 算起来大概20倍左右
[30:46] 那当然就要看你现在是想要买这种
[30:49] 比较来到价值合理区域的
[30:52] 也不会太贵
[30:53] 那摔下来风险可能也不会太大的
[30:56] 这样股票
[30:56] 或者是你要去追逐那种市场很热
[30:58] 你要做动能交易的话
[31:00] 这两种方式是不太一样的
[31:02] 那当然动能交易的话
[31:03] 可能就要遵守一些的纪律
[31:05] 那另外在这个富士达部分
[31:07] 也是从AI伺服器的
[31:09] 过去的手机轴承
[31:12] 转为一轮的零组件供应商
[31:16] 包括毛利率 营业利率跟净利
[31:19] 在第一季就创下新高
[31:20] 而它的水冷快接头
[31:22] 也出货GB300系列
[31:24] 也打入了在Vera Rubin的供应链
[31:27] 所以第一季赚了13.38元
[31:29] 也创单季新高
[31:31] 同样的这两天
[31:32] 散热大家可以看到
[31:34] 有些都是头性开始在大砍的
[31:37] 包括我刚刚说的
[31:39] 这个富士达
[31:39] 其中都是状况
[31:41] 那我认为
[31:41] 其实投信碰到这个状况
[31:42] 很可能在散热这个产业呢
[31:45] 都会有连带影响
[31:46] 都会去做一个
[31:47] 可能换股啊
[31:49] 或是去做高档调节
[31:51] 这样的动作
[31:51] 但是呢
[31:52] 反而这一波
[31:53] 如果投信砍完之后
[31:55] 也不是一个
[31:56] 中长线布局的好机会
[31:57] 所以散热
[31:58] 我觉得其实这一波
[31:59] 有点是因为被建策
[32:00] 所带动的这个挫杀
[32:02] 那一挂整个族群都下来呢
[32:04] 反而当中可以去找一些
[32:06] 减便宜的
[32:07] 好这好时机啊
[32:08] 你敢减建策吗
[32:09] 明天如果再跌停的话
[32:11] 只要跌停开的话
[32:13] 开的话我会这个
[32:14] 分批去做进场
[32:16] 可能会先买个一半
[32:18] 那后面再去做一个布局
[32:19] 好就是这个事情
[32:21] 我觉得它有一点点
[32:23] 跟那个低轨卫星上太空
[32:25] 的事件
[32:27] 有一点点类似的地方
[32:28] 就是说
[32:29] 当然还是有差异性
[32:32] 差异性就是说
[32:32] 你本来觉得
[32:33] 例如说他们有讲到
[32:35] 你可以赚50美元
[32:36] 变成赚150美元
[32:37] 是这样形容吗
[32:38] 那现在你不用赚150美元
[32:39] 还是回到50美元
[32:40] 可是你还是有这个50美元
[32:42] 对不对
[32:42] 不是说你就没有了
[32:44] 你什么东西都没有
[32:45] 你也没有别的产品
[32:46] 你就孤注于止
[32:47] 在这个东西的改版上面
[32:48] 其实不是这样子
[32:49] 所以他只是把
[32:51] 本来大家预期有本梦比
[32:53] 或者可以多的那一块
[32:54] 有点拿掉了
[32:55] 所以建设的问题还是
[32:56] 他如何回复到市场再度认同的
[32:59] 本一笔的状况
[33:00] 对
[33:01] 重新去估值的一个情形
[33:03] 你说法人就就此
[33:04] 再也不会理他
[33:05] 我觉得也不会
[33:05] 就是你叠了
[33:06] 跟你在高高在天上
[33:08] 本来市场的评价
[33:09] 就不一样
[33:09] 因为低轨微星之前
[33:11] 也是有这样的问题
[33:12] 就因为SpaceX说
[33:13] 这个上太空
[33:14] 其实很困难
[33:14] 这个商业模式
[33:15] 你还是要有
[33:16] 可能无法执行的
[33:18] 这个准备
[33:19] 就是写的一些
[33:20] 比较含蓄的话
[33:21] 大家觉得完了
[33:22] 圣诞科完了
[33:23] 华通完了
[33:23] 但是他们有没有
[33:24] 本来的本业
[33:25] 当然有
[33:26] 所以把那个东西
[33:28] 拿掉之后
[33:29] 到底市场要给予
[33:30] 什么合理的评价
[33:31] 那股科说
[33:32] 如果明天叠停打开
[33:33] 他可能就觉得
[33:34] 修正的差不多了
[33:35] 对啊
[33:36] 讲到建策啊
[33:37] 我
[33:37] 以前我大概
[33:39] 三年四年以前
[33:41] 我住在林口
[33:41] 是
[33:42] 然后那个时候建策就有一个厂
[33:44] 就在我住的那个房间的
[33:47] 大概五百公尺对面
[33:49] 在盖
[33:50] 然后呢
[33:51] 一天到晚那个风沙都吹进来
[33:53] 因为盖然后
[33:54] 那个林口风很大
[33:56] 就每天回去一擦那个桌子
[33:58] 一擦都一层灰啊
[34:00] 那个时候心里就暗暗的不爽
[34:02] 可是呢
[34:02] 那时候就没有想到
[34:04] 既然建策开始在盖厂
[34:06] 然后呢
[34:07] 业绩也都非常的不错
[34:08] 那时候就没有注意到
[34:09] 可能那时候还在几百块的建策
[34:12] 所以我觉得其实好公司
[34:14] 或者是有技术领先门槛的公司
[34:16] 如果碰到这种衰逝
[34:18] 一个产品线稍微的被调整
[34:20] 可是长线来说
[34:21] 它的技术优势仍然是在的
[34:24] 就好像台积电如果碰到一些什么政治风险
[34:27] 碰到一些被请去美国设厂
[34:31] 这样的因素
[34:31] 其实造成股价拉回
[34:34] 我们回头来看
[34:34] 都是一个不错的切入点
[34:36] 其实对他的这个产业本身
[34:38] 并不是一个长线影响
[34:40] 而只是短期
[34:41] 可能一季度
[34:42] 甚至可能一两个月影响的话
[34:45] 大家都可以去
[34:46] 做一个比较长线的思考
[34:49] 好
[34:49] 居然讲到建策在领
[34:51] 对他造成的影响
[34:53] 我们每一个人
[34:54] 跟每一档股票
[34:55] 有时候会有一些奇怪的缘分
[34:57] 股科的缘分
[34:58] 就是建立在
[34:59] 风沙很大
[35:00] 每天要擦地板跟桌子的这个缘分上面
[35:04] 不过建设我们以前就也有分享过
[35:07] 它算是散热里面
[35:08] 非常得到大家青睐的一家公司
[35:11] 所以它的本益本来就比其他人高
[35:13] 那在散热族群里面
[35:15] 其实我自己的话
[35:16] 也会比较关心的是双红
[35:18] 因为这个本来跟启宏一起跑步
[35:20] 就后来变成大家都跑在前面
[35:22] 它很落后
[35:22] 但你说它的产品技术
[35:24] 有没有离人家非常非常远
[35:25] 我觉得也倒不至于
[35:26] 对
[35:26] 也许有一天
[35:28] 它突然二公变一公了
[35:29] 那股价就翻身了
[35:30] 我觉得现在这种机会就是
[35:32] AI的架构可能随时会有改
[35:34] 然后技术
[35:36] 谁真的能够超车非常多
[35:38] 也不一定
[35:39] 不是像台积电跟三星的这种差距
[35:42] 那其实这种散热
[35:43] 或者是你说饥渴的
[35:44] 或者是在做导轨这些等等的
[35:48] 都随时有二工跳出来变一工
[35:50] 因为我们看到辉达
[35:52] 这一两年
[35:54] 它的股价来到高原区
[35:56] 那也其实跟过去的苹果
[35:58] 开始有些类似
[35:59] 苹果大家一开始切入苹果供应链的时候
[36:02] 马上就是股价保证
[36:04] 也是获利保证
[36:05] 可是后来随着苹果毛利率越来越被压缩
[36:09] 那也转往供应链
[36:11] 要学他们突出一些利润出来
[36:14] 那么当然就会有二公三公的这样的机会
[36:17] 所以我觉得像刚刚提到的双红
[36:19] 就是你如果愿意去等看看
[36:21] 公司有没有一个弯道超车的机会
[36:23] 那你不妨去试试看
[36:25] 因为毕竟已经它的本益比是相对变便宜了
[36:28] 然后也这次
[36:29] 这个散热的重灾区
[36:32] 也是没有少到它太多了
[36:34] 但就可以看出来
[36:35] 其实第一位阶的优势在这里
[36:37] 那就看大家愿不愿意
[36:38] 去买一个转机
[36:40] 买一个这个机会
[36:42] 有梦最美
[36:43] 买一个机会
[36:45] 其实散热大家还要记得
[36:46] 有台达电光宝科
[36:47] 他们有电源也有散热
[36:49] 台达电今天还是猛
[36:51] 虽然是留了一个十字线
[36:52] 但台达电今天是续创历史新高
[36:55] 光宝科今天场停板
[36:57] 他今天涨停板的时候
[36:59] 他想说我就看看
[37:00] 你这家伙能不能锁得住
[37:02] 因为之前的股性
[37:03] 真的有够烂的对不对
[37:04] 没有今天锁得好好的
[37:06] 所以光宝科也可以等到
[37:08] 因为我以前的大牛股的指标
[37:10] 是日月光
[37:11] 现在再也不敢说日月光了
[37:13] 然后第二牛国巨
[37:14] 现在也不敢说国巨
[37:15] 国巨今天也涨停板
[37:16] 光宝科
[37:17] 它竟然连续两天大涨
[37:20] 所以这个也是刚刚讲的
[37:22] 不要忘记散热跟电源
[37:23] 还有光宝科这件事情
[37:25] 对大家都忘记了
[37:26] 那光宝科也是
[37:27] 过去目光都在台达电身上
[37:30] 那股价在差了快十倍
[37:32] 那反而现在至今呢
[37:34] 如果找这种真的低估的
[37:36] 终于找到它头上了
[37:37] 对那主动式ETF
[37:38] 买到没有股票可以买的时候
[37:40] 真的不想追高
[37:42] 不要买那种太贵的股票
[37:44] 那其实这种低档的股涨
[37:46] 或者是二线股票
[37:47] 而且它有全职啊
[37:48] 对都有机会
[37:49] 现在有全职的
[37:51] 真的大家可以思考一下
[37:53] 就是因为主动式基金
[37:54] 真的他们的规模太大了
[37:56] 主动CTF的规模太大了
[37:57] 所以有全职的
[37:58] 只要加上AI的
[37:59] 就算是老A啦
[38:00] 老AI也会动哦
[38:02] 现在看起来
[38:02] 是有这样的一个资金风潮
[38:04] 对 他可能要买前100大
[38:05] 或前150大
[38:06] 他一定是
[38:07] 不能够买太投机的股票之下那台股你是少一遍看看前100大可能还在躺在地板的还有哪些可是可能就会去找出一个不错的策略就像之前有人跟我说连帕克都动了
[38:20] 那像联勇
[38:21] 我说可是联勇真的
[38:22] 好消费性电子
[38:23] 联勇最近也微微在动
[38:25] 所以
[38:26] 就是大家想得到的龙头股
[38:29] 现在位置还相对低的
[38:30] 而且也不是说
[38:31] 完全跟AI扯不上的
[38:32] 都有机会
[38:34] 也许某一天又扯上
[38:35] 因为其实AI会带动电子材料
[38:38] 电子零续电都会升级
[38:39] 像CPU今年也是
[38:41] 捡到枪了
[38:42] 所以我觉得
[38:43] 就是AI以后会带动
[38:45] 所有的设备
[38:47] 都有一个换机炒或升级
[38:49] 我觉得现在大家真的
[38:51] 我念资讯的
[38:53] 我觉得大家可能
[38:54] 现在还没有想象到
[38:55] AI的那个威力
[38:56] 我觉得其实已经创造出来
[38:58] 一个新的物种出来
[38:59] 物种
[39:00] 对
[39:00] 2023年
[39:01] 刚开始有那个聊天机器
[39:03] 我就知道这个东西
[39:03] 很不一样
[39:05] 是
[39:05] 我觉得大家
[39:07] 可以去找一下
[39:08] 比较偏低估的
[39:09] 圈子股
[39:10] 那搭上
[39:11] 主动式ETF的
[39:12] 这个顺风车
[39:13] 好
[39:13] 那我们回到被动元件
[39:15] 因为我们也
[39:15] 之前有跟大家聊
[39:17] 对不对
[39:17] 赵华自己也觉得
[39:18] 被动元件
[39:19] 它也有涨价升级题材
[39:21] 可是就是比较慢
[39:22] 比较慢的原因
[39:23] 当然第一是
[39:24] 最前端的
[39:25] 自然就是那些涨价
[39:26] 最大的
[39:27] 可能就是三级跳的涨
[39:29] 然后很缺
[39:29] 缺到
[39:30] 你看例如说
[39:31] 之前我们涨灾办
[39:32] 我去拜访机体厂
[39:33] 机体厂好像说
[39:34] 灾办好缺
[39:35] 像那时候开
[39:36] 那个PCB展
[39:37] PCB展的那些大佬们都说
[39:39] 什么缺
[39:39] 砖头好缺
[39:40] 所以大家会去帮别人开法说
[39:44] 那被动元件的小状况就是说
[39:46] 虽然我们看到太阳优点
[39:48] 春田制造所
[39:49] 有开始有发一些涨价函
[39:50] 但并不是全面性的
[39:52] 而是有一些部分的商品涨价
[39:55] 那国具后来也说它要涨价
[39:58] 但国具的问题就是
[39:59] 股性不好
[40:00] 然后因为过去他们的记录
[40:02] 就是分分合合
[40:03] 一下做诟病
[40:04] 其实在诟病这件事情上
[40:06] 国具有病来了
[40:07] 蛮多有竞争力的公司
[40:08] 这点是必须肯定他的
[40:10] 但是也因为
[40:11] 购病来了之后又分拆
[40:12] 购病来之后
[40:13] 有的拆出去
[40:14] 有的又怎么样
[40:15] 然后股价在高涨
[40:16] 在做什么一拆四
[40:17] 一拆五
[40:18] 那大家就会有点乱掉
[40:20] 对于国具的一些tempo
[40:21] 就会有点乱掉
[40:22] 他的形象上面
[40:23] 没有办法很聚焦
[40:24] 那这一阵子
[40:26] 为什么又重新回来
[40:27] 觉得被动营业还是有机会
[40:29] 第一是涨价是确定的
[40:31] 用量提升是确定
[40:32] 这在业界都知道
[40:33] 那前几天
[40:35] 我记得是春田
[40:36] 他买库藏股
[40:37] 他买库藏股
[40:39] 显然就是觉得
[40:39] 现在股价相对
[40:40] 也还是委屈的一个情况
[40:42] 那外资其实布局国具
[40:44] 相当长一段时间
[40:45] 所以现在国具发威了
[40:47] 今天有很多的小被动元件
[40:48] 自然也跟着发威
[40:49] 我觉得这个族群
[40:51] 我还是蛮觉得有后事可期的
[40:55] 对啊
[40:56] 那因为被动元件
[40:56] 分比较多的电感
[40:59] 电容电储
[41:00] 那零组件实在太多了
[41:01] 它不像记忆体
[41:02] 可能就DDR4
[41:04] DDR5
[41:04] 可能就几个主要的分类
[41:07] 那因为国际
[41:08] 国巨它在被动元件里面龙头
[41:11] 现在也并了这个支付电子
[41:13] 让它这个产业转型之后
[41:15] 毛利率也提升了
[41:16] 那现在毛利率已经接近
[41:18] 到快要接近四成了
[41:20] 那包括它转型在
[41:21] 这个车用王公控
[41:23] 以及AI伺服器
[41:24] 电源模组这些等等
[41:25] 的这个力多
[41:26] 那我觉得某种程度也是
[41:28] 这个筹码面的部分
[41:31] 投信开始去
[41:32] 买这种比较偏低位阶
[41:34] 或是低档的
[41:35] 这样大型的股票
[41:37] 因为国际的融资
[41:38] 反而在创新低
[41:39] 也就是融资
[41:40] 不耐久盘
[41:42] 对
[41:42] 通常都会有这个现象
[41:44] 盘太久了
[41:45] 然后开始往上
[41:46] 别人都在涨
[41:46] 他没有
[41:47] 一开始往上动的时候
[41:49] 就卖掉了
[41:50] 大家就想要卖了
[41:50] 就我之前讲过
[41:51] 有个经典的故事
[41:52] 鸿海卖在120
[41:54] 你爸爸
[41:55] 之后再也没有看到了
[41:57] 所以
[41:58] 融爸爸
[41:59] 那个股价盘很久之后
[42:01] 突然有一天
[42:02] 让大家解套了
[42:03] 你不要急着卖
[42:04] 就真的很想卖
[42:06] 很想解套
[42:06] 你先卖一个三分之一
[42:08] 先卖一个四分之一
[42:10] 过一两个礼拜看看
[42:11] 那回来被动元件部分
[42:13] 我觉得在这个AI所造成
[42:16] 这样子一个各个产业的升级趋势
[42:18] 那国具也说
[42:19] 它的目前的国具
[42:21] 已经不是以前大家看到的国具了
[42:23] 他是这么说
[42:24] 对
[42:25] 它的这个弹值电容
[42:27] 是46%的市占全球第一
[42:29] 那它也有非常大的一个溢价权
[42:32] 因为它现在在全球这个被动元件版图的
[42:35] 已经并到这个数一数二了
[42:38] 没错其实它是大厂啊超大厂
[42:40] 对所以它对于这个零件它是有溢价
[42:43] 或者是它可以卡人家脖子的
[42:45] 讲白一点这样
[42:46] 那只是在于说大家不要把这个价格往上推
[42:50] 或是跟这个AI的这些供应商
[42:54] 怎么去做这样价格的分配
[42:57] 所以我觉得目前被动元件跟矽晶元都是
[43:00] 已经在产业谷底刚开始起来
[43:03] 但又不是像右上角的
[43:05] 这种CPU或者是散热
[43:07] 那种本盈比已经非常高了
[43:09] 那国际以现在的这个本盈比
[43:11] 我觉得还是可以接受的
[43:12] 所以大家不妨去注意
[43:13] 最近这一两周才开始串起来的
[43:16] 这样子的一个族群
[43:17] 后续我觉得应该还有空间可以期待
[43:20] 好那之前有跟大家聊说
[43:22] 因为有听到这个被动云县厂商
[43:25] 有跟一些大厂例如台达店
[43:27] 签了长期合约的计划
[43:29] 就显见大厂有认为
[43:32] 被动元件有涨价的可能
[43:33] 才要去跟你签长约吗
[43:34] 所以这边的话
[43:36] 我自己也是有布局一些被动元件的
[43:38] 也跟大家做过分享了
[43:40] 那因为并不是说我们涨到天上去
[43:42] 所以就继续看着
[43:44] 不觉得它会在台股四万二的位阶
[43:47] 显得太贵
[43:48] 这个是因为我没有买到和生堂
[43:50] 如果是和生堂
[43:51] 我可能就觉得有点夸张
[43:52] 因为三百块钱了
[43:53] 好
[43:54] 例如说我可能有看像新仓店这样的公司
[43:56] 新仓店其实昨天很夸张
[43:57] 他涨停
[43:58] 打到平盘
[43:59] 又涨停
[44:00] 然后我就在看戏
[44:02] 对
[44:02] 就他今天又涨停
[44:03] 这真的是不知道谁在玩
[44:05] 好
[44:06] 不过呢
[44:06] 刚刚讲到
[44:07] 投信有买国巨
[44:08] 这件事情
[44:09] 很多人会觉得
[44:10] 主动式的ETF
[44:12] 会不会就是
[44:13] 东买那几档啊
[44:14] 然后反转说人才人
[44:15] 可是现在主动式ETF
[44:17] 正在创造
[44:17] 一些上涨的机会
[44:20] 怎么讲
[44:20] 国巨他开完法说了
[44:22] 没涨
[44:23] 他开了AI论坛了
[44:24] 没涨
[44:25] 为什么今天涨
[44:26] 因为投信喜欢了
[44:27] 要买了
[44:28] 投信愿意大幅买了
[44:29] 他就决定了这家公司
[44:31] 他今天会涨停
[44:32] 这真的是一个很有趣的事情
[44:34] 要不然以前就是
[44:35] 法术会讲得很好
[44:36] 那就应该来涨一下
[44:37] 就没有
[44:38] AI论坛也没有
[44:40] 投信决定
[44:42] 我现在觉得你好
[44:43] 我就是要让你涨
[44:44] 或者是外资要出一个报告
[44:46] 把你喊到多少钱
[44:47] 因为之前外资报告
[44:48] 对国际很坏
[44:48] 就是好像380还多少
[44:50] 等到总目标价
[44:52] 至少你来个700
[44:53] 大家比较有感觉
[44:54] 对不对
[44:55] 最后花一点点时间
[44:56] 因为我们今天时间的关系
[44:58] 也讲蛮久的
[44:59] 就是记忆体
[44:59] 因为今年大概
[45:01] 二月份还是一月份的时候
[45:02] 骨科就有提到
[45:03] 记忆体的现货价
[45:04] 已经顿化了
[45:05] 没有再涨了
[45:06] 因此他建议大家
[45:07] 把资金就留到其他的族群
[45:09] 事实上他帮助
[45:10] 理财大人秀的观众
[45:12] 如果对记忆体
[45:12] 本来就比较没信心的
[45:14] 就度过了两个月的
[45:16] 上下洗刷震荡不涨
[45:18] 甚至破线的一个情形
[45:19] 不过因为最近记忆体
[45:21] 看起来有整个
[45:21] 风潮回来的趋势
[45:23] 甚至有创新高的公司
[45:25] 都出现了
[45:26] 你会改观对记忆体的想法吗
[45:28] 记忆体我觉得要分
[45:29] 有跟AI站上边的
[45:31] 或是没有跟AI站上边的
[45:33] 那说实在还是都会联动
[45:34] 因为像做颗粒的
[45:36] 南亚科华邦电
[45:37] 还没有过前高
[45:39] 那如果是DDR4
[45:40] 或是跟
[45:41] 就是在做制造这一块的话
[45:44] 我们现在目前看到
[45:45] 在现货价的部分
[45:46] 就已经开始往下弯了
[45:48] 那虽然合约价
[45:49] 可能都签了长约
[45:51] 但是现货价
[45:52] 我觉得有点类似
[45:53] 好像期货的这种
[45:55] 领先指标的意味
[45:56] 那既然是股价
[45:58] 已经反弹了一段上来
[46:00] 像南亚科呢
[46:00] 已经200
[46:01] 反弹快来了三成
[46:04] 快要来到300了
[46:05] 那这个状况下呢
[46:07] 去抢这种跌升反弹
[46:09] 而且是已经反弹上来的
[46:12] 记忆体就会稍微比较辛苦一些
[46:14] 因为毕竟整个族群
[46:15] 都还是联动了
[46:16] 我相信我们节目的
[46:17] 观众朋友
[46:18] 听众朋友都非常的专业
[46:20] 你会分得清楚
[46:21] DDR4 DDR5
[46:23] Netflash模组的
[46:24] 哪一些是做哪一个区块的
[46:26] 但是很多的
[46:27] 都是没有说实在
[46:28] 他搞不清楚
[46:29] 记忆体到底什么是做什么的
[46:30] 他可能看到记忆体就买了
[46:32] 他也不知道说
[46:33] 这公司到底是做哪个区块的
[46:35] 细项是什么
[46:35] 所以目前如果要切入记忆体的话呢
[46:37] 建议还是往
[46:39] 跟AI未来会有相关的
[46:41] 像是8999群联
[46:42] 未来在做AI的硬碟
[46:45] 如果采用SSD的时候呢
[46:47] 那确实是会使用到
[46:49] 在他的Netflash
[46:50] 那另外像是
[46:51] 这个4967实权
[46:53] 那么也是股价创高了
[46:55] 那也是呢
[46:56] 未来转向DDR5这个区块
[46:59] 也会跟这个比较有联动的关系
[47:02] 那么像三星海力士啊
[47:03] 他们也不是完全做
[47:05] 这个产能都在HBM
[47:07] 那在DDR部分呢
[47:09] 也是呢
[47:09] 未来是下一个世代的这个产品
[47:12] 只是从去年的第四季到今年呢
[47:14] 台湾的DDR4
[47:16] 因为刚好有这样子一个产品空窗期
[47:19] 所以天时地利人和可以这样子标
[47:21] 可是如果未来DDR4逐渐转移到DDR5的时候
[47:25] 我觉得如果比重在DDR4比较高的这些记忆体
[47:29] 要稍微避开一下
[47:31] 这个是给大家提醒的第一个重点
[47:33] 因为毕竟反而现在反弹上来
[47:34] 如果你手上是很多DDR4相关的
[47:37] 你可以先这个地方先去做一个减码
[47:40] 或者是想办法换股到跟AI比较相关的记忆体
[47:44] 或者是你等到记忆体整体族群资金稍微退散
[47:50] 稍微有些修正的话
[47:52] 再去做一个逢低的承接
[47:55] 那我认为机体短期间看来
[47:57] 目前的这个低档
[47:59] 也就是上个月的低点区
[48:01] 应该不会再被跌破
[48:03] 因为像美光SANDISK
[48:05] 海力士这些都在创高
[48:07] 那当然会对于全球机体
[48:09] 有这种连带作用
[48:10] 可是机体已经反弹上来
[48:12] 到这个位置
[48:13] 我觉得再去追加要注意风险
[48:16] 因为毕竟上面还是有某种的
[48:18] 这个套牢的压力
[48:19] 那再加上现在台股
