[00:00] 歡迎收聽趙華宜股貨載第1044集
[22:28] 哇這缺貨區很重啊
[22:30] 現在也是完全賣方市場
[22:32] 大家股價有沒有大波動過
[22:34] 也有啊
[22:34] 那甚至說大家看到上權
[22:36] 上權也被關了好久好久好久
[22:39] 然後最近開始跟瘋了一樣
[22:41] 往上噴出
[22:42] 原因都在於說
[22:43] 他們整個族群一個重點
[22:45] 就是一定有領頭羊在創高
[22:47] 光盛來到兩千塊
[22:48] 波羅威接近快要到一千塊
[22:51] 萊德光電啊
[22:52] 文茂啊等等的
[22:54] 你發現到整個族群都在往上
[22:56] 做一個全面性的族群通膨的時候
[22:58] 你就可以等到好的股票的好的買點
[23:01] 所以我覺得就是說
[23:02] 臺股今年的大行情
[23:04] 我覺得很多人問題會在於說
[23:06] 他覺得很多股票漲到天上去了
[23:08] 那問題是你只看到指標性納基黨個股
[23:11] 我覺得其實在同族群當中
[23:13] 還有很多會被點名到
[23:15] 會有輪動到的機會
[23:17] 所以我覺得在所謂的主流題材當中
[23:19] 還是幫大家簡單複習一下
[23:21] 細光子我覺得今年當然是重點主軸
[23:23] 因為我們在農曆年前
[23:25] 那個HOS概念股
[23:27] 對啊
[23:28] 其實漢美哥在年前
[23:29] 不是有一個HOS概念股嗎
[23:32] 馬年ETF
[23:33] 各自有代表
[23:34] 細光子就是裡面有一項
[23:36] 對他就是
[23:37] 再來幫他回味一下
[23:38] 對啊
[23:39] 然後機體也有啦
[23:41] 所以我覺得機體也是當中
[23:42] 大家還是可以留意到
[23:43] 而且機體最近剛好
[23:44] 回檔了
[23:45] 在馬年這三天裡面
[23:46] 我覺得他不算是
[23:47] 真正最強主流
[23:49] 對
[23:49] 他昨天早上
[23:50] 那今天機體大多回檔
[23:51] 大多回檔嘛
[23:52] 因為就是有一些利空訊息
[23:54] 所以你會知道說
[23:55] 你光從馬年這三天來看的話
[23:57] 你可以分得出來
[23:58] 盤面上強勢主流在哪
[23:59] 強勢主流是在說
[24:01] 這三天能夠連續性的往上衝高
[24:04] 而且族群都是大張小揮
[24:06] 那就代表他是現在的盤面上最強主流
[24:08] 所以目前來看
[24:09] 西光子是一個
[24:10] 然後PCB跟載板都是一個
[24:13] 都是
[24:13] 對
[24:13] 載板後來
[24:14] 哇南電今天還是很猛
[24:15] 南電今天還是很猛
[24:16] 超誇張
[24:17] 對啊
[24:18] 然後新興一樣也創新新高嘛
[24:19] 一樣收紅
[24:20] 錦碩一樣也收紅
[24:21] 所以只是真鼎就稍微比較弱
[24:23] 那當然
[24:23] 因為他財產的比率比較低
[24:25] 對
[24:25] 也就是無耳聽
[24:26] 就是無耳聽
[24:27] 但是以位階來說
[24:30] 或是本益比來說
[24:31] 他是最合理的
[24:32] 所以看大家要什麼
[24:33] 有時候就是因為最合理
[24:35] 所以他反而不見得漲最多
[24:36] 因為他的爆充的可能性比較低
[24:39] 對
[24:39] 因為大家現在其實就流行追強
[24:41] 對
[24:42] 追強的效率才比較快
[24:43] 所以真頂
[24:44] 當然我覺得這一波跟上來
[24:45] 你到了一個相對高的位階
[24:47] 200多塊的時候
[24:48] 當然就會有一些人
[24:49] 可能想要做一個短線上的出場
[24:51] 但我覺得就代表說
[24:52] 其實現在盤面上的題材
[24:54] 都是有那種擴張性跟延續性
[24:57] 所以大家真的也不要覺得說
[24:59] 臺股都今天都35500多點了
[25:01] 到36000會不會真的沒有股票可以做
[25:04] 我覺得你就抓住這個原則
[25:05] 因為現在盤面上
[25:07] 但量大代表很多股票會百花齊放
[25:10] 那也代表說很多股票
[25:11] 沒有漲到會有它的機會
[25:12] 只是說大家要去離定
[25:16] 就是說你要佈局的題材是
[25:18] 它馬上可以看到業績成長
[25:20] 報價成長
[25:20] 有領頭羊在帶的
[25:22] 那個我覺得成交會比較好
[25:24] 那如果說你要佈局一些未來題材
[25:26] 比方說你看
[25:26] 這個所謂的太陽能是不是未來題材
[25:29] 是
[25:29] 那你買這種股票的話
[25:31] 你就要有心理準備
[25:32] 它就會有大波動
[25:33] 上去很快
[25:33] 下來也很快
[25:34] 但你說你抱一整年
[25:36] 會不會有機會
[25:36] 會有
[25:37] 但是你可能就只能夠用小樣子去佈局
[25:39] 那有比方說像機械人
[25:41] 我覺得是這樣的一個代表
[25:42] 那回到機體的部分
[25:44] 但今天機體我覺得就比較可惜
[25:46] 因為昨天其實機體算是蠻多往上走高的
[25:49] 你看旺宏
[25:50] 對啊
[25:51] 立基點掌名板
[25:52] 那今天反而大部分都拉回來
[25:54] 只有立即電網上衝高
[25:55] 然後南茂因為法術會的關係
[25:58] 漲停板
[25:58] 那但是他沒有創高
[26:00] 他是一個跌身反彈
[26:01] 但我覺得從這樣一個角度來看
[26:03] 就跟大家講
[26:03] 記憶體其實還是一個主流族群
[26:05] 因為如果記憶體整個不好
[26:08] 那南茂法術會講的記憶體在漲價
[26:10] 他今天法術會的這個題材
[26:12] 就不會出現漲停板的發展
[26:14] 那立即電也不會在今天
[26:15] 創下波段的高點
[26:16] 但今天為什麼整個
[26:17] 記憶體相對比較疲弱一些
[26:19] 我覺得幾個原因
[26:21] 第一個是昨天晚上美股的基體是全面性的開高走低
[26:24] 那跟這個做空機構認為Sandisk的一個問題有關
[26:29] 那這個我覺得當然大家可以有各自的解讀啦
[26:32] 但我覺得目前來看
[26:33] 基體試礦我們並沒有看到很明顯的翻轉
[26:37] 剛剛提到嘛
[26:37] 三星還是雙極新高嘛
[26:39] 美光的股價還是離歷史新高非常接近
[26:42] 我覺得這個問題不太大
[26:44] 那另外一個是今天早上的群聯一開盤就中錯
[26:47] 那是因為大摩出了一個報告說
[26:49] 要降頻群聯的一個目標平等
[26:51] 那我覺得大家去看那個報告內容
[26:53] 整體上來看
[26:54] 他還是提到模組廠的問題
[26:56] 這個低價庫存賣完之後
[26:58] 未來要賣高價庫存
[26:59] 他們就沒有那麼具備吸引力
[27:01] 那我覺得這個其實可能有一點點
[27:04] 太早去反映
[27:06] 就是現在其實臺灣的模組廠
[27:09] 大部分都還在消耗低價庫存
[27:11] 像威剛像石泉都在跟你講
[27:13] 我在吸售
[27:13] 他們也知道說
[27:14] 等賣到高價庫存的時候
[27:16] 他毛利會掉得非常快
[27:18] 但現在因為大家也知道說是賣方市場
[27:20] 所以他不急著把他手上的庫存都變現
[27:23] 那群聯我覺得更委屈
[27:25] 就是因為那個他的潘建成潘董
[27:28] 他在過年大家應該有看過他的專訪
[27:30] 其實都提到說群聯本身在
[27:33] 原本的記憶體的模組上面的附加價值
[27:36] 讓他在各個領域當中
[27:38] 第一個拿得到貨
[27:39] 第二個他產品因為有附加價值上去
[27:42] 他可以賣的比別人更貴
[27:44] 所以我覺得這個就對他來講
[27:45] 今天股價反而是有點挫殺跟委屈
[27:47] 那這些都代表說
[27:49] 記憶體的股票
[27:50] 反而是在這些主流族群當中
[27:52] 今天很多又回到月線關卡
[27:54] 那就是你可以觀察
[27:55] 或說可以做一個
[27:56] 低檔成績的重點族群
[27:58] 但整理上來看的話
[27:59] 記憶體的重點指標
[28:00] 還是在於說
[28:01] 接下來陸續公佈的一些年報
[28:03] 像明天我記得是5289的伊鼎
[28:06] 要公佈他的這個去年年報
[28:08] 那伊鼎的股價
[28:10] 在昨天也創造歷史的新高
[28:11] 所以我覺得這些都代表說
[28:13] 你可以從年報來檢視
[28:14] 記憶體有沒有利多而不長
[28:17] 就是像群聯
[28:18] 群聯的問題是
[28:19] 他在2400多塊的時候
[28:21] 公佈出來他的
[28:22] 我記得是一月營收
[28:23] 出現了非常強勁的年增跟月增的成長
[28:28] 但當天股價殺到快要跌0百
[28:30] 所以就有點那種利多不漲的狀況
[28:32] 讓他股價的關係在改變
[28:33] 所以接下來你要觀察的是
[28:35] 這些陸續去公佈年報
[28:37] 或公佈營收
[28:39] 或說有法說會利多的一些基底個股
[28:41] 他的股價反映是怎麼樣
[28:43] 那整體上來看
[28:43] 我覺得基底到現在會變成說
[28:46] 它是一個大家都知道的利多
[28:48] 但難度很高
[28:49] 籌碼很亂
[28:49] 所以儘量是
[28:50] 趁著回到月線以下
[28:53] 去尋找你覺得OK的公司去佈局
[28:55] 那隻要你看到國際大廠股價
[28:57] 沒有正式轉落之前
[28:59] 我覺得他們應該都
[29:00] 後續還有操作的空間
[29:01] 好 這一題其實我們聊很多
[29:04] 然後我們都會有個結論是
[29:05] 迴圈還沒有走完
[29:06] 對
[29:07] 就是他們的獲利
[29:08] 或者是好光景是沒有走完
[29:10] 甚至你說股價修正後
[29:11] 會不會再創高
[29:12] 我們都覺得會
[29:13] 可是它的創高的感受
[29:15] 就是會比較折磨人
[29:17] 除非你的建倉成本
[29:18] 非常的低
[29:19] 我覺得這個就是
[29:20] 我們對記憶體的共識
[29:21] 你會說
[29:22] 趙華那你覺得
[29:23] 他會創高
[29:24] 為什麼不買呢
[29:24] 這個人的選擇
[29:25] 我覺得我有其他的選擇
[29:27] 但如果喜歡記憶體的朋友
[29:29] 不用慌亂
[29:30] 不用因為今天下跌
[29:31] 就慌亂
[29:32] 因為我們都還是認為
[29:33] 說後面還是會漲
[29:35] 對
[29:35] 所以只是你
[29:36] 要抓到這種心理上面
[29:38] 還有在操作上面的節奏感
[29:40] 其實有的朋友
[29:41] 我們沒有唱衰這個產業
[29:43] 只是會提醒
[29:44] 我們在旁邊看
[29:45] 或者是甚至
[29:46] 其實漢爾哥之前是推群聯
[29:47] 大家還記得
[29:48] 去年12月18號
[29:49] 這是一個非常好的點
[29:51] 就是股貨在1000級
[29:52] 我不是有請好多達人
[29:54] 去講一檔
[29:54] 在封關的時候
[29:55] 漲最多的股票嗎
[29:57] 結果第一名
[29:58] 就是漢爾哥的群聯
[30:00] 是這個拔得頭籌
[30:02] 那所有的來賓獎股票
[30:04] 其實都有漲
[30:05] 就漲多漲少
[30:05] 但群聯是漲很多
[30:07] 所以如果那個時候
[30:08] 就佈局的朋友
[30:09] 我想到今天
[30:10] 你還是大賺的一個情形
[30:12] 你根本不會去擔心
[30:13] 群聯的洗刷
[30:14] 可是如果說
[30:14] 你是在2000塊附近
[30:15] 突然覺得你沒有買去
[30:16] 連不行
[30:17] 那現在可能壓力就很大
[30:18] 動不動一下就破了你的成本
[30:20] 動不動又漲到你成本上
[30:21] 你可能才賺一點點
[30:22] 就在想要不要離場
[30:24] 那就每一個人
[30:25] 今天當成本不一樣
[30:25] 會影響到對這個產業的看法
[30:27] 那昨天講的那個做空機構
[30:29] 他提出來的
[30:30] 其實我覺得是市場的共識
[30:32] 就是他認為
[30:33] 現在大家對SANDISK
[30:35] 看的好像跟下一個輝達一樣
[30:37] 可是輝達的護城河
[30:39] 跟SANDISK這種景氣迴圈股
[30:41] 終究是不一樣的
[30:43] 對這也是禮拜一的時候
[30:45] 凱哥來我們在一起聊到的
[30:47] 同樣的事情
[30:47] 現在的記憶體非常好
[30:50] 可是它是不是景氣迴圈股
[30:51] 我們認為目前看來還是
[30:53] 尤其是臺灣的記憶體產業
[30:56] sorry真的
[30:57] 不好意思
[30:58] 我們有很多的產業
[30:59] 是世界第一名的
[31:00] 世界第一名的臺積電
[31:01] 其實成熟製成
[31:03] 我們也很厲害
[31:04] 雖然我們知道成熟製成
[31:05] 可能有點殺價競爭
[31:06] 可是連店跟世界先進
[31:07] 我們還是要在成熟製成
[31:09] 給他們很大的一個眼光
[31:11] 和拍手的
[31:12] 然後PCB
[31:13] 我們全世界的產值
[31:14] 是第一名的
[31:15] 所以我們在很多的領域
[31:17] 其實我們的技術
[31:18] 真的是不錯
[31:18] 可是記憶體
[31:20] 就不好意思
[31:21] 高階的HBM的AI用的
[31:23] 現在就是在別人的手上
[31:25] 所以我們在這樣的
[31:26] 景氣迴圈裡面
[31:27] 我們只能說
[31:28] 現在是一個順風
[31:29] 景氣迴圈好
[31:30] 但它將來會不會掉下去
[31:31] 以目前看到過去幾次的迴圈
[31:34] 就是會下去
[31:35] 所以這個作風機構就說
[31:36] 所以就是會下去
[31:37] 每一家的護城河
[31:38] 你不能把這個
[31:39] SYNDISK拿來跟灰打比
[31:41] 我覺得可以理解
[31:42] 只是每個人自己在選擇
[31:45] 喜歡產業的選擇上面
[31:46] 可能就看你覺得風險承受度如何
[31:49] 對啊
[31:49] 所以我覺得記憶體就像
[31:51] 大家可以去看一下潘董所說的
[31:52] 如果你只是做貿易商
[31:54] 低價庫存進來
[31:56] 然後高價賣掉
[31:57] 等到高價庫存的時候
[31:58] 毛利不好又回到一個緊急迴圈
[32:00] 那代表說你整體上
[32:02] 你的股價跟所謂的記憶體的週期迴圈一樣
[32:05] 就會暴起暴落
[32:06] 水起水落這樣的情況
[32:07] 那如果說你能夠做到附加價值上去
[32:10] 在所謂的迴圈好的時候
[32:12] 研究增加你的資本支出提高你的技術能力那我覺得這種所謂長期的一個生存能力就變得更加好所以為什麼群聯股價能夠先衝到2000塊我覺得是因為他過去幾年的深耕所以我覺得如果說
[32:25] 記憶體這一波超越迴圈
[32:26] 但不建議大家說
[32:28] 你就覺得記憶體好像很好
[32:29] 你不要忘了每一次超級週期的股票
[32:32] 到最後回到原點都會讓很多人很痛苦
[32:34] 所以你這時候你說記憶體
[32:36] 一直覺得說我可以長報
[32:38] 會不會未來像臺積電一樣
[32:40] 200塊到2000塊
[32:42] 我覺得那個難度很難很難很難
[32:44] 那但是你說這段時間裡面
[32:46] 很多記憶長是比臺積電更兇
[32:48] 所以你要把握這段時間的一個
[32:50] 所謂的它的迴圈週期還沒有結束的時候
[32:53] 我就有操作空間
[32:55] 但是就像趙法所說的
[32:56] 你不是在去年9月
[32:58] 我們很多答案在推記憶的時候
[33:00] 那時候進場的
[33:01] 你這時間本來就是盡量是要
[33:03] 用一些所謂的方法來控制你的風險
[33:06] 不管是你要第一階去買
[33:08] 或是說你看到
[33:09] 它回到一個你覺得合理的區間在進場
[33:12] 然後設好你的停損價格
[33:14] 我覺得這是操作記憶體的方法
[33:16] 那你說記憶體
[33:17] 有沒有一些多方形態的
[33:18] 當然也有啊
[33:19] 你看到旺宏
[33:20] 旺宏股價
[33:21] 我記得最慘最慘跌了兩塊
[33:23] 那現在是一百一十幾塊
[33:25] 他們都跌到過個位數
[33:27] 對啊
[33:28] 然後像利息店
[33:29] 大家當然就是相信黃董
[33:31] 但是黃董這件事
[33:32] 我覺得也沒有讓大家失望嘛
[33:34] 這股價也來到
[33:35] 今天到七十七塊了
[33:37] 七十七塊
[33:37] 你快要接近他
[33:38] 歷史
[33:39] 對
[33:39] 掛牌後的高點
[33:41] 那現在外資給他
[33:42] 報告是八八塊
[33:43] 那但見仁見智
[33:44] 你喜歡就喜歡
[33:45] 你不喜歡就不要碰它
[33:46] 所以我覺得其實臺股
[33:47] 當然真的有很多族群
[33:49] 剛才跟大家講
[33:50] 這個重點的強勢的漲價升級題材股票
[33:54] 記憶體啊
[33:55] 然後PCB啊
[33:56] 載板啊
[33:57] 甚至被動元件
[33:58] 你看今天盤面上
[33:58] 也有一些所謂指標股還在創高
[34:01] 所以我覺得回到整個臺股
[34:03] 目前的架構來看
[34:04] 就跟大家講
[34:05] 現在是百花齊放的盤
[34:06] 因為量能在擴增
[34:08] 所以機會會很多
[34:09] 但是你不要就是
[34:11] 有些可能是短期題材
[34:13] 然後你不小心就這個呃
[34:15] 沉船了就是跟他戀愛了
[34:17] 談了很久戀愛
[34:18] 那就變得很痛苦
[34:20] 所以我覺得資產配置還是一個很重要的一環
[34:22] 主流題材股票也要配一些
[34:24] 那有一些你可能真的覺得他很有爆發力
[34:27] 像去年西光子如果你有壓
[34:28] 你不用壓多你光盛
[34:30] 你說光盛當去年呃
[34:32] 如果說在低檔200塊的股票也可以買得到啊
[34:35] 兩三百塊買得到
[34:36] 你買一張到現在也可以變200萬啊
[34:38] 所以他在你的資產配置
[34:40] 你一開始可能只佔你的資產
[34:41] 也許5%
[34:42] 但等到它一個大爆發出來的時候
[34:45] 可能佔你資產的配置
[34:46] 可能到10%到15%
[34:48] 我覺得透過這種方法
[34:49] 就整個資產
[34:50] 你做一個分散配置
[34:52] 你越覺得沒有信心
[34:53] 但爆發力很強
[34:54] 你不要壓太多
[34:55] 你也不要希望說
[34:56] 靠著這個細光紙
[34:58] 你就身家可以翻個十倍
[35:00] 我覺得那很難
[35:01] 因為大家沒辦法承受
[35:02] 它在抵擋那種
[35:03] 磨盤洗人的一個痛苦
[35:05] 所以我覺得透過這種所謂的
[35:07] 你要一定要有一個
[35:09] 跟上市場主流的核心部位
[35:11] 讓你在行情好的時候
[35:12] 一樣都賺得到錢
[35:13] 因為如果你壓的是那種很冷門的股票
[35:16] 人家在漲你沒有漲
[35:17] 然後你到最後你就抱不住
[35:18] 就會想要換股
[35:19] 那我覺得就會錯失你很多的機會
[35:21] 我們說現在的行情既然是好做
[35:24] 我覺得透過配置的方法
[35:25] 是一個比較好的選擇
[35:27] 你看漢偉哥是要帶會員的人
[35:29] 但是他卻常常在我們的頻道
[35:31] 非常中肯的給予大家
[35:33] 在配置上的想法
[35:35] 不是叫大家追逐個股
[35:37] 或是阿牙參加會
[35:38] 我帶你進帶你出就好了
[35:40] 真的是良心建議
[35:41] 因為剛剛他在講的時候
[35:42] 我覺得我要認真一點
[35:43] 什麼叫認真一點
[35:44] 我這邊還是再度的跟大家分享
[35:47] 喜歡個股
[35:49] 喜歡這種很標的
[35:51] 喜歡仔板
[35:51] 喜歡矽光紙
[35:52] 都沒有問題
[35:53] 都可以買
[35:54] 甚至錢不夠
[35:55] 你就買一點零股都好
[35:57] 可是它不可能是各位的全部
[35:59] 因為它們疊起來的時候
[36:00] 你可能也會承受不了
[36:01] 對
[36:02] 所以呢
[36:02] 現在有非常多的ETF
[36:03] 他們真的就是一萬塊錢
[36:05] 兩萬塊錢
[36:05] 就可以開始布的
[36:07] 而且甚至不止布臺股
[36:08] 你每股日股都可以布
[36:10] 那最簡單的
[36:11] 我們講臺積電是不是就買0052
[36:14] 後來我發現真的還蠻多人
[36:16] 因為它分拆了
[36:17] 說實話真的比較便宜近人
[36:19] 去買0052
[36:20] 也會有一些很奇怪的人
[36:21] 例如說開盤第一天有人說
[36:23] 因為0052
[36:24] 因為那天臺積電是開高
[36:25] 後來走低收品
[36:26] 那天買0052被套了
[36:28] 不過下面的回留言的人
[36:30] 都還蠻有正確觀念
[36:32] 就說一天而已你是怎樣
[36:33] 那0052當然今天也是順勢
[36:36] 在臺積電創高下
[36:37] 它就在創歷史新高
[36:38] 對不對
[36:39] 所以你用4萬多塊錢
[36:41] 你可以買到百分之七十幾的臺積電
[36:44] 所以這是想要買臺積電
[36:46] 又沒有一百多萬可以買
[36:47] 或是你覺得買零股也行
[36:49] 零股也沒有那麼難買
[36:51] 這個是零零五元可以布臺積電
[36:54] 那剛剛講到的
[36:55] 如果你手上是屬於高息型價值型的
[36:58] 我覺得也不要氣餒
[36:59] 最近高息型的是有在漲的
[37:01] 因為現在接下來進入到
[37:03] 大家開董事會決定股利的時候了
[37:06] 然後如果他們也懂得換股
[37:08] 有些高息型事實上有在換股
[37:10] 有把一些比較像AI的股票換進來
[37:12] 或者說像這種老AI
[37:14] 今天也有反應的時候
[37:15] 你會發現
[37:16] 只要跟AI相關又有息的
[37:18] 在這段時間
[37:19] 它也不見得會很寂寞
[37:21] 只是它不見得是標股
[37:22] 所以高息型的
[37:23] 你一定要記得一件事情
[37:24] 就是都到這樣的階段了
[37:26] 它已經開始在復活了
[37:27] 那如果你本來就是希望
[37:29] 有被動收入的
[37:31] 那你就去思考
[37:32] 你到底要不要這樣的被動收入
[37:34] 還是在這個時間點
[37:35] 你把它換成
[37:36] 比較容易有績效表現的也可以
[37:38] 可是不要忘記
[37:39] 當初你到底買它的初衷是什麼
[37:41] 因為它就是給你一個好的股息
[37:43] 讓你每個月或是每一年
[37:45] 有一個穩定的股息收入
[37:46] 讓你覺得很安心
[37:47] 有人喜歡這個樣子
[37:49] 就像我有一塊債券的部位
[37:51] 不管人家怎麼講
[37:52] 我觀念也跟大家分享很久了
[37:54] 我現在也沒有要賣它
[37:55] 為什麼
[37:56] 因為它就是我的避險部位
[37:57] 我現在可能股票越加越多
[38:00] 對不對
[38:00] 有很多主動行業貼付
[38:02] 我也是買在可能三萬點以上了
[38:03] 那我要不要一個避險部位
[38:05] 要嗎
[38:06] 如果今天真的一個大的迴盪
[38:07] 你有這一塊避險部位
[38:08] 你的感受會差很多
[38:09] 當然你說每天都在漲
[38:11] 如果你全部都是債券
[38:12] 你肯定就哭哭
[38:13] 也有人傳訊說
[38:13] 他全部都債券
[38:14] 誰要你全部都債券
[38:16] 要配置對不對
[38:17] 好所以我認真的再講一下
[38:20] 就是你一定要搞清楚
[38:22] 你可以用各種不同的工具
[38:24] 然後在這一波
[38:25] 我們很罕見看到的大多頭
[38:28] 絕對可以賺得到錢
[38:29] 就算是過去
[38:31] updo了兩年的高息
[38:32] 都可以賺得到錢
[38:34] 但如果你發現
[38:35] 你當初真的只是貪圖
[38:36] 他什麼息差雙賺
[38:37] 那你想轉到比較積極的商品上面
[38:40] 也是有的
[38:41] 剛剛講到的主動式的ETF
[38:42] 確實三萬點以上
[38:44] 他們還是繳出很好的成金
[38:45] 因為臺股現在無止境的跑
[38:47] 他們就像一批一批的賽碼
[38:49] 有跟大家講了
[38:50] 你喜歡過去安聯的
[38:52] 安聯的基金績效很好
[38:53] 你喜歡統一的基金績效很好
[38:55] 過去在基金績效很好的這幾家公司
[38:58] 現在全部都有主動式的ETF
[39:01] 那他們就像每一批的賽碼
[39:03] 一張都才一萬多塊錢
[39:04] 你就買幾批
[39:05] 讓他們在那邊賽給你看
[39:07] 對不對
[39:08] 那像今天中小型股不好
[39:09] 就會發現有一些主動式ETF
[39:11] 他們就有點受到影響
[39:13] 今天幾乎就沒有漲
[39:14] 但他們幾乎沒有漲
[39:15] 他們會不會想要翻過來
[39:16] 會的
[39:17] 所以反而在今天
[39:18] 你不用去追那些漲停板的
[39:20] 那你也可以開心於
[39:21] 如果你是在蹲點的大型AI股
[39:23] 你今天有翻
[39:23] 那你想佈局一點點
[39:25] 主動式ETF的
[39:26] 剛好今天沒漲的
[39:27] 也許你就可以稍微考慮一下下
[39:29] 因為今天不是他的局
[39:30] 我覺得把這樣的配置配起來
[39:32] 或多或少
[39:32] 至少不會有失落感
[39:34] 好
[39:34] 問題來了
[39:35] 有沒有可能
[39:36] 三萬五千點突然崩個三千點好了
[39:38] 三點不算什麼
[39:40] 對不對
[39:40] 當然有可能啊
[39:41] 可是一定要記得一件事
[39:43] 只要基本面沒有轉壞
[39:44] 在崩的過程中
[39:46] 你就是善用這些工具
[39:48] 你可以小額小額加碼的
[39:49] 你就去把它佈局起來
[39:51] 不用買在三萬五
[39:52] 如果它有回到六五三萬三
[39:54] 三萬二三萬一
[39:55] 那就是佈局起來
[39:56] 而不是用非常害怕
[39:57] 變成長也害怕
[39:59] 對不對
[39:59] 跌也害怕
[40:00] 昨天的結論是這樣
[40:01] 沒有意義
[40:02] 對沒有意義
[40:03] 一定是要長也開心
[40:05] 跌也開心
[40:06] 對啊我覺得心態正確很重要啦
[40:08] 那當然也幫他補充一下
[40:10] 大家覺得這個臺美股脫鉤的狀況
[40:13] 我覺得接下來你可能要注意到一件事情
[40:15] 現在風向有點在轉變
[40:16] 這一波整個美股的軟體股
[40:18] 真的是無差別的亂殺
[40:20] 但今天早上滙豐出了一個報告
[40:22] 他認為說其實現在軟體股的估值
[40:25] 是前所未有的便宜
[40:27] 所以你可能要關注的是
[40:28] 現在整個亞洲資金都在走硬體風嘛
[40:31] 如果美股軟體股
[40:33] 真的底部開始強烈復甦的話
[40:35] 大家發現到
[40:35] 軟體的軌迫度
[40:36] 是開始被破除
[40:37] 那我覺得對於臺灣硬體股
[40:39] 就會有一定的壓力
[40:40] 所以剛剛為什麼要講配置
[40:42] 為什麼你不要去追一些
[40:43] 很強勢的股票
[40:44] 因為現在叫做資金的熱潮
[40:46] 推升股價往上走高
[40:47] 那當整個資金回到美股
[40:49] 回到美股的軟體股的時候
[40:51] 就會造成硬體股的壓力
[40:52] 這一點你可以從
[40:53] 臺股今天的輪動看到
[40:54] 為什麼這個所謂的
[40:56] 一些所謂的傳談股
[40:58] 售賣股的一個反彈
[40:59] 為什麼老外要反彈
[41:00] 就是因為資金會選擇一些
[41:02] 低基金股票去做個佈局
[41:03] 所以當你發現到
[41:05] 那樣的現象的話
[41:05] 你也不用太多恐慌
[41:07] 因為我覺得軟體硬體
[41:08] 它是會輪動上漲的
[41:10] 但也代表說
[41:11] 你這一波覺得空手
[41:13] 然後股票買得不夠多的
[41:15] 我覺得既然都已經到這個價位了
[41:16] 那你都等了一個月了
[41:18] 不妨再等等吧
[41:19] 好
[41:20] 我想這個臺股到這樣的程度
[41:23] 我們還是要給予開心
[41:25] 那當然很多人有風險意識
[41:26] 這是好的
[41:27] 但是一定要記得
[41:28] 風險意識不是怕而已
[41:29] 不是說很害怕
[41:31] 很害怕
[41:31] 而是要想
[41:32] 假如今天我們觀測的東西疊下來了
[41:35] 你是不是有信心去承接它
[41:37] 對不對
[41:38] 矽光子每天漲停你也羨慕
[41:40] 那如果它今天疊停呢
[41:41] 你是不是突然覺得它變垃圾
[41:43] 這樣的心態可能大家都有
[41:45] 所以才會想說
[41:47] 個股有它的好處
[41:48] 真的每天看到有一根漲停板
[41:50] 好多人說
[41:50] 我昨天就三顆燈
[41:52] 我昨天就五顆燈
[41:53] 我今天有兩顆燈什麼的
[41:54] 這真的很爽
[41:56] 對
[41:57] 可是疊的時候呢
[41:59] 疊的時候兩顆燈五顆燈
[42:00] 那可能又睡不著了
[42:02] 我們就儘量不要讓自己
[42:03] 有這樣的一個狀況
[42:05] 那我們都很開心
[42:06] 臺股有今天這樣的盛況
[42:08] 我們更開心
[42:08] 臺股現在凌駕在美股之上了
[42:10] 我們講的這個AI的趨勢
[42:12] 我們這個接單的王者
[42:14] 這件事情
[42:15] 讓我覺得十分的驕傲
[42:17] 坦白講
[42:17] 那我們就每天跟大家分享
[42:21] 正確的觀念
[42:21] 以及祈禱這一集
[42:23] 在蘋果的Podcast
[42:24] 能夠順利的上架
[42:26] 那各位聽眾朋友
[42:28] 也很高興
[42:29] 大家昨天也是
[42:30] 不要再為我太擔心了
[42:32] 我是一個不會
[42:33] 真的不會隨便就
[42:34] 放大鴿子的人
[42:35] 一定如果白天沒聽到
[42:37] 可以去這個Spotify
[42:39] 或是桑昂聽一聽
[42:40] 晚上看看理財大人秀
[42:42] 我都在
[42:43] 不要焦慮
[42:44] 我們要開心的迎接
[42:45] 這個難得一見的大行情
[42:47] 那今天也很謝謝
[42:48] 這個題材獵人
[42:49] 我們這幾年來
[42:50] 題材獵人也常常是
[42:51] 我們Parkest非常重要的
[42:54] 長盛軍
[42:54] 今天也給大家
[42:55] 很中肯的建議
[42:56] 那就跟Parkest的朋友
[42:57] 說拜拜咯
[42:58] 好大家掰掰喔
[42:59] 掰掰
